IMmediatlye	IMmediatlye	av-j	Immediately	immediate	0
wyll	wyll	n1	will	will	0
)	)	)	)	)	0
suffer	suffer	vvi	suffer	suffer	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
hin	hin	zz	hin	hin	0
∣	∣	sy	∣	∣	0
dered	dered	vvn	dered	dere	0
by	by	p-acp	by	by	0
anye	anye	d	any	any	0
so	so	av	so	so	0
blasphemouse	blasphemouse	j	blasphemous	blasphemous	0
doctrine	doctrine	n1	doctrine	doctrine	0
of	of	pp-f	of	of	0
Antichristes	Antichristes	npg1	Antichristes	Antichrist	0
schole	schole	n1	school	school	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
are	are	vbr	are	be	0
these	these	d	these	these	0
Articles	Articles	n2	Articles	article	0
of	of	pp-f	of	of	0
yours	yours	png22	yours	you	0
.	.	.	.	.	1
I	I	pns11	I	i	0
call	call	vvb	call	call	0
them	them	pno32	them	they	0
yours	yours	png22	yours	you	0
,	,	,	,	,	0
bycause	bycause	c-acp	because	because	0
you	you	pn22	you	you	0
sub	sub	fw-la	sub	sub	0
∣	∣	sy	∣	∣	0
scribe	scribe	n1	scribe	scribe	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
set	set	vvd	set	set	0
thē	thē	pno32	them	they	0
forthe	forthe	av	forth	forth	0
vnder	vnder	p-acp	under	under	0
your	your	po22	your	your	0
name	name	n1	name	name	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
if	if	cs	if	if	0
I	I	pns11	I	i	0
were	were	vbdr	were	be	0
required	required	vvn	required	require	0
to	to	pc-acp	to	to	0
say	say	vvi	say	say	0
my	my	po11	my	my	0
cō	cō	fw-mi	cō	cō	0
∣	∣	sy	∣	∣	0
science	science	n1	science	science	0
:	:	:	:	:	0
I	I	pns11	I	i	0
coulde	coulde	vmd	could	can	0
not	not	xx	not	not	0
deny	deny	vvi	deny	deny	0
but	but	cc-acp	but	but	0
I	I	pns11	I	i	0
thinke	thinke	vvb	think	think	0
them	them	pno32	them	they	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
Wynchesters	Wynchesters	npg1	Wynchesters	wynchesters	0
workemanshyp	workemanshyp	n1	workemanshyp	workemanshyp	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
they	they	pns32	they	they	0
agre	agre	vvi	agree	agree	0
so	so	av	so	so	0
well	well	av	well	well	0
wyth	wyth	p-acp	with	with	0
hys	hys	po31	his	his	0
doctrine	doctrine	n1	doctrine	doctrine	0
,	,	,	,	,	0
&	&	cc	&	and	0
that	that	cst	that	that	0
chiefelye	chiefelye	av-jn	chiefly	chief	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
deuyl	deuyl	n1	devil	devil	0
leishe	leishe	j	leishe	leishe	0
detection	detection	n1	detection	detection	0
of	of	pp-f	of	of	0
hys	hys	po31	his	his	0
maister	maister	n1	master	master	0
the	the	dt	the	the	0
deuylles	deuylles	ng1	devils	devils	0
sophistry	sophistry	n1	sophistry	sophistry	0
,	,	,	,	,	0
whych	whych	r-crq	which	which	0
he	he	pns31	he	he	0
set	set	vvd	set	set	0
abroud	abroud	j	abroud	abroud	0
shortly	shortly	av-j	shortly	short	0
after	after	p-acp	after	after	0
these	these	d	these	these	0
Articles	Articles	n2	Articles	article	0
of	of	pp-f	of	of	0
yours	yours	png22	yours	you	0
But	But	p-acp	But	but	0
woulde	woulde	vmd	would	will	0
God	God	n1	God	god	0
you	you	pn22	you	you	0
were	were	vbdr	were	be	0
as	as	a-acp	as	as	0
well	well	av	well	well	0
confu	confu	uh-n	confu	confu	0
∣	∣	sy	∣	∣	0
ted	ted	vvd	ted	t	0
by	by	p-acp	by	by	0
me	me	pno11	me	i	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
answered	answered	vvn	answered	answer	0
by	by	p-acp	by	by	0
Anthony	Anthony	np1	Anthony	Anthony	0
Gilbie	Gilbie	np1	Gilbie	Gilbie	0
.	.	.	.	.	1
Wel	Wel	uh-av	Well	well	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
coulde	coulde	vmd	could	can	0
so	so	av	so	so	0
haue	haue	vhi	have	have	0
I	I	pns11	I	i	0
done	done	vdn	done	do	0
,	,	,	,	,	0
bi	bi	p-acp	by	by	0
∣	∣	sy	∣	∣	0
cause	cause	n1	cause	cause	0
I	I	pns11	I	i	0
would	would	vmd	would	will	0
not	not	xx	not	not	0
that	that	d	that	that	0
so	so	av	so	so	0
necessarie	necessarie	j	necessary	necessary	0
a	a	dt	a	a	0
thyng	thyng	n1	thing	thing	0
shold	shold	vmd	should	shall	0
be	be	vbi	be	be	0
left	left	vvn	left	leave	0
vndone	vndone	vvn	undone	undo	0
.	.	.	.	.	1
Not	Not	xx	Not	not	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
scarsitie	scarsitie	n1	scarcity	scarcity	0
of	of	pp-f	of	of	0
thē	thē	pno32	them	they	0
that	that	cst	that	that	0
be	be	vbb	be	be	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
it	it	pn31	it	it	0
much	much	d	much	much	0
better	better	av-jc	better	better	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
by	by	p-acp	by	by	0
∣	∣	sy	∣	∣	0
cause	cause	n1	cause	cause	0
none	none	pi	none	none	0
other	other	j-jn	other	other	0
hath	hath	vhz	hath	have	0
takē	takē	vvn	taken	take	0
in	in	p-acp	in	in	0
hande	hande	n1	hand	hand	0
,	,	,	,	,	0
neyther	neyther	dx	neither	neither	0
was	was	vbds	was	be	0
it	it	pn31	it	it	0
lyke	lyke	av-j	like	like	0
that	that	d	that	that	0
any	any	d	any	any	0
woulde	woulde	vmd	would	will	0
hereafter	hereafter	av	hereafter	hereafter	0
occu	occu	n1	occu	occu	0
∣	∣	sy	∣	∣	0
py	py	j	py	py	0
theyr	theyr	po32	their	their	0
tyme	tyme	n1	time	time	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
the	the	dt	the	the	0
matter	matter	n1	matter	matter	0
doeth	doeth	vdz	doth	do	0
nowe	nowe	av	now	now	0
dayly	dayly	av-j	daily	daily	0
more	more	av-dc	more	more	0
&	&	cc	&	and	0
more	more	av-dc	more	more	0
grow	grow	vvi	grow	grow	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
mind	mind	n1	mind	mind	0
And	And	cc	And	and	0
because	because	c-acp	because	because	0
the	the	dt	the	the	0
copies	copies	n2	copies	copy	0
of	of	pp-f	of	of	0
youre	youre	po22	your	your	0
Articles	Articles	n2	Articles	article	0
be	be	vbb	be	be	0
not	not	xx	not	not	0
communly	communly	j	communly	communly	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
solde	solde	vvn	sold	sell	0
:	:	:	:	:	0
most	most	av-ds	most	most	0
men	men	n2	men	man	0
thinke	thinke	vvb	think	think	0
them	them	pno32	them	they	0
in	in	p-acp	in	in	0
maner	maner	n1	manner	manner	0
extinguished	extinguished	vvn	extinguished	extinguish	0
for	for	p-acp	for	for	0
euer	euer	av	ever	ever	0
.	.	.	.	.	1
And	And	cc	And	and	0
in	in	p-acp	in	in	0
very	very	j	very	very	0
dede	dede	n1	deed	deed	0
,	,	,	,	,	0
had	had	vhd	had	have	0
not	not	xx	not	not	0
certaine	certaine	j	certain	certain	0
honeste	honeste	j	honest	honest	0
men	men	n2	men	man	0
en	en	fw-fr	en	en	0
∣	∣	sy	∣	∣	0
fourmed	fourmed	n1	form	form	0
me	me	pno11	me	i	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
great	great	j	great	great	0
numbre	numbre	j-vvn	numbered	number	0
of	of	pp-f	of	of	0
thē	thē	pno32	them	they	0
that	that	d	that	that	0
thorowe	thorowe	p-acp	thorough	through	0
youre	youre	po22	your	your	0
recantation	recantation	n1	recantation	recantation	0
were	were	vbdr	were	be	0
established	established	vvn	established	establish	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
erroures	erroures	n2	errors	error	0
:	:	:	:	:	0
I	I	pns11	I	i	0
hadde	hadde	vhd	had	have	0
not	not	xx	not	not	0
taken	taken	vvn	taken	take	0
this	this	d	this	this	0
en	en	fw-fr	en	en	0
∣	∣	sy	∣	∣	0
terprice	terprice	n1	terprice	terprice	0
in	in	p-acp	in	in	0
hande	hande	n1	hand	hand	0
,	,	,	,	,	0
nother	nother	av-dx	neither	neither	0
yet	yet	av	yet	yet	0
finished	finished	vvd	finished	finish	0
it	it	pn31	it	it	0
when	when	c-crq	when	when	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
begon	begon	vvn	begun	begin	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
whē	whē	c-crq	when	when	0
I	I	pns11	I	i	0
vnderstode	vnderstode	vvd	understood	understand	0
what	what	r-crq	what	what	0
hynderaunce	hynderaunce	n1	hindrance	hindrance	0
to	to	p-acp	to	to	0
Gods	Gods	npg1	Gods	God	0
trueth	trueth	n1	truth	truth	0
,	,	,	,	,	0
your	your	po22	your	your	0
Autho	Autho	np1	Autho	Autho	0
∣	∣	sy	∣	∣	0
ritie	ritie	n1	ritie	ritie	0
,	,	,	,	,	0
hath	hath	vhz	hath	have	0
already	already	av	already	already	0
and	and	cc	and	and	0
myghte	myghte	vmd	might	may	0
here	here	av	here	here	0
after	after	p-acp	after	after	0
do	do	n1	doe	do	0
if	if	cs	if	if	0
your	your	po22	your	your	0
articles	articles	n2	articles	article	0
should	should	vmd	should	shall	0
remayne	remayne	vvi	remain	remain	0
vntouched	vntouched	j-vvn-u	untouched	touch	0
:	:	:	:	:	0
I	I	pns11	I	i	0
thought	thought	vvd	thought	think	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
lesse	lesse	av-dc	less	less	0
then	then	cs	then	than	0
necessarye	necessarye	j	necessary	necessary	0
to	to	pc-acp	to	to	0
spend	spend	vvi	spend	spend	0
some	some	d	some	some	0
tyme	tyme	n1	time	time	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
,	,	,	,	,	0
trusting	trusting	vvg	trusting	trust	0
that	that	cst	that	that	0
God	God	np1	God	God	0
wil	wil	vmb	will	will	0
geue	geue	vvi	give	give	0
the	the	dt	the	the	0
encrease	encrease	n1	increase	increase	0
boeth	boeth	d	both	both	0
in	in	p-acp	in	in	0
youre	youre	po22	your	your	0
herte	herte	n1	heart	heart	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
hertes	hertes	n2	herts	heart	0
of	of	pp-f	of	of	0
as	as	p-acp	as	as	0
many	many	d	many	many	0
as	as	c-acp	as	as	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
obstinate	obstinate	j	obstinate	obstinate	0
blind	blind	j	blind	blind	0
vessels	vessels	n2	vessels	vessel	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
Ire	Ire	n1	Ire	ire	0
ordeyned	ordeyned	vvn	ordained	ordain	0
to	to	p-acp	to	to	0
destructiō	destructiō	n1	destruction	destruction	0
.	.	.	.	.	1
If	If	cs	If	if	0
my	my	po11	my	my	0
wrytyng	wrytyng	n1	writing	writing	0
can	can	vmb	can	can	0
not	not	xx	not	not	0
satisfie	satisfie	vvi	satisfy	satisfy	0
you	you	pn22	you	you	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
∣	∣	sy	∣	∣	0
nye	nye	av	nigh	nigh	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Articles	Articles	n2	Articles	article	0
:	:	:	:	:	0
I	I	pns11	I	i	0
praye	praye	vvb	pray	pray	0
you	you	pn22	you	you	0
write	write	vvb	write	write	0
vn	vn	fw-fr	vn	un	0
∣	∣	sy	∣	∣	0
to	to	p-acp	to	to	0
me	me	pno11	me	i	0
(	(	(	(	(	0
whether	whether	cs	whither	whether	0
you	you	pn22	you	you	0
shal	shal	vmb	shall	shall	0
thinke	thinke	vvi	think	think	0
it	it	pn31	it	it	0
beste	beste	js	best	best	0
)	)	)	)	)	0
pri	pri	zz	pri	pri	0
∣	∣	sy	∣	∣	0
uately	uately	av-jn	uately	uate	0
or	or	cc	or	or	0
apartly	apartly	av-j	apartly	apart	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
either	either	av-d	either	either	0
enstruct	enstruct	vvi	enstruct	enstruct	0
you	you	pn22	you	you	0
further	further	av-jc	further	further	0
,	,	,	,	,	0
other	other	j-jn	other	other	0
els	els	av	else	else	0
be	be	vbi	be	be	0
enstructed	enstructed	vvn	instructed	instruct	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
.	.	.	.	.	1
And	And	cc	And	and	0
if	if	cs	if	if	0
youre	youre	po22	your	your	0
age	age	n1	age	age	0
or	or	cc	or	or	0
other	other	j-jn	other	other	0
impedimente	impedimente	n1	impediment	impediment	0
wyll	wyll	vmb	will	will	0
not	not	xx	not	not	0
suffer	suffer	vvi	suffer	suffer	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
declare	declare	vvi	declare	declare	0
youre	youre	po22	your	your	0
mynde	mynde	n1	mind	mind	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
thynges	thynges	n2	things	thing	0
concernynge	concernynge	vvg	concerning	concern	0
youre	youre	po22	your	your	0
Articles	Articles	n2	Articles	article	0
:	:	:	:	:	0
yet	yet	av	yet	yet	0
let	let	vvb	let	let	0
vs	vs	pno12	us	we	0
knowe	knowe	vvi	know	know	0
what	what	r-crq	what	what	0
you	you	pn22	you	you	0
wyll	wyll	vmb	will	will	0
saye	saye	vvi	say	say	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
copy	copy	n1	copy	copy	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
owne	owne	d	own	own	0
hande	hande	n1	hand	hand	0
which	which	r-crq	which	which	0
you	you	pn22	you	you	0
writte	writte	vvn	written	write	0
beynge	beynge	vbg	being	be	0
in	in	p-acp	in	in	0
prison	prison	n1	prison	prison	0
.	.	.	.	.	1
If	If	cs	If	if	0
you	you	pn22	you	you	0
kepe	kepe	vvb	keep	keep	0
silence	silence	n1	silence	silence	0
and	and	cc	and	and	0
wryte	wryte	vvb	write	write	0
nothynge	nothynge	pix	nothing	nothing	0
agayne	agayne	av	again	again	0
:	:	:	:	:	0
then	then	av	then	then	0
maye	maye	vmb	may	may	0
ye	ye	pn22	you	you	0
well	well	av	well	well	0
thynke	thynke	vvb	think	think	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
wyl	wyl	vmb	will	will	0
iudge	iudge	vvi	judge	judge	0
you	you	pn22	you	you	0
obstinate	obstinate	j	obstinate	obstinate	0
and	and	cc	and	and	0
yet	yet	av	yet	yet	0
to	to	pc-acp	to	to	0
haue	haue	vhi	have	have	0
no	no	dx	no	no	0
∣	∣	sy	∣	∣	0
thynge	thynge	n1	thing	thing	0
to	to	p-acp	to	to	0
saye	saye	vvi	say	say	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
nowe	nowe	av	now	now	0
is	is	vbz	is	be	0
it	it	pn31	it	it	0
fre	fre	p-acp	from	from	0
for	for	c-acp	for	for	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
speake	speake	vvi	speak	speak	0
your	your	po22	your	your	0
consciēce	consciēce	n1	conscience	conscience	0
,	,	,	,	,	0
so	so	av	so	so	0
far	far	av-j	far	far	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
scripture	scripture	n1	scripture	scripture	0
wyl	wyl	vmb	will	will	0
beare	beare	vvi	bear	bear	0
you	you	pn22	you	you	0
.	.	.	.	.	1
If	If	cs	If	if	0
you	you	pn22	you	you	0
can	can	vmb	can	can	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
scriptures	scriptures	n2	scriptures	scripture	0
defend	defend	vvb	defend	defend	0
youre	youre	po22	your	your	0
Articles	Articles	n2	Articles	article	0
and	and	cc	and	and	0
proue	proue	vvi	prove	prove	0
them	them	pno32	them	they	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
chatholyke	chatholyke	j-jn	chatholyke	chatholyke	0
and	and	cc	and	and	0
Godly	Godly	j	Godly	godly	0
:	:	:	:	:	0
I	I	pns11	I	i	0
shal	shal	vmb	shall	shall	0
wyth	wyth	p-acp	with	with	0
all	all	d	all	all	0
rea	rea	fw-la	rea	rea	0
∣	∣	sy	∣	∣	0
dines	dines	vvz	dines	dine	0
embrace	embrace	vvb	embrace	embrace	0
theym	theym	pno32	them	they	0
and	and	cc	and	and	0
reuoke	reuoke	vvi	revoke	revoke	0
all	all	d	all	all	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
wrytten	wrytten	vvn	written	write	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
contrarye	contrarye	n-jn	contrary	contrary	0
.	.	.	.	.	1
Otherwyse	Otherwyse	av	Otherwise	otherwise	0
I	I	pns11	I	i	0
require	require	vvb	require	require	0
you	you	pn22	you	you	0
(	(	(	(	(	0
euen	euen	av-j	even	even	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
name	name	n1	name	name	0
of	of	pp-f	of	of	0
Christe	Christe	np1	Christe	Christe	0
whome	whome	ro-crq	whom	who	0
you	you	pn22	you	you	0
professe	professe	vvb	profess	profess	0
in	in	p-acp	in	in	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
wyll	wyll	vmb	will	will	0
be	be	vbi	be	be	0
cal	cal	vvi	call	call	0
∣	∣	sy	∣	∣	0
led	led	vvd	led	lead	0
christen	christen	vvb	christen	christen	0
)	)	)	)	)	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
acknowledge	acknowledge	vvb	acknowledge	acknowledge	0
your	your	po22	your	your	0
er	er	zz	er	er	0
∣	∣	sy	∣	∣	0
rours	rours	n1	rours	rours	0
,	,	,	,	,	0
that	that	cst	that	that	0
suche	suche	d	such	such	0
as	as	c-acp	as	as	0
were	were	vbdr	were	be	0
offended	offended	vvn	offended	offend	0
by	by	p-acp	by	by	0
you	you	pn22	you	you	0
,	,	,	,	,	0
may	may	vmb	may	may	0
haue	haue	vhi	have	have	0
occasion	occasion	n1	occasion	occasion	0
by	by	p-acp	by	by	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
ryse	ryse	vvi	rise	rise	0
agayne	agayne	av	again	again	0
.	.	.	.	.	1
I	I	pns11	I	i	0
am	am	vbm	am	be	0
not	not	xx	not	not	0
ignoraunte	ignoraunte	j	ignorant	ignorant	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
behauioure	behauioure	n1	behaviour	behaviour	0
sence	sence	n1	sense	sense	0
your	your	po22	your	your	0
recantataion	recantataion	n1	recantataion	recantataion	0
,	,	,	,	,	0
boeth	boeth	d	both	both	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
citye	citye	n1	city	city	0
of	of	pp-f	of	of	0
London	London	np1	London	London	0
and	and	cc	and	and	0
els	els	av	else	else	0
where	where	c-crq	where	where	0
.	.	.	.	.	1
Your	Your	po22	Your	your	0
priuate	priuate	j	private	private	0
com	com	vvb	come	come	0
∣	∣	sy	∣	∣	0
munication	munication	n1	munication	munication	0
(	(	(	(	(	0
besydes	besydes	p-acp	besides	beside	0
youre	youre	po22	your	your	0
sermons	sermons	n2	sermons	sermon	0
dashed	dashed	vvn	dashed	dash	0
ful	ful	j	full	full	0
of	of	pp-f	of	of	0
sorowful	sorowful	j	sorrowful	sorrowful	0
teares	teares	n2	tears	tear	0
and	and	cc	and	and	0
depe	depe	j-jn	deep	deep	0
syghynges	syghynges	n2	syghynges	syghynge	0
to	to	pc-acp	to	to	0
alure	alure	vvi	allure	allure	0
the	the	dt	the	the	0
people	people	n1	people	people	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Romeishe	Romeishe	j	Romeishe	romeishe	0
waye	waye	n1	way	way	0
a	a	sy	a	a	0
∣	∣	sy	∣	∣	0
gayne	gayne	n1	gain	gain	0
)	)	)	)	)	0
is	is	vbz	is	be	0
openly	openly	av-j	openly	open	0
knowen	knowen	vvn	known	know	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
men	men	n2	men	man	0
.	.	.	.	.	1
Men	Men	np1	Men	Men	0
knowe	knowe	vvb	know	know	0
also	also	av	also	also	0
,	,	,	,	,	0
howe	howe	c-crq	how	how	0
you	you	pn22	you	you	0
haue	haue	vhb	have	have	0
(	(	(	(	(	0
vpon	vpon	p-acp	upon	upon	0
occasion	occasion	n1	occasion	occasion	0
geuē	geuē	vvn	given	give	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
speake	speake	vvi	speak	speak	0
of	of	pp-f	of	of	0
persecution	persecution	n1	persecution	persecution	0
)	)	)	)	)	0
affirmed	affirmed	vvd	affirmed	affirm	0
the	the	dt	the	the	0
good	good	j	good	good	0
byshoppes	byshoppes	ng1	bishops	bishop	0
of	of	pp-f	of	of	0
Wynchester	Wynchester	np1	Wynchester	Wynchester	0
and	and	cc	and	and	0
Lon	Lon	zz	Lon	lon	0
∣	∣	sy	∣	∣	0
don	don	n1	dONE	don	0
,	,	,	,	,	0
and	and	cc	and	and	0
such	such	d	such	such	0
other	other	n-jn	other	other	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
onely	onely	j	only	only	0
sufferers	sufferers	n2	sufferers	sufferer	0
of	of	pp-f	of	of	0
persecution	persecution	n1	persecution	persecution	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
dayes	dayes	n2	days	day	0
.	.	.	.	.	1
Blame	Blame	vvb	Blame	blame	0
me	me	pno11	me	i	0
not	not	xx	not	not	0
therfore	therfore	av	therefore	therefore	0
,	,	,	,	,	0
thoughe	thoughe	cs	though	though	0
I	I	pns11	I	i	0
be	be	vbb	be	be	0
ear	ear	n1	ear	ear	0
¦	¦	sy	¦	¦	0
neste	neste	n1	nest	nest	0
wyth	wyth	p-acp	with	with	0
you	you	pn22	you	you	0
,	,	,	,	,	0
syth	syth	c-acp	sith	since	0
many	many	d	many	many	0
men	men	n2	men	man	0
hange	hange	vvi	hang	hang	0
vpon	vpon	p-acp	upon	upon	0
youre	youre	po22	your	your	0
wordes	wordes	n2	words	word	0
,	,	,	,	,	0
and	and	cc	and	and	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
youre	youre	po22	your	your	0
good	good	j	good	good	0
by	by	p-acp	by	by	0
∣	∣	sy	∣	∣	0
shops	shops	n2	shops	shop	0
spared	spared	vvd	spared	spare	0
not	not	xx	not	not	0
euen	euen	av-j	even	even	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
presence	presence	n1	presence	presence	0
of	of	pp-f	of	of	0
hys	hys	po31	his	his	0
prince	prince	n1	prince	prince	0
to	to	pc-acp	to	to	0
declare	declare	vvi	declare	declare	0
hym	hym	pno31	him	he	0
selfe	selfe	n1	self	self	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
al	al	d	all	all	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
best	best	js	best	best	0
.	.	.	.	.	1
Whose	Whose	rg-crq	Whose	who	0
emendemēt	emendemēt	n1	emendement	emendement	0
I	I	pns11	I	i	0
most	most	av-ds	most	most	0
hertely	hertely	av-j	heartily	hearty	0
beseche	beseche	vvi	beseech	beseech	0
the	the	dt	the	the	0
Lorde	Lorde	n1	Lord	lord	0
Iesu	Iesu	np1	Iesu	Jesus	0
graunt	graunt	vvb	grant	grant	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
se	se	vvi	see	see	0
.	.	.	.	.	1
And	And	cc	And	and	0
yours	yours	png22	yours	you	0
also	also	av	also	also	0
(	(	(	(	(	0
maister	maister	n1	master	master	0
Shax	Shax	np1	Shax	Shax	0
tō	tō	n1	tun	tun	0
)	)	)	)	)	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
possible	possible	j	possible	possible	0
,	,	,	,	,	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
may	may	vmb	may	may	0
reioyce	reioyce	vvi	rejoice	rejoice	0
togyther	togyther	av	together	together	0
after	after	p-acp	after	after	0
all	all	d	all	all	0
thys	thys	d	this	this	0
discorde	discorde	n1	discord	discord	0
in	in	p-acp	in	in	0
opinions	opinions	n2	opinions	opinion	0
and	and	cc	and	and	0
matters	matters	n2	matters	matter	0
of	of	pp-f	of	of	0
religion	religion	n1	religion	religion	0
