COnsydering	COnsydering	vvg	Considering	considere	0
Sauiour	Sauiour	n1	Saviour	saviour	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Gospell	Gospell	n1	Gospel	gospel	0
sayth	sayth	vvz	say	say	0
,	,	,	,	,	0
is	is	vbz	is	be	0
life	life	n1	life	life	0
euer	euer	av	ever	ever	0
∣	∣	sy	∣	∣	0
lasting	lasting	j-vvg	lasting	last	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
knovv	knovv	vvi	know	know	0
one	one	pi	one	one	0
onely	onely	av-j	only	only	0
true	true	j	true	true	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
him	him	pno31	him	he	0
vvhom	vvhom	r-crq	whom	who	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
sent	sent	vvn	sent	send	0
Iesus	Iesus	np1	Iesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
.	.	.	.	.	1
Againe	Againe	av	Again	again	0
,	,	,	,	,	0
mans	mans	ng1	men	man	0
vvill	vvill	n1	will	will	0
being	being	vbg	being	be	0
corrupt	corrupt	j	corrupt	corrupt	0
,	,	,	,	,	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
serue	serue	vvi	serve	serve	0
God	God	np1	God	God	0
as	as	p-acp	as	as	0
his	his	po31	his	his	0
dutie	dutie	n1	duty	duty	0
requireth	requireth	vvz	requires	require	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
to	to	pc-acp	to	to	0
honour	honour	vvi	honour	honour	0
him	him	pno31	him	he	0
as	as	p-acp	as	as	0
his	his	po31	his	his	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
obey	obey	vvi	obey	obey	0
him	him	pno31	him	he	0
as	as	p-acp	as	as	0
his	his	po31	his	his	0
father	father	n1	father	father	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
trust	trust	vvi	trust	trust	0
in	in	p-acp	in	in	0
him	him	pno31	him	he	0
as	as	p-acp	as	as	0
his	his	po31	his	his	0
Pro	Pro	fw-la	Pro	pro	0
∣	∣	sy	∣	∣	0
tector	tector	n1	tector	tector	0
and	and	cc	and	and	0
preseruer	preseruer	n1	preserver	preserver	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
thankefull	thankefull	j	thankful	thankful	0
to	to	p-acp	to	to	0
him	him	pno31	him	he	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
infinite	infinite	j	infinite	infinite	0
benefites	benefites	n2	benefits	benefit	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	1
VVherefore	VVherefore	q-crq	Wherefore	wherefore	0
leste	leste	cs	lest	lest	0
man	man	n1	man	man	0
being	being	vbg	being	be	0
ignorant	ignorant	j	ignorant	ignorant	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
excluded	excluded	vvn	excluded	exclude	0
from	from	p-acp	from	from	0
saluation	saluation	n1	salvation	salvation	0
,	,	,	,	,	0
or	or	cc	or	or	0
lest	lest	cs	lest	lest	0
through	through	p-acp	through	through	0
the	the	dt	the	the	0
vvic	vvic	n1	vvic	vvic	0
∣	∣	sy	∣	∣	0
kednes	kednes	n1	kednes	kednes	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
vvill	vvill	n1	will	will	0
and	and	cc	and	and	0
inclination	inclination	n1	inclination	inclination	0
to	to	p-acp	to	to	0
euill	euill	j-jn	evil	evil	0
,	,	,	,	,	0
he	he	pns31	he	he	0
should	should	vmd	should	shall	0
disho	disho	vvi	disho	disho	0
∣	∣	sy	∣	∣	0
nour	nour	vvb	nou_r_	nou_r_	0
so	so	av	so	so	0
high	high	j	high	high	0
a	a	dt	a	a	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
disobey	disobey	vvi	disobey	disobey	0
so	so	av	so	so	0
good	good	j	good	good	0
a	a	dt	a	a	0
father	father	n1	father	father	0
,	,	,	,	,	0
distrust	distrust	vvb	distrust	distrust	0
so	so	av	so	so	0
care	care	vvb	care	care	0
∣	∣	sy	∣	∣	0
full	full	j	full	full	0
a	a	dt	a	a	0
preseruer	preseruer	n1	preserver	preserver	0
,	,	,	,	,	0
and	and	cc	and	and	0
be	be	vbi	be	be	0
vnthankefull	vnthankefull	j	unthankful	unthankful	0
to	to	p-acp	to	to	0
so	so	av	so	so	0
gracious	gracious	j	gracious	gracious	0
a	a	dt	a	a	0
giuer	giuer	n1	giver	giver	0
,	,	,	,	,	0
vvho	vvho	r-crq	who	who	0
doth	doth	vdz	does	do	0
not	not	xx	not	not	0
see	see	vvi	see	see	0
hovv	hovv	c-crq	how	how	0
requisite	requisite	j	requisite	requisite	0
and	and	cc	and	and	0
needefull	needefull	j	needful	needful	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
should	should	vmd	should	shall	0
by	by	p-acp	by	by	0
good	good	j	good	good	0
instructions	instructions	n2	instructions	instruction	0
be	be	vbb	be	be	0
brought	brought	vvn	brought	bring	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
knovvledge	knovvledge	n1	knowledge	knowledge	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lorde	Lorde	n1	Lord	lord	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
godly	godly	j	godly	godly	0
exhortations	exhortations	n2	exhortations	exhortation	0
and	and	cc	and	and	0
admonitions	admonitions	n2	admonitions	admonition	0
be	be	vbb	be	be	0
reclaimed	reclaimed	vvn	reclaimed	reclaim	0
from	from	p-acp	from	from	0
his	his	po31	his	his	0
vvicked	vvicked	j	wicked	wicked	0
vvayes	vvayes	n2	ways	way	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
performance	performance	n1	performance	performance	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
dutie	dutie	n1	duty	duty	0
?	?	?	?	?	1
Novv	Novv	av	Now	now	0
forasmuch	forasmuch	av	forasmuch	forasmuch	0
as	as	c-acp	as	as	0
God	God	np1	God	God	0
hath	hath	vhz	hath	have	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
vvord	vvord	n1	word	word	0
reuea	reuea	n1	reuea	reuea	0
∣	∣	sy	∣	∣	0
led	led	vvd	led	lead	0
so	so	av	so	so	0
much	much	d	much	much	0
of	of	pp-f	of	of	0
him	him	pno31	him	he	0
selfe	selfe	n1	self	self	0
as	as	c-acp	as	as	0
is	is	vbz	is	be	0
expedient	expedient	j	expedient	expedient	0
for	for	p-acp	for	for	0
man	man	n1	man	man	0
to	to	pc-acp	to	to	0
knovv	knovv	vvi	know	know	0
,	,	,	,	,	0
&	&	cc	&	and	0
hath	hath	vhz	hath	have	0
therein	therein	av	therein	therein	0
also	also	av	also	also	0
prescribed	prescribed	vvn	prescribed	prescribe	0
that	that	cst	that	that	0
maner	maner	n1	manner	manner	0
of	of	pp-f	of	of	0
seruing	seruing	vvg	serving	serve	0
him	him	pno31	him	he	0
vvhereof	vvhereof	c-crq	whereof	whereof	0
be	be	vbi	be	be	0
accepteth	accepteth	vvz	accepteth	accept	0
,	,	,	,	,	0
man	man	n1	man	man	0
must	must	vmb	must	must	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
learne	learne	vvi	learn	learn	0
the	the	dt	the	the	0
true	true	j	true	true	0
knovvledge	knovvledge	n1	knowledge	knowledge	0
and	and	cc	and	and	0
right	right	j-jn	right	right	0
seruice	seruice	n1	service	service	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
therefore	therefore	av	therefore	therefore	0
most	most	av-ds	most	most	0
ne	ne	ccx	ne	ne	0
∣	∣	sy	∣	∣	0
cessary	cessary	j-u	cessary	cessary	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
that	that	cst	that	that	0
this	this	d	this	this	0
vvord	vvord	n1	word	word	0
be	be	vbi	be	be	0
preached	preached	vvn	preached	preach	0
&	&	cc	&	and	0
taught	taught	vvn	taught	teach	0
,	,	,	,	,	0
that	that	cst	that	that	0
ther	ther	a-acp	there	there	0
∣	∣	sy	∣	∣	0
by	by	p-acp	by	by	0
man	man	n1	man	man	0
may	may	vmb	may	may	0
learne	learne	vvi	learn	learn	0
to	to	pc-acp	to	to	0
knovv	knovv	vvi	know	know	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
truely	truely	av-j	truly	true	0
to	to	pc-acp	to	to	0
vvorship	vvorship	vvi	worship	worship	0
&	&	cc	&	and	0
serue	serue	vvi	serve	serve	0
him	him	pno31	him	he	0
being	being	vbg	being	be	0
knovvne	knovvne	vvn	known	know	0
.	.	.	.	.	1
So	So	av	So	so	0
shall	shall	vmb	shall	shall	0
his	his	po31	his	his	0
minde	minde	n1	mind	mind	0
be	be	vbi	be	be	0
enlightened	enlightened	vvn	enlightened	enlighten	0
vvith	vvith	p-acp	with	with	0
diuine	diuine	j-jn	divine	divine	0
knovvledge	knovvledge	n1	knowledge	knowledge	0
,	,	,	,	,	0
and	and	cc	and	and	0
his	his	po31	his	his	0
vvill	vvill	n1	will	will	0
reformed	reformed	vvd	reformed	reform	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
Gods	Gods	n2	Gods	god	0
vvil	vvil	vmb	will	will	0
,	,	,	,	,	0
so	so	av	so	so	0
shall	shall	vmb	shall	shall	0
this	this	d	this	this	0
vvord	vvord	n1	word	word	0
be	be	vbb	be	be	0
a	a	dt	a	a	0
lanterne	lanterne	n1	lantern	lantern	0
vnto	vnto	p-acp	unto	unto	0
his	his	po31	his	his	0
feete	feete	n2	feet	foot	0
,	,	,	,	,	0
and	and	cc	and	and	0
a	a	dt	a	a	0
light	light	n1	light	light	0
vnto	vnto	p-acp	unto	unto	0
his	his	po31	his	his	0
paths	paths	n2	paths	path	0
,	,	,	,	,	0
vvhereby	vvhereby	c-crq	whereby	whereby	0
he	he	pns31	he	he	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
directed	directed	vvn	directed	direct	0
in	in	p-acp	in	in	0
al	al	d	all	all	0
his	his	po31	his	his	0
vvayes	vvayes	n2	ways	way	0
.	.	.	.	.	1
But	But	cc-acp	But	but	0
(	(	(	(	(	0
alas	alas	uh	alas	alas	0
)	)	)	)	)	0
this	this	d	this	this	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
thing	thing	n1	thing	thing	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
lamented	lamented	vvn	lamented	lament	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
haruest	haruest	n1	harvest	harvest	0
is	is	vbz	is	be	0
great	great	j	great	great	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
labourers	labourers	n2	labourers	labourer	0
are	are	vbr	are	be	0
fevv	fevv	d	few	few	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
among	among	p-acp	among	among	0
them	them	pno32	them	they	0
vvhich	vvhich	r-crq	which	which	0
supply	supply	vvb	supply	supply	0
the	the	dt	the	the	0
places	places	n2	places	place	0
of	of	pp-f	of	of	0
labourers	labourers	n2	labourers	labourer	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Lordes	Lordes	ng1	Lords	lord	0
haruest	haruest	n1	harvest	harvest	0
,	,	,	,	,	0
some	some	d	some	some	0
there	there	pc-acp	there	there	0
be	be	vbi	be	be	0
vvho	vvho	r-crq	who	who	0
doe	doe	vdb	do	do	0
vvith	vvith	p-acp	with	with	0
diligence	diligence	n1	diligence	diligence	0
discharge	discharge	vvi	discharge	discharge	0
their	their	po32	their	their	0
du	du	fw-fr	du	du	0
∣	∣	sy	∣	∣	0
tie	tie	vvb	tie	tie	0
,	,	,	,	,	0
many	many	d	many	many	0
moe	moe	dc	more	more	0
there	there	pc-acp	there	there	0
are	are	vbr	are	be	0
,	,	,	,	,	0
vvho	vvho	r-crq	who	who	0
albeit	albeit	cs	albeit	albeit	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
able	able	j	able	able	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
doe	doe	vdb	do	do	0
ey	ey	vvi	ey	eye	0
∣	∣	sy	∣	∣	0
ther	ther	dt	there	the	0
quite	quite	av	quite	quite	0
neglect	neglect	vvi	neglect	neglect	0
it	it	pn31	it	it	0
,	,	,	,	,	0
or	or	cc	or	or	0
very	very	av	very	very	0
sclēderly	sclēderly	av-j	slenderly	slender	0
execute	execute	vvi	execute	execute	0
it	it	pn31	it	it	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
greatest	greatest	js	greatest	great	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
number	number	n1	number	number	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
,	,	,	,	,	0
vvho	vvho	r-crq	who	who	0
for	for	p-acp	for	for	0
lacke	lacke	n1	lack	lack	0
of	of	pp-f	of	of	0
skil	skil	n1	skill	skill	0
&	&	cc	&	and	0
knovvledge	knovvledge	n1	knowledge	knowledge	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
able	able	j	able	able	0
at	at	p-acp	at	at	0
all	all	d	all	all	0
to	to	pc-acp	to	to	0
performe	performe	vvi	perform	perform	0
it	it	pn31	it	it	0
.	.	.	.	.	1
VVherefore	VVherefore	c-crq	Wherefore	wherefore	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
great	great	j	great	great	0
neede	neede	n1	need	need	0
to	to	pc-acp	to	to	0
pray	pray	vvi	pray	pray	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
haruest	haruest	n1	harvest	harvest	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
vvill	vvill	vmb	will	will	0
send	send	vvi	send	send	0
forth	forth	av	forth	forth	0
labourers	labourers	n2	labourers	labourer	0
into	into	p-acp	into	into	0
his	his	po31	his	his	0
haruest	haruest	n1	harvest	harvest	0
,	,	,	,	,	0
vvhereby	vvhereby	c-crq	whereby	whereby	0
many	many	d	many	many	0
moe	moe	dc	more	more	0
then	then	cs	then	than	0
doe	doe	n1	doe	doe	0
may	may	vmb	may	may	0
receiue	receiue	vvi	receive	receive	0
the	the	dt	the	the	0
Gospell	Gospell	n1	Gospel	gospel	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
Iesus	Iesus	np1	Iesus	Jesus	0
euen	euen	av	even	even	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
saluation	saluation	n1	salvation	salvation	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
soules	soules	n2	souls	soul	0
.	.	.	.	.	1
The	The	dt	The	the	0
premisses	premisses	n2	premises	premise	0
vvell	vvell	av	well	well	0
vveyed	vveyed	vvn	weighed	weigh	0
,	,	,	,	,	0
I	I	pns11	I	i	0
thinke	thinke	vvb	think	think	0
(	(	(	(	(	0
right	right	j-jn	right	right	0
VVorship	VVorship	n1	VVorship	worship	0
∣	∣	sy	∣	∣	0
full	full	j	full	full	0
)	)	)	)	)	0
there	there	pc-acp	there	there	0
may	may	vmb	may	may	0
a	a	dt	a	a	0
sufficient	sufficient	j	sufficient	sufficient	0
reason	reason	n1	reason	reason	0
be	be	vbi	be	be	0
gathered	gathered	vvn	gathered	gather	0
,	,	,	,	,	0
vvhy	vvhy	c-crq	why	why	0
I	I	pns11	I	i	0
did	did	vdd	did	do	0
purpose	purpose	vvi	purpose	purpose	0
the	the	dt	the	the	0
publishing	publishing	vvg	publishing	publish	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
Sermons	Sermons	n2	Sermons	sermon	0
of	of	pp-f	of	of	0
D.	D.	np1	D.	D.	0
Martin	Martin	np1	Martin	Martin	0
Lu	Lu	np1	Lu	Lu.	0
∣	∣	sy	∣	∣	0
ther	ther	zz	ther	ther	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
vulgar	vulgar	j	vulgar	vulgar	0
tongue	tongue	n1	tongue	tongue	0
,	,	,	,	,	0
and	and	cc	and	and	0
vvhy	vvhy	c-crq	why	why	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
last	last	ord	last	last	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
by	by	p-acp	by	by	0
some	some	d	some	some	0
labour	labour	n1	labour	labour	0
and	and	cc	and	and	0
paynes	paynes	n2	pains	pain	0
brought	brought	vvd	brought	bring	0
the	the	dt	the	the	0
sayd	sayd	j-vvn	said	say	0
purposed	purposed	vvd	purposed	purpose	0
publishing	publishing	vvg	publishing	publish	0
to	to	pc-acp	to	to	0
passe	passe	vvi	pass	pass	0
.	.	.	.	.	1
I	I	pns11	I	i	0
vvas	vvas	vbds	was	be	0
in	in	p-acp	in	in	0
deede	deede	n1	deed	deed	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
first	first	ord	first	first	0
procured	procured	vvd	procured	procure	0
thereunto	thereunto	av	thereunto	thereunto	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
learned	learned	j	learned	learned	0
Father	Father	n1	Father	father	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
lande	lande	n1	land	land	0
,	,	,	,	,	0
vvhose	vvhose	rg-crq	whose	who	0
vvordes	vvordes	n2	words	word	0
and	and	cc	and	and	0
iudgement	iudgement	n1	judgement	judgement	0
I	I	pns11	I	i	0
make	make	vvb	make	make	0
no	no	dx	no	no	0
small	small	j	small	small	0
account	account	n1	account	account	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
aftervvard	aftervvard	av	afterward	afterward	0
entring	entring	vvg	entering	enter	0
into	into	p-acp	into	into	0
dee	dee	dt	dee	the	0
∣	∣	sy	∣	∣	0
per	per	fw-la	per	per	0
consideration	consideration	n1	consideration	consideration	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
matter	matter	n1	matter	matter	0
,	,	,	,	,	0
and	and	cc	and	and	0
vveying	vveying	vvg	weying	weigh	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
one	one	crd	one	one	0
side	side	n1	side	side	0
the	the	dt	the	the	0
great	great	j	great	great	0
ignorance	ignorance	n1	ignorance	ignorance	0
of	of	pp-f	of	of	0
many	many	d	many	many	0
euen	euen	av	even	even	0
in	in	p-acp	in	in	0
matters	matters	n2	matters	matter	0
of	of	pp-f	of	of	0
saluation	saluation	n1	salvation	salvation	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
∣	∣	sy	∣	∣	0
gither	gither	av	gither	gither	0
vvith	vvith	p-acp	with	with	0
the	the	dt	the	the	0
dayly	dayly	j	daily	daily	0
dishonouring	dishonouring	vvg	dishonouring	dishonour	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
by	by	p-acp	by	by	0
vngodly	vngodly	j	ungodly	ungodly	0
life	life	n1	life	life	0
:	:	:	:	:	0
and	and	cc	and	and	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
side	side	n1	side	side	0
the	the	dt	the	the	0
diuine	diuine	j-jn	divine	divine	0
doctrine	doctrine	n1	doctrine	doctrine	0
and	and	cc	and	and	0
most	most	av-ds	most	most	0
vvholsom	vvholsom	j	wholesome	wholesome	0
exhortations	exhortations	n2	exhortations	exhortation	0
vvhich	vvhich	r-crq	which	which	0
these	these	d	these	these	0
Sermons	Sermons	n2	Sermons	sermon	0
conteine	conteine	vvi	contain	contain	0
,	,	,	,	,	0
I	I	pns11	I	i	0
vvas	vvas	vbds	was	be	0
more	more	av-dc	more	more	0
forcibly	forcibly	av-j	forcibly	forcible	0
stirred	stirred	vvn	stirred	stir	0
vp	vp	a-acp	up	up	0
thereunto	thereunto	av	thereunto	thereunto	0
,	,	,	,	,	0
and	and	cc	and	and	0
thought	thought	vvd	thought	think	0
that	that	cst	that	that	0
the	the	dt	the	the	0
painefull	painefull	j	painful	painful	0
perusing	perusing	vvg	perusing	peruse	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
frutefull	frutefull	j	fruitful	fruitful	0
follovving	follovving	j-vvg	following	follow	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
vvhereof	vvhereof	c-crq	whereof	whereof	0
they	they	pns32	they	they	0
entreat	entreat	vvb	entreat	entreat	0
,	,	,	,	,	0
vvould	vvould	vmd	would	will	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
souereigne	souereigne	j-jn	sovereign	sovereign	0
salue	salue	n1	salve	salve	0
to	to	pc-acp	to	to	0
help	help	vvi	help	help	0
to	to	pc-acp	to	to	0
cure	cure	vvi	cure	cure	0
such	such	d	such	such	0
daungerous	daungerous	j	dangerous	dangerous	0
diseases	diseases	n2	diseases	disease	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
by	by	p-acp	by	by	0
