BY	BY	p-acp	BY	by	0
Jesus	Jesus	np1	Jesus	Jesus	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
crying	crying	vvg	crying	cry	0
ou	ou	fw-fr	ou	ou	0
like	like	vvi	like	like	0
those	those	d	those	those	0
Rebelli	Rebelli	np1	Rebelli	Rebelli	0
∣	∣	sy	∣	∣	0
ous	ous	j	ous	ous	0
Jews	Jews	np2	Jews	Jew	0
—	—	—	—	—	0
Lu	Lu	np1	Lu	Lu.	0
7.19.14	7.19.14	crd	7.19.14	7.19.14	0
we	we	pns12	we	we	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
have	have	vhi	have	have	0
this	this	d	this	this	0
man	man	n1	man	man	0
reigne	reigne	vvi	reign	reign	0
over	over	p-acp	over	over	0
us	us	pno12	us	we	0
.	.	.	.	.	1
I	I	pns11	I	i	0
account	account	vvb	account	account	0
such	such	d	such	such	0
a	a	dt	a	a	0
place	place	n1	place	place	0
a	a	dt	a	a	0
good	good	j	good	good	0
place	place	n1	place	place	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
the	the	dt	the	the	0
fatnesse	fatnesse	n1	fatness	fatness	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
soile	soile	n1	soil	soil	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
fear	fear	n1	fear	fear	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
that	that	cst	that	that	0
maketh	maketh	vvz	makes	make	0
rich	rich	j	rich	rich	0
:	:	:	:	:	0
I	I	pns11	I	i	0
blesse	blesse	vvb	bless	bless	0
God	God	np1	God	God	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
received	received	vvn	received	receive	0
no	no	dx	no	no	0
discou	discou	n1	discou	discou	0
∣	∣	sy	∣	∣	0
ragment	ragment	n1	ragment	ragment	0
since	since	c-acp	since	since	0
I	I	pns11	I	i	0
came	came	vvd	came	come	0
amongst	amongst	p-acp	among	among	0
you	you	pn22	you	you	0
;	;	;	;	;	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
not	not	xx	not	not	0
found	found	vvn	found	find	0
you	you	pn22	you	you	0
stubborne	stubborne	j	stubborn	stubborn	0
or	or	cc	or	or	0
perverse	perverse	j	perverse	perverse	0
,	,	,	,	,	0
froward	froward	j	froward	froward	0
,	,	,	,	,	0
or	or	cc	or	or	0
refractory	refractory	j	refractory	refractory	0
,	,	,	,	,	0
or	or	cc	or	or	0
resisters	resisters	n2	resisters	resister	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
word	word	n1	word	word	0
of	of	pp-f	of	of	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
hath	hath	vhz	hath	have	0
been	been	vbn	been	be	0
delivered	delivered	vvn	delivered	deliver	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
found	found	vvn	found	find	0
you	you	pn22	you	you	0
rather	rather	av-c	rather	rather	0
humble	humble	j	humble	humble	0
and	and	cc	and	and	0
meek	meek	j	meek	meek	0
,	,	,	,	,	0
and	and	cc	and	and	0
wil	wil	vmb	will	will	0
∣	∣	sy	∣	∣	0
ling	ling	n1	ling	ling	0
to	to	p-acp	to	to	0
imbrace	imbrace	vvi	embrace	embrace	0
the	the	dt	the	the	0
Gospel	Gospel	n1	Gospel	gospel	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
your	your	po22	your	your	0
praise	praise	n1	praise	praise	0
,	,	,	,	,	0
so	so	av	so	so	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
also	also	av	also	also	0
my	my	po11	my	my	0
happinesse	happinesse	n1	happiness	happiness	0
and	and	cc	and	and	0
joy	joy	n1	joy	joy	0
;	;	;	;	;	0
For	For	c-acp	For	for	0
what	what	q-crq	what	what	0
is	is	vbz	is	be	0
it	it	pn31	it	it	0
that	that	cst	that	that	0
makes	makes	vvz	makes	make	0
the	the	dt	the	the	0
life	life	n1	life	life	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Minister	Minister	n1	Minister	minister	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Gospel	Gospel	n1	Gospel	gospel	0
comfortable	comfortable	j	comfortable	comfortable	0
?	?	?	?	?	1
I	I	pns11	I	i	0
tell	tell	vvb	tell	tell	0
you	you	pn22	you	you	0
(	(	(	(	(	0
if	if	cs	if	if	0
he	he	pns31	he	he	0
be	be	vbb	be	be	0
a	a	dt	a	a	0
man	man	n1	man	man	0
that	that	cst	that	that	0
truly	truly	av-j	truly	true	0
fears	fears	vvz	fears	fear	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
is	is	vbz	is	be	0
faithfull	faithfull	j	faithful	faithful	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
master	master	n1	master	master	0
)	)	)	)	)	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
the	the	dt	the	the	0
greatnesse	greatnesse	n1	greatness	greatness	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Living	Living	n-vvg	Living	live	0
,	,	,	,	,	0
the	the	dt	the	the	0
fulness	fulness	n1	fullness	fullness	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
barnes	barnes	n2	barns	barn	0
—	—	—	—	—	0
But	But	cc-acp	But	but	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
obedience	obedience	n1	obedience	obedience	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
people	people	n1	people	people	0
to	to	p-acp	to	to	0
gospel-precepts	gospel-precepts	n2	gospel-precepts	gospel-precept	0
,	,	,	,	,	0
their	their	po32	their	their	0
growing	growing	vvg	growing	grow	0
in	in	p-acp	in	in	0
grace	grace	n1	grace	grace	0
,	,	,	,	,	0
their	their	po32	their	their	0
adding	adding	vvg	adding	add	0
to	to	p-acp	to	to	0
faith	faith	n1	faith	faith	0
vertue	vertue	n1	virtue	virtue	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
vertue	vertue	n1	virtue	virtue	0
knowledge	knowledge	n1	knowledge	knowledge	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
know	know	vvi	know	know	0
∣	∣	sy	∣	∣	0
ledge	ledge	n1	ledge	ledge	0
temperance	temperance	n1	temperance	temperance	0
,	,	,	,	,	0
2.	2.	crd	2.	2.	1
Pet.	Pet.	np1	Pet.	Pet.	0
1.5	1.5	crd	1.5	1.5	0
.	.	.	.	.	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
temperance	temperance	n1	temperance	temperance	0
patience	patience	n1	patience	patience	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
patience	patience	n1	patience	patience	0
godliness	godliness	n1	godliness	godliness	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
godlinesse	godlinesse	n1	godliness	godliness	0
brotherly	brotherly	av-j	brotherly	brotherly	0
kindnesse	kindnesse	n1	kindness	kindness	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
brotherly	brotherly	j	brotherly	brotherly	0
kindnesse	kindnesse	n1	kindness	kindness	0
charity	charity	n1	charity	charity	0
;	;	;	;	;	0
their	their	po32	their	their	0
willingnesse	willingnesse	n1	willingness	willingness	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
reformed	reformed	vvn	reformed	reform	0
,	,	,	,	,	0
their	their	po32	their	their	0
readinesse	readinesse	n1	readiness	readiness	0
to	to	pc-acp	to	to	0
receive	receive	vvi	receive	receive	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
with	with	p-acp	with	with	0
love	love	n1	love	love	0
,	,	,	,	,	0
their	their	po32	their	their	0
not	not	xx	not	not	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
ing	ing	n1	king	king	0
barren	barren	j	barren	barren	0
nor	nor	ccx	nor	nor	0
unfruitfull	unfruitfull	j	unfruitful	unfruitful	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
knowledge	knowledge	n1	knowledge	knowledge	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Lord	Lord	n1	Lord	lord	0
Jesus	Jesus	np1	Jesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
:	:	:	:	:	0
O!	O!	uh	O!	o!	0
The	The	dt	The	the	0
blessing	blessing	n1	blessing	blessing	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
upon	upon	p-acp	upon	upon	0
his	his	po31	his	his	0
labours	labours	n2	labours	labour	0
in	in	p-acp	in	in	0
Spiritualizing	Spiritualizing	vvg	Spiritualizing	spiritualize	0
his	his	po31	his	his	0
people	people	n1	people	people	0
,	,	,	,	,	0
this	this	d	this	this	0
refresheth	refresheth	vvz	refresheth	refresh	0
him	him	pno31	him	he	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
he	he	pns31	he	he	0
seeth	seeth	vvz	sees	see	0
dead	dead	j	dead	dead	0
people	people	n1	people	people	0
quickned	quickned	vvn	quickened	quicken	0
,	,	,	,	,	0
enemies	enemies	n2	enemies	enemy	0
to	to	p-acp	to	to	0
Christ	Christ	np1	Christ	Christ	0
reconciled	reconciled	vvd	reconciled	reconcile	0
,	,	,	,	,	0
children	children	n2	children	child	0
of	of	pp-f	of	of	0
wrath	wrath	n1	wrath	wrath	0
become	become	vvn	become	become	0
children	children	n2	children	child	0
of	of	pp-f	of	of	0
grace	grace	n1	grace	grace	0
,	,	,	,	,	0
those	those	d	those	those	0
that	that	cst	that	that	0
were	were	vbdr	were	be	0
afar	afar	av	afar	afar	0
off	off	a-acp	off	off	0
,	,	,	,	,	0
now	now	av	now	now	0
made	made	vvd	made	make	0
nigh	nigh	av-j	nigh	nigh	0
,	,	,	,	,	0
strangers	strangers	n2	strangers	stranger	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
covenant	covenant	n1	covenant	covenant	0
now	now	av	now	now	0
in	in	p-acp	in	in	0
∣	∣	sy	∣	∣	0
terested	terested	vvn	terested	terest	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
promise	promise	n1	promise	promise	0
,	,	,	,	,	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
grea	grea	zz	grea	grea	0
∣	∣	sy	∣	∣	0
ter	ter	zz	ter	ter	0
joy	joy	n1	joy	joy	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
sincere	sincere	j	sincere	sincere	0
minister	minister	n1	minister	minister	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Gospel	Gospel	n1	Gospel	gospel	0
than	than	cs	than	than	0
this	this	d	this	this	0
.	.	.	.	.	1
This	This	d	This	this	0
was	was	vbds	was	be	0
St.	St.	n1	St.	saint	1
3	3	crd	3	3	0
Ioh.	Ioh.	np1	Ioh.	Ioh.	0
1.4	1.4	crd	1.4	1.4	0
.	.	.	.	.	1
Johns	Johns	np1	Johns	Johns	0
greatest	greatest	js	greatest	great	0
comfort	comfort	n1	comfort	comfort	0
—	—	—	—	—	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
no	no	dx	no	no	0
greater	greater	jc	greater	great	0
joy	joy	n1	joy	joy	0
than	than	cs	than	than	0
to	to	pc-acp	to	to	0
hear	hear	vvi	hear	hear	0
that	that	cst	that	that	0
my	my	po11	my	my	0
children	children	n2	children	child	0
walke	walke	vvb	walk	walk	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
.	.	.	.	.	1
O	O	sy	O	o	0
what	what	r-crq	what	what	0
a	a	dt	a	a	0
rejoycing	rejoycing	vvg	rejoicing	rejoice	0
is	is	vbz	is	be	0
this	this	d	this	this	0
!	!	!	!	!	0
when	when	c-crq	when	when	0
a	a	pns31	a	he	0
Mi	Mi	fw-mi	Mi	mi	0
∣	∣	sy	∣	∣	0
nister	nister	vvi	nister	nister	0
can	can	vmb	can	can	0
say	say	vvi	say	say	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
people	people	n1	people	people	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
St.	St.	n1	St.	saint	1
Paul	Paul	np1	Paul	Paul	0
could	could	vmd	could	can	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Corinthians	Corinthians	np1	Corinthians	Corinthians	0
,	,	,	,	,	0
1	1	crd	1	1	0
Cor.	Cor.	np1	Cor.	Cor.	1
6.11	6.11	crd	6.11	6.11	0
—	—	—	—	—	0
But	But	p-acp	But	but	0
ye	ye	pn22	you	you	0
are	are	vbr	are	be	0
washed	washed	vvn	washed	wash	0
but	but	p-acp	but	but	0
ye	ye	pn22	you	you	0
are	are	vbr	are	be	0
sanctified	sanctified	vvn	sanctified	sanctify	0
—	—	—	—	—	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Ro	Ro	np1	Ro	Ro	0
∣	∣	sy	∣	∣	0
mans	mans	ng1	men	man	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
he	he	pns31	he	he	0
preached	preached	vvd	preached	preach	0
—	—	—	—	—	0
Ye	Ye	pn22	You	you	0
were	were	vbdr	were	be	0
the	the	dt	the	the	0
Servants	Servants	n2	Servants	servant	0
of	of	pp-f	of	of	0
sin	sin	n1	since	sin	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
ye	ye	pn22	you	you	0
have	have	vhb	have	have	0
obeyed	obeyed	vvn	obeyed	obey	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
heart	heart	n1	heart	heart	0
the	the	dt	the	the	0
forme	forme	n1	form	form	0
of	of	pp-f	of	of	0
doctrine	doctrine	n1	doctrine	doctrine	0
which	which	r-crq	which	which	0
was	was	vbds	was	be	0
delivered	delivered	vvn	delivered	deliver	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
:	:	:	:	:	0
Ro.	Ro.	np1	Ro.	Ro.	1
6.17	6.17	crd	6.17	6.17	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
ah	ah	uh	ah	ah	0
!	!	!	!	!	0
what	what	q-crq	what	what	0
woe	woe	n1	woe	woe	0
is	is	vbz	is	be	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
faithfull	faithfull	j	faithful	faithful	0
mi	mi	fw-mi	mi	mi	0
∣	∣	sy	∣	∣	0
nister	nister	vvi	nister	nister	0
,	,	,	,	,	0
that	that	cst	that	that	0
when	when	c-crq	when	when	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
spent	spent	vvn	spent	spend	0
himself	himself	px31	himself	himself	0
,	,	,	,	,	0
and	and	cc	and	and	0
his	his	po31	his	his	0
pains	pains	n2	pains	pain	0
for	for	p-acp	for	for	0
many	many	d	many	many	0
years	years	n2	years	year	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
is	is	vbz	is	be	0
forced	forced	vvn	forced	force	0
to	to	pc-acp	to	to	0
com	com	vvi	come	come	0
∣	∣	sy	∣	∣	0
plaine	plaine	n1	plain	plain	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Prophet	Prophet	n1	Prophet	prophet	0
—	—	—	—	—	0
Lord	Lord	n1	Lord	lord	0
who	who	r-crq	who	who	0
hath	hath	vhz	hath	have	0
beleeved	beleeved	vvn	believed	believe	0
our	our	po12	our	our	0
report	report	n1	report	report	0
?	?	?	?	?	1
Isa.	Isa.	np1	Isa.	Isa.	0
53.1	53.1	crd	53.1	53.1	0
.	.	.	.	.	1
They	They	pns32	They	they	0
were	were	vbdr	were	be	0
servants	servants	n2	servants	servant	0
of	of	pp-f	of	of	0
sin	sin	n1	since	sin	0
,	,	,	,	,	0
and	and	cc	and	and	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
so	so	av	so	so	0
still	still	av	still	still	0
,	,	,	,	,	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
not	not	xx	not	not	0
obeyed	obeyed	vvn	obeyed	obey	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
heart	heart	n1	heart	heart	0
the	the	dt	the	the	0
form	form	n1	from	form	0
of	of	pp-f	of	of	0
doctrine	doctrine	n1	doctrine	doctrine	0
delivered	delivered	vvn	delivered	deliver	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
:	:	:	:	:	0
They	They	pns32	They	they	0
were	were	vbdr	were	be	0
thieves	thieves	n2	thieves	thief	0
,	,	,	,	,	0
covetuous	covetuous	j	covetous	covetous	0
,	,	,	,	,	0
whore	whore	n1	whore	whore	0
∣	∣	sy	∣	∣	0
mongers	mongers	n2	mongers	monger	0
,	,	,	,	,	0
drunkards	drunkards	n2	drunkards	drunkard	0
,	,	,	,	,	0
Revilers	Revilers	n2	Revilers	reviler	0
,	,	,	,	,	0
Scorners	Scorners	ng1	Scorner's	scorner	0
and	and	cc	and	and	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
so	so	av	so	so	0
still	still	av	still	still	0
,	,	,	,	,	0
—	—	—	—	—	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
washed	washed	vvn	washed	wash	0
,	,	,	,	,	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
sanctified	sanctified	vvn	sanctified	sanctify	0
—	—	—	—	—	0
an	an	cs	and	an	0
this	this	d	this	this	0
is	is	vbz	is	be	0
an	an	dt	and	a	0
heart-breaking	heart-breaking	n-jn	heart-breaking	heart-breaking	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
sincere	sincere	j	sincere	sincere	0
Mini	Mini	np1	Mini	Mini	0
∣	∣	sy	∣	∣	0
ster	ster	vvz	ster	star	0
of	of	pp-f	of	of	0
Jesus	Jesus	np1	Jesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
and	and	cc	and	and	0
many	many	d	many	many	0
such	such	d	such	such	0
there	there	a-acp	there	there	0
are	are	vbr	are	be	0
that	that	d	that	that	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Prophet	Prophet	n1	Prophet	prophet	0
,	,	,	,	,	0
Ier.	Ier.	np1	Ier.	Ier.	1
13.17	13.17	crd	13.17	13.17	0
.	.	.	.	.	0
mourn	mourn	vvb	mourn	mourn	0
in	in	p-acp	in	in	0
secret	secret	j-jn	secret	secret	0
for	for	c-acp	for	for	0
this	this	d	this	this	0
thing	thing	n1	thing	thing	0
.	.	.	.	.	1
I	I	pns11	I	i	0
must	must	vmb	must	must	0
confesse	confesse	vvi	confess	confess	0
.	.	.	.	.	1
I	I	pns11	I	i	0
have	have	vhb	have	have	0
what	what	r-crq	what	what	0
respects	respects	n2	respects	respect	0
I	I	pns11	I	i	0
can	can	vmb	can	can	0
desire	desire	vvi	desire	desire	0
from	from	p-acp	from	from	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
relation	relation	n1	relation	relation	0
to	to	p-acp	to	to	0
things	things	n2	things	thing	0
temporal	temporal	j	temporal	temporal	0
,	,	,	,	,	0
and	and	cc	and	and	0
my	my	po11	my	my	0
endeavours	endeavours	n2	endeavours	endeavour	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
to	to	pc-acp	to	to	0
gratifie	gratifie	vvi	gratify	gratify	0
you	you	pn22	you	you	0
with	with	p-acp	with	with	0
things	things	n2	things	thing	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
spirituall	spirituall	j	spiritual	spiritual	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
greatest	greatest	js	greatest	great	0
concernment	concernment	n1	concernment	concernment	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
world	world	n1	world	world	0
.	.	.	.	.	1
Our	Our	po12	Our	our	0
main	main	j	main	main	0
businesse	businesse	n1	business	business	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
world	world	n1	world	world	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
labor	labor	vvi	labour	labour	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
your	your	po22	your	your	0
calling	calling	n-vvg	calling	call	0
and	and	cc	and	and	0
election	election	n1	election	election	0
sure	sure	j	sure	sure	0
—	—	—	—	—	0
To	To	pc-acp	To	to	0
be	be	vbi	be	be	0
diligent	diligent	j	diligent	diligent	0
that	that	cst	that	that	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
ap	ap	fw-mi	ap	ap	0
∣	∣	sy	∣	∣	0
pearing	pearing	vvg	pearing	pear	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Lord	Lord	n1	Lord	lord	0
Jesus	Jesus	np1	Jesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
to	to	p-acp	to	to	0
judg	judg	n1	judge	judge	0
∣	∣	sy	∣	∣	0
ment	ment	vvd	meant	mean	0
we	we	pns12	we	we	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
found	found	vvn	found	find	0
without	without	p-acp	without	without	0
spot	spot	n1	spot	spot	0
and	and	cc	and	and	0
blameless	blameless	j	blameless	blameless	0
:	:	:	:	:	0
men	men	n2	men	man	0
indeed	indeed	av	indeed	indeed	0
make	make	vvi	make	make	0
other	other	j-jn	other	other	0
businesse	businesse	n1	business	business	0
then	then	cs	then	than	0
this	this	d	this	this	0
,	,	,	,	,	0
But	But	cc-acp	But	but	0
alass	alass	uh	alas	alas	0
!	!	!	!	!	1
That	That	cst	That	that	0
so	so	av	so	so	0
little	little	av-j	little	little	0
regarded	regarded	vvn	regarded	regard	0
saying	saying	vvg	saying	say	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Lord	Lord	n1	Lord	lord	0
Jesus	Jesus	np1	Jesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
pro	pro	fw-la	pro	pro	0
∣	∣	sy	∣	∣	0
ved	ved	j	ved	ved	0
true	true	j	true	true	0
one	one	crd	one	one	0
day	day	n1	day	day	0
—	—	—	—	—	0
What	What	q-crq	What	what	0
will	will	vmb	will	will	0
it	it	pn31	it	it	0
pro	pro	fw-la	pro	pro	0
∣	∣	sy	∣	∣	0
fit	fit	j	fit	fit	0
a	a	dt	a	a	0
man	man	n1	man	man	0
to	to	pc-acp	to	to	0
win	win	vvi	win	win	0
the	the	dt	the	the	0
world	world	n1	world	world	0
and	and	cc	and	and	0
lose	lose	vvi	loose	lose	0
his	his	po31	his	his	0
soule	soule	n1	soul	soul	0
?	?	?	?	?	1
While	While	n1	While	while	0
providence	providence	n1	providence	providence	0
shall	shall	vmb	shall	shall	0
continue	continue	vvi	continue	continue	0
me	me	pno11	me	i	0
among	among	p-acp	among	among	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
place	place	n1	place	place	0
,	,	,	,	,	0
my	my	po11	my	my	0
endeavour	endeavour	n1	endeavour	endeavour	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
(	(	(	(	(	0
by	by	p-acp	by	by	0
Gods	Gods	npg1	Gods	God	0
