Dearly	Dearly	av-jn	Dearly	dear	0
cause	cause	n1	cause	cause	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
abundant	abundant	j	abundant	abundant	0
affections	affections	n2	affections	affection	0
towards	towards	p-acp	towards	towards	0
you	you	pn22	you	you	0
,	,	,	,	,	0
above	above	p-acp	above	above	0
any	any	d	any	any	0
other	other	j-jn	other	other	0
people	people	n1	people	people	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
(	(	(	(	(	0
especial	especial	j	especial	especial	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
in	in	p-acp	in	in	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
also	also	av	also	also	0
walk	walk	vvi	walk	walk	0
in	in	p-acp	in	in	0
so	so	av	so	so	0
much	much	d	much	much	0
Humility	Humility	n1	Humility	humility	0
,	,	,	,	,	0
Unity	Unity	n1	Unity	unity	0
,	,	,	,	,	0
and	and	cc	and	and	0
Peace	Peace	n1	Peace	peace	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
pride	pride	n1	pride	pride	0
and	and	cc	and	and	0
divisions	divisions	n2	divisions	division	0
have	have	vhb	have	have	0
caused	caused	vvn	caused	cause	0
so	so	av	so	so	0
many	many	d	many	many	0
ruines	ruines	n2	ruins	ruin	0
abroad	abroad	av	abroad	abroad	0
.	.	.	.	.	0
)	)	)	)	)	1
But	But	p-acp	But	but	0
I	I	pns11	I	i	0
see	see	vvb	see	see	0
there	there	a-acp	there	there	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
place	place	n1	place	place	0
or	or	cc	or	or	0
people	people	n1	people	people	0
on	on	p-acp	on	on	0
earth	earth	n1	earth	earth	0
that	that	cst	that	that	0
will	will	vmb	will	will	0
answer	answer	vvi	answer	answer	0
our	our	po12	our	our	0
desires	desires	n2	desires	desire	0
,	,	,	,	,	0
or	or	cc	or	or	0
free	free	vvb	free	free	0
us	us	pno12	us	we	0
from	from	p-acp	from	from	0
those	those	d	those	those	0
trou	trou	fw-fr	trou	trou	0
∣	∣	sy	∣	∣	0
bles	bles	fw-fr	bles	bles	0
,	,	,	,	,	0
that	that	cst	that	that	0
constantly	constantly	av-j	constantly	constant	0
attend	attend	vvb	attend	attend	0
our	our	po12	our	our	0
earthly	earthly	j	earthly	earthly	0
state	state	n1	state	state	0
.	.	.	.	.	1
I	I	pns11	I	i	0
have	have	vhb	have	have	0
exceeding	exceeding	j-vvg	exceeding	exceed	0
cause	cause	n1	cause	cause	0
to	to	pc-acp	to	to	0
rejoyce	rejoyce	vvi	rejoice	rejoice	0
in	in	p-acp	in	in	0
very	very	av	very	very	0
many	many	d	many	many	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
in	in	p-acp	in	in	0
many	many	d	many	many	0
also	also	av	also	also	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
cause	cause	n1	cause	cause	0
of	of	pp-f	of	of	0
sor	sor	p-acp	sor	for	0
∣	∣	sy	∣	∣	0
row	row	n1	row	row	0
.	.	.	.	.	1
Long	Long	j	Long	long	0
have	have	vhb	have	have	0
I	I	pns11	I	i	0
travelled	travelled	vvn	traveled	travel	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
Paul	Paul	np1	Paul	Paul	0
speaks	speaks	vvz	speaks	speak	0
,	,	,	,	,	0
Gal.	Gal.	np1	Gal.	Gal.	1
4.	4.	crd	4.	4.	0
19.	19.	crd	19.	19	1
)	)	)	)	)	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
birth	birth	n1	birth	birth	0
,	,	,	,	,	0
till	till	c-acp	till	till	0
Christ	Christ	np1	Christ	Christ	0
be	be	vbb	be	be	0
formed	formed	vvn	formed	form	0
in	in	p-acp	in	in	0
you	you	pn22	you	you	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
this	this	d	this	this	0
have	have	vhb	have	have	0
I	I	pns11	I	i	0
studied	studied	vvn	studied	study	0
,	,	,	,	,	0
and	and	cc	and	and	0
prayed	prayed	vvd	prayed	pray	0
,	,	,	,	,	0
and	and	cc	and	and	0
preach	preach	vvi	preach	preach	0
∣	∣	sy	∣	∣	0
ed	ed	wd	ed	ed	0
;	;	;	;	;	0
for	for	p-acp	for	for	0
this	this	d	this	this	0
have	have	vhb	have	have	0
I	I	pns11	I	i	0
dealt	dealt	vvn	dealt	deal	0
with	with	p-acp	with	with	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
private	private	j	private	private	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
hortation	hortation	n1	hortation	hortation	0
;	;	;	;	;	0
for	for	p-acp	for	for	0
this	this	d	this	this	0
have	have	vhb	have	have	0
I	I	pns11	I	i	0
sent	sent	vvn	sent	send	0
you	you	pn22	you	you	0
all	all	d	all	all	0
,	,	,	,	,	0
such	such	d	such	such	0
books	books	n2	books	book	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
conceived	conceived	vvd	conceived	conceive	0
sutable	sutable	j	suitable	suitable	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
needs	needs	n2	needs	need	0
:	:	:	:	:	0
And	And	cc	And	and	0
yet	yet	av	yet	yet	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
grief	grief	n1	grief	grief	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
soul	soul	n1	soul	soul	0
,	,	,	,	,	0
I	I	pns11	I	i	0
must	must	vmb	must	must	0
speak	speak	vvi	speak	speak	0
it	it	pn31	it	it	0
,	,	,	,	,	0
the	the	dt	the	the	0
lives	lives	n2	lives	life	0
of	of	pp-f	of	of	0
many	many	d	many	many	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
declare	declare	vvb	declare	declare	0
,	,	,	,	,	0
that	that	cst	that	that	0
this	this	d	this	this	0
great	great	j	great	great	0
work	work	n1	work	work	0
is	is	vbz	is	be	0
yet	yet	av	yet	yet	0
undone	undone	vvn	undone	undo	0
.	.	.	.	.	1
I	I	pns11	I	i	0
believe	believe	vvb	believe	believe	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
there	there	a-acp	there	there	0
∣	∣	sy	∣	∣	0
fore	fore	av	before	fore	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
must	must	vmb	must	must	0
every	every	d	every	every	0
soul	soul	n1	soul	soul	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
be	be	vbb	be	be	0
converted	converted	vvn	converted	convert	0
or	or	cc	or	or	0
condemned	condemned	vvn	condemned	condemn	0
to	to	p-acp	to	to	0
everlasting	everlasting	j	everlasting	everlasting	0
pu	pu	fw-fr	pu	pu	0
∣	∣	sy	∣	∣	0
nishment	nishment	n1	nishment	nishment	0
.	.	.	.	.	1
And	And	np1	And	And	0
knowing	knowing	vvg	knowing	know	0
this	this	d	this	this	0
,	,	,	,	,	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
told	told	vvn	told	tell	0
it	it	pn31	it	it	0
you	you	pn22	you	you	0
over	over	p-acp	over	over	0
and	and	cc	and	and	0
over	over	a-acp	over	over	0
again	again	av	again	again	0
:	:	:	:	:	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
shewed	shewed	vvn	showed	show	0
you	you	pn22	you	you	0
the	the	dt	the	the	0
proof	proof	n1	proof	proof	0
and	and	cc	and	and	0
Reasons	Reasons	n2	Reasons	reason	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
certain	certain	j	certain	certain	0
misery	misery	n1	misery	misery	0
of	of	pp-f	of	of	0
an	an	dt	and	a	0
Unconverted	Unconverted	vvn	Unconverted	unconvert	0
state	state	n1	state	state	0
:	:	:	:	:	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
earnestly	earnestly	av-j	earnestly	earnest	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
sought	sought	vvd	sought	seek	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
begged	begged	vvd	begged	beg	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
return	return	vvi	return	return	0
;	;	;	;	;	0
and	and	cc	and	and	0
if	if	cs	if	if	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
tears	tears	n2	tears	tear	0
at	at	p-acp	at	at	0
command	command	n1	command	command	0
,	,	,	,	,	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
have	have	vhi	have	have	0
mixed	mixed	vvn	mixed	mix	0
all	all	d	all	all	0
these	these	d	these	these	0
exhortations	exhortations	n2	exhortations	exhortation	0
with	with	p-acp	with	with	0
my	my	po11	my	my	0
tears	tears	n2	tears	tear	0
;	;	;	;	;	0
and	and	cc	and	and	0
if	if	cs	if	if	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
but	but	p-acp	but	but	0
time	time	n1	time	time	0
and	and	cc	and	and	0
strength	strength	n1	strength	strength	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
not	not	xx	not	not	0
)	)	)	)	)	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
have	have	vhi	have	have	0
made	made	vvn	made	make	0
bold	bold	j	bold	bold	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
come	come	vvn	come	come	0
more	more	av-dc	more	more	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
sit	sit	vvi	fit	sit	0
with	with	p-acp	with	with	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
houses	houses	n2	houses	house	0
,	,	,	,	,	0
and	and	cc	and	and	0
en	en	fw-fr	en	en	0
∣	∣	sy	∣	∣	0
treated	treated	vvd	treated	treat	0
you	you	pn22	you	you	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
behalf	behalf	n1	behalf	behalf	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
souls	souls	n2	souls	soul	0
,	,	,	,	,	0
even	even	av	even	even	0
twenty	twenty	crd	twenty	twenty	0
times	times	n2	times	time	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
once	once	a-acp	once	once	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
entreated	entreated	vvn	entreated	entreat	0
you	you	pn22	you	you	0
.	.	.	.	.	1
The	The	dt	The	the	0
God	God	n1	God	god	0
that	that	cst	that	that	0
sent	sent	vvd	sent	send	0
me	me	pno11	me	i	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
knows	knows	vvz	knows	know	0
,	,	,	,	,	0
that	that	cst	that	that	0
my	my	po11	my	my	0
soul	soul	n1	soul	soul	0
is	is	vbz	is	be	0
grieved	grieved	vvn	grieved	grieve	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
blindness	blindness	n1	blindness	blindness	0
,	,	,	,	,	0
and	and	cc	and	and	0
stub	stub	n1	stub	stub	0
∣	∣	sy	∣	∣	0
bornness	bornness	n1	bornness	bornness	0
,	,	,	,	,	0
and	and	cc	and	and	0
wickedness	wickedness	n1	wickedness	wickedness	0
,	,	,	,	,	0
and	and	cc	and	and	0
misery	misery	n1	misery	misery	0
,	,	,	,	,	0
more	more	av-dc	more	more	0
then	then	cs	then	than	0
for	for	p-acp	for	for	0
all	all	d	all	all	0
the	the	dt	the	the	0
losses	losses	n2	losses	loss	0
or	or	cc	or	or	0
crosses	crosses	n2	crosses	cross	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
my	my	po11	my	my	0
hearts	hearts	n2	hearts	heart	0
desire	desire	vvb	desire	desire	0
and	and	cc	and	and	0
prayer	prayer	n1	prayer	prayer	0
for	for	p-acp	for	for	0
you	you	pn22	you	you	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
,	,	,	,	,	0
is	is	vbz	is	be	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
yet	yet	av	yet	yet	0
be	be	vbi	be	be	0
converted	converted	vvn	converted	convert	0
and	and	cc	and	and	0
sa	sa	uh	sa	sa	0
∣	∣	sy	∣	∣	0
ved	ved	vvn	ved	ve	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
alas	alas	uh	alas	alas	0
,	,	,	,	,	0
I	I	pns11	I	i	0
see	see	vvb	see	see	0
not	not	xx	not	not	0
the	the	dt	the	the	0
answer	answer	n1	answer	answer	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
desires	desires	n2	desires	desire	0
,	,	,	,	,	0
some	some	d	some	some	0
few	few	d	few	few	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
(	(	(	(	(	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
thank	thank	vvb	thank	thank	0
God	God	np1	God	God	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
but	but	p-acp	but	but	0
few	few	d	few	few	0
)	)	)	)	)	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
so	so	av	so	so	0
much	much	av-d	much	much	0
as	as	c-acp	as	as	0
come	come	vvb	come	come	0
to	to	p-acp	to	to	0
me	me	pno11	me	i	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
be	be	vbb	be	be	0
willing	willing	j	willing	willing	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
come	come	vvi	come	come	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
Cate	Cate	zz	Cate	cate	0
∣	∣	sy	∣	∣	0
chised	chised	vvn	chised	chise	0
or	or	cc	or	or	0
instructed	instructed	vvn	instructed	instruct	0
.	.	.	.	.	1
Some	Some	d	Some	some	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
still	still	av	still	still	0
quarrel	quarrel	n1	quarrel	quarrel	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
holy	holy	j	holy	holy	0
way	way	n1	way	way	0
in	in	p-acp	in	in	0
which	which	r-crq	which	which	0
you	you	pn22	you	you	0
must	must	vmb	must	must	0
walk	walk	vvi	walk	walk	0
if	if	cs	if	if	0
ever	ever	av	ever	ever	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
saved	saved	vvn	saved	save	0
.	.	.	.	.	1
Some	Some	d	Some	some	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
give	give	vvb	give	give	0
up	up	a-acp	up	up	0
your	your	po22	your	your	0
selves	selves	n2	selves	self	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
and	and	cc	and	and	0
thrust	thrust	vvd	thrust	thrust	0
God	God	np1	God	God	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
hearts	hearts	n2	hearts	heart	0
and	and	cc	and	and	0
houses	houses	n2	houses	house	0
,	,	,	,	,	0
and	and	cc	and	and	0
have	have	vhb	have	have	0
not	not	xx	not	not	0
so	so	av	so	so	0
much	much	av-d	much	much	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
Chapter	Chapter	n1	Chapter	chapter	0
read	read	vvn	read	read	0
,	,	,	,	,	0
or	or	cc	or	or	0
an	an	dt	and	a	0
earnest	earnest	j	earnest	earnest	0
prayer	prayer	n1	prayer	prayer	0
put	put	vvd	put	put	0
up	up	a-acp	up	up	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
once	once	a-acp	once	once	0
a	a	dt	a	a	0
savoury	savoury	j	savoury	savoury	0
word	word	n1	word	word	0
of	of	pp-f	of	of	0
Heaven	Heaven	n1	Heaven	heaven	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
morning	morning	n1	morning	morning	0
to	to	p-acp	to	to	0
night	night	n1	night	night	0
.	.	.	.	.	1
I	I	pns11	I	i	0
would	would	vmd	would	will	0
there	there	pc-acp	there	there	0
were	were	vbdr	were	be	0
none	none	pix	none	none	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
that	that	cst	that	that	0
secretly	secretly	av-jn	secretly	secret	0
hate	hate	vvi	hate	hate	0
the	the	dt	the	the	0
diligent	diligent	j	diligent	diligent	0
strict	strict	j	strict	strict	0
∣	∣	sy	∣	∣	0
ness	ness	n1	ness	ness	0
that	that	cst	that	that	0
God	God	np1	God	God	0
hath	hath	vhz	hath	have	0
commanded	commanded	vvn	commanded	command	0
us	us	pno12	us	we	0
,	,	,	,	,	0
and	and	cc	and	and	0
think	think	vvb	think	think	0
this	this	d	this	this	0
daily	daily	j	daily	daily	0
care	care	n1	care	care	0
for	for	p-acp	for	for	0
our	our	po12	our	our	0
salvation	salvation	n1	salvation	salvation	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
more	more	dc	more	more	0
ado	ado	n1	ado	ado	0
then	then	cs	then	than	0
needs	needs	av	needs	needs	0
;	;	;	;	;	0
as	as	c-acp	as	as	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
had	had	vhd	had	have	0
found	found	vvn	found	find	0
out	out	av	out	out	0
some	some	d	some	some	0
∣	∣	sy	∣	∣	0
thing	thing	n1	thing	thing	0
else	else	av	else	else	0
that	that	cst	that	that	0
better	better	jc	better	better	0
deserved	deserved	vvd	deserved	deserve	0
your	your	po22	your	your	0
care	care	n1	care	care	0
and	and	cc	and	and	0
di	di	zz	di	di	0
∣	∣	sy	∣	∣	0
ligence	ligence	n1	ligence	ligence	0
,	,	,	,	,	0
and	and	cc	and	and	0
would	would	vmd	would	will	0
better	better	av-j	better	better	0
pay	pay	vvi	pay	pay	0
you	you	pn22	you	you	0
for	for	p-acp	for	for	0
it	it	pn31	it	it	0
.	.	.	.	.	1
Too	Too	av	Too	too	0
many	many	d	many	many	0
among	among	p-acp	among	among	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
carping	carping	j-vvg	carping	carp	0
and	and	cc	and	and	0
cavilling	cavilling	vvg	caviling	cavil	0
against	against	p-acp	against	against	0
those	those	d	those	those	0
humble	humble	j	humble	humble	0
godly	godly	j	godly	godly	0
Christians	Christians	np1	Christians	Christians	0
,	,	,	,	,	0
whom	whom	ro-crq	whom	who	0
you	you	pn22	you	you	0
should	should	vmd	should	shall	0
carefully	carefully	av-j	carefully	careful	0
imitate	imitate	vvi	imitate	imitate	0
;	;	;	;	;	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
harken	harken	vvi	harken	hearken	0
∣	∣	sy	∣	∣	0
ing	ing	zz	ing	ing	0
after	after	p-acp	after	after	0
and	and	cc	and	and	0
aggravating	aggravating	vvg	aggravating	aggravate	0
all	all	d	all	all	0
their	their	po32	their	their	0
infirmities	infirmities	n2	infirmities	infirmity	0
,	,	,	,	,	0
and	and	cc	and	and	0
charging	charging	vvg	charging	charge	0
them	them	pno32	them	they	0
as	as	p-acp	as	as	0
hypocrites	hypocrites	n2	hypocrites	hypocrite	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
they	they	pns32	they	they	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
as	as	a-acp	as	as	0
careless	careless	j	careless	careless	0
as	as	c-acp	as	as	0
your	your	po22	your	your	0
selves	selves	n2	selves	self	0
:	:	:	:	:	0
But	But	cc-acp	But	but	0
you	you	pn22	you	you	0
consider	consider	vvb	consider	consider	0
not	not	xx	not	not	0
that	that	d	that	that	0
in	in	p-acp	in	in	0
so	so	av	so	so	0
doing	doing	vdg	doing	do	0
,	,	,	,	,	0
you	you	pn22	you	you	0
censure	censure	vvb	censure	censure	0
your	your	po22	your	your	0
selves	selves	n2	selves	self	0
,	,	,	,	,	0
and	and	cc	and	and	0
speak	speak	vvi	speak	speak	0
the	the	dt	the	the	0
greatest	greatest	js	greatest	great	0
terrour	terrour	n1	terror	terror	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
souls	souls	n2	souls	soul	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
can	can	vmb	can	can	0
imagine	imagine	vvi	imagine	imagine	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
that	that	cst	that	that	0
go	go	vvb	go	go	0
so	so	av	so	so	0
far	far	av-j	far	far	0
be	be	vbi	be	be	0
hypocrites	hypocrites	n2	hypocrites	hypocrite	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
will	will	vmb	will	will	0
become	become	vvi	become	become	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
that	that	cst	that	that	0
come	come	vvb	come	come	0
not	not	xx	not	not	0
near	near	av-j	near	near	0
them	them	pno32	them	they	0
?	?	?	?	?	1
If	If	cs	If	if	0
they	they	pns32	they	they	0
that	that	cst	that	that	0
set	set	vvd	set	set	0
their	their	po32	their	their	0
minds	minds	n2	minds	mind	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
life	life	n1	life	life	0
to	to	pc-acp	to	to	0
come	come	vvi	come	come	0
,	,	,	,	,	0
and	and	cc	and	and	0
think	think	vvb	think	think	0
nothing	nothing	pix	nothing	nothing	0
too	too	av	too	too	0
much	much	av-d	much	much	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
can	can	vmb	can	can	0
do	do	vdi	do	do	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
sa	sa	uh	sa	sa	0
∣	∣	sy	∣	∣	0
ved	ved	n-vvn	ved	ve	0
,	,	,	,	,	0
be	be	vbb	be	be	0
yet	yet	av	yet	yet	0
but	but	p-acp	but	but	0
hypocrites	hypocrites	n2	hypocrites	hypocrite	0
;	;	;	;	;	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
that	that	cst	that	that	0
dare	dare	vvb	dare	dare	0
not	not	xx	not	not	0
swear	swear	vvi	swear	swear	0
,	,	,	,	,	0
and	and	cc	and	and	0
curse	curse	n1	curse	curse	0
,	,	,	,	,	0
or	or	cc	or	or	0
drink	drink	vvi	drink	drink	0
,	,	,	,	,	0
or	or	cc	or	or	0
whore	whore	n1	whore	whore	0
,	,	,	,	,	0
or	or	cc	or	or	0
de	de	dt	the	the	0
∣	∣	sy	∣	∣	0
ceive	ceive	vvb	ceive	ceive	0
,	,	,	,	,	0
or	or	cc	or	or	0
