SEeing	SEeing	vvg	SEeing	see	0
they	they	pns32	they	they	0
require	require	vvb	require	require	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
people	people	n1	people	people	0
,	,	,	,	,	0
and	and	cc	and	and	0
liuely	liuely	j	lively	lively	0
examples	examples	n2	examples	example	0
and	and	cc	and	and	0
patternes	patternes	n2	patterns	pattern	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
imitati	imitati	n1	imitati	imitati	0
∣	∣	sy	∣	∣	0
on	on	p-acp	on	on	0
.	.	.	.	.	1
Ministers	Ministers	np1	Ministers	Ministers	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
leading	leading	vvg	leading	lead	0
those	those	d	those	those	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
committed	committed	vvn	committed	commit	0
vnto	vnto	p-acp	unto	unto	0
their	their	po32	their	their	0
charge	charge	n1	charge	charge	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
waies	waies	n2	ways	way	0
of	of	pp-f	of	of	0
truth	truth	n1	truth	truth	0
and	and	cc	and	and	0
godlinesse	godlinesse	n1	godliness	godliness	0
,	,	,	,	,	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
by	by	p-acp	by	by	0
their	their	po32	their	their	0
preaching	preaching	vvg	preaching	preach	0
and	and	cc	and	and	0
writing	writing	vvg	writing	write	0
,	,	,	,	,	0
instruction	instruction	n1	instruction	instruction	0
,	,	,	,	,	0
admonition	admonition	n1	admonition	admonition	0
,	,	,	,	,	0
perswasion	perswasion	n1	persuasion	persuasion	0
and	and	cc	and	and	0
exhortation	exhortation	n1	exhortation	exhortation	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
by	by	p-acp	by	by	0
practizing	practizing	vvg	practicing	practise	0
those	those	d	those	those	0
duties	duties	n2	duties	duty	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
teach	teach	vvb	teach	teach	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
and	and	cc	and	and	0
shining	shining	vvg	shining	shine	0
before	before	p-acp	before	before	0
them	them	pno32	them	they	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
light	light	n1	light	light	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
godly	godly	j	godly	godly	0
life	life	n1	life	life	0
.	.	.	.	.	1
Finally	Finally	av-j	Finally	final	0
,	,	,	,	,	0
the	the	dt	the	the	0
people	people	n1	people	people	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
yeelding	yeelding	vvg	yielding	yield	0
their	their	po32	their	their	0
cheerefull	cheerefull	j	cheerful	cheerful	0
obedience	obedience	n1	obedience	obedience	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
godly	godly	j	godly	godly	0
lawes	lawes	n2	laws	law	0
of	of	pp-f	of	of	0
Gouernors	Gouernors	n2	Governors	governor	0
,	,	,	,	,	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
imbracing	imbracing	vvg	embracing	embrace	0
the	the	dt	the	the	0
found	found	n1	found	sound	0
and	and	cc	and	and	0
profitable	profitable	j	profitable	profitable	0
doctrine	doctrine	n1	doctrine	doctrine	0
,	,	,	,	,	0
and	and	cc	and	and	0
imitating	imitating	vvg	imitating	imitate	0
the	the	dt	the	the	0
Christian	Christian	njp	Christian	christian	0
and	and	cc	and	and	0
religious	religious	j	religious	religious	0
examples	examples	n2	examples	example	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
god	god	n1	god	god	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
Teachers	Teachers	np1	Teachers	Teachers	0
.	.	.	.	.	1
The	The	dt	The	the	0
consideration	consideration	n1	consideration	consideration	0
whereof	whereof	c-crq	whereof	whereof	0
hath	hath	vhz	hath	have	0
moued	moued	vvn	moved	move	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
imploy	imploy	vvi	employ	employ	0
my	my	po11	my	my	0
talent	talent	n1	talon	talon	0
both	both	av-d	both	both	0
by	by	p-acp	by	by	0
preaching	preaching	vvg	preaching	preach	0
and	and	cc	and	and	0
writing	writing	vvg	writing	write	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
ad	ad	vvi	and	add	0
∣	∣	sy	∣	∣	0
uancing	uancing	vvg	uancing	uance	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
much	much	d	much	much	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
me	me	pno11	me	i	0
lieth	lieth	vvz	lies	lie	0
)	)	)	)	)	0
the	the	dt	the	the	0
glory	glory	n1	glory	glory	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
great	great	j	great	great	0
Lord	Lord	n1	Lord	lord	0
and	and	cc	and	and	0
Master	Master	n1	Master	master	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
good	good	j	good	good	0
&	&	cc	&	and	0
saluation	saluation	n1	salvation	salvation	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
fellow	fellow	n1	fellow	fellow	0
seruants	seruants	n2	servants	servant	0
;	;	;	;	;	0
or	or	cc	or	or	0
rather	rather	av-c	rather	rather	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
cast	cast	vvi	cast	cast	0
my	my	po11	my	my	0
mite	mite	n1	mite	mite	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
Churches	Churches	ng1	Churches	church	0
treasury	treasury	n1	treasury	treasury	0
,	,	,	,	,	0
hoping	hoping	vvg	hoping	hope	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
will	will	vmb	will	will	0
accept	accept	vvi	accept	accept	0
it	it	pn31	it	it	0
,	,	,	,	,	0
though	though	cs	though	though	0
not	not	xx	not	not	0
in	in	p-acp	in	in	0
its	its	po31	its	its	0
own	own	d	own	own	0
value	value	n1	valve	value	0
and	and	cc	and	and	0
worth	worth	n1	worth	worth	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
because	because	c-acp	because	because	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
desired	desired	vvn	desired	desire	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
faithful	faithful	j	faithful	faithful	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
little	little	j	little	little	0
,	,	,	,	,	0
and	and	cc	and	and	0
willing	willing	vvg	willing	will	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
penury	penury	n1	penury	penury	0
to	to	pc-acp	to	to	0
offer	offer	vvi	offer	offer	0
vnto	vnto	p-acp	unto	unto	0
him	him	pno31	him	he	0
all	all	d	all	all	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
.	.	.	.	.	1
And	And	cc	And	and	0
study	study	vvb	study	study	0
∣	∣	sy	∣	∣	0
ing	ing	n1	king	king	0
how	how	c-crq	how	how	0
I	I	pns11	I	i	0
might	might	vmd	might	may	0
best	best	av-js	best	best	0
imploy	imploy	vvi	employ	employ	0
my	my	po11	my	my	0
paines	paines	n2	pains	pain	0
and	and	cc	and	and	0
indeuours	indeuours	n2	endeavours	endeavour	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
aduancing	aduancing	vvg	advancing	advance	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
former	former	j	former	former	0
ends	ends	n2	ends	end	0
,	,	,	,	,	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
finde	finde	vvi	find	find	0
no	no	dx	no	no	0
one	one	pi	one	one	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
Diuinity	Diuinity	n1	Divinity	divinity	0
more	more	av-dc	more	more	0
profitable	profitable	j	profitable	profitable	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
times	times	n2	times	time	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
spend	spend	vvi	spend	spend	0
my	my	po11	my	my	0
strength	strength	n1	strength	strength	0
vpon	vpon	p-acp	upon	upon	0
,	,	,	,	,	0
then	then	av	then	then	0
that	that	cst	that	that	0
which	which	r-crq	which	which	0
consisteth	consisteth	vvz	consisteth	consist	0
more	more	av-dc	more	more	0
in	in	p-acp	in	in	0
experi	experi	fw-la	experi	experi	0
∣	∣	sy	∣	∣	0
ence	ence	n1	ence	ence	0
and	and	cc	and	and	0
practice	practice	n1	practice	practice	0
,	,	,	,	,	0
then	then	av	then	then	0
in	in	p-acp	in	in	0
theory	theory	n1	theory	theory	0
and	and	cc	and	and	0
speculation	speculation	n1	speculation	speculation	0
;	;	;	;	;	0
and	and	cc	and	and	0
more	more	av-dc	more	more	0
principally	principally	av-j	principally	principal	0
tendeth	tendeth	vvz	tendeth	tend	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
sanctification	sanctification	n1	sanctification	sanctification	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
heart	heart	n1	heart	heart	0
,	,	,	,	,	0
then	then	cs	then	than	0
the	the	dt	the	the	0
informing	informing	vvg	informing	inform	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
iudgement	iudgement	n1	judgement	judgement	0
and	and	cc	and	and	0
the	the	dt	the	the	0
increasing	increasing	n-vvg	increasing	increase	0
of	of	pp-f	of	of	0
know	know	zz	know	know	0
∣	∣	sy	∣	∣	0
ledge	ledge	n1	ledge	ledge	0
;	;	;	;	;	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
stirring	stirring	vvg	stirring	stir	0
vp	vp	a-acp	up	up	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
practice	practice	n1	practice	practice	0
of	of	pp-f	of	of	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
know	know	vvb	know	know	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
duties	duties	n2	duties	duty	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
godly	godly	j	godly	godly	0
life	life	n1	life	life	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
bringing	bringing	vvg	bringing	bring	0
foorth	foorth	av	forth	forth	0
the	the	dt	the	the	0
fruits	fruits	n2	fruits	fruit	0
of	of	pp-f	of	of	0
faith	faith	n1	faith	faith	0
in	in	p-acp	in	in	0
new	new	j	new	new	0
obedience	obedience	n1	obedience	obedience	0
;	;	;	;	;	0
then	then	av	then	then	0
to	to	pc-acp	to	to	0
fit	fit	vvi	fit	fit	0
them	them	pno32	them	they	0
for	for	p-acp	for	for	0
dis	dis	d	dis	this	0
∣	∣	sy	∣	∣	0
course	course	j	course	coarse	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
as	as	a-acp	as	as	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
ciuill	ciuill	j	civil	civil	0
state	state	n1	state	state	0
wee	wee	pns12	we	we	0
neede	neede	vvb	need	need	0
not	not	xx	not	not	0
so	so	av	so	so	0
much	much	av-d	much	much	0
to	to	pc-acp	to	to	0
haue	haue	vhi	have	have	0
new	new	j	new	new	0
lawes	lawes	n2	laws	law	0
enacted	enacted	vvn	enacted	enact	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
to	to	pc-acp	to	to	0
haue	haue	vhi	have	have	0
the	the	dt	the	the	0
old	old	j	old	old	0
executed	executed	vvn	executed	execute	0
,	,	,	,	,	0
and	and	cc	and	and	0
obserued	obserued	vvn	observed	observe	0
;	;	;	;	;	0
nor	nor	ccx	nor	nor	0
to	to	pc-acp	to	to	0
haue	haue	vhi	have	have	0
these	these	d	these	these	0
cleared	cleared	vvn	cleared	clear	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
vnderstanding	vnderstanding	n1	understanding	understanding	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
learned	learned	j	learned	learned	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
Science	Science	n1	Science	science	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
to	to	pc-acp	to	to	0
haue	haue	vhi	have	have	0
them	them	pno32	them	they	0
obeyed	obeyed	vvn	obeyed	obey	0
and	and	cc	and	and	0
pra	pra	fw-it	pra	pra	0
∣	∣	sy	∣	∣	0
ctized	ctized	vvd	ctized	ctize	0
by	by	p-acp	by	by	0
all	all	d	all	all	0
estates	estates	n2	estates	estate	0
and	and	cc	and	and	0
conditions	conditions	n2	conditions	condition	0
;	;	;	;	;	0
so	so	av	so	so	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
know	know	vvi	know	know	0
∣	∣	sy	∣	∣	0
ledge	ledge	n1	ledge	ledge	0
so	so	av	so	so	0
far	far	av-j	far	far	0
exceedeth	exceedeth	vvz	exceeds	exceed	0
our	our	po12	our	our	0
obediēce	obediēce	n1	obedience	obedience	0
(	(	(	(	(	0
not	not	xx	not	not	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
sauing	sauing	vvg	saving	save	0
and	and	cc	and	and	0
experimental	experimental	j	experimental	experimental	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
neuer	neuer	av-x	never	never	0
seuered	seuered	vvn	severed	sever	0
from	from	p-acp	from	from	0
vse	vse	n1	use	use	0
&	&	cc	&	and	0
practice	practice	n1	practice	practice	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
curious	curious	j	curious	curious	0
and	and	cc	and	and	0
vselesse	vselesse	j	useless	useless	0
)	)	)	)	)	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
more	more	av-dc	more	more	0
neede	neede	vvb	need	need	0
all	all	d	all	all	0
good	good	j	good	good	0
helpes	helpes	n2	helps	help	0
to	to	pc-acp	to	to	0
worke	worke	vvi	work	work	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
haue	haue	vhb	have	have	0
into	into	p-acp	into	into	0
our	our	po12	our	our	0
hearts	hearts	n2	hearts	heart	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
inflaming	inflaming	j-vvg	inflaming	inflame	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
with	with	p-acp	with	with	0
feruent	feruent	j	fervent	fervent	0
zeale	zeale	n1	zeal	zeal	0
and	and	cc	and	and	0
true	true	j	true	true	0
deuotion	deuotion	n1	devotion	devotion	0
,	,	,	,	,	0
then	then	cs	then	than	0
to	to	pc-acp	to	to	0
haue	haue	vhi	have	have	0
a	a	dt	a	a	0
greater	greater	jc	greater	great	0
measure	measure	n1	measure	measure	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
light	light	n1	light	light	0
infused	infused	vvn	infused	infuse	0
into	into	p-acp	into	into	0
our	our	po12	our	our	0
heads	heads	n2	heads	head	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
beeing	beeing	vbg	being	be	0
destitute	destitute	j	destitute	destitute	0
of	of	pp-f	of	of	0
feeling	feeling	n1	feeling	feeling	0
and	and	cc	and	and	0
practice	practice	n1	practice	practice	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
power	power	n1	power	power	0
of	of	pp-f	of	of	0
godlinesse	godlinesse	n1	godliness	godliness	0
chiefely	chiefely	av-jn	chiefly	chief	0
consisteth	consisteth	vvz	consisteth	consist	0
,	,	,	,	,	0
doth	doth	vdz	does	do	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Apostle	Apostle	n1	Apostle	apostle	0
speaketh	speaketh	vvz	speaks	speak	0
)	)	)	)	)	0
but	but	p-acp	but	but	0
puffe	puffe	n1	puff	puff	0
vs	vs	pno12	us	we	0
vp	vp	p-acp	up	up	0
,	,	,	,	,	0
and	and	cc	and	and	0
maketh	maketh	vv2	makes	make	0
vs	vs	pno12	us	we	0
rather	rather	av-c	rather	rather	0
1.	1.	crd	1.	1.	1
Cor.	Cor.	np1	Cor.	Cor.	0
8.	8.	crd	8.	8.	0
1.	1.	crd	1.	1.	0
more	more	dc	more	more	0
learned	learned	j	learned	learned	0
,	,	,	,	,	0
then	then	av	then	then	0
more	more	av-dc	more	more	0
godly	godly	j	godly	godly	0
and	and	cc	and	and	0
religious	religious	j	religious	religious	0
.	.	.	.	.	1
Againe	Againe	av	Again	again	0
,	,	,	,	,	0
see	see	vvi	see	see	0
∣	∣	sy	∣	∣	0
ing	ing	zz	ing	ing	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
aboue	aboue	p-acp	above	above	0
all	all	d	all	all	0
other	other	j-jn	other	other	0
parts	parts	n2	parts	part	0
,	,	,	,	,	0
requireth	requireth	vvz	requires	require	0
the	the	dt	the	the	0
heart	heart	n1	heart	heart	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
ing	ing	zz	ing	ing	0
the	the	dt	the	the	0
first	first	ord	first	first	0
mouer	mouer	n1	mover	mover	0
and	and	cc	and	and	0
chiefe	chiefe	j-jn	chief	chief	0
agent	agent	n1	agent	agent	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
little	little	j	little	little	0
world	world	n1	world	world	0
of	of	pp-f	of	of	0
man	man	n1	man	man	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
ordreth	ordreth	vvz	ordereth	order	0
and	and	cc	and	and	0
disposeth	disposeth	vvz	disposeth	dispose	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
,	,	,	,	,	0
me	me	pno11	me	i	0
thinks	thinks	vvz	thinks	think	0
,	,	,	,	,	0
his	his	po31	his	his	0
Ambassadours	Ambassadours	n2	Ambassadors	ambassador	0
cannot	cannot	vmbx	cannot	can	0
better	better	vvi	better	better	0
spend	spend	vvi	spend	spend	0
their	their	po32	their	their	0
paines	paines	n2	pains	pain	0
,	,	,	,	,	0
then	then	av	then	then	0
in	in	p-acp	in	in	0
wooing	wooing	vvg	wooing	woo	0
and	and	cc	and	and	0
winning	winning	vvg	winning	win	0
,	,	,	,	,	0
espousing	espousing	vvg	espousing	espouse	0
and	and	cc	and	and	0
vniting	vniting	n-vvg	uniting	unite	0
them	them	pno32	them	they	0
vn	vn	fw-it	vn	un	0
∣	∣	sy	∣	∣	0
to	to	p-acp	to	to	0
him	him	pno31	him	he	0
in	in	p-acp	in	in	0
those	those	d	those	those	0
inuiolable	inuiolable	j	inviolable	inviolable	0
and	and	cc	and	and	0
inseparable	inseparable	j	inseparable	inseparable	0
bonds	bonds	n2	bonds	bond	0
of	of	pp-f	of	of	0
fer	fer	fw-fr	fer	fer	0
∣	∣	sy	∣	∣	0
uent	uent	n1	vent	vent	0
loue	loue	n1	love	love	0
and	and	cc	and	and	0
deuout	deuout	j	devout	devout	0
zeale	zeale	n1	zeal	zeal	0
;	;	;	;	;	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
perswading	perswading	vvg	persuading	persuade	0
and	and	cc	and	and	0
ena	ena	fw-es	ena	ena	0
∣	∣	sy	∣	∣	0
bling	bling	j-vvg	bling	ble	0
men	men	n2	men	man	0
to	to	pc-acp	to	to	0
approue	approue	vvi	approve	approve	0
the	the	dt	the	the	0
sincerity	sincerity	n1	sincerity	sincerity	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
holy	holy	j	holy	holy	0
affections	affections	n2	affections	affection	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
godly	godly	j	godly	godly	0
liues	liues	n2	lives	life	0
and	and	cc	and	and	0
vertuous	vertuous	j	virtuous	virtuous	0
actions	actions	n2	actions	action	0
Finally	Finally	av-j	Finally	final	0
,	,	,	,	,	0
these	these	d	these	these	0
dis	dis	zf	dis	this	0
∣	∣	sy	∣	∣	0
courses	courses	n2	courses	course	0
of	of	pp-f	of	of	0
practicall	practicall	j	practical	practical	0
Diuinity	Diuinity	n1	Divinity	divinity	0
tending	tending	vvg	tending	tend	0
to	to	pc-acp	to	to	0
stirre	stirre	vvi	stir	stir	0
vp	vp	a-acp	up	up	0
deuotion	deuotion	n1	devotion	devotion	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
excite	excite	vvi	excite	excite	0
men	men	n2	men	man	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
duties	duties	n2	duties	duty	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
godly	godly	j	godly	godly	0
life	life	n1	life	life	0
,	,	,	,	,	0
are	are	vbr	are	be	0
most	most	av-ds	most	most	0
fit	fit	j	fit	fit	0
and	and	cc	and	and	0
necessary	necessary	j	necessary	necessary	0
for	for	p-acp	for	for	0
these	these	d	these	these	0
times	times	n2	times	time	0
.	.	.	.	.	1
First	First	ord	First	first	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
the	the	dt	the	the	0
world	world	n1	world	world	0
is	is	vbz	is	be	0
already	already	av	already	already	0
full	full	j	full	full	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
bookes	bookes	n2	books	book	0
as	as	c-acp	as	as	0
doe	doe	n1	doe	doe	0
fully	fully	av-j	fully	full	0
handle	handle	vvi	handle	handle	0
the	the	dt	the	the	0
Doctrine	Doctrine	n1	Doctrine	doctrine	0
of	of	pp-f	of	of	0
Di	Di	zz	Di	di	0
∣	∣	sy	∣	∣	0
uinity	uinity	n1	uinity	uinity	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
the	the	dt	the	the	0
points	points	n2	points	point	0
and	and	cc	and	and	0
parts	parts	n2	parts	part	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
and	and	cc	and	and	0
also	also	av	also	also	0
of	of	pp-f	of	of	0
learned	learned	j	learned	learned	0
controuersies	controuersies	n2	controversies	controversy	0
wherein	wherein	c-crq	wherein	wherein	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
is	is	vbz	is	be	0
sufficiently	sufficiently	av-j	sufficiently	sufficient	0
defended	defended	vvn	defended	defend	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
errours	errours	n2	errors	error	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
doe	doe	vdb	do	do	0
oppose	oppose	vvi	oppose	oppose	0
it	it	pn31	it	it	0
,	,	,	,	,	0
refuted	refuted	vvn	refuted	refute	0
&	&	cc	&	and	0
refelled	refelled	vvn	refelled	refell	0
.	.	.	.	.	1
Second	Second	np1	Second	Second	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
our	our	po12	our	our	0
long	long	j	long	long	0
peace	peace	n1	peace	peace	0
and	and	cc	and	and	0
prosperity	prosperity	n1	prosperity	prosperity	0
