SEyng	SEyng	vvg	Sing	sing	0
commen	commen	vvn	come	come	0
∣	∣	sy	∣	∣	0
dation	dation	n1	dation	dation	0
,	,	,	,	,	0
and	and	cc	and	and	0
praise	praise	n1	praise	praise	0
,	,	,	,	,	0
aboue	aboue	p-acp	above	above	0
all	all	d	all	all	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Nations	Nations	ng1	Nations	nation	0
whatsoe	whatsoe	n1	whatsoe	whatsoe	0
∣	∣	sy	∣	∣	0
uer	uer	p-acp	ver	for	0
,	,	,	,	,	0
that	that	cst	that	that	0
haue	haue	vhb	have	have	0
been	been	vbn	been	be	0
so	so	av	so	so	0
wonderfully	wonderfully	av-j	wonderfully	wonderful	0
aduaunced	aduaunced	vvn	advanced	advance	0
and	and	cc	and	and	0
renowmed	renowmed	j-vvn	renowned	renown	0
,	,	,	,	,	0
aswel	aswel	p-acp	aswell	aswell	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Auncient	Auncient	j	Ancient	ancient	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
also	also	av	also	also	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
late	late	j	late	late	0
Historiographes	Historiographes	np1	Historiographes	Historiographes	0
.	.	.	.	.	1
And	And	cc	And	and	0
therefore	therefore	av	therefore	therefore	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
poore	poore	j	poor	poor	0
opinion	opinion	n1	opinion	opinion	0
and	and	cc	and	and	0
iudgement	iudgement	n1	judgement	judgement	0
,	,	,	,	,	0
I	I	pns11	I	i	0
can	can	vmb	can	can	0
not	not	xx	not	not	0
see	see	vvi	see	see	0
how	how	c-crq	how	how	0
the	the	dt	the	the	0
confedered	confedered	vvn	confedered	confeder	0
and	and	cc	and	and	0
vnited	vnited	j-vvn	united	unite	0
Prouinces	Prouinces	n2	Provinces	province	0
maie	maie	vmb	may	may	0
doe	doe	vdi	do	do	0
better	better	av-jc	better	better	0
,	,	,	,	,	0
then	then	cs	then	than	0
to	to	pc-acp	to	to	0
followe	followe	vvi	follow	follow	0
the	the	dt	the	the	0
waies	waies	n2	ways	way	0
and	and	cc	and	and	0
steppes	steppes	n2	steps	step	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Hollanders	Hollanders	np2	Hollanders	Hollander	0
and	and	cc	and	and	0
Zealanders	Zealanders	np1	Zealanders	Zealanders	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
euery	euery	d	every	every	0
poinct	poinct	n1	point	point	0
and	and	cc	and	and	0
condition	condition	n1	condition	condition	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
makyng	makyng	vvg	making	make	0
warre	warre	n1	war	war	0
,	,	,	,	,	0
and	and	cc	and	and	0
standyng	standyng	vvg	standing	stand	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
force	force	n1	force	force	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lordes	Lordes	n2	Lords	lord	0
and	and	cc	and	and	0
Princes	Princes	n2	Princes	prince	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
fifteene	fifteene	crd	fifteene	fifteen	0
Prouinces	Prouinces	n2	Provinces	province	0
:	:	:	:	:	0
For	For	c-acp	For	for	0
,	,	,	,	,	0
if	if	cs	if	if	0
thei	thei	pns32	they	they	0
had	had	vhd	had	have	0
other	other	j-jn	other	other	0
∣	∣	sy	∣	∣	0
wise	wise	j	wise	wise	0
doen	doen	vdn	done	do	0
,	,	,	,	,	0
thei	thei	pns32	they	they	0
had	had	vhd	had	have	0
neither	neither	av-dx	neither	neither	0
wonne	wonne	vvn	won	win	0
honour	honour	n1	honour	honour	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
yet	yet	av	yet	yet	0
gained	gained	vvd	gained	gain	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
els	els	av	else	else	0
thereby	thereby	av	thereby	thereby	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
a	a	dt	a	a	0
more	more	av-dc	more	more	0
wholesome	wholesome	j	wholesome	wholesome	0
,	,	,	,	,	0
better	better	j	better	better	0
,	,	,	,	,	0
profita	profita	fw-la	profita	profita	0
∣	∣	sy	∣	∣	0
ble	ble	zz	ble	ble	0
,	,	,	,	,	0
and	and	cc	and	and	0
necessarie	necessarie	j	necessary	necessary	0
thyng	thyng	n1	thing	thing	0
could	could	vmd	could	can	0
thei	thei	pns32	they	they	0
haue	haue	vhb	have	have	0
taken	taken	vvn	taken	take	0
in	in	p-acp	in	in	0
hande	hande	n1	hand	hand	0
,	,	,	,	,	0
then	then	cs	then	than	0
to	to	pc-acp	to	to	0
fight	fight	vvi	fight	fight	0
and	and	cc	and	and	0
make	make	vvi	make	make	0
warre	warre	n1	war	war	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Religion	Religion	n1	Religion	religion	0
,	,	,	,	,	0
and	and	cc	and	and	0
defence	defence	n1	defence	defence	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
Countrey	Countrey	n1	Country	country	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
which	which	r-crq	which	which	0
meane	meane	n1	mean	mean	0
thei	thei	pns32	they	they	0
might	might	vmd	might	may	0
keepe	keepe	vvi	keep	keep	0
themselues	themselues	px32	themselves	themselves	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
horrible	horrible	j	horrible	horrible	0
oppression	oppression	n1	oppression	oppression	0
of	of	pp-f	of	of	0
bloodie	bloodie	j	bloody	bloody	0
Tyrauntes	Tyrauntes	n2	Tyrants	tyrant	0
:	:	:	:	:	0
seeyng	seeyng	vvg	seeing	see	0
the	the	dt	the	the	0
very	very	j	very	very	0
Heathen	Heathen	j-jn	Heathen	heathen	0
haue	haue	vhb	have	have	0
gotten	gotten	vvn	got	get	0
them	them	pno32	them	they	0
selues	selues	n2	selves	self	0
great	great	j	great	great	0
honour	honour	n1	honour	honour	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
defending	defending	vvg	defending	defend	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
Countrey	Countrey	n1	Country	country	0
.	.	.	.	.	1
Wherefore	Wherefore	q-crq	Wherefore	wherefore	0
,	,	,	,	,	0
sith	sith	c-acp	sith	sith	0
the	the	dt	the	the	0
defence	defence	n1	defence	defence	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
mans	mans	ng1	men	man	0
Countrey	Countrey	n1	Country	country	0
is	is	vbz	is	be	0
so	so	av	so	so	0
good	good	j	good	good	0
and	and	cc	and	and	0
honourable	honourable	j	honourable	honourable	0
a	a	dt	a	a	0
thyng	thyng	n1	thing	thing	0
:	:	:	:	:	0
and	and	cc	and	and	0
the	the	dt	the	the	0
defence	defence	n1	defence	defence	0
of	of	pp-f	of	of	0
Religion	Religion	n1	Religion	religion	0
,	,	,	,	,	0
a	a	dt	a	a	0
thyng	thyng	n1	thing	thing	0
farre	farre	av-j	far	far	0
more	more	av-dc	more	more	0
excellent	excellent	j	excellent	excellent	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
greater	greater	jc	greater	great	0
importaunce	importaunce	n1	importance	importance	0
:	:	:	:	:	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
great	great	j	great	great	0
reason	reason	n1	reason	reason	0
the	the	dt	the	the	0
Magistrate	Magistrate	n1	Magistrate	magistrate	0
should	should	vmd	should	shall	0
wholy	wholy	av-jn	wholly	whole	0
endeuour	endeuour	n1	endeavour	endeavour	0
hym	hym	pno31	him	he	0
self	self	n1	self	self	0
to	to	p-acp	to	to	0
de	de	dt	the	the	0
∣	∣	sy	∣	∣	0
fende	fende	n1	fend	fiend	0
his	his	po31	his	his	0
good	good	j	good	good	0
and	and	cc	and	and	0
faithfull	faithfull	j	faithful	faithful	0
Subiectes	Subiectes	n2-jn	Subjects	subject	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
what	what	r-crq	what	what	0
way	way	n1	way	way	0
maie	maie	vmb	may	may	0
any	any	d	any	any	0
Common	Common	j	Common	common	0
weale	weale	n1	weal	weal	0
most	most	av-ds	most	most	0
fitly	fitly	av-j	fitly	fit	0
be	be	vbi	be	be	0
defended	defended	vvn	defended	defend	0
,	,	,	,	,	0
whē	whē	c-crq	when	when	0
as	as	c-acp	as	as	0
there	there	a-acp	there	there	0
reigneth	reigneth	vvz	reigneth	reign	0
suche	suche	d	such	such	0
greate	greate	j	great	great	0
discorde	discorde	n1	discord	discord	0
and	and	cc	and	and	0
dissention	dissention	n1	dissension	dissension	0
among	among	p-acp	among	among	0
Subiectes	Subiectes	n2-jn	Subjects	subject	0
?	?	?	?	?	1
Surely	Surely	np1	Surely	Surely	0
,	,	,	,	,	0
there	there	pc-acp	there	there	0
are	are	vbr	are	be	0
twoo	twoo	crd	twoo	two	0
meete	meete	j	meet	meet	0
kyndes	kyndes	n2	kinds	kind	0
of	of	pp-f	of	of	0
meanes	meanes	n2	means	mean	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
had	had	vhd	had	have	0
and	and	cc	and	and	0
vsed	vsed	vvd	used	use	0
a	a	av	a	a	0
∣	∣	sy	∣	∣	0
mongest	mongest	p-acp	amongst	amongst	0
three	three	crd	three	three	0
estates	estates	n2	estates	estate	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
defendyng	defendyng	n-vvg	defending	defend	0
and	and	cc	and	and	0
vphol	vphol	j-jn	vphol	vphol	0
∣	∣	sy	∣	∣	0
dyng	dyng	uh	ding	ding	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Common	Common	j	Common	common	0
weale	weale	n1	weal	weal	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
peace	peace	n1	peace	peace	0
and	and	cc	and	and	0
vnitie	vnitie	n1	unity	unity	0
.	.	.	.	.	1
And	And	cc	And	and	0
first	first	ord	first	first	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
,	,	,	,	,	0
the	the	dt	the	the	0
Magistrates	Magistrates	n2	Magistrates	magistrate	0
,	,	,	,	,	0
are	are	vbr	are	be	0
to	to	pc-acp	to	to	0
obserue	obserue	vvi	observe	observe	0
twoo	twoo	crd	twoo	two	0
thynges	thynges	n2	things	thing	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
defence	defence	n1	defence	defence	0
and	and	cc	and	and	0
maintenaunce	maintenaunce	n1	maintenance	maintenance	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Commonweale	Commonweale	n1	Commonweal	commonweal	0
in	in	p-acp	in	in	0
tranquillitieto	tranquillitieto	av	tranquillitieto	tranquillitieto	0
wit	wit	n1	wit	wit	0
,	,	,	,	,	0
Iudgement	Iudgement	n1	Judgement	judgement	0
and	and	cc	and	and	0
Iustice.	Iustice.	n1	Iustice.	justice	1
By	By	p-acp	By	by	0
Iudgement	Iudgement	n1	Judgement	judgement	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
seuerely	seuerely	av-j	severely	severe	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
rashly	rashly	av-j	rashly	rash	0
,	,	,	,	,	0
vsyng	vsyng	vvg	using	use	0
the	the	dt	the	the	0
sworde	sworde	n1	sword	sword	0
giuen	giuen	vvn	given	give	0
vnto	vnto	p-acp	unto	unto	0
them	them	pno32	them	they	0
by	by	p-acp	by	by	0
God	God	np1	God	God	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
pu	pu	fw-fr	pu	pu	0
∣	∣	sy	∣	∣	0
nishyng	nishyng	vvg	nishyng	nishyng	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
wicked	wicked	j	wicked	wicked	0
and	and	cc	and	and	0
offenders	offenders	n2	offenders	offender	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
ende	ende	n1	end	end	0
the	the	dt	the	the	0
good	good	j	good	good	0
Subiectes	Subiectes	n2-jn	Subjects	subject	0
might	might	vmd	might	may	0
bee	bee	vbi	be	be	0
saued	saued	vvn	saved	save	0
harmelese	harmelese	vvi	harmelese	harmelese	0
,	,	,	,	,	0
and	and	cc	and	and	0
preserued	preserued	vvn	preserved	preserve	0
from	from	p-acp	from	from	0
all	all	d	all	all	0
oppression	oppression	n1	oppression	oppression	0
and	and	cc	and	and	0
iniury	iniury	n1	injury	injury	0
:	:	:	:	:	0
They	They	pns32	They	they	0
are	are	vbr	are	be	0
also	also	av	also	also	0
to	to	pc-acp	to	to	0
haue	haue	vhi	have	have	0
a	a	dt	a	a	0
diligent	diligent	j	diligent	diligent	0
care	care	n1	care	care	0
,	,	,	,	,	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
shed	shed	vvi	shed	shed	0
innocent	innocent	j-jn	innocent	innocent	0
bloud	bloud	n1	blood	blood	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
feare	feare	n1	fear	fear	0
that	that	cst	that	that	0
the	the	dt	the	the	0
bloud	bloud	n1	blood	blood	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
In	In	n1	In	inn	0
∣	∣	sy	∣	∣	0
nocentes	nocentes	fw-la	nocentes	nocentes	0
crie	crie	vvi	cry	cry	0
out	out	av	out	out	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
against	against	p-acp	against	against	0
them	them	pno32	them	they	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
vengeaunce	vengeaunce	n1	vengeance	vengeance	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
he	he	pns31	he	he	0
require	require	vvb	require	require	0
the	the	dt	the	the	0
bloud	bloud	n1	blood	blood	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
at	at	p-acp	at	at	0
their	their	po32	their	their	0
handes	handes	n2	hands	hand	0
:	:	:	:	:	0
For	For	c-acp	For	for	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
booke	booke	n1	book	book	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Cronicles	Cronicles	n2	Chronicles	chronicle	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
saied	saied	vvn	said	say	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
Iudges	Iudges	n2	Judges	judge	0
:	:	:	:	:	0
Beholde	Beholde	vvb	Behold	behold	0
ye	ye	pn22	you	you	0
Iudges	Iudges	n2	Judges	judge	0
what	what	r-crq	what	what	0
you	you	pn22	you	you	0
doe	doe	vdb	do	do	0
,	,	,	,	,	0
you	you	pn22	you	you	0
execute	execute	vvb	execute	execute	0
not	not	xx	not	not	0
the	the	dt	the	the	0
Iudgement	Iudgement	n1	Judgement	judgement	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
you	you	pn22	you	you	0
doe	doe	vdb	do	do	0
Iustice	Iustice	n1	Justice	justice	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
as	as	c-acp	as	as	0
you	you	pn22	you	you	0
pronounce	pronounce	vvb	pronounce	pronounce	0
true	true	j	true	true	0
and	and	cc	and	and	0
right	right	j-jn	right	right	0
Senten	Senten	j	Senten	senten	0
∣	∣	sy	∣	∣	0
ces	ces	fw-fr	ces	ces	0
:	:	:	:	:	0
in	in	p-acp	in	in	0
defendyng	defendyng	vvg	defending	defend	0
the	the	dt	the	the	0
Wydowes	Wydowes	n2	Widows	widow	0
and	and	cc	and	and	0
Fatherlesse	Fatherlesse	j	Fatherless	fatherless	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
doyng	doyng	vdg	doing	do	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
speedie	speedie	j	speedy	speedy	0
Iustice	Iustice	n1	Justice	justice	0
,	,	,	,	,	0
not	not	xx	not	not	0
corruptyng	corruptyng	vvg	corrupting	corrupt	0
the	the	dt	the	the	0
Lawe	Lawe	n1	Law	law	0
either	either	av-d	either	either	0
for	for	p-acp	for	for	0
money	money	n1	money	money	0
or	or	cc	or	or	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
warde	warde	n1	ward	ward	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
giuyng	giuyng	vvg	giving	give	0
iudgement	iudgement	n1	judgement	judgement	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
hurte	hurte	n1	hurt	hurt	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
par	par	fw-fr	par	par	0
∣	∣	sy	∣	∣	0
ties	ties	vvz	ties	tie	0
,	,	,	,	,	0
either	either	av-d	either	either	0
for	for	p-acp	for	for	0
want	want	n1	want	want	0
of	of	pp-f	of	of	0
not	not	xx	not	not	0
knowyng	knowyng	vvg	knowing	know	0
the	the	dt	the	the	0
cause	cause	n1	cause	cause	0
,	,	,	,	,	0
or	or	cc	or	or	0
els	els	av	else	else	0
through	through	p-acp	through	through	0
ig	ig	j	ig	ig	0
∣	∣	sy	∣	∣	0
noraunce	noraunce	n1	noraunce	noraunce	0
.	.	.	.	.	1
Wherefore	Wherefore	q-crq	Wherefore	wherefore	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
moste	moste	av-ds	most	most	0
necessarie	necessarie	j	necessary	necessary	0
thyng	thyng	n1	thing	thing	0
for	for	p-acp	for	for	0
Iudges	Iudges	n2	Judges	judge	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
learned	learned	vvn	learned	learn	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Ciuill	Ciuill	j	Civil	civil	0
Lawe	Lawe	n1	Law	law	0
,	,	,	,	,	0
whiche	whiche	r-crq	which	which	0
thyng	thyng	n1	thing	thing	0
Plato	Plato	np1	Plato	Plato	0
the	the	dt	the	the	0
Hea	Hea	zz	Hea	hea	0
∣	∣	sy	∣	∣	0
then	then	cs	then	than	0
Philosopher	Philosopher	n1	Philosopher	philosopher	0
well	well	av	well	well	0
considered	considered	vvn	considered	consider	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
saied	saied	vvd	said	say	0
:	:	:	:	:	0
That	That	cst	That	that	0
,	,	,	,	,	0
that	that	cst	that	that	0
Common	Common	j	Common	common	0
weale	weale	n1	weal	weal	0
was	was	vbds	was	be	0
very	very	av	very	very	0
happie	happie	j	happy	happy	0
,	,	,	,	,	0
whiche	whiche	r-crq	which	which	0
was	was	vbds	was	be	0
gouerned	gouerned	vvn	governed	govern	0
by	by	p-acp	by	by	0
wise	wise	j	wise	wise	0
∣	∣	sy	∣	∣	0
men	men	n1	men	man	0
,	,	,	,	,	0
and	and	cc	and	and	0
Philosophers	Philosophers	n2	Philosophers	philosopher	0
.	.	.	.	.	1
Secondarely	Secondarely	av-j	Secondarily	secondary	0
,	,	,	,	,	0
two	two	crd	two	two	0
thynges	thynges	n2	things	thing	0
are	are	vbr	are	be	0
necessarie	necessarie	j	necessary	necessary	0
in	in	p-acp	in	in	0
euery	euery	d	every	every	0
Christian	Christian	njp	Christian	christian	0
Churche	Churche	n1	Church	church	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
ende	ende	n1	end	end	0
that	that	cst	that	that	0
no	no	dx	no	no	0
offences	offences	n2	offences	offence	0
