TO	TO	p-acp	TO	to	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
Honours	Honours	ng1	Honours	honour	0
otherwise	otherwise	av	otherwise	otherwise	0
?	?	?	?	?	1
That	That	cst	That	that	0
as	as	p-acp	as	as	0
your	your	po22	your	your	0
Lordshippe	Lordshippe	n1	Lordship	lordship	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
the	the	dt	the	the	0
Noble	Noble	j	Noble	noble	0
offspring	offspring	n1	offspring	offspring	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
most	most	av-ds	most	most	0
renowned	renowned	j-vvn	renowned	renown	0
family	family	n1	family	family	0
do	do	vdb	do	do	0
excell	excell	vvi	excel	excel	0
in	in	p-acp	in	in	0
birth	birth	n1	birth	birth	0
,	,	,	,	,	0
so	so	av	so	so	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
singular	singular	j	singular	singular	0
learning	learning	n1	learning	learning	0
,	,	,	,	,	0
wherein	wherein	c-crq	wherein	wherein	0
true	true	j	true	true	0
Nobility	Nobility	n1	Nobility	nobility	0
doth	doth	vdz	does	do	0
chiefly	chiefly	av-jn	chiefly	chief	0
consist	consist	vvi	consist	consist	0
,	,	,	,	,	0
and	and	cc	and	and	0
whereby	whereby	c-crq	whereby	whereby	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
admired	admired	vvn	admired	admire	0
and	and	cc	and	and	0
ho	ho	zz	ho	ho	0
∣	∣	sy	∣	∣	0
nored	nored	vvn	nored	nore	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
.	.	.	.	.	1
When	When	c-crq	When	when	0
Nobility	Nobility	n1	Nobility	nobility	0
hath	hath	vhz	hath	have	0
all	all	d	all	all	0
parts	parts	n2	parts	part	0
of	of	pp-f	of	of	0
rare	rare	j	rare	rare	0
wisedome	wisedome	n1	wisdom	wisdom	0
to	to	pc-acp	to	to	0
gouerne	gouerne	vvi	govern	govern	0
it	it	pn31	it	it	0
,	,	,	,	,	0
then	then	av	then	then	0
is	is	vbz	is	be	0
it	it	pn31	it	it	0
as	as	p-acp	as	as	0
the	the	dt	the	the	0
goodliest	goodliest	js	goodliest	goodly	0
ship	ship	n1	ship	ship	0
,	,	,	,	,	0
hauing	hauing	vhg	having	have	0
winde	winde	n1	wind	wind	0
at	at	p-acp	at	at	0
will	will	n1	will	will	0
,	,	,	,	,	0
vnder	vnder	p-acp	under	under	0
the	the	dt	the	the	0
rule	rule	n1	rule	rule	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
skilfull	skilfull	j	skilful	skilful	0
maister	maister	n1	master	master	0
,	,	,	,	,	0
so	so	av	so	so	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
shall	shall	vmb	shall	shall	0
euer	euer	av	ever	ever	0
saile	saile	vvi	sail	sail	0
safely	safely	av-j	safely	safe	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
middest	middest	n1	midst	midst	0
of	of	pp-f	of	of	0
most	most	ds	most	most	0
perilous	perilous	j	perilous	perilous	0
rocks	rocks	n2	rocks	rock	0
and	and	cc	and	and	0
boysterous	boysterous	j	boisterous	boisterous	0
stormes	stormes	n2	storms	storm	0
.	.	.	.	.	1
To	To	p-acp	To	to	0
this	this	d	this	this	0
ende	ende	n1	end	end	0
this	this	d	this	this	0
hath	hath	vhz	hath	have	0
been	been	vbn	been	be	0
my	my	po11	my	my	0
first	first	ord	first	first	0
desire	desire	n1	desire	desire	0
to	to	p-acp	to	to	0
∣	∣	sy	∣	∣	0
wards	wards	av	wards	ward	0
your	your	po22	your	your	0
Lordship	Lordship	n1	Lordship	lordship	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
entry	entry	n1	entry	entry	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
good	good	j	good	good	0
learning	learning	n1	learning	learning	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
most	most	av-ds	most	most	0
easie	easie	j	easy	easy	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
full	full	j	full	full	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
sweet	sweet	j	sweet	sweet	0
delight	delight	n1	delight	delight	0
.	.	.	.	.	1
Though	Though	cs	Though	though	0
all	all	d	all	all	0
my	my	po11	my	my	0
schoole	schoole	n1	school	school	0
labours	labours	n2	labours	labour	0
be	be	vbb	be	be	0
yours	yours	png22	yours	you	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
respect	respect	n1	respect	respect	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
haue	haue	vhb	have	have	0
beene	beene	vbn	been	be	0
of	of	pp-f	of	of	0
later	later	jc	later	late	0
yeers	yeers	n2	years	year	0
,	,	,	,	,	0
more	more	av-dc	more	more	0
specially	specially	av-j	specially	special	0
intended	intended	vvn	intended	intend	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
Lordship	Lordship	n1	Lordship	lordship	0
aboue	aboue	p-acp	above	above	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
and	and	cc	and	and	0
proceeded	proceeded	vvd	proceeded	proceed	0
in	in	p-acp	in	in	0
principally	principally	av-j	principally	principal	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
fauour	fauour	n1	favour	favour	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
Honourable	Honourable	j	Honourable	honourable	0
Lord	Lord	n1	Lord	lord	0
;	;	;	;	;	0
yet	yet	av	yet	yet	0
heerin	heerin	av	herein	herein	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
thought	thought	vvn	thought	think	0
it	it	pn31	it	it	0
most	most	av-ds	most	most	0
fit	fit	j	fit	fit	0
to	to	pc-acp	to	to	0
signifie	signifie	vvi	signify	signify	0
this	this	d	this	this	0
duty	duty	n1	duty	duty	0
.	.	.	.	.	1
Because	Because	p-acp	Because	because	0
,	,	,	,	,	0
howsoeuer	howsoeuer	c-acp	howsoever	howsoever	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
the	the	dt	the	the	0
least	least	ds	least	least	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
my	my	po11	my	my	0
indeauours	indeauours	n2	endeavours	endeavour	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
Lordship	Lordship	n1	Lordship	lordship	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
entrance	entrance	n1	entrance	entrance	0
into	into	p-acp	into	into	0
your	your	po22	your	your	0
Latine	Latine	jp	Latin	latin	0
stu	stu	fw-ge	stu	stu	0
∣	∣	sy	∣	∣	0
dies	dies	fw-la	dies	dies	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
first	first	ord	first	first	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
Grammaticall	Grammaticall	j	Grammatical	grammatical	0
translations	translations	n2	translations	translation	0
,	,	,	,	,	0
whereof	whereof	c-crq	whereof	whereof	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
conceiued	conceiued	vvn	conceived	conceive	0
an	an	dt	and	a	0
vndoubted	vndoubted	j	undoubted	undoubted	0
hope	hope	n1	hope	hope	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
perpetuall	perpetuall	j	perpetual	perpetual	0
benefit	benefit	n1	benefit	benefit	0
to	to	pc-acp	to	to	0
come	come	vvi	come	come	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
Schooles	Schooles	n2	Schools	school	0
and	and	cc	and	and	0
good	good	j	good	good	0
learning	learning	n1	learning	learning	0
by	by	p-acp	by	by	0
them	them	pno32	them	they	0
:	:	:	:	:	0
by	by	p-acp	by	by	0
setting	setting	vvg	setting	set	0
all	all	d	all	all	0
the	the	dt	the	the	0
younger	younger	jc	younger	young	0
sort	sort	n1	sort	sort	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
high	high	j	high	high	0
way	way	n1	way	way	0
,	,	,	,	,	0
and	and	cc	and	and	0
guiding	guiding	vvg	guiding	guide	0
them	them	pno32	them	they	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
hand	hand	n1	hand	hand	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
goe	goe	vvi	go	go	0
through	through	p-acp	through	through	0
all	all	d	all	all	0
their	their	po32	their	their	0
first	first	ord	first	first	0
vsuall	vsuall	j	usual	usual	0
Au	Au	fw-fr	Au	au	0
∣	∣	sy	∣	∣	0
thors	thors	n2	thors	thor	0
with	with	p-acp	with	with	0
certainty	certainty	n1	certainty	certainty	0
and	and	cc	and	and	0
double	double	j-jn	double	double	0
fruit	fruit	n1	fruit	fruit	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
almost	almost	av	almost	almost	0
in	in	p-acp	in	in	0
one	one	crd	one	one	0
halfe	halfe	n-jn	half	half	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
time	time	n1	time	time	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
ordinarily	ordinarily	av-j	ordinarily	ordinary	0
spent	spent	vvn	spent	spend	0
in	in	p-acp	in	in	0
them	them	pno32	them	they	0
;	;	;	;	;	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
trust	trust	vvb	trust	trust	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
perience	perience	n1	perience	perience	0
shall	shall	vmb	shall	shall	0
prooue	prooue	vvi	prove	prove	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
,	,	,	,	,	0
and	and	cc	and	and	0
this	this	d	this	this	0
little	little	j	little	little	0
book	book	n1	book	book	0
shall	shall	vmb	shall	shall	0
giue	giue	vvi	give	give	0
sufficient	sufficient	j	sufficient	sufficient	0
tryall	tryall	n1	trial	trial	0
.	.	.	.	.	1
So	So	av	So	so	0
that	that	cst	that	that	0
your	your	po22	your	your	0
Lordship	Lordship	n1	Lordship	lordship	0
may	may	vmb	may	may	0
haue	haue	vhi	have	have	0
passed	passed	vvn	passed	pass	0
all	all	d	all	all	0
the	the	dt	the	the	0
dif	dif	n1	dif	dif	0
∣	∣	sy	∣	∣	0
ficulty	ficulty	n1	ficulty	ficulty	0
of	of	pp-f	of	of	0
learning	learning	n1	learning	learning	0
,	,	,	,	,	0
before	before	c-acp	before	before	0
you	you	pn22	you	you	0
haue	haue	vhb	have	have	0
felt	felt	vvn	felt	feel	0
what	what	r-crq	what	what	0
any	any	d	any	any	0
paynes	paynes	n2	pains	pain	0
of	of	pp-f	of	of	0
learning	learning	n1	learning	learning	0
doe	doe	vdb	do	do	0
meane	meane	vvi	mean	mean	0
:	:	:	:	:	0
and	and	cc	and	and	0
that	that	cst	that	that	0
,	,	,	,	,	0
that	that	cst	that	that	0
part	part	n1	part	part	0
which	which	r-crq	which	which	0
hath	hath	vhz	hath	have	0
been	been	vbn	been	be	0
wont	wont	j	wont	wont	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
discouragement	discouragement	n1	discouragement	discouragement	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
little	little	j	little	little	0
ones	ones	pi2	ones	one	0
,	,	,	,	,	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
made	made	vvn	made	make	0
vnto	vnto	p-acp	unto	unto	0
them	them	pno32	them	they	0
the	the	dt	the	the	0
pleasantest	pleasantest	js	pleasantest	pleasant	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
;	;	;	;	;	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
exceeding	exceeding	j-vvg	exceeding	exceed	0
ioy	ioy	n1	joy	joy	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
com	com	vvi	come	come	0
∣	∣	sy	∣	∣	0
fort	fort	n1	fort	fort	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
both	both	d	both	both	0
parents	parents	n2	parents	parent	0
and	and	cc	and	and	0
instructours	instructours	n2	instructors	instructor	0
.	.	.	.	.	1
Also	Also	av	Also	also	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
little	little	j	little	little	0
booke	booke	n1	book	book	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
thus	thus	av	thus	thus	0
made	made	vvn	made	make	0
choyse	choyse	n1	choice	choice	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
shew	shew	vvi	show	show	0
the	the	dt	the	the	0
first	first	ord	first	first	0
triall	triall	n1	trial	trial	0
in	in	p-acp	in	in	0
,	,	,	,	,	0
according	according	vvg	according	accord	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
gathered	gathered	vvn	gathered	gather	0
of	of	pp-f	of	of	0
purpose	purpose	n1	purpose	purpose	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
first	first	ord	first	first	0
enterers	enterers	n2	enterers	enterer	0
into	into	p-acp	into	into	0
Latin	Latin	jp	Latin	latin	0
,	,	,	,	,	0
although	although	cs	although	although	0
it	it	pn31	it	it	0
bee	bee	vbb	be	be	0
small	small	j	small	small	0
in	in	p-acp	in	in	0
quantity	quantity	n1	quantity	quantity	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
the	the	dt	the	the	0
worth	worth	n1	worth	worth	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
truely	truely	av-j	truly	true	0
knowen	knowen	vvn	known	know	0
,	,	,	,	,	0
and	and	cc	and	and	0
it	it	pn31	it	it	0
rightly	rightly	av-jn	rightly	right	0
vsed	vsed	vvn	used	use	0
,	,	,	,	,	0
shalbe	shalbe	vmb|vbi	shall	shall|be	0
found	found	vvn	found	find	0
aboue	aboue	p-acp	above	above	0
the	the	dt	the	the	0
weight	weight	n1	weight	weight	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
finest	finest	js	finest	fine	0
gold	gold	n1	gold	gold	0
;	;	;	;	;	0
for	for	c-acp	for	for	0
that	that	cst	that	that	0
there	there	a-acp	there	there	0
are	are	vbr	are	be	0
contained	contained	vvn	contained	contain	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
,	,	,	,	,	0
so	so	av	so	so	0
many	many	d	many	many	0
wise	wise	j	wise	wise	0
sentences	sentences	n2	sentences	sentence	0
of	of	pp-f	of	of	0
most	most	ds	most	most	0
learned	learned	j	learned	learned	0
men	men	n2	men	man	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
shall	shall	vmb	shall	shall	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
very	very	av	very	very	0
first	first	ord	first	first	0
giue	giue	vvi	give	give	0
your	your	po22	your	your	0
Lordship	Lordship	n1	Lordship	lordship	0
a	a	dt	a	a	0
true	true	j	true	true	0
taste	taste	n1	taste	taste	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
kinde	kinde	n1	kind	kind	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
wisedome	wisedome	n1	wisdom	wisdom	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
shall	shall	vmb	shall	shall	0
so	so	av	so	so	0
much	much	av-d	much	much	0
adorne	adorne	vvi	adorn	adorn	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
also	also	av	also	also	0
furnish	furnish	vvi	furnish	furnish	0
you	you	pn22	you	you	0
with	with	p-acp	with	with	0
words	words	n2	words	word	0
to	to	pc-acp	to	to	0
expresse	expresse	vvi	express	express	0
the	the	dt	the	the	0
same	same	d	same	same	0
.	.	.	.	.	1
Which	Which	r-crq	Which	which	0
,	,	,	,	,	0
after	after	c-acp	after	after	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
once	once	a-acp	once	once	0
perfect	perfect	j	perfect	perfect	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
first	first	ord	first	first	0
grounds	grounds	n2	grounds	ground	0
of	of	pp-f	of	of	0
Grammar	Grammar	n1	Grammar	grammar	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
soon	soon	av	soon	soon	0
be	be	vbi	be	be	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
plaine	plaine	j	plain	plain	0
direction	direction	n1	direction	direction	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
laboured	laboured	vvn	laboured	labour	0
to	to	pc-acp	to	to	0
prepare	prepare	vvi	prepare	prepare	0
for	for	p-acp	for	for	0
you	you	pn22	you	you	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
questions	questions	n2	questions	question	0
called	called	vvd	called	call	0
the	the	dt	the	the	0
Posing	Posing	n-vvg	Posing	pose	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Accidence	Accidence	n1	Accidence	accidence	0
and	and	cc	and	and	0
Grammar	Grammar	n1	Grammar	grammar	0
)	)	)	)	)	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
help	help	n1	help	help	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
translation	translation	n1	translation	translation	0
,	,	,	,	,	0
and	and	cc	and	and	0
your	your	po22	your	your	0
oft	oft	av	oft	oft	0
reading	reading	vvg	reading	read	0
the	the	dt	the	the	0
sentences	sentences	n2	sentences	sentence	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
you	you	pn22	you	you	0
shall	shall	vmb	shall	shall	0
haue	haue	vhi	have	have	0
both	both	d	both	both	0
matter	matter	n1	matter	matter	0
and	and	cc	and	and	0
phrase	phrase	n1	phrase	phrase	0
to	to	pc-acp	to	to	0
flowe	flowe	vvi	flow	flow	0
into	into	p-acp	into	into	0
your	your	po22	your	your	0
re	re	fw-mi	re	re	0
∣	∣	sy	∣	∣	0
membrance	membrance	n1	membrance	membrance	0
,	,	,	,	,	0
without	without	p-acp	without	without	0
either	either	d	either	either	0
toyling	toyling	j-vvg	toiling	toil	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
minde	minde	n1	mind	mind	0
,	,	,	,	,	0
or	or	cc	or	or	0
ouercharging	ouercharging	vvg	overcharging	overcharge	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
memory	memory	n1	memory	memory	0
at	at	p-acp	at	at	0
all	all	d	all	all	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
the	the	dt	the	the	0
manner	manner	n1	manner	manner	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
vse	vse	n1	use	use	0
hereof	hereof	av	hereof	hereof	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
kinde	kinde	n1	kind	kind	0
,	,	,	,	,	0
that	that	cst	that	that	0
your	your	po22	your	your	0
Lordship	Lordship	n1	Lordship	lordship	0
may	may	vmb	may	may	0
reape	reape	vvi	reap	reap	0
the	the	dt	the	the	0
benefit	benefit	n1	benefit	benefit	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
my	my	po11	my	my	0
trauells	trauells	n2	travels	travel	0
for	for	p-acp	for	for	0
you	you	pn22	you	you	0
,	,	,	,	,	0
I	I	pns11	I	i	0
referre	referre	vvb	refer	refer	0
your	your	po22	your	your	0
director	director	n1	director	director	0
vnto	vnto	p-acp	unto	unto	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
written	written	vvn	written	write	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
Grammar-Schoole	Grammar-Schoole	n1	Grammar-Schoole	grammar-schoole	0
.	.	.	.	.	1
These	These	np1	These	Theise	0
first	first	ord	first	first	0
fruits	fruits	n2	fruits	fruit	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
most	most	av-ds	most	most	0
dutifull	dutifull	j	dutiful	dutiful	0
affections	affections	n2	affections	affection	0
,	,	,	,	,	0
being	being	vbg	being	be	0
accepted	accepted	vvn	accepted	accept	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
entirest	entirest	js	entirest	entire	0
desire	desire	n1	desire	desire	0
towardes	towardes	p-acp	towards	towards	0
your	your	po22	your	your	0
lasting	lasting	j-vvg	lasting	last	0
honour	honour	n1	honour	honour	0
,	,	,	,	,	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
iust	iust	j	just	just	0
cause	cause	n1	cause	cause	0
to	to	pc-acp	to	to	0
hope	hope	vvi	hope	hope	0
that	that	cst	that	that	0
by	by	p-acp	by	by	0
that	that	d	that	that	0
time	time	n1	time	time	0
that	that	cst	that	that	0
your	your	po22	your	your	0
Lord	Lord	n1	Lord	lord	0
∣	∣	sy	∣	∣	0
ship	ship	n1	ship	ship	0
shall	shall	vmb	shall	shall	0
bee	bee	vbi	be	be	0
meete	meete	j	meet	meet	0
to	to	pc-acp	to	to	0
proceede	proceede	vvi	proceed	proceed	0
to	to	p-acp	to	to	0
higher	higher	jc	higher	high	0
studies	studies	n2	studies	study	0
,	,	,	,	,	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
who	who	r-crq	who	who	0
hath	hath	vhz	hath	have	0
thus	thus	av	thus	thus	0
begun	begun	vvn	begun	begin	0
,	,	,	,	,	0
will	will	vmb	will	will	0
make	make	vvi	make	make	0
all	all	d	all	all	0
the	the	dt	the	the	0
way	way	n1	way	way	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
toppe	toppe	n1	top	top	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
excel	excel	vvi	excel	excel	0
∣	∣	sy	∣	∣	0
lent	lent	np1	lent	Lent	0
knowledge	knowledge	n1	knowledge	knowledge	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
sure	sure	j	sure	sure	0
,	,	,	,	,	0
ready	ready	j	ready	ready	0
,	,	,	,	,	0
and	and	cc	and	and	0
full	full	j	full	full	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
pleasant	pleasant	j	pleasant	pleasant	0
allurement	allurement	n1	allurement	allurement	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
euer	euer	av	ever	ever	0
Noble	Noble	j	Noble	noble	0
personage	personage	n1	personage	personage	0
did	did	vdd	did	do	0
knowe	knowe	vvi	know	know	0
before	before	a-acp	before	before	0
.	.	.	.	.	1
Vntill	Vntill	c-acp	Until	until	0
which	which	r-crq	which	which	0
time	time	n1	time	time	0
,	,	,	,	,	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
not	not	xx	not	not	0
faile	faile	vvi	fail	fail	0
thorough	thorough	p-acp	through	through	0
his	his	po31	his	his	0
gratious	gratious	j	gracious	gracious	0
assistance	assistance	n1	assistance	assistance	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
prosecute	prosecute	vvi	prosecute	prosecute	0
the	the	dt	the	the	0
worke	worke	n1	work	work	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
continued	continued	j-vvn	continued	continue	0
inquiry	inquiry	n1	inquiry	inquiry	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
the	the	dt	the	the	0
learnedst	learnedst	js	learnedest	learned	0
and	and	cc	and	and	0
best	best	js	best	best	0
experienced	experienced	j-vvn	experienced	experience	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
present	present	j	present	present	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
ages	ages	n2	ages	age	0
past	past	j	past	past	0
;	;	;	;	;	0
nor	nor	ccx	nor	nor	0
yet	yet	av	yet	yet	0
