HAtred	HAtred	n1	HAtred	hatred	0
be	be	vbi	be	be	0
wondered	wondered	vvn	wondered	wonder	0
at	at	p-acp	at	at	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
contrariety	contrariety	n1	contrariety	contrariety	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
courses	courses	n2	courses	course	0
of	of	pp-f	of	of	0
Godly	Godly	j	Godly	godly	0
and	and	cc	and	and	0
wicked	wicked	j	wicked	wicked	0
men	men	n2	men	man	0
,	,	,	,	,	0
and	and	cc	and	and	0
contrariety	contrariety	n1	contrariety	contrariety	0
of	of	pp-f	of	of	0
affections	affections	n2	affections	affection	0
:	:	:	:	:	0
Maxima	Maxima	fw-la	Maxima	maxima	0
causa	causa	fw-la	causa	causa	0
dis	dis	zf	dis	this	0
∣	∣	sy	∣	∣	0
eordarum	eordarum	fw-la	eordarum	eordarum	0
est	est	fw-la	est	est	0
diversi	diversi	fw-la	diversi	diversi	0
∣	∣	sy	∣	∣	0
tas	tas	zz	tas	tas	0
volun	volun	n1	volun	volun	0
∣	∣	sy	∣	∣	0
tatum	tatum	fw-la	tatum	tatum	0
.	.	.	.	.	1
Salvian	Salvian	np1	Salvian	Salvian	0
.	.	.	.	.	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
makes	makes	vvz	makes	make	0
a	a	dt	a	a	0
Godly	Godly	j	Godly	godly	0
man	man	n1	man	man	0
to	to	pc-acp	to	to	0
weep	weep	vvi	weep	weep	0
and	and	cc	and	and	0
mourn	mourn	vvi	mourn	mourn	0
,	,	,	,	,	0
makes	makes	vvz	makes	make	0
a	a	dt	a	a	0
wicked	wicked	j	wicked	wicked	0
man	man	n1	man	man	0
to	to	pc-acp	to	to	0
laugh	laugh	vvi	laugh	laugh	0
and	and	cc	and	and	0
sing	sing	vvi	sing	sing	0
;	;	;	;	;	0
and	and	cc	and	and	0
that	that	cst	that	that	0
which	which	r-crq	which	which	0
most	most	av-ds	most	most	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
rejoyceth	rejoyceth	vvz	rejoiceth	rejoice	0
the	the	dt	the	the	0
heart	heart	n1	heart	heart	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Godly	Godly	j	Godly	godly	0
,	,	,	,	,	0
is	is	vbz	is	be	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
grieveth	grieveth	vvz	grieveth	grieve	0
and	and	cc	and	and	0
vexeth	vexeth	vvz	vexes	vex	0
the	the	dt	the	the	0
hearts	hearts	n2	hearts	heart	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
wicked	wicked	j	wicked	wicked	0
;	;	;	;	;	0
the	the	dt	the	the	0
discourses	discourses	n2	discourses	discourse	0
of	of	pp-f	of	of	0
Mammon	Mammon	np1	Mammon	Mammon	0
do	do	vdb	do	do	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
joyce	joyce	vvb	joyce	joyce	0
the	the	pno32	thee	they	0
worldly	worldly	j	worldly	worldly	0
man	man	n1	man	man	0
,	,	,	,	,	0
and	and	cc	and	and	0
do	do	vdb	do	do	0
not	not	xx	not	not	0
much	much	d	much	much	0
affect	affect	vvi	affect	affect	0
a	a	dt	a	a	0
Godly	Godly	j	Godly	godly	0
man	man	n1	man	man	0
;	;	;	;	;	0
the	the	dt	the	the	0
dis	dis	d	dis	this	0
∣	∣	sy	∣	∣	0
course	course	n1	course	course	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
pleaseth	pleaseth	vvz	pleases	please	0
a	a	dt	a	a	0
Godly	Godly	j	Godly	godly	0
man	man	n1	man	man	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
irksome	irksome	j	irksome	irksome	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
wicked	wicked	j	wicked	wicked	0
man	man	n1	man	man	0
;	;	;	;	;	0
that	that	cst	that	that	0
which	which	r-crq	which	which	0
a	a	dt	a	a	0
wicked	wicked	j	wicked	wicked	0
man	man	n1	man	man	0
most	most	av-ds	most	most	0
shunneth	shunneth	vvz	shunneth	shun	0
,	,	,	,	,	0
a	a	dt	a	a	0
Godly	Godly	j	Godly	godly	0
man	man	n1	man	man	0
prosecuteth	prosecuteth	vvz	prosecuteth	prosecute	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
greatest	greatest	js	greatest	great	0
love	love	n1	love	love	0
and	and	cc	and	and	0
desires	desires	n2	desires	desire	0
:	:	:	:	:	0
that	that	cst	that	that	0
which	which	r-crq	which	which	0
a	a	dt	a	a	0
Godly	Godly	j	Godly	godly	0
man	man	n1	man	man	0
most	most	av-ds	most	most	0
hateth	hateth	vvz	hates	hate	0
and	and	cc	and	and	0
abhorreth	abhorreth	vvz	abhorreth	abhor	0
,	,	,	,	,	0
that	that	cst	that	that	0
a	a	dt	a	a	0
wicked	wicked	j	wicked	wicked	0
man	man	n1	man	man	0
most	most	av-ds	most	most	0
loveth	loveth	vvz	loves	love	0
and	and	cc	and	and	0
desireth	desireth	vvz	desires	desire	0
:	:	:	:	:	0
And	And	cc	And	and	0
as	as	c-acp	as	as	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
contrariety	contrariety	n1	contrariety	contrariety	0
of	of	pp-f	of	of	0
affections	affections	n2	affections	affection	0
,	,	,	,	,	0
so	so	av	so	so	0
of	of	pp-f	of	of	0
courses	courses	n2	courses	course	0
and	and	cc	and	and	0
conversations	conversations	n2	conversations	conversation	0
;	;	;	;	;	0
the	the	dt	the	the	0
one	one	pi	one	one	0
walketh	walketh	vvz	walks	walk	0
to	to	p-acp	to	to	0
Aegypt	Aegypt	np1	Aegypt	Aegypt	0
,	,	,	,	,	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
to	to	p-acp	to	to	0
Canaan	Canaan	np1	Canaan	Canaan	0
:	:	:	:	:	0
the	the	dt	the	the	0
one	one	pi	one	one	0
hath	hath	vhz	hath	have	0
communion	communion	n1	communion	communion	0
with	with	p-acp	with	with	0
Belial	Belial	np1	Belial	Belial	0
,	,	,	,	,	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
with	with	p-acp	with	with	0
Christ	Christ	np1	Christ	Christ	0
:	:	:	:	:	0
the	the	dt	the	the	0
one	one	pi	one	one	0
hath	hath	vhz	hath	have	0
fellowship	fellowship	n1	fellowship	fellowship	0
with	with	p-acp	with	with	0
dark	dark	j	dark	dark	0
∣	∣	sy	∣	∣	0
ness	ness	n1	ness	ness	0
,	,	,	,	,	0
and	and	cc	and	and	0
walketh	walketh	vvz	walks	walk	0
in	in	p-acp	in	in	0
darkness	darkness	n1	darkness	darkness	0
;	;	;	;	;	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
hath	hath	vhz	hath	have	0
fellowship	fellowship	n1	fellowship	fellowship	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
light	light	n1	light	light	0
:	:	:	:	:	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
the	the	dt	the	the	0
saying	saying	n-vvg	saying	say	0
of	of	pp-f	of	of	0
one	one	crd	one	one	0
,	,	,	,	,	0
In	In	p-acp	In	in	0
eadem	eadem	n1	eadem	eadem	0
urbe	urbe	vvb	urbe	urbe	0
sunt	sunt	fw-la	sunt	sunt	0
Antipodes	Antipodes	n2	Antipodes	antipode	0
;	;	;	;	;	0
there	there	pc-acp	there	there	0
are	are	vbr	are	be	0
Anti	Anti	fw-la	Anti	anti	0
∣	∣	sy	∣	∣	0
podes	podes	zz	podes	podes	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
same	same	d	same	same	0
City	City	n1	City	city	0
:	:	:	:	:	0
so	so	av	so	so	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
say	say	vvi	say	say	0
,	,	,	,	,	0
the	the	dt	the	the	0
feet	feet	n2	feet	foot	0
and	and	cc	and	and	0
wayes	wayes	n2	ways	way	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
God	God	n1	God	god	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
are	are	vbr	are	be	0
opposite	opposite	j-jn	opposite	opposite	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
feet	feet	n2	feet	foot	0
and	and	cc	and	and	0
wayes	wayes	n2	ways	way	0
of	of	pp-f	of	of	0
wicked	wicked	j	wicked	wicked	0
men	men	n2	men	man	0
.	.	.	.	.	1
Our	Our	po12	Our	our	0
Saviour	Saviour	n1	Saviour	saviour	0
gives	gives	vvz	gives	give	0
us	us	pno12	us	we	0
the	the	dt	the	the	0
main	main	j	main	main	0
reason	reason	n1	reason	reason	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
worlds	worlds	n2	world's	world	0
ha	ha	vhb	would	have	0
∣	∣	sy	∣	∣	0
tred	tred	vvi	tread	tread	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Godly	Godly	j	Godly	godly	0
,	,	,	,	,	0
viz.	viz.	n1	viz.	viz.	0
because	because	c-acp	because	because	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
Joh.	Joh.	np1	Joh.	Joh.	1
15.19	15.19	crd	15.19	15.19	0
.	.	.	.	.	1
If	If	cs	If	if	0
you	you	pn22	you	you	0
were	were	vbdr	were	be	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
the	the	dt	the	the	0
world	world	n1	world	world	0
would	would	vmd	would	will	0
love	love	vvi	love	love	0
its	its	po31	its	its	0
own	own	d	own	own	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
because	because	c-acp	because	because	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
chosen	chosen	vvn	chosen	choose	0
you	you	pn22	you	you	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
there	there	a-acp	there	there	0
∣	∣	sy	∣	∣	0
fore	fore	p-acp	before	before	0
the	the	dt	the	the	0
world	world	n1	world	world	0
hateth	hateth	vvz	hates	hate	0
you	you	pn22	you	you	0
:	:	:	:	:	0
every	every	d	every	every	0
word	word	n1	word	word	0
is	is	vbz	is	be	0
remarkable	remarkable	j	remarkable	remarkable	0
:	:	:	:	:	0
If	If	cs	If	if	0
you	you	pn22	you	you	0
were	were	vbdr	were	be	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
world	world	n1	world	world	0
]	]	]	]	]	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
(	(	(	(	(	0
like	like	av-j	like	like	0
the	the	dt	the	the	0
world	world	n1	world	world	0
)	)	)	)	)	0
should	should	vmd	should	shall	0
lie	lie	vvi	lie	lie	0
in	in	p-acp	in	in	0
sin	sin	n1	since	sin	0
:	:	:	:	:	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
(	(	(	(	(	0
like	like	av-j	like	like	0
the	the	dt	the	the	0
men	men	n2	men	man	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
world	world	n1	world	world	0
)	)	)	)	)	0
should	should	vmd	should	shall	0
fashion	fashion	vvi	fashion	fashion	0
your	your	po22	your	your	0
selves	selves	n2	selves	self	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
and	and	cc	and	and	0
run	run	vvi	run	run	0
into	into	p-acp	into	into	0
all	all	d	all	all	0
excess	excess	n1	excess	excess	0
of	of	pp-f	of	of	0
riot	riot	n1	riot	riot	0
with	with	p-acp	with	with	0
wicked	wicked	j	wicked	wicked	0
men	men	n2	men	man	0
,	,	,	,	,	0
then	then	cs	then	than	0
the	the	dt	the	the	0
world	world	n1	world	world	0
would	would	vmd	would	will	0
love	love	vvi	love	love	0
you	you	pn22	you	you	0
;	;	;	;	;	0
.	.	.	.	.	1
The	The	dt	The	the	0
world	world	n1	world	world	0
would	would	vmd	would	will	0
love	love	vvi	love	love	0
you	you	pn22	you	you	0
as	as	p-acp	as	as	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
her	her	po31	her	her	0
own	own	d	own	own	0
;	;	;	;	;	0
the	the	dt	the	the	0
world	world	n1	world	world	0
would	would	vmd	would	will	0
gather	gather	vvi	gather	gather	0
you	you	pn22	you	you	0
under	under	p-acp	under	under	0
her	her	po31	her	her	0
wings	wings	n2	wings	wing	0
▪	▪	▪	▪	▪	0
but	but	cc-acp	but	but	0
Godly	Godly	j	Godly	godly	0
men	men	n2	men	man	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
world	world	n1	world	world	0
;	;	;	;	;	0
here	here	av	here	here	0
they	they	pns32	they	they	0
live	live	vvb	live	live	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
.	.	.	.	.	1
As	As	p-acp	As	as	0
St.	St.	n1	St.	saint	0
Paul	Paul	np1	Paul	Paul	0
saith	saith	vvz	says	say	0
of	of	pp-f	of	of	0
wicked	wicked	j	wicked	wicked	0
men	men	n2	men	man	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
in	in	p-acp	in	in	0
Israel	Israel	np1	Israel	Israel	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
of	of	pp-f	of	of	0
Israel	Israel	np1	Israel	Israel	0
;	;	;	;	;	0
so	so	av	so	so	0
the	the	dt	the	the	0
Godly	Godly	j	Godly	godly	0
are	are	vbr	are	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
world	world	n1	world	world	0
:	:	:	:	:	0
how	how	q-crq	how	how	0
cometh	cometh	vvz	comes	come	0
it	it	pn31	it	it	0
to	to	pc-acp	to	to	0
pass	pass	vvi	pass	pass	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
world	world	n1	world	world	0
?	?	?	?	?	1
Christ	Christ	np1	Christ	Christ	0
saith	saith	vvz	says	say	0
,	,	,	,	,	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
chosen	chosen	vvn	chosen	choose	0
you	you	pn22	you	you	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
world	world	n1	world	world	0
;	;	;	;	;	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
calls	calls	vvz	calls	call	0
out	out	av	out	out	0
those	those	d	those	those	0
who	who	r-crq	who	who	0
belong	belong	vvb	belong	belong	0
to	to	p-acp	to	to	0
him	him	pno31	him	he	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
among	among	p-acp	among	among	0
the	the	dt	the	the	0
wicked	wicked	j	wicked	wicked	0
;	;	;	;	;	0
he	he	pns31	he	he	0
calls	calls	vvz	calls	call	0
them	them	pno32	them	they	0
from	from	p-acp	from	from	0
that	that	d	that	that	0
state	state	n1	state	state	0
wherein	wherein	c-crq	wherein	wherein	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
born	born	vvn	born	bear	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
state	state	n1	state	state	0
of	of	pp-f	of	of	0
Godliness	Godliness	n1	Godliness	godliness	0
:	:	:	:	:	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
set	set	vvn	set	set	0
apart	apart	av	apart	apart	0
for	for	p-acp	for	for	0
himself	himself	px31	himself	himself	0
the	the	dt	the	the	0
man	man	n1	man	man	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
Godly	Godly	j	Godly	godly	0
,	,	,	,	,	0
Psal.	Psal.	np1	Psal.	Psal.	1
4.3	4.3	crd	4.3	4.3	0
.	.	.	.	.	0
signifies	signifies	vvz	signifies	signify	0
,	,	,	,	,	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
marvelously	marvelously	av-j	marvelously	marvelous	0
separated	separated	vvn	separated	separate	0
or	or	cc	or	or	0
sele	sele	zz	sele	sele	0
∣	∣	sy	∣	∣	0
cted	cted	vvn	cted	ct	0
them	them	pno32	them	they	0
after	after	p-acp	after	after	0
a	a	dt	a	a	0
wonderful	wonderful	j	wondered	wonderful	0
manner	manner	n1	manner	manner	0
;	;	;	;	;	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
called	called	vvn	called	call	0
them	them	pno32	them	they	0
out	out	av	out	out	0
from	from	p-acp	from	from	0
among	among	p-acp	among	among	0
men	men	n2	men	man	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
with	with	p-acp	with	with	0
some	some	d	some	some	0
sign	sign	n1	sign	sign	0
of	of	pp-f	of	of	0
excel	excel	vvi	excel	excel	0
∣	∣	sy	∣	∣	0
lency	lency	n1	lency	lency	0
.	.	.	.	.	1
Now	Now	av	Now	now	0
although	although	cs	although	although	0
the	the	dt	the	the	0
world	world	n1	world	world	0
hates	hates	vvz	hates	hate	0
them	them	pno32	them	they	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
loveth	loveth	vvz	loves	love	0
them	them	pno32	them	they	0
:	:	:	:	:	0
1.	1.	crd	1.	1.	1
He	He	pns31	He	he	0
takes	takes	vvz	takes	take	0
them	them	pno32	them	they	0
into	into	p-acp	into	into	0
inward	inward	j	inward	inward	0
and	and	cc	and	and	0
special	special	j	special	special	0
covenant	covenant	n1	covenant	covenant	0
with	with	p-acp	with	with	0
his	his	po31	his	his	0
Majesty	Majesty	n1	Majesty	majesty	0
,	,	,	,	,	0
giving	giving	vvg	giving	give	0
himself	himself	px31	himself	himself	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
God	God	n1	God	god	0
,	,	,	,	,	0
and	and	cc	and	and	0
taking	taking	vvg	taking	take	0
them	them	pno32	them	they	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
own	own	d	own	own	0
people	people	n1	people	people	0
:	:	:	:	:	0
others	others	n2-jn	others	other	0
shall	shall	vmb	shall	shall	0
have	have	vhi	have	have	0
the	the	dt	the	the	0
sure	sure	j	sure	sure	0
Plagues	Plagues	n2	Plagues	plague	0
of	of	pp-f	of	of	0
Cain	Cain	np1	Cain	Cain	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Godly	Godly	j	Godly	godly	0
shall	shall	vmb	shall	shall	0
have	have	vhi	have	have	0
the	the	dt	the	the	0
sure	sure	j	sure	sure	0
mercies	mercies	n2	mercies	mercy	0
of	of	pp-f	of	of	0
David	David	np1	David	David	0
bestowed	bestowed	vvd	bestowed	bestow	0
on	on	p-acp	on	on	0
them	them	pno32	them	they	0
.	.	.	.	.	1
2.	2.	crd	2.	2.	1
He	He	pns31	He	he	0
redeems	redeems	vvz	redeems	redeem	0
them	them	pno32	them	they	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
hand	hand	n1	hand	hand	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
their	their	po32	their	their	0
Enemies	Enemies	n2	Enemies	enemy	0
:	:	:	:	:	0
th	th	dt	that	the	0
s	s	n1	s	shilling	0
was	was	vbds	was	be	0
the	the	dt	the	the	0
glorious	glorious	j	glorious	glorious	0
mark	mark	n1	mark	mark	0
of	of	pp-f	of	of	0
separa	separa	fw-la	separa	separa	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
given	given	vvn	given	give	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
type	type	n1	type	type	0
,	,	,	,	,	0
Exod.	Exod.	np1	Exod.	Exod.	1
8.23	8.23	crd	8.23	8.23	0
.	.	.	.	.	1
I	I	pns11	I	i	0
will	will	vmb	will	will	0
put	put	vvi	put	put	0
a	a	dt	a	a	0
division	division	n1	division	division	0
btween	btween	p-acp	between	between	0
my	my	po11	my	my	0
peo	peo	fw-la	peo	peo	0
∣	∣	sy	∣	∣	0
ple	ple	n1	ple	ple	0
and	and	cc	and	and	0
thy	thy	po21	thy	thy	0
people	people	n1	people	people	0
,	,	,	,	,	0
saith	saith	vvz	says	say	0
Moses	Moses	np1	Moses	Moses	0
to	to	p-acp	to	to	0
Pharaoh	Pharaoh	np1	Pharaoh	Pharaoh	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
:	:	:	:	:	0
the	the	dt	the	the	0
word	word	n1	word	word	0
is	is	vbz	is	be	0
[	[	[	[	[	0
Redemption	Redemption	n1	Redemption	redemption	0
]	]	]	]	]	0
the	the	dt	the	the	0
LXX	LXX	crd	LXX	lxx	0
.	.	.	.	.	1
LXX	LXX	crd	LXX	lxx	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
∣	∣	sy	∣	∣	0
terpret	terpret	vvb	terpret	terpret	0
.	.	.	.	.	1
Chald.	Chald.	np1	Chald.	Chald.	0
Pa	Pa	wd	Pa	pa	0
¦	¦	sy	¦	¦	0
