Tit.	Tit.	np1	Tit.	Tit.	0
answer	answer	n1	answer	answer	0
is	is	vbz	is	be	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
:	:	:	:	:	0
and	and	cc	and	and	0
his	his	po31	his	his	0
mea	mea	zz	mea	mea	0
∣	∣	sy	∣	∣	0
ning	ning	n1	ning	ning	0
must	must	vmb	must	must	0
be	be	vbi	be	be	0
conceiued	conceiued	vvn	conceived	conceive	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
distinction	distinction	n1	distinction	distinction	0
.	.	.	.	.	1
By	By	p-acp	By	by	0
nature	nature	n1	nature	nature	0
,	,	,	,	,	0
things	things	n2	things	thing	0
or	or	cc	or	or	0
∣	∣	sy	∣	∣	0
dained	dained	n-vvn	dained	dain	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
vncleane	vncleane	j	unclean	unclean	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
Moses	Moses	np1	Moses	Moses	0
in	in	p-acp	in	in	0
Genesis	Genesis	n1	Genesis	genesis	0
saith	saith	vvz	says	say	0
,	,	,	,	,	0
that	that	cst	that	that	0
God	God	np1	God	God	0
saw	saw	vvd	saw	see	0
all	all	d	all	all	0
things	things	n2	things	thing	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
made	made	vvn	made	make	0
,	,	,	,	,	0
and	and	cc	and	and	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
very	very	av	very	very	0
good	good	j	good	good	0
:	:	:	:	:	0
yet	yet	av	yet	yet	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
become	become	vvi	become	become	0
vncleane	vncleane	j	unclean	unclean	0
either	either	av-d	either	either	0
by	by	p-acp	by	by	0
lawe	lawe	n1	law	law	0
,	,	,	,	,	0
or	or	cc	or	or	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
fault	fault	n1	fault	fault	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
.	.	.	.	.	1
By	By	p-acp	By	by	0
law	law	n1	law	law	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
when	when	c-crq	when	when	0
God	God	np1	God	God	0
forbids	forbids	vvz	forbids	forbid	0
vs	vs	pno12	us	we	0
the	the	dt	the	the	0
things	things	n2	things	thing	0
which	which	r-crq	which	which	0
in	in	p-acp	in	in	0
themselues	themselues	px32	themselves	themselves	0
are	are	vbr	are	be	0
good	good	j	good	good	0
:	:	:	:	:	0
without	without	p-acp	without	without	0
whose	whose	rg-crq	whose	who	0
commandement	commandement	n1	commandment	commandment	0
,	,	,	,	,	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
as	as	a-acp	as	as	0
pure	pure	j	pure	pure	0
as	as	c-acp	as	as	0
things	things	n2	things	thing	0
not	not	xx	not	not	0
forbidden	forbidden	vvn	forbidden	forbid	0
.	.	.	.	.	1
Thus	Thus	av	Thus	thus	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
time	time	n1	time	time	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
olde	olde	j	old	old	0
Testament	Testament	n1	Testament	testament	0
God	God	np1	God	God	0
forbade	forbade	vvd	forbade	forbid	0
the	the	dt	the	the	0
Iewes	Iewes	np2	Iewes	Jew	0
the	the	dt	the	the	0
vse	vse	n1	use	use	0
of	of	pp-f	of	of	0
certaine	certaine	j	certain	certain	0
creatures	creatures	n2	creatures	creature	0
;	;	;	;	;	0
not	not	xx	not	not	0
because	because	p-acp	because	because	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
indeeede	indeeede	av	indeeede	indeed	0
worse	worse	jc	worse	worse	0
then	then	cs	then	than	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
because	because	c-acp	because	because	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
his	his	po31	his	his	0
pleasure	pleasure	n1	pleasure	pleasure	0
vpon	vpon	p-acp	upon	upon	0
speciall	speciall	j	special	special	0
cause	cause	n1	cause	cause	0
to	to	pc-acp	to	to	0
restraine	restraine	vvi	restrain	restrain	0
them	them	pno32	them	they	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
might	might	vmd	might	may	0
put	put	vvi	put	put	0
a	a	dt	a	a	0
difference	difference	n1	difference	difference	0
betweene	betweene	p-acp	between	between	0
his	his	po31	his	his	0
owne	owne	d	own	own	0
people	people	n1	people	people	0
and	and	cc	and	and	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
world	world	n1	world	world	0
:	:	:	:	:	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
might	might	vmd	might	may	0
exercise	exercise	vvi	exercise	exercise	0
their	their	po32	their	their	0
obe	obe	n1	obe	obe	0
∣	∣	sy	∣	∣	0
dience	dience	n1	dience	dience	0
,	,	,	,	,	0
and	and	cc	and	and	0
aduertise	aduertise	vvi	advertise	advertise	0
them	them	pno32	them	they	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
inward	inward	j	inward	inward	0
impuritie	impuritie	n1	impurity	impurity	0
of	of	pp-f	of	of	0
minde	minde	n1	mind	mind	0
.	.	.	.	.	1
Now	Now	av	Now	now	0
this	this	d	this	this	0
legall	legall	j	legal	legal	0
impu	impu	n1	impu	impu	0
∣	∣	sy	∣	∣	0
ritie	ritie	n1	ritie	ritie	0
was	was	vbds	was	be	0
abolished	abolished	vvn	abolished	abolish	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
ascension	ascension	n1	ascension	ascension	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
.	.	.	.	.	1
By	By	p-acp	By	by	0
the	the	dt	the	the	0
fault	fault	n1	fault	fault	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
things	things	n2	things	thing	0
are	are	vbr	are	be	0
vn	vn	fw-fr	vn	un	0
∣	∣	sy	∣	∣	0
cleane	cleane	vvb	clean	clean	0
when	when	c-crq	when	when	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
abused	abused	vvn	abused	abuse	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
applied	applied	vvn	applied	apply	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
ends	ends	n2	ends	end	0
for	for	p-acp	for	for	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
ordai	ordai	fw-gr	ordai	ordai	0
∣	∣	sy	∣	∣	0
ned	ned	zz	ned	ned	0
.	.	.	.	.	1
The	The	dt	The	the	0
second	second	ord	second	second	0
question	question	n1	question	question	0
is	is	vbz	is	be	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
whome	whome	r-crq	whom	who	0
things	things	n2	things	thing	0
ordained	ordained	vvn	ordained	ordain	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
are	are	vbr	are	be	0
pure	pure	j	pure	pure	0
?	?	?	?	?	1
He	He	pns31	He	he	0
answers	answers	vvz	answers	answer	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
pure	pure	j	pure	pure	0
:	:	:	:	:	0
Act.	Act.	n1	Act.	act	0
15.10	15.10	crd	15.10	15.10	0
.	.	.	.	.	1
2.	2.	crd	2.	2.	1
Tim.	Tim.	np1	Tim.	Tim.	0
4.3	4.3	crd	4.3	4.3	0
.	.	.	.	.	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
whose	whose	r-crq	whose	who	0
persons	persons	n2	persons	person	0
stand	stand	vvb	stand	stand	0
iustified	iustified	vvn	justified	justify	0
and	and	cc	and	and	0
sanctified	sanctified	vvn	sanctified	sanctify	0
before	before	p-acp	before	before	0
God	God	np1	God	God	0
in	in	p-acp	in	in	0
Christ	Christ	np1	Christ	Christ	0
in	in	p-acp	in	in	0
whome	whome	ro-crq	whom	who	0
they	they	pns32	they	they	0
beleeue	beleeue	vvb	believe	believe	0
:	:	:	:	:	0
who	who	r-crq	who	who	0
also	also	av	also	also	0
doe	doe	vdb	do	do	0
vse	vse	vvi	use	use	0
Gods	Gods	npg1	Gods	God	0
blessings	blessings	n2	blessings	blessing	0
in	in	p-acp	in	in	0
holy	holy	j	holy	holy	0
manner	manner	n1	manner	manner	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
glorie	glorie	n1	glory	glory	0
and	and	cc	and	and	0
the	the	dt	the	the	0
good	good	j	good	good	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
.	.	.	.	.	1
The	The	dt	The	the	0
third	third	ord	third	three	0
question	question	n1	question	question	0
is	is	vbz	is	be	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
to	to	p-acp	to	to	0
whome	whome	ro-crq	whom	who	0
all	all	d	all	all	0
things	things	n2	things	thing	0
are	are	vbr	are	be	0
vncleane	vncleane	j	unclean	unclean	0
?	?	?	?	?	0
his	his	po31	his	his	0
answer	answer	n1	answer	answer	0
is	is	vbz	is	be	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
vncleane	vncleane	j	unclean	unclean	0
:	:	:	:	:	0
by	by	p-acp	by	by	0
whome	whome	ro-crq	whom	who	0
he	he	pns31	he	he	0
vnderstands	vnderstands	vvz	understands	understand	0
all	all	d	all	all	0
such	such	d	such	such	0
I.	I.	np1	I.	I.	0
whose	whose	rg-crq	whose	who	0
persons	persons	n2	persons	person	0
displease	displease	vvi	displease	displease	0
God	God	np1	God	God	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
they	they	pns32	they	they	0
doe	doe	vdb	do	do	0
not	not	xx	not	not	0
indeede	indeede	av	indeed	indeed	0
beleeue	beleeue	vvi	believe	believe	0
in	in	p-acp	in	in	0
Christ	Christ	np1	Christ	Christ	0
:	:	:	:	:	0
II.	II.	crd	II	ii	0
who	who	r-crq	who	who	0
vse	vse	n1	use	use	0
not	not	xx	not	not	0
the	the	dt	the	the	0
gifts	gifts	n2	gifts	gift	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
in	in	p-acp	in	in	0
holy	holy	j	holy	holy	0
manner	manner	n1	manner	manner	0
,	,	,	,	,	0
sanctifying	sanctifying	vvg	sanctifying	sanctify	0
them	them	pno32	them	they	0
by	by	p-acp	by	by	0
word	word	n1	word	word	0
and	and	cc	and	and	0
praier	praier	n1	prayer	prayer	0
:	:	:	:	:	0
III	III	np1	III	Iii	0
:	:	:	:	:	0
who	who	r-crq	who	who	0
abuse	abuse	vvb	abuse	abuse	0
them	them	pno32	them	they	0
to	to	p-acp	to	to	0
bad	bad	j	bad	bad	0
endes	endes	n2	ends	end	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
to	to	p-acp	to	to	0
riot	riot	n1	riot	riot	0
,	,	,	,	,	0
pride	pride	n1	pride	pride	0
,	,	,	,	,	0
and	and	cc	and	and	0
oppression	oppression	n1	oppression	oppression	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	1
Nowe	Nowe	av	Now	now	0
that	that	cst	that	that	0
to	to	p-acp	to	to	0
such	such	d	such	such	0
,	,	,	,	,	0
the	the	dt	the	the	0
vse	vse	n1	use	use	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
the	the	dt	the	the	0
creatures	creatures	n2	creatures	creature	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
is	is	vbz	is	be	0
vncleane	vncleane	j	unclean	unclean	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
manifest	manifest	j	manifest	manifest	0
:	:	:	:	:	0
because	because	c-acp	because	because	0
all	all	d	all	all	0
their	their	po32	their	their	0
actions	actions	n2	actions	action	0
are	are	vbr	are	be	0
sinnes	sinnes	n2	sins	sin	0
in	in	p-acp	in	in	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
done	done	vdn	done	do	0
of	of	pp-f	of	of	0
faith	faith	n1	faith	faith	0
:	:	:	:	:	0
and	and	cc	and	and	0
a	a	dt	a	a	0
mans	mans	ng1	men	man	0
persons	persons	n2	persons	person	0
must	must	vmb	must	must	0
first	first	ord	first	first	0
please	please	vvi	please	please	0
God	God	np1	God	God	0
in	in	p-acp	in	in	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
before	before	p-acp	before	before	0
his	his	po31	his	his	0
action	action	n1	actium	action	0
or	or	cc	or	or	0
worke	worke	n1	work	work	0
done	done	vdn	done	do	0
can	can	vmb	can	can	0
please	please	vvi	please	please	0
him	him	pno31	him	he	0
.	.	.	.	.	1
Againe	Againe	av	Again	again	0
they	they	pns32	they	they	0
vse	vse	vvb	use	use	0
the	the	dt	the	the	0
blessings	blessings	n2	blessings	blessing	0
and	and	cc	and	and	0
creatures	creatures	n2	creatures	creature	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
with	with	p-acp	with	with	0
euill	euill	j-jn	evil	evil	0
conscience	conscience	n1	conscience	conscience	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
so	so	av	so	so	0
long	long	j	long	long	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
forth	forth	av	forth	forth	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
but	but	p-acp	but	but	0
vsurpers	vsurpers	n2	usurper's	usurper	0
thereof	thereof	av	thereof	thereof	0
before	before	p-acp	before	before	0
God	God	np1	God	God	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
fall	fall	n1	fallen	fall	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
first	first	ord	first	first	0
Adam	Adam	np1	Adam	Adam	0
we	we	pns12	we	we	0
lost	lost	vvd	lost	lose	0
the	the	dt	the	the	0
title	title	n1	title	title	0
and	and	cc	and	and	0
interest	interest	n1	interest	interest	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
good	good	j	good	good	0
things	things	n2	things	thing	0
:	:	:	:	:	0
and	and	cc	and	and	0
though	though	cs	though	though	0
God	God	np1	God	God	0
permitte	permitte	vvb	permit	permit	0
the	the	dt	the	the	0
vse	vse	n1	use	use	0
of	of	pp-f	of	of	0
many	many	d	many	many	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
to	to	p-acp	to	to	0
wicked	wicked	j	wicked	wicked	0
men	men	n2	men	man	0
;	;	;	;	;	0
yet	yet	av	yet	yet	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
the	the	dt	the	the	0
former	former	j	former	former	0
title	title	n1	title	title	0
recouered	recouered	vvn	recovered	recover	0
but	but	p-acp	but	but	0
in	in	p-acp	in	in	0
Christ	Christ	np1	Christ	Christ	0
the	the	dt	the	the	0
second	second	ord	second	second	0
Adam	Adam	np1	Adam	Adam	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
whome	whome	ro-crq	whom	who	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
aduanced	aduanced	vvd	advanced	advance	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
better	better	jc	better	better	0
estate	estate	n1	estate	estate	0
then	then	cs	then	than	0
we	we	pns12	we	we	0
had	had	vhd	had	have	0
by	by	p-acp	by	by	0
crea	crea	n1	crea	crea	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
.	.	.	.	.	1
Hence	Hence	av	Hence	hence	0
it	it	pn31	it	it	0
followes	followes	vvz	follows	follow	0
necessarily	necessarily	av-j	necessarily	necessary	0
,	,	,	,	,	0
that	that	cst	that	that	0
(	(	(	(	(	0
to	to	p-acp	to	to	0
omit	omit	vvi	omit	omit	0
all	all	d	all	all	0
other	other	j-jn	other	other	0
things	things	n2	things	thing	0
,	,	,	,	,	0
)	)	)	)	)	0
Nobilitie	Nobilitie	n1	Nobility	nobility	0
,	,	,	,	,	0
though	though	cs	though	though	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
a	a	dt	a	a	0
blessing	blessing	n1	blessing	blessing	0
and	and	cc	and	and	0
ordinance	ordinance	n1	ordinance	ordinance	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
is	is	vbz	is	be	0
but	but	p-acp	but	but	0
an	an	dt	and	a	0
vncleane	vncleane	j	unclean	unclean	0
thing	thing	n1	thing	thing	0
,	,	,	,	,	0
if	if	cs	if	if	0
the	the	dt	the	the	0
enioyers	enioyers	n2	enjoyers	enjoyer	0
thereof	thereof	av	thereof	thereof	0
be	be	vbb	be	be	0
not	not	xx	not	not	0
truly	truly	av-j	truly	true	0
ingrafted	ingrafted	vvn	ingrafted	ingraft	0
into	into	p-acp	into	into	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
and	and	cc	and	and	0
made	made	vvd	made	make	0
bone	bone	n1	bone	bone	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
bone	bone	n1	bone	bone	0
and	and	cc	and	and	0
flesh	flesh	n1	flesh	flesh	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
flesh	flesh	n1	flesh	flesh	0
.	.	.	.	.	1
The	The	dt	The	the	0
blood	blood	n1	blood	blood	0
vnstained	vnstained	j-vvn-u	unstained	stain	0
before	before	c-acp	before	before	0
men	men	n2	men	man	0
,	,	,	,	,	0
is	is	vbz	is	be	0
stained	stained	vvn	stained	stain	0
blood	blood	n1	blood	blood	0
before	before	p-acp	before	before	0
God	God	np1	God	God	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
fall	fall	n1	fallen	fall	0
of	of	pp-f	of	of	0
A	A	np1	A	A	0
∣	∣	sy	∣	∣	0
dam	dam	n1	dam	dam	0
,	,	,	,	,	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
not	not	xx	not	not	0
restored	restored	vvn	restored	restore	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
blood	blood	n1	blood	blood	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
the	the	dt	the	the	0
lambe	lambe	n1	lamb	lamb	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
.	.	.	.	.	1
And	And	cc	And	and	0
hence	hence	av	hence	hence	0
it	it	pn31	it	it	0
follows	follows	vvz	follows	follow	0
againe	againe	av	again	again	0
,	,	,	,	,	0
that	that	cst	that	that	0
Nobilitie	Nobilitie	n1	Nobility	nobility	0
must	must	vmb	must	must	0
not	not	xx	not	not	0
dwell	dwell	vvi	dwell	dwell	0
solitarie	solitarie	j	solitary	solitary	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
combine	combine	vvb	combine	combine	0
her	her	po31	her	her	0
selfe	selfe	n1	self	self	0
in	in	p-acp	in	in	0
perpetuall	perpetuall	j	perpetual	perpetual	0
fel	fel	vvd	fell	fall	0
∣	∣	sy	∣	∣	0
lowship	lowship	n1	lowship	lowship	0
with	with	p-acp	with	with	0
heartie	heartie	j	hearty	hearty	0
loue	loue	n1	love	love	0
and	and	cc	and	and	0
syncere	syncere	j	sincere	sincere	0
obedience	obedience	n1	obedience	obedience	0
of	of	pp-f	of	of	0
pure	pure	j	pure	pure	0
and	and	cc	and	and	0
sound	sound	j	found	sound	0
religion	religion	n1	religion	religion	0
:	:	:	:	:	0
without	without	p-acp	without	without	0
the	the	dt	the	the	0
which	which	r-crq	which	which	0
all	all	d	all	all	0
pleasant	pleasant	j	pleasant	pleasant	0
pastimes	pastimes	n2	pastimes	pastime	0
,	,	,	,	,	0
all	all	d	all	all	0
sumptuousnes	sumptuousnes	n1	sumptuousness	sumptuousness	0
of	of	pp-f	of	of	0
building	building	n1	building	building	0
,	,	,	,	,	0
all	all	d	all	all	0
brauerie	brauerie	n1	bravery	bravery	0
in	in	p-acp	in	in	0
apparell	apparell	n1	apparel	apparel	0
,	,	,	,	,	0
all	all	d	all	all	0
glistering	glistering	vvg	glistering	glister	0
in	in	p-acp	in	in	0
gold	gold	n1	gold	gold	0
,	,	,	,	,	0
all	all	d	all	all	0
delicate	delicate	j	delicate	delicate	0
fare	fare	n1	fare	fare	0
,	,	,	,	,	0
all	all	d	all	all	0
delightfull	delightfull	j	delightful	delightful	0
musicke	musicke	n1	music	music	0
,	,	,	,	,	0
all	all	d	all	all	0
reuerence	reuerence	n1	reverence	reverence	0
done	done	vdn	done	do	0
with	with	p-acp	with	with	0
cappe	cappe	n1	cap	cap	0
and	and	cc	and	and	0
knee	knee	n1	knee	knee	0
,	,	,	,	,	0
all	all	d	all	all	0
earthly	earthly	j	earthly	earthly	0
pleasures	pleasures	n2	pleasures	pleasure	0
and	and	cc	and	and	0
delights	delights	n2	delights	delight	0
that	that	cst	that	that	0
heart	heart	n1	heart	heart	0
can	can	vmb	can	can	0
wish	wish	vvi	wish	wish	0
,	,	,	,	,	0
are	are	vbr	are	be	0
but	but	cc-acp	but	but	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
vanishing	vanishing	vvg	vanishing	vanish	0
shadow	shadow	n1	shadow	shadow	0
,	,	,	,	,	0
or	or	cc	or	or	0
like	like	av-j	like	like	0
the	the	dt	the	the	0
mirth	mirth	n1	mirth	mirth	0
that	that	cst	that	that	0
beginnes	beginnes	vvz	begins	begin	0
in	in	p-acp	in	in	0
laughing	laughing	vvg	laughing	laugh	0
and	and	cc	and	and	0
endes	endes	n2	ends	end	0
in	in	p-acp	in	in	0
woe	woe	n1	woe	woe	0
.	.	.	.	.	1
A	A	dt	A	a	0
happie	happie	j	happy	happy	0
thing	thing	n1	thing	thing	0
were	were	vbdr	were	be	0
it	it	pn31	it	it	0
,	,	,	,	,	0
if	if	cs	if	if	0
this	this	d	this	this	0
consideration	consideration	n1	consideration	consideration	0
might	might	vmd	might	may	0
take	take	vvi	take	take	0
place	place	n1	place	place	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
hearts	hearts	n2	hearts	heart	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
noble	noble	j	noble	noble	0
men	men	n2	men	man	0
:	:	:	:	:	0
it	it	pn31	it	it	0
would	would	vmd	would	will	0
make	make	vvi	make	make	0
them	them	pno32	them	they	0
honour	honour	n1	honour	honour	0
God	God	np1	God	God	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
might	might	vmd	might	may	0
be	be	vbi	be	be	0
honoured	honoured	vvn	honoured	honour	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
with	with	p-acp	with	with	0
euer	euer	av	ever	ever	0
∣	∣	sy	∣	∣	0
lasting	lasting	vvg	lasting	last	0
honour	honour	n1	honour	honour	0
:	:	:	:	:	0
1.	1.	crd	1.	1.	1
Sam.	Sam.	np1	Sam.	Sam	0
.	.	.	.	.	1
22.26	22.26	crd	22.26	22.26	0
.	.	.	.	.	1
Psal.	Psal.	np1	Psal.	Psal.	0
2.12	2.12	crd	2.12	2.12	0
.	.	.	.	.	0
and	and	cc	and	and	0
it	it	pn31	it	it	0
would	would	vmd	would	will	0
make	make	vvi	make	make	0
them	them	pno32	them	they	0
kisse	kisse	vvi	kiss	kiss	0
the	the	dt	the	the	0
Sonne	Sonne	n1	Son	son	0
least	least	cs	lest	lest	0
he	he	pns31	he	he	0
be	be	vbb	be	be	0
angrie	angrie	j	angry	angry	0
,	,	,	,	,	0
and	and	cc	and	and	0
they	they	pns32	they	they	0
perish	perish	vvb	perish	perish	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
way	way	n1	way	way	0
.	.	.	.	.	1
I	I	pns11	I	i	0
speake	speake	vvb	speak	speak	0
not	not	xx	not	not	0
this	this	d	this	this	0
as	as	c-acp	as	as	0
though	though	cs	though	though	0
I	I	pns11	I	i	0
doubted	doubted	vvd	doubted	doubt	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Lordships	Lordships	ng1	Lordship's	lordship	0
care	care	n1	care	care	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
very	very	j	very	very	0
point	point	n1	point	point	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
mine	mine	po11	mine	my	0
onely	onely	j	only	only	0
meaning	meaning	n1	meaning	meaning	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
put	put	vvi	put	put	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
minde	minde	n1	mind	mind	0
,	,	,	,	,	0
that	that	cst	that	that	0
as	as	c-acp	as	as	0
you	you	pn22	you	you	0
haue	haue	vhb	have	have	0
begunne	begunne	vvn	begun	begin	0
to	to	p-acp	to	to	0
cleane	cleane	j	clean	clean	0
vnto	vnto	p-acp	unto	unto	0
Christ	Christ	np1	Christ	Christ	0
with	with	p-acp	with	with	0
full	full	j	full	full	0
of	of	pp-f	of	of	0
purpose	purpose	n1	purpose	purpose	0
of	of	pp-f	of	of	0
heart	heart	n1	heart	heart	0
,	,	,	,	,	0
so	so	av	so	so	0
you	you	pn22	you	you	0
would	would	vmd	would	will	0
continue	continue	vvi	continue	continue	0
to	to	pc-acp	to	to	0
doe	doe	vdi	do	do	0
