Heroick	Heroick	j	Heroic	heroic	0
be	be	vbi	be	be	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
happy	happy	j	happy	happy	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
He	He	pns31	He	he	0
is	is	vbz	is	be	0
Good	Good	j	Good	good	0
;	;	;	;	;	0
and	and	cc	and	and	0
as	as	c-acp	as	as	0
Good	Good	j	Good	good	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
He	He	pns31	He	he	0
is	is	vbz	is	be	0
Great	Great	j	Great	great	0
:	:	:	:	:	0
the	the	dt	the	the	0
Best	Best	js	Best	best	0
of	of	pp-f	of	of	0
Men	Men	n2	Men	man	0
,	,	,	,	,	0
crowned	crowned	vvn	crowned	crown	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Best	Best	js	Best	best	0
of	of	pp-f	of	of	0
Blessings	Blessings	n2	Blessings	blessing	0
.	.	.	.	.	1
Sir	Sir	n1	Sir	sir	0
—	—	—	—	—	0
your	your	po22	your	your	0
Excellency	Excellency	n1	Excellency	excellency	0
is	is	vbz	is	be	0
now	now	av	now	now	0
,	,	,	,	,	0
the	the	dt	the	the	0
Renowned	Renowned	j-vvn	Renowned	renown	0
Instrument	Instrument	n1	Instrument	instrument	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
wonderful	wonderful	j	wondered	wonderful	0
Transactions	Transactions	n2	Transactions	transaction	0
:	:	:	:	:	0
In	In	p-acp	In	in	0
the	the	dt	the	the	0
name	name	n1	name	name	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
go	go	vvb	go	go	0
on	on	a-acp	on	on	0
,	,	,	,	,	0
and	and	cc	and	and	0
prosper	prosper	vvi	prosper	prosper	0
.	.	.	.	.	1
Certainly	Certainly	av-j	Certainly	certain	0
(	(	(	(	(	0
my	my	po11	my	my	0
Lord	Lord	n1	Lord	lord	0
)	)	)	)	)	0
if	if	cs	if	if	0
your	your	po22	your	your	0
auspicious	auspicious	j	auspicious	auspicious	0
self	self	n1	self	self	0
,	,	,	,	,	0
shall	shall	vmb	shall	shall	0
(	(	(	(	(	0
with	with	p-acp	with	with	0
this	this	d	this	this	0
hopefully-happy	hopefully-happy	j	hopefully-happy	hopefully-happy	0
Parliament	Parliament	n1	Parliament	parliament	0
)	)	)	)	)	0
go	go	vvb	go	go	0
on	on	a-acp	on	on	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
Act	Act	n1	Act	act	0
for	for	p-acp	for	for	0
God	God	np1	God	God	0
;	;	;	;	;	0
and	and	cc	and	and	0
the	the	dt	the	the	0
good	good	j	good	good	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
distressed	distressed	j-vvn	distressed	distress	0
People	People	n1	People	people	0
:	:	:	:	:	0
By	By	p-acp	By	by	0
Enthroning	Enthroning	vvg	Enthroning	enthron	0
,	,	,	,	,	0
The	The	dt	The	the	0
most	most	av-ds	most	most	0
Illustrious	Illustrious	j	Illustrious	illustrious	0
Prince	Prince	n1	Prince	prince	0
,	,	,	,	,	0
And	And	cc	And	and	0
Our	Our	po12	Our	our	0
Lawful	Lawful	j	Lawful	lawful	0
King	King	n1	King	king	0
,	,	,	,	,	0
Charles	Charles	np1	Charles	Charles	0
the	the	dt	the	the	0
Second	Second	ord	Second	second	0
:	:	:	:	:	0
For	For	c-acp	For	for	0
the	the	dt	the	the	0
Setling	Setling	vvg	Settling	settle	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
State	State	n1	State	state	0
:	:	:	:	:	0
For	For	c-acp	For	for	0
the	the	dt	the	the	0
Reforming	Reforming	n-vvg	Reforming	reform	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
:	:	:	:	:	0
For	For	c-acp	For	for	0
the	the	dt	the	the	0
Establishing	Establishing	n-vvg	Establishing	establish	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lawes	Lawes	n2	Laws	law	0
:	:	:	:	:	0
And	And	cc	And	and	0
the	the	dt	the	the	0
Maintaining	Maintaining	vvg	Maintaining	maintain	0
,	,	,	,	,	0
our	our	po12	our	our	0
Reiigion	Reiigion	n1	Reiigion	reiigion	0
;	;	;	;	;	0
That	That	cst	That	that	0
most	most	ds	most	most	0
true	true	j	true	true	0
,	,	,	,	,	0
Protestant	Protestant	n1	Protestant	protestant	0
Religion	Religion	n1	Religion	religion	0
,	,	,	,	,	0
Of	Of	pp-f	Of	of	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
:	:	:	:	:	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
confident	confident	j	confident	confident	0
,	,	,	,	,	0
—	—	—	—	—	0
You	You	pn22	You	you	0
shall	shall	vmb	shall	shall	0
as	as	a-acp	as	as	0
surely	surely	av-j	surely	sure	0
Prosper	Prosper	vvi	Prosper	prosper	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
having	having	vhg	having	have	0
,	,	,	,	,	0
The	The	dt	The	the	0
Holy	Holy	j	Holy	holy	0
Spirit	Spirit	n1	Spirit	spirit	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
Your	Your	po22	Your	your	0
Guid	Guid	n1	Guide	guide	0
:	:	:	:	:	0
The	The	dt	The	the	0
holy	holy	j	holy	holy	0
Angels	Angels	n2	Angels	angel	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
Your	Your	po22	Your	your	0
Guard	Guard	n1	Guard	guard	0
:	:	:	:	:	0
Here	Here	av	Here	here	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
Famous	Famous	j	Famous	famous	0
;	;	;	;	;	0
and	and	cc	and	and	0
Hereafter	Hereafter	av	Hereafter	hereafter	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
Glo	Glo	n1	Glow	glow	0
∣	∣	sy	∣	∣	0
rious	rious	j	rious	rious	0
;	;	;	;	;	0
as	as	c-acp	as	as	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
God	God	n1	God	god	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
Heaven	Heaven	n1	Heaven	heaven	0
.	.	.	.	.	1
