WEE	WEE	pns12	we	we	0
Church-Communions	Church-Communions	j	Church-Communions	church-communions	0
;	;	;	;	;	0
It	It	pn31	It	it	0
is	is	vbz	is	be	0
possible	possible	j	possible	possible	0
,	,	,	,	,	0
and	and	cc	and	and	0
but	but	p-acp	but	but	0
after	after	p-acp	after	after	0
the	the	dt	the	the	0
manner	manner	n1	manner	manner	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
,	,	,	,	,	0
and	and	cc	and	and	0
more	more	dc	more	more	0
ordina	ordina	n1	ordinam	ordinam	0
∣	∣	sy	∣	∣	0
ry	ry	zz	ry	ry	0
with	with	p-acp	with	with	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
judge	judge	vvi	judge	judge	0
amisse	amisse	av	amiss	amiss	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
own	own	d	own	own	0
performances	performances	n2	performances	performance	0
,	,	,	,	,	0
too	too	av	too	too	0
partially	partially	av-j	partially	partial	0
and	and	cc	and	and	0
fatherlike	fatherlike	av-j	fatherlike	fatherlike	0
(	(	(	(	(	0
for	for	p-acp	for	for	0
libri	libri	n1	libri	libri	0
quasi	quasi	fw-la	quasi	quasi	0
liberi	liberi	fw-la	liberi	liberi	0
,	,	,	,	,	0
books	books	n2	books	book	0
are	are	vbr	are	be	0
like	like	j	like	like	0
children	children	n2	children	child	0
)	)	)	)	)	0
we	we	pns12	we	we	0
o	o	sy	oh	o	0
∣	∣	sy	∣	∣	0
ver-look	ver-look	j	ver-look	ver-look	0
their	their	po32	their	their	0
faults	faults	n2	faults	fault	0
,	,	,	,	,	0
or	or	cc	or	or	0
we	we	pns12	we	we	0
deal	deal	vvb	deal	deal	0
too	too	av	too	too	0
tenderly	tenderly	av-j	tenderly	tender	0
with	with	p-acp	with	with	0
them	them	pno32	them	they	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
others	others	n2-jn	others	other	0
may	may	vmb	may	may	0
too	too	av	too	too	0
rashly	rashly	av-j	rashly	rash	0
and	and	cc	and	and	0
rigedly	rigedly	av-j	rigedly	riged	0
.	.	.	.	.	1
There	There	a-acp	There	there	0
∣	∣	sy	∣	∣	0
fore	fore	av	before	fore	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
things	things	n2	things	thing	0
now	now	av	now	now	0
stand	stand	vvb	stand	stand	0
,	,	,	,	,	0
the	the	dt	the	the	0
world	world	n1	world	world	0
must	must	vmb	must	must	0
judge	judge	vvi	judge	judge	0
betwixt	betwixt	p-acp	betwixt	betwixt	0
us	us	pno12	us	we	0
,	,	,	,	,	0
or	or	cc	or	or	0
as	as	c-acp	as	as	0
many	many	d	many	many	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
as	as	c-acp	as	as	0
are	are	vbr	are	be	0
fitted	fitted	vvn	fitted	fit	0
with	with	p-acp	with	with	0
patience	patience	n1	patience	patience	0
to	to	pc-acp	to	to	0
sit	sit	vvi	fit	sit	0
out	out	av	out	out	0
the	the	dt	the	the	0
hearing	hearing	n-vvg	hearing	hear	0
of	of	pp-f	of	of	0
so	so	av	so	so	0
meane	meane	j	mean	mean	0
matters	matters	n2	matters	matter	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
acted	acted	vvn	acted	act	0
by	by	p-acp	by	by	0
us	us	pno12	us	we	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
mean	mean	j	mean	mean	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
meanest	meanest	js	meanest	mean	0
,	,	,	,	,	0
and	and	cc	and	and	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
presented	presented	vvn	presented	present	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
eye	eye	n1	eye	eye	0
and	and	cc	and	and	0
eare	eare	n1	ear	ear	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
or	or	cc	or	or	0
∣	∣	sy	∣	∣	0
der	der	zf	der	there	0
and	and	cc	and	and	0
respective	respective	j	respective	respective	0
places	places	n2	places	place	0
;	;	;	;	;	0
Meane	Meane	av-j	Mean	mean	0
we	we	pns12	we	we	0
say	say	vvb	say	say	0
as	as	a-acp	as	as	0
acted	acted	vvn	acted	act	0
by	by	p-acp	by	by	0
us	us	pno12	us	we	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
relation	relation	n1	relation	relation	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
house	house	n1	house	house	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
living	living	j-vvg	living	live	0
God	God	np1	God	God	0
,	,	,	,	,	0
the	the	dt	the	the	0
management	management	n1	management	management	0
of	of	pp-f	of	of	0
matters	matters	n2	matters	matter	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Stewards	Stewards	n2	Stewards	steward	0
there	there	a-acp	there	there	0
,	,	,	,	,	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
appear	appear	vvi	appear	appear	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
matters	matters	n2	matters	matter	0
high	high	j	high	high	0
and	and	cc	and	and	0
Glorious	Glorious	j	Glorious	glorious	0
,	,	,	,	,	0
just	just	av	just	just	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
manner	manner	n1	manner	manner	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
mannaged	mannaged	vvn	managed	manage	0
,	,	,	,	,	0
if	if	cs	if	if	0
after	after	p-acp	after	after	0
the	the	dt	the	the	0
due	due	j-jn	due	due	0
order	order	n1	order	order	0
,	,	,	,	,	0
then	then	av	then	then	0
high	high	j	high	high	0
and	and	cc	and	and	0
glorious	glorious	j	glorious	glorious	0
,	,	,	,	,	0
if	if	cs	if	if	0
otherwise	otherwise	av	otherwise	otherwise	0
,	,	,	,	,	0
then	then	av	then	then	0
low	low	j	low	low	0
and	and	cc	and	and	0
inglorious	inglorious	j	inglorious	inglorious	0
.	.	.	.	.	1
Now	Now	av	Now	now	0
be	be	vbb	be	be	0
not	not	xx	not	not	0
discouraged	discouraged	vvn	discouraged	discourage	0
,	,	,	,	,	0
Reader	Reader	n1	Reader	reader	0
at	at	p-acp	at	at	0
our	our	po12	our	our	0
mean	mean	j	mean	mean	0
∣	∣	sy	∣	∣	0
nesse	nesse	n1	ness	ness	0
,	,	,	,	,	0
though	though	cs	though	though	0
so	so	av	so	so	0
meane	meane	vvb	mean	mean	0
wee	wee	pns12	we	we	0
are	are	vbr	are	be	0
as	as	c-acp	as	as	0
thou	thou	pns21	thou	thou	0
canst	canst	vm2	canst	can	0
think	think	vvi	think	think	0
us	us	pno12	us	we	0
.	.	.	.	.	1
We	We	pns12	We	we	0
would	would	vmd	would	will	0
gladly	gladly	av-j	gladly	glad	0
suppose	suppose	vvi	suppose	suppose	0
thee	thee	pno21	thee	thou	0
a	a	dt	a	a	0
blessed	blessed	j-vvn	blessed	bless	0
man	man	n1	man	man	0
;	;	;	;	;	0
the	the	dt	the	the	0
bent	bent	n1	bent	bent	0
of	of	pp-f	of	of	0
whose	whose	rg-crq	whose	who	0
Spirit	Spirit	n1	Spirit	spirit	0
is	is	vbz	is	be	0
such	such	d	such	such	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
cannot	cannot	vmbx	cannot	can	0
stirre	stirre	vvi	stir	stir	0
or	or	cc	or	or	0
make	make	vvi	make	make	0
the	the	dt	the	the	0
least	least	ds	least	least	0
motion	motion	n1	motion	motion	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
Truth	Truth	n1	Truth	truth	0
.	.	.	.	.	1
And	And	cc	And	and	0
then	then	av	then	then	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
blessed	blessed	j-vvn	blessed	bless	0
comfort	comfort	n1	comfort	comfort	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
blessed	blessed	j-vvn	blessed	bless	0
man	man	n1	man	man	0
(	(	(	(	(	0
to	to	p-acp	to	to	0
thee	thee	pno21	thee	thou	0
,	,	,	,	,	0
if	if	cs	if	if	0
thou	thou	pns21	thou	thou	0
be	be	vbb	be	be	0
hee	hee	pns31	he	he	0
)	)	)	)	)	0
that	that	cst	that	that	0
though	though	cs	though	though	0
wee	wee	pns12	we	we	0
should	should	vmd	should	shall	0
put	put	vvi	put	put	0
forth	forth	av	forth	forth	0
our	our	po12	our	our	0
strength	strength	n1	strength	strength	0
,	,	,	,	,	0
not	not	xx	not	not	0
ingorantly	ingorantly	av-j	ingorantly	ingorant	0
onely	onely	j	only	only	0
but	but	cc-acp	but	but	0
wickedly	wickedly	av-j	wickedly	wicked	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
through	through	p-acp	through	through	0
grace	grace	n1	grace	grace	0
is	is	vbz	is	be	0
as	as	a-acp	as	as	0
far	far	av-j	far	far	0
from	from	p-acp	from	from	0
us	us	pno12	us	we	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
wee	wee	pns12	we	we	0
would	would	vmd	would	will	0
have	have	vhi	have	have	0
that	that	d	that	that	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
an	an	dt	and	a	0
abo	abo	zz	abo	abo	0
∣	∣	sy	∣	∣	0
mination	mination	n1	mination	mination	0
to	to	p-acp	to	to	0
us	us	pno12	us	we	0
)	)	)	)	)	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
we	we	pns12	we	we	0
shall	shall	vmb	shall	shall	0
ne	ne	ccx	ne	ne	0
∣	∣	sy	∣	∣	0
ver	ver	p-acp	for	for	0
prevail	prevail	vvi	prevail	prevail	0
against	against	p-acp	against	against	0
it	it	pn31	it	it	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
undoubtedly	undoubtedly	av-j	undoubtedly	undoubted	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
great	great	j	great	great	0
Conquerour	Conquerour	n1	Conqueror	conqueror	0
at	at	p-acp	at	at	0
last	last	ord	last	last	0
,	,	,	,	,	0
&	&	cc	&	and	0
is	is	vbz	is	be	0
gaining	gaining	vvg	gaining	gain	0
every	every	d	every	every	0
day	day	n1	day	day	0
luster	luster	n1	luster	luster	0
and	and	cc	and	and	0
Glory	Glory	n1	Glory	glory	0
by	by	p-acp	by	by	0
our	our	po12	our	our	0
most	most	av-ds	most	most	0
inglorious	inglorious	j	inglorious	inglorious	0
act	act	n1	act	act	0
∣	∣	sy	∣	∣	0
ings	ings	n1	ings	ings	0
against	against	p-acp	against	against	0
it	it	pn31	it	it	0
.	.	.	.	.	1
Questionless	Questionless	j	Questionless	questionless	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
ventilated	ventilated	vvn	ventilated	ventilate	0
win	win	n1	win	win	0
∣	∣	sy	∣	∣	0
nowed	nowed	j	nowed	nowed	0
and	and	cc	and	and	0
purged	purged	vvn	purged	purge	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
blastings	blastings	n2-vvg	blastings	blast	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
of	of	pp-f	of	of	0
cor	cor	fw-la	cor	cor	0
∣	∣	sy	∣	∣	0
rupt	rupt	vvi	rupt	rupt	0
minds	minds	ng1	minds	mind	0
upon	upon	p-acp	upon	upon	0
it	it	pn31	it	it	0
;	;	;	;	;	0
surely	surely	av-j	surely	sure	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
cleared	cleared	vvn	cleared	clear	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
dross	dross	n1	dross	dross	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
would	would	vmd	would	will	0
cleave	cleave	vvi	cleave	cleave	0
to	to	p-acp	to	to	0
it	it	pn31	it	it	0
)	)	)	)	)	0
passing	passing	vvg	passing	pass	0
through	through	p-acp	through	through	0
so	so	av	so	so	0
many	many	d	many	many	0
heated	heated	j-vvn	heated	heat	0
hands	hands	n2	hands	hand	0
and	and	cc	and	and	0
fiery	fiery	j	fiery	fiery	0
mouths	mouths	n2	mouths	mouth	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
so	so	av	so	so	0
ma	ma	n1	ma	man	0
∣	∣	sy	∣	∣	0
ny	ny	fw-fr	ny	ny	0
fining	fining	j-vvg	fining	fine	0
pots	pots	n2	pots	pot	0
,	,	,	,	,	0
though	though	cs	though	though	0
intended	intended	vvn	intended	intend	0
by	by	p-acp	by	by	0
man	man	n1	man	man	0
utterly	utterly	av-j	utterly	utter	0
to	to	pc-acp	to	to	0
extinguish	extinguish	vvi	extinguish	extinguish	0
and	and	cc	and	and	0
consume	consume	vvi	consume	consume	0
it	it	pn31	it	it	0
:	:	:	:	:	0
oh	oh	uh	o	oh	0
the	the	dt	the	the	0
glorious	glorious	j	glorious	glorious	0
advan	advan	n1	advan	advan	0
∣	∣	sy	∣	∣	0
tages	tages	n2	tages	tage	0
truth	truth	n1	truth	truth	0
hath	hath	vhz	hath	have	0
gained	gained	vvn	gained	gain	0
all	all	d	all	all	0
along	along	p-acp	along	along	0
these	these	d	these	these	0
feirce	feirce	j	fierce	fierce	0
and	and	cc	and	and	0
perilous	perilous	j	perilous	perilous	0
times	times	n2	times	time	0
,	,	,	,	,	0
while	while	cs	while	while	0
errour	errour	n1	error	error	0
sate	sate	vvd	sat	sit	0
in	in	p-acp	in	in	0
state	state	n1	state	state	0
,	,	,	,	,	0
or	or	cc	or	or	0
as	as	c-acp	as	as	0
we	we	pns12	we	we	0
may	may	vmb	may	may	0
say	say	vvi	say	say	0
in	in	p-acp	in	in	0
its	its	po31	its	its	0
Throne	Throne	n1	Throne	throne	0
,	,	,	,	,	0
like	like	av-j	like	like	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
might	might	vmd	might	may	0
be	be	vbi	be	be	0
con	con	fw-mi	con	con	0
∣	∣	sy	∣	∣	0
ceived	ceived	vvn	ceived	ceive	0
by	by	p-acp	by	by	0
some	some	d	some	some	0
,	,	,	,	,	0
a	a	dt	a	a	0
perpetuall	perpetuall	j	perpetual	perpetual	0
Dictator	Dictator	n1	Dictator	dictator	0
against	against	p-acp	against	against	0
it	it	pn31	it	it	0
;	;	;	;	;	0
It	It	pn31	It	it	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
Lords	Lords	n2	Lords	lord	0
doing	doing	vdg	doing	do	0
,	,	,	,	,	0
is	is	vbz	is	be	0
it	it	pn31	it	it	0
not	not	xx	not	not	0
marvelous	marvelous	j	marvelous	marvelous	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
eyes	eyes	n2	eyes	eye	0
?	?	?	?	?	1
But	But	p-acp	But	but	0
to	to	pc-acp	to	to	0
stay	stay	vvi	stay	stay	0
thee	thee	pno21	thee	thou	0
no	no	av-dx	no	no	0
longer	longer	av-jc	longer	long	0
,	,	,	,	,	0
we	we	pns12	we	we	0
come	come	vvb	come	come	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
case	case	n1	case	case	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
brief	brief	j	brief	brief	0
,	,	,	,	,	0
is	is	vbz	is	be	0
this	this	d	this	this	0
;	;	;	;	;	0
we	we	pns12	we	we	0
were	were	vbdr	were	be	0
desired	desired	vvn	desired	desire	0
(	(	(	(	(	0
so	so	av	so	so	0
wee	wee	pns12	we	we	0
would	would	vmd	would	will	0
rather	rather	av-c	rather	rather	0
say	say	vvi	say	say	0
than	than	cs	than	than	0
charged	charged	vvn	charged	charge	0
or	or	cc	or	or	0
commanded	commanded	vvn	commanded	command	0
,	,	,	,	,	0
wee	wee	pns12	we	we	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
judged	judged	vvn	judged	judge	0
else	else	av	else	else	0
to	to	pc-acp	to	to	0
walke	walke	vvi	walk	walk	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
fancy	fancy	n1	fancy	fancy	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
matters	matters	n2	matters	matter	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Lord	Lord	n1	Lord	lord	0
)	)	)	)	)	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
Minister	Minister	n1	Minister	minister	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
perswasion	perswasion	n1	persuasion	persuasion	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
world	world	n1	world	world	0
(	(	(	(	(	0
but	but	p-acp	but	but	0
argumentum	argumentum	fw-la	argumentum	argumentum	0
pes	pes	fw-la	pes	pes	0
∣	∣	sy	∣	∣	0
simum	simum	fw-la	simum	simum	0
turba	turba	fw-la	turba	turba	0
,	,	,	,	,	0
commonly	commonly	av-j	commonly	common	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
are	are	vbr	are	be	0
worst	worst	js	worst	worst	0
)	)	)	)	)	0
of	of	pp-f	of	of	0
Ministers	Ministers	n2	Ministers	minister	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
our	our	po12	our	our	0
reasons	reasons	n2	reasons	reason	0
for	for	p-acp	for	for	0
our	our	po12	our	our	0
dissent	dissent	n1	dissent	dissent	0
from	from	p-acp	from	from	0
him	him	pno31	him	he	0
in	in	p-acp	in	in	0
point	point	n1	point	point	0
of	of	pp-f	of	of	0
free	free	j	free	free	0
admission	admission	n1	admission	admission	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
Church	Church	n1	Church	church	0
Communions	Communions	n2	Communions	communion	0
upon	upon	p-acp	upon	upon	0
account	account	n1	account	account	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
infant	infant	n1	infant	infant	0
Bap	Bap	vvi	Bap	bap	0
∣	∣	sy	∣	∣	0
tism	tism	n1	tism	tism	0
;	;	;	;	;	0
As	As	c-acp	As	as	0
also	also	av	also	also	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
declaring	declaring	vvg	declaring	declare	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
obser	obser	n1	obser	obser	0
∣	∣	sy	∣	∣	0
vation	vation	n1	vation	vation	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
day	day	n1	day	day	0
wee	wee	pns12	we	we	0
will	will	vmb	will	will	0
call	call	vvi	call	call	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
we	we	pns12	we	we	0
would	would	vmd	would	will	0
be	be	vbi	be	be	0
understood	understood	vvn	understood	understand	0
,	,	,	,	,	0
Christmas	Christmas	np1	Christmas	Christmas	0
Day	Day	n1	Day	day	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
reference	reference	n1	reference	reference	0
also	also	av	also	also	0
to	to	p-acp	to	to	0
forms	forms	n2	forms	form	0
of	of	pp-f	of	of	0
prayer	prayer	n1	prayer	prayer	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
speciall	speciall	j	special	special	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Lords	Lords	n2	Lords	lord	0
prayer	prayer	n1	prayer	prayer	0
;	;	;	;	;	0
and	and	cc	and	and	0
foure	foure	crd	foure	four	0
Queries	Queries	n2	Queries	query	0
thereupon	thereupon	av	thereupon	thereupon	0
;	;	;	;	;	0
These	These	d	These	these	0
foure	foure	crd	foure	four	0
Treatises	Treatises	n2	Treatises	treatise	0
,	,	,	,	,	0
(	(	(	(	(	0
for	for	c-acp	for	for	0
so	so	av	so	so	0
wee	wee	pns12	we	we	0
have	have	vhb	have	have	0
digested	digested	vvn	digested	digest	0
them	them	pno32	them	they	0
)	)	)	)	)	0
with	with	p-acp	with	with	0
three	three	crd	three	three	0
Epistles	Epistles	n2	Epistles	epistle	0
,	,	,	,	,	0
together	together	av	together	together	0
with	with	p-acp	with	with	0
an	an	dt	and	a	0
introduction	introduction	n1	introduction	introduction	0
hold	hold	vvb	hold	hold	0
∣	∣	sy	∣	∣	0
ing	ing	zz	ing	ing	0
forth	forth	av	forth	forth	0
by	by	p-acp	by	by	0
way	way	n1	way	way	0
of	of	pp-f	of	of	0
preface	preface	n1	preface	preface	0
,	,	,	,	,	0
the	the	dt	the	the	0
way	way	n1	way	way	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
with	with	p-acp	with	with	0
His	His	po31	His	his	0
people	people	n1	people	people	0
,	,	,	,	,	0
and	and	cc	and	and	0
their	their	po32	their	their	0
walke	walke	n1	walk	walk	0
with	with	p-acp	with	with	0
Him	Him	pno31	Him	he	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
guidance	guidance	n1	guidance	guidance	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
good	good	j	good	good	0
Spirit	Spirit	n1	Spirit	spirit	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
directions	directions	n2	directions	direction	0
of	of	pp-f	of	of	0
His	His	po31	His	his	0
Word	Word	n1	Word	word	0
,	,	,	,	,	0
these	these	d	these	these	0
,	,	,	,	,	0
wee	wee	pns12	we	we	0
were	were	vbdr	were	be	0
saying	saying	vvg	saying	say	0
,	,	,	,	,	0
wee	wee	pns12	we	we	0
sent	sent	vvd	sent	send	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
Minister	Minister	n1	Minister	minister	0
one	one	pi	one	one	0
after	after	p-acp	after	after	0
another	another	n-jn	another	another	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
wee	wee	pns12	we	we	0
could	could	vmd	could	can	0
take	take	vvi	take	take	0
a	a	dt	a	a	0
transcript	transcript	n1	transcript	transcript	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
;	;	;	;	;	0
some	some	d	some	some	0
two	two	crd	two	two	0
months	months	n2	months	month	0
after	after	c-acp	after	after	0
he	he	pns31	he	he	0
returned	returned	vvd	returned	return	0
us	us	pno12	us	we	0
the	the	dt	the	the	0
Epistles	Epistles	n2	Epistles	epistle	0
,	,	,	,	,	0
Preface	Preface	n1	Preface	preface	0
,	,	,	,	,	0
and	and	cc	and	and	0
first	first	ord	first	first	0
Treatise	Treatise	n1	Treatise	treatise	0
of	of	pp-f	of	of	0
Baptisme	Baptisme	n1	Baptism	baptism	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
some	some	d	some	some	0
exceptions	exceptions	n2	exceptions	exception	0
against	against	p-acp	against	against	0
some	some	d	some	some	0
expressions	expressions	n2	expressions	expression	0
or	or	cc	or	or	0
passages	passages	n2	passages	passage	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
three	three	crd	three	three	0
;	;	;	;	;	0
whereunto	whereunto	c-crq	whereunto	whereunto	0
we	we	pns12	we	we	0
thought	thought	vvd	thought	think	0
our	our	po12	our	our	0
selves	selves	n2	selves	self	0
bound	bound	vvn	bound	bind	0
,	,	,	,	,	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
account	account	n1	account	account	0
of	of	pp-f	of	of	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
some	some	d	some	some	0
Reply	Reply	n1	Reply	reply	0
,	,	,	,	,	0
whereof	whereof	c-crq	whereof	whereof	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
judge	judge	n1	judge	judge	0
,	,	,	,	,	0
if	if	cs	if	if	0
please	please	vvb	please	please	0
you	you	pn22	you	you	0
;	;	;	;	;	0
For	For	c-acp	For	for	0
truely	truely	av-j	truly	true	0
our	our	po12	our	our	0
Humours	Humours	n2	Humours	humour	0
,	,	,	,	,	0
or	or	cc	or	or	0
our	our	po12	our	our	0
principles	principles	n2	principles	principle	0
,	,	,	,	,	0
the	the	dt	the	the	0
one	one	crd	one	one	0
or	or	cc	or	or	0
both	both	d	both	both	0
are	are	vbr	are	be	0
so	so	av	so	so	0
contrary	contrary	j-jn	contrary	contrary	0
,	,	,	,	,	0
that	that	cst	that	that	0
though	though	cs	though	though	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
bound	bound	vvn	bound	bind	0
