FOr	FOr	p-acp	FOr	for	0
counsell	counsell	n1	counsel	counsel	0
or	or	cc	or	or	0
helpe	helpe	n1	help	help	0
of	of	pp-f	of	of	0
anie	anie	d	any	any	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
such	such	d	such	such	0
an	an	dt	and	a	0
enterprise	enterprise	n1	enterprise	enterprise	0
in	in	p-acp	in	in	0
hand	hand	n1	hand	hand	0
:	:	:	:	:	0
neuertheles	neuertheles	av	nevertheless	nevertheless	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
GOD	GOD	np1	GOD	God	0
dooth	dooth	vdz	doth	do	0
know	know	vvi	know	know	0
,	,	,	,	,	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
doone	doone	vdn	done	do	0
it	it	pn31	it	it	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
good	good	j	good	good	0
zeale	zeale	n1	zeal	zeal	0
,	,	,	,	,	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
weakenes	weakenes	n1	weakness	weakness	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
know	know	vvb	know	know	0
∣	∣	sy	∣	∣	0
ledge	ledge	n1	ledge	ledge	0
and	and	cc	and	and	0
capacitie	capacitie	n1	capacity	capacity	0
.	.	.	.	.	1
And	And	cc	And	and	0
al	al	d	all	all	0
∣	∣	sy	∣	∣	0
though	though	cs	though	though	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
not	not	xx	not	not	0
so	so	av	so	so	0
plea	plea	n1	plea	plea	0
∣	∣	sy	∣	∣	0
sant	sant	zz	sant	sant	0
in	in	p-acp	in	in	0
taste	taste	n1	taste	taste	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
can	can	vmb	can	can	0
find	find	vvi	find	find	0
out	out	av	out	out	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
God	God	np1	God	God	0
hath	hath	vhz	hath	have	0
gi	gi	zz	gi	gi	0
∣	∣	sy	∣	∣	0
uen	uen	vvn	uen	uen	0
the	the	dt	the	the	0
spirit	spirit	n1	spirit	spirit	0
of	of	pp-f	of	of	0
learning	learning	n1	learning	learning	0
:	:	:	:	:	0
yet	yet	av	yet	yet	0
doo	doo	vdb	do	do	0
I	I	pns11	I	i	0
trust	trust	vvi	trust	trust	0
,	,	,	,	,	0
this	this	d	this	this	0
small	small	j	small	small	0
handfull	handfull	n1	handful	handful	0
of	of	pp-f	of	of	0
grose	grose	j	grose	gross	0
hearbs	hearbs	n2	herbs	herb	0
,	,	,	,	,	0
holesome	holesome	j	wholesome	wholesome	0
in	in	p-acp	in	in	0
operation	operation	n1	operation	operation	0
and	and	cc	and	and	0
workeing	workeing	n-vvg	working	work	0
,	,	,	,	,	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
no	no	dx	no	no	0
lesse	lesse	av-dc	less	less	0
acceptable	acceptable	j	acceptable	acceptable	0
before	before	p-acp	before	before	0
the	the	dt	the	the	0
maiestie	maiestie	n1	majesty	majesty	0
of	of	pp-f	of	of	0
almightie	almightie	j-jn	almighty	almighty	0
God	God	n1	God	god	0
than	than	cs	than	than	0
the	the	dt	the	the	0
fragrant	fragrant	j	fragrant	fragrant	0
floures	floures	n2	flowers	flower	0
of	of	pp-f	of	of	0
o	o	sy	oh	o	0
∣	∣	sy	∣	∣	0
thers	thers	pc-acp|vbz	the	there|be	0
,	,	,	,	,	0
gathered	gathered	vvn	gathered	gather	0
with	with	p-acp	with	with	0
more	more	dc	more	more	0
vn	vn	zz	vn	vn	0
∣	∣	sy	∣	∣	0
derstanding	derstanding	n1	derstanding	derstanding	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
without	without	p-acp	without	without	0
presumption	presumption	n1	presumption	presumption	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
boldlie	boldlie	av-j	boldly	bold	0
saie	saie	vvi	say	say	0
,	,	,	,	,	0
they	they	pns32	they	they	0
haue	haue	vhb	have	have	0
not	not	xx	not	not	0
sought	sought	vvn	sought	seek	0
them	them	pno32	them	they	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
more	more	av-dc	more	more	0
willing	willing	j	willing	willing	0
hart	hart	n1	heart	hart	0
and	and	cc	and	and	0
feruent	feruent	j	fervent	fervent	0
mind	mind	n1	mind	mind	0
;	;	;	;	;	0
nor	nor	ccx	nor	nor	0
more	more	av-dc	more	more	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
aduancement	aduancement	n1	advancement	advancement	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
glorie	glorie	n1	glory	glory	0
,	,	,	,	,	0
&	&	cc	&	and	0
the	the	dt	the	the	0
desire	desire	n1	desire	desire	0
of	of	pp-f	of	of	0
acceptation	acceptation	n1	acceptation	acceptation	0
,	,	,	,	,	0
than	than	cs	than	than	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
doon	doon	vdn	done	do	0
.	.	.	.	.	1
Which	Which	r-crq	Which	which	0
if	if	cs	if	if	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
obtaine	obtaine	vvi	obtain	obtain	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
good	good	j	good	good	0
iudgement	iudgement	n1	judgement	judgement	0
and	and	cc	and	and	0
li	li	zz	li	li	0
∣	∣	sy	∣	∣	0
king	king	n1	king	king	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
my	my	po11	my	my	0
brethren	brethren	n2	brothers	brethren	0
and	and	cc	and	and	0
sisters	sisters	n2	sisters	sister	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
thinke	thinke	vvi	think	think	0
my	my	po11	my	my	0
time	time	n1	time	time	0
most	most	av-ds	most	most	0
happilie	happilie	av-j	happily	happy	0
bestowed	bestowed	vvn	bestowed	bestow	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
that	that	cst	that	that	0
thereby	thereby	av	thereby	thereby	0
I	I	pns11	I	i	0
did	did	vdd	did	do	0
auoid	auoid	vvi	avoid	avoid	0
idlenes	idlenes	n1	idleness	idleness	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
plea	plea	n1	plea	plea	0
∣	∣	sy	∣	∣	0
sing	sing	vvb	sing	sing	0
of	of	a-acp	of	off	0
almightie	almightie	j-jn	almighty	almighty	0
God	God	np1	God	God	0
;	;	;	;	;	0
and	and	cc	and	and	0
haue	haue	vhb	have	have	0
gained	gained	vvn	gained	gain	0
those	those	d	those	those	0
,	,	,	,	,	0
whom	whom	ro-crq	whom	who	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
not	not	xx	not	not	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
strangers	strangers	n2	strangers	stranger	0
to	to	p-acp	to	to	0
me	me	pno11	me	i	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
my	my	po11	my	my	0
acquaintance	acquaintance	n1	acquaintance	acquaintance	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
my	my	po11	my	my	0
freends	freends	n2	friends	friend	0
,	,	,	,	,	0
that	that	cst	that	that	0
shall	shall	vmb	shall	shall	0
taste	taste	vvi	taste	taste	0
these	these	d	these	these	0
grose	grose	j	grose	gross	0
hearbs	hearbs	n2	herbs	herb	0
with	with	p-acp	with	with	0
me	me	pno11	me	i	0
.	.	.	.	.	1
The	The	dt	The	the	0
Lord	Lord	n1	Lord	lord	0
Iesus	Iesus	np1	Iesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
moisteneth	moisteneth	vvz	moisteneth	moisten	0
all	all	d	all	all	0
his	his	po31	his	his	0
elect	elect	j-vvn	elect	elect	0
with	with	p-acp	with	with	0
his	his	po31	his	his	0
most	most	av-ds	most	most	0
pretious	pretious	j	precious	precious	0
blood	blood	n1	blood	blood	0
,	,	,	,	,	0
giue	giue	vvb	give	give	0
vs	vs	pno12	us	we	0
all	all	d	all	all	0
a	a	dt	a	a	0
sweete	sweete	j	sweet	sweet	0
taste	taste	n1	taste	taste	0
in	in	p-acp	in	in	0
him	him	pno31	him	he	0
:	:	:	:	:	0
whome	whome	r-crq	whom	who	0
I	I	pns11	I	i	0
humblie	humblie	av-j	humbly	humble	0
beseech	beseech	vvb	beseech	beseech	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
bottome	bottome	n1	bottom	bottom	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
hart	hart	n1	heart	hart	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
giue	giue	vvi	give	give	0
vnto	vnto	p-acp	unto	unto	0
those	those	d	those	those	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
vertuouslie	vertuouslie	av-j	virtuously	virtuous	0
bent	bent	vvn	bent	bend	0
,	,	,	,	,	0
a	a	dt	a	a	0
desire	desire	n1	desire	desire	0
to	to	pc-acp	to	to	0
increase	increase	vvi	increase	increase	0
therein	therein	av	therein	therein	0
;	;	;	;	;	0
and	and	cc	and	and	0
those	those	d	those	those	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
haue	haue	vhb	have	have	0
not	not	xx	not	not	0
yet	yet	av	yet	yet	0
reached	reached	vvn	reached	reach	0
therevnto	therevnto	av	thereunto	thereunto	0
,	,	,	,	,	0
I	I	pns11	I	i	0
praie	praie	vvb	pray	pray	0
the	the	dt	the	the	0
holie	holie	j	holy	holy	0
Ghost	Ghost	n1	Ghost	ghost	0
to	to	pc-acp	to	to	0
inspire	inspire	vvi	inspire	inspire	0
their	their	po32	their	their	0
hearts	hearts	n2	hearts	heart	0
from	from	p-acp	from	from	0
aboue	aboue	a-acp	above	above	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
and	and	cc	and	and	0
we	we	pns12	we	we	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
worthie	worthie	j	worthy	worthy	0
to	to	pc-acp	to	to	0
meete	meete	vvi	meet	meet	0
to	to	p-acp	to	to	0
∣	∣	sy	∣	∣	0
gether	gether	av	gether	gether	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
blessed	blessed	j-vvn	blessed	bless	0
king	king	n1	king	king	0
∣	∣	sy	∣	∣	0
dome	dome	n1	dome	dome	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
heauenlie	heauenlie	j	heavenly	heavenly	0
father	father	n1	father	father	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
his	his	po31	his	his	0
deare	deare	j-jn	deer	dear	0
sonne	sonne	n1	son	son	0
our	our	po12	our	our	0
sa	sa	uh	sa	sa	0
∣	∣	sy	∣	∣	0
uior	uior	n1	uior	uior	0
Iesus	Iesus	np1	Iesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
did	did	vdd	did	do	0
purchase	purchase	vvi	purchase	purchase	0
for	for	p-acp	for	for	0
vs	vs	pno12	us	we	0
;	;	;	;	;	0
whose	whose	rg-crq	whose	who	0
blessed	blessed	j-vvn	blessed	bless	0
name	name	n1	name	name	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
liuing	liuing	j-vvg	living	live	0
father	father	n1	father	father	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
holie	holie	j	holy	holy	0
Ghost	Ghost	n1	Ghost	ghost	0
,	,	,	,	,	0
be	be	vbb	be	be	0
prai	prai	fw-fr	prai	prai	0
∣	∣	sy	∣	∣	0
sed	sed	fw-la	sed	sed	0
and	and	cc	and	and	0
magnified	magnified	vvn	magnified	magnify	0
now	now	av	now	now	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
euer	euer	av	ever	ever	0
,	,	,	,	,	0
Amen	Amen	uh-n	Amen	amen	0
,	,	,	,	,	0
A	A	dt	A	a	0
∣	∣	sy	∣	∣	0
men	men	n1	men	man	0
.	.	.	.	.	1
