THIS	THIS	np1	THIS	This	0
be	be	vbi	be	be	0
given	given	vvn	given	give	0
them	them	pno32	them	they	0
to	to	pc-acp	to	to	0
drink	drink	vvi	drink	drink	0
,	,	,	,	,	0
that	that	cst	that	that	0
thy	thy	po21	thy	thy	0
mighty	mighty	j	mighty	mighty	0
power	power	n1	power	power	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
manifest	manifest	j	manifest	manifest	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
them	them	pno32	them	they	0
that	that	cst	that	that	0
love	love	vvb	love	love	0
not	not	xx	not	not	0
their	their	po32	their	their	0
lives	lives	n2	lives	life	0
to	to	p-acp	to	to	0
death	death	n1	death	death	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
thy	thy	po21	thy	thy	0
will	will	n1	will	will	0
this	this	d	this	this	0
day	day	n1	day	day	0
;	;	;	;	;	0
and	and	cc	and	and	0
plead	plead	vvi	plead	plead	0
their	their	po32	their	their	0
cause	cause	n1	cause	cause	0
in	in	p-acp	in	in	0
bastening	bastening	vvg	bastening	basten	0
their	their	po32	their	their	0
deliverance	deliverance	n1	deliverance	deliverance	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
con	con	fw-mi	con	con	0
∣	∣	sy	∣	∣	0
founding	founding	vvg	founding	sound	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
Sions	Sions	n2	Zions	zion	0
enemies	enemies	n2	enemies	enemy	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
renown	renown	n1	renown	renown	0
of	of	pp-f	of	of	0
thy	thy	po21	thy	thy	0
great	great	j	great	great	0
Name	Name	n1	Name	name	0
for	for	p-acp	for	for	0
ever	ever	av	ever	ever	0
and	and	cc	and	and	0
ever	ever	av	ever	ever	0
.	.	.	.	.	1
Dear	Dear	j-jn	Dear	dear	0
Brethren	Brethren	n2	Brothers	brethren	0
and	and	cc	and	and	0
Sisters	Sisters	n2	Sisters	sister	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
meek	meek	j	meek	meek	0
Spirit	Spirit	n1	Spirit	spirit	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
God	God	n1	God	god	0
,	,	,	,	,	0
my	my	po11	my	my	0
life	life	n1	life	life	0
goes	goes	vvz	goes	go	0
and	and	cc	and	and	0
abides	abides	vvz	abides	abide	0
with	with	p-acp	with	with	0
you	you	pn22	you	you	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
forceable	forceable	j	forceable	forceable	0
love	love	n1	love	love	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
first	first	ord	first	first	0
born	born	vvn	born	bear	0
;	;	;	;	;	0
Oh	Oh	uh	O	oh	0
lift	lift	vvb	lift	lift	0
up	up	a-acp	up	up	0
your	your	po22	your	your	0
heads	heads	n2	heads	head	0
'	'	'	'	'	0
&	&	cc	&	and	0
let	let	vvb	let	let	0
not	not	xx	not	not	0
the	the	dt	the	the	0
fear	fear	n1	fear	fear	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Sickness	Sickness	n1	Sickness	sickness	0
or	or	cc	or	or	0
any	any	d	any	any	0
Representation	Representation	n1	Representation	representation	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
Evil	Evil	n-jn	Evil	evil	0
enter	enter	vvb	enter	enter	0
you	you	pn22	you	you	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
all	all	d	all	all	0
in	in	p-acp	in	in	0
staidness	staidness	n1	staidness	staidness	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Light	Light	n1	Light	light	0
,	,	,	,	,	0
Life	Life	n1	Life	life	0
,	,	,	,	,	0
thought	thought	vvd	thought	think	0
and	and	cc	and	and	0
will	will	n1	will	will	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
perfect	perfect	j	perfect	perfect	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
self	self	n1	self	self	0
,	,	,	,	,	0
and	and	cc	and	and	0
abiding	abiding	vvg	abiding	abide	0
as	as	a-acp	as	as	0
is	is	vbz	is	be	0
written	written	vvn	written	write	0
,	,	,	,	,	0
God	God	np1	God	God	0
will	will	vmb	will	will	0
keep	keep	vvi	keep	keep	0
every	every	d	every	every	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
perfect	perfect	j	perfect	perfect	0
peace	peace	n1	peace	peace	0
all	all	av-d	all	all	0
your	your	po22	your	your	0
dayes	dayes	n2	days	day	0
in	in	p-acp	in	in	0
every	every	d	every	every	0
condition	condition	n1	condition	condition	0
,	,	,	,	,	0
and	and	cc	and	and	0
will	will	vmb	will	will	0
keep	keep	vvi	keep	keep	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
sweet	sweet	j	sweet	sweet	0
peace	peace	n1	peace	peace	0
and	and	cc	and	and	0
unity	unity	n1	unity	unity	0
one	one	crd	one	one	0
with	with	p-acp	with	with	0
another	another	j-jn	another	another	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
praise	praise	n1	praise	praise	0
and	and	cc	and	and	0
glory	glory	n1	glory	glory	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
name	name	n1	name	name	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
God	God	n1	God	god	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
presence	presence	n1	presence	presence	0
is	is	vbz	is	be	0
with	with	p-acp	with	with	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
will	will	vmb	will	will	0
sweeten	sweeten	vvi	sweeten	sweeten	0
your	your	po22	your	your	0
passage	passage	n1	passage	passage	0
in	in	p-acp	in	in	0
what	what	r-crq	what	what	0
ever	ever	av	ever	ever	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
to	to	pc-acp	to	to	0
go	go	vvi	go	go	0
through	through	a-acp	through	through	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
praise	praise	n1	praise	praise	0
and	and	cc	and	and	0
glory	glory	n1	glory	glory	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Name	Name	n1	Name	name	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
for	for	c-acp	for	for	0
ever	ever	av	ever	ever	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
will	will	vmb	will	will	0
arise	arise	vvi	arise	arise	0
more	more	dc	more	more	0
and	and	cc	and	and	0
more	more	av-dc	more	more	0
,	,	,	,	,	0
and	and	cc	and	and	0
plead	plead	vvb	plead	plead	0
our	our	po12	our	our	0
Cause	Cause	n1	Cause	cause	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
sight	sight	n1	sighed	sight	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
mighty	mighty	j	mighty	mighty	0
people	people	n1	people	people	0
,	,	,	,	,	0
whom	whom	ro-crq	whom	who	0
he	he	pns31	he	he	0
will	will	vmb	will	will	0
make	make	vvi	make	make	0
to	to	pc-acp	to	to	0
confess	confess	vvi	confess	confess	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
faithful	faithful	j	faithful	faithful	0
,	,	,	,	,	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
Children	Children	n2	Children	child	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
High	High	j	High	high	0
God	God	np1	God	God	0
,	,	,	,	,	0
the	the	dt	the	the	0
righteous	righteous	j	righteous	righteous	0
Seed	Seed	n1	Seed	seed	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
hath	hath	vhz	hath	have	0
blessed	blessed	vvn	blessed	bless	0
,	,	,	,	,	0
and	and	cc	and	and	0
it	it	pn31	it	it	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
well	well	av	well	well	0
every	every	d	every	every	0
way	way	n1	way	way	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
the	the	dt	the	the	0
faithful	faithful	j	faithful	faithful	0
and	and	cc	and	and	0
suffering	suffering	j-vvg	suffering	suffer	0
people	people	n1	people	people	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
blessing	blessing	n1	blessing	blessing	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
upon	upon	p-acp	upon	upon	0
us	us	pno12	us	we	0
and	and	cc	and	and	0
our	our	po12	our	our	0
Children	Children	n2	Children	child	0
for	for	p-acp	for	for	0
ever	ever	av	ever	ever	0
that	that	d	that	that	0
love	love	n1	love	love	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
Jesus	Jesus	np1	Jesus	Jesus	0
this	this	d	this	this	0
day	day	n1	day	day	0
.	.	.	.	.	1
And	And	cc	And	and	0
the	the	dt	the	the	0
hundred	hundred	crd	hundred	hundred	0
forty	forty	crd	forty	forty	0
four	four	crd	four	four	0
thousands	thousands	crd	thousands	thousand	0
shall	shall	vmb	shall	shall	0
stand	stand	vvi	stand	stand	0
upon	upon	p-acp	upon	upon	0
Mount	Mount	n1	Mount	mount	0
Sion	Sion	np1	Sion	Zion	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
number	number	n1	number	number	0
is	is	vbz	is	be	0
already	already	av	already	already	0
established	established	vvn	established	establish	0
;	;	;	;	;	0
and	and	cc	and	and	0
they	they	pns32	they	they	0
shall	shall	vmb	shall	shall	0
sing	sing	vvi	sing	sing	0
the	the	dt	the	the	0
new	new	j	new	new	0
Songs	Songs	n2	Songs	song	0
that	that	cst	that	that	0
not	not	xx	not	not	0
any	any	d	any	any	0
shall	shall	vmb	shall	shall	0
learn	learn	vvi	learn	learn	0
but	but	p-acp	but	but	0
those	those	d	those	those	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
redeemed	redeemed	vvn	redeemed	redeem	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Earth	Earth	n1	Earth	earth	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
shall	shall	vmb	shall	shall	0
make	make	vvi	make	make	0
the	the	dt	the	the	0
eares	eares	n2	ears	ear	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
the	the	dt	the	the	0
enemies	enemies	n2	enemies	enemy	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
to	to	pc-acp	to	to	0
tingle	tingle	vvi	tingle	tingle	0
,	,	,	,	,	0
and	and	cc	and	and	0
their	their	po32	their	their	0
hearts	hearts	n2	hearts	heart	0
shall	shall	vmb	shall	shall	0
fail	fail	vvi	fail	fail	0
,	,	,	,	,	0
and	and	cc	and	and	0
paleness	paleness	n1	paleness	paleness	0
gather	gather	vvb	gather	gather	0
into	into	p-acp	into	into	0
their	their	po32	their	their	0
faces	faces	n2	faces	face	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
dreadful	dreadful	j	dreadful	dreadful	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
vengeance	vengeance	n1	vengeance	vengeance	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
upon	upon	p-acp	upon	upon	0
Sions	Sions	n2	Zions	zion	0
enemies	enemies	n2	enemies	enemy	0
,	,	,	,	,	0
and	and	cc	and	and	0
great	great	j	great	great	0
fearfulness	fearfulness	n1	fearfulness	fearfulness	0
shall	shall	vmb	shall	shall	0
surprise	surprise	vvi	surprise	surprise	0
them	them	pno32	them	they	0
;	;	;	;	;	0
they	they	pns32	they	they	0
shall	shall	vmb	shall	shall	0
run	run	vvi	run	run	0
to	to	p-acp	to	to	0
fro	fro	av	from	fro	0
like	like	j	like	like	0
Vagabonds	Vagabonds	n2	Vagabonds	vagabond	0
as	as	p-acp	as	as	0
Cain	Cain	np1	Cain	Cain	0
did	did	vdd	did	do	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
know	know	vvi	know	know	0
where	where	c-crq	where	where	0
to	to	pc-acp	to	to	0
hide	hide	vvi	hide	hide	0
their	their	po32	their	their	0
heads	heads	n2	heads	head	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
where	where	c-crq	where	where	0
ever	ever	av	ever	ever	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
will	will	vmb	will	will	0
find	find	vvi	find	find	0
them	them	pno32	them	they	0
out	out	av	out	out	0
and	and	cc	and	and	0
banish	banish	vvi	banish	banish	0
them	them	pno32	them	they	0
from	from	p-acp	from	from	0
place	place	n1	place	place	0
to	to	p-acp	to	to	0
place	place	n1	place	place	0
,	,	,	,	,	0
untill	untill	c-acp	until	until	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
got	got	vvn	god	get	0
∣	∣	sy	∣	∣	0
ten	ten	crd	ten	ten	0
his	his	po31	his	his	0
glory	glory	n1	glory	glory	0
upon	upon	p-acp	upon	upon	0
them	them	pno32	them	they	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
laying	laying	vvg	laying	lay	0
all	all	d	all	all	0
low	low	j	low	low	0
that	that	cst	that	that	0
withstands	withstands	vvz	withstands	withstand	0
his	his	po31	his	his	0
arising	arising	vvg	arising	arise	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
he	he	pns31	he	he	0
will	will	vmb	will	will	0
dash	dash	vvi	dash	dash	0
the	the	dt	the	the	0
potsheards	potsheards	n2	potsherds	potsherd	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Earth	Earth	n1	Earth	earth	0
to	to	p-acp	to	to	0
pie	pie	n1	pie	pie	0
∣	∣	sy	∣	∣	0
ces	ces	fw-fr	ces	ces	0
,	,	,	,	,	0
and	and	cc	and	and	0
they	they	pns32	they	they	0
shall	shall	vmb	shall	shall	0
lament	lament	vvi	lament	lament	0
and	and	cc	and	and	0
cry	cry	vvi	cry	cry	0
out	out	av	out	out	0
,	,	,	,	,	0
and	and	cc	and	and	0
gnaw	gnaw	vvi	gnaw	gnaw	0
their	their	po32	their	their	0
Tongues	Tongues	n2	Tongues	tongue	0
for	for	p-acp	for	for	0
pain	pain	n1	pain	pain	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
you	you	pn22	you	you	0
faithful	faithful	j	faithful	faithful	0
,	,	,	,	,	0
beloved	beloved	j-vvn	beloved	belove	0
,	,	,	,	,	0
ever	ever	av	ever	ever	0
honour	honour	vvi	honour	honour	0
∣	∣	sy	∣	∣	0
able	able	j	able	able	0
Children	Children	n2	Children	child	0
that	that	cst	that	that	0
endure	endure	vvb	endure	endure	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
end	end	n1	end	end	0
,	,	,	,	,	0
shall	shall	vmb	shall	shall	0
shout	shout	vvi	shout	shout	0
and	and	cc	and	and	0
sing	sing	vvi	sing	sing	0
praises	praises	n2	praises	praise	0
and	and	cc	and	and	0
magnifie	magnifie	vvi	magnify	magnify	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
and	and	cc	and	and	0
say	say	vvi	say	say	0
,	,	,	,	,	0
Oh	Oh	uh	O	oh	0
how	how	q-crq	how	how	0
righteous	righteous	j	righteous	righteous	0
are	are	vbr	are	be	0
thy	thy	po21	thy	thy	0
Judgments	Judgments	n2	Judgments	judgement	0
,	,	,	,	,	0
oh	oh	uh	o	oh	0
thou	thou	pns21	thou	thou	0
King	King	n1	King	king	0
of	of	pp-f	of	of	0
Saints	Saints	n2	Saints	saint	0
;	;	;	;	;	0
for	for	c-acp	for	for	0
thou	thou	pns21	thou	thou	0
hast	hast	vh2	hast	have	0
pleaded	pleaded	vvn	pleaded	plead	0
our	our	po12	our	our	0
cause	cause	n1	cause	cause	0
and	and	cc	and	and	0
turned	turned	vvn	turned	turn	0
our	our	po12	our	our	0
sorrows	sorrows	n2	sorrows	sorrow	0
into	into	p-acp	into	into	0
everlasting	everlasting	j	everlasting	everlasting	0
Joy	Joy	n1	Joy	joy	0
,	,	,	,	,	0
and	and	cc	and	and	0
hast	hast	vh2	hast	have	0
overthrown	overthrown	vvn	overthrown	overthrow	0
all	all	d	all	all	0
thy	thy	po21	thy	thy	0
enemies	enemies	n2	enemies	enemy	0
that	that	cst	that	that	0
withstand	withstand	vvb	withstand	withstand	0
the	the	dt	the	the	0
rising	rising	n-vvg	rising	rise	0
of	of	pp-f	of	of	0
thy	thy	po21	thy	thy	0
Glory	Glory	n1	Glory	glory	0
,	,	,	,	,	0
that	that	cst	that	that	0
a	a	dt	a	a	0
door	door	n1	door	door	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
opened	opened	vvn	opened	open	0
to	to	pc-acp	to	to	0
gather	gather	vvi	gather	gather	0
our	our	po12	our	our	0
Brethren	Brethren	n2	Brothers	brethren	0
from	from	p-acp	from	from	0
far	far	av-j	far	far	0
,	,	,	,	,	0
and	and	cc	and	and	0
our	our	po12	our	our	0
Sisters	Sisters	n2	Sisters	sister	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
ends	ends	n2	ends	end	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Earth	Earth	n1	Earth	earth	0
:	:	:	:	:	0
Therefore	Therefore	av	Therefore	therefore	0
will	will	vmb	will	will	0
we	we	pns12	we	we	0
sing	sing	vvi	sing	sing	0
of	of	pp-f	of	of	0
thy	thy	po21	thy	thy	0
Goodness	Goodness	n1	Goodness	goodness	0
with	with	p-acp	with	with	0
Praises	Praises	n2	Praises	praise	0
,	,	,	,	,	0
Praises	Praises	n2	Praises	praise	0
,	,	,	,	,	0
Hallelujahs	Hallelujahs	n2	Hallelujahs	hallelujah	0
,	,	,	,	,	0
and	and	cc	and	and	0
high	high	j	high	high	0
Praises	Praises	n2	Praises	praise	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
thou	thou	pns21	thou	thou	0
art	art	vb2r	art	be	0
worthy	worthy	j	worthy	worthy	0
over	over	p-acp	over	over	0
all	all	d	all	all	0
for	for	c-acp	for	for	0
ever	ever	av	ever	ever	0
and	and	cc	and	and	0
ever	ever	av	ever	ever	0
,	,	,	,	,	0
Amen	Amen	uh-n	Amen	amen	0
.	.	.	.	.	1
My	My	po11	My	my	0
dear	dear	j-jn	dear	dear	0
Companions	Companions	n2	Companions	companion	0
with	with	p-acp	with	with	0
me	me	pno11	me	i	0
salutes	salutes	vvz	salutes	salute	0
you	you	pn22	you	you	0
all	all	d	all	all	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
dea	dea	n1	deam	day	0
∣	∣	sy	∣	∣	0
rest	rest	n1	rest	rest	0
love	love	n1	love	love	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
God	God	n1	God	god	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
neither	neither	dx	neither	neither	0
Sea	Sea	n1	Sea	sea	0
nor	nor	ccx	nor	nor	0
Land	Land	n1	Land	land	0
can	can	vmb	can	can	0
se	se	vvi	see	see	0
∣	∣	sy	∣	∣	0
perate	perate	j	perate	perate	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
bowels	bowels	n2	bowels	bowel	0
of	of	pp-f	of	of	0
love	love	n1	love	love	0
will	will	vmb	will	will	0
we	we	pns12	we	we	0
imbrace	imbrace	vvi	embrace	embrace	0
one	one	pi	one	one	0
ano	ano	av	anon	anon	0
∣	∣	sy	∣	∣	0
ther	ther	zz	ther	ther	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
chast	chast	j	chaste	chaste	0
life	life	n1	life	life	0
where	where	c-crq	where	where	0
no	no	dx	no	no	0
vulterous	vulterous	j	vulturous	vulturous	0
eye	eye	n1	eye	eye	0
can	can	vmb	can	can	0
behold	behold	vvi	behold	behold	0
our	our	po12	our	our	0
Joy	Joy	n1	Joy	joy	0
and	and	cc	and	and	0
Felicity	Felicity	np1	Felicity	Felicity	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
our	our	po12	our	our	0
God	God	n1	God	god	0
;	;	;	;	;	0
In	In	p-acp	In	in	0
whom	whom	ro-crq	whom	who	0
fare	fare	vvb	fare	fare	0
you	you	pn22	you	you	0
well	well	av	well	well	0
,	,	,	,	,	0
fare	fare	vvb	fare	fare	0
you	you	pn22	you	you	0
well	well	av	well	well	0
saith	saith	vvz	says	say	0
the	the	dt	the	the	0
Soul	Soul	n1	Soul	soul	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
dear	dear	j-jn	dear	dear	0
Brother	Brother	n1	Brother	brother	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
name	name	n1	name	name	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
for	for	c-acp	for	for	0
ever	ever	av	ever	ever	0
,	,	,	,	,	0
both	both	av-d	both	both	0
you	you	pn22	you	you	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
for	for	p-acp	for	for	0
Trans	Trans	np1	Trans	Trans	0
∣	∣	sy	∣	∣	0
portation	portation	n1	portation	portation	0
,	,	,	,	,	0
and	and	cc	and	and	0
you	you	pn22	you	you	0
that	that	cst	that	that	0
