COnsidering	COnsidering	vvg	COnsidering	consider	0
Receyue	Receyue	vvb	Receive	receive	0
therefore	therefore	av	therefore	therefore	0
(	(	(	(	(	0
my	my	po11	my	my	0
good	good	j	good	good	0
Lorde	Lorde	n1	Lord	lord	0
,	,	,	,	,	0
)	)	)	)	)	0
this	this	d	this	this	0
my	my	po11	my	my	0
fathers	fathers	ng1	father's	father	0
worke	worke	n1	work	work	0
,	,	,	,	,	0
and	and	cc	and	and	0
accepting	accepting	vvg	accepting	accept	0
it	it	pn31	it	it	0
in	in	p-acp	in	in	0
good	good	j	good	good	0
parte	parte	n1	part	part	0
,	,	,	,	,	0
excuse	excuse	vvb	excuse	excuse	0
thys	thys	d	this	this	0
mine	mine	po11	mine	my	0
enterpryse	enterpryse	n1	enterprise	enterprise	0
,	,	,	,	,	0
es	es	fw-la	es	es	0
∣	∣	sy	∣	∣	0
teeming	teeming	j-vvg	teeming	teem	0
that	that	d	that	that	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
good	good	j	good	good	0
will	will	n1	will	will	0
and	and	cc	and	and	0
due	due	j-jn	due	due	0
obedience	obedience	n1	obedience	obedience	0
,	,	,	,	,	0
this	this	d	this	this	0
presente	presente	j	present	present	0
worke	worke	n1	work	work	0
most	most	av-ds	most	most	0
worthy	worthy	j	worthy	worthy	0
vnto	vnto	p-acp	unto	unto	0
thy	thy	po21	thy	thy	0
noble	noble	j	noble	noble	0
priest	priest	n1	priest	priest	0
∣	∣	sy	∣	∣	0
hod	hod	n1	hod	hod	0
is	is	vbz	is	be	0
de	de	fw-la	de	de	0
∣	∣	sy	∣	∣	0
rected	rected	vvn	rected	rect	0
.	.	.	.	.	1
