MADAME	MADAME	n1	MADAME	madam	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Faith	Faith	n1	Faith	faith	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
greatest	greatest	js	greatest	great	0
,	,	,	,	,	0
and	and	cc	and	and	0
most	most	av-ds	most	most	0
Sa	Sa	uh	Sa	sa	0
∣	∣	sy	∣	∣	0
cred	cred	j	cred	cred	0
Mysterie	Mysterie	n1	Mystery	mystery	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Salvation	Salvation	n1	Salvation	salvation	0
,	,	,	,	,	0
The	The	dt	The	the	0
Lords	Lords	n2	Lords	lord	0
most	most	av-ds	most	most	0
blessed	blessed	vvn	blessed	bless	0
Supper	Supper	n1	Supper	supper	0
;	;	;	;	;	0
And	And	cc	And	and	0
if	if	cs	if	if	0
my	my	po11	my	my	0
affection	affection	n1	affection	affection	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Authour	Authour	n1	Author	author	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
doe	doe	vdb	do	do	0
not	not	xx	not	not	0
deceiue	deceiue	vvi	deceive	deceive	0
my	my	po11	my	my	0
iudg	iudg	n1	judge	judge	0
∣	∣	sy	∣	∣	0
ment	ment	fw-la	ment	ment	0
,	,	,	,	,	0
He	He	pns31	He	he	0
hath	hath	vhz	hath	have	0
drawen	drawen	vvn	drawn	draw	0
this	this	d	this	this	0
Divine	Divine	j-jn	Divine	divine	0
Pourtrait	Pourtrait	n1	Portrait	portrait	0
of	of	pp-f	of	of	0
that	that	cst	that	that	0
blessed	blessed	j-vvn	blessed	bless	0
Sacra	Sacra	fw-la	Sacra	sacra	0
∣	∣	sy	∣	∣	0
ment	ment	fw-la	ment	ment	0
,	,	,	,	,	0
so	so	av	so	so	0
divinely	divinely	av-jn	divinely	divine	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
artificially	artificially	av-j	artificially	artificial	0
and	and	cc	and	and	0
cu	cu	zz	cu	cu	0
∣	∣	sy	∣	∣	0
riously	riously	av-j	riously	rious	0
depaynted	depaynted	vvn	depainted	depaint	0
it	it	pn31	it	it	0
at	at	p-acp	at	at	0
life	life	n1	life	life	0
,	,	,	,	,	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
sacred	sacred	j	sacred	sacred	0
Will	Will	n1	Will	will	0
and	and	cc	and	and	0
Te	Te	fw-la	Te	te	0
∣	∣	sy	∣	∣	0
stament	stament	n1	stament	stament	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Great	Great	j	Great	great	0
and	and	cc	and	and	0
Heavenly	Heavenly	j	Heavenly	heavenly	0
Institu	Institu	fw-la	Institu	institu	0
∣	∣	sy	∣	∣	0
tour	tour	fw-fr	tour	tour	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
Our	Our	po12	Our	our	0
Lord	Lord	n1	Lord	lord	0
and	and	cc	and	and	0
Saviour	Saviour	n1	Saviour	saviour	0
CHRIST	CHRIST	np1	CHRIST	Christ	0
IESVS	IESVS	np1	IESVS	IESVS	0
;	;	;	;	;	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
both	both	d	both	both	0
hope	hope	n1	hope	hope	0
with	with	p-acp	with	with	0
confidence	confidence	n1	confidence	confidence	0
,	,	,	,	,	0
and	and	cc	and	and	0
presume	presume	vvi	presume	presume	0
with	with	p-acp	with	with	0
safetie	safetie	n1	safety	safety	0
,	,	,	,	,	0
that	that	cst	that	that	0
your	your	po22	your	your	0
Honour	Honour	n1	Honour	honour	0
will	will	vmb	will	will	0
receiue	receiue	vvi	receive	receive	0
it	it	pn31	it	it	0
graciously	graciously	av-j	graciously	gracious	0
,	,	,	,	,	0
behold	behold	vvb	behold	behold	0
it	it	pn31	it	it	0
affectionate	affectionate	j	affectionate	affectionate	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
,	,	,	,	,	0
and	and	cc	and	and	0
loue	loue	n1	love	love	0
and	and	cc	and	and	0
che	che	fw-it	che	che	0
∣	∣	sy	∣	∣	0
rish	rish	zf	rish	rich	0
it	it	pn31	it	it	0
religiously	religiously	av-j	religiously	religious	0
;	;	;	;	;	0
and	and	cc	and	and	0
(	(	(	(	(	0
consequently	consequently	av-j	consequently	consequent	0
)	)	)	)	)	0
that	that	cst	that	that	0
all	all	d	all	all	0
other	other	j-jn	other	other	0
Readers	Readers	n2	Readers	reader	0
will	will	vmb	will	will	0
doe	doe	vdi	do	do	0
the	the	dt	the	the	0
like	like	av-j	like	like	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
power	power	n1	power	power	0
∣	∣	sy	∣	∣	0
full	full	j	full	full	0
Influence	Influence	n1	Influence	influence	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Honourable	Honourable	j	Honourable	honourable	0
Presi	Presi	np1	Presi	Presi	0
∣	∣	sy	∣	∣	0
dent	dent	n1	dent	dent	0
,	,	,	,	,	0
and	and	cc	and	and	0
pious	pious	j	pious	pious	0
Ex	Ex	fw-la	Ex	ex	0
∣	∣	sy	∣	∣	0
ample	ample	j	ample	ample	0
.	.	.	.	.	1
And	And	cc	And	and	0
in	in	p-acp	in	in	0
regard	regard	n1	regard	regard	0
,	,	,	,	,	0
that	that	cst	that	that	0
your	your	po22	your	your	0
constant	constant	j	constant	constant	0
Pietie	Pietie	n1	Piety	piety	0
,	,	,	,	,	0
and	and	cc	and	and	0
inflamed	inflamed	j-vvn	inflamed	inflame	0
Zeale	Zeale	n1	Zeal	zeal	0
towards	towards	p-acp	towards	towards	0
God	God	np1	God	God	0
,	,	,	,	,	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Queene	Queene	n1	Queen	queen	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
your	your	po22	your	your	0
o	o	fw-fr	o	o	0
∣	∣	sy	∣	∣	0
ther	ther	dt	there	the	0
relucent	relucent	j	relucent	relucent	0
Vertues	Vertues	n2	Virtues	virtue	0
)	)	)	)	)	0
generally	generally	av-j	generally	general	0
makes	makes	vvz	makes	make	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
,	,	,	,	,	0
rather	rather	av-c	rather	rather	0
admyred	admyred	vvn	admired	admire	0
,	,	,	,	,	0
then	then	av	then	then	0
imitated	imitated	vvn	imitated	imitate	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
best	best	js	best	best	0
and	and	cc	and	and	0
Noblest	Noblest	js	Noblest	noble	0
La	La	fw-fr	La	la	0
∣	∣	sy	∣	∣	0
dyes	dyes	vvz	dies	die	0
of	of	pp-f	of	of	0
Great	Great	j	Great	great	0
BRI	BRI	np1	BRI	BRI	0
∣	∣	sy	∣	∣	0
TAINE	TAINE	zz	TAINE	taine	0
;	;	;	;	;	0
Therefore	Therefore	av	Therefore	therefore	0
(	(	(	(	(	0
neither	neither	av-d	neither	neither	0
to	to	p-acp	to	to	0
flatter	flatter	vvi	flatter	flatter	0
your	your	po22	your	your	0
Honour	Honour	n1	Honour	honour	0
,	,	,	,	,	0
or	or	cc	or	or	0
to	to	pc-acp	to	to	0
infringe	infringe	vvi	infringe	infringe	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
)	)	)	)	)	0
I	I	pns11	I	i	0
confident	confident	j	confident	confident	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
beleeue	beleeue	vvb	believe	believe	0
,	,	,	,	,	0
that	that	cst	that	that	0
this	this	d	this	this	0
Pietie	Pietie	n1	Piety	piety	0
,	,	,	,	,	0
and	and	cc	and	and	0
this	this	d	this	this	0
Zeale	Zeale	n1	Zeal	zeal	0
of	of	pp-f	of	of	0
yours	yours	png22	yours	you	0
,	,	,	,	,	0
was	was	vbds	was	be	0
the	the	dt	the	the	0
pri	pri	zz	pri	pri	0
∣	∣	sy	∣	∣	0
marie	marie	n1	marie	marie	0
cause	cause	n1	cause	cause	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
first	first	ord	first	first	0
mooved	mooved	vvd	moved	move	0
God	God	np1	God	God	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
mooue	mooue	vvi	move	move	0
and	and	cc	and	and	0
inspire	inspire	vvi	inspire	inspire	0
the	the	dt	the	the	0
heart	heart	n1	heart	heart	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Potent	Potent	j	Potent	potent	0
and	and	cc	and	and	0
Pru	Pru	np1	Pru	Pru	0
∣	∣	sy	∣	∣	0
dent	dent	n1	dent	dent	0
King	King	n1	King	king	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
giue	giue	vvi	give	give	0
you	you	pn22	you	you	0
the	the	dt	the	the	0
Superintenden	Superintenden	np1	Superintenden	Superintenden	0
∣	∣	sy	∣	∣	0
cie	cie	n1	cie	eye	0
over	over	p-acp	over	over	0
his	his	po31	his	his	0
young	young	j	young	young	0
Son	Son	n1	Son	son	0
,	,	,	,	,	0
our	our	po12	our	our	0
Prince	Prince	n1	Prince	prince	0
;	;	;	;	;	0
A	A	dt	A	a	0
singu	singu	n1	singu	singu	0
∣	∣	sy	∣	∣	0
lar	lar	n1	lar	lar	0
favour	favour	n1	favour	favour	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
a	a	dt	a	a	0
most	most	av-ds	most	most	0
speciall	speciall	j	special	special	0
honour	honour	n1	honour	honour	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Soveraigne	Soveraigne	n-jn	Sovereign	sovereign	0
to	to	p-acp	to	to	0
∣	∣	sy	∣	∣	0
wards	wards	av	wards	ward	0
you	you	pn22	you	you	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
yet	yet	av	yet	yet	0
your	your	po22	your	your	0
Honour	Honour	n1	Honour	honour	0
deser	deser	n1	desert	desert	0
∣	∣	sy	∣	∣	0
ved	ved	vvn	ved	ve	0
before	before	p-acp	before	before	0
desired	desired	j-vvn	desired	desire	0
,	,	,	,	,	0
and	and	cc	and	and	0
received	received	vvd	received	receive	0
before	before	p-acp	before	before	0
you	you	pn22	you	you	0
(	(	(	(	(	0
a	a	dt	a	a	0
∣	∣	sy	∣	∣	0
ny	ny	av	nigh	nigh	0
way	way	n1	way	way	0
)	)	)	)	)	0
expected	expected	vvd	expected	expect	0
,	,	,	,	,	0
or	or	cc	or	or	0
dreamt	dreamt	vvd	dreamed	dream	0
thereof	thereof	av	thereof	thereof	0
;	;	;	;	;	0
And	And	cc	And	and	0
the	the	dt	the	the	0
which	which	r-crq	which	which	0
so	so	av	so	so	0
infinitely	infinitely	av-j	infinitely	infinite	0
reioyceth	reioyceth	vvz	rejoices	rejoice	0
the	the	dt	the	the	0
hearts	hearts	n2	hearts	heart	0
and	and	cc	and	and	0
and	and	cc	and	and	0
soules	soules	n2	souls	soul	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
and	and	cc	and	and	0
best	best	js	best	best	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
his	his	po31	his	his	0
Sub	Sub	fw-la	Sub	sub	0
∣	∣	sy	∣	∣	0
iects	iects	n2-jn	iects	iect	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
try	try	vvb	try	try	0
∣	∣	sy	∣	∣	0
umph	umph	uh	umph	umph	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
his	his	po31	his	his	0
Maie	Maie	np1	Maie	May	0
∣	∣	sy	∣	∣	0
sties	sties	ng1	sties	sties	0
happie	happie	j	happy	happy	0
choyce	choyce	n1	choice	choice	0
and	and	cc	and	and	0
election	election	n1	election	election	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
Honourable	Honourable	j	Honourable	honourable	0
and	and	cc	and	and	0
Vertuous	Vertuous	j	Virtuous	virtuous	0
Administra	Administra	np1	Administra	Administra	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
over	over	p-acp	over	over	0
this	this	d	this	this	0
our	our	po12	our	our	0
Roy	Roy	n1	Roy	roy	0
∣	∣	sy	∣	∣	0
all	all	d	all	all	0
Faglet	Faglet	n1	Faglet	faglet	0
;	;	;	;	;	0
As	As	c-acp	As	as	0
fully	fully	av-j	fully	full	0
hoping	hoping	vvg	hoping	hope	0
,	,	,	,	,	0
and	and	cc	and	and	0
therefore	therefore	av	therefore	therefore	0
perfectly	perfectly	av-j	perfectly	perfect	0
assuring	assuring	vvg	assuring	assure	0
them	them	pno32	them	they	0
∣	∣	sy	∣	∣	0
selues	selues	n2	selves	self	0
,	,	,	,	,	0
that	that	cst	that	that	0
as	as	c-acp	as	as	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
now	now	av	now	now	0
made	made	vvn	made	make	0
Governesse	Governesse	n1	Governess	governess	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
first	first	ord	first	first	0
Sonne	Sonne	n1	Son	son	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
first	first	ord	first	first	0
and	and	cc	and	and	0
greatest	greatest	js	greatest	great	0
Kings	Kings	n2	Kings	king	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
world	world	n1	world	world	0
:	:	:	:	:	0
So	So	av	So	so	0
that	that	cst	that	that	0
,	,	,	,	,	0
your	your	po22	your	your	0
Illustrious	Illustrious	j	Illustrious	illustrious	0
vertues	vertues	n2	virtues	virtue	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
your	your	po22	your	your	0
watch	watch	n1	watch	watch	0
∣	∣	sy	∣	∣	0
full	full	j	full	full	0
eye	eye	n1	eye	eye	0
over	over	p-acp	over	over	0
him	him	pno31	him	he	0
,	,	,	,	,	0
and	and	cc	and	and	0
vigilant	vigilant	j	vigilant	vigilant	0
care	care	n1	care	care	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
him	him	pno31	him	he	0
,	,	,	,	,	0
will	will	vmb	will	will	0
(	(	(	(	(	0
by	by	p-acp	by	by	0
Gods	Gods	npg1	Gods	God	0
propitious	propitious	j	propitious	propitious	0
Fa	Fa	uh	Fa	fa	0
∣	∣	sy	∣	∣	0
vour	vour	zz	vour	vour	0
and	and	cc	and	and	0
Assistance	Assistance	n1	Assistance	assistance	0
)	)	)	)	)	0
infallibly	infallibly	av-j	infallibly	infallible	0
crowne	crowne	vvi	crown	crown	0
his	his	po31	his	his	0
Royall	Royall	j	Royal	royal	0
Parents	Parents	n2	Parents	parent	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
true	true	j	true	true	0
Content	Content	n1	Content	content	0
,	,	,	,	,	0
and	and	cc	and	and	0
their	their	po32	their	their	0
Kingdomes	Kingdomes	n2	Kingdoms	kingdom	0
and	and	cc	and	and	0
Subiects	Subiects	n2-jn	Subjects	subject	0
with	with	p-acp	with	with	0
perfect	perfect	j	perfect	perfect	0
Felicitie	Felicitie	n1	Felicity	felicity	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
this	this	d	this	this	0
Princely	Princely	j	Princely	princely	0
Blossome	Blossome	n1	Blossom	blossom	0
,	,	,	,	,	0
and	and	cc	and	and	0
Royall	Royall	j	Royal	royal	0
Plant	Plant	n1	Plant	plant	0
,	,	,	,	,	0
fu	fu	zz	fu	fu	0
∣	∣	sy	∣	∣	0
turely	turely	av-j	turely	ture	0
flourish	flourish	vvb	flourish	flourish	0
,	,	,	,	,	0
and	and	cc	and	and	0
sprout	sprout	vvi	sprout	sprout	0
foorth	foorth	av	forth	forth	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
loftyest	loftyest	js	loftiest	lofty	0
Cedars	Cedars	n2	Cedars	cedar	0
of	of	pp-f	of	of	0
Christendome	Christendome	np1	Christendome	Christendom	0
,	,	,	,	,	0
and	and	cc	and	and	0
(	(	(	(	(	0
next	next	ord	next	next	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
Sacred	Sacred	j	Sacred	sacred	0
Soveraigne	Soveraigne	n-jn	Sovereign	sovereign	0
,	,	,	,	,	0
King	King	n1	King	king	0
CHARLES	CHARLES	np1	CHARLES	Charles	0
his	his	po31	his	his	0
Fa	Fa	fw-it	Fa	fa	0
∣	∣	sy	∣	∣	0
ther	ther	a-acp	there	there	0
,	,	,	,	,	0
)	)	)	)	)	0
the	the	dt	the	the	0
greatest	greatest	js	greatest	great	0
Champion	Champion	n1	Champion	champion	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
and	and	cc	and	and	0
his	his	po31	his	his	0
Gospell	Gospell	n1	Gospel	gospel	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Truest	Truest	js	Truest	true	0
Defen	Defen	n-jn	Defen	defen	0
∣	∣	sy	∣	∣	0
der	der	zf	der	there	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Heavenly	Heavenly	j	Heavenly	heavenly	0
Spouse	Spouse	n1	Spouse	spouse	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
.	.	.	.	.	1
And	And	cc	And	and	0
Madame	Madame	n1	Madame	madam	0
,	,	,	,	,	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
cause	cause	n1	cause	cause	0
if	if	cs	if	if	0
wee	wee	pns12	we	we	0
make	make	vvb	make	make	0
Pie	Pie	n1	Pie	pie	0
∣	∣	sy	∣	∣	0
tie	tie	n1	tie	tie	0
and	and	cc	and	and	0
Religion	Religion	n1	Religion	religion	0
the	the	dt	the	the	0
Soule	Soule	n1	Soul	soul	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
life	life	n1	life	life	0
heere	heere	av	here	here	0
on	on	p-acp	on	on	0
Earth	Earth	n1	Earth	earth	0
;	;	;	;	;	0
That	That	cst	That	that	0
wee	wee	pns12	we	we	0
are	are	vbr	are	be	0
therefore	therefore	av	therefore	therefore	0
assured	assured	vvn	assured	assure	0
,	,	,	,	,	0
God	God	np1	God	God	0
will	will	vmb	will	will	0
then	then	av	then	then	0
heereaf	heereaf	j	heereaf	heereaf	0
∣	∣	sy	∣	∣	0
ter	ter	zz	ter	ter	0
infallibly	infallibly	av-j	infallibly	infallible	0
make	make	vvi	make	make	0
it	it	pn31	it	it	0
the	the	dt	the	the	0
life	life	n1	life	life	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Soules	Soules	n2	Souls	soul	0
in	in	p-acp	in	in	0
Heaven	Heaven	n1	Heaven	heaven	0
;	;	;	;	;	0
was	was	vbds	was	be	0
like	like	av-j	like	like	0
∣	∣	sy	∣	∣	0
wise	wise	j	wise	wise	0
a	a	dt	a	a	0
strong	strong	j	strong	strong	0
motive	motive	n1	motive	motive	0
,	,	,	,	,	0
and	and	cc	and	and	0
a	a	dt	a	a	0
most	most	av-ds	most	most	0
pleasing	pleasing	j-vvg	pleasing	please	0
and	and	cc	and	and	0
acceptable	acceptable	j	acceptable	acceptable	0
Inducement	Inducement	n1	Inducement	inducement	0
to	to	p-acp	to	to	0
me	me	pno11	me	i	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
this	this	d	this	this	0
Ser	Ser	n1	Sir	sir	0
∣	∣	sy	∣	∣	0
mon	mon	fw-fr	mon	mon	0
,	,	,	,	,	0
(	(	(	(	(	0
or	or	cc	or	or	0
Divine	Divine	j-jn	Divine	divine	0
Pourtrait	Pourtrait	n1	Portrait	portrait	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
bles	bles	n2	bles	ble	0
∣	∣	sy	∣	∣	0
sed	sed	zz	sed	sed	0
Sacrament	Sacrament	n1	Sacrament	sacrament	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lords	Lords	n2	Lords	lord	0
Supper	Supper	n1	Supper	supper	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
speake	speake	vvi	speak	speak	0
English	English	jp	English	english	0
;	;	;	;	;	0
for	for	c-acp	for	for	0
that	that	cst	that	that	0
this	this	d	this	this	0
spirituall	spirituall	j	spiritual	spiritual	0
and	and	cc	and	and	0
celestiall	celestiall	j	celestial	celestial	0
Banquet	Banquet	n1	Banquet	banquet	0
,	,	,	,	,	0
(	(	(	(	(	0
gi	gi	zz	gi	gi	0
∣	∣	sy	∣	∣	0
ven	ven	zf	ven	when	0
by	by	p-acp	by	by	0
our	our	po12	our	our	0
great	great	j	great	great	0
Lord	Lord	n1	Lord	lord	0
and	and	cc	and	and	0
Saviour	Saviour	n1	Saviour	saviour	0
IESVS	IESVS	np1	IESVS	IESVS	0
CHRIST	CHRIST	np1	CHRIST	Christ	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
belo	belo	n1	belo	belo	0
∣	∣	sy	∣	∣	0
ved	ved	j	ved	ved	0
Apostles	Apostles	np1	Apostles	Apostles	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
them	them	pno32	them	they	0
to	to	p-acp	to	to	0
vs	vs	pno12	us	we	0
,	,	,	,	,	0
a	a	dt	a	a	0
little	little	j	little	little	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
fore	fore	p-acp	before	before	0
his	his	po31	his	his	0
glorious	glorious	j	glorious	glorious	0
depar	depar	n1	depar	depar	0
∣	∣	sy	∣	∣	0
ture	ture	n1	ture	ture	0
,	,	,	,	,	0
