SYr	SYr	n1	SYr	sir	0
publishe	publishe	vvi	publish	publish	0
a	a	dt	a	a	0
note	note	n1	note	note	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
profite	profite	n1	profit	profit	0
and	and	cc	and	and	0
commoditie	commoditie	n1	commodity	commodity	0
,	,	,	,	,	0
and	and	cc	and	and	0
though	though	cs	though	though	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
a	a	dt	a	a	0
matter	matter	n1	matter	matter	0
of	of	pp-f	of	of	0
small	small	j	small	small	0
importaunce	importaunce	n1	importance	importance	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
full	full	j	full	full	0
,	,	,	,	,	0
abhorreth	abhorreth	vvz	abhorreth	abhor	0
the	the	dt	the	the	0
Hony	Hony	n1	Honey	honey	0
combe	combe	n1	comb	comb	0
,	,	,	,	,	0
Prouer.	Prouer.	np1	Prouer.	Prouer.	1
27.	27.	crd	27.	27.	0
yet	yet	av	yet	yet	0
in	in	p-acp	in	in	0
as	as	a-acp	as	as	0
∣	∣	sy	∣	∣	0
much	much	d	much	much	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
present	present	vvb	present	present	0
herein	herein	av	herein	herein	0
a	a	dt	a	a	0
mynde	mynde	n1	mind	mind	0
that	that	cst	that	that	0
wisheth	wisheth	vvz	wishes	wish	0
well	well	av	well	well	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
,	,	,	,	,	0
appeaching	appeaching	vvg	appeaching	appeach	0
my	my	po11	my	my	0
disabilitie	disabilitie	n1	disability	disability	0
,	,	,	,	,	0
and	and	cc	and	and	0
giuing	giuing	vvg	giving	give	0
in	in	p-acp	in	in	0
euidence	euidence	n1	evidence	evidence	0
agaynst	agaynst	p-acp	against	against	0
my	my	po11	my	my	0
sloth	sloth	n1	sloth	sloth	0
,	,	,	,	,	0
producing	producing	vvg	producing	produce	0
as	as	p-acp	as	as	0
witnesse	witnesse	n1	witness	witness	0
hereof	hereof	av	hereof	hereof	0
,	,	,	,	,	0
a	a	dt	a	a	0
hande	hande	n1	hand	hand	0
ready	ready	j	ready	ready	0
to	to	pc-acp	to	to	0
doe	doe	vdi	do	do	0
,	,	,	,	,	0
a	a	dt	a	a	0
penne	penne	n1	pen	pen	0
to	to	pc-acp	to	to	0
wryte	wryte	vvi	write	write	0
,	,	,	,	,	0
and	and	cc	and	and	0
a	a	dt	a	a	0
tongue	tongue	n1	tongue	tongue	0
to	to	pc-acp	to	to	0
speake	speake	vvi	speak	speak	0
well	well	av	well	well	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
,	,	,	,	,	0
I	I	pns11	I	i	0
hope	hope	vvb	hope	hope	0
the	the	dt	the	the	0
well	well	av	well	well	0
mea	mea	zz	mea	mea	0
∣	∣	sy	∣	∣	0
ning	ning	n1	ning	ning	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
deuice	deuice	n1	device	device	0
shall	shall	vmb	shall	shall	0
bee	bee	vbi	be	be	0
by	by	p-acp	by	by	0
you	you	pn22	you	you	0
accepted	accepted	vvd	accepted	accept	0
,	,	,	,	,	0
al	al	d	all	all	0
∣	∣	sy	∣	∣	0
though	though	cs	though	though	0
the	the	dt	the	the	0
merite	merite	n1	merit	merit	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
deede	deede	n1	deed	deed	0
may	may	vmb	may	may	0
iustly	iustly	av-j	justly	just	0
bee	bee	vbi	be	be	0
con	con	vvb	con	con	0
∣	∣	sy	∣	∣	0
demned	demned	vvn	demeaned	demean	0
,	,	,	,	,	0
my	my	po11	my	my	0
writings	writings	n2	writings	write	0
wanting	wanting	vvg	wanting	want	0
forme	forme	n1	form	form	0
,	,	,	,	,	0
my	my	po11	my	my	0
wyshes	wyshes	n2	wishes	wish	0
effect	effect	vvi	effect	effect	0
:	:	:	:	:	0
and	and	cc	and	and	0
be	be	vbi	be	be	0
it	it	pn31	it	it	0
also	also	av	also	also	0
knowne	knowne	vvn	known	know	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
men	men	n2	men	man	0
by	by	p-acp	by	by	0
these	these	d	these	these	0
pre	pre	fw-la	pre	pre	0
∣	∣	sy	∣	∣	0
sentes	sentes	n2	sentes	sente	0
,	,	,	,	,	0
that	that	cst	that	that	0
your	your	po22	your	your	0
acceptance	acceptance	n1	acceptance	acceptance	0
hereof	hereof	av	hereof	hereof	0
shall	shall	vmb	shall	shall	0
not	not	xx	not	not	0
bee	bee	vbi	be	be	0
in	in	p-acp	in	in	0
any	any	d	any	any	0
wyse	wyse	j	wise	wise	0
preiudiciall	preiudiciall	j	prejudicial	prejudicial	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
I	I	pns11	I	i	0
delyuer	delyuer	vvb	deliver	deliver	0
it	it	pn31	it	it	0
as	as	p-acp	as	as	0
an	an	dt	and	a	0
Obligation	Obligation	n1	Obligation	obligation	0
,	,	,	,	,	0
wherein	wherein	c-crq	wherein	wherein	0
I	I	pns11	I	i	0
acknowledge	acknowledge	vvb	acknowledge	acknowledge	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
to	to	pc-acp	to	to	0
stande	stande	vvi	stand	stand	0
further	further	av-jc	further	further	0
bounde	bounde	vvn	bound	bind	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
,	,	,	,	,	0
without	without	p-acp	without	without	0
that	that	d	that	that	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
meane	meane	vvb	mean	mean	0
to	to	pc-acp	to	to	0
receyue	receyue	vvi	receive	receive	0
your	your	po22	your	your	0
courtesie	courtesie	n1	courtesy	courtesy	0
herein	herein	av	herein	herein	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
release	release	n1	release	release	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
further	further	jc	further	further	0
duties	duties	n2	duties	duty	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
owe	owe	vvb	owe	owe	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
.	.	.	.	.	1
And	And	cc	And	and	0
although	although	cs	although	although	0
my	my	po11	my	my	0
matter	matter	n1	matter	matter	0
be	be	vbi	be	be	0
base	base	j	base	base	0
,	,	,	,	,	0
my	my	po11	my	my	0
deuyce	deuyce	n1	deuyce	device	0
simple	simple	j	simple	simple	0
,	,	,	,	,	0
and	and	cc	and	and	0
my	my	po11	my	my	0
style	style	n1	style	style	0
homely	homely	j	homely	homely	0
,	,	,	,	,	0
especially	especially	av-j	especially	especial	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
contentacion	contentacion	n1	contentation	contentation	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
delicate	delicate	j	delicate	delicate	0
eare	eare	n1	ear	ear	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
I	I	pns11	I	i	0
trust	trust	vvb	trust	trust	0
it	it	pn31	it	it	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
gnitum	gnitum	fw-la	gnitum	gnitum	0
opus	opus	fw-la	opus	opus	0
agricolis	agricolis	fw-la	agricolis	agricolis	0
,	,	,	,	,	0
vnto	vnto	p-acp	unto	unto	0
whose	whose	rg-crq	whose	who	0
capacities	capacities	n2	capacities	capacity	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
directed	directed	vvn	directed	direct	0
the	the	dt	the	the	0
tenour	tenour	n1	tenor	tenor	0
hereof	hereof	av	hereof	hereof	0
,	,	,	,	,	0
not	not	xx	not	not	0
bumbasting	bumbasting	n-vvg	bombasting	bombast	0
the	the	dt	the	the	0
same	same	d	same	same	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
figures	figures	n2	figures	figure	0
and	and	cc	and	and	0
flovvers	flovvers	n2	flowers	flower	0
of	of	pp-f	of	of	0
eloquence	eloquence	n1	eloquence	eloquence	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
glorye	glorye	n1	glory	glory	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
pen	pen	n1	pen	pen	0
,	,	,	,	,	0
or	or	cc	or	or	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
obscuring	obscuring	vvg	obscuring	obscure	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
misterie	misterie	n1	mystery	mystery	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
although	although	cs	although	although	0
it	it	pn31	it	it	0
shall	shall	vmb	shall	shall	0
seeme	seeme	vvi	seem	seem	0
plausible	plausible	j	plausible	plausible	0
vnto	vnto	p-acp	unto	unto	0
some	some	d	some	some	0
(	(	(	(	(	0
through	through	p-acp	through	through	0
the	the	dt	the	the	0
exce	exce	n1	exce	exce	0
∣	∣	sy	∣	∣	0
ding	ding	uh	ding	ding	0
profite	profite	n1	profit	profit	0
leuied	leuied	vvd	levied	levy	0
thereby	thereby	av	thereby	thereby	0
.	.	.	.	.	0
)	)	)	)	)	1
Truely	Truely	av-j	Truly	true	0
Sir	Sir	n1	Sir	sir	0
,	,	,	,	,	0
myne	myne	po11	mine	my	0
one	one	crd	one	one	0
∣	∣	sy	∣	∣	0
lye	lye	vvb	lie	lie	0
meaning	meaning	n1	meaning	meaning	0
is	is	vbz	is	be	0
hereby	hereby	av	hereby	hereby	0
to	to	pc-acp	to	to	0
gratifie	gratifie	vvi	gratify	gratify	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
satisfie	satisfie	vvi	satisfy	satisfy	0
the	the	dt	the	the	0
necessitie	necessitie	n1	necessity	necessity	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
Countrie	Countrie	n1	Country	country	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
giue	giue	vvi	give	give	0
the	the	dt	the	the	0
reynes	reynes	n2	reins	reins	0
to	to	p-acp	to	to	0
insatiable	insatiable	j	insatiable	insatiable	0
Heraclitus	Heraclitus	np1	Heraclitus	Heraclitus	0
,	,	,	,	,	0
or	or	cc	or	or	0
to	to	p-acp	to	to	0
niggardlye	niggardlye	j	niggardly	niggardly	0
A	A	dt	A	a	0
∣	∣	sy	∣	∣	0
ristides	ristides	vvz	ristides	ristide	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
couet	couet	vvb	covet	covet	0
to	to	pc-acp	to	to	0
quench	quench	vvi	quench	quench	0
their	their	po32	their	their	0
thirst	thirst	n1	thirst	thirst	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
licour	licour	n1	liquour	liquour	0
(	(	(	(	(	0
or	or	cc	or	or	0
rather	rather	av-c	rather	rather	0
the	the	dt	the	the	0
lucre	lucre	n1	lucre	lucre	0
)	)	)	)	)	0
of	of	pp-f	of	of	0
flowing	flowing	vvg	flowing	flow	0
gaynes	gaynes	n2	gains	gain	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
to	to	pc-acp	to	to	0
fill	fill	vvi	fill	fill	0
the	the	dt	the	the	0
paunche	paunche	n1	paunch	paunch	0
of	of	pp-f	of	of	0
Epicure	Epicure	n1	Epicure	epicure	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
yet	yet	av	yet	yet	0
to	to	p-acp	to	to	0
paumper	paumper	n1	paumper	paumper	0
him	him	pno31	him	he	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
ease	ease	n1	ease	ease	0
and	and	cc	and	and	0
ydlenesse	ydlenesse	n1	idleness	idleness	0
,	,	,	,	,	0
neyther	neyther	av-dx	neither	neither	0
to	to	p-acp	to	to	0
ballace	ballace	n1	balance	ballast	0
the	the	dt	the	the	0
belly	belly	n1	belly	belly	0
of	of	pp-f	of	of	0
Bacchus	Bacchus	np1	Bacchus	Bacchus	0
,	,	,	,	,	0
or	or	cc	or	or	0
to	to	pc-acp	to	to	0
lull	lull	vvi	lull	lull	0
or	or	cc	or	or	0
rocke	rocke	n1	rock	rock	0
Aeschilus	Aeschilus	np1	Aeschilus	Aeschilus	0
in	in	p-acp	in	in	0
