Honorable	Honorable	j	Honourable	honourable	0
to	to	pc-acp	to	to	0
apply	apply	vvi	apply	apply	0
vnto	vnto	p-acp	unto	unto	0
themselues	themselues	px32	themselves	themselves	0
whatsoeuer	whatsoeuer	q-crq	whatsoever	whatsoever	0
they	they	pns32	they	they	0
shall	shall	vmb	shall	shall	0
heare	heare	vvi	hear	hear	0
or	or	cc	or	or	0
reade	reade	vvi	read	read	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
tryall	tryall	n1	trial	trial	0
of	of	pp-f	of	of	0
GODS	GODS	npg1	GODS	God	0
Chil	Chil	pns11|vmb	Chil	I|will	0
∣	∣	sy	∣	∣	0
dren	dren	n2	dren	dren	0
,	,	,	,	,	0
lest	lest	cs	lest	lest	0
falsely	falsely	av-j	falsely	false	0
imagining	imagining	vvg	imagining	imagine	0
the	the	dt	the	the	0
same	same	d	same	same	0
to	to	pc-acp	to	to	0
appertaine	appertaine	vvi	appertain	appertain	0
either	either	d	either	either	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
times	times	n2	times	time	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
past	past	j	past	past	0
,	,	,	,	,	0
or	or	cc	or	or	0
to	to	p-acp	to	to	0
other	other	j-jn	other	other	0
Nations	Nations	n2	Nations	nation	0
,	,	,	,	,	0
it	it	pn31	it	it	0
fall	fall	vvi	fallen	fall	0
suddenly	suddenly	av-j	suddenly	sudden	0
vpon	vpon	p-acp	upon	upon	0
them	them	pno32	them	they	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
Thiefe	Thiefe	n1	Thief	thief	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
night	night	n1	night	night	0
,	,	,	,	,	0
and	and	cc	and	and	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
destitute	destitute	j	destitute	destitute	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
hope	hope	n1	hope	hope	0
and	and	cc	and	and	0
comfort	comfort	n1	comfort	comfort	0
.	.	.	.	.	1
Last	Last	ord	Last	last	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
comfort	comfort	vvi	comfort	comfort	0
another	another	j-jn	another	another	0
sort	sort	n1	sort	sort	0
whom	whom	r-crq	whom	who	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
pleased	pleased	vvn	pleased	please	0
God	God	np1	God	God	0
to	to	pc-acp	to	to	0
presse	presse	vvi	press	press	0
downe	downe	a-acp	down	down	0
with	with	p-acp	with	with	0
sor	sor	p-acp	sor	for	0
∣	∣	sy	∣	∣	0
rowes	rowes	n2	rows	row	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
exercise	exercise	vvi	exercise	exercise	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
continuall	continuall	j	continual	continual	0
afflictions	afflictions	n2	afflictions	affliction	0
&	&	cc	&	and	0
calamities	calamities	n2	calamities	calamity	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Mortall	Mortall	j-jn	Mortal	mortal	0
life	life	n1	life	life	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
no	no	dx	no	no	0
times	times	n2	times	time	0
seeming	seeming	j-vvg	seeming	seem	0
fa	fa	uh	fa	fa	0
∣	∣	sy	∣	∣	0
uourable	uourable	j	uourable	uourable	0
vnto	vnto	p-acp	unto	unto	0
them	them	pno32	them	they	0
;	;	;	;	;	0
they	they	pns32	they	they	0
can	can	vmb	can	can	0
scarse	scarse	av-j	scarce	scarce	0
receiue	receiue	vvi	receive	receive	0
the	the	dt	the	the	0
words	words	n2	words	word	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
comfort	comfort	n1	comfort	comfort	0
.	.	.	.	.	1
And	And	cc	And	and	0
wher	wher	q-crq	where	where	0
∣	∣	sy	∣	∣	0
as	as	c-acp	as	as	0
euery	euery	d	every	every	0
one	one	pi	one	one	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
calling	calling	n-vvg	calling	call	0
is	is	vbz	is	be	0
bound	bound	vvn	bound	bind	0
to	to	pc-acp	to	to	0
doe	doe	vdi	do	do	0
some	some	d	some	some	0
thing	thing	n1	thing	thing	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
furtherance	furtherance	n1	furtherance	furtherance	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
holy	holy	j	holy	holy	0
building	building	n-vvg	building	build	0
.	.	.	.	.	1
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
duty	duty	n1	duty	duty	0
brought	brought	vvd	brought	bring	0
my	my	po11	my	my	0
poore	poore	j	poor	poor	0
basket	basket	n1	basket	basket	0
of	of	pp-f	of	of	0
stones	stones	n2	stones	stone	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
strengthening	strengthening	vvg	strengthening	strengthen	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
walls	walls	n2	walls	wall	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
Ierusalem	Ierusalem	np1	Ierusalem	Jerusalem	0
,	,	,	,	,	0
whereof	whereof	c-crq	whereof	whereof	0
by	by	p-acp	by	by	0
grace	grace	n1	grace	grace	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
all	all	d	all	all	0
both	both	d	both	both	0
Cittizens	Cittizens	n2	Citizens	citizen	0
and	and	cc	and	and	0
Mem	Mem	n1	Man	man	0
∣	∣	sy	∣	∣	0
bers	bers	zz	bers	bers	0
.	.	.	.	.	1
And	And	cc	And	and	0
heere	heere	av	here	here	0
I	I	pns11	I	i	0
present	present	vvb	present	present	0
vnto	vnto	p-acp	unto	unto	0
your	your	po22	your	your	0
Honor	Honor	n1	Honour	honour	0
this	this	d	this	this	0
poore	poore	j	poor	poor	0
Talent	Talent	n1	Talon	talon	0
of	of	pp-f	of	of	0
mine	mine	png11	mine	i	0
:	:	:	:	:	0
which	which	r-crq	which	which	0
may	may	vmb	may	may	0
it	it	pn31	it	it	0
please	please	vvi	please	please	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
accept	accept	vvi	accept	accept	0
at	at	p-acp	at	at	0
my	my	po11	my	my	0
hands	hands	n2	hands	hand	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
at	at	p-acp	at	at	0
one	one	pi	one	one	0
that	that	cst	that	that	0
wisheth	wisheth	vvz	wishes	wish	0
all	all	d	all	all	0
happinesse	happinesse	n1	happiness	happiness	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
and	and	cc	and	and	0
yours	yours	png22	yours	you	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
.	.	.	.	.	1
Your	Your	po22	Your	your	0
Honours	Honours	ng1	Honours	honour	0
acceptation	acceptation	n1	acceptation	acceptation	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
my	my	po11	my	my	0
sole	sole	j	sole	sole	0
satisfacti	satisfacti	fw-la	satisfacti	satisfacti	0
∣	∣	sy	∣	∣	0
on	on	a-acp	on	on	0
:	:	:	:	:	0
the	the	dt	the	the	0
bond	bond	n1	bound	bond	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
dutie	dutie	n1	duty	duty	0
hath	hath	vhz	hath	have	0
this	this	d	this	this	0
onely	onely	j	only	only	0
bound	bound	n1	bound	bound	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
hope	hope	n1	hope	hope	0
;	;	;	;	;	0
humbly	humbly	av-j	humbly	humble	0
crauing	crauing	vvg	craving	crave	0
that	that	cst	that	that	0
your	your	po22	your	your	0
fauourable	fauourable	j	favourable	favourable	0
wise	wise	n1	wise	wise	0
∣	∣	sy	∣	∣	0
dome	dome	n1	dome	dome	0
would	would	vmd	would	will	0
supply	supply	vvi	supply	supply	0
the	the	dt	the	the	0
wants	wants	n2	wants	want	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
thing	thing	n1	thing	thing	0
:	:	:	:	:	0
and	and	cc	and	and	0
that	that	cst	that	that	0
this	this	d	this	this	0
so	so	av	so	so	0
simple	simple	j	simple	simple	0
a	a	dt	a	a	0
gift	gift	n1	gift	gift	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
accepted	accepted	vvn	accepted	accept	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
ra	ra	zz	ra	ra	0
∣	∣	sy	∣	∣	0
ther	ther	zz	ther	ther	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
good	good	j	good	good	0
meaning	meaning	n1	meaning	meaning	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
end	end	n1	end	end	0
whereof	whereof	c-crq	whereof	whereof	0
I	I	pns11	I	i	0
do	do	vdb	do	do	0
it	it	pn31	it	it	0
,	,	,	,	,	0
then	then	av	then	then	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
value	value	n1	valve	value	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
thing	thing	n1	thing	thing	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
:	:	:	:	:	0
If	If	cs	If	if	0
you	you	pn22	you	you	0
iudge	iudge	vvb	judge	judge	0
them	them	pno32	them	they	0
worthy	worthy	j	worthy	worthy	0
,	,	,	,	,	0
vouchsafe	vouchsafe	vvb	vouchsafe	vouchsafe	0
them	them	pno32	them	they	0
I	I	pns11	I	i	0
pray	pray	vvb	pray	pray	0
you	you	pn22	you	you	0
your	your	po22	your	your	0
Pa	Pa	wd	Pa	pa	0
∣	∣	sy	∣	∣	0
tronage	tronage	n1	tronage	tronage	0
:	:	:	:	:	0
if	if	cs	if	if	0
not	not	xx	not	not	0
,	,	,	,	,	0
your	your	po22	your	your	0
par	par	fw-la	par	par	0
∣	∣	sy	∣	∣	0
don	don	n1	dONE	don	0
;	;	;	;	;	0
at	at	p-acp	at	at	0
least	least	cs	lest	lest	0
your	your	po22	your	your	0
gracious	gracious	j	gracious	gracious	0
and	and	cc	and	and	0
fauourable	fauourable	j	favourable	favourable	0
acceptance	acceptance	n1	acceptance	acceptance	0
,	,	,	,	,	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
kindnesse	kindnesse	n1	kindness	kindness	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
nature	nature	n1	nature	nature	0
and	and	cc	and	and	0
wonted	wonted	j	wonted	wont	0
courtesie	courtesie	n1	courtesy	courtesy	0
in	in	p-acp	in	in	0
other	other	j-jn	other	other	0
matters	matters	n2	matters	matter	0
.	.	.	.	.	1
The	The	dt	The	the	0
which	which	r-crq	which	which	0
thing	thing	n1	thing	thing	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
bee	bee	vbi	be	be	0
pleased	pleased	vvn	pleased	please	0
to	to	pc-acp	to	to	0
doe	doe	vdi	do	do	0
,	,	,	,	,	0
it	it	pn31	it	it	0
shall	shall	vmb	shall	shall	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
greatly	greatly	av-j	greatly	great	0
re	re	fw-mi	re	re	0
∣	∣	sy	∣	∣	0
ioyce	ioyce	n1	joyce	juice	0
mine	mine	po11	mine	my	0
heart	heart	n1	heart	heart	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
make	make	vvb	make	make	0
mee	mee	pno11	me	i	0
much	much	d	much	much	0
indebted	indebted	vvn	indebted	indebt	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
same	same	d	same	same	0
.	.	.	.	.	1
The	The	dt	The	the	0
Lord	Lord	n1	Lord	lord	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
Sonnes	Sonnes	ng1	Sons	son	0
sake	sake	n1	sake	sake	0
graunt	graunt	vvi	grant	grant	0
that	that	cst	that	that	0
this	this	d	this	this	0
labour	labour	n1	labour	labour	0
of	of	pp-f	of	of	0
mine	mine	png11	mine	i	0
may	may	vmb	may	may	0
bee	bee	vbi	be	be	0
accepted	accepted	vvn	accepted	accept	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Saints	Saints	n2	Saints	saint	0
,	,	,	,	,	0
and	and	cc	and	and	0
tend	tend	vvi	tend	tend	0
vnto	vnto	p-acp	unto	unto	0
Gods	Gods	ng1	Gods	god	0
glorie	glorie	n1	glory	glory	0
:	:	:	:	:	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
hearti	hearti	fw-la	hearti	hearti	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
beseech	beseech	vvb	beseech	beseech	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
the	the	dt	the	the	0
GOD	GOD	np1	GOD	God	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
Grace	Grace	n1	Grace	grace	0
,	,	,	,	,	0
and	and	cc	and	and	0
Gi	Gi	zz	Gi	gi	0
∣	∣	sy	∣	∣	0
uer	uer	p-acp	ver	for	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
Blessings	Blessings	n2	Blessings	blessing	0
,	,	,	,	,	0
that	that	cst	that	that	0
hee	hee	pns31	he	he	0
would	would	vmd	would	will	0
multiply	multiply	vvi	multiply	multiply	0
his	his	po31	his	his	0
hea	hea	zz	hea	hea	0
∣	∣	sy	∣	∣	0
uenly	uenly	j	uenly	uenly	0
Grace	Grace	n1	Grace	grace	0
vpon	vpon	p-acp	upon	upon	0
you	you	pn22	you	you	0
and	and	cc	and	and	0
yours	yours	png22	yours	you	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
al	al	d	all	all	0
∣	∣	sy	∣	∣	0
waies	waies	n2	ways	way	0
walke	walke	vvb	walk	walk	0
worthy	worthy	j	worthy	worthy	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
and	and	cc	and	and	0
please	please	vvb	please	please	0
