Courteous	Courteous	j	Courteous	courteous	0
to	to	pc-acp	to	to	0
write	write	vvi	write	write	0
or	or	cc	or	or	0
speak	speak	vvi	speak	speak	0
of	of	pp-f	of	of	0
things	things	n2	things	thing	0
of	of	pp-f	of	of	0
so	so	av	so	so	0
great	great	j	great	great	0
concernment	concernment	n1	concernment	concernment	0
:	:	:	:	:	0
Yet	Yet	av	Yet	yet	0
I	I	pns11	I	i	0
suppose	suppose	vvb	suppose	suppose	0
this	this	d	this	this	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
granted	granted	vvn	granted	grant	0
by	by	p-acp	by	by	0
all	all	d	all	all	0
men	men	n2	men	man	0
rational	rational	j	rational	rational	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
which	which	r-crq	which	which	0
hath	hath	vhz	hath	have	0
but	but	p-acp	but	but	0
a	a	dt	a	a	0
little	little	j	little	little	0
strength	strength	n1	strength	strength	0
,	,	,	,	,	0
and	and	cc	and	and	0
improveth	improveth	vvz	improveth	improve	0
that	that	d	that	that	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
uttermost	uttermost	j	uttermost	uttermost	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
doe	doe	vdi	do	do	0
good	good	j	good	good	0
withall	withall	av	withal	withal	0
,	,	,	,	,	0
is	is	vbz	is	be	0
more	more	av-dc	more	more	0
acceptable	acceptable	j	acceptable	acceptable	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
sight	sight	n1	sighed	sight	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
and	and	cc	and	and	0
sincere-hearted	sincere-hearted	j	sincere-hearted	sincere-hearted	0
men	men	n2	men	man	0
,	,	,	,	,	0
then	then	cs	then	than	0
he	he	pns31	he	he	0
which	which	r-crq	which	which	0
hath	hath	vhz	hath	have	0
ten	ten	crd	ten	ten	0
times	times	n2	times	time	0
the	the	dt	the	the	0
strength	strength	n1	strength	strength	0
and	and	cc	and	and	0
useth	useth	vvz	uses	use	0
it	it	pn31	it	it	0
not	not	xx	not	not	0
.	.	.	.	.	1
And	And	cc	And	and	0
although	although	cs	although	although	0
in	in	p-acp	in	in	0
me	me	pno11	me	i	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
least	least	ds	least	least	0
Candle	Candle	n1	Candle	candle	0
that	that	cst	that	that	0
ever	ever	av	ever	ever	0
God	God	np1	God	God	0
enlightened	enlightened	vvd	enlightened	enlighten	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
not	not	xx	not	not	0
put	put	vvi	put	put	0
it	it	pn31	it	it	0
under	under	p-acp	under	under	0
a	a	dt	a	a	0
Bushel	Bushel	n1	Bushel	bushel	0
;	;	;	;	;	0
and	and	cc	and	and	0
although	although	cs	although	although	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
but	but	cc-acp	but	but	0
one	one	crd	one	one	0
Talent	Talent	n1	Talon	talon	0
,	,	,	,	,	0
I	I	pns11	I	i	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
hide	hide	vvi	hide	hide	0
it	it	pn31	it	it	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
Napkin	Napkin	n1	Napkin	napkin	0
;	;	;	;	;	0
it's	it's	pn31|vbz	it's	it|be	0
true	true	j	true	true	0
,	,	,	,	,	0
the	the	dt	the	the	0
Candle	Candle	n1	Candle	candle	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
cannot	cannot	vmbx	cannot	can	0
burn	burn	vvi	burn	burn	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
more	more	av-dc	more	more	0
dim	dim	j	dim	dim	0
light	light	n1	light	light	0
then	then	av	then	then	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
.	.	.	.	.	1
(	(	(	(	(	0
Though	Though	cs	Though	though	0
a	a	dt	a	a	0
little	little	j	little	little	0
truth	truth	n1	truth	truth	0
liveth	liveth	vvz	lives	live	0
in	in	p-acp	in	in	0
me	me	pno11	me	i	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
clouds	clouds	n2	clouds	cloud	0
and	and	cc	and	and	0
darknesse	darknesse	n1	darkness	darkness	0
are	are	vbr	are	be	0
round	round	av-j	round	round	0
about	about	p-acp	about	about	0
me	me	pno11	me	i	0
.	.	.	.	.	0
)	)	)	)	)	1
So	So	av	So	so	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
but	but	cc-acp	but	but	0
a	a	dt	a	a	0
little	little	j	little	little	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Spirit	Spirit	n1	Spirit	spirit	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
abundance	abundance	n1	abundance	abundance	0
of	of	pp-f	of	of	0
weaknesse	weaknesse	n1	weakness	weakness	0
;	;	;	;	;	0
Wherefore	Wherefore	c-crq	Wherefore	wherefore	0
if	if	cs	if	if	0
any	any	d	any	any	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
glory	glory	n1	glory	glory	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
break	break	vvb	break	break	0
forth	forth	av	forth	forth	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
ensuing	ensuing	j-vvg	ensuing	ensue	0
discourse	discourse	n1	discourse	discourse	0
,	,	,	,	,	0
let	let	vvb	let	let	0
him	him	pno31	him	he	0
have	have	vhi	have	have	0
the	the	dt	the	the	0
glory	glory	n1	glory	glory	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
hath	hath	vhz	hath	have	0
chosen	chosen	vvn	chosen	choose	0
the	the	dt	the	the	0
weak	weak	j	weak	weak	0
things	things	n2	things	thing	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
World	World	n1	World	world	0
to	to	pc-acp	to	to	0
con	con	vvi	con	con	0
∣	∣	sy	∣	∣	0
found	found	vvi	found	found	0
the	the	dt	the	the	0
wisdome	wisdome	n1	wisdom	wisdom	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
wise	wise	j	wise	wise	0
;	;	;	;	;	0
and	and	cc	and	and	0
although	although	cs	although	although	0
these	these	d	these	these	0
things	things	n2	things	thing	0
be	be	vbb	be	be	0
not	not	xx	not	not	0
broug	broug	n-jn	broug	broug	0
forth	forth	av	forth	forth	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
painted	painted	j-vvn	painted	paint	0
Dish	Dish	n1	Dish	dish	0
of	of	pp-f	of	of	0
Human	Human	j	Human	human	0
Learning	Learning	n1	Learning	learning	0
,	,	,	,	,	0
varnished	varnished	j-vvn	varnished	varnish	0
and	and	cc	and	and	0
coloured	coloured	vvn	coloured	colour	0
over	over	a-acp	over	over	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
wisdome	wisdome	n1	wisdom	wisdom	0
of	of	pp-f	of	of	0
man	man	n1	man	man	0
;	;	;	;	;	0
yet	yet	av	yet	yet	0
if	if	cs	if	if	0
the	the	dt	the	the	0
fruit	fruit	n1	fruit	fruit	0
be	be	vbi	be	be	0
good	good	j	good	good	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
taste	taste	n1	taste	taste	0
,	,	,	,	,	0
though	though	cs	though	though	0
the	the	dt	the	the	0
Tree	Tree	n1	Tree	tree	0
be	be	vbb	be	be	0
not	not	xx	not	not	0
so	so	av	so	so	0
beautiful	beautiful	j	beautiful	beautiful	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
eye	eye	n1	eye	eye	0
,	,	,	,	,	0
reject	reject	vvb	reject	reject	0
no	no	xx	not	not	0
the	the	dt	the	the	0
fruit	fruit	n1	fruit	fruit	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Trees	Trees	n2	Trees	tree	0
sake	sake	n1	sake	sake	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
rather	rather	av-c	rather	rather	0
consider	consider	vvb	consider	consider	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
most	most	av-ds	most	most	0
unpleasant	unpleasant	j	unpleasant	unpleasant	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
eyes	eyes	n2	eyes	eye	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
,	,	,	,	,	0
is	is	vbz	is	be	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
most	most	ds	most	most	0
part	part	vvb	part	part	0
most	most	ds	most	most	0
pleasant	pleasant	j	pleasant	pleasant	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
sight	sight	n1	sighed	sight	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
;	;	;	;	;	0
for	for	p-acp	for	for	0
man	man	n1	man	man	0
is	is	vbz	is	be	0
apt	apt	j	apt	apt	0
to	to	pc-acp	to	to	0
love	love	vvi	love	love	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
God	God	np1	God	God	0
ab	ab	zz	ab	ab	0
∣	∣	sy	∣	∣	0
hors	hors	n1	horse	horse	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
abhor	abhor	vvi	abhor	abhor	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
Al	Al	d	All	all	0
∣	∣	sy	∣	∣	0
mighty	mighty	j	mighty	mighty	0
loves	loves	vvz	loves	love	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
this	this	d	this	this	0
Treatise	Treatise	n1	Treatise	treatise	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
much	much	d	much	much	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
me	me	pno11	me	i	0
li	li	wd	li	li	0
∣	∣	sy	∣	∣	0
eth	eth	zz	eth	eth	0
,	,	,	,	,	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
avoided	avoided	vvn	avoided	avoid	0
the	the	dt	the	the	0
crying	crying	vvg	crying	cry	0
up	up	a-acp	up	up	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
party	party	n1	party	party	0
or	or	cc	or	or	0
opinion	opinion	n1	opinion	opinion	0
,	,	,	,	,	0
and	and	cc	and	and	0
endeavoured	endeavoured	vvd	endeavoured	endeavour	0
to	to	p-acp	to	to	0
own	own	d	own	own	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
and	and	cc	and	and	0
deny	deny	vvi	deny	deny	0
untruth	untruth	n1	untruth	untruth	0
wheresoe	wheresoe	av	wheresoe	wheresoe	0
∣	∣	sy	∣	∣	0
ver	ver	p-acp	for	for	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
found	found	vvn	found	find	0
,	,	,	,	,	0
either	either	av-d	either	either	0
in	in	p-acp	in	in	0
noble	noble	j	noble	noble	0
or	or	cc	or	or	0
ignoble	ignoble	j	ignoble	ignoble	0
,	,	,	,	,	0
old	old	j	old	old	0
or	or	cc	or	or	0
young	young	j	young	young	0
,	,	,	,	,	0
weak	weak	j	weak	weak	0
or	or	cc	or	or	0
strong	strong	j	strong	strong	0
,	,	,	,	,	0
learned	learned	j	learned	learned	0
or	or	cc	or	or	0
unlearned	unlearned	j	unlearned	unlearned	0
;	;	;	;	;	0
wishing	wishing	vvg	wishing	wish	0
with	with	p-acp	with	with	0
my	my	po11	my	my	0
whole	whole	j-jn	whole	whole	0
heart	heart	n1	heart	heart	0
that	that	cst	that	that	0
there	there	a-acp	there	there	0
were	were	vbdr	were	be	0
but	but	cc-acp	but	but	0
only	only	av-j	only	only	0
these	these	d	these	these	0
two	two	crd	two	two	0
names	names	n2	names	name	0
under	under	p-acp	under	under	0
Heaven	Heaven	n1	Heaven	heaven	0
to	to	pc-acp	to	to	0
know	know	vvi	know	know	0
the	the	dt	the	the	0
sons	sons	n2	sons	son	0
and	and	cc	and	and	0
daughters	daughters	n2	daughters	daughter	0
by	by	p-acp	by	by	0
,	,	,	,	,	0
viz.	viz.	n1	viz.	viz.	0
Saints	Saints	n2	Saints	saint	0
and	and	cc	and	and	0
Sinners	Sinners	n2	Sinners	sinner	0
;	;	;	;	;	0
for	for	c-acp	for	for	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
but	but	p-acp	but	but	0
light	light	n1	light	light	0
and	and	cc	and	and	0
darknes	darknes	n1	darkness	darkness	0
,	,	,	,	,	0
heaven	heaven	n1	heaven	heaven	0
and	and	cc	and	and	0
hell	hell	n1	hell	hell	0
,	,	,	,	,	0
truth	truth	n1	truth	truth	0
and	and	cc	and	and	0
errour	errour	n1	error	error	0
,	,	,	,	,	0
sheep	sheep	n1	sheep	sheep	0
and	and	cc	and	and	0
wolves	wolves	n2	wolves	wolf	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
the	the	dt	the	the	0
muddy	muddy	j	muddy	muddy	0
waters	waters	n2	waters	water	0
of	of	pp-f	of	of	0
Baby	Baby	n1	Baby	baby	0
∣	∣	sy	∣	∣	0
lon	lon	zz	lon	lon	0
have	have	vhb	have	have	0
run	run	vvn	run	run	0
so	so	av	so	so	0
long	long	av-j	long	long	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
channels	channels	n2	channels	channel	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
understanding	understanding	n1	understanding	understanding	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
blinded	blinded	vvn	blinded	blind	0
our	our	po12	our	our	0
judgements	judgements	n2	judgements	judgement	0
and	and	cc	and	and	0
disordered	disordered	vvn	disordered	disorder	0
our	our	po12	our	our	0
affe	affe	n1	affe	ass	0
∣	∣	sy	∣	∣	0
ctions	ctions	n2	ctions	ction	0
.	.	.	.	.	1
Understanding	Understanding	n1	Understanding	understanding	0
Reader	Reader	n1	Reader	reader	0
!	!	!	!	!	0
the	the	dt	the	the	0
things	things	n2	things	thing	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
written	written	vvn	written	write	0
of	of	pp-f	of	of	0
are	are	vbr	are	be	0
many	many	d	many	many	0
,	,	,	,	,	0
the	the	dt	the	the	0
method	method	n1	method	method	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
observed	observed	vvn	observed	observe	0
is	is	vbz	is	be	0
fami	fami	fw-la	fami	fami	0
∣	∣	sy	∣	∣	0
liar	liar	n1	liar	liar	0
and	and	cc	and	and	0
plain	plain	n1	plain	plain	0
,	,	,	,	,	0
the	the	dt	the	the	0
rule	rule	n1	rule	rule	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
en	en	fw-fr	en	en	0
∣	∣	sy	∣	∣	0
deavored	deavored	j	deavored	deavored	0
to	to	pc-acp	to	to	0
walk	walk	vvi	walk	walk	0
by	by	a-acp	by	by	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
word	word	n1	word	word	0
of	of	pp-f	of	of	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
the	the	dt	the	the	0
end	end	n1	end	end	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
aimed	aimed	vvn	aimed	aim	0
at	at	p-acp	at	at	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
glory	glory	n1	glory	glory	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
good	good	j	good	good	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
people	people	n1	people	people	0
;	;	;	;	;	0
and	and	cc	and	and	0
wherein	wherein	c-crq	wherein	wherein	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
come	come	vvn	come	come	0
short	short	j	short	short	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
end	end	n1	end	end	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
∣	∣	sy	∣	∣	0
tribute	tribute	n1	tribute	tribute	0
that	that	cst	that	that	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
weaknesse	weaknesse	n1	weakness	weakness	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
the	the	dt	the	the	0
truths	truths	n2	truths	truth	0
asserted	asserted	vvn	asserted	assert	0
.	.	.	.	.	1
The	The	dt	The	the	0
fore	fore	n1	before	fore	0
named	named	vvd	nam	name	0
conside	conside	av-an	conside	conside	0
∣	∣	sy	∣	∣	0
rations	rations	n2	rations	ration	0
have	have	vhb	have	have	0
enflamed	enflamed	vvn	inflamed	inflame	0
my	my	po11	my	my	0
desires	desires	n2	desires	desire	0
,	,	,	,	,	0
and	and	cc	and	and	0
winged	winged	j-vvn	winged	wing	0
my	my	po11	my	my	0
endeavours	endeavours	n2	endeavours	endeavour	0
to	to	pc-acp	to	to	0
cast	cast	vvi	cast	cast	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
mite	mite	n1	mite	mite	0
also	also	av	also	also	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
Cabinet	Cabinet	n1	Cabinet	cabinet	0
of	of	pp-f	of	of	0
thy	thy	po21	thy	thy	0
soule	soule	n1	soul	soul	0
.	.	.	.	.	1
And	And	cc	And	and	0
although	although	cs	although	although	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
met	met	vvn	met	meet	0
with	with	p-acp	with	with	0
some	some	d	some	some	0
dis	dis	fw-fr	dis	dis	0
∣	∣	sy	∣	∣	0
couragements	couragements	n2	couragements	couragement	0
already	already	av	already	already	0
,	,	,	,	,	0
and	and	cc	and	and	0
do	do	vdb	do	do	0
suppose	suppose	vvi	suppose	suppose	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
have	have	vhi	have	have	0
many	many	d	many	many	0
more	more	av-dc	more	more	0
when	when	c-crq	when	when	0
this	this	d	this	this	0
comes	comes	vvz	comes	come	0
to	to	p-acp	to	to	0
publike	publike	j	public	public	0
view	view	n1	view	view	0
:	:	:	:	:	0
Yet	Yet	av	Yet	yet	0
if	if	cs	if	if	0
any	any	d	any	any	0
man	man	n1	man	man	0
doe	doe	vdb	do	do	0
reap	reap	vvi	reap	reap	0
any	any	d	any	any	0
spiritual	spiritual	j	spiritual	spiritual	0
benefit	benefit	n1	benefit	benefit	0
by	by	p-acp	by	by	0
it	it	pn31	it	it	0
,	,	,	,	,	0
though	though	cs	though	though	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
suffer	suffer	vvi	suffer	suffer	0
reproaches	reproaches	n2	reproaches	reproach	0
for	for	p-acp	for	for	0
it	it	pn31	it	it	0
,	,	,	,	,	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
not	not	xx	not	not	0
lost	lost	vvn	lost	lose	0
my	my	po11	my	my	0
end	end	n1	end	end	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
:	:	:	:	:	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
endeavoured	endeavoured	vvn	endeavoured	endeavour	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
measure	measure	n1	measure	measure	0
of	of	pp-f	of	of	0
light	light	n1	light	light	0
and	and	cc	and	and	0
strength	strength	n1	strength	strength	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
me	me	pno11	me	i	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
speak	speak	vvi	speak	speak	0
the	the	dt	the	the	0
words	words	n2	words	word	0
of	of	pp-f	of	of	0
truth	truth	n1	truth	truth	0
and	and	cc	and	and	0
sobernesse	sobernesse	n1	soberness	soberness	0
unto	unto	p-acp	unto	unto	0
thee	thee	pno21	thee	thou	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
might	might	vmd	might	may	0
not	not	xx	not	not	0
spin	spin	vvi	spin	spin	0
out	out	av	out	out	0
my	my	po11	my	my	0
Epistle	Epistle	n1	Epistle	epistle	0
beyond	beyond	p-acp	beyond	beyond	0
the	the	dt	the	the	0
staple	staple	n1	staple	staple	0
;	;	;	;	;	0
I	I	pns11	I	i	0
will	will	vmb	will	will	0
endeavour	endeavour	vvi	endeavour	endeavour	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
thee	thee	pno21	thee	thou	0
a	a	dt	a	a	0
brief	brief	j	brief	brief	0
sum	sum	n1	sum	sum	0
of	of	pp-f	of	of	0
what	what	r-crq	what	what	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
written	written	vvn	written	write	0
,	,	,	,	,	0
and	and	cc	and	and	0
leave	leave	vvi	leave	leave	0
the	the	dt	the	the	0
farther	farther	jc	farther	far	0
enlargement	enlargement	n1	enlargement	enlargement	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
things	things	n2	things	thing	0
to	to	p-acp	to	to	0
every	every	d	every	every	0
one	one	pi	one	one	0
that	that	cst	that	that	0
shall	shall	vmb	shall	shall	0
reade	reade	vvi	read	read	0
this	this	d	this	this	0
book	book	n1	book	book	0
:	:	:	:	:	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
written	written	vvn	written	write	0
these	these	d	these	these	0
things	things	n2	things	thing	0
,	,	,	,	,	0
not	not	xx	not	not	0
as	as	c-acp	as	as	0
so	so	av	so	so	0
many	many	d	many	many	0
Infallibilities	Infallibilities	n2	Infallibilities	infallibility	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
under	under	p-acp	under	under	0
corre	corre	vvi	corre	corre	0
∣	∣	sy	∣	∣	0
ction	ction	zz	ction	ction	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
submission	submission	n1	submission	submission	0
to	to	pc-acp	to	to	0
beter	beter	av-jc	beter	better	0
judgements	judgements	n2	judgements	judgement	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
given	given	vvn	given	give	0
mine	mine	png11	mine	i	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
,	,	,	,	,	0
I	I	pns11	I	i	0
hope	hope	vvb	hope	hope	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
∣	∣	sy	∣	∣	0
out	out	av	out	out	0
a	a	av	a	a	0
preingaged	preingaged	vvn	preengaged	preengage	0
affection	affection	n1	affection	affection	0
,	,	,	,	,	0
honouring	honouring	vvg	honouring	honour	0
the	the	dt	the	the	0
things	things	n2	things	thing	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
in	in	p-acp	in	in	0
those	those	d	those	those	0
under	under	p-acp	under	under	0
one	one	crd	one	one	0
form	form	n1	from	form	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
those	those	d	those	those	0
under	under	p-acp	under	under	0
another	another	n-jn	another	another	0
.	.	.	.	.	1
And	And	cc	And	and	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
every	every	d	every	every	0
place	place	n1	place	place	0
,	,	,	,	,	0
and	and	cc	and	and	0
amongst	amongst	p-acp	among	among	0
all	all	d	all	all	0
sorts	sorts	n2	sorts	sort	0
of	of	pp-f	of	of	0
people	people	n1	people	people	0
,	,	,	,	,	0
he	he	pns31	he	he	0
that	that	cst	that	that	0
feareth	feareth	vvz	fears	fear	0
God	God	np1	God	God	0
and	and	cc	and	and	0
work	work	n1	work	work	0
∣	∣	sy	∣	∣	0
eth	eth	zz	eth	eth	0
righteousnesse	righteousnesse	n1	righteousness	righteousness	0
is	is	vbz	is	be	0
accepted	accepted	vvn	accepted	accept	0
of	of	pp-f	of	of	0
him	him	pno31	him	he	0
;	;	;	;	;	0
so	so	av	so	so	0
I	I	pns11	I	i	0
would	would	vmd	would	will	0
endeavour	endeavour	vvi	endeavour	endeavour	0
to	to	pc-acp	to	to	0
love	love	vvi	love	love	0
any	any	d	any	any	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
whom	whom	ro-crq	whom	who	0
I	I	pns11	I	i	0
see	see	vvb	see	see	0
the	the	dt	the	the	0
least	least	ds	least	least	0
appearance	appearance	n1	appearance	appearance	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
let	let	vvb	let	let	0
them	them	pno32	them	they	0
go	go	vvi	go	go	0
under	under	p-acp	under	under	0
what	what	r-crq	what	what	0
name	name	n1	name	name	0
or	or	cc	or	or	0
notion	notion	n1	notion	notion	0
the	the	dt	the	the	0
Prince	Prince	n1	Prince	prince	0
of	of	pp-f	of	of	0
darknesse	darknesse	n1	darkness	darkness	0
and	and	cc	and	and	0
his	his	po31	his	his	0
children	children	n2	children	child	0
please	please	vvi	please	please	0
.	.	.	.	.	1
The	The	dt	The	the	0
sum	sum	n1	sum	sum	0
of	of	pp-f	of	of	0
