DREAD	DREAD	j	DREAD	dread	0
the	the	dt	the	the	0
Commons	Commons	n2	Commons	commons	0
,	,	,	,	,	0
and	and	cc	and	and	0
lastly	lastly	ord	lastly	last	0
the	the	dt	the	the	0
Clergie	Clergie	n1	Clergy	clergy	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
withall	withall	av	withal	withal	0
is	is	vbz	is	be	0
published	published	vvn	published	publish	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
view	view	n1	view	view	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
World	World	n1	World	world	0
,	,	,	,	,	0
and	and	cc	and	and	0
spread	spread	vvn	spread	spread	0
through	through	p-acp	through	through	0
all	all	d	all	all	0
the	the	dt	the	the	0
quarters	quarters	n2	quarters	quarter	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Land	Land	n1	Land	land	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
better	better	av-jc	better	better	0
effecting	effecting	vvg	effecting	effect	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
it	it	pn31	it	it	0
aymes	aymes	vvz	aims	aim	0
vnto	vnto	p-acp	unto	unto	0
;	;	;	;	;	0
and	and	cc	and	and	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
a	a	dt	a	a	0
little	little	j	little	little	0
magnified	magnified	vvn	magnified	magnify	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Romish	Romish	jp	Romish	romish	0
faction	faction	n1	faction	faction	0
:	:	:	:	:	0
It	It	pn31	It	it	0
must	must	vmb	must	must	0
needs	needs	av	needs	needs	0
argue	argue	vvi	argue	argue	0
in	in	p-acp	in	in	0
vs	vs	pno12	us	we	0
,	,	,	,	,	0
either	either	d	either	either	0
want	want	n1	want	want	0
of	of	pp-f	of	of	0
wisedome	wisedome	n1	wisdom	wisdom	0
in	in	p-acp	in	in	0
preuenting	preuenting	vvg	preventing	prevent	0
a	a	dt	a	a	0
mischiefe	mischiefe	n1	mischief	mischief	0
,	,	,	,	,	0
or	or	cc	or	or	0
of	of	pp-f	of	of	0
power	power	n1	power	power	0
in	in	p-acp	in	in	0
prouiding	prouiding	vvg	providing	provide	0
for	for	p-acp	for	for	0
our	our	po12	our	our	0
owne	owne	d	own	own	0
safetie	safetie	n1	safety	safety	0
,	,	,	,	,	0
or	or	cc	or	or	0
of	of	pp-f	of	of	0
zeale	zeale	n1	zeal	zeal	0
and	and	cc	and	and	0
sinceritie	sinceritie	n1	sincerity	sincerity	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
loue	loue	n1	love	love	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Trueth	Trueth	n1	Truth	truth	0
,	,	,	,	,	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
should	should	vmd	should	shall	0
passe	passe	vvi	pass	pass	0
without	without	p-acp	without	without	0
some	some	d	some	some	0
dis	dis	fw-fr	dis	dis	0
∣	∣	sy	∣	∣	0
couery	couery	n1	couery	couery	0
,	,	,	,	,	0
aswell	aswell	av	aswell	aswell	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
malicious	malicious	j	malicious	malicious	0
scope	scope	n1	scope	scope	0
to	to	p-acp	to	to	0
which	which	r-crq	which	which	0
it	it	pn31	it	it	0
tends	tends	vvz	tends	tend	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
weakenesse	weakenesse	n1	weakness	weakness	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
arguments	arguments	n2	arguments	argument	0
by	by	p-acp	by	by	0
which	which	r-crq	which	which	0
it	it	pn31	it	it	0
ende	ende	vvb	end	end	0
∣	∣	sy	∣	∣	0
uours	uours	n2	uours	uour	0
to	to	pc-acp	to	to	0
perswade	perswade	vvi	persuade	persuade	0
.	.	.	.	.	1
The	The	dt	The	the	0
maine	maine	j	main	main	0
end	end	n1	end	end	0
which	which	r-crq	which	which	0
it	it	pn31	it	it	0
driues	driues	vvz	drives	drive	0
at	at	p-acp	at	at	0
,	,	,	,	,	0
is	is	vbz	is	be	0
either	either	d	either	either	0
a	a	dt	a	a	0
to	to	zz	to	to	0
∣	∣	sy	∣	∣	0
tall	tall	j	tall	tall	0
reconcilement	reconcilement	n1	reconcilement	reconcilement	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
Rome	Rome	np1	Rome	Rome	0
;	;	;	;	;	0
or	or	cc	or	or	0
if	if	cs	if	if	0
that	that	cst	that	that	0
cannot	cannot	vmbx	cannot	can	0
be	be	vbi	be	be	0
,	,	,	,	,	0
a	a	dt	a	a	0
partiall	partiall	j	partial	partial	0
toleration	toleration	n1	toleration	toleration	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Romish	Romish	jp	Romish	romish	0
Re	Re	zz	Re	re	0
∣	∣	sy	∣	∣	0
ligion	ligion	n1	ligion	ligion	0
.	.	.	.	.	1
The	The	dt	The	the	0
generall	generall	n1	general	general	0
meanes	meanes	vvz	means	mean	0
by	by	p-acp	by	by	0
which	which	r-crq	which	which	0
it	it	pn31	it	it	0
striues	striues	vvz	strives	strive	0
to	to	pc-acp	to	to	0
com	com	vvi	come	come	0
∣	∣	sy	∣	∣	0
passe	passe	vvb	pass	pass	0
this	this	d	this	this	0
end	end	n1	end	end	0
,	,	,	,	,	0
are	are	vbr	are	be	0
first	first	ord	first	first	0
by	by	p-acp	by	by	0
working	working	vvg	working	work	0
a	a	dt	a	a	0
destraction	destraction	n1	distraction	distraction	0
euen	euen	av	even	even	0
amongst	amongst	p-acp	among	among	0
those	those	d	those	those	0
your	your	po22	your	your	0
Subiects	Subiects	n2-jn	Subjects	subject	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
euery	euery	d	every	every	0
way	way	n1	way	way	0
con	con	vvb	con	con	0
∣	∣	sy	∣	∣	0
forme	forme	n1	form	form	0
themselues	themselues	px32	themselves	themselves	0
aswell	aswell	av	aswell	aswell	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
doctrine	doctrine	n1	doctrine	doctrine	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
disci	disci	fw-la	disci	disci	0
∣	∣	sy	∣	∣	0
pline	pline	n1	pline	pline	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
,	,	,	,	,	0
established	established	vvn	established	establish	0
by	by	p-acp	by	by	0
pub	pub	fw-la	pub	pub	0
∣	∣	sy	∣	∣	0
like	like	av-j	like	like	0
allowance	allowance	n1	allowance	allowance	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
making	making	vvg	making	make	0
some	some	d	some	some	0
Puritanes	Puritanes	np2	Puritanes	Puritan	0
,	,	,	,	,	0
and	and	cc	and	and	0
some	some	d	some	some	0
Protestants	Protestants	n2	Protestants	protestant	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
languageCap	languageCap	n1	languageCap	languagecap	0
.	.	.	.	.	1
2.	2.	crd	2.	2.	1
Sect.	Sect.	np1	Sect.	Sect.	0
41.	41.	crd	41.	41.	0
can	can	vmb	can	can	0
endure	endure	vvi	endure	endure	0
the	the	dt	the	the	0
state	state	n1	state	state	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
as	as	p-acp	as	as	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
could	could	vmd	could	can	0
be	be	vbi	be	be	0
content	content	j	content	content	0
it	it	pn31	it	it	0
were	were	vbdr	were	be	0
as	as	p-acp	as	as	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
:	:	:	:	:	0
(	(	(	(	(	0
implying	implying	vvg	implying	imply	0
thereby	thereby	av	thereby	thereby	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
Puritanes	Puritanes	np2	Puritanes	Puritan	0
)	)	)	)	)	0
some	some	d	some	some	0
Caluinists	Caluinists	np1	Caluinists	Caluinists	0
and	and	cc	and	and	0
some	some	d	some	some	0
temperate	temperate	j	temperate	temperate	0
men	men	n2	men	man	0
,	,	,	,	,	0
Cap.	Cap.	np1	Cap.	Cap.	0
2.	2.	crd	2.	2.	1
Sect.	Sect.	np1	Sect.	Sect.	0
45.	45.	crd	45.	45.	0
who	who	r-crq	who	who	0
cannot	cannot	vmbx	cannot	can	0
but	but	cc-acp	but	but	0
in	in	p-acp	in	in	0
iudgment	iudgment	n1	judgement	judgement	0
approue	approue	vvi	approve	approve	0
the	the	dt	the	the	0
trueth	trueth	n1	truth	truth	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
Religion	Religion	n1	Religion	religion	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
calles	calles	vvz	calls	call	0
Catholike	Catholike	jp	Catholic	catholic	0
,	,	,	,	,	0
(	(	(	(	(	0
thereby	thereby	av	thereby	thereby	0
implying	implying	vvg	implying	imply	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
Caluinists	Caluinists	np1	Caluinists	Caluinists	0
)	)	)	)	)	0
the	the	dt	the	the	0
one	one	pi	one	one	0
he	he	pns31	he	he	0
termes	termes	vvz	terms	term	0
the	the	dt	the	the	0
greatest	greatest	js	greatest	great	0
enemies	enemies	n2	enemies	enemy	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Clergie	Clergie	n1	Clergy	clergy	0
,	,	,	,	,	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
his	his	po31	his	his	0
honest	honest	j	honest	honest	0
and	and	cc	and	and	0
louing	louing	j-vvg	loving	love	0
brethren	brethren	n2	brothers	brethren	0
,	,	,	,	,	0
wherof	wherof	c-crq	whereof	whereof	0
he	he	pns31	he	he	0
professeth	professeth	vvz	professes	profess	0
he	he	pns31	he	he	0
knew	knew	vvd	knew	know	0
ma	ma	n1	ma	man	0
∣	∣	sy	∣	∣	0
ny	ny	fw-fr	ny	ny	0
,	,	,	,	,	0
and	and	cc	and	and	0
himselfe	himselfe	px31	himself	himself	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
one	one	pi	one	one	0
:	:	:	:	:	0
whereas	whereas	cs	whereas	whereas	0
in	in	p-acp	in	in	0
trueth	trueth	n1	truth	truth	0
if	if	cs	if	if	0
any	any	d	any	any	0
such	such	d	such	such	0
there	there	pc-acp	there	there	0
be	be	vbi	be	be	0
,	,	,	,	,	0
the	the	dt	the	the	0
difference	difference	n1	difference	difference	0
should	should	vmd	should	shall	0
rather	rather	av-c	rather	rather	0
haue	haue	vhi	have	have	0
beene	beene	vbn	been	be	0
made	made	vvn	made	make	0
betwixt	betwixt	p-acp	betwixt	betwixt	0
Protestants	Protestants	n2	Protestants	protestant	0
and	and	cc	and	and	0
Papists	Papists	njp2	Papists	papist	0
,	,	,	,	,	0
En	En	fw-fr	En	en	0
∣	∣	sy	∣	∣	0
glish	glish	j	glish	glish	0
and	and	cc	and	and	0
Romish	Romish	jp	Romish	romish	0
Catholikes	Catholikes	njp2	Catholics	catholic	0
,	,	,	,	,	0
since	since	c-acp	since	since	0
they	they	pns32	they	they	0
who	who	r-crq	who	who	0
could	could	vmd	could	can	0
be	be	vbi	be	be	0
content	content	j	content	content	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
were	were	vbdr	were	be	0
as	as	p-acp	as	as	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
before	before	p-acp	before	before	0
the	the	dt	the	the	0
Reformation	Reformation	n1	Reformation	reformation	0
,	,	,	,	,	0
can	can	vmb	can	can	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
iudgement	iudgement	n1	judgement	judgement	0
bee	bee	vbi	be	be	0
none	none	pix	none	none	0
other	other	n-jn	other	other	0
then	then	cs	then	than	0
Papists	Papists	njp2	Papists	papist	0
;	;	;	;	;	0
and	and	cc	and	and	0
those	those	d	those	those	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
iudge	iudge	n1	judge	judge	0
∣	∣	sy	∣	∣	0
ment	ment	vvd	meant	mean	0
approue	approue	vvi	approve	approve	0
the	the	dt	the	the	0
doctrine	doctrine	n1	doctrine	doctrine	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
pretended	pretended	j-vvn	pretended	pretend	0
Catholike	Catholike	jp	Catholic	catholic	0
Religion	Religion	n1	Religion	religion	0
,	,	,	,	,	0
can	can	vmb	can	can	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
farre	farre	av-j	far	far	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
apprehend	apprehend	vvb	apprehend	apprehend	0
it	it	pn31	it	it	0
)	)	)	)	)	0
been	been	vbn	been	be	0
none	none	pix	none	none	0
other	other	n-jn	other	other	0
then	then	cs	then	than	0
Romish	Romish	np1	Romish	Romish	0
Catholikes	Catholikes	njp2	Catholics	catholic	0
.	.	.	.	.	1
Thus	Thus	av	Thus	thus	0
those	those	d	those	those	0
whom	whom	ro-crq	whom	who	0
we	we	pns12	we	we	0
call	call	vvb	call	call	0
Papists	Papists	njp2	Papists	papist	0
,	,	,	,	,	0
he	he	pns31	he	he	0
calles	calles	vvz	calls	call	0
Temperate	Temperate	j	Temperate	temperate	0
Protestants	Protestants	n2	Protestants	protestant	0
,	,	,	,	,	0
and	and	cc	and	and	0
those	those	d	those	those	0
whom	whom	ro-crq	whom	who	0
we	we	pns12	we	we	0
call	call	vvb	call	call	0
Protestants	Protestants	n2	Protestants	protestant	0
,	,	,	,	,	0
he	he	pns31	he	he	0
calles	calles	vvz	calls	call	0
State	State	n1	State	state	0
Puritanes	Puritanes	np2	Puritanes	Puritan	0
.	.	.	.	.	1
The	The	dt	The	the	0
second	second	ord	second	second	0
generall	generall	n1	general	general	0
meanes	meanes	vvz	means	mean	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
compassing	compassing	vvg	compassing	compass	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
desired	desired	j-vvn	desired	desire	0
end	end	n1	end	end	0
,	,	,	,	,	0
is	is	vbz	is	be	0
an	an	dt	and	a	0
indeuour	indeuour	n1	endeavour	endeavour	0
to	to	pc-acp	to	to	0
worke	worke	vvi	work	work	0
an	an	dt	and	a	0
vtter	vtter	j	utter	utter	0
se	se	zz	se	se	0
∣	∣	sy	∣	∣	0
peration	peration	n1	peration	peration	0
betwixt	betwixt	p-acp	betwixt	betwixt	0
our	our	po12	our	our	0
Church	Church	n1	Church	church	0
and	and	cc	and	and	0
other	other	n-jn	other	other	0
reformed	reformed	vvn	reformed	reform	0
Churches	Churches	n2	Churches	church	0
,	,	,	,	,	0
specially	specially	av-j	specially	special	0
those	those	d	those	those	0
of	of	pp-f	of	of	0
France	France	np1	France	France	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Nether	Nether	j	Neither	nether	0
∣	∣	sy	∣	∣	0
lands	lands	n2	lands	land	0
;	;	;	;	;	0
whom	whom	r-crq	whom	who	0
therefore	therefore	av	therefore	therefore	0
in	in	p-acp	in	in	0
contempt	contempt	n1	contempt	contempt	0
hee	hee	pns31	he	he	0
calls	calls	vvz	calls	call	0
Hugo	Hugo	np1	Hugo	Hugo	0
∣	∣	sy	∣	∣	0
nots	nots	zz	nots	nots	0
,	,	,	,	,	0
and	and	cc	and	and	0
Geux	Geux	np1	Geux	Geux	0
,	,	,	,	,	0
and	and	cc	and	and	0
their	their	po32	their	their	0
doctrine	doctrine	n1	doctrine	doctrine	0
Caluinisme	Caluinisme	np1	Caluinisme	Caluinisme	0
;	;	;	;	;	0
intending	intending	vvg	intending	intend	0
thereby	thereby	av	thereby	thereby	0
,	,	,	,	,	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
conceiue	conceiue	vvb	conceive	conceive	0
)	)	)	)	)	0
either	either	d	either	either	0
to	to	p-acp	to	to	0
weaken	weaken	vvi	weaken	weaken	0
our	our	po12	our	our	0
strength	strength	n1	strength	strength	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
leauing	leauing	vvg	leaving	leave	0
vs	vs	pno12	us	we	0
to	to	pc-acp	to	to	0
stand	stand	vvi	stand	stand	0
single	single	j	single	single	0
,	,	,	,	,	0
or	or	cc	or	or	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
worse	worse	av-jc	worse	worse	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
inforce	inforce	vvi	enforce	enforce	0
vs	vs	pno12	us	we	0
at	at	p-acp	at	at	0
length	length	n1	length	length	0
to	to	p-acp	to	to	0
relapse	relapse	n1	relapse	relapse	0
vpon	vpon	p-acp	upon	upon	0
Rome	Rome	n1	Room	room	0
:	:	:	:	:	0
And	And	cc	And	and	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
purpose	purpose	n1	purpose	purpose	0
is	is	vbz	is	be	0
hee	hee	pns31	he	he	0
bold	bold	j	bold	bold	0
to	to	pc-acp	to	to	0
affirme	affirme	vvi	affirm	affirm	0
,	,	,	,	,	0
that	that	cst	that	that	0
their	their	po32	their	their	0
doctrine	doctrine	n1	doctrine	doctrine	0
makes	makes	vvz	makes	make	0
as	as	p-acp	as	as	0
much	much	d	much	much	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
Reli	Reli	np1	Reli	Reli	0
∣	∣	sy	∣	∣	0
gion	gion	n1	gion	gion	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
that	that	d	that	that	0
of	of	pp-f	of	of	0
Rome	Rome	n1	Room	room	0
;	;	;	;	;	0
whereas	whereas	cs	whereas	whereas	0
the	the	dt	the	the	0
writings	writings	n2	writings	write	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
learned	learned	j	learned	learned	0
men	men	n2	men	man	0
,	,	,	,	,	0
aswell	aswell	av	aswell	aswell	0
on	on	p-acp	on	on	0
their	their	po32	their	their	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
on	on	p-acp	on	on	0
our	our	po12	our	our	0
side	side	n1	side	side	0
,	,	,	,	,	0
our	our	po12	our	our	0
harmonies	harmonies	n2	harmonies	harmony	0
of	of	pp-f	of	of	0
Confessions	Confessions	n2	Confessions	confession	0
,	,	,	,	,	0
the	the	dt	the	the	0
testi	testi	n1	testi	testi	0
∣	∣	sy	∣	∣	0
monie	monie	n1	money	money	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
aduersaries	aduersaries	n2	adversaries	adversary	0
,	,	,	,	,	0
nay	nay	uh-x	nay	nay	0
,	,	,	,	,	0
theImpia	theImpia	np1	theImpia	theImpia	0
myste	myste	n1	mist	mist	0
∣	∣	sy	∣	∣	0
ria	ria	n1	riam	riam	0
&	&	cc	&	and	0
instituta	instituta	fw-la	instituta	instituta	0
ad	ad	fw-la	ad	ad	0
Caluini	Caluini	np1	Caluini	Caluini	0
prae	prae	fw-la	prae	prae	0
∣	∣	sy	∣	∣	0
scriptum	scriptum	fw-la	scriptum	scriptum	0
a	a	dt	a	a	0
se	se	fw-la	se	se	0
sus	sus	fw-la	sus	sus	0
∣	∣	sy	∣	∣	0
cepta	cepta	fw-la	cepta	cepta	0
&	&	cc	&	and	0
obserua	obserua	fw-la	obserua	obserua	0
∣	∣	sy	∣	∣	0
ta	ta	uh	ta	ta	0
,	,	,	,	,	0
etiam	etiam	fw-la	etiam	etiam	0
a	a	dt	a	a	0
subdi	subdi	n1	subdi	subdi	0
∣	∣	sy	∣	∣	0
tis	tis	pn31|vbz	this	it|be	0
seruari	seruari	fw-la	seruari	seruari	0
man	man	n1	man	man	0
∣	∣	sy	∣	∣	0
dauit	dauit	fw-la	dauit	dauit	0
,	,	,	,	,	0
circa	circa	fw-la	circa	circa	0
med	med	vvd	med	m	0
.	.	.	.	.	0
bull	bull	n1	bull	bull	0
.	.	.	.	.	1
Pope	Pope	np1	Pope	Pope	0
himselfe	himselfe	px31	himself	himself	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
Bull	Bull	n1	Bull	bull	0
against	against	p-acp	against	against	0
Queene	Queene	n1	Queen	queen	0
ELIZABETH	ELIZABETH	np1	ELIZABETH	Elizabeth	0
,	,	,	,	,	0
your	your	po22	your	your	0
Ma	Ma	fw-fr	Ma	ma	0
∣	∣	sy	∣	∣	0
iesties	iesties	ng1	iesties	iesties	0
La	La	fw-fr	La	la	0
charité	charité	fw-fr	charité	charité	0
que	que	fw-fr	que	que	0
nous	nous	fw-fr	nous	nous	0
por	por	fw-es	por	por	0
∣	∣	sy	∣	∣	0
tons	tons	n2	tons	ton	0
aux	aux	fw-fr	aux	aux	0
sieurs	sieurs	fw-fr	sieurs	sieurs	0
estats	estats	n2	estates	estate	0
nos	nos	fw-it	nos	nos	0
voisins	voisins	n2	voisins	voisin	0
&	&	cc	&	and	0
confederezfai	confederezfai	fw-fr	confederezfai	confederezfai	0
∣	∣	sy	∣	∣	0
sants	sants	n2	sants	sant	0
profession	profession	n1	profession	profession	0
de	de	fw-fr	de	de	0
la	la	fw-fr	la	la	0
mesme	mesme	fw-fr	mesme	mesme	0
re	re	fw-mi	re	re	0
∣	∣	sy	∣	∣	0
ligion	ligion	n1	ligion	ligion	0
auecques	auecques	fw-fr	auecques	auecques	0
nous	nous	fw-fr	nous	nous	0
.	.	.	.	.	1
Declaration	Declaration	n1	Declaration	declaration	0
to	to	p-acp	to	to	0
∣	∣	sy	∣	∣	0
chant	chant	vvb	chant	chant	0
le	le	zz	le	le	0
faict	faict	n1	fact	fact	0
de	de	fw-fr	de	de	0
Conradus	Conradus	np1	Conradus	Conradus	0
Vorstius	Vorstius	fw-la	Vorstius	vorstius	0
,	,	,	,	,	0
pag	pag	n1	page	page	0
.	.	.	.	.	1
6.	6.	crd	6.	6.	1
Messieurs	Messieurs	np1	Messieurs	Messieurs	0
les	les	fw-fr	les	les	0
e	e	sy	e	e	0
∣	∣	sy	∣	∣	0
stats	stats	n2	stats	stat	0
doncques	doncques	ng2	doncques	doncques	0
estants	estants	n2	estants	estant	0
non	non	fw-fr	non	non	0
seulement	seulement	fw-fr	seulement	seulement	0
nos	nos	fw-la	nos	nos	0
alliez	alliez	fw-fr	alliez	alliez	0
mais	mais	fw-fr	mais	mais	0
le	le	fw-fr	le	le	0
principallion	principallion	n1	principallion	principallion	0
de	de	fw-fr	de	de	0
nostre	nostre	fw-fr	nostre	nostre	0
coniun	coniun	fw-fr	coniun	coniun	0
∣	∣	sy	∣	∣	0
ction	ction	zz	ction	ction	0
estant	estant	fw-fr	estant	estant	0
no	no	dx	no	no	0
∣	∣	sy	∣	∣	0
stre	stre	fw-fr	stre	stre	0
vniformité	vniformité	fw-fr	vniformité	vniformité	0
en	en	fw-fr	en	en	0
la	la	fw-fr	la	la	0
vraye	vraye	n1	vraye	vraye	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
ligion	ligion	n1	ligion	ligion	0
.	.	.	.	.	0
pag	pag	n1	page	page	0
.	.	.	.	.	1
40.	40.	crd	40.	40.	1
Mais	Mais	np1	Mais	Mais	0
la	la	fw-fr	la	la	0
religion	religion	n1	religion	religion	0
dont	dont	fw-fr	dont	dont	0
moy	moy	fw-fr	moy	moy	0
&	&	cc	&	and	0
eux	eux	fw-fr	eux	eux	0
faisons	faisons	fw-fr	faisons	faisons	0
professi	professi	n1	professi	professi	0
∣	∣	sy	∣	∣	0
on	on	p-acp	on	on	0
na	na	fw-mi	na	na	0
esté	esté	fw-fr	esté	esté	0
iugée	iugée	fw-fr	iugée	iugée	0
n	n	wd	n	n	0
aucun	aucun	fw-fr	aucun	aucun	0
concile	concile	vvi	concile	concile	0
ou	ou	fw-fr	ou	ou	0
nous	nous	fw-fr	nous	nous	0
ayons	ayons	fw-fr	ayons	ayons	0
esté	esté	fw-fr	esté	esté	0
ouys	ouys	n2	ouys	ouy	0
:	:	:	:	:	0
spea	spea	uh	spea	spea	0
∣	∣	sy	∣	∣	0
king	king	n1	king	king	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
reformed	reformed	vvn	reformed	reform	0
religion	religion	n1	religion	religion	0
in	in	p-acp	in	in	0
France	France	np1	France	France	0
,	,	,	,	,	0
desense	desense	n1	desense	desense	0
du	du	fw-fr	du	du	0
droit	droit	fw-fr	droit	droit	0
des	des	fw-fr	des	des	0
Rois	Rois	fw-fr	Rois	rois	0
,	,	,	,	,	0
pag	pag	n1	page	page	0
.	.	.	.	.	1
82.	82.	crd	82.	82.	1
Ce	Ce	fw-fr	Ce	ce	0
qu'l	qu'l	j	qu'l	qu'l	0
dit	dit	fw-fr	dit	dit	0
que	que	fw-fr	que	que	0
les	les	fw-fr	les	les	0
heretiques	heretiques	n2	heretics	heretic	0
de	de	fw-fr	de	de	0
France	France	np1	France	France	0
,	,	,	,	,	0
font	font	n1	font	font	0
leur	leur	fw-fr	leur	leur	0
profit	profit	n1	profit	profit	0
