WHā	WHā	c-crq	When	when	0
,	,	,	,	,	0
that	that	cst	that	that	0
auoy	auoy	n1	avoy	avoy	0
∣	∣	sy	∣	∣	0
dynge	dynge	n1	dynge	dynge	0
all	all	d	all	all	0
confusion	confusion	n1	confusion	confusion	0
,	,	,	,	,	0
the	the	dt	the	the	0
diligente	diligente	j	diligent	diligent	0
reader	reader	n1	reader	reader	0
maie	maie	vmb	may	may	0
sone	sone	av	soon	soon	0
perceyue	perceyue	vvi	perceive	perceive	0
howe	howe	c-crq	how	how	0
iustlye	iustlye	av-j	justly	just	0
one	one	crd	one	one	0
thynge	thynge	n1	thing	thing	0
dependeth	dependeth	vvz	dependeth	depend	0
vpon	vpon	p-acp	upon	upon	0
an	an	dt	and	a	0
other	other	n-jn	other	other	0
:	:	:	:	:	0
so	so	av	so	so	0
that	that	cst	that	that	0
for	for	p-acp	for	for	0
thys	thys	d	this	this	0
poynte	poynte	n1	point	point	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
decla	decla	fw-fr	decla	decla	0
∣	∣	sy	∣	∣	0
rynge	rynge	n1	ring	ring	0
howe	howe	c-crq	how	how	0
the	the	dt	the	the	0
textes	textes	n2	texts	text	0
shoulde	shoulde	vmd	should	shall	0
ryghtly	ryghtly	av-jn	rightly	right	0
be	be	vbi	be	be	0
vnder	vnder	p-acp	under	under	0
∣	∣	sy	∣	∣	0
stande	stande	n1	stand	stand	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
iudgemente	iudgemente	n1	judgement	judgement	0
of	of	pp-f	of	of	0
well	well	av	well	well	0
learned	learned	j	learned	learned	0
menne	menne	n2	men	man	0
,	,	,	,	,	0
he	he	pns31	he	he	0
maye	maye	vmb	may	may	0
be	be	vbi	be	be	0
compared	compared	vvn	compared	compare	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
beste	beste	js	best	best	0
interpretoures	interpretoures	n2	interpretoures	interpretoure	0
that	that	cst	that	that	0
haue	haue	vhb	have	have	0
bene	bene	vbn	be	be	0
in	in	p-acp	in	in	0
anye	anye	d	any	any	0
tyme	tyme	n1	time	time	0
longe	longe	av-j	long	long	0
before	before	a-acp	before	before	0
.	.	.	.	.	1
What	What	q-crq	What	what	0
shuld	shuld	vmd	should	shall	0
I	I	pns11	I	i	0
speake	speake	vvi	speak	speak	0
of	of	pp-f	of	of	0
hys	hys	po31	his	his	0
eloquence	eloquence	n1	eloquence	eloquence	0
whyche	whyche	r-crq	which	which	0
maye	maye	vmb	may	may	0
be	be	vbi	be	be	0
sooner	sooner	av-c	sooner	soon	0
maruayled	maruayled	vvn	marveled	marvele	0
at	at	p-acp	at	at	0
,	,	,	,	,	0
than	than	cs	than	than	0
folo	folo	fw-la	folo	folo	0
∣	∣	sy	∣	∣	0
wed	wed	vvi	wed	wed	0
?	?	?	?	?	1
If	If	cs	If	if	0
it	it	pn31	it	it	0
please	please	vvb	please	please	0
youre	youre	po22	your	your	0
Lord	Lord	n1	Lord	lord	0
∣	∣	sy	∣	∣	0
shyppe	shyppe	n1	ship	ship	0
fauourablye	fauourablye	av-j	favourably	favourable	0
to	to	pc-acp	to	to	0
ac	ac	fw-la	ac	ac	0
∣	∣	sy	∣	∣	0
cepte	cepte	vvb	cepte	cepte	0
these	these	d	these	these	0
my	my	po11	my	my	0
laboures	laboures	n2	labours	labour	0
,	,	,	,	,	0
not	not	xx	not	not	0
a	a	dt	a	a	0
litle	litle	j	little	little	0
shall	shall	vmb	shall	shall	0
I	I	pns11	I	i	0
be	be	vbi	be	be	0
in	in	p-acp	in	in	0
∣	∣	sy	∣	∣	0
couraged	couraged	vvn	couraged	courage	0
to	to	pc-acp	to	to	0
goo	goo	vvi	goo	go	0
forwarde	forwarde	av-j	forward	forward	0
wyth	wyth	p-acp	with	with	0
the	the	dt	the	the	0
reste	reste	n1	rest	rest	0
of	of	pp-f	of	of	0
the	the	pno32	thee	they	0
Ho	Ho	uh	Ho	ho	0
∣	∣	sy	∣	∣	0
melies	melies	n2	melies	mely	0
,	,	,	,	,	0
or	or	cc	or	or	0
some	some	d	some	some	0
other	other	j-jn	other	other	0
thing	thing	n1	thing	thing	0
of	of	pp-f	of	of	0
lyke	lyke	av-j	like	like	0
Profite	Profite	n1	Profit	profit	0
:	:	:	:	:	0
and	and	cc	and	and	0
ac	ac	fw-la	ac	ac	0
∣	∣	sy	∣	∣	0
quaynte	quaynte	vvi	quaynte	quaynte	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
agayne	agayne	av	again	again	0
wyth	wyth	p-acp	with	with	0
those	those	d	those	those	0
studyes	studyes	n2	studies	study	0
,	,	,	,	,	0
why	why	uh-crq	why	why	0
∣	∣	sy	∣	∣	0
che	che	pns11	i	i	0
beynge	beynge	vbg	being	be	0
begunne	begunne	vvn	begun	begin	0
of	of	pp-f	of	of	0
me	me	pno11	me	i	0
in	in	p-acp	in	in	0
youth	youth	n1	youth	youth	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
continu	continu	vvb	continue	continue	0
∣	∣	sy	∣	∣	0
ed	ed	wd	ed	ed	0
forthe	forthe	av	forth	forth	0
certayne	certayne	j	certain	certain	0
yeares	yeares	n2	years	year	0
,	,	,	,	,	0
haue	haue	vhb	have	have	0
bene	bene	vbn	be	be	0
a	a	dt	a	a	0
longe	longe	av-j	long	long	0
season	season	n1	season	season	0
,	,	,	,	,	0
althoughe	althoughe	cs	although	although	0
not	not	xx	not	not	0
quyghte	quyghte	av	quyghte	quyghte	0
left	left	vvn	left	leave	0
of	of	pp-f	of	of	0
yet	yet	av	yet	yet	0
very	very	av	very	very	0
much	much	av-d	much	much	0
remit	remit	vvi	remit	remit	0
ted	ted	vvn	ted	t	0
,	,	,	,	,	0
and	and	cc	and	and	0
slacked	slacked	vvn	slacked	slack	0
.	.	.	.	.	1
The	The	dt	The	the	0
liuyng	liuyng	n-vvg	living	live	0
God	God	np1	God	God	0
whyche	whyche	r-crq	which	which	0
nowe	nowe	av	now	now	0
of	of	pp-f	of	of	0
hys	hys	po31	his	his	0
infinite	infinite	j	infinite	infinite	0
good	good	j	good	good	0
∣	∣	sy	∣	∣	0
nes	nes	zz	nes	nes	0
hath	hath	vhz	hath	have	0
sent	sent	vvn	sent	send	0
vs	vs	pno12	us	we	0
peace	peace	n1	peace	peace	0
frō	frō	p-acp	from	from	0
mortal	mortal	j-jn	mortal	mortal	0
bodili	bodili	j	bodili	bodili	0
war	war	n1	war	war	0
,	,	,	,	,	0
giue	giue	vvb	give	give	0
vs	vs	pno12	us	we	0
also	also	av	also	also	0
concorde	concorde	n1	concord	concord	0
of	of	pp-f	of	of	0
myndes	myndes	n2	minds	mind	0
y•	y•	n1	y•	y•	0
agreyng	agreyng	vvg	agreeing	agree	0
in	in	p-acp	in	in	0
one	one	crd	one	one	0
sound	sound	vvb	found	sound	0
doc	doc	fw-fr	doc	doc	0
∣	∣	sy	∣	∣	0
tryne	tryne	n1	tryne	tryne	0
we	we	pns12	we	we	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
vnited	vnited	vvn	united	unite	0
and	and	cc	and	and	0
knyte	knyte	n1	knight	knight	0
as	as	p-acp	as	as	0
mēbers	mēbers	n2	members	member	0
of	of	pp-f	of	of	0
one	one	crd	one	one	0
misticall	misticall	j	mystical	mystical	0
body	body	n1	body	body	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
head	head	n1	head	head	0
Iesus	Iesus	np1	Iesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
our	our	po12	our	our	0
lord	lord	n1	lord	lord	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
be	be	vbb	be	be	0
glory	glory	n1	glory	glory	0
for	for	p-acp	for	for	0
euer	euer	av	ever	ever	0
.	.	.	.	.	1
