Grace	Grace	n1	Grace	grace	0
promising	promising	vvg	promising	promise	0
hereby	hereby	av	hereby	hereby	0
neuer	neuer	av	never	never	0
to	to	pc-acp	to	to	0
destroy	destroy	vvi	destroy	destroy	0
the	the	dt	the	the	0
same	same	d	same	same	0
any	any	d	any	any	0
more	more	dc	more	more	0
by	by	p-acp	by	by	0
waters	waters	n2	waters	water	0
:	:	:	:	:	0
how	how	c-crq	how	how	0
much	much	d	much	much	0
ought	ought	pi	ought	aught	0
mākind	mākind	n1	mankind	mankind	0
specially	specially	av-j	specially	special	0
,	,	,	,	,	0
en	en	fw-fr	en	en	0
∣	∣	sy	∣	∣	0
ioying	ioying	vvg	joying	joy	0
by	by	p-acp	by	by	0
this	this	d	this	this	0
peaceable	peaceable	j	peaceable	peaceable	0
pact	pact	n1	pact	pact	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
Heauē	Heauē	n1	Heaven	heaven	0
,	,	,	,	,	0
Earth	Earth	n1	Earth	earth	0
,	,	,	,	,	0
&	&	cc	&	and	0
the	the	dt	the	the	0
Sea	Sea	n1	Sea	sea	0
aboundance	aboundance	n1	abundance	abundance	0
of	of	pp-f	of	of	0
benefittes	benefittes	n2	benefits	benefit	0
:	:	:	:	:	0
feare	feare	vvb	fear	fear	0
God	God	np1	God	God	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
holines	holines	n1	holiness	holiness	0
,	,	,	,	,	0
loue	loue	vvb	love	love	0
one	one	pi	one	one	0
an	an	dt	and	a	0
other	other	n-jn	other	other	0
in	in	p-acp	in	in	0
righteousnesse	righteousnesse	n1	righteousness	righteousness	0
,	,	,	,	,	0
and	and	cc	and	and	0
vse	vse	vvi	use	use	0
these	these	d	these	these	0
bene	bene	vbi	be	be	0
∣	∣	sy	∣	∣	0
fittes	fittes	vvz	fits	fit	0
with	with	p-acp	with	with	0
thankfulnesse	thankfulnesse	n1	thankfulness	thankfulness	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
aduauncement	aduauncement	n1	advancement	advancement	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
glory	glory	n1	glory	glory	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
this	this	d	this	this	0
Bowe	Bowe	n1	Bow	bow	0
,	,	,	,	,	0
this	this	d	this	this	0
Rainebowe	Rainebowe	n1	Rainbow	rainbow	0
I	I	pns11	I	i	0
say	say	vvb	say	say	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
coue	coue	n1	cove	cove	0
∣	∣	sy	∣	∣	0
nant	nant	n1	nant	nant	0
,	,	,	,	,	0
Arist	Arist	np1	Arist	Arist	0
met	met	vvd	met	meet	0
liber	liber	fw-la	liber	libre	0
3.	3.	crd	3.	3.	1
Cap.	Cap.	np1	Cap.	Cap.	0
1.	1.	crd	1.	1.	0
and	and	cc	and	and	0
pledge	pledge	n1	pledge	pledge	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
peace	peace	n1	peace	peace	0
,	,	,	,	,	0
left	left	vvn	left	leave	0
vnto	vnto	p-acp	unto	unto	0
vs	vs	pno12	us	we	0
frō	frō	p-acp	from	from	0
the	the	dt	the	the	0
deluge	deluge	n1	deluge	deluge	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
Aristotle	Aristotle	np1	Aristotle	Aristotle	0
affirmeth	affirmeth	vvz	affirmeth	affirm	0
)	)	)	)	)	0
Naturally	Naturally	av-j	Naturally	natural	0
appeareth	appeareth	vvz	appears	appear	0
by	by	p-acp	by	by	0
reflection	reflection	n1	reflection	reflection	0
or	or	cc	or	or	0
giuing	giuing	vvg	giving	give	0
backe	backe	av	back	back	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
light	light	n1	light	light	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Sunne	Sunne	n1	Sun	sun	0
,	,	,	,	,	0
Trac	Trac	np1	Trac	Trac	0
.	.	.	.	.	1
2.	2.	crd	2.	2.	0
from	from	p-acp	from	from	0
a	a	dt	a	a	0
cloude	cloude	n1	cloud	cloud	0
opposite	opposite	j-jn	opposite	opposite	0
,	,	,	,	,	0
or	or	cc	or	or	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
same	same	d	same	same	0
.	.	.	.	.	1
So	So	av	So	so	0
our	our	po12	our	our	0
heauēly	heauēly	j	heavenly	heavenly	0
God	God	np1	God	God	0
,	,	,	,	,	0
the	the	dt	the	the	0
Father	Father	n1	Father	father	0
of	of	pp-f	of	of	0
light	light	n1	light	light	0
,	,	,	,	,	0
and	and	cc	and	and	0
giuer	giuer	n1	giver	giver	0
of	of	pp-f	of	of	0
grace	grace	n1	grace	grace	0
,	,	,	,	,	0
departeth	departeth	vvz	departeth	depart	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
light	light	n1	light	light	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
manifolde	manifolde	j	manifold	manifold	0
mercies	mercies	n2	mercies	mercy	0
vnto	vnto	p-acp	unto	unto	0
mankinde	mankinde	n1	mankind	mankind	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
opposite	opposite	j-jn	opposite	opposite	0
cloude	cloude	n1	cloud	cloud	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
displeasure	displeasure	n1	displeasure	displeasure	0
.	.	.	.	.	1
Againe	Againe	av	Again	again	0
,	,	,	,	,	0
this	this	d	this	this	0
Bowe	Bowe	n1	Bow	bow	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
co	co	n1	counterfeit	counterfeit	0
∣	∣	sy	∣	∣	0
uenant	uenant	n1	uenant	uenant	0
and	and	cc	and	and	0
pledge	pledge	n1	pledge	pledge	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
peace	peace	n1	peace	peace	0
,	,	,	,	,	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
saide	saide	vvn	said	say	0
by	by	p-acp	by	by	0
Alber	Alber	np1	Alber	Alber	0
∣	∣	sy	∣	∣	0
tus	tus	fw-la	tus	tus	0
)	)	)	)	)	0
To	To	pc-acp	To	to	0
be	be	vbi	be	be	0
so	so	av	so	so	0
much	much	av-d	much	much	0
lesse	lesse	av-dc	less	less	0
in	in	p-acp	in	in	0
appearance	appearance	n1	appearance	appearance	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
by	by	p-acp	by	by	0
how	how	c-crq	how	how	0
much	much	av-d	much	much	0
the	the	dt	the	the	0
Sunne	Sunne	n1	Sun	sun	0
is	is	vbz	is	be	0
higher	higher	jc	higher	high	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Heauens	Heauens	n2	Heavens	heaven	0
,	,	,	,	,	0
and	and	cc	and	and	0
contrarie	contrarie	j-jn	contrary	contrary	0
wise	wise	j	wise	wise	0
so	so	av	so	so	0
much	much	av-d	much	much	0
greater	greater	jc	greater	great	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Sunne	Sunne	n1	Sun	sun	0
is	is	vbz	is	be	0
lower	lower	jc	lower	low	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
earth	earth	n1	earth	earth	0
:	:	:	:	:	0
So	So	av	So	so	0
much	much	av-d	much	much	0
lesse	lesse	av-dc	less	less	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
mercies	mercies	n2	mercies	mercy	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
minded	minded	vvd	minded	mind	0
of	of	pp-f	of	of	0
man	man	n1	man	man	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
his	his	po31	his	his	0
mightie	mightie	j	mighty	mighty	0
power	power	n1	power	power	0
appeareth	appeareth	vvz	appears	appear	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
sight	sight	n1	sighed	sight	0
,	,	,	,	,	0
and	and	cc	and	and	0
againe	againe	av	again	again	0
so	so	av	so	so	0
much	much	av-d	much	much	0
greater	greater	jc	greater	great	0
seeme	seeme	vvi	seem	seem	0
his	his	po31	his	his	0
mercies	mercies	n2	mercies	mercy	0
vnto	vnto	p-acp	unto	unto	0
vs	vs	pno12	us	we	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
his	his	po31	his	his	0
mightie	mightie	j	mighty	mighty	0
power	power	n1	power	power	0
is	is	vbz	is	be	0
nere	nere	av-x	never	never	0
vs	vs	pno12	us	we	0
in	in	p-acp	in	in	0
sight	sight	n1	sighed	sight	0
.	.	.	.	.	1
Thirdly	Thirdly	ord	Thirdly	third	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
Aristotle	Aristotle	np1	Aristotle	Aristotle	0
,	,	,	,	,	0
this	this	d	this	this	0
Rainebow	Rainebow	n1	Rainbow	rainbow	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
co	co	n1	counterfeit	counterfeit	0
∣	∣	sy	∣	∣	0
uenant	uenant	n1	uenant	uenant	0
&	&	cc	&	and	0
pledge	pledge	n1	pledge	pledge	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
peace	peace	n1	peace	peace	0
,	,	,	,	,	0
As	As	c-acp	As	as	0
it	it	pn31	it	it	0
appeareth	appeareth	vvz	appears	appear	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Spring	Spring	n1	Spring	spring	0
time	time	n1	time	time	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
Sommer	Sommer	n1	Summer	summer	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
Autume	Autume	n1	Autume	autumn	0
&	&	cc	&	and	0
in	in	p-acp	in	in	0
Winter	Winter	n1	Winter	winter	0
,	,	,	,	,	0
euening	euening	n1	evening	evening	0
&	&	cc	&	and	0
morning	morning	n1	morning	morning	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
specially	specially	av-j	specially	special	0
in	in	p-acp	in	in	0
Autumne	Autumne	n1	Autumn	autumn	0
:	:	:	:	:	0
So	So	av	So	so	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
performance	performance	n1	performance	performance	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
mercifull	mercifull	j	merciful	merciful	0
couenant	couenant	n1	covenant	covenant	0
,	,	,	,	,	0
and	and	cc	and	and	0
peaceable	peaceable	j	peaceable	peaceable	0
pacte	pacte	n1	pact	pact	0
at	at	p-acp	at	at	0
all	all	d	all	all	0
times	times	n2	times	time	0
ap	ap	fw-mi	ap	ap	0
∣	∣	sy	∣	∣	0
parant	parant	j	parant	parant	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
specially	specially	av-j	specially	special	0
in	in	p-acp	in	in	0
Autumne	Autumne	n1	Autumn	autumn	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
when	when	c-crq	when	when	0
man	man	n1	man	man	0
∣	∣	sy	∣	∣	0
kinde	kinde	n1	kind	kind	0
laboureth	laboureth	vvz	laboureth	labour	0
most	most	ds	most	most	0
to	to	pc-acp	to	to	0
leaue	leaue	vvi	leave	leave	0
sinne	sinne	n1	sin	sin	0
,	,	,	,	,	0
and	and	cc	and	and	0
bring	bring	vvi	bring	bring	0
∣	∣	sy	∣	∣	0
forth	forth	av	forth	forth	0
fruites	fruites	n2	fruits	fruit	0
of	of	pp-f	of	of	0
good	good	j	good	good	0
life	life	n1	life	life	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
saide	saide	vvd	said	say	0
,	,	,	,	,	0
fearing	fearing	vvg	fearing	fear	0
God	God	np1	God	God	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
holinesse	holinesse	n1	holiness	holiness	0
,	,	,	,	,	0
louing	louing	vvg	loving	love	0
one	one	pi	one	one	0
an	an	dt	and	a	0
other	other	n-jn	other	other	0
in	in	p-acp	in	in	0
righteousnesse	righteousnesse	n1	righteousness	righteousness	0
,	,	,	,	,	0
and	and	cc	and	and	0
v	v	crd	v	five	0
∣	∣	sy	∣	∣	0
sing	sing	vvi	sing	sing	0
his	his	po31	his	his	0
benefittes	benefittes	n2	benefits	benefit	0
with	with	p-acp	with	with	0
thankfulnesse	thankfulnesse	n1	thankfulness	thankfulness	0
.	.	.	.	.	1
Thus	Thus	av	Thus	thus	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
end	end	n1	end	end	0
graunting	graunting	vvg	granting	grant	0
his	his	po31	his	his	0
couenant	couenant	n1	covenant	covenant	0
,	,	,	,	,	0
our	our	po12	our	our	0
omnipotent	omnipotent	j	omnipotent	omnipotent	0
Creator	Creator	n1	Creator	creator	0
and	and	cc	and	and	0
gratiouse	gratiouse	j	gracious	gracious	0
God	God	np1	God	God	0
ordayning	ordayning	vvg	ordaining	ordain	0
Man	Man	n1	Man	man	0
ruler	ruler	n1	ruler	ruler	0
ouer	ouer	p-acp	over	over	0
his	his	po31	his	his	0
Crea	Crea	np1	Crea	Crea	0
∣	∣	sy	∣	∣	0
tures	tures	n1	tures	tures	0
in	in	p-acp	in	in	0
earth	earth	n1	earth	earth	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
vnder	vnder	p-acp	under	under	0
his	his	po31	his	his	0
protection	protection	n1	protection	protection	0
in	in	p-acp	in	in	0
heauen	heauen	n1	heaven	heaven	0
,	,	,	,	,	0
hath	hath	vhz	hath	have	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
bounde	bounde	vvn	bound	bind	0
vnto	vnto	p-acp	unto	unto	0
him	him	pno31	him	he	0
all	all	d	all	all	0
humaine	humaine	j	human	human	0
societie	societie	n1	society	society	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
hath	hath	vhz	hath	have	0
also	also	av	also	also	0
substituted	substituted	vvn	substituted	substitute	0
euen	euen	av	even	even	0
his	his	po31	his	his	0
liuetenauntes	liuetenauntes	n2	liuetenauntes	liuetenaunte	0
godly	godly	j	godly	godly	0
rulers	rulers	n2	rulers	ruler	0
ouer	ouer	p-acp	over	over	0
the	the	dt	the	the	0
same	same	d	same	same	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
foresaide	foresaide	j-vvn	foresaid	foresay	0
effect	effect	n1	effect	effect	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
aduaunce	aduaunce	vvi	advance	advance	0
∣	∣	sy	∣	∣	0
ment	ment	vvd	meant	mean	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
glory	glory	n1	glory	glory	0
,	,	,	,	,	0
confirming	confirming	vvg	confirming	confirm	0
the	the	dt	the	the	0
same	same	d	same	same	0
couenant	couenant	n1	covenant	covenant	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
aucthoritie	aucthoritie	n1	authority	authority	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
holie	holie	j	holy	holy	0
worde	worde	n1	word	word	0
on	on	p-acp	on	on	0
this	this	d	this	this	0
manner	manner	n1	manner	manner	0
.	.	.	.	.	1
Reg.	Reg.	np1	Reg.	Reg.	0
7	7	crd	7	7	0
I	I	pns11	I	i	0
will	will	vmb	will	will	0
ordaine	ordaine	vvi	ordain	ordain	0
a	a	dt	a	a	0
place	place	n1	place	place	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
people	people	n1	people	people	0
of	of	pp-f	of	of	0
Israell	Israell	np1	Israell	Israel	0
.	.	.	.	.	1
I.	I.	np1	I.	I.	0
And	And	cc	And	and	0
I	I	pns11	I	i	0
will	will	vmb	will	will	0
plant	plant	vvi	plant	plant	0
him	him	pno31	him	he	0
,	,	,	,	,	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
will	will	vmb	will	will	0
dwell	dwell	vvi	dwell	dwell	0
with	with	p-acp	with	with	0
him	him	pno31	him	he	0
.	.	.	.	.	1
II.	II.	crd	II	ii	0
And	And	cc	And	and	0
he	he	pns31	he	he	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
no	no	dx	no	no	0
more	more	av-dc	more	more	0
troubled	troubled	vvn	troubled	trouble	0
.	.	.	.	.	1
III	III	np1	III	Iii	0
.	.	.	.	.	1
And	And	cc	And	and	0
the	the	dt	the	the	0
children	children	n2	children	child	0
of	of	pp-f	of	of	0
iniquitie	iniquitie	n1	iniquity	iniquity	0
shall	shall	vmb	shall	shall	0
not	not	xx	not	not	0
vexe	vexe	vvi	vex	vex	0
or	or	cc	or	or	0
afflict	afflict	vvi	afflict	afflict	0
him	him	pno31	him	he	0
any	any	d	any	any	0
more	more	dc	more	more	0
.	.	.	.	.	1
IIII	IIII	crd	IIII	four	0
.	.	.	.	.	1
By	By	p-acp	By	by	0
his	his	po31	his	his	0
word	word	n1	word	word	0
here	here	av	here	here	0
he	he	pns31	he	he	0
promised	promised	vvd	promised	promise	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
deede	deede	n1	deed	deed	0
he	he	pns31	he	he	0
performed	performed	vvd	performed	perform	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
forefathers	forefathers	n2	forefathers	forefather	0
▪	▪	▪	▪	▪	0
Adam	Adam	np1	Adam	Adam	0
in	in	p-acp	in	in	0
Pa	Pa	wd	Pa	pa	0
¦	¦	sy	¦	¦	0
radise	radise	n1	radise	radise	0
,	,	,	,	,	0
Gen.	Gen.	np1	Gen.	Gen.	1
1.	1.	crd	1.	1.	1
Noah	Noah	np1	Noah	Noah	0
&	&	cc	&	and	0
his	his	po31	his	his	0
children	children	n2	children	child	0
,	,	,	,	,	0
Gen.	Gen.	np1	Gen.	Gen.	0
9.	9.	crd	9.	9	1
Abraham	Abraham	np1	Abraham	Abraham	0
&	&	cc	&	and	0
his	his	po31	his	his	0
seede	seede	n1	seed	seed	0
Gen.	Gen.	np1	Gen.	Gen.	1
12.	12.	crd	12.	12.	1
But	But	p-acp	But	but	0
louing	louing	vvg	loving	love	0
his	his	po31	his	his	0
lect	lect	n1	lect	lect	0
,	,	,	,	,	0
and	and	cc	and	and	0
hating	hating	vvg	hating	hate	0
their	their	po32	their	their	0
e	e	sy	e	e	0
∣	∣	sy	∣	∣	0
nemies	nemies	n2	nemies	nemy	0
,	,	,	,	,	0
he	he	pns31	he	he	0
performed	performed	vvd	performed	perform	0
his	his	po31	his	his	0
promise	promise	n1	promise	promise	0
vnto	vnto	p-acp	unto	unto	0
Iacob	Iacob	np1	Iacob	Jacob	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
prouidence	prouidence	n1	providence	providence	0
,	,	,	,	,	0
and	and	cc	and	and	0
vnto	vnto	p-acp	unto	unto	0
Laban	Laban	np1	Laban	Laban	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
iudgments	iudgments	n2	judgments	judgment	0
,	,	,	,	,	0
Gen.	Gen.	np1	Gen.	Gen.	1
30.	30.	crd	30.	30.	1
So	So	av	So	so	0
did	did	vdd	did	do	0
he	he	pns31	he	he	0
in	in	p-acp	in	in	0
like	like	j	like	like	0
manner	manner	n1	manner	manner	0
vnto	vnto	p-acp	unto	unto	0
Ioseph	Ioseph	np1	Ioseph	Joseph	0
,	,	,	,	,	0
and	and	cc	and	and	0
his	his	po31	his	his	0
vnnaturall	vnnaturall	j	unnatural	unnatural	0
brethren	brethren	n2	brothers	brethren	0
,	,	,	,	,	0
Gen.	Gen.	np1	Gen.	Gen.	1
37.	37.	crd	37.	37.	1
Yea	Yea	uh	Yea	yea	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
prouidence	prouidence	n1	providence	providence	0
laying	laying	vvg	laying	lay	0
his	his	po31	his	his	0
right	right	j-jn	right	right	0
hand	hand	n1	hand	hand	0
vpon	vpon	p-acp	upon	upon	0
Ephraim	Ephraim	np1	Ephraim	Ephraim	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
iudgement	iudgement	n1	judgement	judgement	0
his	his	po31	his	his	0
left	left	j	left	left	0
hand	hand	n1	hand	hand	0
vpon	vpon	p-acp	upon	upon	0
Manasses	Manasses	np1	Manasses	Manasses	0
.	.	.	.	.	1
Gen.	Gen.	np1	Gen.	Gen.	0
48.	48.	crd	48.	48.	1
Whereby	Whereby	c-crq	Whereby	whereby	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
prospered	prospered	vvd	prospered	prosper	0
and	and	cc	and	and	0
protected	protected	vvn	protected	protect	0
his	his	po31	his	his	0
holy	holy	j	holy	holy	0
ones	ones	pi2	ones	one	0
in	in	p-acp	in	in	0
peace	peace	n1	peace	peace	0
and	and	cc	and	and	0
warres	warres	n2	wars	war	0
against	against	p-acp	against	against	0
their	their	po32	their	their	0
enemies	enemies	n2	enemies	enemy	0
,	,	,	,	,	0
we	we	pns12	we	we	0
reade	reade	vvb	read	read	0
also	also	av	also	also	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
deuine	deuine	j-jn	divine	divine	0
histories	histories	n2	histories	history	0
from	from	p-acp	from	from	0
time	time	n1	time	time	0
to	to	p-acp	to	to	0
time	time	n1	time	time	0
how	how	c-crq	how	how	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
what	what	r-crq	what	what	0
ordenarie	ordenarie	j	ordenarie	ordenarie	0
meanes	meanes	n2	means	mean	0
of	of	pp-f	of	of	0
power	power	n1	power	power	0
,	,	,	,	,	0
force	force	n1	force	force	0
,	,	,	,	,	0
and	and	cc	and	and	0
defence	defence	n1	defence	defence	0
,	,	,	,	,	0
he	he	pns31	he	he	0
reached	reached	vvd	reached	reach	0
vnto	vnto	p-acp	unto	unto	0
his	his	po31	his	his	0
feeble	feeble	j	feeble	feeble	0
flocke	flocke	n1	flock	flock	0
his	his	po31	his	his	0
mightie	mightie	j	mighty	mighty	0
arme	arme	n1	arm	arm	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
discomforture	discomforture	n1	discomforture	discomforture	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
enemie	enemie	n1	enemy	enemy	0
&	&	cc	&	and	0
vt	vt	fw-la	vt	ut	0
∣	∣	sy	∣	∣	0
ter	ter	zz	ter	ter	0
subuertion	subuertion	n1	subversion	subversion	0
both	both	av-d	both	both	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
power	power	n1	power	power	0
&	&	cc	&	and	0
pollicie	pollicie	n1	policy	policy	0
,	,	,	,	,	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
promises	promises	n2	promises	promise	0
aforesaide	aforesaide	j	aforesaid	aforesaid	0
.	.	.	.	.	1
Heere	Heere	av	Here	here	0
then	then	av	then	then	0
memorable	memorable	j	memorable	memorable	0
and	and	cc	and	and	0
praiseworthie	praiseworthie	j	praiseworthy	praiseworthy	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
prouidence	prouidence	n1	providence	providence	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
most	most	av-ds	most	most	0
mightie	mightie	j	mighty	mighty	0
God	God	np1	God	God	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
promising	promising	vvg	promising	promise	0
helpe	helpe	n1	help	help	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
Iewes	Iewes	np2	Iewes	Jew	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
Gentiles	Gentiles	n2-j	Gentiles	gentile	0
,	,	,	,	,	0
vsed	vsed	vvd	used	use	0
no	no	dx	no	no	0
kinde	kinde	n1	kind	kind	0
of	of	pp-f	of	of	0
speach	speach	n1	speech	speech	0
so	so	av	so	so	0
much	much	av-d	much	much	0
as	as	c-acp	as	as	0
this	this	d	this	this	0
,	,	,	,	,	0
Deut	Deut	vvd	Deut	deut	0
32.	32.	crd	32.	32.	1
That	That	cst	That	that	0
he	he	pns31	he	he	0
would	would	vmd	would	will	0
bend	bend	vvi	bend	bend	0
his	his	po31	his	his	0
Bow	Bow	n1	Bow	bow	0
and	and	cc	and	and	0
dye	dye	vvi	die	dye	0
his	his	po31	his	his	0
shaftes	shaftes	n2	shafts	shaft	0
in	in	p-acp	in	in	0
bloud	bloud	n1	blood	blood	0
.	.	.	.	.	1
As	As	p-acp	As	as	0
who	who	r-crq	who	who	0
say	say	vvb	say	say	0
,	,	,	,	,	0
God	God	np1	God	God	0
wil	wil	vmb	will	will	0
make	make	vvi	make	make	0
the	the	dt	the	the	0
Iewes	Iewes	np2	Iewes	Jew	0
shoote	shoote	vvb	shoot	shoot	0
strong	strong	j	strong	strong	0
shootes	shootes	vvz	shoots	shoot	0
to	to	p-acp	to	to	0
ouer	ouer	a-acp	over	over	0
∣	∣	sy	∣	∣	0
throw	throw	n1	throw	throw	0
their	their	po32	their	their	0
enemies	enemies	n2	enemies	enemy	0
:	:	:	:	:	0
or	or	cc	or	or	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
least	least	ds	least	least	0
,	,	,	,	,	0
that	that	cst	that	that	0
shooting	shooting	vvg	shooting	shoot	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
wonderful	wonderful	j	wondered	wonderful	0
mightie	mightie	j	mighty	mighty	0
thing	thing	n1	thing	thing	0
,	,	,	,	,	0
whereunto	whereunto	c-crq	whereunto	whereunto	0
the	the	dt	the	the	0
high	high	j	high	high	0
power	power	n1	power	power	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
is	is	vbz	is	be	0
likened	likened	vvn	likened	liken	0
.	.	.	.	.	1
This	This	np1	This	This	0
bow	bow	vvb	bow	bow	0
