I	I	pns11	I	i	0
whit	whit	n1	whit	whit	0
seen	seen	vvn	seen	see	0
,	,	,	,	,	0
&	&	cc	&	and	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
holy	holy	j	holy	holy	0
spirit	spirit	n1	spirit	spirit	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
wō	wō	vvn	wone	win	0
∣	∣	sy	∣	∣	0
derfully	derfully	av-j	derfully	derful	0
adorned	adorned	vvd	adorned	adorn	0
thee	thee	pno21	thee	thou	0
wythin	wythin	p-acp	within	within	0
,	,	,	,	,	0
and	and	cc	and	and	0
endued	endued	vvd	endued	endue	0
thee	thee	pno21	thee	thou	0
wyth	wyth	p-acp	with	with	0
the	the	dt	the	the	0
holy	holy	j	holy	holy	0
Ghost	Ghost	n1	Ghost	ghost	0
,	,	,	,	,	0
&	&	cc	&	and	0
the	the	dt	the	the	0
seale	seale	n1	seal	seal	0
of	of	pp-f	of	of	0
beleefe	beleefe	n1	belief	belief	0
,	,	,	,	,	0
so	so	av	so	so	0
that	that	cst	that	that	0
now	now	av	now	now	0
thou	thou	pns21	thou	thou	0
canst	canst	vm2	canst	can	0
not	not	xx	not	not	0
doubt	doubt	vvi	doubt	doubt	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
both	both	av-d	both	both	0
faithfull	faithfull	j	faithful	faithful	0
,	,	,	,	,	0
Ro.	Ro.	np1	Ro.	Ro.	1
8.	8.	crd	8.	8.	0
and	and	cc	and	and	0
fa	fa	zz	fa	fa	0
∣	∣	sy	∣	∣	0
uours	uours	n2	uours	uour	0
thee	thee	pno21	thee	thou	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
his	his	po31	his	his	0
hart	hart	n1	heart	hart	0
.	.	.	.	.	1
And	And	cc	And	and	0
yet	yet	av	yet	yet	0
it	it	pn31	it	it	0
greatly	greatly	av-j	greatly	great	0
greeues	greeues	vvz	grieves	grieve	0
thee	thee	pno21	thee	thou	0
that	that	d	that	that	0
thy	thy	po21	thy	thy	0
glory	glory	n1	glory	glory	0
which	which	r-crq	which	which	0
thou	thou	pns21	thou	thou	0
wishest	wishest	vv2	wishest	wish	0
for	for	p-acp	for	for	0
,	,	,	,	,	0
thy	thy	po21	thy	thy	0
com	com	vvi	come	come	0
∣	∣	sy	∣	∣	0
fort	fort	n1	fort	fort	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
thou	thou	pns21	thou	thou	0
hopest	hopest	vv2	hopest	hope	0
for	for	p-acp	for	for	0
,	,	,	,	,	0
and	and	cc	and	and	0
thy	thy	po21	thy	thy	0
King	King	n1	King	king	0
and	and	cc	and	and	0
bride	bride	n1	bride	bride	0
∣	∣	sy	∣	∣	0
grome	grome	n1	grome	groom	0
for	for	p-acp	for	for	0
whom	whom	ro-crq	whom	who	0
thou	thou	pns21	thou	thou	0
so	so	av	so	so	0
lokest	lokest	vv2	lokest	look	0
,	,	,	,	,	0
and	and	cc	and	and	0
longest	longest	js	longest	long	0
for	for	p-acp	for	for	0
,	,	,	,	,	0
is	is	vbz	is	be	0
so	so	av	so	so	0
long	long	av-j	long	long	0
from	from	p-acp	from	from	0
thee	thee	pno21	thee	thou	0
:	:	:	:	:	0
And	And	cc	And	and	0
no	no	dx	no	no	0
maruel	maruel	vvi	marvel	marvel	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
property	property	n1	property	property	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
faythfull	faythfull	j	faithful	faithful	0
louer	louer	n1	lover	lover	0
,	,	,	,	,	0
not	not	xx	not	not	0
quietly	quietly	av-jn	quietly	quiet	0
to	to	pc-acp	to	to	0
beare	beare	vvi	bear	bear	0
the	the	dt	the	the	0
absence	absence	n1	absence	absence	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
ardently	ardently	av-j	ardently	ardent	0
to	to	pc-acp	to	to	0
desire	desire	vvi	desire	desire	0
the	the	dt	the	the	0
presence	presence	n1	presence	presence	0
,	,	,	,	,	0
the	the	dt	the	the	0
pleasaunt	pleasaunt	j	pleasant	pleasant	0
speeche	speeche	n1	speech	speech	0
,	,	,	,	,	0
and	and	cc	and	and	0
louing	louing	vvg	loving	love	0
,	,	,	,	,	0
embracings	embracings	n2-vvg	embracings	embrace	0
of	of	pp-f	of	of	0
her	her	po31	her	her	0
beloued	beloued	j-vvn	beloved	belove	0
.	.	.	.	.	1
And	And	cc	And	and	0
yet	yet	av	yet	yet	0
most	most	ds	most	most	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
it	it	pn31	it	it	0
greeues	greeues	vvz	grieves	grieve	0
thee	thee	pno21	thee	thou	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
the	the	dt	the	the	0
shame	shame	n1	shame	shame	0
∣	∣	sy	∣	∣	0
lesse	lesse	av-dc	less	less	0
boldnes	boldnes	n1	boldness	boldness	0
of	of	pp-f	of	of	0
that	that	cst	that	that	0
abhominable	abhominable	j	abominable	abominable	0
strumpet	strumpet	n1	strumpet	strumpet	0
the	the	dt	the	the	0
whore	whore	n1	whore	whore	0
of	of	pp-f	of	of	0
Babilon	Babilon	np1	Babilon	Babylon	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
blusheth	blusheth	vvz	blusheth	blush	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
call	call	vvi	call	call	0
her	her	po31	her	her	0
selfe	selfe	n1	self	self	0
the	the	dt	the	the	0
onely	onely	j	only	only	0
spouse	spouse	n1	spouse	spouse	0
of	of	pp-f	of	of	0
thy	thy	po21	thy	thy	0
Christ	Christ	np1	Christ	Christ	0
:	:	:	:	:	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
call	call	vvi	call	call	0
thee	thee	pno21	thee	thou	0
an	an	dt	and	a	0
harlot	harlot	n1	harlot	harlot	0
:	:	:	:	:	0
to	to	pc-acp	to	to	0
boast	boast	vvi	boast	boast	0
of	of	pp-f	of	of	0
her	her	po31	her	her	0
externall	externall	j	external	external	0
beautie	beautie	n1	beauty	beauty	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
cast	cast	vvi	cast	cast	0
in	in	p-acp	in	in	0
thy	thy	po21	thy	thy	0
teeth	teeth	n2	teeth	tooth	0
thy	thy	po21	thy	thy	0
outward	outward	j	outward	outward	0
deformitie	deformitie	n1	deformity	deformity	0
:	:	:	:	:	0
to	to	pc-acp	to	to	0
bragge	bragge	vvi	brag	brag	0
of	of	pp-f	of	of	0
her	her	po31	her	her	0
antiquitie	antiquitie	n1	antiquity	antiquity	0
,	,	,	,	,	0
fame	fame	n1	fame	fame	0
and	and	cc	and	and	0
glorious	glorious	j	glorious	glorious	0
estate	estate	n1	estate	estate	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
tell	tell	vvi	tell	tell	0
thee	thee	pno21	thee	thou	0
of	of	pp-f	of	of	0
thy	thy	po21	thy	thy	0
noueltie	noueltie	n1	novelty	novelty	0
,	,	,	,	,	0
pouertie	pouertie	n1	poverty	poverty	0
,	,	,	,	,	0
and	and	cc	and	and	0
miserie	miserie	n1	misery	misery	0
.	.	.	.	.	1
Hence	Hence	av	Hence	hence	0
it	it	pn31	it	it	0
commeth	commeth	vvz	comes	come	0
,	,	,	,	,	0
that	that	cst	that	that	0
thou	thou	pns21	thou	thou	0
art	art	vb2r	art	be	0
no	no	dx	no	no	0
where	where	c-crq	where	where	0
in	in	p-acp	in	in	0
quiet	quiet	j-jn	quiet	quiet	0
from	from	p-acp	from	from	0
such	such	d	such	such	0
taunts	taunts	n2	taunts	taunt	0
and	and	cc	and	and	0
chidings	chidings	n2-vvg	chidings	chide	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
thy	thy	po21	thy	thy	0
mēbers	mēbers	n2	members	member	0
any	any	d	any	any	0
where	where	c-crq	where	where	0
safe	safe	j	safe	safe	0
frō	frō	p-acp	from	from	0
her	her	po31	her	her	0
bloo	bloo	n1	bloo	bloo	0
∣	∣	sy	∣	∣	0
dye	dye	vvb	die	die	0
persecution	persecution	n1	persecution	persecution	0
.	.	.	.	.	1
Hence	Hence	av	Hence	hence	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
,	,	,	,	,	0
that	that	cst	that	that	0
before	before	p-acp	before	before	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
Sonne	Sonne	n1	Son	son	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
naughtie	naughtie	j	naughty	naughty	0
houswife	houswife	n1	housewife	housewife	0
,	,	,	,	,	0
thou	thou	pns21	thou	thou	0
art	art	vb2r	art	be	0
contemned	contemned	vvn	contemned	contemn	0
,	,	,	,	,	0
hated	hated	j-vvn	hated	hate	0
,	,	,	,	,	0
and	and	cc	and	and	0
afflicted	afflicted	j-vvn	afflicted	afflict	0
:	:	:	:	:	0
and	and	cc	and	and	0
she	she	pns31	she	she	0
as	as	p-acp	as	as	0
the	the	dt	the	the	0
Queene	Queene	n1	Queen	queen	0
of	of	pp-f	of	of	0
heauen	heauen	n1	heaven	heaven	0
is	is	vbz	is	be	0
adored	adored	vvn	adored	adore	0
,	,	,	,	,	0
loued	loued	vvd	loved	love	0
,	,	,	,	,	0
and	and	cc	and	and	0
aduaun	aduaun	n1	aduaun	aduaun	0
∣	∣	sy	∣	∣	0
ced	ced	j	ced	ced	0
:	:	:	:	:	0
with	with	p-acp	with	with	0
her	her	pno31	her	she	0
haue	haue	vhb	have	have	0
all	all	d	all	all	0
nations	nations	n2	nations	nation	0
committed	committed	vvn	committed	commit	0
fornication	fornication	n1	fornication	fornication	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Kings	Kings	n2	Kings	king	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
earth	earth	n1	earth	earth	0
haue	haue	vhb	have	have	0
become	become	vvn	become	become	0
frantike	frantike	j	frantic	frantic	0
with	with	p-acp	with	with	0
Idolatrous	Idolatrous	j	Idolatrous	idolatrous	0
wyne	wyne	n1	wine	wine	0
of	of	pp-f	of	of	0
her	her	po31	her	her	0
poysoned	poysoned	j-vvn	poisoned	poison	0
doctrine	doctrine	n1	doctrine	doctrine	0
.	.	.	.	.	1
And	And	cc	And	and	0
hence	hence	av	hence	hence	0
commeth	commeth	vvz	comes	come	0
thy	thy	po21	thy	thy	0
deepe	deepe	j-jn	deep	deep	0
sighes	sighes	n2	sighs	sigh	0
,	,	,	,	,	0
thy	thy	po21	thy	thy	0
mournfull	mournfull	j	mournful	mournful	0
counte	counte	vvb	count	count	0
∣	∣	sy	∣	∣	0
naunce	naunce	n1	naunce	naunce	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
intolerable	intolerable	j	intolerable	intolerable	0
vexation	vexation	n1	vexation	vexation	0
of	of	pp-f	of	of	0
minde	minde	n1	mind	mind	0
which	which	r-crq	which	which	0
thou	thou	pns21	thou	thou	0
art	art	vb2r	art	be	0
in	in	p-acp	in	in	0
.	.	.	.	.	1
Hence	Hence	av	Hence	hence	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
that	that	d	that	that	0
thou	thou	pns21	thou	thou	0
canst	canst	vm2	canst	can	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
mery	mery	j	merry	merry	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
comfort	comfort	n1	comfort	comfort	0
thy	thy	po21	thy	thy	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
faint	faint	vvb	faint	faint	0
not	not	xx	not	not	0
(	(	(	(	(	0
thou	thou	pns21	thou	thou	0
beloued	beloued	j	beloved	belove	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
)	)	)	)	)	0
for	for	c-acp	for	for	0
thy	thy	po21	thy	thy	0
husband	husband	n1	husband	husband	0
for	for	p-acp	for	for	0
thy	thy	po21	thy	thy	0
sake	sake	n1	sake	sake	0
hath	hath	vhz	hath	have	0
made	made	vvn	made	make	0
her	her	po31	her	her	0
naughtines	naughtines	n1	naughtiness	naughtiness	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
knowen	knowen	vvn	known	know	0
,	,	,	,	,	0
Apoc.	Apoc.	np1	Apoc.	Apoc.	0
17	17	crd	17	17	0
,	,	,	,	,	0
and	and	cc	and	and	0
she	she	pns31	she	she	0
which	which	r-crq	which	which	0
was	was	vbds	was	be	0
so	so	av	so	so	0
loued	loued	vvn	loved	love	0
is	is	vbz	is	be	0
now	now	av	now	now	0
hated	hated	vvn	hated	hate	0
,	,	,	,	,	0
and	and	cc	and	and	0
was	was	vbds	was	be	0
glorious	glorious	j	glorious	glorious	0
for	for	p-acp	for	for	0
her	her	po31	her	her	0
externall	externall	j	external	external	0
fair	fair	n1	fair	fair	0
∣	∣	sy	∣	∣	0
nes	nes	zz	nes	nes	0
,	,	,	,	,	0
is	is	vbz	is	be	0
nowe	nowe	av	now	now	0
become	become	vvn	become	become	0
odious	odious	j	odious	odious	0
to	to	p-acp	to	to	0
many	many	d	many	many	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
her	her	po31	her	her	0
spiritual	spiritual	j	spiritual	spiritual	0
filthines	filthines	n1	filthiness	filthiness	0
.	.	.	.	.	1
Haue	Haue	vhb	Have	have	0
pacience	pacience	n1	patience	patience	0
therefore	therefore	av	therefore	therefore	0
but	but	p-acp	but	but	0
a	a	dt	a	a	0
little	little	j	little	little	0
whyle	whyle	n1	while	while	0
,	,	,	,	,	0
and	and	cc	and	and	0
thou	thou	pns21	thou	thou	0
shalt	shalt	vm2	shalt	shall	0
see	see	vvi	see	see	0
her	her	pno31	her	she	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
of	of	pp-f	of	of	0
none	none	pix	none	none	0
accompt	accompt	n1	account	account	0
:	:	:	:	:	0
for	for	p-acp	for	for	0
thy	thy	po21	thy	thy	0
louer	louer	n1	lover	lover	0
in	in	p-acp	in	in	0
whom	whom	ro-crq	whom	who	0
thou	thou	pns21	thou	thou	0
delightest	delightest	vv2	delightest	delight	0
,	,	,	,	,	0
shall	shall	vmb	shall	shall	0
bring	bring	vvi	bring	bring	0
her	her	pno31	her	she	0
to	to	p-acp	to	to	0
such	such	d	such	such	0
shame	shame	n1	shame	shame	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
she	she	pns31	she	she	0
shall	shall	vmb	shall	shall	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
showe	showe	vvi	show	show	0
her	her	po31	her	her	0
head	head	n1	head	head	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
hell	hell	n1	hell	hell	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
thou	thou	pns21	thou	thou	0
shalt	shalt	vm2	shalt	shall	0
be	be	vbi	be	be	0
in	in	p-acp	in	in	0
glorye	glorye	n1	glory	glory	0
with	with	p-acp	with	with	0
thy	thy	po21	thy	thy	0
beloued	beloued	j-vvn	beloved	belove	0
.	.	.	.	.	1
Nowe	Nowe	av	Now	now	0
will	will	vmb	will	will	0
I	I	pns11	I	i	0
make	make	vvi	make	make	0
thee	thee	pno21	thee	thou	0
priuie	priuie	j	privy	privy	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
whom	whom	ro-crq	whom	who	0
this	this	d	this	this	0
naugh	naugh	n1	naugh	naugh	0
∣	∣	sy	∣	∣	0
tiepacke	tiepacke	n1	tiepacke	tiepacke	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
now	now	av	now	now	0
is	is	vbz	is	be	0
many	many	d	many	many	0
wayes	wayes	n2	ways	way	0
knowen	knowen	vvn	known	know	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
the	the	dt	the	the	0
world	world	n1	world	world	0
)	)	)	)	)	0
hath	hath	vhz	hath	have	0
had	had	vhd	had	have	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
a	a	dt	a	a	0
long	long	j	long	long	0
whyle	whyle	n1	while	while	0
since	since	a-acp	since	since	0
,	,	,	,	,	0
first	first	ord	first	first	0
shee	shee	pns31	she	she	0
lefte	lefte	vvd	left	leave	0
to	to	pc-acp	to	to	0
fauour	fauour	vvi	favour	favour	0
the	the	pno32	thee	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
began	began	vvd	began	begin	0
to	to	pc-acp	to	to	0
fancie	fancie	vvi	fancy	fancy	0
the	the	dt	the	the	0
wicked	wicked	j	wicked	wicked	0
doctrine	doctrine	n1	doctrine	doctrine	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Gentiles	Gentiles	n2-j	Gentiles	gentile	0
:	:	:	:	:	0
her	her	po31	her	her	0
baude	baude	n1	bawd	bawd	0
,	,	,	,	,	0
&	&	cc	&	and	0
thy	thy	po21	thy	thy	0
sworne	sworne	j-vvn	sworn	swear	0
enemy	enemy	n1	enemy	enemy	0
.	.	.	.	.	1
Iohn	Iohn	np1	Iohn	John	0
a	a	dt	a	a	0
very	very	j	very	very	0
friende	friende	n1	friend	friend	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
huandes	huandes	n2	huandes	huande	0
,	,	,	,	,	0
and	and	cc	and	and	0
most	most	av-ds	most	most	0
familiar	familiar	j-jn	familiar	familiar	0
with	with	p-acp	with	with	0
him	him	pno31	him	he	0
,	,	,	,	,	0
Iohn	Iohn	np1	Iohn	John	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
Reuelation	Reuelation	n1	Revelation	revelation	0
dyd	dyd	vdd	did	do	0
foretell	foretell	vvi	foretell	foretell	0
,	,	,	,	,	0
that	that	cst	that	that	0
im	im	p-acp	im	in	0
∣	∣	sy	∣	∣	0
mediatly	mediatly	av-j	mediately	mediate	0
(	(	(	(	(	0
after	after	c-acp	after	after	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
seene	seene	vvn	seen	see	0
an	an	dt	and	a	0
Angell	Angell	n1	Angel	angel	0
flying	flying	vvg	flying	fly	0
thorowe	thorowe	p-acp	thorough	through	0
the	the	dt	the	the	0
midst	midst	n1	midst	midst	0
of	of	pp-f	of	of	0
heauen	heauen	n1	heaven	heaven	0
,	,	,	,	,	0
crying	crying	vvg	crying	cry	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
loude	loude	j	loud	loud	0
voyce	voyce	n1	voice	voice	0
,	,	,	,	,	0
Woe	Woe	n1	Woe	woe	0
,	,	,	,	,	0
Woe	Woe	n1	Woe	woe	0
,	,	,	,	,	0
Woe	Woe	n1	Woe	woe	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
inhabitants	inhabitants	n2	inhabitants	inhabitant	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
earthe	earthe	n1	earth	earth	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
voyces	voyces	n2	voices	voice	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
three	three	crd	three	three	0
Angels	Angels	n2	Angels	angel	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
were	were	vbdr	were	be	0
yet	yet	av	yet	yet	0
to	to	pc-acp	to	to	0
sounde	sounde	vvi	sound	sound	0
,	,	,	,	,	0
the	the	dt	the	the	0
fift	fift	ord	fift	five	0
Angell	Angell	n1	Angel	angel	0
dyd	dyd	vdd	did	do	0
first	first	ord	first	first	0
sounde	sounde	vvi	sound	sound	0
,	,	,	,	,	0
and	and	cc	and	and	0
he	he	pns31	he	he	0
sawe	sawe	vvd	saw	see	0
a	a	dt	a	a	0
starre	starre	n1	star	star	0
falling	falling	vvg	falling	fall	0
vppon	vppon	p-acp	upon	upon	0
the	the	dt	the	the	0
earth	earth	n1	earth	earth	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
was	was	vbds	was	be	0
the	the	dt	the	the	0
fall	fall	n1	fallen	fall	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Popes	Popes	ng1	Popes	pope	0
holynes	holynes	n1	holiness	holiness	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
celestiall	celestiall	j	celestial	celestial	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
earthly	earthly	j	earthly	earthly	0
thinges	thinges	n2	things	thing	0
,	,	,	,	,	0
and	and	cc	and	and	0
hauing	hauing	vhg	having	have	0
the	the	dt	the	the	0
keyes	keyes	n2	keys	key	0
,	,	,	,	,	0
not	not	xx	not	not	0
of	of	pp-f	of	of	0
heauen	heauen	n1	heaven	heaven	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
of	of	pp-f	of	of	0
Peter	Peter	np1	Peter	Peter	0
,	,	,	,	,	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
dooth	dooth	vdz	doth	do	0
vainely	vainely	av-j	vainly	vain	0
boast	boast	vvi	boast	boast	0
)	)	)	)	)	0
but	but	cc-acp	but	but	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
bottomlesse	bottomlesse	j	bottomless	bottomless	0
pit	pit	n1	pit	pit	0
,	,	,	,	,	0
the	the	dt	the	the	0
pit	pit	n1	pit	pit	0
of	of	pp-f	of	of	0
hell	hell	n1	hell	hell	0
,	,	,	,	,	0
Which	Which	r-crq	Which	which	0
when	when	c-crq	when	when	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
opened	opened	vvn	opened	open	0
there	there	a-acp	there	there	0
came	came	vvd	came	come	0
out	out	av	out	out	0
great	great	j	great	great	0
aboundance	aboundance	n1	abundance	abundance	0
of	of	pp-f	of	of	0
Locustes	Locustes	n2	Locusts	locust	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
earth	earth	n1	earth	earth	0
,	,	,	,	,	0
and	and	cc	and	and	0
had	had	vhd	had	have	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
King	King	n1	King	king	0
one	one	crd	one	one	0
whose	whose	rg-crq	whose	who	0
name	name	n1	name	name	0
was	was	vbds	was	be	0
in	in	p-acp	in	in	0
Hebrue	Hebrue	njp	Hebrew	hebrew	0
Abad	Abad	np1	Abad	Abad	0
∣	∣	sy	∣	∣	0
don	don	n1	dONE	don	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
Greeke	Greeke	jp	Greek	greek	0
Apollyon	Apollyon	np1	Apollyon	Apollyon	0
.	.	.	.	.	1
To	To	p-acp	To	to	0
this	this	d	this	this	0
wicked	wicked	j	wicked	wicked	0
king	king	n1	king	king	0
did	did	vdd	did	do	0
that	that	d	that	that	0
whoore	whoore	n1	whore	whore	0
of	of	pp-f	of	of	0
Babylon	Babylon	np1	Babylon	Babylon	0
plight	plight	vvd	plighted	plight	0
her	her	po31	her	her	0
fayth	fayth	n1	faith	faith	0
,	,	,	,	,	0
ioyne	ioyne	vvb	join	join	0
her	her	po31	her	her	0
