READER	READER	n1	READER	reader	0
long	long	j	long	long	0
Prayer	Prayer	n1	Prayer	prayer	0
:	:	:	:	:	0
And	And	cc	And	and	0
was	was	vbds	was	be	0
ever	ever	av	ever	ever	0
such	such	d	such	such	0
devouring	devouring	j-vvg	devouring	devour	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
houses	houses	n2	houses	house	0
of	of	pp-f	of	of	0
Widows	Widows	n2	Widows	widow	0
?	?	?	?	?	0
therefore	therefore	av	therefore	therefore	0
shall	shall	vmb	shall	shall	0
they	they	pns32	they	they	0
receive	receive	vvi	receive	receive	0
greater	greater	jc	greater	great	0
damnation	damnation	n1	damnation	damnation	0
.	.	.	.	.	1
And	And	cc	And	and	0
Peter	Peter	np1	Peter	Peter	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
2	2	crd	2	2	0
Epistle	Epistle	n1	Epistle	epistle	0
,	,	,	,	,	0
chap.	chap.	n1	chap.	chapter	0
2.	2.	crd	2.	2.	0
he	he	pns31	he	he	0
discribes	discribes	vvz	describes	describe	0
false	false	j	false	false	0
teachers	teachers	n2	teachers	teacher	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
through	through	p-acp	through	through	0
covetousness	covetousness	n1	covetousness	covetousness	0
,	,	,	,	,	0
and	and	cc	and	and	0
with	with	p-acp	with	with	0
feigned	feigned	j-vvn	feigned	feign	0
words	words	n2	words	word	0
make	make	vvi	make	make	0
Mer	Mer	np1	Mer	Mer	0
∣	∣	sy	∣	∣	0
chandize	chandize	n1	chandize	chandize	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
People	People	n1	People	people	0
;	;	;	;	;	0
and	and	cc	and	and	0
was	was	vbds	was	be	0
ever	ever	av	ever	ever	0
such	such	d	such	such	0
Merchandize	Merchandize	n1	Merchandise	merchandise	0
made	made	vvd	made	make	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
People	People	n1	People	people	0
?	?	?	?	?	1
Now	Now	av	Now	now	0
these	these	d	these	these	0
and	and	cc	and	and	0
such	such	d	such	such	0
like	like	av-j	like	like	0
be	be	vbb	be	be	0
the	the	dt	the	the	0
fruits	fruits	n2	fruits	fruit	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
corrupt	corrupt	j	corrupt	corrupt	0
tree	tree	n1	tree	tree	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
false	false	j	false	false	0
Prophets	Prophets	n2	Prophets	prophet	0
,	,	,	,	,	0
Hypocrites	Hypocrites	n2	Hypocrites	hypocrite	0
,	,	,	,	,	0
and	and	cc	and	and	0
false	false	j	false	false	0
Teachers	Teachers	n2	Teachers	teacher	0
:	:	:	:	:	0
But	But	cc-acp	But	but	0
the	the	dt	the	the	0
man	man	n1	man	man	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
doth	doth	vdz	does	do	0
flee	flee	vvi	flee	flee	0
such	such	d	such	such	0
things	things	n2	things	thing	0
,	,	,	,	,	0
and	and	cc	and	and	0
doth	doth	vdz	does	do	0
follow	follow	vvi	follow	follow	0
after	after	p-acp	after	after	0
Righteousness	Righteousness	n1	Righteousness	righteousness	0
,	,	,	,	,	0
Godliness	Godliness	n1	Godliness	godliness	0
,	,	,	,	,	0
Faith	Faith	n1	Faith	faith	0
,	,	,	,	,	0
Love	Love	n1	Love	love	0
,	,	,	,	,	0
Patience	Patience	n1	Patience	patience	0
,	,	,	,	,	0
Meekness	Meekness	n1	Meekness	meekness	0
,	,	,	,	,	0
I	I	pns11	I	i	0
Tim.	Tim.	np1	Tim.	Tim.	1
6.	6.	crd	6.	6.	0
11.	11.	crd	11.	11.	1
And	And	cc	And	and	0
they	they	pns32	they	they	0
who	who	r-crq	who	who	0
were	were	vbdr	were	be	0
Ministers	Ministers	n2	Ministers	minister	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
though	though	cs	though	though	0
they	they	pns32	they	they	0
had	had	vhd	had	have	0
power	power	n1	power	power	0
to	to	pc-acp	to	to	0
eat	eat	vvi	eat	eat	0
and	and	cc	and	and	0
drink	drink	vvi	drink	drink	0
,	,	,	,	,	0
I	I	pns11	I	i	0
Cor.	Cor.	np1	Cor.	Cor.	1
9.	9.	crd	9.	9	0
4.	4.	crd	4.	4.	0
the	the	dt	the	the	0
Labourer	Labourer	n1	Labourer	labourer	0
being	being	vbg	being	be	0
worthy	worthy	j	worthy	worthy	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
meat	meat	n1	meat	meat	0
:	:	:	:	:	0
yet	yet	av	yet	yet	0
saith	saith	vvz	says	say	0
the	the	dt	the	the	0
Apostle	Apostle	n1	Apostle	apostle	0
we	we	pns12	we	we	0
have	have	vhb	have	have	0
not	not	xx	not	not	0
used	used	vvn	used	use	0
this	this	d	this	this	0
power	power	n1	power	power	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
suffer	suffer	vvb	suffer	suffer	0
all	all	d	all	all	0
things	things	n2	things	thing	0
lest	lest	cs	lest	lest	0
we	we	pns12	we	we	0
should	should	vmd	should	shall	0
hinder	hinder	vvi	hinder	hinder	0
the	the	dt	the	the	0
Gospel	Gospel	n1	Gospel	gospel	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
:	:	:	:	:	0
for	for	p-acp	for	for	0
better	better	j	better	better	0
(	(	(	(	(	0
saith	saith	vvz	says	say	0
he	he	pns31	he	he	0
)	)	)	)	)	0
were	were	vbdr	were	be	0
it	it	pn31	it	it	0
for	for	p-acp	for	for	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
die	die	vvi	die	die	0
,	,	,	,	,	0
than	than	cs	than	than	0
that	that	cst	that	that	0
any	any	d	any	any	0
man	man	n1	man	man	0
should	should	vmd	should	shall	0
make	make	vvi	make	make	0
my	my	po11	my	my	0
rejoycing	rejoycing	vvg	rejoicing	rejoice	0
vain	vain	j	vain	vain	0
:	:	:	:	:	0
what	what	r-crq	what	what	0
then	then	av	then	then	0
is	is	vbz	is	be	0
my	my	po11	my	my	0
reward	reward	n1	reward	reward	0
?	?	?	?	?	1
Verily	Verily	av-j	Verily	very	0
,	,	,	,	,	0
that	that	cst	that	that	0
when	when	c-crq	when	when	0
I	I	pns11	I	i	0
Preach	Preach	vvb	Preach	preach	0
the	the	dt	the	the	0
Gospel	Gospel	n1	Gospel	gospel	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
make	make	vvi	make	make	0
the	the	dt	the	the	0
Gospel	Gospel	n1	Gospel	gospel	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
without	without	p-acp	without	without	0
Charge	Charge	n1	Charge	charge	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
a	a	sy	a	a	0
∣	∣	sy	∣	∣	0
buse	buse	j	buse	busy	0
not	not	xx	not	not	0
my	my	po11	my	my	0
power	power	n1	power	power	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Gospel	Gospel	n1	Gospel	gospel	0
,	,	,	,	,	0
vers	vers	fw-la	vers	vers	0
.	.	.	.	.	1
18.	18.	crd	18.	18.	1
Now	Now	av	Now	now	0
these	these	d	these	these	0
be	be	vbb	be	be	0
the	the	dt	the	the	0
fruits	fruits	n2	fruits	fruit	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
good	good	j	good	good	0
tree	tree	n1	tree	tree	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
true	true	j	true	true	0
Ministers	Ministers	n2	Ministers	minister	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
saith	saith	vvz	says	say	0
by	by	p-acp	by	by	0
their	their	po32	their	their	0
fruits	fruits	n2	fruits	fruit	0
ye	ye	pn22	you	you	0
shall	shall	vmb	shall	shall	0
know	know	vvi	know	know	0
them	them	pno32	them	they	0
.	.	.	.	.	1
Now	Now	av	Now	now	0
Reader	Reader	n1	Reader	reader	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
single	single	j	single	single	0
eye	eye	n1	eye	eye	0
read	read	vvi	read	read	0
the	the	dt	the	the	0
late	late	j	late	late	0
practices	practices	n2	practices	practice	0
,	,	,	,	,	0
and	and	cc	and	and	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
fruits	fruits	n2	fruits	fruit	0
of	of	pp-f	of	of	0
several	several	j	several	several	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
godly	godly	j	godly	godly	0
Mini	Mini	np1	Mini	Mini	0
∣	∣	sy	∣	∣	0
sters	sters	ng1	sters	sters	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
called	called	vvn	called	call	0
)	)	)	)	)	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Northren	Northren	j	Northern	northern	0
parts	parts	n2	parts	part	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Na	Na	fw-mi	Na	na	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
:	:	:	:	:	0
And	And	cc	And	and	0
let	let	vvb	let	let	0
that	that	d	that	that	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
in	in	p-acp	in	in	0
thee	thee	pno21	thee	thou	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
calls	calls	vvz	calls	call	0
upon	upon	p-acp	upon	upon	0
thee	thee	pno21	thee	thou	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
men	men	n2	men	man	0
as	as	c-acp	as	as	0
thou	thou	pns21	thou	thou	0
would	would	vmd	would	will	0
be	be	vbi	be	be	0
done	done	vdn	done	do	0
unto	unto	p-acp	unto	unto	0
,	,	,	,	,	0
judge	judge	n1	judge	judge	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
by	by	p-acp	by	by	0
their	their	po32	their	their	0
fruits	fruits	n2	fruits	fruit	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
Ministers	Ministers	n2	Ministers	minister	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
:	:	:	:	:	0
By	By	p-acp	By	by	0
their	their	po32	their	their	0
fruits	fruits	n2	fruits	fruit	0
(	(	(	(	(	0
saith	saith	vvz	says	say	0
Christ	Christ	np1	Christ	Christ	0
)	)	)	)	)	0
ye	ye	pn22	you	you	0
shall	shall	vmb	shall	shall	0
know	know	vvi	know	know	0
them	them	pno32	them	they	0
:	:	:	:	:	0
The	The	dt	The	the	0
true	true	j	true	true	0
Mi	Mi	fw-mi	Mi	mi	0
∣	∣	sy	∣	∣	0
nister	nister	n1	nister	nister	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
he	he	pns31	he	he	0
used	used	vvd	used	use	0
not	not	xx	not	not	0
his	his	po31	his	his	0
power	power	n1	power	power	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
what	what	r-crq	what	what	0
the	the	dt	the	the	0
power	power	n1	power	power	0
did	did	vdd	did	do	0
allow	allow	vvi	allow	allow	0
him	him	pno31	him	he	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
thou	thou	pns21	thou	thou	0
shalt	shalt	vm2	shalt	shall	0
finde	finde	vvi	find	find	0
that	that	cst	that	that	0
many	many	d	many	many	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
men	men	n2	men	man	0
who	who	r-crq	who	who	0
are	are	vbr	are	be	0
called	called	vvn	called	call	0
godly	godly	j	godly	godly	0
Ministers	Ministers	n2	Ministers	minister	0
,	,	,	,	,	0
have	have	vhb	have	have	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
used	used	vvn	used	use	0
their	their	po32	their	their	0
power	power	n1	power	power	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
call	call	vvb	call	call	0
it	it	pn31	it	it	0
)	)	)	)	)	0
the	the	dt	the	the	0
Law	Law	n1	Law	law	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Nation	Nation	n1	Nation	nation	0
)	)	)	)	)	0
but	but	cc-acp	but	but	0
abused	abused	vvn	abused	abuse	0
their	their	po32	their	their	0
power	power	n1	power	power	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
many	many	d	many	many	0
particulars	particulars	n2-j	particulars	particular	0
exceeded	exceeded	vvn	exceeded	exceed	0
the	the	dt	the	the	0
Law	Law	n1	Law	law	0
:	:	:	:	:	0
the	the	dt	the	the	0
Statute	Statute	n1	Statute	statute	0
which	which	r-crq	which	which	0
speaks	speaks	vvz	speaks	speak	0
of	of	pp-f	of	of	0
treble	treble	j	triple	treble	0
damages	damages	n2	damages	damage	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
their	their	po32	their	their	0
power	power	n1	power	power	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
gives	gives	vvz	gives	give	0
three	three	crd	three	three	0
pence	pence	n2	pence	penny	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
peny	peny	n1	penny	penny	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
much	much	d	much	much	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
were	were	vbdr	were	be	0
they	they	pns32	they	they	0
but	but	p-acp	but	but	0
men	men	n2	men	man	0
,	,	,	,	,	0
they	they	pns32	they	they	0
would	would	vmd	would	will	0
not	not	xx	not	not	0
exact	exact	vvi	exact	exact	0
,	,	,	,	,	0
or	or	cc	or	or	0
take	take	vvb	take	take	0
more	more	dc	more	more	0
than	than	cs	than	than	0
they	they	pns32	they	they	0
call	call	vvb	call	call	0
theirs	theirs	png32	theirs	they	0
:	:	:	:	:	0
And	And	cc	And	and	0
were	were	vbdr	were	be	0
they	they	pns32	they	they	0
Christians	Christians	np1	Christians	Christians	0
,	,	,	,	,	0
or	or	cc	or	or	0
Ministers	Ministers	n2	Ministers	minister	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
they	they	pns32	they	they	0
would	would	vmd	would	will	0
not	not	xx	not	not	0
seek	seek	vvi	seek	seek	0
their	their	po32	their	their	0
own	own	d	own	own	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
every	every	d	every	every	0
man	man	n1	man	man	0
anothers	anothers	j-jn	another's	another	0
wealth	wealth	n1	wealth	wealth	0
,	,	,	,	,	0
1	1	crd	1	1	0
Cor.	Cor.	np1	Cor.	Cor.	1
10.	10.	crd	10.	10.	0
24	24	crd	24	24	1
For	For	p-acp	For	for	0
the	the	dt	the	the	0
Ministers	Ministers	n2	Ministers	minister	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
did	did	vdd	did	do	0
not	not	xx	not	not	0
seek	seek	vvi	seek	seek	0
theirs	theirs	png32	theirs	they	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
them	them	pno32	them	they	0
,	,	,	,	,	0
2	2	crd	2	2	0
Cor.	Cor.	np1	Cor.	Cor.	1
12.	12.	crd	12.	12.	0
14.	14.	crd	14.	14.	1
For	For	p-acp	For	for	0
the	the	dt	the	the	0
Children	Children	n2	Children	child	0
ought	ought	vmd	ought	ought	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
lay	lay	vvi	lay	lay	0
up	up	a-acp	up	up	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Parents	Parents	n2	Parents	parent	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
Parents	Parents	n2	Parents	parent	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Children	Children	n2	Children	child	0
:	:	:	:	:	0
But	But	cc-acp	But	but	0
these	these	d	these	these	0
have	have	vhb	have	have	0
made	made	vvn	made	make	0
themselves	themselves	px32	themselves	themselves	0
manifest	manifest	j	manifest	manifest	0
by	by	p-acp	by	by	0
their	their	po32	their	their	0
actions	actions	n2	actions	action	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
no	no	dx	no	no	0
Fathers	Fathers	n2	Father's	father	0
,	,	,	,	,	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
so	so	av	so	so	0
unnatural	unnatural	j	unnatural	unnatural	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
cursed	cursed	j-vvn	cursed	curse	0
Children	Children	n2	Children	child	0
as	as	p-acp	as	as	0
Peter	Peter	np1	Peter	Peter	0
speaks	speaks	vvz	speaks	speak	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
2	2	crd	2	2	0
Pet.	Pet.	np1	Pet.	Pet.	1
2.	2.	crd	2.	2.	0
14.	14.	crd	14.	14.	1
And	And	cc	And	and	0
now	now	av	now	now	0
see	see	vvb	see	see	0
the	the	dt	the	the	0
Scriptures	Scriptures	n2	Scriptures	scripture	0
fulfilled	fulfilled	vvn	fulfilled	fulfil	0
and	and	cc	and	and	0
witnessed	witnessed	vvn	witnessed	witness	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
saith	saith	vvz	says	say	0
,	,	,	,	,	0
Call	Call	vvb	Call	call	0
to	to	p-acp	to	to	0
remembrance	remembrance	n1	remembrance	remembrance	0
the	the	dt	the	the	0
dayes	dayes	n2	days	day	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
passed	passed	vvn	passed	pass	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
that	that	d	that	that	0
after	after	c-acp	after	after	0
ye	ye	pn22	you	you	0
received	received	vvd	received	receive	0
the	the	dt	the	the	0
light	light	n1	light	light	0
ye	ye	pn22	you	you	0
indured	indured	vvd	endured	endure	0
a	a	dt	a	a	0
great	great	j	great	great	0
fight	fight	n1	fight	fight	0
in	in	p-acp	in	in	0
afflictions	afflictions	n2	afflictions	affliction	0
,	,	,	,	,	0
partly	partly	av	partly	partly	0
while	while	cs	while	while	0
ye	ye	pn22	you	you	0
were	were	vbdr	were	be	0
made	made	vvn	made	make	0
a	a	dt	a	a	0
gazing	gazing	j-vvg	gazing	gaze	0
stock	stock	n1	stock	stock	0
,	,	,	,	,	0
both	both	av-d	both	both	0
by	by	p-acp	by	by	0
re	re	fw-it	re	re	0
∣	∣	sy	∣	∣	0
proaches	proaches	vvz	proaches	proach	0
and	and	cc	and	and	0
afflictions	afflictions	n2	afflictions	affliction	0
,	,	,	,	,	0
and	and	cc	and	and	0
partly	partly	av	partly	partly	0
white	white	j-jn	white	white	0
ye	ye	pn22	you	you	0
became	became	vvd	became	become	0
com	com	vvi	come	come	0
∣	∣	sy	∣	∣	0
panions	panions	n2	panions	panion	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
which	which	r-crq	which	which	0
were	were	vbdr	were	be	0
so	so	av	so	so	0
tossed	tossed	vvn	tossed	toss	0
to	to	p-acp	to	to	0
and	and	cc	and	and	0
fro	fro	av	from	fro	0
,	,	,	,	,	0
and	and	cc	and	and	0
such	such	d	such	such	0
took	took	vvd	took	take	0
joyfully	joyfully	av-j	joyfully	joyful	0
the	the	dt	the	the	0
sooyling	sooyling	j-vvg	sooyling	sooyl	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
Goods	Goods	n2-j	Goods	good	0
,	,	,	,	,	0
knowing	knowing	vvg	knowing	know	0
in	in	p-acp	in	in	0
themselves	themselves	px32	themselves	themselves	0
,	,	,	,	,	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
heaven	heaven	n1	heaven	heaven	0
a	a	dt	a	a	0
better	better	jc	better	better	0
and	and	cc	and	and	0
more	more	av-dc	more	more	0
enduring	enduring	j-vvg	enduring	endure	0
substance	substance	n1	substance	substance	0
was	was	vbds	was	be	0
laid	laid	vvn	laid	lay	0
up	up	a-acp	up	up	0
for	for	p-acp	for	for	0
them	them	pno32	them	they	0
:	:	:	:	:	0
Therefore	Therefore	av	Therefore	therefore	0
ye	ye	pn22	you	you	0
despised	despised	j-vvn	despised	despise	0
ones	ones	pi2	ones	one	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
whom	whom	ro-crq	whom	who	0
,	,	,	,	,	0
and	and	cc	and	and	0
upon	upon	p-acp	upon	upon	0
whom	whom	ro-crq	whom	who	0
the	the	dt	the	the	0
Scriptures	Scriptures	n2	Scriptures	scripture	0
are	are	vbr	are	be	0
fulfil	fulfil	vvi	fulfil	fulfil	0
∣	∣	sy	∣	∣	0
led	led	vvd	led	lead	0
and	and	cc	and	and	0
fulfilling	fulfilling	j-vvg	fulfilling	fulfil	0
;	;	;	;	;	0
who	who	r-crq	who	who	0
have	have	vhb	have	have	0
received	received	vvn	received	receive	0
the	the	dt	the	the	0
light	light	n1	light	light	0
where	where	c-crq	where	where	0
∣	∣	sy	∣	∣	0
with	with	p-acp	with	with	0
Christ	Christ	np1	Christ	Christ	0
Jesus	Jesus	np1	Jesus	Jesus	0
,	,	,	,	,	0
the	the	dt	the	the	0
Covenant	Covenant	n1	Covenant	covenant	0
of	of	pp-f	of	of	0
light	light	n1	light	light	0
and	and	cc	and	and	0
life	life	n1	life	life	0
,	,	,	,	,	0
hath	hath	vhz	hath	have	0
you	you	pn22	you	you	0
enlightened	enlightened	vvn	enlightened	enlighten	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
believed	believed	vvd	believed	believe	0
;	;	;	;	;	0
cast	cast	vvb	cast	cast	0
not	not	xx	not	not	0
away	away	av	away	away	0
your	your	po22	your	your	0
confidence	confidence	n1	confidence	confidence	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
hath	hath	vhz	hath	have	0
great	great	j	great	great	0
recompence	recompence	n1	recompense	recompense	0
of	of	pp-f	of	of	0
reward	reward	n1	reward	reward	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
ye	ye	pn22	you	you	0
have	have	vhb	have	have	0
nced	nced	vvn	nced	nce	0
of	of	pp-f	of	of	0
patience	patience	n1	patience	patience	0
,	,	,	,	,	0
that	that	cst	that	that	0
after	after	p-acp	after	after	0
ye	ye	pn22	you	you	0
have	have	vhb	have	have	0
done	done	vdn	done	do	0
the	the	dt	the	the	0
will	will	n1	will	will	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
ye	ye	pn22	you	you	0
may	may	vmb	may	may	0
receive	receive	vvi	receive	receive	0
the	the	dt	the	the	0
promise	promise	n1	promise	promise	0
,	,	,	,	,	0
I	I	pns11	I	i	0
or	or	cc	or	or	0
yet	yet	av	yet	yet	0
a	a	dt	a	a	0
little	little	j	little	little	0
while	while	n1	while	while	0
,	,	,	,	,	0
and	and	cc	and	and	0
he	he	pns31	he	he	0
that	that	cst	that	that	0
shall	shall	vmb	shall	shall	0
come	come	vvi	come	come	0
will	will	vmb	will	will	0
come	come	vvi	come	come	0
,	,	,	,	,	0
and	and	cc	and	and	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
tarry	tarry	vvi	tarry	tarry	0
:	:	:	:	:	0
Now	Now	av	Now	now	0
the	the	dt	the	the	0
just	just	j	just	just	0
lives	lives	n2	lives	life	0
by	by	p-acp	by	by	0
Faith	Faith	n1	Faith	faith	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
if	if	cs	if	if	0
any	any	d	any	any	0
man	man	n1	man	man	0
draw	draw	vvb	draw	draw	0
back	back	av	back	back	0
,	,	,	,	,	0
my	my	po11	my	my	0
soul	soul	n1	soul	soul	0
shall	shall	vmb	shall	shall	0
have	have	vhi	have	have	0
no	no	dx	no	no	0
pleasure	pleasure	n1	pleasure	pleasure	0
in	in	p-acp	in	in	0
him	him	pno31	him	he	0
,	,	,	,	,	0
saith	saith	vvz	says	say	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
ye	ye	pn22	you	you	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
who	who	r-crq	who	who	0
draw	draw	vvb	draw	draw	0
back	back	av	back	back	0
unto	unto	p-acp	unto	unto	0
perdition	perdition	n1	perdition	perdition	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
that	that	cst	that	that	0
believe	believe	vvb	believe	believe	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
saving	saving	n-vvg	saving	save	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
soul	soul	n1	soul	soul	0
;	;	;	;	;	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
unity	unity	n1	unity	unity	0
is	is	vbz	is	be	0
your	your	po22	your	your	0
strength	strength	n1	strength	strength	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
faithfulness	faithfulness	n1	faithfulness	faithfulness	0
doth	doth	vdz	does	do	0
he	he	pns31	he	he	0
