BEing	BEing	vbg	BEing	be	0
day	day	n1	day	day	0
at	at	p-acp	at	at	0
all	all	d	all	all	0
as	as	a-acp	as	as	0
wholly	wholly	av-jn	wholly	whole	0
&	&	cc	&	and	0
dedicated	dedicated	vvn	dedicated	dedicate	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
Lorde	Lorde	n1	Lord	lord	0
his	his	po31	his	his	0
seruice	seruice	n1	service	service	0
:	:	:	:	:	0
and	and	cc	and	and	0
yet	yet	av	yet	yet	0
moreouer	moreouer	av	moreover	moreover	0
some	some	d	some	some	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
albeit	albeit	cs	albeit	albeit	0
they	they	pns32	they	they	0
graunt	graunt	vvb	grant	grant	0
it	it	pn31	it	it	0
meete	meete	vvi	meet	meet	0
&	&	cc	&	and	0
requisite	requisite	j	requisite	requisite	0
that	that	cst	that	that	0
there	there	a-acp	there	there	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
some	some	d	some	some	0
certain	certain	j	certain	certain	0
&	&	cc	&	and	0
set	set	j-vvn	set	set	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
week	week	n1	week	week	0
seuered	seuered	vvd	severed	sever	0
out	out	av	out	out	0
frō	frō	p-acp	from	from	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
vse	vse	n1	use	use	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
ministerie	ministerie	n1	ministry	ministry	0
&	&	cc	&	and	0
Church	Church	n1	Church	church	0
meetings	meetings	n2	meetings	meeting	0
,	,	,	,	,	0
yea	yea	uh	yea	yea	0
and	and	cc	and	and	0
the	the	dt	the	the	0
same	same	d	same	same	0
also	also	av	also	also	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
that	that	d	that	that	0
daye	daye	n1	day	day	0
which	which	r-crq	which	which	0
we	we	pns12	we	we	0
cōmonly	cōmonly	av-j	commonly	common	0
call	call	vvb	call	call	0
the	the	dt	the	the	0
Sunne-day	Sunne-day	n1	Sunne-day	sunne-day	0
,	,	,	,	,	0
or	or	cc	or	or	0
Lords	Lords	n2	Lords	lord	0
day	day	n1	day	day	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
holding	holding	vvg	holding	hold	0
it	it	pn31	it	it	0
lawfull	lawfull	j	lawful	lawful	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
same	same	d	same	same	0
day	day	n1	day	day	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
any	any	d	any	any	0
other	other	j-jn	other	other	0
day	day	n1	day	day	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
week	week	n1	week	week	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
exercise	exercise	vvi	exercise	exercise	0
the	the	dt	the	the	0
customable	customable	j	customable	customable	0
&	&	cc	&	and	0
vsual	vsual	j	usual	usual	0
works	works	n2	works	work	0
,	,	,	,	,	0
euery	euery	d	every	every	0
man	man	n1	man	man	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
ordinarie	ordinarie	j	ordinary	ordinary	0
trade	trade	n1	trade	trade	0
&	&	cc	&	and	0
vocati	vocati	fw-la	vocati	vocati	0
∣	∣	sy	∣	∣	0
on	on	a-acp	on	on	0
:	:	:	:	:	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
thought	thought	vvn	thought	think	0
with	with	p-acp	with	with	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
do	do	vdi	do	do	0
better	better	av-jc	better	better	0
thē	thē	pno32	them	they	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
:	:	:	:	:	0
out	out	av	out	out	0
a	a	dt	a	a	0
reme	reme	j	reme	reme	0
∣	∣	sy	∣	∣	0
die	die	vvb	die	die	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
staying	staying	n-vvg	staying	stay	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
cōsciences	cōsciences	n2	consciences	conscience	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
weaker	weaker	jc	weaker	weak	0
number	number	n1	number	number	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
great	great	j	great	great	0
varietie	varietie	n1	variety	variety	0
and	and	cc	and	and	0
doubtfulnes	doubtfulnes	n1	doubtfulness	doubtfulness	0
of	of	pp-f	of	of	0
assertions	assertions	n2	assertions	assertion	0
,	,	,	,	,	0
tending	tending	vvg	tending	tend	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
o	o	sy	oh	o	0
∣	∣	sy	∣	∣	0
uerthrow	uerthrow	n1	uerthrow	uerthrow	0
of	of	pp-f	of	of	0
religion	religion	n1	religion	religion	0
and	and	cc	and	and	0
impeachment	impeachment	n1	impeachment	impeachment	0
of	of	pp-f	of	of	0
gods	gods	ng1	gods	god	0
seruice	seruice	n1	service	service	0
.	.	.	.	.	1
Meeting	Meeting	vvg	Meeting	meet	0
therfore	therfore	av	therefore	therefore	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
god	god	n1	god	god	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
&	&	cc	&	and	0
learned	learned	j	learned	learned	0
Worke	Worke	n1	Work	work	0
of	of	pp-f	of	of	0
one	one	crd	one	one	0
Vrsinus	Vrsinus	np1	Vrsinus	Vrsinus	0
a	a	pp-f	a	of	0
Ger	Ger	po31	Her	her	0
∣	∣	sy	∣	∣	0
man	man	n1	man	man	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
profoūdly	profoūdly	av-j	profoundly	profound	0
&	&	cc	&	and	0
pithily	pithily	av-j	pithily	pithy	0
handled	handled	vvn	handled	handle	0
many	many	d	many	many	0
theologicall	theologicall	j	theological	theological	0
discourses	discourses	n2	discourses	discourse	0
and	and	cc	and	and	0
points	points	n2	points	point	0
of	of	pp-f	of	of	0
religion	religion	n1	religion	religion	0
,	,	,	,	,	0
&	&	cc	&	and	0
among	among	p-acp	among	among	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
,	,	,	,	,	0
this	this	d	this	this	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Sabboth	Sabboth	n1	Sabbath	sabbath	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
expositiō	expositiō	n1	exposition	exposition	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
4.	4.	crd	4.	4.	0
cō	cō	vvb	con	con	0
∣	∣	sy	∣	∣	0
mādement	mādement	n1	mandment	mandment	0
,	,	,	,	,	0
finding	finding	vvg	finding	find	0
the	the	dt	the	the	0
argumēt	argumēt	n1	argument	argument	0
sit	sit	vvb	fit	sit	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
circumstance	circumstance	n1	circumstance	circumstance	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
time	time	n1	time	time	0
,	,	,	,	,	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
turned	turned	vvn	turned	turn	0
the	the	dt	the	the	0
same	same	d	same	same	0
into	into	p-acp	into	into	0
our	our	po12	our	our	0
mother	mother	n1	mother	mother	0
tongue	tongue	n1	tongue	tongue	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
fur	fur	n1	fur	fur	0
∣	∣	sy	∣	∣	0
ther	ther	zz	ther	ther	0
benefit	benefit	n1	benefit	benefit	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
godly	godly	j	godly	godly	0
&	&	cc	&	and	0
christianly	christianly	av-jp	christianly	christianly	0
dis	dis	zf	dis	this	0
∣	∣	sy	∣	∣	0
posed	posed	vvn	posed	pose	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
haue	haue	vhi	have	have	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
poynt	poynt	n1	point	point	0
wherwith	wherwith	c-crq	wherewith	wherewith	0
to	to	pc-acp	to	to	0
satisfie	satisfie	vvi	satisfy	satisfy	0
both	both	av-d	both	both	0
thēselues	thēselues	px32	themselves	themselves	0
and	and	cc	and	and	0
o	o	sy	oh	o	0
∣	∣	sy	∣	∣	0
thers	thers	pc-acp|vbz	the	there|be	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
smal	smal	j	small	small	0
treatise	treatise	n1	treatise	treatise	0
is	is	vbz	is	be	0
debated	debated	vvn	debated	debate	0
the	the	dt	the	the	0
right	right	j-jn	right	right	0
vse	vse	n1	use	use	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Sabboth	Sabboth	n1	Sabbath	sabbath	0
day	day	n1	day	day	0
,	,	,	,	,	0
The	The	dt	The	the	0
Ar	Ar	vbr	are	be	0
∣	∣	sy	∣	∣	0
gument	gument	n1	gument	gument	0
and	and	cc	and	and	0
con	con	fw-mi	con	con	0
∣	∣	sy	∣	∣	0
tents	tents	n2	tents	tent	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
trea	trea	n1	trea	trea	0
∣	∣	sy	∣	∣	0
tise	tise	n1	tise	tise	0
.	.	.	.	.	0
what	what	q-crq	what	what	0
exerci	exerci	fw-fr	exerci	exerci	0
∣	∣	sy	∣	∣	0
ses	ses	fw-fr	ses	ses	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
same	same	d	same	same	0
are	are	vbr	are	be	0
allowable	allowable	j	allowable	allowable	0
&	&	cc	&	and	0
what	what	r-crq	what	what	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
refrained	refrained	vvn	refrained	refrain	0
,	,	,	,	,	0
wherin	wherin	c-crq	wherein	wherein	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
kept	kept	vvn	kept	keep	0
,	,	,	,	,	0
&	&	cc	&	and	0
wherin	wherin	c-crq	wherein	wherein	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
brokē	brokē	vvn	broken	break	0
:	:	:	:	:	0
their	their	po32	their	their	0
argument	argument	n1	argument	argument	0
cōfuted	cōfuted	vvn	confuted	confute	0
,	,	,	,	,	0
that	that	cst	that	that	0
think	think	vvb	think	think	0
it	it	pn31	it	it	0
not	not	xx	not	not	0
lawfull	lawfull	j	lawful	lawful	0
for	for	p-acp	for	for	0
Christians	Christians	njpg2	Christians	christian	0
to	to	pc-acp	to	to	0
keepe	keepe	vvi	keep	keep	0
the	the	dt	the	the	0
the	the	dt	the	the	0
Lords	Lords	n2	Lords	lord	0
day	day	n1	day	day	0
,	,	,	,	,	0
&	&	cc	&	and	0
their	their	po32	their	their	0
reasons	reasons	n2	reasons	reason	0
also	also	av	also	also	0
answe	answe	vvi	answer	answer	0
∣	∣	sy	∣	∣	0
red	red	j-jn	read	red	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
so	so	av	so	so	0
stoutly	stoutly	av-j	stoutly	stout	0
cōtend	cōtend	vvi	contend	contend	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Iewish	Iewish	jp	Jewish	jewish	0
obseruatiō	obseruatiō	n1	observation	observation	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
seuēth	seuēth	ord	seuēth	seven	0
day	day	n1	day	day	0
:	:	:	:	:	0
al	al	d	all	all	0
these	these	d	these	these	0
things	things	n2	things	thing	0
being	being	vbg	being	be	0
proued	proued	vvn	proved	prove	0
with	with	p-acp	with	with	0
most	most	ds	most	most	0
strong	strong	j	strong	strong	0
&	&	cc	&	and	0
euident	euident	j	evident	evident	0
proues	proues	n2	proves	prove	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
word	word	n1	word	word	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
and	and	cc	and	and	0
holy	holy	j	holy	holy	0
scriptures	scriptures	n2	scriptures	scripture	0
,	,	,	,	,	0
&	&	cc	&	and	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
such	such	d	such	such	0
sort	sort	n1	sort	sort	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
lyke	lyke	av-j	like	like	0
is	is	vbz	is	be	0
hardly	hardly	av	hardly	hardly	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
met	met	vvn	met	meet	0
withall	withall	av	withal	withal	0
in	in	p-acp	in	in	0
so	so	av	so	so	0
briefe	briefe	j	brief	brief	0
&	&	cc	&	and	0
short	short	j	short	short	0
a	a	dt	a	a	0
Pāphlet	Pāphlet	n1	Pamphlet	pamphlet	0
or	or	cc	or	or	0
treatise	treatise	n1	treatise	treatise	0
.	.	.	.	.	1
The	The	dt	The	the	0
necessitie	necessitie	n1	necessity	necessity	0
heerof	heerof	av	hereof	hereof	0
is	is	vbz	is	be	0
apparant	apparant	j	apparent	apparent	0
in	in	p-acp	in	in	0
regard	regard	n1	regard	regard	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
time	time	n1	time	time	0
,	,	,	,	,	0
wherein	wherein	q-crq	wherein	wherein	0
is	is	vbz	is	be	0
so	so	av	so	so	0
diuersly	diuersly	av-j	diversely	diverse	0
disputed	disputed	vvn	disputed	dispute	0
concerning	concerning	vvg	concerning	concern	0
this	this	d	this	this	0
questiō	questiō	n1	question	question	0
:	:	:	:	:	0
the	the	dt	the	the	0
profit	profit	n1	profit	profit	0
likewise	likewise	av	likewise	likewise	0
shall	shall	vmb	shall	shall	0
easily	easily	av-j	easily	easy	0
(	(	(	(	(	0
I	I	pns11	I	i	0
doubt	doubt	vvb	doubt	doubt	0
not	not	xx	not	not	0
)	)	)	)	)	0
be	be	vbi	be	be	0
reaped	reaped	vvn	reaped	reap	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
with	with	p-acp	with	with	0
single	single	j	single	single	0
harts	harts	n2	hearts	heart	0
&	&	cc	&	and	0
vpright	vpright	av-j	upright	upright	0
mindes	mindes	n2	minds	mind	0
shal	shal	vmb	shall	shall	0
diligēt	diligēt	j	diligent	diligent	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
and	and	cc	and	and	0
without	without	p-acp	without	without	0
parcialitie	parcialitie	n1	partiality	partiality	0
peruse	peruse	vvb	peruse	peruse	0
the	the	dt	the	the	0
same	same	d	same	same	0
.	.	.	.	.	1
This	This	np1	This	This	0
my	my	po11	my	my	0
small	small	j	small	small	0
labour	labour	n1	labour	labour	0
,	,	,	,	,	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
(	(	(	(	(	0
simple	simple	j	simple	simple	0
&	&	cc	&	and	0
slender	slender	j	slender	slender	0
I	I	pns11	I	i	0
confesse	confesse	vvb	confess	confess	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
regard	regard	n1	regard	regard	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
pains	pains	n2	pains	pain	0
in	in	p-acp	in	in	0
trāslating	trāslating	n-vvg	translating	translate	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
much	much	d	much	much	0
behoueful	behoueful	j	behooveful	behooveful	0
&	&	cc	&	and	0
auail	auail	vvb	avail	avail	0
∣	∣	sy	∣	∣	0
able	able	j	able	able	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
regard	regard	n1	regard	regard	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
matter	matter	n1	matter	matter	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
church	church	n1	church	church	0
&	&	cc	&	and	0
people	people	n1	people	people	0
of	of	pp-f	of	of	0
god	god	n1	god	god	0
)	)	)	)	)	0
I	I	pns11	I	i	0
make	make	vvb	make	make	0
bold	bold	j	bold	bold	0
to	to	pc-acp	to	to	0
offer	offer	vvi	offer	offer	0
vn	vn	zz	vn	vn	0
∣	∣	sy	∣	∣	0
to	to	zz	to	to	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
gentle	gentle	j	gentle	gentle	0
acceptation	acceptation	n1	acceptation	acceptation	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
good	good	j	good	good	0
Ladiship	Ladiship	n1	Ladyship	ladyship	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
manie	manie	d	many	many	0
causes	causes	n2	causes	cause	0
.	.	.	.	.	1
First	First	ord	First	first	0
,	,	,	,	,	0
that	that	cst	that	that	0
besides	besides	p-acp	beside	beside	0
the	the	dt	the	the	0
manie	manie	d	many	many	0
other	other	j-jn	other	other	0
hea	hea	zz	hea	hea	0
∣	∣	sy	∣	∣	0
uenlye	uenlye	j	uenlye	uenlye	0
graces	graces	n2	graces	grace	0
of	of	pp-f	of	of	0
faith	faith	n1	faith	faith	0
,	,	,	,	,	0
knowledge	knowledge	n1	knowledge	knowledge	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
will	will	n1	will	will	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
loue	loue	vvb	love	love	0
vnto	vnto	p-acp	unto	unto	0
his	his	po31	his	his	0
euerlasting	euerlasting	j	everlasting	everlasting	0
truth	truth	n1	truth	truth	0
and	and	cc	and	and	0
holy	holy	j	holy	holy	0
Scriptures	Scriptures	n2	Scriptures	scripture	0
,	,	,	,	,	0
care	care	vvb	care	care	0
to	to	pc-acp	to	to	0
walk	walk	vvi	walk	walk	0
in	in	p-acp	in	in	0
life	life	n1	life	life	0
and	and	cc	and	and	0
conuersation	conuersation	n1	conversation	conversation	0
accordingly	accordingly	av-vvg	accordingly	accord	0
:	:	:	:	:	0
with	with	p-acp	with	with	0
making	making	vvg	making	make	0
much	much	d	much	much	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
professors	professors	n2	professors	professor	0
,	,	,	,	,	0
and	and	cc	and	and	0
chief	chief	j-jn	chief	chief	0
∣	∣	sy	∣	∣	0
ly	ly	vvi	lie	lie	0
the	the	dt	the	the	0
preachers	preachers	n2	preachers	preacher	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
:	:	:	:	:	0
it	it	pn31	it	it	0
maye	maye	vmb	may	may	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
further	further	jc	further	further	0
spur	spur	n1	spur	spur	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
stirring	stirring	vvg	stirring	stir	0
vp	vp	a-acp	up	up	0
&	&	cc	&	and	0
increasing	increasing	vvg	increasing	increase	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
godlye	godlye	j	godly	godly	0
zeale	zeale	n1	zeal	zeal	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
his	his	po31	his	his	0
seruice	seruice	n1	service	service	0
&	&	cc	&	and	0
carefull	carefull	j	careful	careful	0
sanctifying	sanctifying	j-vvg	sanctifying	sanctify	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
holy	holy	j	holy	holy	0
Sabboth	Sabboth	n1	Sabbath	sabbath	0
,	,	,	,	,	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
owne	owne	d	own	own	0
person	person	n1	person	person	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
whole	whole	j-jn	whole	whole	0
familye	familye	n1	family	family	0
:	:	:	:	:	0
so	so	av	so	so	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
truly	truly	av-j	truly	true	0
said	said	vvn	said	say	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
glo	glo	n1	glow	glow	0
∣	∣	sy	∣	∣	0
rie	rie	n1	rye	rye	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
&	&	cc	&	and	0
comfort	comfort	n1	comfort	comfort	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
people	people	n1	people	people	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
we	we	pns12	we	we	0
read	read	vvb	read	read	0
of	of	pp-f	of	of	0
that	that	cst	that	that	0
good	good	j	good	good	0
&	&	cc	&	and	0
vertuous	vertuous	j	virtuous	virtuous	0
captaine	captaine	n1	captain	captain	0
Ie	Ie	fw-fr	Ie	je	0
∣	∣	sy	∣	∣	0
hoschuahh	hoschuahh	uh	hoschuahh	hoschuahh	0
:	:	:	:	:	0
I	I	pns11	I	i	0
&	&	cc	&	and	0
my	my	po11	my	my	0
houshold	houshold	n1	household	household	0
wil	wil	vmb	will	will	0
serue	serue	vvi	serve	serve	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
albeit	albeit	cs	albeit	albeit	0
the	the	dt	the	the	0
nūber	nūber	n1	number	number	0
be	be	vbb	be	be	0
smal	smal	j	small	small	0
,	,	,	,	,	0
&	&	cc	&	and	0
the	the	dt	the	the	0
people	people	n1	people	people	0
few	few	d	few	few	0
that	that	cst	that	that	0
haue	haue	vhb	have	have	0
a	a	dt	a	a	0
due	due	j-jn	due	due	0
regard	regard	n1	regard	regard	0
of	of	pp-f	of	of	0
chri	chri	fw-la	chri	chri	0
∣	∣	sy	∣	∣	0
stian	stian	n1	stian	stian	0
spending	spending	vvg	spending	spend	0
the	the	dt	the	the	0
Lordes	Lordes	ng1	Lords	lord	0
daye	daye	n1	day	day	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
hearing	hearing	vvg	hearing	hear	0
the	the	dt	the	the	0
word	word	n1	word	word	0
preached	preached	vvd	preached	preach	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
receiuing	receiuing	vvg	receiving	receive	0
the	the	dt	the	the	0
sacra	sacra	fw-la	sacra	sacra	0
∣	∣	sy	∣	∣	0
ments	ments	n2	ments	ment	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
praier	praier	n1	prayer	prayer	0
,	,	,	,	,	0
supplication	supplication	n1	supplication	supplication	0
,	,	,	,	,	0
&	&	cc	&	and	0
thanks-gi	thanks-gi	j	thanks-gi	thanks-gi	0
∣	∣	sy	∣	∣	0
uing	uing	zz	uing	uing	0
,	,	,	,	,	0
&	&	cc	&	and	0
in	in	p-acp	in	in	0
priuate	priuate	j	private	private	0
cōferring	cōferring	vvg	conferring	confer	0
with	with	p-acp	with	with	0
their	their	po32	their	their	0
fa	fa	zz	fa	fa	0
∣	∣	sy	∣	∣	0
milies	milies	n2	milies	mily	0
at	at	p-acp	at	at	0
home	home	n1-an	home	home	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
word	word	n1	word	word	0
publiky	publiky	n1	publiky	publiky	0
prea	prea	vvb	prea	pray	0
∣	∣	sy	∣	∣	0
ched	ched	pns31|vmb	ched	she|will	0
(	(	(	(	(	0
the	the	dt	the	the	0
greatest	greatest	js	greatest	great	0
multitude	multitude	n1	multitude	multitude	0
both	both	d	both	both	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
and	and	cc	and	and	0
women	women	n2	women	woman	0
