PLutarke	PLutarke	np1	PLutarke	PLutarke	0
caused	caused	vvd	caused	cause	0
me	me	pno11	me	i	0
/	/	/	/	/	0
moost	moost	av-ds	most	most	0
victorious	victorious	j	victorious	victorious	0
/	/	/	/	/	0
and	and	cc	and	and	0
most	most	av-ds	most	most	0
redoubted	redoubted	j-vvn	redoubted	redoubt	0
souerayne	souerayne	j-jn	sovereign	sovereign	0
lorde	lorde	n1	lord	lord	0
/	/	/	/	/	0
after	after	j-acp	after	after	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
printed	printed	vvn	printed	print	0
this	this	d	this	this	0
warke	warke	n1	work	work	0
/	/	/	/	/	0
to	to	pc-acp	to	to	0
deuyse	deuyse	vvi	devise	devise	0
with	with	p-acp	with	with	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
/	/	/	/	/	0
whether	whether	cs	whither	whether	0
I	I	pns11	I	i	0
myght	myght	vmd	might	may	0
be	be	vbi	be	be	0
so	so	av	so	so	0
bolde	bolde	j	bold	bold	0
to	to	pc-acp	to	to	0
presente	presente	vvi	present	present	0
your	your	po22	your	your	0
hyghnesse	hyghnesse	n1	highness	highness	0
with	with	p-acp	with	with	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
/	/	/	/	/	0
and	and	cc	and	and	0
so	so	av	so	so	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
gracis	gracis	fw-la	gracis	gracis	0
name	name	n1	name	name	0
putte	putte	vvi	put	put	0
them	them	pno32	them	they	0
forthe	forthe	av	forth	forth	0
.	.	.	.	.	0
your	your	po22	your	your	0
moste	moste	av-ds	most	most	0
hygh	hygh	j	high	high	0
and	and	cc	and	and	0
most	most	av-ds	most	most	0
princely	princely	j	princely	princely	0
maieste	maieste	n1	majesty	majesty	0
abasshed	abasshed	vvn	abashed	abash	0
and	and	cc	and	and	0
cleane	cleane	av-j	clean	clean	0
discouraged	discouraged	vvn	discouraged	discourage	0
me	me	pno11	me	i	0
so	so	av	so	so	0
to	to	pc-acp	to	to	0
do	do	vdb	do	do	0
/	/	/	/	/	0
both	both	av-d	both	both	0
bicause	bicause	c-acp	because	because	0
the	the	dt	the	the	0
present	present	j	present	present	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
concernynge	concernynge	vvg	concerning	concern	0
the	the	dt	the	the	0
va	va	fw-fr	va	va	0
∣	∣	sy	∣	∣	0
lue	lue	n1	lue	lieu	0
)	)	)	)	)	0
was	was	vbds	was	be	0
farre	farre	av-j	far	far	0
to	to	p-acp	to	to	0
symple	symple	j	simple	simple	0
/	/	/	/	/	0
as	as	c-acp	as	as	0
me	me	pno11	me	i	0
thought	thought	vvd	thought	think	0
/	/	/	/	/	0
and	and	cc	and	and	0
bycause	bycause	c-acp	because	because	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
none	none	pix	none	none	0
other	other	j-jn	other	other	0
wyse	wyse	n1	wise	wise	0
my	my	po11	my	my	0
acte	acte	n1	act	act	0
/	/	/	/	/	0
but	but	cc-acp	but	but	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
toke	toke	vvd	took	take	0
some	some	d	some	some	0
peyne	peyne	n1	pain	pain	0
to	to	pc-acp	to	to	0
prynte	prynte	vvi	print	print	0
it	it	pn31	it	it	0
more	more	av-dc	more	more	0
correctly	correctly	av-j	correctly	correct	0
than	than	cs	than	than	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
before	before	a-acp	before	before	0
.	.	.	.	.	1
And	And	cc	And	and	0
though	though	cs	though	though	0
I	I	pns11	I	i	0
shulde	shulde	vmd	should	shall	0
saye	saye	vvi	say	say	0
/	/	/	/	/	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
not	not	xx	not	not	0
moche	moche	d	much	much	0
greatter	greatter	jc	greater	great	0
peyne	peyne	n1	pain	pain	0
to	to	p-acp	to	to	0
that	that	d	that	that	0
excellent	excellent	j	excellent	excellent	0
clerke	clerke	n1	clerk	clerk	0
the	the	dt	the	the	0
morall	morall	j	moral	moral	0
Iohn̄	Iohn̄	np1	Iohn̄	Iohn̄	0
Gower	Gower	np1	Gower	Gower	0
to	to	pc-acp	to	to	0
compyle	compyle	vvi	compile	compile	0
the	the	dt	the	the	0
same	same	d	same	same	0
noble	noble	j	noble	noble	0
warke	warke	n1	work	work	0
/	/	/	/	/	0
than	than	cs	than	than	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
to	to	p-acp	to	to	0
me	me	pno11	me	i	0
to	to	p-acp	to	to	0
prynt	prynt	n1	print	print	0
it	it	pn31	it	it	0
/	/	/	/	/	0
no	no	dx	no	no	0
man	man	n1	man	man	0
wyll	wyll	vmb	will	will	0
beleue	beleue	vvi	believe	believe	0
it	it	pn31	it	it	0
/	/	/	/	/	0
without	without	p-acp	without	without	0
conferring	conferring	vvg	conferring	confer	0
both	both	d	both	both	0
the	the	dt	the	the	0
printis	printis	fw-la	printis	printis	0
/	/	/	/	/	0
the	the	dt	the	the	0
olde	olde	j	old	old	0
and	and	cc	and	and	0
myn	myn	po11	mine	my	0
to	to	p-acp	to	to	0
gether	gether	av	gether	gether	0
.	.	.	.	.	1
And	And	cc	And	and	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
stode	stode	vvd	stood	stand	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
basshement	basshement	n1	basshement	basshement	0
/	/	/	/	/	0
I	I	pns11	I	i	0
remembred	remembred	vvd	remembered	remember	0
your	your	po22	your	your	0
incomparable	incomparable	j	incomparable	incomparable	0
Clemency	Clemency	n1	Clemency	clemency	0
/	/	/	/	/	0
the	the	dt	the	the	0
whiche	whiche	r-crq	which	which	0
/	/	/	/	/	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
sometyme	sometyme	av	sometime	sometime	0
sene	sene	vvn	seen	see	0
/	/	/	/	/	0
moste	moste	av-ds	most	most	0
graciously	graciously	av-j	graciously	gracious	0
accepteth	accepteth	vvz	accepteth	accept	0
the	the	dt	the	the	0
sklender	sklender	j	slender	slend	0
gyftes	gyftes	n2	gifts	gift	0
of	of	pp-f	of	of	0
small	small	j	small	small	0
value	value	n1	valve	value	0
/	/	/	/	/	0
whiche	whiche	r-crq	which	which	0
your	your	po22	your	your	0
hyghnes	hyghnes	n1	highness	highness	0
perceyued	perceyued	vvn	perceived	perceive	0
were	were	vbdr	were	be	0
offred	offred	vvn	offered	offer	0
with	with	p-acp	with	with	0
great	great	j	great	great	0
and	and	cc	and	and	0
louynge	louynge	j-vvg	loving	love	0
affection	affection	n1	affection	affection	0
/	/	/	/	/	0
and	and	cc	and	and	0
that	that	cst	that	that	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
nobuls	nobuls	n2	nobuls	nobul	0
and	and	cc	and	and	0
great	great	j	great	great	0
estates	estates	n2	estates	estate	0
/	/	/	/	/	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
meane	meane	j	mean	mean	0
subiectes	subiectes	n2-jn	subjects	subject	0
:	:	:	:	:	0
the	the	dt	the	the	0
whiche	whiche	r-crq	which	which	0
so	so	av	so	so	0
mo	mo	dc	more	more	0
∣	∣	sy	∣	∣	0
che	che	pns11	i	i	0
boldeth	boldeth	vvz	boldeth	bold	0
me	me	pno11	me	i	0
agayne	agayne	av	again	again	0
/	/	/	/	/	0
that	that	cst	that	that	0
though	though	cs	though	though	0
I	I	pns11	I	i	0
/	/	/	/	/	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
other	other	n-jn	other	other	0
/	/	/	/	/	0
am	am	vbm	am	be	0
your	your	po22	your	your	0
mooste	mooste	av-ds	most	most	0
humble	humble	j	humble	humble	0
subiecte	subiecte	n-jn	subject	subject	0
and	and	cc	and	and	0
seruaunt	seruaunt	n1	servant	servant	0
/	/	/	/	/	0
yet	yet	av	yet	yet	0
my	my	po11	my	my	0
harte	harte	n1	heart	heart	0
gyueth	gyueth	vvz	gyveth	give	0
me	me	pno11	me	i	0
/	/	/	/	/	0
that	that	cst	that	that	0
your	your	po22	your	your	0
hygh	hygh	j	high	high	0
∣	∣	sy	∣	∣	0
nes	nes	zz	nes	nes	0
/	/	/	/	/	0
as	as	c-acp	as	as	0
ye	ye	pn22	you	you	0
are	are	vbr	are	be	0
accustomed	accustomed	vvn	accustomed	accustom	0
to	to	pc-acp	to	to	0
do	do	vdb	do	do	0
/	/	/	/	/	0
woll	woll	vmb	will	will	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
moste	moste	av-ds	most	most	0
benigne	benigne	j	benign	benign	0
nature	nature	n1	nature	nature	0
con	con	vvi	con	con	0
∣	∣	sy	∣	∣	0
sider	sider	vvb	sider	sider	0
/	/	/	/	/	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
wold	wold	vmd	would	will	0
with	with	p-acp	with	with	0
as	as	a-acp	as	as	0
good	good	j	good	good	0
wyl	wyl	vmb	will	will	0
/	/	/	/	/	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
were	were	vbdr	were	be	0
as	as	p-acp	as	as	0
wel	wel	av	well	well	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
power	power	n1	power	power	0
/	/	/	/	/	0
gyue	gyue	vvi	gyve	give	0
vnto	vnto	p-acp	unto	unto	0
your	your	po22	your	your	0
grace	grace	n1	grace	grace	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
goodlyest	goodlyest	js	goodliest	goodly	0
and	and	cc	and	and	0
largest	largest	js	largest	large	0
cite	cite	vvb	cite	cite	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
the	the	dt	the	the	0
worlde	worlde	n1	world	world	0
.	.	.	.	.	1
And	And	cc	And	and	0
this	this	d	this	this	0
more	more	dc	more	more	0
ouer	ouer	p-acp	over	over	0
I	I	pns11	I	i	0
very	very	av	very	very	0
wel	wel	av	well	well	0
knowe	knowe	vvi	know	know	0
/	/	/	/	/	0
that	that	cst	that	that	0
both	both	d	both	both	0
the	the	dt	the	the	0
nobuls	nobuls	n2	nobuls	nobul	0
and	and	cc	and	and	0
commons	commons	n2	commons	commons	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
your	your	po22	your	your	0
most	most	av-ds	most	most	0
noble	noble	j	noble	noble	0
royalme	royalme	n1	realm	realm	0
/	/	/	/	/	0
shall	shall	vmb	shall	shall	0
the	the	dt	the	the	0
soner	soner	av-c	sooner	soon	0
accepte	accepte	vvi	accept	accept	0
this	this	d	this	this	0
boke	boke	n1	book	book	0
/	/	/	/	/	0
the	the	dt	the	the	0
glad	glad	j	glad	glad	0
∣	∣	sy	∣	∣	0
lyer	lyer	n1	liar	liar	0
rede	rede	vvi	rede	read	0
it	it	pn31	it	it	0
/	/	/	/	/	0
and	and	cc	and	and	0
be	be	vbb	be	be	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
diligent	diligent	j	diligent	diligent	0
to	to	pc-acp	to	to	0
marke	marke	vvi	mark	mark	0
and	and	cc	and	and	0
beare	beare	vvi	bear	bear	0
awey	awey	av	away	away	0
the	the	dt	the	the	0
morall	morall	j	moral	moral	0
doctrines	doctrines	n2	doctrines	doctrine	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
/	/	/	/	/	0
whanne	whanne	c-crq	when	when	0
they	they	pns32	they	they	0
shall	shall	vmb	shall	shall	0
se	se	vvi	see	see	0
hit	hit	n1	hit	hit	0
come	come	vvi	come	come	0
forthe	forthe	av	forth	forth	0
vnder	vnder	p-acp	under	under	0
your	your	po22	your	your	0
gracis	gracis	fw-la	gracis	gracis	0
name	name	n1	name	name	0
/	/	/	/	/	0
whom	whom	qo-crq	whom	who	0
they	they	pns32	they	they	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
their	their	po32	their	their	0
very	very	j	very	very	0
hartes	hartes	n2	hearts	heart	0
so	so	av	so	so	0
truely	truely	av-j	truly	true	0
loue	loue	vvi	love	love	0
&	&	cc	&	and	0
drede	drede	n1	dread	dread	0
/	/	/	/	/	0
whom	whom	qo-crq	whom	who	0
they	they	pns32	they	they	0
knowe	knowe	vvb	know	know	0
so	so	av	so	so	0
excellently	excellently	av-j	excellently	excellent	0
well	well	av	well	well	0
lerned	lerned	vvn	learned	learn	0
/	/	/	/	/	0
whome	whome	ro-crq	whom	who	0
they	they	pns32	they	they	0
euer	euer	av	ever	ever	0
fynde	fynde	vvi	find	find	0
so	so	av	so	so	0
good	good	j	good	good	0
/	/	/	/	/	0
so	so	av	so	so	0
iuste	iuste	j	just	just	0
/	/	/	/	/	0
and	and	cc	and	and	0
so	so	av	so	so	0
gracious	gracious	j	gracious	gracious	0
a	a	dt	a	a	0
prince	prince	n1	prince	prince	0
.	.	.	.	.	1
And	And	cc	And	and	0
who	who	q-crq	who	who	0
so	so	av	so	so	0
euer	euer	av	ever	ever	0
in	in	p-acp	in	in	0
redynge	redynge	n1	redynge	redynge	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
warke	warke	n1	work	work	0
/	/	/	/	/	0
dothe	dothe	vdz	doth	do	0
consyder	consyder	vvi	consider	consider	0
it	it	pn31	it	it	0
well	well	av	well	well	0
/	/	/	/	/	0
shal	shal	vmb	shall	shall	0
fynde	fynde	vvi	find	find	0
/	/	/	/	/	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
plentifully	plentifully	av-j	plentifully	plentiful	0
stuffed	stuffed	vvn	stuffed	stuff	0
and	and	cc	and	and	0
fournysshed	fournysshed	vvn	furnished	furnish	0
with	with	p-acp	with	with	0
manyfolde	manyfolde	j	manifold	manifold	0
eloquent	eloquent	j	eloquent	eloquent	0
reasons	reasons	ng1	reasons	reason	0
/	/	/	/	/	0
sharpe	sharpe	j	sharp	sharp	0
and	and	cc	and	and	0
quicke	quicke	j	quick	quick	0
ar	ar	vbr	are	be	0
∣	∣	sy	∣	∣	0
gumentes	gumentes	n2	gumentes	gumente	0
/	/	/	/	/	0
and	and	cc	and	and	0
examples	examples	n2	examples	example	0
of	of	pp-f	of	of	0
great	great	j	great	great	0
auctorite	auctorite	n1	authority	authority	0
/	/	/	/	/	0
perswadynge	perswadynge	vvg	persuading	persuade	0
vnto	vnto	p-acp	unto	unto	0
vertue	vertue	n1	virtue	virtue	0
/	/	/	/	/	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
taken	taken	vvn	taken	take	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
poetes	poetes	n2	poets	poet	0
/	/	/	/	/	0
oratours	oratours	n2	orators	orator	0
/	/	/	/	/	0
historywryters	historywryters	n2	historywryters	historywryter	0
/	/	/	/	/	0
and	and	cc	and	and	0
philo	philo	fw-la	philo	philo	0
∣	∣	sy	∣	∣	0
sophers	sophers	ng2	sophers	sophers	0
/	/	/	/	/	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
holy	holy	j	holy	holy	0
scripture	scripture	n1	scripture	scripture	0
.	.	.	.	.	1
There	There	pc-acp	There	there	0
is	is	vbz	is	be	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
dome	dome	n1	dome	dome	0
/	/	/	/	/	0
no	no	dx	no	no	0
man	man	n1	man	man	0
/	/	/	/	/	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
may	may	vmb	may	may	0
bi	bi	p-acp	by	by	0
reding	reding	vvg	reding	rede	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
warke	warke	n1	work	work	0
get	get	vvi	get	get	0
right	right	j-jn	right	right	0
great	great	j	great	great	0
knowlege	knowlege	n1	knowledge	knowledge	0
/	/	/	/	/	0
as	as	c-acp	as	as	0
wel	wel	av	well	well	0
for	for	c-acp	for	for	0
the	the	dt	the	the	0
vnderstandyng	vnderstandyng	n1	understanding	understanding	0
of	of	pp-f	of	of	0
many	many	d	many	many	0
&	&	cc	&	and	0
diuers	diuers	j	diverse	diverse	0
autors	autors	ng1	authors	authors	0
/	/	/	/	/	0
whose	whose	qg-crq	whose	who	0
resons	resons	n2	reasons	reason	0
/	/	/	/	/	0
sayenges	sayenges	n2-vvg	sayings	saying	0
/	/	/	/	/	0
&	&	cc	&	and	0
histories	histories	n2	histories	history	0
are	are	vbr	are	be	0
translated	translated	vvn	translated	translate	0
in	in	p-acp	in	in	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
warke	warke	n1	work	work	0
/	/	/	/	/	0
as	as	c-acp	as	as	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
plenty	plenty	n1	plenty	plenty	0
of	of	pp-f	of	of	0
englysshe	englysshe	jp	english	english	0
wordes	wordes	n2	words	word	0
and	and	cc	and	and	0
vulgars	vulgars	j	vulgars	vulgar	0
/	/	/	/	/	0
besyde	besyde	a-acp	beside	beside	0
the	the	dt	the	the	0
furtheraunce	furtheraunce	n1	furtherance	furtherance	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
lyfe	lyfe	n1	life	life	0
to	to	p-acp	to	to	0
vertue	vertue	n1	virtue	virtue	0
.	.	.	.	.	0
whi	whi	q-crq	whi	why	0
∣	∣	sy	∣	∣	0
che	che	pns11	i	i	0
olde	olde	j	old	old	0
englysshe	englysshe	jp	english	english	0
wordes	wordes	n2	words	word	0
and	and	cc	and	and	0
vulgars	vulgars	j	vulgars	vulgar	0
no	no	dx	no	no	0
wyse	wyse	n1	wise	wise	0
man	man	n1	man	man	0
/	/	/	/	/	0
bycause	bycause	c-acp	because	because	0
of	of	pp-f	of	of	0
theyr	theyr	po32	their	their	0
antiquite	antiquite	n1	antiquity	antiquity	0
/	/	/	/	/	0
wyll	wyll	vmb	will	will	0
throwe	throwe	vvi	throw	throw	0
asyde	asyde	av	aside	aside	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
the	the	dt	the	the	0
wryters	wryters	n2	writers	writer	0
of	of	pp-f	of	of	0
later	later	jc	later	late	0
dayes	dayes	n2	days	day	0
/	/	/	/	/	0
the	the	dt	the	the	0
whiche	whiche	r-crq	which	which	0
beganne	beganne	vvd	began	begin	0
to	to	p-acp	to	to	0
loth	loth	j	loath	loath	0
and	and	cc	and	and	0
hate	hate	vvi	hate	hate	0
these	these	d	these	these	0
olde	olde	j	old	old	0
bulgars	bulgars	j	bulgars	bulgars	0
/	/	/	/	/	0
whan	whan	c-crq	when	when	0
they	they	pns32	they	they	0
them	them	pno32	them	they	0
selfe	selfe	n1	self	self	0
wolde	wolde	vmd	would	will	0
wryte	wryte	vvi	write	write	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
englysshe	englysshe	jp	english	english	0
tonge	tonge	n1	tongue	tongue	0
/	/	/	/	/	0
were	were	vbdr	were	be	0
constrayned	constrayned	vvn	constrained	constrain	0
to	to	pc-acp	to	to	0
brynge	brynge	vvi	bring	bring	0
in	in	p-acp	in	in	0
/	/	/	/	/	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
wri	wri	n1	wri	wri	0
∣	∣	sy	∣	∣	0
tynges	tynges	zf	tings	tings	0
/	/	/	/	/	0
newe	newe	j	new	new	0
termes	termes	n2	terms	term	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
some	some	d	some	some	0
calle	calle	vvb	call	call	0
them	them	pno32	them	they	0
)	)	)	)	)	0
whiche	whiche	r-crq	which	which	0
they	they	pns32	they	they	0
borowed	borowed	vvd	borrowed	borrow	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
latyne	latyne	jp	latin	latin	0
frenche	frenche	jp	french	french	0
/	/	/	/	/	0
and	and	cc	and	and	0
other	other	j-jn	other	other	0
langages	langages	n2	languages	language	0
/	/	/	/	/	0
whiche	whiche	r-crq	which	which	0
caused	caused	vvn	caused	cause	0
/	/	/	/	/	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
that	that	d	that	that	0
vn	vn	p-acp	un	unto	0
∣	∣	sy	∣	∣	0
derstode	derstode	vvn	derstode	derstode	0
not	not	xx	not	not	0
those	those	d	those	those	0
langages	langages	n2	languages	language	0
/	/	/	/	/	0
from	from	p-acp	from	from	0
whens	whens	c-crq	whence	whence	0
these	these	d	these	these	0
newe	newe	j	new	new	0
vulgars	vulgars	j	vulgars	vulgar	0
are	are	vbr	are	be	0
fette	fette	zz	fette	fette	0
/	/	/	/	/	0
coude	coude	fw-fr	coude	coude	0
not	not	xx	not	not	0
perceyue	perceyue	vvi	perceive	perceive	0
theyr	theyr	po32	their	their	0
wrytynges	wrytynges	n2	writings	writing	0
.	.	.	.	.	1
And	And	cc	And	and	0
though	though	cs	though	though	0
our	our	po12	our	our	0
most	most	av-ds	most	most	0
allowed	allowed	j-vvn	allowed	allow	0
olde	olde	j	old	old	0
autors	autors	n2	authors	author	0
dydde	dydde	vdd	did	do	0
otherwhyle	otherwhyle	av	otherwhile	otherwhile	0
vse	vse	vvi	use	use	0
to	to	pc-acp	to	to	0
borowe	borowe	vvi	borrow	borrow	0
of	of	pp-f	of	of	0
oher	oher	zz	oher	oher	0
langages	langages	n2	languages	language	0
/	/	/	/	/	0
eyther	eyther	av-d	either	either	0
by	by	p-acp	by	by	0
∣	∣	sy	∣	∣	0
cause	cause	n1	cause	cause	0
of	of	pp-f	of	of	0
theyr	theyr	po32	their	their	0
metre	metre	n1	metre	metre	0
/	/	/	/	/	0
or	or	cc	or	or	0
elles	elles	av	else	else	0
for	for	p-acp	for	for	0
lacke	lacke	n1	lack	lack	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
feete	feete	n2	feet	foot	0
englysshe	englysshe	jp	english	english	0
worde	worde	n1	word	word	0
/	/	/	/	/	0
yet	yet	av	yet	yet	0
that	that	cst	that	that	0
ought	ought	vmd	ought	ought	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
president	president	n1	president	precedent	0
to	to	p-acp	to	to	0
vs	vs	pno12	us	we	0
/	/	/	/	/	0
to	to	pc-acp	to	to	0
heape	heape	vvi	heap	heap	0
them	them	pno32	them	they	0
in	in	p-acp	in	in	0
/	/	/	/	/	0
where	where	c-crq	where	where	0
as	as	c-acp	as	as	0
nedeth	nedeth	vvz	needeth	need	0
not	not	xx	not	not	0
/	/	/	/	/	0
and	and	cc	and	and	0
where	where	c-crq	where	where	0
as	as	c-acp	as	as	0
we	we	pns12	we	we	0
haue	haue	vhb	have	have	0
all	all	d	all	all	0
redy	redy	j	ready	ready	0
wordes	wordes	n2	words	word	0
approued	approued	vvn	approved	approve	0
and	and	cc	and	and	0
receyued	receyued	vvn	received	receive	0
/	/	/	/	/	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
effecte	effecte	n1	effect	effect	0
and	and	cc	and	and	0
strength	strength	n1	strength	strength	0
.	.	.	.	.	1
The	The	dt	The	the	0
whiche	whiche	r-crq	which	which	0
if	if	cs	if	if	0
any	any	d	any	any	0
man	man	n1	man	man	0
wante	wante	vvb	want	want	0
/	/	/	/	/	0
let	let	vvb	let	let	0
hym	hym	pno31	him	he	0
resorte	resorte	vvi	resort	resort	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
worthy	worthy	j	worthy	worthy	0
olde	olde	j	old	old	0
wryter	wryter	n1	writer	writer	0
Iohn̄	Iohn̄	np1	Iohn̄	Iohn̄	0
Gower	Gower	np1	Gower	Gower	0
/	/	/	/	/	0
that	that	cst	that	that	0
shall	shall	vmb	shall	shall	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
lanterne	lanterne	n1	lantern	lantern	0
gyue	gyue	vvi	gyve	give	0
hym	hym	pno31	him	he	0
lyghte	lyghte	vvi	light	light	0
to	to	pc-acp	to	to	0
wryte	wryte	vvi	write	write	0
counnyngly	counnyngly	av-j	counnyngly	counnyng	0
/	/	/	/	/	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
garnysshe	garnysshe	vvi	garnish	garnish	0
his	his	po31	his	his	0
sentencis	sentencis	n2	sentencis	sentenci	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
vulgar	vulgar	j	vulgar	vulgar	0
tonge	tonge	n1	tongue	tongue	0
.	.	.	.	.	1
The	The	dt	The	the	0
whiche	whiche	r-crq	which	which	0
noble	noble	j	noble	noble	0
autour	autour	fw-fr	autour	autour	0
/	/	/	/	/	0
I	I	pns11	I	i	0
prostrate	prostrate	j	prostrate	prostrate	0
at	at	p-acp	at	at	0
your	your	po22	your	your	0
gra	gra	fw-mi	gra	gra	0
∣	∣	sy	∣	∣	0
cis	cis	fw-la	cis	cis	0
feete	feete	n2	feet	foot	0
/	/	/	/	/	0
