DEar	DEar	av-jn	DEar	dear	0
Questions	Questions	n2	Questions	question	0
.	.	.	.	.	1
Sus	Sus	fw-la	Sus	sus	0
∣	∣	sy	∣	∣	0
pension	pension	n1	pension	pension	0
suspen	suspen	n1	suspen	suspen	0
∣	∣	sy	∣	∣	0
ded	ded	j	dead	dead	0
.	.	.	.	.	1
Indepen	Indepen	np1	Indepen	Indepen	0
∣	∣	sy	∣	∣	0
dency	dency	n1	dency	dency	0
exami	exami	fw-la	exami	exami	0
∣	∣	sy	∣	∣	0
ned	ned	zz	ned	ned	0
.	.	.	.	.	1
A	A	dt	A	a	0
full	full	j	full	full	0
Re	Re	fw-mi	Re	re	0
∣	∣	sy	∣	∣	0
ply	ply	vvb	ply	ply	0
to	to	p-acp	to	to	0
brief	brief	j	brief	brief	0
Ob	Ob	fw-la	Ob	ob	0
∣	∣	sy	∣	∣	0
servations	servations	n2	servations	servation	0
.	.	.	.	.	1
Publications	Publications	np1	Publications	Publications	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
crush	crush	vvi	crush	crush	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
very	very	j	very	very	0
shell	shell	n1	shell	shell	0
,	,	,	,	,	0
and	and	cc	and	and	0
now	now	av	now	now	0
deem	deem	vvb	deem	deem	0
high	high	j	high	high	0
time	time	n1	time	time	0
to	to	pc-acp	to	to	0
remind	remind	vvi	remind	remind	0
you	you	pn22	you	you	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
being	being	vbg	being	be	0
grown	grown	vvn	grown	grow	0
Epidemical	Epidemical	j	Epidemical	epidemical	0
,	,	,	,	,	0
yea	yea	uh	yea	yea	0
almost	almost	av	almost	almost	0
destructive	destructive	j	destructive	destructive	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
very	very	j	very	very	0
Mini	Mini	np1	Mini	Mini	0
∣	∣	sy	∣	∣	0
stry	stry	n1	stry	stry	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
as	as	c-acp	as	as	0
perillous	perillous	j	perilous	perilous	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
Church	Church	n1	Church	church	0
and	and	cc	and	and	0
Religi	Religi	np1	Religi	Religi	0
∣	∣	sy	∣	∣	0
on	on	p-acp	on	on	0
.	.	.	.	.	1
Not	Not	xx	Not	not	0
to	to	pc-acp	to	to	0
inlarge	inlarge	vvi	enlarge	enlarge	0
upon	upon	p-acp	upon	upon	0
your	your	po22	your	your	0
own	own	d	own	own	0
manifold	manifold	j	manifold	manifold	0
intestine	intestine	j	intestine	intestine	0
1	1	crd	1	1	0
Cor.	Cor.	np1	Cor.	Cor.	1
3	3	crd	3	3	0
3	3	crd	3	3	0
,	,	,	,	,	0
4.	4.	crd	4.	4.	0
sad	sad	j	sad	sad	0
Divisions	Divisions	n2	Divisions	division	0
between	between	p-acp	between	between	0
and	and	cc	and	and	0
against	against	p-acp	against	against	0
your	your	po22	your	your	0
selves	selves	n2	selves	self	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
have	have	vhb	have	have	0
separated	separated	vvn	separated	separate	0
you	you	pn22	you	you	0
into	into	p-acp	into	into	0
several	several	j	several	several	0
Opposite	Opposite	j-jn	Opposite	opposite	0
Squadrons	Squadrons	n2	Squadrons	squadron	0
,	,	,	,	,	0
(	(	(	(	(	0
that	that	d	that	that	0
I	I	pns11	I	i	0
say	say	vvb	say	say	0
not	not	xx	not	not	0
Factions	Factions	n2	Factions	faction	0
,	,	,	,	,	0
and	and	cc	and	and	0
Battalioes	Battalioes	n2	Battalioes	battalioe	0
)	)	)	)	)	0
of	of	pp-f	of	of	0
Presbyte	Presbyte	n1	Presbyte	presbyte	0
∣	∣	sy	∣	∣	0
rians	rians	n2-jn	rians	rian	0
,	,	,	,	,	0
Episcopalists	Episcopalists	n2	Episcopalists	episcopalist	0
,	,	,	,	,	0
(	(	(	(	(	0
or	or	cc	or	or	0
Royalists	Royalists	n2	Royalists	royalist	0
)	)	)	)	)	0
Independents	Independents	n2-jn	Independents	independent	0
,	,	,	,	,	0
Interdependents	Interdependents	n2-jn	Interdependents	interdependent	0
;	;	;	;	;	0
openly	openly	av-j	openly	open	0
,	,	,	,	,	0
secretly	secretly	av-jn	secretly	secret	0
warring	warring	j-vvg	warring	war	0
against	against	p-acp	against	against	0
,	,	,	,	,	0
and	and	cc	and	and	0
seeking	seeking	vvg	seeking	seek	0
to	to	pc-acp	to	to	0
supplant	supplant	vvi	supplant	supplant	0
each	each	d	each	each	0
other	other	n-jn	other	other	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
extravagant	extravagant	j	extravagant	extravagant	0
power	power	n1	power	power	0
,	,	,	,	,	0
proceedings	proceedings	n2-vvg	proceedings	proceed	0
of	of	pp-f	of	of	0
illegal	illegal	j	illegal	illegal	0
Arbitrary	Arbitrary	j-jn	Arbitrary	arbitrary	0
Committees	Committees	n2	Committees	committee	0
,	,	,	,	,	0
and	and	cc	and	and	0
new	new	av-j	new	new	0
coyned	coyned	vvn	coined	coin	0
Orders	Orders	n1	Order	order	0
,	,	,	,	,	0
Ordinances	Ordinances	n2	Ordinances	ordinance	0
,	,	,	,	,	0
Covenants	Covenants	n2	Covenants	covenant	0
,	,	,	,	,	0
En	En	fw-fr	En	en	0
∣	∣	sy	∣	∣	0
gagements	gagements	n2	gagements	gagement	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
other	other	j-jn	other	other	0
Machiavilian	Machiavilian	jp	Machiavellian	machiavellian	0
Devices	Devices	n2	Devices	device	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
∣	∣	sy	∣	∣	0
by	by	p-acp	by	by	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
endeavoured	endeavoured	vvn	endeavoured	endeavour	0
to	to	pc-acp	to	to	0
eject	eject	vvi	eject	eject	0
,	,	,	,	,	0
sequester	sequester	n1	sequester	sequester	0
,	,	,	,	,	0
suppresse	suppresse	vvi	suppress	suppress	0
,	,	,	,	,	0
vex	vex	vvb	vex	vex	0
,	,	,	,	,	0
ensnare	ensnare	vvi	ensnare	ensnare	0
,	,	,	,	,	0
ruine	ruine	vvb	ruin	ruin	0
one	one	pi	one	one	0
another	another	j-jn	another	another	0
under	under	p-acp	under	under	0
our	our	po12	our	our	0
successive	successive	j	successive	successive	0
late	late	j	late	late	0
publike	publike	j	public	public	0
Revolutions	Revolutions	n2	Revolutions	revolution	0
of	of	pp-f	of	of	0
Government	Government	n1	Government	government	0
.	.	.	.	.	1
By	By	p-acp	By	by	0
which	which	r-crq	which	which	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
now	now	av	now	now	0
at	at	p-acp	at	at	0
last	last	ord	last	last	0
made	made	vvd	made	make	0
your	your	po22	your	your	0
selves	selves	n2	selves	self	0
meer	meer	j	mere	mere	0
Tenants	Tenants	n2	Tenants	tenant	0
at	at	p-acp	at	at	0
will	will	n1	will	will	0
,	,	,	,	,	0
both	both	av-d	both	both	0
in	in	p-acp	in	in	0
respect	respect	n1	respect	respect	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Benefices	Benefices	n2	Benefices	benefice	0
,	,	,	,	,	0
Tithes	Tithes	n2	Tithes	tithe	0
,	,	,	,	,	0
Mini	Mini	np1	Mini	Mini	0
∣	∣	sy	∣	∣	0
stry	stry	n1	stry	stry	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
every	every	d	every	every	0
New	New	j	New	new	0
upstart	upstart	n1	upstart	upstart	0
power	power	n1	power	power	0
;	;	;	;	;	0
a	a	dt	a	a	0
derision	derision	n1	derision	derision	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Popish	Popish	j	Popish	popish	0
,	,	,	,	,	0
a	a	dt	a	a	0
prey	prey	n1	prey	prey	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Anabaptistical	Anabaptistical	np1	Anabaptistical	Anabaptistical	0
and	and	cc	and	and	0
other	other	j-jn	other	other	0
Secta	Secta	np1	Secta	Secta	0
∣	∣	sy	∣	∣	0
rian	rian	j-jn	rian	rian	0
Adversaries	Adversaries	n2	Adversaries	adversary	0
;	;	;	;	;	0
who	who	r-crq	who	who	0
infinitely	infinitely	av-j	infinitely	infinite	0
increase	increase	vvi	increase	increase	0
their	their	po32	their	their	0
Num	Num	n1	Num	num	0
∣	∣	sy	∣	∣	0
bers	bers	zz	bers	bers	0
,	,	,	,	,	0
Proselytes	Proselytes	n2	Proselytes	proselyte	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
these	these	d	these	these	0
your	your	po22	your	your	0
unbrotherly	unbrotherly	j	unbrotherly	unbrotherly	0
feudes	feudes	n2	feuds	feud	0
;	;	;	;	;	0
and	and	cc	and	and	0
have	have	vhb	have	have	0
no	no	dx	no	no	0
special	special	j	special	special	0
Committees	Committees	n2	Committees	committee	0
to	to	pc-acp	to	to	0
restrain	restrain	vvi	restrain	restrain	0
,	,	,	,	,	0
eject	eject	vvi	eject	eject	0
,	,	,	,	,	0
suppresse	suppresse	vvi	suppress	suppress	0
them	them	pno32	them	they	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
are	are	vbr	are	be	0
crept	crept	vvn	crept	creep	0
into	into	p-acp	into	into	0
most	most	ds	most	most	0
Committees	Committees	n2	Committees	committee	0
,	,	,	,	,	0
and	and	cc	and	and	0
places	places	n2	places	place	0
of	of	pp-f	of	of	0
power	power	n1	power	power	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
vex	vex	vvi	vex	vex	0
,	,	,	,	,	0
molest	molest	vvi	molest	molest	0
,	,	,	,	,	0
discountenance	discountenance	n1	discountenance	discountenance	0
,	,	,	,	,	0
persecute	persecute	vvi	persecute	persecute	0
,	,	,	,	,	0
e	e	sy	e	e	0
∣	∣	sy	∣	∣	0
ject	ject	n1	ject	ject	0
,	,	,	,	,	0
sequester	sequester	vvi	sequester	sequester	0
many	many	d	many	many	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
their	their	po32	their	their	0
pleasures	pleasures	n2	pleasures	pleasure	0
;	;	;	;	;	0
and	and	cc	and	and	0
secretly	secretly	av-jn	secretly	secret	0
encourage	encourage	vvi	encourage	encourage	0
,	,	,	,	,	0
countenance	countenance	n1	countenance	countenance	0
,	,	,	,	,	0
abet	abet	vvb	abet	abet	0
our	our	po12	our	our	0
last	last	ord	last	last	0
insolent	insolent	j	insolent	insolent	0
spreading	spreading	j-vvg	spreading	spread	0
Romish	Romish	jp	Romish	romish	0
Sect	Sect	n1	Sect	sect	0
of	of	pp-f	of	of	0
Quakers	Quakers	np1	Quakers	Quakers	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
disturb	disturb	vvi	disturb	disturb	0
,	,	,	,	,	0
affront	affront	n1	affront	affront	0
,	,	,	,	,	0
revile	revile	vvb	revile	revile	0
your	your	po22	your	your	0
persons	persons	n2	persons	person	0
,	,	,	,	,	0
Doctrine	Doctrine	n1	Doctrine	doctrine	0
,	,	,	,	,	0
Ministry	Ministry	n1	Ministry	ministry	0
,	,	,	,	,	0
both	both	av-d	both	both	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
Streets	Streets	n2	Streets	street	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
other	other	j-jn	other	other	0
places	places	n2	places	place	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
publish	publish	vvi	publish	publish	0
their	their	po32	their	their	0
most	most	av-ds	most	most	0
rayling	rayling	j-vvg	railing	rail	0
scurrillous	scurrillous	j	scurrilous	scurrilous	0
Invectives	Invectives	n2	Invectives	invective	0
against	against	p-acp	against	against	0
you	you	pn22	you	you	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
accomplish	accomplish	vvi	accomplish	accomplish	0
your	your	po22	your	your	0
speedy	speedy	j	speedy	speedy	0
extirpation	extirpation	n1	extirpation	extirpation	0
by	by	p-acp	by	by	0
these	these	d	these	these	0
Instru	Instru	fw-fr	Instru	instru	0
∣	∣	sy	∣	∣	0
ments	ments	n2	ments	ment	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Pope	Pope	n1	Pope	pope	0
and	and	cc	and	and	0
Devil	Devil	n1	Devil	devil	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
dare	dare	vvb	dare	dare	0
not	not	xx	not	not	0
immediately	immediately	av-j	immediately	immediate	0
attempt	attempt	vvi	attempt	attempt	0
by	by	p-acp	by	by	0
themselves	themselves	px32	themselves	themselves	0
In	In	p-acp	In	in	0
which	which	r-crq	which	which	0
prose	prose	n1	prose	prose	0
∣	∣	sy	∣	∣	0
cuted	cuted	vvb	cut	cut	0
design	design	n1	design	design	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
utter	utter	j	utter	utter	0
speedy	speedy	j	speedy	speedy	0
extirpation	extirpation	n1	extirpation	extirpation	0
,	,	,	,	,	0
all	all	d	all	all	0
Ana	Ana	np1	Ana	Ana	0
∣	∣	sy	∣	∣	0
baptists	baptists	n2	baptists	baptist	0
,	,	,	,	,	0
Sectaries	Sectaries	n2	Sectaries	sectary	0
concurre	concurre	vvb	concur	concur	0
,	,	,	,	,	0
and	and	cc	and	and	0
unite	unite	vvi	unite	unite	0
their	their	po32	their	their	0
forces	forces	n2	forces	force	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Jesuites	Jesuites	np2	Jesuites	Jesuit	0
and	and	cc	and	and	0
Popish	Popish	j	Popish	popish	0
party	party	n1	party	party	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
Iohn	Iohn	np1	Iohn	John	0
Canne	Canne	vmb	Can	can	0
demon	demon	n1	demon	daemon	0
∣	∣	sy	∣	∣	0
strates	strates	n2	strates	strate	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
Second	Second	ord	Second	second	0
voice	voice	n1	voice	voice	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Temple	Temple	n1	Temple	temple	0
,	,	,	,	,	0
p.	p.	n1	p.	p.	0
2.	2.	crd	2.	2.	0
where	where	n1	where	where	0
he	he	pns31	he	he	0
excites	excites	vvz	excites	excite	0
The	The	dt	The	the	0
Supreme	Supreme	j	Supreme	supreme	0
Authority	Authority	n1	Authority	authority	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Nation	Nation	n1	Nation	nation	0
,	,	,	,	,	0
the	the	dt	the	the	0
Parliament	Parliament	n1	Parliament	parliament	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Commonwealth	Commonwealth	n1	Commonwealth	commonwealth	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
he	he	pns31	he	he	0
dedicates	dedicates	vvz	dedicates	dedicate	0
it	it	pn31	it	it	0
,	,	,	,	,	0
utterly	utterly	av-j	utterly	utter	0
to	to	pc-acp	to	to	0
extirpate	extirpate	vvi	extirpate	extirpate	0
the	the	dt	the	the	0
National	National	j	National	national	0
Church	Church	n1	Church	church	0
Ministry	Ministry	n1	Ministry	ministry	0
,	,	,	,	,	0
Worship	Worship	n1	Worship	worship	0
,	,	,	,	,	0
Government	Government	n1	Government	government	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
;	;	;	;	;	0
aud	aud	cc	and	and	0
to	to	pc-acp	to	to	0
starve	starve	vvi	starve	starve	0
,	,	,	,	,	0
famish	famish	vvb	famish	famish	0
all	all	d	all	all	0
the	the	dt	the	the	0
Ministers	Ministers	n2	Ministers	minister	0
thereof	thereof	av	thereof	thereof	0
(	(	(	(	(	0
whom	whom	ro-crq	whom	who	0
he	he	pns31	he	he	0
stiles	stiles	vvz	stile	still	0
,	,	,	,	,	0
Antichristian	Antichristian	jp	Antichristian	antichristian	0
Idols	Idols	n2	Idols	idol	0
)	)	)	)	)	0
by	by	p-acp	by	by	0
taking	taking	vvg	taking	take	0
away	away	av	away	away	0
the	the	dt	the	the	0
food	food	n1	food	food	0
and	and	cc	and	and	0
maintenance	maintenance	n1	maintenance	maintenance	0
whereby	whereby	c-crq	whereby	whereby	0
hitherto	hitherto	av	hitherto	hitherto	0
(	(	(	(	(	0
and	and	cc	and	and	0
at	at	p-acp	at	at	0
this	this	d	this	this	0
present	present	n1	present	present	0
)	)	)	)	)	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
ourished	ourished	vvn	ourished	ourish	0
,	,	,	,	,	0
fed	fed	vvn	fed	feed	0
,	,	,	,	,	0
and	and	cc	and	and	0
kept	kept	vvd	kept	keep	0
alive	alive	j	alive	alive	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
regard	regard	n1	regard	regard	0
of	of	pp-f	of	of	0
which	which	r-crq	which	which	0
joynt	joynt	j	joint	joint	0
desperate	desperate	j	desperate	desperate	0
Cofederacy	Cofederacy	n1	Cofederacy	cofederacy	0
against	against	p-acp	against	against	0
you	you	pn22	you	you	0
by	by	p-acp	by	by	0
these	these	d	these	these	0
your	your	po22	your	your	0
combined	combined	j-vvn	combined	combine	0
common	common	j	common	common	0
Adversaries	Adversaries	n2	Adversaries	adversary	0
,	,	,	,	,	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
now	now	av	now	now	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
hort	hort	fw-mi	hort	hort	0
and	and	cc	and	and	0
advise	advise	vvb	advice	advise	0
you	you	pn22	you	you	0
,	,	,	,	,	0
First	First	ord	First	first	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
,	,	,	,	,	0
To	To	pc-acp	To	to	0
lay	lay	vvi	lay	lay	0
aside	aside	av	aside	aside	0
and	and	cc	and	and	0
abandon	abandon	vvb	abandon	abandon	0
all	all	d	all	all	0
private	private	j	private	private	0
a	a	dt	a	a	0
∣	∣	sy	∣	∣	0
nimosities	nimosities	ng1	nimosities	nimosities	0
,	,	,	,	,	0
factions	factions	n2	factions	faction	0
,	,	,	,	,	0
feuds	feuds	n2	feuds	feud	0
,	,	,	,	,	0
contests	contests	n2	contests	contest	0
,	,	,	,	,	0
and	and	cc	and	and	0
persecutions	persecutions	n2	persecutions	persecution	0
against	against	p-acp	against	against	0
each	each	d	each	each	0
other	other	n-jn	other	other	0
;	;	;	;	;	0
as	as	c-acp	as	as	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
unbeseeming	unbeseeming	vvg	unbeseeming	unbeseem	0
the	the	dt	the	the	0
Rom.	Rom.	np1	Rom.	Rom.	1
10.	10.	crd	10.	10.	0
15	15	crd	15	15	1
Hbr.	Hbr.	np1	Hbr.	Hbr.	0
13.	13.	crd	13.	13.	0
20.	20.	crd	20.	20.	1
Isay	Isay	np1	Isay	Isay	0
9.	9.	crd	9.	9	0
6.	6.	crd	6.	6.	1
Eph.	Eph.	np1	Eph.	Eph.	0
2.	2.	crd	2.	2.	0
14.	14.	crd	14.	14.	0
to	to	p-acp	to	to	0
22.	22.	crd	22.	22.	1
Embassadors	Embassadors	ng1	Ambassadors	ambassador	0
,	,	,	,	,	0
Ministers	Ministers	n2	Ministers	minister	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
God	God	np1	God	God	0
,	,	,	,	,	0
Prince	Prince	n1	Prince	prince	0
,	,	,	,	,	0
Gos	Gos	vvz	Gos	go	0
∣	∣	sy	∣	∣	0
pel	pel	n1	pel	pel	0
of	of	pp-f	of	of	0
Peace	Peace	n1	Peace	peace	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
probable	probable	j	probable	probable	0
,	,	,	,	,	0
unavoidable	unavoidable	j	unavoidable	unavoidable	0
means	means	n2	means	mean	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
own	own	d	own	own	0
speedy	speedy	j	speedy	speedy	0
destruction	destruction	n1	destruction	destruction	0
;	;	;	;	;	0
as	as	c-acp	as	as	0
these	these	d	these	these	0
two	two	crd	two	two	0
Gospel	Gospel	n1	Gospel	gospel	0
Texts	Texts	n2	Texts	text	0
will	will	vmb	will	will	0
assure	assure	vvi	assure	assure	0
you	you	pn22	you	you	0
,	,	,	,	,	0
Mat.	Mat.	np1	Mat.	Mat	1
12.	12.	crd	12.	12.	0
25	25	crd	25	25	0
,	,	,	,	,	1
26.	26.	crd	26.	26.	1
And	And	cc	And	and	0
Iesus	Iesus	np1	Iesus	Jesus	0
said	said	vvd	said	say	0
unto	unto	p-acp	unto	unto	0
them	them	pno32	them	they	0
,	,	,	,	,	0
Every	Every	d	Every	every	0
kingdom	kingdom	n1	kingdom	kingdom	0
divided	divided	vvn	divided	divide	0
against	against	p-acp	against	against	0
it	it	pn31	it	it	0
self	self	n1	self	self	0
is	is	vbz	is	be	0
brought	brought	vvn	brought	bring	0
to	to	p-acp	to	to	0
desolation	desolation	n1	desolation	desolation	0
,	,	,	,	,	0
and	and	cc	and	and	0
every	every	d	every	every	0
City	City	n1	City	city	0
or	or	cc	or	or	0
House	House	n1	House	house	0
divided	divided	vvn	divided	divide	0
against	against	p-acp	against	against	0
it	it	pn31	it	it	0
self	self	n1	self	self	0
shall	shall	vmb	shall	shall	0
not	not	xx	not	not	0
stand	stand	vvi	stand	stand	0
.	.	.	.	.	1
And	And	cc	And	and	0
if	if	cs	if	if	0
Satan	Satan	np1	Satan	Satan	0
cast	cast	vvd	cast	cast	0
out	out	av	out	out	0
Satan	Satan	np1	Satan	Satan	0
(	(	(	(	(	0
or	or	cc	or	or	0
one	one	crd	one	one	0
Minster	Minster	n1	Minster	minster	0
another	another	j-jn	another	another	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
contrary	contrary	n-jn	contrary	contrary	0
par	par	fw-fr	par	par	0
∣	∣	sy	∣	∣	0
ty	ty	zz	ty	ty	0
)	)	)	)	)	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
divided	divided	vvn	divided	divide	0
against	against	p-acp	against	against	0
himself	himself	px31	himself	himself	0
;	;	;	;	;	0
how	how	q-crq	how	how	0
shall	shall	vmb	shall	shall	0
then	then	av	then	then	0
his	his	po31	his	his	0
kingdom	kingdom	n1	kingdom	kingdom	0
(	(	(	(	(	0
or	or	cc	or	or	0
Christs	Christs	npg1	Christs	Christ	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
his	his	po31	his	his	0
Ministers	Ministers	n2	Ministers	minister	0
are	are	vbr	are	be	0
thus	thus	av	thus	thus	0
divi	divi	fw-la	divi	divi	0
∣	∣	sy	∣	∣	0
