HAving	HAving	vhg	HAving	have	0
vine	vine	n1	vine	vine	0
Testimonies	Testimonies	n2	Testimonies	testimony	0
,	,	,	,	,	0
farre	farre	av-j	far	far	0
more	more	av-dc	more	more	0
forcible	forcible	j	forcible	forcible	0
then	then	cs	then	than	0
any	any	d	any	any	0
Humane	Humane	j	Humane	humane	0
Reasons	Reasons	n2	Reasons	reason	0
can	can	vmb	can	can	0
be	be	vbi	be	be	0
;	;	;	;	;	0
yet	yet	av	yet	yet	0
it	it	pn31	it	it	0
gives	gives	vvz	gives	give	0
a	a	dt	a	a	0
kinde	kinde	n1	kind	kind	0
of	of	pp-f	of	of	0
satisfaction	satisfaction	n1	satisfaction	satisfaction	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
Divine	Divine	j-jn	Divine	divine	0
certainties	certainties	n2	certainties	certainty	0
seconded	seconded	vvn	seconded	second	0
by	by	p-acp	by	by	0
Humane	Humane	j	Humane	humane	0
probabilities	probabilities	n2	probabilities	probability	0
,	,	,	,	,	0
and	and	cc	and	and	0
Faith	Faith	n1	Faith	faith	0
by	by	p-acp	by	by	0
Reason	Reason	n1	Reason	reason	0
;	;	;	;	;	0
For	For	c-acp	For	for	0
though	though	cs	though	though	0
Divine	Divine	j-jn	Divine	divine	0
proofes	proofes	n2	proofs	proof	0
be	be	vbb	be	be	0
more	more	av-dc	more	more	0
pro	pro	fw-la	pro	pro	0
∣	∣	sy	∣	∣	0
portionable	portionable	j	portionable	portionable	0
to	to	pc-acp	to	to	0
the	the	dt	the	the	0
stronger	stronger	jc	stronger	strong	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Minde	Minde	n1	Mind	mind	0
;	;	;	;	;	0
yet	yet	av	yet	yet	0
na	na	fw-fr	na	na	0
∣	∣	sy	∣	∣	0
turall	turall	j-u	turall	turall	0
reasons	reasons	n2	reasons	reason	0
make	make	vvb	make	make	0
a	a	dt	a	a	0
greater	greater	jc	greater	great	0
impression	impression	n1	impression	impression	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
weaker	weaker	jc	weaker	weak	0
part	part	n1	part	part	0
;	;	;	;	;	0
at	at	p-acp	at	at	0
least	least	ds	least	least	0
,	,	,	,	,	0
both	both	d	both	both	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
running	running	vvg	running	run	0
one	one	crd	one	one	0
way	way	n1	way	way	0
,	,	,	,	,	0
and	and	cc	and	and	0
ma	ma	fw-fr	ma	ma	0
∣	∣	sy	∣	∣	0
king	king	n1	king	king	0
both	both	d	both	both	0
but	but	p-acp	but	but	0
one	one	crd	one	one	0
current	current	n1	current	current	0
;	;	;	;	;	0
it	it	pn31	it	it	0
cannot	cannot	vmbx	cannot	can	0
be	be	vbi	be	be	0
denyed	denyed	vvn	denied	deny	0
them	them	pno32	them	they	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
the	the	dt	the	the	0
beliefe	beliefe	n1	belief	belief	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
Vis	Vis	fw-fr	Vis	vis	0
uni	uni	fw-la	uni	uni	0
∣	∣	sy	∣	∣	0
ta	ta	uh	ta	ta	0
,	,	,	,	,	0
the	the	dt	the	the	0
stronger	stronger	jc	stronger	strong	0
.	.	.	.	.	1
Accept	Accept	vvb	Accept	accept	0
it	it	pn31	it	it	0
then	then	av	then	then	0
,	,	,	,	,	0
most	most	av-ds	most	most	0
Honoured	Honoured	j-vvn	Honoured	honour	0
Brother	Brother	n1	Brother	brother	0
&	&	cc	&	and	0
sister	sister	n1	sister	sister	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
like	like	j	like	like	0
affecti	affecti	n1	affection	affection	0
∣	∣	sy	∣	∣	0
on	on	p-acp	on	on	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
offer	offer	vvb	offer	offer	0
it	it	pn31	it	it	0
,	,	,	,	,	0
and	and	cc	and	and	0
let	let	vvb	let	let	0
him	him	pno31	him	he	0
at	at	p-acp	at	at	0
least	least	ds	least	least	0
have	have	vhb	have	have	0
some	some	d	some	some	0
place	place	n1	place	place	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
respects	respects	n2	respects	respect	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
so	so	av	so	so	0
much	much	d	much	much	0
respects	respects	n2	respects	respect	0
you	you	pn22	you	you	0
both	both	d	both	both	0
;	;	;	;	;	0
as	as	c-acp	as	as	0
professing	professing	vvg	professing	profess	0
al	al	d	all	all	0
∣	∣	sy	∣	∣	0
wayes	wayes	n2	ways	way	0
to	to	pc-acp	to	to	0
continue	continue	vvi	continue	continue	0
,	,	,	,	,	1
