IT	IT	pn31	IT	it	0
wonderful	wonderful	j	wondered	wonderful	0
to	to	pc-acp	to	to	0
observe	observe	vvi	observe	observe	0
what	what	r-crq	what	what	0
a	a	dt	a	a	0
change	change	n1	change	change	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Mind	Mind	n1	Mind	mind	0
and	and	cc	and	and	0
Judgment	Judgment	n1	Judgement	judgement	0
,	,	,	,	,	0
concerning	concerning	vvg	concerning	concern	0
this	this	d	this	this	0
own	own	d	own	own	0
Righteousness	Righteousness	n1	Righteousness	righteousness	0
;	;	;	;	;	0
for	for	c-acp	for	for	0
whereas	whereas	cs	whereas	whereas	0
,	,	,	,	,	0
before	before	p-acp	before	before	0
Conversion	Conversion	n1	Conversion	conversion	0
,	,	,	,	,	0
he	he	pns31	he	he	0
seeks	seeks	vvz	seeks	seek	0
to	to	pc-acp	to	to	0
cover	cover	vvi	cover	cover	0
himself	himself	px31	himself	himself	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Fig-leaves	Fig-leaves	j	Figleaves	figleaves	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
own	own	d	own	own	0
Duties	Duties	n2	Duties	duty	0
,	,	,	,	,	0
he	he	pns31	he	he	0
thinks	thinks	vvz	thinks	think	0
it	it	pn31	it	it	0
easie	easie	j	easy	easy	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
God	God	np1	God	God	0
amends	amends	vvz	amends	amend	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
own	own	d	own	own	0
Performances	Performances	n2	Performances	performance	0
.	.	.	.	.	1
This	This	np1	This	This	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
see	see	vvi	see	see	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Exam	Exam	np1	Exam	Exam	0
∣	∣	sy	∣	∣	0
ple	ple	n1	ple	ple	0
of	of	pp-f	of	of	0
Paul	Paul	np1	Paul	Paul	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
an	an	dt	and	a	0
uncoverted	uncoverted	vvn	unconverted	unconvert	0
Pharisee	Pharisee	np1	Pharisee	Pharisee	0
,	,	,	,	,	0
Rom.	Rom.	np1	Rom.	Rom.	1
7.9	7.9	crd	7.9	7.9	0
.	.	.	.	.	1
I	I	pns11	I	i	0
was	was	vbds	was	be	0
once	once	a-acp	once	once	0
alive	alive	j	alive	alive	0
without	without	p-acp	without	without	0
the	the	dt	the	the	0
Law	Law	n1	Law	law	0
.	.	.	.	.	1
Phil.	Phil.	np1	Phil.	Phil.	0
3.6	3.6	crd	3.6	3.6	0
.	.	.	.	.	1
Tou	Tou	pns21	Tou	thou	0
∣	∣	sy	∣	∣	0
ching	ching	j	ching	ching	0
the	the	dt	the	the	0
Righteousness	Righteousness	n1	Righteousness	righteousness	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Law	Law	n1	Law	law	0
,	,	,	,	,	0
blameless	blameless	j	blameless	blameless	0
:	:	:	:	:	0
Yet	Yet	av	Yet	yet	0
when	when	c-crq	when	when	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
converted	converted	vvn	converted	convert	0
,	,	,	,	,	0
he	he	pns31	he	he	0
has	has	vhz	has	have	0
quite	quite	av	quite	quite	0
other	other	j-jn	other	other	0
Apprehensions	Apprehensions	n2	Apprehensions	apprehension	0
of	of	pp-f	of	of	0
himself	himself	px31	himself	himself	0
;	;	;	;	;	0
now	now	av	now	now	0
he	he	pns31	he	he	0
sees	sees	vvz	sees	see	0
what	what	r-crq	what	what	0
be	be	vbi	be	be	0
∣	∣	sy	∣	∣	0
fore	fore	p-acp	before	before	0
he	he	pns31	he	he	0
admired	admired	vvd	admired	admire	0
,	,	,	,	,	0
were	were	vbdr	were	be	0
but	but	p-acp	but	but	0
splendida	splendida	fw-la	splendida	splendida	0
Peccata	Peccata	n1	Peccata	peccata	0
,	,	,	,	,	0
shining	shining	vvg	shining	shine	0
and	and	cc	and	and	0
glistering	glistering	j-vvg	glistering	glister	0
Sins	Sins	n2	Sins	sin	0
;	;	;	;	;	0
and	and	cc	and	and	0
therefore	therefore	av	therefore	therefore	0
he	he	pns31	he	he	0
flings	flings	vvz	flings	fling	0
all	all	d	all	all	0
away	away	av	away	away	0
as	as	c-acp	as	as	0
filthy	filthy	j	filthy	filthy	0
Rags	Rags	n2	Rags	rag	0
,	,	,	,	,	0
and	and	cc	and	and	0
flies	flies	vvz	flies	fly	0
to	to	p-acp	to	to	0
Christ	Christ	np1	Christ	Christ	0
for	for	p-acp	for	for	0
Righteousness	Righteousness	n1	Righteousness	righteousness	0
,	,	,	,	,	0
and	and	cc	and	and	0
Strength	Strength	n1	Strength	strength	0
,	,	,	,	,	0
Phil.	Phil.	np1	Phil.	Phil.	1
3.7	3.7	crd	3.7	3.7	0
.	.	.	.	.	1
What	What	q-crq	What	what	0
things	things	n2	things	thing	0
were	were	vbdr	were	be	0
gain	gain	n1	gain	gain	0
to	to	p-acp	to	to	0
me	me	pno11	me	i	0
,	,	,	,	,	0
those	those	d	those	those	0
I	I	pns11	I	i	0
counted	counted	vvd	counted	count	0
loss	loss	n1	loss	loss	0
for	for	p-acp	for	for	0
Christ	Christ	np1	Christ	Christ	0
.	.	.	.	.	1
V.	V.	np1	V.	V.	0
8.	8.	crd	8.	8.	1
Yea	Yea	uh	Yea	yea	0
doubtless	doubtless	av-j	doubtless	doubtless	0
,	,	,	,	,	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
count	count	vvb	count	count	0
all	all	d	all	all	0
things	things	n2	things	thing	0
but	but	p-acp	but	but	0
loss	loss	n1	loss	loss	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
excellency	excellency	n1	excellency	excellency	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
knowledge	knowledge	n1	knowledge	knowledge	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
Jesus	Jesus	np1	Jesus	Jesus	0
my	my	po11	my	my	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
whom	whom	ro-crq	whom	who	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
suffered	suffered	vvn	suffered	suffer	0
the	the	dt	the	the	0
loss	loss	n1	loss	loss	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
things	things	n2	things	thing	0
,	,	,	,	,	0
and	and	cc	and	and	0
do	do	vdb	do	do	0
count	count	vvi	count	count	0
them	them	pno32	them	they	0
but	but	p-acp	but	but	0
dung	dung	n1	dung	dung	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
win	win	vvi	win	win	0
Christ	Christ	np1	Christ	Christ	0
.	.	.	.	.	1
Ver.	Ver.	np1	Ver.	Ver.	0
9.	9.	crd	9.	9	1
And	And	cc	And	and	0
be	be	vbb	be	be	0
found	found	vvn	found	find	0
in	in	p-acp	in	in	0
him	him	pno31	him	he	0
,	,	,	,	,	0
not	not	xx	not	not	0
having	having	vhg	having	have	0
mine	mine	po11	mine	my	0
own	own	d	own	own	0
Righteousness	Righteousness	n1	Righteousness	righteousness	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Law	Law	n1	Law	law	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
through	through	p-acp	through	through	0
the	the	dt	the	the	0
Faith	Faith	n1	Faith	faith	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
the	the	dt	the	the	0
Righteousness	Righteousness	n1	Righteousness	righteousness	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
by	by	p-acp	by	by	0
Faith	Faith	n1	Faith	faith	0
.	.	.	.	.	1
Henceforward	Henceforward	av	Henceforward	henceforward	0
,	,	,	,	,	0
though	though	cs	though	though	0
he	he	pns31	he	he	0
acts	acts	vvz	acts	act	0
from	from	p-acp	from	from	0
much	much	d	much	much	0
bet	bet	n1	bet	bet	0
∣	∣	sy	∣	∣	0
ter	ter	zz	ter	ter	0
Principles	Principles	np1	Principles	Principles	0
than	than	cs	than	than	0
he	he	pns31	he	he	0
did	did	vdd	did	do	0
before	before	a-acp	before	before	0
;	;	;	;	;	0
yea	yea	uh	yea	yea	0
,	,	,	,	,	0
though	though	cs	though	though	0
he	he	pns31	he	he	0
en	en	fw-fr	en	en	0
∣	∣	sy	∣	∣	0
deavours	deavours	n2	deavours	deavour	0
to	to	pc-acp	to	to	0
live	live	vvi	live	live	0
and	and	cc	and	and	0
walk	walk	vvi	walk	walk	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
fear	fear	n1	fear	fear	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
all	all	d	all	all	0
the	the	dt	the	the	0
day	day	n1	day	day	0
long	long	av-j	long	long	0
,	,	,	,	,	0
denying	denying	vvg	denying	deny	0
all	all	d	all	all	0
ungodliness	ungodliness	n1	ungodliness	ungodliness	0
and	and	cc	and	and	0
worldly	worldly	j	worldly	worldly	0
lusts	lusts	n2	lustest	lust	0
,	,	,	,	,	0
living	living	vvg	living	live	0
soberly	soberly	av-j	soberly	sober	0
,	,	,	,	,	0
righteously	righteously	av-j	righteously	righteous	0
,	,	,	,	,	0
and	and	cc	and	and	0
godly	godly	j	godly	godly	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
World	World	n1	World	world	0
,	,	,	,	,	0
working	working	vvg	working	work	0
out	out	av	out	out	0
his	his	po31	his	his	0
Salvation	Salvation	n1	Salvation	salvation	0
,	,	,	,	,	0
adorning	adorning	vvg	adorning	adorn	0
the	the	dt	the	the	0
Gospel	Gospel	n1	Gospel	gospel	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
holy	holy	j	holy	holy	0
and	and	cc	and	and	0
becoming	becoming	j-vvg	becoming	become	0
conversation	conversation	n1	conversation	conversation	0
,	,	,	,	,	0
highly	highly	av-j	highly	high	0
valuing	valuing	vvg	valuing	value	0
all	all	d	all	all	0
the	the	dt	the	the	0
Fruits	Fruits	n2	Fruits	fruit	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Spirit	Spirit	n1	Spirit	spirit	0
,	,	,	,	,	0
both	both	av-d	both	both	0
in	in	p-acp	in	in	0
himself	himself	px31	himself	himself	0
and	and	cc	and	and	0
others	others	n2-jn	others	other	0
;	;	;	;	;	0
yet	yet	av	yet	yet	0
when	when	c-crq	when	when	0
he	he	pns31	he	he	0
looks	looks	vvz	looks	look	0
at	at	p-acp	at	at	0
future	future	j-jn	future	future	0
Glory	Glory	n1	Glory	glory	0
,	,	,	,	,	0
and	and	cc	and	and	0
considers	considers	vvz	considers	consider	0
what	what	r-crq	what	what	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
that	that	cst	that	that	0
gives	gives	vvz	gives	give	0
him	him	pno31	him	he	0
a	a	dt	a	a	0
right	right	j-jn	right	right	0
and	and	cc	and	and	0
title	title	n1	title	title	0
to	to	p-acp	to	to	0
it	it	pn31	it	it	0
,	,	,	,	,	0
he	he	pns31	he	he	0
files	files	n2	files	file	0
from	from	p-acp	from	from	0
himself	himself	px31	himself	himself	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
filthy	filthy	j	filthy	filthy	0
leprous	leprous	j	leprous	leprous	0
Creature	Creature	n1	Creature	creature	0
,	,	,	,	,	0
and	and	cc	and	and	0
his	his	po31	his	his	0
best	best	js	best	best	0
works	works	n2	works	work	0
are	are	vbr	are	be	0
esteemed	esteemed	vvn	esteemed	esteem	0
as	as	p-acp	as	as	0
rotten	rotten	j-vvn	rotten	rot	0
Rags	Rags	n2	Rags	rag	0
,	,	,	,	,	0
Isa.	Isa.	np1	Isa.	Isa.	1
64.6	64.6	crd	64.6	64.6	0
.	.	.	.	.	1
And	And	cc	And	and	0
as	as	c-acp	as	as	0
Loss	Loss	n1	Loss	loss	0
and	and	cc	and	and	0
Dung	Dung	n1	Dung	dung	0
,	,	,	,	,	0
Phil.	Phil.	np1	Phil.	Phil.	0
3.8	3.8	crd	3.8	3.8	0
.	.	.	.	.	1
Now	Now	av	Now	now	0
Christ	Christ	np1	Christ	Christ	0
is	is	vbz	is	be	0
exalted	exalted	vvn	exalted	exalt	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Cry	Cry	n1	Cry	cry	0
of	of	pp-f	of	of	0
Faith	Faith	n1	Faith	faith	0
is	is	vbz	is	be	0
,	,	,	,	,	0
In	In	p-acp	In	in	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
(	(	(	(	(	0
not	not	xx	not	not	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
selves	selves	n2	selves	self	0
)	)	)	)	)	0
have	have	vhb	have	have	0
we	we	pns12	we	we	0
Righteousness	Righteousness	n1	Righteousness	righteousness	0
and	and	cc	and	and	0
Strength	Strength	n1	Strength	strength	0
,	,	,	,	,	0
Isa.	Isa.	np1	Isa.	Isa.	1
45.24	45.24	crd	45.24	45.24	0
,	,	,	,	,	0
25.	25.	crd	25.	25.	1
Thus	Thus	av	Thus	thus	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
the	the	dt	the	the	0
Children	Children	n2	Children	child	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
that	that	cst	that	that	0
have	have	vhb	have	have	0
tasted	tasted	vvn	tasted	taste	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
heavenly	heavenly	j	heavenly	heavenly	0
Gift	Gift	n1	Gift	gift	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
saving	saving	vvg	saving	save	0
manner	manner	n1	manner	manner	0
,	,	,	,	,	0
though	though	cs	though	though	0
not	not	xx	not	not	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
like	like	j	like	like	0
measure	measure	n1	measure	measure	0
:	:	:	:	:	0
For	For	c-acp	For	for	0
some	some	d	some	some	0
,	,	,	,	,	0
after	after	c-acp	after	after	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
got	got	vvn	god	get	0
through	through	p-acp	through	through	0
the	the	dt	the	the	0
Straits	Straits	n2	Straits	strait	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
New	New	j	New	new	0
Birth	Birth	n1	Birth	birth	0
,	,	,	,	,	0
pre	pre	fw-la	pre	pre	0
∣	∣	sy	∣	∣	0
sently	sently	av-j	sently	sent	0
get	get	vvb	get	get	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
wing	wing	n1	wing	wing	0
of	of	pp-f	of	of	0
Faith	Faith	n1	Faith	faith	0
,	,	,	,	,	0
feeding	feeding	vvg	feeding	feed	0
and	and	cc	and	and	0
feasting	feasting	vvg	feasting	feast	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
riches	riches	n2	riches	riches	0
of	of	pp-f	of	of	0
Free	Free	j	Free	free	0
Grace	Grace	n1	Grace	grace	0
;	;	;	;	;	0
fetching	fetching	vvg	fetching	fetch	0
all	all	d	all	all	0
their	their	po32	their	their	0
Com	Com	vvi	Come	come	0
∣	∣	sy	∣	∣	0
forts	forts	n2	forts	fort	0
immediately	immediately	av-j	immediately	immediate	0
from	from	p-acp	from	from	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
the	the	dt	the	the	0
Original	Original	j-jn	Original	original	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
Grace	Grace	n1	Grace	grace	0
;	;	;	;	;	0
Faith	Faith	n1	Faith	faith	0
every	every	d	every	every	0
day	day	n1	day	day	0
bringing	bringing	vvg	bringing	bring	0
fresh	fresh	j	fresh	fresh	0
Supplies	Supplies	n2	Supplies	supply	0
from	from	p-acp	from	from	0
him	him	pno31	him	he	0
;	;	;	;	;	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
so	so	av	so	so	0
much	much	av-d	much	much	0
cast	cast	vvn	cast	cast	0
down	down	a-acp	down	down	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
sense	sense	n1	sense	sense	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
own	own	d	own	own	0
imperfections	imperfections	n2	imperfections	imperfection	0
,	,	,	,	,	0
and	and	cc	and	and	0
weakness	weakness	n1	weakness	weakness	0
in	in	p-acp	in	in	0
Grace	Grace	n1	Grace	grace	0
,	,	,	,	,	0
(	(	(	(	(	0
tho'	tho'	cs	though	though	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
humbled	humbled	vvn	humbled	humble	0
for	for	p-acp	for	for	0
these	these	d	these	these	0
,	,	,	,	,	0
)	)	)	)	)	0
knowing	knowing	vvg	knowing	know	0
they	they	pns32	they	they	0
appear	appear	vvb	appear	appear	0
be	be	vbi	be	be	0
∣	∣	sy	∣	∣	0
fore	fore	p-acp	before	before	0
God	God	np1	God	God	0
,	,	,	,	,	0
not	not	xx	not	not	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
own	own	d	own	own	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
Christ's	Christ's	npg1	Christ's	Christ	0
Righteousness	Righteousness	n1	Righteousness	righteousness	0
.	.	.	.	.	1
Hence	Hence	av	Hence	hence	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
they	they	pns32	they	they	0
can	can	vmb	can	can	0
triumph	triumph	vvi	triumph	triumph	0
in	in	p-acp	in	in	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
holy	holy	j	holy	holy	0
boldness	boldness	n1	boldness	boldness	0
of	of	pp-f	of	of	0
Faith	Faith	n1	Faith	faith	0
,	,	,	,	,	0
even	even	av	even	even	0
dare	dare	vvb	dare	dare	0
their	their	po32	their	their	0
Accusers	Accusers	n2	Accusers	accuser	0
to	to	pc-acp	to	to	0
bring	bring	vvi	bring	bring	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
their	their	po32	their	their	0
Accusations	Accusations	n2	Accusations	accusation	0
against	against	p-acp	against	against	0
them	them	pno32	them	they	0
,	,	,	,	,	0
Rom.	Rom.	np1	Rom.	Rom.	1
8.33	8.33	crd	8.33	8.33	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
end	end	n1	end	end	0
;	;	;	;	;	0
and	and	cc	and	and	0
these	these	d	these	these	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
Christians	Christians	np1	Christians	Christians	0
under	under	p-acp	under	under	0
Heaven	Heaven	n1	Heaven	heaven	0
,	,	,	,	,	0
live	live	vvb	live	live	0
the	the	dt	the	the	0
sweetest	sweetest	js	sweetest	sweet	0
,	,	,	,	,	0
and	and	cc	and	and	0
most	most	av-ds	most	most	0
joyful	joyful	j	joyful	joyful	0
Lives	Lives	n2	Lives	life	0
.	.	.	.	.	1
Yet	Yet	av	Yet	yet	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
and	and	cc	and	and	0
those	those	d	those	those	0
the	the	dt	the	the	0
greatest	greatest	js	greatest	great	0
Number	Number	n1	Number	number	0
of	of	pp-f	of	of	0
Chri	Chri	np1	Chri	Chri	0
∣	∣	sy	∣	∣	0
stians	stians	n2	stians	stian	0
,	,	,	,	,	0
(	(	(	(	(	0
though	though	cs	though	though	0
the	the	dt	the	the	0
Work	Work	n1	Work	work	0
upon	upon	p-acp	upon	upon	0
their	their	po32	their	their	0
hearts	hearts	n2	hearts	heart	0
be	be	vbb	be	be	0
sound	sound	j	found	sound	0
,	,	,	,	,	0
and	and	cc	and	and	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
heartily	heartily	av-j	heartily	hearty	0
given	given	vvn	given	give	0
up	up	p-acp	up	up	0
themselves	themselves	px32	themselves	themselves	0
to	to	p-acp	to	to	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
saved	saved	vvn	saved	save	0
by	by	p-acp	by	by	0
him	him	pno31	him	he	0
,	,	,	,	,	0
)	)	)	)	)	0
are	are	vbr	are	be	0
either	either	d	either	either	0
kept	kept	vvn	kept	keep	0
bowed	bowed	vvd	bowed	bow	0
down	down	a-acp	down	down	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
Spirit	Spirit	n1	Spirit	spirit	0
of	of	pp-f	of	of	0
Bondage	Bondage	n1	Bondage	bondage	0
,	,	,	,	,	0
and	and	cc	and	and	0
legal	legal	j	legal	legal	0
Terrors	Terrors	n2	Terrors	terror	0
,	,	,	,	,	0
or	or	cc	or	or	0
else	else	av	else	else	0
stay	stay	vvb	stay	stay	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Rudiments	Rudiments	n2	Rudiments	rudiment	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
own	own	d	own	own	0
hearts	hearts	n2	hearts	heart	0
,	,	,	,	,	0
and	and	cc	and	and	0
neg	neg	n1	neg	neg	0
∣	∣	sy	∣	∣	0
lect	lect	vvb	lect	lect	0
Christ	Christ	np1	Christ	Christ	0
himself	himself	px31	himself	himself	0
;	;	;	;	;	0
are	are	vbr	are	be	0
still	still	av	still	still	0
poring	poring	j-vvg	poring	pore	0
upon	upon	p-acp	upon	upon	0
their	their	po32	their	their	0
Graces	Graces	n2	Graces	grace	0
,	,	,	,	,	0
and	and	cc	and	and	0
enquiring	enquiring	vvg	inquiring	inquire	0
after	after	p-acp	after	after	0
Signs	Signs	n2	Signs	sign	0
and	and	cc	and	and	0
Marks	Marks	n2	Marks	mark	0
of	of	pp-f	of	of	0
Sincerity	Sincerity	n1	Sincerity	sincerity	0
,	,	,	,	,	0
and	and	cc	and	and	0
accordingly	accordingly	av-vvg	accordingly	accord	0
are	are	vbr	are	be	0
lifted	lifted	vvn	lifted	lift	0
up	up	a-acp	up	up	0
,	,	,	,	,	0
or	or	cc	or	or	0
cast	cast	vvd	cast	cast	0
down	down	a-acp	down	down	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
find	find	vvb	find	find	0
it	it	pn31	it	it	0
in	in	p-acp	in	in	0
themselves	themselves	px32	themselves	themselves	0
.	.	.	.	.	1
Now	Now	av	Now	now	0
the	the	dt	the	the	0
Signs	Signs	n2	Signs	sign	0
and	and	cc	and	and	0
Marks	Marks	n2	Marks	mark	0
of	of	pp-f	of	of	0
Grace	Grace	n1	Grace	grace	0
are	are	vbr	are	be	0
of	of	pp-f	of	of	0
great	great	j	great	great	0
Ʋse	Ʋse	n1	Ʋse	ʋse	0
to	to	p-acp	to	to	0
Believers	Believers	n2	Believers	believer	0
;	;	;	;	;	0
for	for	c-acp	for	for	0
hereby	hereby	av	hereby	hereby	0
we	we	pns12	we	we	0
may	may	vmb	may	may	0
prove	prove	vvi	prove	prove	0
our	our	po12	our	our	0
selves	selves	n2	selves	self	0
,	,	,	,	,	0
whether	whether	cs	whither	whether	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Faith	Faith	n1	Faith	faith	0
or	or	cc	or	or	0
no	no	uh-dx	no	no	0
.	.	.	.	.	1
These	These	np1	These	Theise	0
Graces	Graces	n2	Graces	grace	0
we	we	pns12	we	we	0
may	may	vmb	may	may	0
view	view	vvi	view	view	0
with	with	p-acp	with	with	0
comfort	comfort	n1	comfort	comfort	0
and	and	cc	and	and	0
de	de	zz	de	de	0
∣	∣	sy	∣	∣	0
light	light	n1	light	light	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
Signs	Signs	n2	Signs	sign	0
and	and	cc	and	and	0
Tokens	Tokens	n2	Tokens	token	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Love	Love	n1	Love	love	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
to	to	p-acp	to	to	0
us	us	pno12	us	we	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
