ACcording	ACcording	vvg	ACcording	accord	0
again	again	av	again	again	0
recited	recited	vvn	recited	recite	0
,	,	,	,	,	0
and	and	cc	and	and	0
do	do	vdb	do	do	0
present	present	vvi	present	present	0
them	them	pno32	them	they	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
:	:	:	:	:	0
accept	accept	vvb	accept	accept	0
&	&	cc	&	and	0
peruse	peruse	vvi	peruse	peruse	0
them	them	pno32	them	they	0
as	as	c-acp	as	as	0
you	you	pn22	you	you	0
see	see	vvb	see	see	0
cause	cause	n1	cause	cause	0
.	.	.	.	.	1
And	And	cc	And	and	0
this	this	d	this	this	0
be	be	vbb	be	be	0
pleased	pleased	vvn	pleased	please	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
notice	notice	n1	notice	notice	0
of	of	pp-f	of	of	0
;	;	;	;	;	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Lawes	Lawes	n2	Laws	law	0
of	of	pp-f	of	of	0
Divine	Divine	j-jn	Divine	divine	0
and	and	cc	and	and	0
Civill	Civill	j	Civil	civil	0
Policie	Policie	n1	Policy	policy	0
admit	admit	vvb	admit	admit	0
not	not	xx	not	not	0
of	of	pp-f	of	of	0
two	two	crd	two	two	0
heads	heads	n2	heads	head	0
in	in	p-acp	in	in	0
one	one	crd	one	one	0
body	body	n1	body	body	0
,	,	,	,	,	0
so	so	av	so	so	0
likewise	likewise	av	likewise	likewise	0
doth	doth	vdz	does	do	0
not	not	xx	not	not	0
the	the	dt	the	the	0
transcendent	transcendent	j	transcendent	transcendent	0
and	and	cc	and	and	0
glorious	glorious	j	glorious	glorious	0
Kingdome	Kingdome	n1	Kingdom	kingdom	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
above	above	p-acp	above	above	0
the	the	dt	the	the	0
humane	humane	j	humane	humane	0
element	element	n1	element	element	0
,	,	,	,	,	0
admit	admit	vvb	admit	admit	0
of	of	pp-f	of	of	0
Ci	Ci	crd	Ci	ci	0
∣	∣	sy	∣	∣	0
vill	vill	vmb	will	will	0
Lawmakers	Lawmakers	n2	Lawmakers	lawmaker	0
in	in	p-acp	in	in	0
confining	confining	j-vvg	confining	confine	0
conscience	conscience	n1	conscience	conscience	0
and	and	cc	and	and	0
disposing	disposing	n-vvg	disposing	dispose	0
of	of	pp-f	of	of	0
matters	matters	n2	matters	matter	0
thereto	thereto	av	thereto	thereto	0
belong	belong	vvi	belong	belong	0
∣	∣	sy	∣	∣	0
ing	ing	zz	ing	ing	0
;	;	;	;	;	0
the	the	dt	the	the	0
same	same	d	same	same	0
Scripture	Scripture	n1	Scripture	scripture	0
and	and	cc	and	and	0
reason	reason	n1	reason	reason	0
which	which	r-crq	which	which	0
denieth	denieth	vvz	denieth	deny	0
Caesar	Caesar	np1	Caesar	Caesar	0
to	to	pc-acp	to	to	0
sit	sit	vvi	fit	sit	0
on	on	p-acp	on	on	0
Christs	Christs	npg1	Christs	Christ	0
throne	throne	n1	throne	throne	0
;	;	;	;	;	0
denieth	denieth	vvz	denieth	deny	0
you	you	pn22	you	you	0
power	power	n1	power	power	0
of	of	pp-f	of	of	0
making	making	vvg	making	make	0
Lawes	Lawes	n2	Laws	law	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
ordering	ordering	n-vvg	ordering	order	0
the	the	dt	the	the	0
Lawes	Lawes	n2	Laws	law	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
shall	shall	vmb	shall	shall	0
increase	increase	vvi	increase	increase	0
or	or	cc	or	or	0
diminish	diminish	vvi	diminish	diminish	0
the	the	dt	the	the	0
liberties	liberties	n2	liberties	liberty	0
,	,	,	,	,	0
Lawes	Lawes	n2	Laws	law	0
,	,	,	,	,	0
and	and	cc	and	and	0
privileges	privileges	n2	privileges	privilege	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Gospel	Gospel	n1	Gospel	gospel	0
of	of	pp-f	of	of	0
Christs	Christs	npg1	Christs	Christ	0
Kingdom	Kingdom	n1	Kingdom	kingdom	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
they	they	pns32	they	they	0
must	must	vmb	must	must	0
incurre	incurre	vvi	incur	incur	0
the	the	dt	the	the	0
curse	curse	n1	curse	curse	0
,	,	,	,	,	0
and	and	cc	and	and	0
who	who	r-crq	who	who	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
wiser	wiser	jc	wiser	wise	0
than	than	cs	than	than	0
his	his	po31	his	his	0
maker	maker	n1	maker	maker	0
but	but	cc-acp	but	but	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
owne	owne	d	own	own	0
destruction	destruction	n1	destruction	destruction	0
?	?	?	?	?	1
The	The	dt	The	the	0
cause	cause	n1	cause	cause	0
aforesaid	aforesaid	j	aforesaid	aforesaid	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
grievances	grievances	n2	grievances	grievance	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
and	and	cc	and	and	0
his	his	po31	his	his	0
servants	servants	n2	servants	servant	0
is	is	vbz	is	be	0
oppression	oppression	n1	oppression	oppression	0
of	of	pp-f	of	of	0
conscience	conscience	n1	conscience	conscience	0
,	,	,	,	,	0
otherwise	otherwise	av	otherwise	otherwise	0
conscionable	conscionable	j	conscionable	conscionable	0
op	op	j	open	open	0
∣	∣	sy	∣	∣	0
pression	pression	zz	pression	pression	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
so	so	av	so	so	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
taken	taken	vvn	taken	take	0
,	,	,	,	,	0
although	although	cs	although	although	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
impossible	impossible	j	impossible	impossible	0
,	,	,	,	,	0
being	being	vbg	being	be	0
oppression	oppression	n1	oppression	oppression	0
,	,	,	,	,	0
so	so	av	so	so	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
;	;	;	;	;	0
the	the	dt	the	the	0
root	root	n1	root	root	0
from	from	p-acp	from	from	0
whence	whence	c-crq	whence	whence	0
it	it	pn31	it	it	0
springeth	springeth	vvz	springs	spring	0
,	,	,	,	,	0
the	the	dt	the	the	0
tree	tree	n1	tree	tree	0
,	,	,	,	,	0
and	and	cc	and	and	0
every	every	d	every	every	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
is	is	vbz	is	be	0
discovered	discovered	vvn	discovered	discover	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
following	following	j-vvg	following	follow	0
passages	passages	n2	passages	passage	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
referre	referre	vvb	refer	refer	0
you	you	pn22	you	you	0
.	.	.	.	.	1
And	And	cc	And	and	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
found	found	vvn	found	find	0
false	false	j	false	false	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
trust	trust	n1	trust	trust	0
committed	committed	vvn	committed	commit	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
King	King	n1	King	king	0
and	and	cc	and	and	0
Countrey	Countrey	n1	Country	country	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
ordering	ordering	n-vvg	ordering	order	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
af	af	pp-f	of	of	0
∣	∣	sy	∣	∣	0
faires	faires	n2	fairs	fair	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Land	Land	n1	Land	land	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
peace	peace	n1	peace	peace	0
and	and	cc	and	and	0
wel	wel	av	well	well	0
∣	∣	sy	∣	∣	0
fare	fare	n1	fare	fare	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
likewise	likewise	av	likewise	likewise	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
King	King	n1	King	king	0
and	and	cc	and	and	0
Common-wealth	Common-wealth	n1	Commonwealth	commonwealth	0
;	;	;	;	;	0
let	let	vvb	let	let	0
it	it	pn31	it	it	0
be	be	vbi	be	be	0
your	your	po22	your	your	0
speciall	speciall	j	special	special	0
care	care	n1	care	care	0
to	to	pc-acp	to	to	0
remove	remove	vvi	remove	remove	0
and	and	cc	and	and	0
repeal	repeal	vvi	repeal	repeal	0
all	all	d	all	all	0
things	things	n2	things	thing	0
and	and	cc	and	and	0
statutes	statutes	n2	statutes	statute	0
,	,	,	,	,	0
tending	tending	vvg	tending	tend	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
bondage	bondage	n1	bondage	bondage	0
of	of	pp-f	of	of	0
conscience	conscience	n1	conscience	conscience	0
,	,	,	,	,	0
be	be	vbb	be	be	0
not	not	xx	not	not	0
wiser	wiser	jc	wiser	wise	0
than	than	cs	than	than	0
the	the	dt	the	the	0
Tri	Tri	np1	Tri	Tri	0
∣	∣	sy	∣	∣	0
nity	nity	n1	nity	nity	0
in	in	p-acp	in	in	0
continuing	continuing	vvg	continuing	continue	0
and	and	cc	and	and	0
establishing	establishing	vvg	establishing	establish	0
penall	penall	j	penal	penal	0
acts	acts	n2	acts	act	0
,	,	,	,	,	0
and	and	cc	and	and	0
statutes	statutes	n2	statutes	statute	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
bring	bring	vvi	bring	bring	0
people	people	n1	people	people	0
under	under	p-acp	under	under	0
conformity	conformity	n1	conformity	conformity	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
externall	externall	j	external	external	0
worship	worship	n1	worship	worship	0
;	;	;	;	;	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
consider	consider	vvb	consider	consider	0
from	from	p-acp	from	from	0
whence	whence	c-crq	whence	whence	0
every	every	d	every	every	0
good	good	j	good	good	0
and	and	cc	and	and	0
spi	spi	vvb	spi	spi	0
∣	∣	sy	∣	∣	0
rituall	rituall	j	ritual	ritual	0
gift	gift	n1	gift	gift	0
is	is	vbz	is	be	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
that	that	cst	that	that	0
giveth	giveth	vvz	gives	give	0
light	light	n1	light	light	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
acceptable	acceptable	j	acceptable	acceptable	0
to	to	p-acp	to	to	0
him	him	pno31	him	he	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
all	all	d	all	all	0
worship	worship	n1	worship	worship	0
is	is	vbz	is	be	0
due	due	j-jn	due	due	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	d	that	that	0
Law	Law	n1	Law	law	0
,	,	,	,	,	0
Do	Do	vdb	Do	do	0
unto	unto	p-acp	unto	unto	0
all	all	d	all	all	0
as	as	c-acp	as	as	0
you	you	pn22	you	you	0
would	would	vmd	would	will	0
they	they	pns32	they	they	0
should	should	vmd	should	shall	0
do	do	vdi	do	do	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
:	:	:	:	:	0
yee	yee	pn22	ye	you	0
cannot	cannot	vmbx	cannot	can	0
,	,	,	,	,	0
neither	neither	dx	neither	neither	0
would	would	vmd	would	will	0
ye	ye	pn22	you	you	0
go	go	vvi	go	go	0
about	about	p-acp	about	about	0
Antichristian-like	Antichristian-like	j	Antichristian-like	antichristian-like	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
yokes	yokes	n2	yokes	yoke	0
for	for	p-acp	for	for	0
conscience	conscience	n1	conscience	conscience	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
most	most	av-ds	most	most	0
Papisticall	Papisticall	j	Papistical	papistical	0
,	,	,	,	,	0
and	and	cc	and	and	0
why	why	q-crq	why	why	0
will	will	vmb	will	will	0
ye	ye	pn22	you	you	0
do	do	vdi	do	do	0
what	what	r-crq	what	what	0
yee	yee	pn22	ye	you	0
condemne	condemne	vvb	condemn	condemn	0
your	your	po22	your	your	0
selves	selves	n2	selves	self	0
in	in	p-acp	in	in	0
others	others	n2-jn	others	other	0
?	?	?	?	?	0
do	do	vdb	do	do	0
not	not	xx	not	not	0
correct	correct	vvi	correct	correct	0
Tyrants	Tyrants	n2	Tyrants	tyrant	0
with	with	p-acp	with	with	0
tyranny	tyranny	n1	tyranny	tyranny	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
overcome	overcome	vvb	overcome	overcome	0
evill	evill	j-jn	evil	evil	0
with	with	p-acp	with	with	0
good	good	j	good	good	0
:	:	:	:	:	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
fear	fear	n1	fear	fear	0
Papists	Papists	njp2	Papists	papist	0
wil	wil	vmb	will	will	0
be	be	vbi	be	be	0
treacherous	treacherous	j	treacherous	treacherous	0
to	to	p-acp	to	to	0
State	State	n1	State	state	0
&	&	cc	&	and	0
Common-wealth	Common-wealth	n1	Commonwealth	commonwealth	0
,	,	,	,	,	0
let	let	vvb	let	let	0
them	them	pno32	them	they	0
have	have	vhi	have	have	0
a	a	dt	a	a	0
civill	civill	j	civil	civil	0
providence	providence	n1	providence	providence	0
over	over	p-acp	over	over	0
them	them	pno32	them	they	0
for	for	p-acp	for	for	0
preven	preven	j	preven	preven	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
case	case	n1	case	case	0
they	they	pns32	they	they	0
or	or	cc	or	or	0
any	any	d	any	any	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
prove	prove	vvi	prove	prove	0
so	so	av	so	so	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
some	some	d	some	some	0
prove	prove	vvb	prove	prove	0
naught	naught	pix	nought	nought	0
and	and	cc	and	and	0
treacherous	treacherous	j	treacherous	treacherous	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
Religions	Religions	n2	Religions	religion	0
,	,	,	,	,	0
let	let	vvb	let	let	0
them	them	pno32	them	they	0
have	have	vhi	have	have	0
civill	civill	j	civil	civil	0
cor	cor	fw-la	cor	cor	0
∣	∣	sy	∣	∣	0
reclion	reclion	n1	reclion	reclion	0
;	;	;	;	;	0
for	for	p-acp	for	for	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
that	that	d	that	that	0
,	,	,	,	,	0
not	not	xx	not	not	0
conscience	conscience	n1	conscience	conscience	0
keep	keep	vvi	keep	keep	0
∣	∣	sy	∣	∣	0
eth	eth	zz	eth	eth	0
people	people	n1	people	people	0
in	in	p-acp	in	in	0
generall	generall	n1	general	general	0
within	within	p-acp	within	within	0
bounds	bounds	n2	bounds	bound	0
of	of	pp-f	of	of	0
Civility	Civility	n1	Civility	civility	0
,	,	,	,	,	0
and	and	cc	and	and	0
leave	leave	vvi	leave	leave	0
the	the	dt	the	the	0
cutting	cutting	n-vvg	cutting	cut	0
off	off	a-acp	off	off	0
,	,	,	,	,	0
or	or	cc	or	or	0
rooting	rooting	j-vvg	rooting	root	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
errours	errours	n2	errors	error	0
in	in	p-acp	in	in	0
matters	matters	n2	matters	matter	0
spirituall	spirituall	j	spiritual	spiritual	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
free	free	j	free	free	0
use	use	n1	use	use	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
sword	sword	n1	sword	sword	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
Spirit	Spirit	n1	Spirit	spirit	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
sharper	sharper	jc	sharper	sharp	0
than	than	cs	than	than	0
a	a	dt	a	a	0
two-edged	two-edged	j	two-edged	two-edged	0
sword	sword	n1	sword	sword	0
;	;	;	;	;	0
and	and	cc	and	and	0
fear	fear	vvb	fear	fear	0
yee	yee	pn22	ye	you	0
not	not	xx	not	not	0
but	but	p-acp	but	but	0
in	in	p-acp	in	in	0
case	case	n1	case	case	0
of	of	pp-f	of	of	0
liberty	liberty	n1	liberty	liberty	0
of	of	pp-f	of	of	0
con	con	fw-mi	con	con	0
∣	∣	sy	∣	∣	0
science	science	n1	science	science	0
,	,	,	,	,	0
true	true	j	true	true	0
Religion	Religion	n1	Religion	religion	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
onely	onely	av-j	only	only	0
is	is	vbz	is	be	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
will	will	vmb	will	will	0
have	have	vhi	have	have	0
the	the	dt	the	the	0
upper	upper	jc	upper	upper	0
hand	hand	n1	hand	hand	0
,	,	,	,	,	0
and	and	cc	and	and	0
ful	ful	av-j	full	full	0
∣	∣	sy	∣	∣	0
lest	lest	zz	lest	lest	0
approbation	approbation	n1	approbation	approbation	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
civilly	civilly	av-j	civilly	civil	0
disposed	disposed	vvn	disposed	dispose	0
persons	persons	n2	persons	person	0
;	;	;	;	;	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
not	not	xx	not	not	0
Caesars	Caesars	npg1	Caesars	Caesar	0
due	due	n-jn	endue	due	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
sit	sit	vvi	fit	sit	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
Ecclesiasticall	Ecclesiasticall	j	Ecclesiastical	ecclesiastical	0
Throne	Throne	n1	Throne	throne	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
any	any	d	any	any	0
mans	mans	n2	men	man	0
beside	beside	a-acp	beside	beside	0
,	,	,	,	,	0
look	look	vvb	look	look	0
you	you	pn22	you	you	0
to	to	p-acp	to	to	0
it	it	pn31	it	it	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
you	you	pn22	you	you	0
set	set	vvb	set	set	0
or	or	cc	or	or	0
con	con	vvi	con	con	0
∣	∣	sy	∣	∣	0
tinue	tinue	vvb	tinue	tinue	0
any	any	d	any	any	0
person	person	n1	person	person	0
thereon	thereon	av	thereon	thereon	0
;	;	;	;	;	0
and	and	cc	and	and	0
except	except	c-acp	except	except	0
God	God	np1	God	God	0
had	had	vhd	had	have	0
consecrated	consecrated	vvn	consecrated	consecrate	0
and	and	cc	and	and	0
set	set	vvn	set	set	0
apart	apart	av	apart	apart	0
a	a	dt	a	a	0
parcell	parcell	n1	parcel	parcel	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
earthly	earthly	j	earthly	earthly	0
revenues	revenues	n2	revenues	revenue	0
for	for	p-acp	for	for	0
spirituall	spirituall	j	spiritual	spiritual	0
uses	uses	n2	uses	use	0
,	,	,	,	,	0
how	how	q-crq	how	how	0
dare	dare	vvb	dare	dare	0
ye	ye	pn22	you	you	0
powers	powers	n2	powers	power	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
earth	earth	n1	earth	earth	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
it	it	pn31	it	it	0
,	,	,	,	,	0
or	or	cc	or	or	0
to	to	pc-acp	to	to	0
allow	allow	vvi	allow	allow	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
?	?	?	?	?	0
but	but	cc-acp	but	but	0
to	to	pc-acp	to	to	0
avoid	avoid	vvi	avoid	avoid	0
tediousnesse	tediousnesse	n1	tediousness	tediousness	0
,	,	,	,	,	0
I	I	pns11	I	i	0
commend	commend	vvb	commend	commend	0
you	you	pn22	you	you	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
serious	serious	j	serious	serious	0
minding	minding	vvg	minding	mind	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
following	following	j-vvg	following	follow	0
passages	passages	n2	passages	passage	0
,	,	,	,	,	0
hoping	hoping	vvg	hoping	hope	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
slight	slight	j	slight	slight	0
what	what	r-crq	what	what	0
is	is	vbz	is	be	0
substantially	substantially	av-j	substantially	substantial	0
appli	appli	vvn	appli	appli	0
∣	∣	sy	∣	∣	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
your	your	po22	your	your	0
selves	selves	n2	selves	self	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
injunction	injunction	n1	injunction	injunction	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
will	will	n1	will	will	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
Almighty	Almighty	j-jn	Almighty	almighty	0
,	,	,	,	,	0
lest	lest	cs	lest	lest	0
yee	yee	pn22	ye	you	0
be	be	vbb	be	be	0
found	found	vvn	found	find	0
resisters	resisters	n2	resisters	resister	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
:	:	:	:	:	0
and	and	cc	and	and	0
so	so	av	so	so	0
I	I	pns11	I	i	0
remain	remain	vvb	remain	remain	0
yours	yours	png22	yours	you	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
due	due	j-jn	due	due	0
service	service	n1	service	service	0
,	,	,	,	,	0
even	even	av	even	even	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
power	power	n1	power	power	0
and	and	cc	and	and	0
life	life	n1	life	life	0
.	.	.	.	.	1
