When	When	c-crq	When	when	0
there	there	a-acp	there	there	0
,	,	,	,	,	0
maye	maye	vmb	may	may	0
see	see	vvi	see	see	0
the	the	dt	the	the	0
Lawes	Lawes	n2	Laws	law	0
,	,	,	,	,	0
Articles	Articles	n2	Articles	article	0
,	,	,	,	,	0
Placcards	Placcards	n2	Placcards	placcard	0
,	,	,	,	,	0
and	and	cc	and	and	0
Pro	Pro	fw-la	Pro	pro	0
∣	∣	sy	∣	∣	0
clamations	clamations	n2	clamations	clamation	0
,	,	,	,	,	0
touching	touching	vvg	touching	touch	0
Marschall	Marschall	np1	Marschall	Marschall	0
discipline	discipline	n1	discipline	discipline	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
which	which	r-crq	which	which	0
our	our	po12	our	our	0
ould	ould	j	old	old	0
,	,	,	,	,	0
and	and	cc	and	and	0
con	con	fw-mi	con	con	0
∣	∣	sy	∣	∣	0
quering	quering	j	quering	quering	0
armie	armie	n1	army	army	0
here	here	av	here	here	0
is	is	vbz	is	be	0
governed	governed	vvn	governed	govern	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
service	service	n1	service	service	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
high	high	j	high	high	0
and	and	cc	and	and	0
mighty	mighty	j	mighty	mighty	0
Lords	Lords	n2	Lords	lord	0
the	the	dt	the	the	0
States	States	ng1	States	state	0
Generall	Generall	n1	General	general	0
.	.	.	.	.	1
And	And	cc	And	and	0
having	having	vhg	having	have	0
runne	runne	vvn	run	run	0
through	through	p-acp	through	through	0
the	the	dt	the	the	0
three	three	crd	three	three	0
parts	parts	n2	parts	part	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Prin	Prin	n1	Prin	prin	0
∣	∣	sy	∣	∣	0
ciples	ciples	n2	ciples	ciple	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Art	Art	n1	Art	art	0
military	military	j	military	military	0
,	,	,	,	,	0
practised	practised	vvn	practised	practise	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
Netherlands	Netherlands	np1	Netherlands	Netherlands	0
,	,	,	,	,	0
I	I	pns11	I	i	0
thought	thought	vvd	thought	think	0
that	that	d	that	that	0
my	my	po11	my	my	0
workes	workes	n2	works	work	0
were	were	vbdr	were	be	0
not	not	xx	not	not	0
compleate	compleate	j	complete	complete	0
,	,	,	,	,	0
unlesse	unlesse	cs	unless	unless	0
this	this	d	this	this	0
Appendix	Appendix	n1	Appendix	appendix	0
of	of	pp-f	of	of	0
Marshall	Marshall	j	Marshal	martial	0
discipline	discipline	n1	discipline	discipline	0
were	were	vbdr	were	be	0
annexed	annexed	vvn	annexed	annex	0
unto	unto	p-acp	unto	unto	0
them	them	pno32	them	they	0
.	.	.	.	.	1
And	And	cc	And	and	0
now	now	av	now	now	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
grace	grace	n1	grace	grace	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
having	having	vhg	having	have	0
finished	finished	vvn	finished	finish	0
&	&	cc	&	and	0
even	even	av	even	even	0
this	this	d	this	this	0
daye	daye	n1	day	day	0
putt	putt	vvd	put	put	0
an	an	dt	and	a	0
end	end	n1	end	end	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
Militarie	Militarie	j	Military	military	0
Labours	Labours	n2	Labours	labour	0
:	:	:	:	:	0
I	I	pns11	I	i	0
render	render	vvb	render	render	0
thanks	thanks	n2	thanks	thank	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
of	of	pp-f	of	of	0
Hoasts	Hoasts	n2	Hosts	host	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
hath	hath	vhz	hath	have	0
given	given	vvn	given	give	0
mee	mee	pno11	me	i	0
health	health	n1	health	health	0
,	,	,	,	,	0
wisedome	wisedome	n1	wisdom	wisdom	0
,	,	,	,	,	0
and	and	cc	and	and	0
un	un	fw-fr	un	un	0
∣	∣	sy	∣	∣	0
derstanding	derstanding	n1	derstanding	derstanding	0
to	to	p-acp	to	to	0
performe	performe	vvi	perform	perform	0
this	this	d	this	this	0
laborious	laborious	j	laborious	laborious	0
worke	worke	n1	work	work	0
.	.	.	.	.	1
And	And	cc	And	and	0
eternally	eternally	av-j	eternally	eternal	0
blessed	blessed	j-vvn	blessed	bless	0
be	be	vbb	be	be	0
his	his	po31	his	his	0
glorious	glorious	j	glorious	glorious	0
name	name	n1	name	name	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
eye	eye	n1	eye	eye	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
divine	divine	j-jn	divine	divine	0
providence	providence	n1	providence	providence	0
,	,	,	,	,	0
and	and	cc	and	and	0
under	under	p-acp	under	under	0
the	the	dt	the	the	0
shaddowe	shaddowe	n1	shadow	shadow	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
wings	wings	n2	wings	wing	0
,	,	,	,	,	0
hath	hath	vhz	hath	have	0
preserved	preserved	vvn	preserved	preserve	0
mee	mee	pno11	me	i	0
the	the	dt	the	the	0
space	space	n1	space	space	0
of	of	pp-f	of	of	0
two	two	crd	two	two	0
and	and	cc	and	and	0
fortie	fortie	crd	fortie	forty	0
yeares	yeares	n2	years	year	0
through	through	p-acp	through	through	0
many	many	d	many	many	0
dangers	dangers	n2	dangers	danger	0
:	:	:	:	:	0
and	and	cc	and	and	0
though	though	cs	though	though	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
bin	bin	vbn	been	be	0
present	present	j	present	present	0
in	in	p-acp	in	in	0
many	many	d	many	many	0
hott	hott	j	hot	hot	0
services	services	n2	services	service	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Land	Land	n1	Land	land	0
:	:	:	:	:	0
yet	yet	av	yet	yet	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
not	not	xx	not	not	0
given	given	vvn	given	give	0
the	the	dt	the	the	0
Ennemy	Ennemy	n1	Enemy	enemy	0
so	so	av	so	so	0
much	much	d	much	much	0
power	power	n1	power	power	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
to	to	pc-acp	to	to	0
draw	draw	vvi	draw	draw	0
one	one	crd	one	one	0
drop	drop	n1	drop	drop	0
of	of	pp-f	of	of	0
bloode	bloode	n1	blood	blood	0
from	from	p-acp	from	from	0
mee	mee	pno11	me	i	0
.	.	.	.	.	1
And	And	cc	And	and	0
now	now	av	now	now	0
this	this	d	this	this	0
being	being	vbg	being	be	0
the	the	dt	the	the	0
last	last	ord	last	last	0
worke	worke	n1	work	work	0
.	.	.	.	.	1
It	It	pn31	It	it	0
comes	comes	vvz	comes	come	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
desire	desire	vvi	desire	desire	0
your	your	po22	your	your	0
Patronage	Patronage	n1	Patronage	patronage	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
token	token	n1	token	token	0
and	and	cc	and	and	0
an	an	dt	and	a	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
pression	pression	zz	pression	pression	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
loue	loue	n1	love	love	0
and	and	cc	and	and	0
respect	respect	n1	respect	respect	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
both	both	d	both	both	0
.	.	.	.	.	1
Beseeching	Beseeching	vvg	Beseeching	beseech	0
the	the	dt	the	the	0
Almighty	Almighty	j-jn	Almighty	almighty	0
to	to	pc-acp	to	to	0
preserve	preserve	vvi	preserve	preserve	0
you	you	pn22	you	you	0
,	,	,	,	,	0
my	my	po11	my	my	0
Aunt	Aunt	n1	Aunt	aunt	0
your	your	po22	your	your	0
Mother	Mother	n1	Mother	mother	0
,	,	,	,	,	0
&	&	cc	&	and	0
all	all	d	all	all	0
our	our	po12	our	our	0
familly	familly	n1	family	family	0
in	in	p-acp	in	in	0
health	health	n1	health	health	0
,	,	,	,	,	0
and	and	cc	and	and	0
hap	hap	vvi	hap	hap	0
∣	∣	sy	∣	∣	0
pinesse	pinesse	n1	pinesse	pinesse	0
,	,	,	,	,	0
&	&	cc	&	and	0
hereafter	hereafter	av	hereafter	hereafter	0
to	to	pc-acp	to	to	0
crowne	crowne	vvi	crown	crown	0
you	you	pn22	you	you	0
all	all	d	all	all	0
with	with	p-acp	with	with	0
everlasting	everlasting	j	everlasting	everlasting	0
blisse	blisse	n1	bliss	bliss	0
resting	resting	vvg	resting	rest	0
.	.	.	.	.	1
From	From	p-acp	From	from	0
the	the	dt	the	the	0
Citie	Citie	n1	City	city	0
of	of	pp-f	of	of	0
Delph	Delph	np1	Delph	Delft	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
Holland	Holland	n1	Holland	holland	0
,	,	,	,	,	0
this	this	d	this	this	0
30	30	crd	30	30	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
Ianuarij	Ianuarij	np2	Ianuarij	ianuarij	0
1643.	1643.	crd	1643.	1643.	1
Stylo	Stylo	np1	Stylo	Stylo	0
novo	novo	fw-la	novo	novo	0
.	.	.	.	.	1
