YOu	YOu	pn22	YOu	you	0
;	;	;	;	;	0
and	and	cc	and	and	0
yet	yet	av	yet	yet	0
as	as	c-acp	as	as	0
Sampson	Sampson	np1	Sampson	Samson	0
could	could	vmd	could	can	0
take	take	vvi	take	take	0
honey	honey	n1	honey	honey	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
dead	dead	j	dead	dead	0
Lion	Lion	n1	Lion	lion	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
fought	fought	vvd	fought	fight	0
,	,	,	,	,	0
and	and	cc	and	and	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
slew	slew	vvd	slew	slay	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
alive	alive	j	alive	alive	0
,	,	,	,	,	0
it	it	pn31	it	it	0
roar'd	roar'd	vvd	roared	roar	0
upon	upon	p-acp	upon	upon	0
him	him	pno31	him	he	0
,	,	,	,	,	0
so	so	av	so	so	0
nothing	nothing	pix	nothing	nothing	0
is	is	vbz	is	be	0
more	more	av-dc	more	more	0
ordinary	ordinary	j	ordinary	ordinary	0
then	then	cs	then	than	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
wicked	wicked	j	wicked	wicked	0
to	to	p-acp	to	to	0
voice	voice	n1	voice	voice	0
up	up	a-acp	up	up	0
dead	dead	j	dead	dead	0
Ministers	Ministers	n2	Ministers	minister	0
for	for	p-acp	for	for	0
sweet	sweet	j	sweet	sweet	0
and	and	cc	and	and	0
blessed	blessed	j-vvn	blessed	bless	0
men	men	n2	men	man	0
,	,	,	,	,	0
whom	whom	r-crq	whom	who	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
life-time	life-time	n1	lifetime	life-time	0
for	for	p-acp	for	for	0
lift	lift	vvi	lift	lift	0
∣	∣	sy	∣	∣	0
ing	ing	zz	ing	ing	0
up	up	p-acp	up	up	0
their	their	po32	their	their	0
voice	voice	n1	voice	voice	0
against	against	p-acp	against	against	0
their	their	po32	their	their	0
sinnes	sinnes	n2	sins	sin	0
,	,	,	,	,	0
and	and	cc	and	and	0
labouring	labouring	vvg	labouring	labour	0
to	to	pc-acp	to	to	0
rend	rend	vvi	rend	rend	0
them	them	pno32	them	they	0
and	and	cc	and	and	0
their	their	po32	their	their	0
lusts	lusts	n2	lustest	lust	0
asunder	asunder	av	asunder	asunder	0
,	,	,	,	,	0
they	they	pns32	they	they	0
bitterly	bitterly	av-j	bitterly	bitter	0
opposed	opposed	vvn	opposed	oppose	0
.	.	.	.	.	1
Though	Though	c-acp	Though	though	0
when	when	c-crq	when	when	0
Moses	Moses	np1	Moses	Moses	0
was	was	vbds	was	be	0
dead	dead	j	dead	dead	0
,	,	,	,	,	0
the	the	dt	the	the	0
people	people	n1	people	people	0
would	would	vmd	would	will	0
have	have	vhi	have	have	0
worshipt	worshipt	vvd	worshipped	worship	0
him	him	pno31	him	he	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
God	God	np1	God	God	0
(	(	(	(	(	0
and	and	cc	and	and	0
this	this	d	this	this	0
the	the	dt	the	the	0
de	de	zz	de	de	0
∣	∣	sy	∣	∣	0
vil	vil	zz	vil	vil	0
knew	knew	vvd	knew	know	0
and	and	cc	and	and	0
lik't	lik't	vvd	liked	like	0
when	when	c-crq	when	when	0
he	he	pns31	he	he	0
contended	contended	vvd	contended	contend	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
had	had	vhn	had	have	0
his	his	po31	his	his	0
Sepulchre	Sepulchre	n1	Sepulchre	sepulchre	0
made	made	vvd	made	make	0
known	known	vvn	known	know	0
)	)	)	)	)	0
yet	yet	av	yet	yet	0
when	when	c-crq	when	when	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
living	living	vvg	living	live	0
,	,	,	,	,	0
they	they	pns32	they	they	0
would	would	vmd	would	will	0
have	have	vhi	have	have	0
destroyed	destroyed	vvn	destroyed	destroy	0
him	him	pno31	him	he	0
,	,	,	,	,	0
Jude	Jude	np1	Jude	Judas	0
9	9	crd	9	9	0
&	&	cc	&	and	0
he	he	pns31	he	he	0
fear'd	fear'd	vvd	feared	fear	0
stoning	stoning	j-vvg	stoning	ston	0
by	by	p-acp	by	by	0
them	them	pno32	them	they	0
.	.	.	.	.	1
Even	Even	j	Even	even	0
wicked	wicked	j	wicked	wicked	0
Joram	Joram	np1	Joram	Joram	0
calls	calls	vvz	calls	call	0
dying	dying	vvg	dying	die	0
Elisha	Elisha	np1	Elisha	Elisha	0
,	,	,	,	,	0
Exod.	Exod.	np1	Exod.	Exod.	0
1	1	vvd	1	baptize	0
the	the	dt	the	the	0
Chariots	Chariots	n2	Chariots	chariot	0
of	of	pp-f	of	of	0
Israel	Israel	np1	Israel	Israel	0
and	and	cc	and	and	0
the	the	dt	the	the	0
horsmen	horsmen	n2	horsemen	horseman	0
thereof	thereof	av	thereof	thereof	0
.	.	.	.	.	1
2	2	crd	2	2	0
Kin	Kin	n1	Kin	kin	0
.	.	.	.	.	1
13.14	13.14	crd	13.14	13.14	0
.	.	.	.	.	1
The	The	dt	The	the	0
Papists	Papists	njp2	Papists	papist	0
,	,	,	,	,	0
and	and	cc	and	and	0
common	common	j	common	common	0
Protestants	Protestants	n2	Protestants	protestant	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
now	now	av	now	now	0
speak	speak	vvb	speak	speak	0
highly	highly	av-j	highly	high	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
and	and	cc	and	and	0
call	call	vvb	call	call	0
him	him	pno31	him	he	0
their	their	po32	their	their	0
sweet	sweet	j	sweet	sweet	0
Saviour	Saviour	n1	Saviour	saviour	0
,	,	,	,	,	0
had	had	vhd	had	have	0
they	they	pns32	they	they	0
lived	lived	vvn	lived	live	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
dayes	dayes	n2	days	day	0
,	,	,	,	,	0
and	and	cc	and	and	0
heard	heard	vvd	herd	hear	0
him	him	pno31	him	he	0
Preach	Preach	vvi	Preach	preach	0
against	against	p-acp	against	against	0
their	their	po32	their	their	0
sins	sins	n2	sins	sin	0
,	,	,	,	,	0
would	would	vmd	would	will	0
have	have	vhi	have	have	0
hated	hated	vvn	hated	hate	0
him	him	pno31	him	he	0
more	more	av-dc	more	more	0
then	then	cs	then	than	0
now	now	av	now	now	0
they	they	pns32	they	they	0
hate	hate	vvb	hate	hate	0
the	the	dt	the	the	0
godly	godly	j	godly	godly	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
having	having	vhg	having	have	0
but	but	p-acp	but	but	0
a	a	dt	a	a	0
drop	drop	n1	drop	drop	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Fountain	Fountain	n1	Fountain	fountain	0
,	,	,	,	,	0
and	and	cc	and	and	0
but	but	p-acp	but	but	0
a	a	dt	a	a	0
faint	faint	j	faint	faint	0
reflection	reflection	n1	reflection	reflection	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
holiness	holiness	n1	holiness	holiness	0
which	which	r-crq	which	which	0
much	much	d	much	much	0
more	more	n1	more	moor	0
gloriously	gloriously	av-j	gloriously	glorious	0
shin'd	shin'd	vvd	shined	shine	0
forth	forth	av	forth	forth	0
in	in	p-acp	in	in	0
him	him	pno31	him	he	0
.	.	.	.	.	1
As	As	p-acp	As	as	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
work	work	n1	work	work	0
of	of	pp-f	of	of	0
much	much	d	much	much	0
credit	credit	n1	credit	credit	0
,	,	,	,	,	0
so	so	av	so	so	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
work	work	n1	work	work	0
of	of	pp-f	of	of	0
little	little	j	little	little	0
cost	cost	n1	cost	cost	0
to	to	pc-acp	to	to	0
extoll	extoll	vvi	extol	extol	0
the	the	dt	the	the	0
deceased	deceased	j-vvn	deceased	decease	0
servants	servants	n2	servants	servant	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
.	.	.	.	.	1
By	By	p-acp	By	by	0
their	their	po32	their	their	0
voices	voices	n2	voices	voice	0
,	,	,	,	,	0
sinners	sinners	n2	sinners	sinner	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
molested	molested	vvn	molested	molest	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
prosecu	prosecu	n1	prosecu	prosecu	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
lusts	lusts	n2	lustest	lust	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
urged	urged	vvd	urged	urge	0
to	to	p-acp	to	to	0
any	any	d	any	any	0
unpleasing	unpleasing	j	unpleasing	unpleasing	0
duties	duties	n2	duties	duty	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
then	then	av	then	then	0
the	the	dt	the	the	0
crying	crying	vvg	crying	cry	0
up	up	a-acp	up	up	0
of	of	pp-f	of	of	0
depart	depart	n1	depart	depart	0
∣	∣	sy	∣	∣	0
ed	ed	wd	ed	ed	0
Saints	Saints	n2	Saints	saint	0
and	and	cc	and	and	0
Ministers	Ministers	n2	Ministers	minister	0
with	with	p-acp	with	with	0
our	our	po12	our	our	0
words	words	n2	words	word	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
imitating	imitating	vvg	imitating	imitate	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
with	with	p-acp	with	with	0
our	our	po12	our	our	0
works	works	n2	works	work	0
and	and	cc	and	and	0
the	the	dt	the	the	0
praising	praising	vvg	praising	praise	0
them	them	pno32	them	they	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Language	Language	n1	Language	language	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
conversation	conversation	n1	conversation	conversation	0
,	,	,	,	,	0
Horo	Horo	np1	Horo	Horo	0
andi	andi	fw-la	andi	andi	0
proptr	proptr	n1	proptr	proptr	0
imi	imi	fw-la	imi	imi	0
∣	∣	sy	∣	∣	0
tatioem	tatioem	n1	tatioem	tatioem	0
,	,	,	,	,	0
non	non	fw-fr	non	non	0
ad	ad	fw-la	ad	ad	0
an-di	an-di	j	an-di	an-di	0
proper	proper	j	proper	proper	0
religionem	religionem	fw-la	religionem	religionem	0
.	.	.	.	.	1
Aug	Aug	np1	Aug	Aug	0
de	de	dt	the	the	0
verr	verr	ng1	verr	verr	0
l.	l.	n1	l.	l.	0
c	c	sy	c	c	0
.	.	.	.	.	1
55.	55.	crd	55.	55.	0
which	which	r-crq	which	which	0
shews	shews	vvz	shows	show	0
the	the	dt	the	the	0
sincerity	sincerity	n1	sincerity	sincerity	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
love	love	n1	love	love	0
either	either	av-d	either	either	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
or	or	cc	or	or	0
them	them	pno32	them	they	0
;	;	;	;	;	0
The	The	dt	The	the	0
bark	bark	n1	bark	bark	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
tree	tree	n1	tree	tree	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
carried	carried	vvn	carried	carry	0
away	away	av	away	away	0
,	,	,	,	,	0
upon	upon	p-acp	upon	upon	0
a	a	dt	a	a	0
mans	mans	ng1	men	man	0
shoul	shoul	n1	shoul	shoul	0
∣	∣	sy	∣	∣	0
der	der	zf	der	there	0
without	without	p-acp	without	without	0
any	any	d	any	any	0
pains	pains	n2	pains	pain	0
or	or	cc	or	or	0
difficulty	difficulty	n1	difficulty	difficulty	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
it	it	pn31	it	it	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
quires	quires	n2	quires	quire	0
strength	strength	n1	strength	strength	0
and	and	cc	and	and	0
labour	labour	n1	labour	labour	0
to	to	pc-acp	to	to	0
carry	carry	vvi	carry	carry	0
away	away	av	away	away	0
the	the	dt	the	the	0
body	body	n1	body	body	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
tree	tree	n1	tree	tree	0
;	;	;	;	;	0
men	men	n2	men	man	0
may	may	vmb	may	may	0
easily	easily	av-j	easily	easy	0
run	run	vvi	run	run	0
away	away	av	away	away	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
outward	outward	j	outward	outward	0
shell	shell	n1	shell	shell	0
of	of	pp-f	of	of	0
good	good	j	good	good	0
words	words	n2	words	word	0
and	and	cc	and	and	0
pro	pro	fw-la	pro	pro	0
∣	∣	sy	∣	∣	0
fessions	fessions	n2	fessions	fession	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
heart	heart	n1	heart	heart	0
and	and	cc	and	and	0
life	life	n1	life	life	0
of	of	pp-f	of	of	0
Religion	Religion	n1	Religion	religion	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
that	that	d	that	that	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
heart	heart	n1	heart	heart	0
and	and	cc	and	and	0
life	life	n1	life	life	0
,	,	,	,	,	0
men	men	n2	men	man	0
can	can	vmb	can	can	0
hardly	hardly	av	hardly	hardly	0
away	away	av	away	away	0
with	with	p-acp	with	with	0
.	.	.	.	.	1
The	The	dt	The	the	0
dint	dint	n1	dint	dint	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
dilem	dilem	fw-la	dilem	dilem	0
∣	∣	sy	∣	∣	0
ma	ma	fw-fr	ma	ma	0
,	,	,	,	,	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
shunned	shunned	vvn	shunned	shun	0
.	.	.	.	.	1
If	If	cs	If	if	0
the	the	dt	the	the	0
Ministers	Ministers	ng1	Ministers	minister	0
doctrine	doctrine	n1	doctrine	doctrine	0
and	and	cc	and	and	0
life	life	n1	life	life	0
were	were	vbdr	were	be	0
bad	bad	j	bad	bad	0
,	,	,	,	,	0
why	why	q-crq	why	why	0
are	are	vbr	are	be	0
they	they	pns32	they	they	0
so	so	av	so	so	0
much	much	av-d	much	much	0
as	as	c-acp	as	as	0
commended	commended	vvd	commended	commend	0
;	;	;	;	;	0
if	if	cs	if	if	0
good	good	j	good	good	0
,	,	,	,	,	0
why	why	q-crq	why	why	0
not	not	xx	not	not	0
more	more	n1	more	moor	0
then	then	av	then	then	0
commended	commended	vvn	commended	commend	0
,	,	,	,	,	0
why	why	q-crq	why	why	0
not	not	xx	not	not	0
practised	practised	vvn	practised	practise	0
and	and	cc	and	and	0
imitated	imitated	vvn	imitated	imitate	0
also	also	av	also	also	0
?	?	?	?	?	1
If	If	cs	If	if	0
Christ	Christ	np1	Christ	Christ	0
were	were	vbdr	were	be	0
not	not	xx	not	not	0
a	a	dt	a	a	0
good	good	j	good	good	0
master	master	n1	master	master	0
,	,	,	,	,	0
why	why	q-crq	why	why	0
did	did	vdd	did	do	0
the	the	dt	the	the	0
young	young	j	young	young	0
man	man	n1	man	man	0
call	call	vvb	call	call	0
him	him	pno31	him	he	0
so	so	av	so	so	0
?	?	?	?	?	0
if	if	cs	if	if	0
he	he	pns31	he	he	0
were	were	vbdr	were	be	0
a	a	dt	a	a	0
good	good	j	good	good	0
master	master	n1	master	master	0
why	why	q-crq	why	why	0
did	did	vdd	did	do	0
he	he	pns31	he	he	0
not	not	xx	not	not	0
follow	follow	vvi	follow	follow	0
him	him	pno31	him	he	0
also	also	av	also	also	0
?	?	?	?	?	1
You	You	pn22	You	you	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
offended	offended	vvn	offended	offend	0
with	with	p-acp	with	with	0
me	me	pno11	me	i	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
plain	plain	j	plain	plain	0
dealing	dealing	n-vvg	dealing	deal	0
;	;	;	;	;	0
If	If	cs	If	if	0
I	I	pns11	I	i	0
be	be	vbb	be	be	0
Jealous	Jealous	j	Jealous	jealous	0
lest	lest	cs	lest	lest	0
this	this	d	this	this	0
holy	holy	j	holy	holy	0
man	man	n1	man	man	0
hath	hath	vhz	hath	have	0
bestowed	bestowed	vvn	bestowed	bestow	0
his	his	po31	his	his	0
labour	labour	n1	labour	labour	0
in	in	p-acp	in	in	0
vain	vain	j	vain	vain	0
upon	upon	p-acp	upon	upon	0
many	many	d	many	many	0
survivors	survivors	n2	survivors	survivor	0
;	;	;	;	;	0
they	they	pns32	they	they	0
will	will	vmb	will	will	0
(	(	(	(	(	0
I	I	pns11	I	i	0
