GOD	GOD	np1	GOD	God	0
agayne	agayne	av	again	again	0
that	that	d	that	that	0
is	is	vbz	is	be	0
caste	caste	vvn	cast	cast	0
awaye	awaye	av	away	away	0
,	,	,	,	,	0
Timo.	Timo.	np1	Timo.	Timo.	0
v	v	vmb	v	shall	0
to	to	p-acp	to	to	0
seake	seake	vvb	seek	seek	0
vp	vp	a-acp	up	up	0
that	that	d	that	that	0
is	is	vbz	is	be	0
loste	loste	vvn	lost	lose	0
,	,	,	,	,	0
zec	zec	fw-la	zec	zec	0
.	.	.	.	.	0
xxxiiii	xxxiiii	crd	xxxiiii	xxxiiii	0
&	&	cc	&	and	0
to	to	p-acp	to	to	0
cheryshe	cheryshe	vvi	cherish	cherish	0
all	all	d	all	all	0
the	the	dt	the	the	0
slocke	slocke	n1	slock	slock	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
ther	ther	dt	there	the	0
duty	duty	n1	duty	duty	0
to	to	pc-acp	to	to	0
cast	cast	vvi	cast	cast	0
away	away	av	away	away	0
vngodly	vngodly	j	ungodly	ungodly	0
&	&	cc	&	and	0
olde	olde	j	old	old	0
wyues	wyues	n2	wives	wife	0
fables	fables	n2	fables	fable	0
,	,	,	,	,	0
Tim.	Tim.	np1	Tim.	Tim.	0
iiii	iiii	crd	iiii	four	0
.	.	.	.	.	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
exercyse	exercyse	vvi	exercise	exercise	0
themselues	themselues	px32	themselves	themselves	0
vnto	vnto	p-acp	unto	unto	0
godlynes	godlynes	n1	godliness	godliness	0
It	It	pn31	It	it	0
is	is	vbz	is	be	0
theyr	theyr	po32	their	their	0
dutye	dutye	n1	duty	duty	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
an	an	dt	and	a	0
example	example	n1	example	example	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
faythfull	faythfull	j	faithful	faithful	0
in	in	p-acp	in	in	0
worde	worde	n1	word	word	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
conuer	conuer	n1	conuer	conuer	0
∣	∣	sy	∣	∣	0
sacion	sacion	n1	sacion	sacion	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
loue	loue	n1	love	love	0
,	,	,	,	,	0
Tim.	Tim.	np1	Tim.	Tim.	0
v	v	vmb	v	shall	0
in	in	p-acp	in	in	0
spirite	spirite	n1	spirit	spirit	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
fayth	fayth	n1	faith	faith	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
purite	purite	n1	purite	purite	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
ther	ther	dt	there	the	0
duty	duty	n1	duty	duty	0
to	to	pc-acp	to	to	0
rebuke	rebuke	vvi	rebuke	rebuke	0
thē	thē	pno32	them	they	0
that	that	cst	that	that	0
synne	synne	vvb	sin	sin	0
before	before	p-acp	before	before	0
all	all	d	all	all	0
menne	menne	n2	men	man	0
,	,	,	,	,	0
that	that	cst	that	that	0
o	o	fw-fr	o	o	0
∣	∣	sy	∣	∣	0
ther	ther	a-acp	there	there	0
may	may	vmb	may	may	0
haue	haue	vhi	have	have	0
eare	eare	n1	ear	ear	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
theyr	theyr	po32	their	their	0
du	du	fw-fr	du	du	0
∣	∣	sy	∣	∣	0
tye	tye	vvb	tie	tie	0
to	to	pc-acp	to	to	0
shewe	shewe	vvi	show	show	0
them	them	pno32	them	they	0
selues	selues	n2	selves	self	0
cōmenda	cōmenda	fw-la	cōmenda	cōmenda	0
∣	∣	sy	∣	∣	0
ble	ble	zz	ble	ble	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
worke	worke	vvb	work	work	0
men	men	n2	men	man	0
y•	y•	n1	y•	y•	0
nede	nede	n1	need	need	0
not	not	xx	not	not	0
to	to	p-acp	to	to	0
.	.	.	.	.	1
Tim.	Tim.	np1	Tim.	Tim.	0
ii	ii	crd	ii	two	0
.	.	.	.	.	0
be	be	vbb	be	be	0
ashamed	ashamed	j	ashamed	ashamed	0
,	,	,	,	,	0
iustly	iustly	av-j	justly	just	0
dyuyding	dyuyding	vvg	dyuyding	dyuyde	0
y•	y•	n1	y•	y•	0
word	word	n1	word	word	0
of	of	pp-f	of	of	0
truth	truth	n1	truth	truth	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
ther	ther	dt	there	the	0
duty	duty	n1	duty	duty	0
not	not	xx	not	not	0
to	to	p-acp	to	to	0
stry	stry	n1	stry	stry	0
¦	¦	sy	¦	¦	0
ue	ue	n1	we	we	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
gentle	gentle	j	gentle	gentle	0
&	&	cc	&	and	0
peaseable	peaseable	j	peaseable	peaseable	0
to	to	p-acp	to	to	0
∣	∣	sy	∣	∣	0
ward	ward	n1	ward	ward	0
all	all	d	all	all	0
men	men	n2	men	man	0
,	,	,	,	,	0
redy	redy	j	ready	ready	0
to	to	pc-acp	to	to	0
teache	teache	vvi	teach	teach	0
,	,	,	,	,	0
suffe	suffe	n1	suff	suff	0
∣	∣	sy	∣	∣	0
ryng	ryng	n1	ring	ring	0
the	the	dt	the	the	0
euyll	euyll	n-jn	evil	evil	0
wyth	wyth	p-acp	with	with	0
mekenes	mekenes	n1	meekness	meekness	0
,	,	,	,	,	0
enfor	enfor	j	enfor	enfor	0
¦	¦	sy	¦	¦	0
mynge	mynge	vvb	ming	ming	0
them	them	pno32	them	they	0
that	that	d	that	that	0
resiste	resiste	vvi	resist	resist	0
,	,	,	,	,	0
if	if	cs	if	if	0
God	God	np1	God	God	0
at	at	p-acp	at	at	0
ony	ony	av-j	only	only	0
tyme	tyme	n1	time	time	0
gyue	gyue	vvi	gyve	give	0
them	them	pno32	them	they	0
repentaunce	repentaunce	n1	repentance	repentance	0
to	to	pc-acp	to	to	0
knowe	knowe	vvi	know	know	0
the	the	dt	the	the	0
truthe	truthe	n1	truth	truth	0
.	.	.	.	.	0
ii	ii	crd	ii	two	0
.	.	.	.	.	1
Tim.	Tim.	np1	Tim.	Tim.	0
iii	iii	crd	iii	three	0
It	It	pn31	It	it	0
is	is	vbz	is	be	0
theyr	theyr	po32	their	their	0
du	du	fw-fr	du	du	0
¦	¦	sy	¦	¦	0
tie	tie	vvb	tie	tie	0
to	to	pc-acp	to	to	0
preach	preach	vvi	preach	preach	0
the	the	dt	the	the	0
word	word	n1	word	word	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
feruent	feruent	j	fervent	fervent	0
both	both	av-d	both	both	0
in	in	p-acp	in	in	0
tyme	tyme	n1	time	time	0
&	&	cc	&	and	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
tyme	tyme	n1	time	time	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
repro	repro	n1	repro	repro	0
¦	¦	sy	¦	¦	0
ue	ue	n1	we	we	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
rebuke	rebuke	vvi	rebuke	rebuke	0
to	to	pc-acp	to	to	0
exhorte	exhorte	vvi	exhort	exhort	0
with	with	p-acp	with	with	0
al	al	d	all	all	0
foft	foft	j	foft	soft	0
¦	¦	sy	¦	¦	0
nes	nes	zz	nes	nes	0
and	and	cc	and	and	0
doctrine	doctrine	n1	doctrine	doctrine	0
.	.	.	.	.	1
Titus	Titus	np1	Titus	Titus	0
.	.	.	.	.	1
i	i	sy	i	i	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
theyr	theyr	po32	their	their	0
duty	duty	n1	duty	duty	0
to	to	pc-acp	to	to	0
watch	watch	vvi	watch	watch	0
ī	ī	p-acp	in	in	0
al	al	d	all	all	0
thynges	thynges	n2	things	thing	0
,	,	,	,	,	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
shrinck	shrinck	vvi	shrink	shrink	0
in	in	p-acp	in	in	0
affliccions	affliccions	n2	afflictions	affliction	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
the	the	dt	the	the	0
worcke	worcke	n1	work	work	0
of	of	pp-f	of	of	0
an	an	dt	and	a	0
Euangeliste	Euangeliste	np1	Euangeliste	Euangeliste	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
theyr	theyr	po32	their	their	0
ministra	ministra	fw-la	ministra	ministra	0
¦	¦	sy	¦	¦	0
cion	cion	n1	cion	cion	0
commendable	commendable	j	commendable	commendable	0
euen	euen	av	even	even	0
vnto	vnto	p-acp	unto	unto	0
ye	ye	pn22	you	you	0
vt	vt	fw-la	vt	ut	0
∣	∣	sy	∣	∣	0
termost	termost	j	termost	termost	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
theyr	theyr	po32	their	their	0
duty	duty	n1	duty	duty	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
faut	faut	n1	fault	fault	0
¦	¦	sy	¦	¦	0
les	les	fw-fr	les	les	0
,	,	,	,	,	0
as	as	p-acp	as	as	0
the	the	dt	the	the	0
stewardes	stewardes	n2	stewards	steward	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
not	not	xx	not	not	0
hy	hy	av-j	high	high	0
¦	¦	sy	¦	¦	0
ghe	ghe	fw-mi	ghe	ghe	0
mynded	mynded	vvn	minded	mind	0
,	,	,	,	,	0
not	not	xx	not	not	0
angrye	angrye	j	angry	angry	0
,	,	,	,	,	0
not	not	xx	not	not	0
drone	drone	n1	drone	drone	0
¦	¦	sy	¦	¦	0
ken	ken	n1	ken	ken	0
,	,	,	,	,	0
not	not	xx	not	not	0
yghtyng	yghtyng	vvg	yghtyng	yghtyng	0
,	,	,	,	,	0
not	not	xx	not	not	0
gyuen	gyuen	vvn	given	give	0
to	to	pc-acp	to	to	0
fyl	fyl	vvi	fyl	fyl	0
¦	¦	sy	¦	¦	0
thy	thy	po21	thy	thy	0
lucre	lucre	n1	lucre	lucre	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
mayntenyng	mayntenyng	vvg	maintaining	maintain	0
Hospita	Hospita	np1	Hospita	Hospita	0
¦	¦	sy	¦	¦	0
lite	lite	vvi	lite	light	0
▪	▪	▪	▪	▪	0
studious	studious	j	studious	studious	0
of	of	pp-f	of	of	0
good	good	j	good	good	0
thinges	thinges	n2	things	thing	0
,	,	,	,	,	0
soer	soer	n1	soer	soer	0
ryghteous	ryghteous	j	righteous	righteous	0
,	,	,	,	,	0
godly	godly	j	godly	godly	0
,	,	,	,	,	0
temperate	temperate	j	temperate	temperate	0
,	,	,	,	,	0
&	&	cc	&	and	0
hol	hol	j-jn	hol	hol	0
∣	∣	sy	∣	∣	0
dyng	dyng	uh	ding	ding	0
fast	fast	av-j	fast	fast	0
that	that	d	that	that	0
faythful	faythful	j	faithful	faithful	0
word	word	n1	word	word	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
accordyng	accordyng	vvg	according	accord	0
to	to	p-acp	to	to	0
doctrine	doctrine	n1	doctrine	doctrine	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
exhorte	exhorte	vvi	exhort	exhort	0
by	by	p-acp	by	by	0
wholsome	wholsome	j	wholesome	wholesome	0
doctrine,1	doctrine,1	n1	doctrine,1	doctrine,1	0
.	.	.	.	.	1
Pet.	Pet.	np1	Pet.	Pet.	0
v.	v.	n1	v.	v.	0
&	&	cc	&	and	0
to	to	pc-acp	to	to	0
ouercome	ouercome	vvi	overcome	overcome	0
them	them	pno32	them	they	0
that	that	cst	that	that	0
speake	speake	vvb	speak	speak	0
agaynst	agaynst	p-acp	against	against	0
it	it	pn31	it	it	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
theyr	theyr	po32	their	their	0
dutye	dutye	n1	duty	duty	0
to	to	pc-acp	to	to	0
fede	fede	vvi	fede	feed	0
y•	y•	n1	y•	y•	0
locke	locke	vvi	lock	lock	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
somuch	somuch	av	somuch	somuch	0
as	as	c-acp	as	as	0
lygheth	lygheth	vvz	lygheth	lygh	0
in	in	p-acp	in	in	0
theyr	theyr	po32	their	their	0
power	power	n1	power	power	0
.	.	.	.	.	1
To	To	pc-acp	To	to	0
be	be	vbi	be	be	0
short	short	j	short	short	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
ther	ther	dt	there	the	0
duty	duty	n1	duty	duty	0
to	to	pc-acp	to	to	0
shewe	shewe	vvi	show	show	0
themselues	themselues	px32	themselves	themselves	0
dispēsatours	dispēsatours	n2	dispensatours	dispensatour	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
diuine	diuine	j-jn	divine	divine	0
misteries	misteries	n2	mysteries	mystery	0
on	on	p-acp	on	on	0
such	such	d	such	such	0
māner	māner	n1	manner	manner	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
seme	seme	vvi	seem	seem	0
&	&	cc	&	and	0
appere	appere	vvi	appear	appear	0
vnto	vnto	p-acp	unto	unto	0
all	all	d	all	all	0
menne	menne	n2	men	man	0
to	to	pc-acp	to	to	0
haue	haue	vhi	have	have	0
ta	ta	dt	ta	a	0
¦	¦	sy	¦	¦	0
ken	ken	vvb	ken	ken	0
ther	ther	a-acp	there	there	0
power	power	n1	power	power	0
to	to	pc-acp	to	to	0
edifye	edifye	vvi	edify	edify	0
&	&	cc	&	and	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
de	de	zz	de	de	0
¦	¦	sy	¦	¦	0
stroye	stroye	vvi	stroy	stroy	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
lyghte	lyghte	n1	light	light	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
world	world	n1	world	world	0
to	to	pc-acp	to	to	0
shew	shew	vvi	show	show	0
men	men	n2	men	man	0
how	how	c-crq	how	how	0
they	they	pns32	they	they	0
ought	ought	vmd	ought	ought	0
to	to	pc-acp	to	to	0
walk	walk	vvi	walk	walk	0
.	.	.	.	.	1
They	They	pns32	They	they	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
salt	salt	n1	salt	salt	0
of	of	pp-f	of	of	0
y•	y•	n1	y•	y•	0
earth	earth	n1	earth	earth	0
to	to	pc-acp	to	to	0
sauoure	sauoure	vvi	savour	savour	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
be	be	vbb	be	be	0
vnsauerye	vnsauerye	n1	vnsauerye	vnsauerye	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
alas	alas	uh	alas	alas	0
,	,	,	,	,	0
the	the	dt	the	the	0
lyght	lyght	vvi	light	light	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
worlde	worlde	n1	world	world	0
I	I	pns11	I	i	0
mean	mean	vvb	mean	mean	0
Prestes	Prestes	n2	Priests	priest	0
,	,	,	,	,	0
is	is	vbz	is	be	0
now	now	av	now	now	0
so	so	av	so	so	0
do	do	vdb	do	do	0
dymme	dymme	j	dymme	dymme	0
,	,	,	,	,	0
y•	y•	n1	y•	y•	0
it	it	pn31	it	it	0
shewethe	shewethe	vvz	showeth	show	0
almoste	almoste	av	almost	almost	0
no	no	dx	no	no	0
yght	yght	n1	yght	yght	0
at	at	p-acp	at	at	0
al.	al.	d	all	all	0
Menne	Menne	n2	Men	man	0
y•	y•	n1	y•	y•	0
walke	walke	vvi	walk	walk	0
in	in	p-acp	in	in	0
darknes	darknes	n1	darkness	darkness	0
can	can	vmb	can	can	0
not	not	xx	not	not	0
perceaue	perceaue	vvi	perceive	perceive	0
how	how	c-crq	how	how	0
to	to	pc-acp	to	to	0
walke	walke	vvi	walk	walk	0
,	,	,	,	,	0
the	the	dt	the	the	0
Prestes	Prestes	n2	Priests	priest	0
are	are	vbr	are	be	0
so	so	av	so	so	0
wrapped	wrapped	vvn	wrapped	wrap	0
about	about	a-acp	about	about	0
wyth	wyth	p-acp	with	with	0
the	the	dt	the	the	0
wor	wor	zz	wor	wor	0
¦	¦	sy	¦	¦	0
kes	kes	n1	kes	kes	0
of	of	pp-f	of	of	0
darkenes	darkenes	n1	darkness	darkness	0
.	.	.	.	.	1
The	The	dt	The	the	0
salt	salt	n1	salt	salt	0
of	of	pp-f	of	of	0
y•	y•	n1	y•	y•	0
earth	earth	n1	earth	earth	0
I	I	pns11	I	i	0
meane	meane	vvb	mean	mean	0
the	the	dt	the	the	0
Prestes	Prestes	n2	Priests	priest	0
,	,	,	,	,	0
is	is	vbz	is	be	0
so	so	av	so	so	0
vnsauery	vnsauery	j	unsavoury	unsavoury	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
can	can	vmb	can	can	0
not	not	xx	not	not	0
sucke	sucke	vvi	suck	suck	0
out	out	av	out	out	0
the	the	dt	the	the	0
corrup	corrup	n1	corrup	corrup	0
¦	¦	sy	¦	¦	0
te	te	dt	to	the	0
humores	humores	n2	humores	humore	0
.	.	.	.	.	1
The	The	dt	The	the	0
people	people	n1	people	people	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
di	di	zz	di	di	0
∣	∣	sy	∣	∣	0
seased	seased	vvn	seized	seize	0
can	can	vmb	can	can	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
healed	healed	vvn	healed	heal	0
,	,	,	,	,	0
y•	y•	n1	y•	y•	0
preastes	preastes	n2	preastes	preaste	0
themselues	themselues	px32	themselves	themselves	0
are	are	vbr	are	be	0
so	so	av	so	so	0
fble	fble	j	fble	fble	0
,	,	,	,	,	0
weake	weake	j	weak	weak	0
,	,	,	,	,	0
infir	infir	n1	infir	infir	0
¦	¦	sy	¦	¦	0
me	me	pno11	me	i	0
,	,	,	,	,	0
sycke	sycke	j	sick	sick	0
&	&	cc	&	and	0
wounded	wounded	vvn	wounded	wound	0
on	on	p-acp	on	on	0
euery	euery	d	every	every	0
part	part	n1	part	part	0
.	.	.	.	.	1
Morouer	Morouer	np1	Morouer	Morouer	0
y•	y•	n1	y•	y•	0
Prestes	Prestes	n2	Priests	priest	0
,	,	,	,	,	0
Esay	Esay	np1	Esay	Easie	0
.	.	.	.	.	0
lvi	lvi	crd	lvi	lvi	0
.	.	.	.	.	0
which	which	q-crq	which	which	0
shuld	shuld	vmd	should	shall	0
be	be	vbi	be	be	0
ouersears	ouersears	n2	ouersears	ouersear	0
of	of	pp-f	of	of	0
y•	y•	n1	y•	y•	0
people	people	n1	people	people	0
,	,	,	,	,	0
are	are	vbr	are	be	0
al	al	d	all	all	0
blind	blind	j	blind	blind	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Prophet	Prophet	n1	Prophet	prophet	0
sayth	sayth	vvz	say	say	0
,	,	,	,	,	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
all	all	d	all	all	0
wt	wt	p-acp	with	with	0
out	out	av	out	out	0
knowlege	knowlege	n1	knowledge	knowledge	0
,	,	,	,	,	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
dumme	dumme	j	dumb	dumb	0
dog	dog	n1	dog	dog	0
¦	¦	sy	¦	¦	0
ges	ges	n1	ges	guess	0
,	,	,	,	,	0
not	not	xx	not	not	0
able	able	j	able	able	0
once	once	a-acp	once	once	0
to	to	pc-acp	to	to	0
barke	barke	vvi	bark	bark	0
,	,	,	,	,	0
they	they	pns32	they	they	0
ha	ha	vhb	would	have	0
∣	∣	sy	∣	∣	0
ue	ue	pns12	we	we	0
a	a	dt	a	a	0
pleasure	pleasure	n1	pleasure	pleasure	0
to	to	pc-acp	to	to	0
looke	looke	vvi	look	look	0
vpon	vpon	p-acp	upon	upon	0
vayne	vayne	j	vain	vain	0
thynges	thynges	n2	things	thing	0
,	,	,	,	,	0
they	they	pns32	they	they	0
gyue	gyue	vvi	gyve	give	0
them	them	pno32	them	they	0
selues	selues	n2	selves	self	0
to	to	p-acp	to	to	0
sluggyshenes	sluggyshenes	n1	sluggyshenes	sluggyshenes	0
,	,	,	,	,	0
they	they	pns32	they	they	0
lyghe	lyghe	j	lyghe	lyghe	0
snortynge	snortynge	n-vvg	snorting	snort	0
all	all	d	all	all	0
daye	daye	n1	day	day	0
,	,	,	,	,	0
yea	yea	uh	yea	yea	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
vnshamefaced	vnshamefaced	j	unshamefaced	unshamefaced	0
dogges	dogges	n2	dogs	dog	0
,	,	,	,	,	0
that	that	cst	that	that	0
haue	haue	vhb	have	have	0
neuer	neuer	av	never	never	0
ynoughe	ynoughe	av-d	enough	enough	0
.	.	.	.	.	1
The	The	dt	The	the	0
