ear	ear	n1	ear	ear	0
chains	chains	n2	chains	chain	0
of	of	pp-f	of	of	0
sin	sin	n1	since	sin	0
,	,	,	,	,	0
wherewith	wherewith	c-crq	wherewith	wherewith	0
you	you	pn22	you	you	0
▪	▪	▪	▪	▪	0
had	had	vhn	had	have	0
been	been	vbn	been	be	0
held	held	vvn	held	hold	0
,	,	,	,	,	0
might	might	vmd	might	may	0
now	now	av	now	now	0
be	be	vbi	be	be	0
cut	cut	vvn	cut	cut	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
bonds	bonds	n2	bonds	bond	0
broke	broke	vvd	broke	break	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
private	private	j	private	private	0
converse	converse	n1	converse	converse	0
with	with	p-acp	with	with	0
me	me	pno11	me	i	0
:	:	:	:	:	0
Which	Which	r-crq	Which	which	0
is	is	vbz	is	be	0
here	here	av	here	here	0
related	related	vvn	related	relate	0
(	(	(	(	(	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
knows	knows	vvz	knows	know	0
)	)	)	)	)	0
not	not	xx	not	not	0
that	that	d	that	that	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
accounted	accounted	vvn	accounted	account	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
(	(	(	(	(	0
for	for	c-acp	for	for	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
nothing	nothing	pix	nothing	nothing	0
)	)	)	)	)	0
,	,	,	,	,	0
or	or	cc	or	or	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
do	do	vdb	do	do	0
put	put	vvi	put	put	0
any	any	d	any	any	0
great	great	j	great	great	0
esteem	esteem	n1	esteem	esteem	0
up	up	p-acp	up	up	0
∣	∣	sy	∣	∣	0
on	on	p-acp	on	on	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
can	can	vmb	can	can	0
do	do	vdi	do	do	0
;	;	;	;	;	0
for	for	c-acp	for	for	0
I	I	pns11	I	i	0
do	do	vdb	do	do	0
judg	judg	vvb	judge	judge	0
my	my	po11	my	my	0
self	self	n1	self	self	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
to	to	p-acp	to	to	0
gifts	gifts	n2	gifts	gift	0
or	or	cc	or	or	0
grace	grace	n1	grace	grace	0
,	,	,	,	,	0
or	or	cc	or	or	0
both	both	d	both	both	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
meanest	meanest	js	meanest	mean	0
se	se	zz	se	se	0
employed	employed	vvn	employed	employ	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
work	work	n1	work	work	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
and	and	cc	and	and	0
vice	vice	n1	vice	vice	0
of	of	pp-f	of	of	0
immortal	immortal	j	immortal	immortal	0
Souls	Souls	n2	Souls	soul	0
:	:	:	:	:	0
But	But	cc-acp	But	but	0
that	that	cst	that	that	0
if	if	cs	if	if	0
God	God	np1	God	God	0
be	be	vbb	be	be	0
pleased	pleased	vvn	pleased	please	0
to	to	pc-acp	to	to	0
work	work	vvi	work	work	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
weak	weak	j	weak	weak	0
and	and	cc	and	and	0
silly	silly	j	silly	silly	0
man	man	n1	man	man	0
,	,	,	,	,	0
the	the	dt	the	the	0
Glory	Glory	n1	Glory	glory	0
might	might	vmd	might	may	0
be	be	vbi	be	be	0
ascribed	ascribed	vvn	ascribed	ascribe	0
unto	unto	p-acp	unto	unto	0
him	him	pno31	him	he	0
.	.	.	.	.	1
Man	Man	n1	Man	man	0
at	at	p-acp	at	at	0
first	first	ord	first	first	0
was	was	vbds	was	be	0
made	made	vvn	made	make	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
noble	noble	j	noble	noble	0
and	and	cc	and	and	0
most	most	av-ds	most	most	0
excellent	excellent	j	excellent	excellent	0
creature	creature	n1	creature	creature	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
Gods	Gods	n2	Gods	god	0
visible	visible	j	visible	visible	0
works	works	n2	works	work	0
;	;	;	;	;	0
en	en	fw-fr	en	en	0
∣	∣	sy	∣	∣	0
dued	dued	vvn	dued	due	0
with	with	p-acp	with	with	0
such	such	d	such	such	0
powers	powers	n2	powers	power	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
capable	capable	j	capable	capable	0
of	of	pp-f	of	of	0
knowing	knowing	vvg	knowing	know	0
,	,	,	,	,	0
loving	loving	j-vvg	loving	love	0
,	,	,	,	,	0
and	and	cc	and	and	0
enjoying	enjoying	vvg	enjoying	enjoy	0
God	God	np1	God	God	0
his	his	po31	his	his	0
maker	maker	n1	maker	maker	0
as	as	p-acp	as	as	0
his	his	po31	his	his	0
happiness	happiness	n1	happiness	happiness	0
,	,	,	,	,	0
felicity	felicity	n1	felicity	felicity	0
,	,	,	,	,	0
and	and	cc	and	and	0
end	end	n1	end	end	0
;	;	;	;	;	0
created	created	vvn	created	create	0
free	free	j	free	free	0
from	from	p-acp	from	from	0
sin	sin	n1	since	sin	0
and	and	cc	and	and	0
corruption	corruption	n1	corruption	corruption	0
,	,	,	,	,	0
and	and	cc	and	and	0
free	free	j	free	free	0
from	from	p-acp	from	from	0
sorrow	sorrow	n1	sorrow	sorrow	0
and	and	cc	and	and	0
affliction	affliction	n1	affliction	affliction	0
;	;	;	;	;	0
tough	tough	j	tough	tough	0
not	not	xx	not	not	0
free	free	j	free	free	0
from	from	p-acp	from	from	0
temptation	temptation	n1	temptation	temptation	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
from	from	p-acp	from	from	0
a	a	dt	a	a	0
possibility	possibility	n1	possibility	possibility	0
of	of	pp-f	of	of	0
losing	losing	vvg	losing	lose	0
his	his	po31	his	his	0
freedom	freedom	n1	freedom	freedom	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
a	a	dt	a	a	0
power	power	n1	power	power	0
and	and	cc	and	and	0
a	a	dt	a	a	0
liberty	liberty	n1	liberty	liberty	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
con	con	fw-mi	con	con	0
∣	∣	sy	∣	∣	0
tinued	tinued	vvd	tinued	tinue	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
condition	condition	n1	condition	condition	0
,	,	,	,	,	0
without	without	p-acp	without	without	0
any	any	d	any	any	0
necessity	necessity	n1	necessity	necessity	0
of	of	pp-f	of	of	0
coaction	coaction	n1	coaction	coaction	0
to	to	pc-acp	to	to	0
depart	depart	vvi	depart	depart	0
from	from	p-acp	from	from	0
it	it	pn31	it	it	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
this	this	d	this	this	0
free	free	j	free	free	0
and	and	cc	and	and	0
noble	noble	j	noble	noble	0
creature	creature	n1	creature	creature	0
assaulted	assaulted	vvn	assaulted	assault	0
and	and	cc	and	and	0
set	set	vvn	set	set	0
upon	upon	p-acp	upon	upon	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
crafty	crafty	j	crafty	crafty	0
and	and	cc	and	and	0
malicious	malicious	j	malicious	malicious	0
Serpent	Serpent	n1	Serpent	serpent	0
,	,	,	,	,	0
and	and	cc	and	and	0
left	left	vvd	left	leave	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
freedom	freedom	n1	freedom	freedom	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
own	own	d	own	own	0
will	will	n1	will	will	0
,	,	,	,	,	0
was	was	vbds	was	be	0
pre	pre	fw-la	pre	pre	0
∣	∣	sy	∣	∣	0
vailed	vailed	vvn	veiled	veil	0
with	with	p-acp	with	with	0
,	,	,	,	,	0
and	and	cc	and	and	0
overcome	overcome	vvn	overcome	overcome	0
by	by	p-acp	by	by	0
Satan	Satan	np1	Satan	Satan	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
trans	trans	ng1	trans	trans	0
∣	∣	sy	∣	∣	0
gress	gress	vvi	gress	gress	0
the	the	dt	the	the	0
law	law	n1	law	law	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
maker	maker	n1	maker	maker	0
,	,	,	,	,	0
and	and	cc	and	and	0
violate	violate	vvi	violate	violate	0
his	his	po31	his	his	0
Cove	Cove	zz	Cove	cove	0
∣	∣	sy	∣	∣	0
nant	nant	n1	nant	nant	0
,	,	,	,	,	0
proved	proved	vvd	proved	prove	0
an	an	dt	and	a	0
Apostate	Apostate	n1	Apostate	apostate	0
,	,	,	,	,	0
and	and	cc	and	and	0
turned	turned	vvd	turned	turn	0
rebel	rebel	vvi	rebel	rebel	0
a	a	dt	a	a	0
∣	∣	sy	∣	∣	0
gainst	gainst	p-acp	gainst	against	0
God	God	np1	God	God	0
that	that	cst	that	that	0
gave	gave	vvd	gave	give	0
him	him	pno31	him	he	0
his	his	po31	his	his	0
being	being	n1	being	being	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
good	good	j	good	good	0
condition	condition	n1	condition	condition	0
in	in	p-acp	in	in	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
created	created	vvn	created	create	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
abusing	abusing	n-vvg	abusing	abuse	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
liberty	liberty	n1	liberty	liberty	0
lost	lost	vvd	lost	lose	0
his	his	po31	his	his	0
freedom	freedom	n1	freedom	freedom	0
,	,	,	,	,	0
and	and	cc	and	and	0
brought	brought	vvd	brought	bring	0
himself	himself	px31	himself	himself	0
and	and	cc	and	and	0
all	all	d	all	all	0
his	his	po31	his	his	0
posterity	posterity	n1	posterity	posterity	0
into	into	p-acp	into	into	0
an	an	dt	and	a	0
estate	estate	n1	estate	estate	0
of	of	pp-f	of	of	0
slavery	slavery	n1	slavery	slavery	0
and	and	cc	and	and	0
bondage	bondage	n1	bondage	bondage	0
,	,	,	,	,	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
no	no	dx	no	no	0
way	way	n1	way	way	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
help	help	vvi	help	help	0
himself	himself	px31	himself	himself	0
.	.	.	.	.	1
Man	Man	n1	Man	man	0
lying	lying	vvg	lying	lie	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
pitiful	pitiful	j	pitiful	pitiful	0
plight	plight	n1	plighted	plight	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
for	for	c-acp	for	for	0
∣	∣	sy	∣	∣	0
lorn	lorn	j-vvn	lorn	lorn	0
,	,	,	,	,	0
miserable	miserable	j	miserable	miserable	0
,	,	,	,	,	0
and	and	cc	and	and	0
deplorable	deplorable	j	deplorable	deplorable	0
condition	condition	n1	condition	condition	0
,	,	,	,	,	0
the	the	dt	the	the	0
God	God	n1	God	god	0
of	of	pp-f	of	of	0
grace	grace	n1	grace	grace	0
and	and	cc	and	and	0
mercy	mercy	n1	mercy	mercy	0
(	(	(	(	(	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
meer	meer	j	mere	mere	0
grace	grace	n1	grace	grace	0
and	and	cc	and	and	0
mercy	mercy	n1	mercy	mercy	0
)	)	)	)	)	0
did	did	vdd	did	do	0
commiserate	commiserate	vvi	commiserate	commiserate	0
,	,	,	,	,	0
seek	seek	vvb	seek	seek	0
after	after	p-acp	after	after	0
him	him	pno31	him	he	0
,	,	,	,	,	0
find	find	vvb	find	find	0
him	him	pno31	him	he	0
out	out	av	out	out	0
,	,	,	,	,	0
and	and	cc	and	and	0
made	made	vvd	made	make	0
known	known	vvn	known	know	0
a	a	dt	a	a	0
way	way	n1	way	way	0
of	of	pp-f	of	of	0
Redempti	Redempti	np1	Redempti	Redempti	0
∣	∣	sy	∣	∣	0
on	on	p-acp	on	on	0
for	for	c-acp	for	for	0
him	him	pno31	him	he	0
,	,	,	,	,	0
even	even	av	even	even	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Incarnation	Incarnation	n1	Incarnation	incarnation	0
,	,	,	,	,	0
Passion	Passion	n1	Passion	passion	0
,	,	,	,	,	0
and	and	cc	and	and	0
Crucifixion	Crucifixion	n1	Crucifixion	crucifixion	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
own	own	d	own	own	0
Son	Son	n1	Son	son	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
did	did	vdd	did	do	0
more	more	n1	more	moor	0
and	and	cc	and	and	0
more	more	av-dc	more	more	0
clearly	clearly	av-j	clearly	clear	0
in	in	p-acp	in	in	0
several	several	j	several	several	0
ages	ages	n2	ages	age	0
discover	discover	vvb	discover	discover	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
captivated	captivated	vvn	captivated	captivate	0
children	children	n2	children	child	0
of	of	pp-f	of	of	0
enthralled	enthralled	j-vvn	enthralled	enthrall	0
Adam	Adam	np1	Adam	Adam	0
;	;	;	;	;	0
whereas	whereas	cs	whereas	whereas	0
he	he	pns31	he	he	0
provided	provided	vvd	provided	provide	0
no	no	dx	no	no	0
Redeemer	Redeemer	n1	Redeemer	redeemer	0
for	for	c-acp	for	for	0
fallen	fallen	vvn	fallen	fall	0
An	An	dt	And	a	0
∣	∣	sy	∣	∣	0
gels	gels	n2	gels	gel	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
where	where	c-crq	where	where	0
they	they	pns32	they	they	0
fell	fell	vvd	fell	fall	0
,	,	,	,	,	0
there	there	a-acp	there	there	0
they	they	pns32	they	they	0
lye	lye	vvb	lie	lie	0
,	,	,	,	,	0
bound	bound	vvn	bound	bind	0
in	in	p-acp	in	in	0
chains	chains	n2	chains	chain	0
of	of	pp-f	of	of	0
darkness	darkness	n1	darkness	darkness	0
,	,	,	,	,	0
without	without	p-acp	without	without	0
hope	hope	n1	hope	hope	0
of	of	pp-f	of	of	0
help	help	n1	help	help	0
,	,	,	,	,	0
or	or	cc	or	or	0
possibility	possibility	n1	possibility	possibility	0
of	of	pp-f	of	of	0
recovery	recovery	n1	recovery	recovery	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
eternity	eternity	n1	eternity	eternity	0
.	.	.	.	.	1
Behold	Behold	vvb	Behold	behold	0
,	,	,	,	,	0
ye	ye	pn22	you	you	0
Captive	Captive	j-jn	Captive	captive	0
Sons	Sons	n2	Sons	son	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
,	,	,	,	,	0
a	a	dt	a	a	0
remedy	remedy	n1	remedy	remedy	0
for	for	p-acp	for	for	0
you	you	pn22	you	you	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
not	not	xx	not	not	0
for	for	p-acp	for	for	0
Devils	Devils	n2	Devils	devil	0
;	;	;	;	;	0
for	for	p-acp	for	for	0
God	God	np1	God	God	0
sent	sent	vvd	sent	send	0
not	not	xx	not	not	0
his	his	po31	his	his	0
Son	Son	n1	Son	son	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
upon	upon	p-acp	upon	upon	0
him	him	pno31	him	he	0
the	the	dt	the	the	0
nature	nature	n1	nature	nature	0
of	of	pp-f	of	of	0
Angels	Angels	n2	Angels	angel	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
seed	seed	n1	seed	seed	0
of	of	pp-f	of	of	0
Abraham	Abraham	np1	Abraham	Abraham	0
;	;	;	;	;	0
and	and	cc	and	and	0
that	that	cst	that	that	0
when	when	c-crq	when	when	0
the	the	dt	the	the	0
Aposta	Aposta	np1	Aposta	Aposta	0
∣	∣	sy	∣	∣	0
tizing	tizing	vvg	tizing	tize	0
Angels	Angels	n2	Angels	angel	0
sinned	sinned	vvn	sinned	sin	0
,	,	,	,	,	0
and	and	cc	and	and	0
were	were	vbdr	were	be	0
falling	falling	vvg	falling	fall	0
down	down	a-acp	down	down	0
to	to	p-acp	to	to	0
hell	hell	n1	hell	hell	0
,	,	,	,	,	0
Christ	Christ	np1	Christ	Christ	0
did	did	vdd	did	do	0
not	not	xx	not	not	0
take	take	vvi	take	take	0
hold	hold	n1	hold	hold	0
on	on	p-acp	on	on	0
them	them	pno32	them	they	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
on	on	p-acp	on	on	0
man	man	n1	man	man	0
(	(	(	(	(	0
when	when	c-crq	when	when	0
by	by	p-acp	by	by	0
reason	reason	n1	reason	reason	0
of	of	pp-f	of	of	0
sin	sin	n1	since	sin	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
tumbling	tumbling	vvg	tumbling	tumble	0
and	and	cc	and	and	0
sinking	sinking	vvg	sinking	sink	0
into	into	p-acp	into	into	0
everlasting	everlasting	j	everlasting	everlasting	0
misery	misery	n1	misery	misery	0
)	)	)	)	)	0
he	he	pns31	he	he	0
did	did	vdd	did	do	0
take	take	vvi	take	take	0
hold	hold	n1	hold	hold	0
,	,	,	,	,	0
and	and	cc	and	and	0
snatched	snatched	vvd	snatched	snatch	0
him	him	pno31	him	he	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
flames	flames	n2	flames	flame	0
of	of	pp-f	of	of	0
eter	eter	wd	eater	eter	0
∣	∣	sy	∣	∣	0
nal	nal	j	nal	nal	0
burnings	burnings	n2	burnings	burn	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
curse	curse	n1	curse	curse	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Law	Law	n1	Law	law	0
,	,	,	,	,	0
and	and	cc	and	and	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
intolerable	intolerable	j	intolerable	intolerable	0
wrath	wrath	n1	wrath	wrath	0
of	of	pp-f	of	of	0
an	an	dt	and	a	0
angry	angry	j	angry	angry	0
and	and	cc	and	and	0
pro	pro	fw-la	pro	pro	0
∣	∣	sy	∣	∣	0
voked	voked	j	voked	voked	0
God	God	np1	God	God	0
.	.	.	.	.	1
This	This	np1	This	This	0
God	God	np1	God	God	0
and	and	cc	and	and	0
Saviour	Saviour	n1	Saviour	saviour	0
that	that	cst	that	that	0
did	did	vdd	did	do	0
foresee	foresee	vvi	foresee	foresee	0
your	your	po22	your	your	0
thraldom	thraldom	n1	thraldom	thraldom	0
and	and	cc	and	and	0
bondage	bondage	n1	bondage	bondage	0
,	,	,	,	,	0
did	did	vdd	did	do	0
from	from	p-acp	from	from	0
