AFter	AFter	p-acp	AFter	after	0
learning	learning	n1	learning	learning	0
and	and	cc	and	and	0
knowledge	knowledge	n1	knowledge	knowledge	0
amongst	amongst	p-acp	among	among	0
them	them	pno32	them	they	0
.	.	.	.	.	1
To	To	p-acp	To	to	0
this	this	d	this	this	0
purpose	purpose	n1	purpose	purpose	0
God	God	np1	God	God	0
hauing	hauing	vhg	having	have	0
ordained	ordained	vvn	ordained	ordain	0
schooles	schooles	n2	schools	school	0
of	of	pp-f	of	of	0
learning	learning	n1	learning	learning	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
principall	principall	j-jn	principal	principal	0
meanes	meanes	n2	means	mean	0
to	to	p-acp	to	to	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
duce	duce	fw-la	duce	duce	0
a	a	dt	a	a	0
barbarous	barbarous	j	barbarous	barbarous	0
people	people	n1	people	people	0
to	to	p-acp	to	to	0
ciuilitie	ciuilitie	n1	civility	civility	0
,	,	,	,	,	0
and	and	cc	and	and	0
thereby	thereby	av	thereby	thereby	0
to	to	pc-acp	to	to	0
prepare	prepare	vvi	prepare	prepare	0
them	them	pno32	them	they	0
the	the	dt	the	the	0
better	better	jc	better	better	0
to	to	pc-acp	to	to	0
receiue	receiue	vvi	receive	receive	0
the	the	dt	the	the	0
glorious	glorious	j	glorious	glorious	0
Go	Go	vvb	Go	go	0
∣	∣	sy	∣	∣	0
spel	spel	n1	spell	spell	0
of	of	pp-f	of	of	0
Iesus	Iesus	np1	Iesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
;	;	;	;	;	0
as	as	c-acp	as	as	0
also	also	av	also	also	0
for	for	c-acp	for	for	0
the	the	dt	the	the	0
breeding	breeding	n-vvg	breeding	breed	0
and	and	cc	and	and	0
nourishing	nourishing	vvg	nourishing	nourish	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
a	a	dt	a	a	0
holie	holie	j	holy	holy	0
Ministerie	Ministerie	n1	Ministry	ministry	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
wife	wife	n1	wife	wife	0
and	and	cc	and	and	0
godlie	godlie	j	godly	godly	0
Magistracie	Magistracie	n1	Magistracy	magistracy	0
,	,	,	,	,	0
and	and	cc	and	and	0
people	people	n1	people	people	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
perpetuallie	perpetuallie	av-j	perpetually	perpetual	0
pre	pre	fw-es	pre	pre	0
∣	∣	sy	∣	∣	0
serued	serued	vvd	served	serve	0
;	;	;	;	;	0
your	your	po22	your	your	0
care	care	n1	care	care	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
take	take	vvb	take	take	0
it	it	pn31	it	it	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
next	next	ord	next	next	0
place	place	n1	place	place	0
(	(	(	(	(	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
speak	speak	vvi	speak	speak	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
reuerence	reuerence	n1	reverence	reverence	0
and	and	cc	and	and	0
submission	submission	n1	submission	submission	0
)	)	)	)	)	0
ought	ought	vmd	ought	ought	0
to	to	p-acp	to	to	0
be	be	vbi	be	be	0
for	for	p-acp	for	for	0
prouision	prouision	n1	provision	provision	0
of	of	pp-f	of	of	0
meete	meete	j	meet	meet	0
schooles	schooles	n2	schools	school	0
and	and	cc	and	and	0
Seminaries	Seminaries	n2	Seminaries	seminary	0
for	for	p-acp	for	for	0
them	them	pno32	them	they	0
,	,	,	,	,	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
natures	natures	n2	nature's	nature	0
and	and	cc	and	and	0
conditions	conditions	n2	conditions	condition	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
places	places	n2	places	place	0
,	,	,	,	,	0
and	and	cc	and	and	0
as	as	p-acp	as	as	0
God	God	np1	God	God	0
shall	shall	vmb	shall	shall	0
raise	raise	vvi	raise	raise	0
vp	vp	a-acp	up	up	0
meanes	meanes	n2	means	mean	0
thereto	thereto	av	thereto	thereto	0
.	.	.	.	.	1
And	And	cc	And	and	0
for	for	p-acp	for	for	0
those	those	d	those	those	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
alreadie	alreadie	av	already	already	0
so	so	av	so	so	0
prouided	prouided	vvn	provided	provide	0
and	and	cc	and	and	0
e	e	sy	e	e	0
∣	∣	sy	∣	∣	0
stablished	stablished	vvd	established	establish	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
best	best	js	best	best	0
orders	orders	n2	order	order	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
knowne	knowne	vvn	known	know	0
and	and	cc	and	and	0
receiued	receiued	vvn	received	receive	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
speediest	speediest	js	speediest	speedy	0
aduancement	aduancement	n1	advancement	advancement	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
best	best	js	best	best	0
learning	learning	n1	learning	learning	0
in	in	p-acp	in	in	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
accomplishing	accomplishing	vvg	accomplishing	accomplish	0
all	all	d	all	all	0
the	the	dt	the	the	0
good	good	j	good	good	0
thereby	thereby	av	thereby	thereby	0
desired	desired	vvd	desired	desire	0
;	;	;	;	;	0
and	and	cc	and	and	0
withall	withall	av	withal	withal	0
for	for	p-acp	for	for	0
supply	supply	n1	supply	supply	0
of	of	pp-f	of	of	0
what	what	r-crq	what	what	0
pri	pri	zz	pri	pri	0
∣	∣	sy	∣	∣	0
uate	uate	vvb	vate	vate	0
helpes	helpes	vvz	helps	help	0
Gods	Gods	ng1	Gods	god	0
goodnes	goodnes	n1	goodness	goodness	0
shall	shall	vmb	shall	shall	0
vouchsafe	vouchsafe	vvi	vouchsafe	vouchsafe	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
bree	bree	j	bree	bree	0
∣	∣	sy	∣	∣	0
ding	ding	uh	ding	ding	0
,	,	,	,	,	0
and	and	cc	and	and	0
nourishing	nourishing	vvg	nourishing	nourish	0
,	,	,	,	,	0
and	and	cc	and	and	0
also	also	av	also	also	0
preseruing	preseruing	vvg	preserving	preserve	0
all	all	d	all	all	0
true	true	j	true	true	0
pie	pie	n1	pie	pie	0
∣	∣	sy	∣	∣	0
tie	tie	n1	tie	tie	0
and	and	cc	and	and	0
grace	grace	n1	grace	grace	0
amongst	amongst	p-acp	among	among	0
them	them	pno32	them	they	0
.	.	.	.	.	1
The	The	dt	The	the	0
benefit	benefit	n1	benefit	benefit	0
therefore	therefore	av	therefore	therefore	0
and	and	cc	and	and	0
comfort	comfort	n1	comfort	comfort	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
small	small	j	small	small	0
mites	mites	n2	mites	mite	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
his	his	po31	his	his	0
heauenlie	heauenlie	j	heavenly	heavenly	0
bountie	bountie	n1	bounty	bounty	0
hath	hath	vhz	hath	have	0
vouchsafed	vouchsafed	vvn	vouchsafed	vouchsafe	0
me	me	pno11	me	i	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
helpefull	helpefull	j	helpful	helpful	0
hereunto	hereunto	av	hereunto	hereunto	0
,	,	,	,	,	0
I	I	pns11	I	i	0
do	do	vdb	do	do	0
most	most	av-ds	most	most	0
thanke	thanke	vvi	thank	thank	0
∣	∣	sy	∣	∣	0
fully	fully	av-j	fully	full	0
and	and	cc	and	and	0
cheerefully	cheerefully	av-j	cheerfully	cheerful	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
from	from	p-acp	from	from	0
his	his	po31	his	his	0
goodnesse	goodnesse	n1	goodness	goodness	0
,	,	,	,	,	0
tender	tender	vvb	tender	tender	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
end	end	n1	end	end	0
;	;	;	;	;	0
And	And	cc	And	and	0
more	more	av-dc	more	more	0
specially	specially	av-j	specially	special	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
,	,	,	,	,	0
right	right	j-jn	right	right	0
Honour	Honour	n1	Honour	honour	0
able	able	j	able	able	0
and	and	cc	and	and	0
right	right	j-jn	right	right	0
Worshipfull	Worshipfull	j	Worshipful	worshipful	0
the	the	dt	the	the	0
Gouernour	Gouernour	n1	Governor	governor	0
,	,	,	,	,	0
Councell	Councell	n1	Council	council	0
and	and	cc	and	and	0
Companie	Companie	n1	Company	company	0
for	for	p-acp	for	for	0
Virginia	Virginia	np1	Virginia	Virginia	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Sommer	Sommer	n1	Summer	summer	0
Ilands	Ilands	n2	Lands	land	0
;	;	;	;	;	0
that	that	d	that	that	0
planting	planting	vvg	planting	plant	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
right	right	j-jn	right	right	0
order	order	n1	order	order	0
,	,	,	,	,	0
beginning	beginning	vvg	beginning	begin	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
carefull	carefull	j	careful	careful	0
planting	planting	n-vvg	planting	plant	0
and	and	cc	and	and	0
watering	watering	vvg	watering	water	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
sacred	sacred	j	sacred	sacred	0
Religion	Religion	n1	Religion	religion	0
,	,	,	,	,	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
finde	finde	vvi	find	find	0
a	a	dt	a	a	0
more	more	av-dc	more	more	0
happie	happie	j	happy	happy	0
growth	growth	n1	growth	growth	0
,	,	,	,	,	0
and	and	cc	and	and	0
increase	increase	vvi	increase	increase	0
,	,	,	,	,	0
and	and	cc	and	and	0
euermore	euermore	av	evermore	evermore	0
sound	sound	j	found	sound	0
and	and	cc	and	and	0
lasting	lasting	j-vvg	lasting	last	0
ioy	ioy	n1	joy	joy	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
owne	owne	d	own	own	0
soules	soules	n2	souls	soul	0
.	.	.	.	.	1
First	First	ord	First	first	0
,	,	,	,	,	0
the	the	dt	the	the	0
mite	mite	n1	mite	mite	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
Schoole-labours	Schoole-labours	n2	School-labours	school-labour	0
trauelled	trauelled	vvn	traveled	travel	0
in	in	p-acp	in	in	0
,	,	,	,	,	0
now	now	av	now	now	0
manie	manie	d	many	many	0
yeares	yeares	n2	years	year	0
for	for	p-acp	for	for	0
all	all	d	all	all	0
inferiour	inferiour	j-jn	inferior	inferior	0
and	and	cc	and	and	0
ruder	ruder	jc	ruder	rude	0
places	places	n2	places	place	0
,	,	,	,	,	0
whereunto	whereunto	c-crq	whereunto	whereunto	0
what	what	q-crq	what	what	0
blessing	blessing	n1	blessing	blessing	0
his	his	po31	his	his	0
heauenlie	heauenlie	j	heavenly	heavenly	0
bountie	bountie	n1	bounty	bounty	0
hath	hath	vhz	hath	have	0
giuen	giuen	vvn	given	give	0
,	,	,	,	,	0
I	I	pns11	I	i	0
leaue	leaue	vvb	leave	leave	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
iudgement	iudgement	n1	judgement	judgement	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
true	true	j	true	true	0
harted	harted	j-vvn	hearted	heart	0
wel-willers	wel-willers	n2	wellwillers	wellwiller	0
vnto	vnto	p-acp	unto	unto	0
good	good	j	good	good	0
learning	learning	n1	learning	learning	0
.	.	.	.	.	1
Secondly	Secondly	ord	Secondly	second	0
,	,	,	,	,	0
I	I	pns11	I	i	0
desire	desire	vvb	desire	desire	0
to	to	pc-acp	to	to	0
commend	commend	vvi	commend	commend	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
vpon	vpon	p-acp	upon	upon	0
vndoubted	vndoubted	j	undoubted	undoubted	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
perience	perience	n1	perience	perience	0
,	,	,	,	,	0
the	the	dt	the	the	0
helpe	helpe	n1	help	help	0
,	,	,	,	,	0
and	and	cc	and	and	0
benefit	benefit	n1	benefit	benefit	0
of	of	pp-f	of	of	0
another	another	j-jn	another	another	0
poore	poore	j	poor	poor	0
la	la	fw-fr	la	la	0
∣	∣	sy	∣	∣	0
bour	bour	uh	bour	bour	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
goodnes	goodnes	n1	goodness	goodness	0
hath	hath	vhz	hath	have	0
likewise	likewise	av	likewise	likewise	0
granted	granted	vvn	granted	grant	0
vnto	vnto	p-acp	unto	unto	0
me	me	pno11	me	i	0
,	,	,	,	,	0
namelie	namelie	av	namely	namely	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
little	little	j	little	little	0
Treatise	Treatise	n1	Treatise	treatise	0
called	called	vvn	called	call	0
,	,	,	,	,	0
The	The	dt	The	the	0
true	true	j	true	true	0
Watch	Watch	n1	Watch	watch	0
,	,	,	,	,	0
and	and	cc	and	and	0
Rule	Rule	n1	Rule	rule	0
of	of	pp-f	of	of	0
Life	Life	n1	Life	life	0
:	:	:	:	:	0
which	which	r-crq	which	which	0
hauing	hauing	vhg	having	have	0
receiued	receiued	vvn	received	receive	0
the	the	dt	the	the	0
witnesse	witnesse	n1	witness	witness	0
of	of	pp-f	of	of	0
sundrie	sundrie	j	sundry	sundry	0
godlie	godlie	j	godly	godly	0
learned	learned	j	learned	learned	0
,	,	,	,	,	0
(	(	(	(	(	0
of	of	pp-f	of	of	0
whom	whom	ro-crq	whom	who	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
for	for	p-acp	for	for	0
manie	manie	d	many	many	0
yeares	yeares	n2	years	year	0
intreated	intreated	vvd	entreated	entreat	0
the	the	dt	the	the	0
examining	examining	vvg	examining	examine	0
;	;	;	;	;	0
and	and	cc	and	and	0
censuring	censuring	vvg	censuring	censure	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
after	after	p-acp	after	after	0
the	the	dt	the	the	0
publique	publique	j	public	public	0
authorizing	authorizing	vvg	authorizing	authorize	0
there	there	pc-acp	there	there	0
∣	∣	sy	∣	∣	0
of	of	pp-f	of	of	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
that	that	d	that	that	0
waie	waie	n1	way	way	0
of	of	pp-f	of	of	0
godlines	godlines	n1	godliness	godliness	0
,	,	,	,	,	0
wherein	wherein	c-crq	wherein	wherein	0
we	we	pns12	we	we	0
all	all	d	all	all	0
who	who	r-crq	who	who	0
truelie	truelie	av-j	truly	true	0
professe	professe	vvb	profess	profess	0
Christs	Christs	npg1	Christs	Christ	0
Gospel	Gospel	n1	Gospel	gospel	0
do	do	vdb	do	do	0
agree	agree	vvi	agree	agree	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
narrow	narrow	j	narrow	narrow	0
path	path	n1	path	path	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
which	which	r-crq	which	which	0
all	all	d	all	all	0
that	that	cst	that	that	0
walke	walke	vvb	walk	walk	0
conscionablie	conscionablie	av-j	constionably	constionable	0
,	,	,	,	,	0
and	and	cc	and	and	0
carefullie	carefullie	av-j	carefully	careful	0
,	,	,	,	,	0
shall	shall	vmb	shall	shall	0
certainely	certainely	av-j	certainly	certain	0
finde	finde	vvi	find	find	0
eternall	eternall	j	eternal	eternal	0
Life	Life	n1	Life	life	0
:	:	:	:	:	0
I	I	pns11	I	i	0
dare	dare	vvb	dare	dare	0
be	be	vbb	be	be	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
bold	bold	j	bold	bold	0
in	in	p-acp	in	in	0
tie	tie	n1	tie	tie	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
tender	tender	j	tender	tender	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
furtherance	furtherance	n1	furtherance	furtherance	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
perpetuall	perpetuall	j	perpetual	perpetual	0
comfort	comfort	n1	comfort	comfort	0
and	and	cc	and	and	0
feli	feli	fw-la	feli	feli	0
∣	∣	sy	∣	∣	0
citie	citie	n1	city	city	0
.	.	.	.	.	1
And	And	cc	And	and	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
same	same	d	same	same	0
adioyned	adioyned	vvd	adjoined	adjoin	0
the	the	dt	the	the	0
Rule	Rule	n1	Rule	rule	0
of	of	pp-f	of	of	0
true	true	j	true	true	0
Prayer	Prayer	n1	Prayer	prayer	0
,	,	,	,	,	0
the	the	dt	the	the	0
second	second	ord	second	second	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
True	True	j	True	true	0
Watch	Watch	n1	Watch	watch	0
;	;	;	;	;	0
wherein	wherein	c-crq	wherein	wherein	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
followed	followed	vvn	followed	follow	0
,	,	,	,	,	0
(	(	(	(	(	0
so	so	av	so	so	0
neare	neare	av-j	near	near	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
beene	beene	vbn	been	be	0
able	able	j	able	able	0
)	)	)	)	)	0
the	the	dt	the	the	0
perfect	perfect	j	perfect	perfect	0
patterne	patterne	n1	pattern	pattern	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
blessed	blessed	j-vvn	blessed	bless	0
Sauiour	Sauiour	n1	Saviour	saviour	0
:	:	:	:	:	0
which	which	r-crq	which	which	0
two	two	crd	two	two	0
so	so	av	so	so	0
conioyned	conioyned	vvn	conjoined	conjoin	0
,	,	,	,	,	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
for	for	p-acp	for	for	0
directing	directing	vvg	directing	direct	0
pri	pri	zz	pri	pri	0
∣	∣	sy	∣	∣	0
uately	uately	av-jn	uately	uate	0
euerie	euerie	d	every	every	0
soule	soule	n1	soul	soul	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
hath	hath	vhz	hath	have	0
grace	grace	n1	grace	grace	0
to	to	pc-acp	to	to	0
vse	vse	vvi	use	use	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
put	put	vvi	put	put	0
them	them	pno32	them	they	0
so	so	av	so	so	0
in	in	p-acp	in	in	0
practise	practise	n1	practice	practice	0
)	)	)	)	)	0
as	as	c-acp	as	as	0
their	their	po32	their	their	0
Sea-card	Sea-card	n1	Sea-card	sea-card	0
and	and	cc	and	and	0
Compasse	Compasse	n1	Compass	compass	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
keepe	keepe	vvi	keep	keep	0
them	them	pno32	them	they	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
right	right	j-jn	right	right	0
course	course	n1	course	course	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
intended	intended	j-vvn	intended	intend	0
Point	Point	n1	Point	point	0
;	;	;	;	;	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
carried	carried	vvn	carried	carry	0
ouer	ouer	a-acp	over	over	0
farre	farre	av-j	far	far	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
fall	fall	vvi	fallen	fall	0
too	too	av	too	too	0
short	short	j	short	short	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
desired	desired	j-vvn	desired	desire	0
hauen	hauen	n1	haven	haven	0
;	;	;	;	;	0
Yea	Yea	uh	Yea	yea	0
to	to	p-acp	to	to	0
performe	performe	vvi	perform	perform	0
that	that	cst	that	that	0
for	for	p-acp	for	for	0
them	them	pno32	them	they	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
neither	neither	dx	neither	neither	0
Card	Card	n1	Carded	card	0
nor	nor	ccx	nor	nor	0
Compasse	Compasse	n1	Compass	compass	0
can	can	vmb	can	can	0
;	;	;	;	;	0
to	to	p-acp	to	to	0
wit	wit	n1	wit	wit	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
not	not	xx	not	not	0
onelie	onelie	av-j	only	only	0
be	be	vbi	be	be	0
kpt	kpt	vvn	kpt	kpt	0
from	from	p-acp	from	from	0
splitting	splitting	vvg	splitting	split	0
;	;	;	;	;	0
or	or	cc	or	or	0
dashing	dashing	vvg	dashing	dash	0
vpon	vpon	p-acp	upon	upon	0
the	the	dt	the	the	0
Rockes	Rockes	n2	Rocks	rock	0
or	or	cc	or	or	0
Sands	Sands	n2	Sands	sand	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
