Mr.	Mr.	n1	Mr.	mr.	0
that	that	cst	that	that	0
hath	hath	vhz	hath	have	0
brought	brought	vvn	brought	bring	0
France	France	np1	France	France	0
,	,	,	,	,	0
and	and	cc	and	and	0
Croatia	Croatia	np1	Croatia	Croatia	0
to	to	p-acp	to	to	0
those	those	d	those	those	0
termes	termes	n2	terms	term	0
of	of	pp-f	of	of	0
Truce	Truce	n1	Truce	truce	0
,	,	,	,	,	0
and	and	cc	and	and	0
Triumph	Triumph	n1	Triumph	triumph	0
.	.	.	.	.	1
A	A	dt	A	a	0
happy	happy	j	happy	happy	0
Truce	Truce	n1	Truce	truce	0
,	,	,	,	,	0
if	if	cs	if	if	0
a	a	dt	a	a	0
happy	happy	j	happy	happy	0
truce	truce	n1	truce	truce	0
:	:	:	:	:	0
and	and	cc	and	and	0
an	an	dt	and	a	0
honorable	honorable	j	honourable	honourable	0
Triumph	Triumph	n1	Triumph	triumph	0
,	,	,	,	,	0
if	if	cs	if	if	0
durable	durable	j	durable	durable	0
.	.	.	.	.	1
I	I	pns11	I	i	0
say	say	vvb	say	say	0
,	,	,	,	,	0
If	If	cs	If	if	0
,	,	,	,	,	0
and	and	cc	and	and	0
If	If	cs	If	if	0
,	,	,	,	,	0
bicause	bicause	c-acp	because	because	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
knowne	knowne	vvn	known	know	0
many	many	d	many	many	0
a	a	dt	a	a	0
Truce	Truce	n1	Truce	truce	0
,	,	,	,	,	0
like	like	j	like	like	0
Scammony	Scammony	n1	Scammony	scammony	0
,	,	,	,	,	0
that	that	cst	that	that	0
weakeneth	weakeneth	vvz	weakeneth	weaken	0
the	the	dt	the	the	0
liuer	liuer	n1	liver	liver	0
;	;	;	;	;	0
or	or	cc	or	or	0
Cas	Cas	n1	Case	case	0
∣	∣	sy	∣	∣	0
sia	sia	n1	siam	siam	0
,	,	,	,	,	0
that	that	cst	that	that	0
enfeebleth	enfeebleth	vvz	enfeebleth	enfeeble	0
the	the	dt	the	the	0
raines	raines	n2	reins	rain	0
;	;	;	;	;	0
or	or	cc	or	or	0
Agarick	Agarick	np1	Agarick	Agarick	0
,	,	,	,	,	0
that	that	cst	that	that	0
ouerthrow	ouerthrow	n1	overthrow	overthrow	0
∣	∣	sy	∣	∣	0
eth	eth	zz	eth	eth	0
the	the	dt	the	the	0
stomacke	stomacke	n1	stomach	stomach	0
;	;	;	;	;	0
the	the	dt	the	the	0
stomacke	stomacke	n1	stomach	stomach	0
,	,	,	,	,	0
that	that	cst	that	that	0
must	must	vmb	must	must	0
worke	worke	vvi	work	work	0
the	the	dt	the	the	0
feate	feate	n1	feat	feat	0
.	.	.	.	.	1
And	And	cc	And	and	0
who	who	q-crq	who	who	0
hath	hath	vhz	hath	have	0
not	not	xx	not	not	0
either	either	d	either	either	0
by	by	p-acp	by	by	0
Experience	Experience	n1	Experience	experience	0
,	,	,	,	,	0
or	or	cc	or	or	0
by	by	p-acp	by	by	0
heare-say	heare-say	n1	hearsay	hearsay	0
,	,	,	,	,	0
or	or	cc	or	or	0
by	by	p-acp	by	by	0
reading	reading	vvg	reading	read	0
,	,	,	,	,	0
knowne	knowne	vvn	known	know	0
many	many	d	many	many	0
a	a	dt	a	a	0
Triumph	Triumph	n1	Triumph	triumph	0
,	,	,	,	,	0
like	like	j	like	like	0
Sena	Sena	np1	Sena	Sena	0
,	,	,	,	,	0
that	that	cst	that	that	0
breedeth	breedeth	vvz	breeds	breed	0
winde	winde	n1	wind	wind	0
;	;	;	;	;	0
or	or	cc	or	or	0
Rubarbe	Rubarbe	n1	Rubarbe	rhubarb	0
;	;	;	;	;	0
that	that	cst	that	that	0
dryeth	dryeth	vvz	drieth	dry	0
ouer-much	ouer-much	j	overmuch	overmuch	0
;	;	;	;	;	0
or	or	cc	or	or	0
Euforbium	Euforbium	np1	Euforbium	Euforbium	0
,	,	,	,	,	0
that	that	cst	that	that	0
inflameth	inflameth	vvz	inflames	inflame	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
body	body	n1	body	body	0
;	;	;	;	;	0
the	the	dt	the	the	0
body	body	n1	body	body	0
,	,	,	,	,	0
that	that	cst	that	that	0
must	must	vmb	must	must	0
strike	strike	vvi	strike	strike	0
the	the	dt	the	the	0
stroake	stroake	n1	stroke	stroke	0
?	?	?	?	?	1
Take-away	Take-away	j	Take-away	take-away	0
that	that	d	that	that	0
ouerthrowing	ouerthrowing	vvg	overthrowing	overthrow	0
,	,	,	,	,	0
or	or	cc	or	or	0
weakening	weakening	vvg	weakening	weaken	0
property	property	n1	property	property	0
from	from	p-acp	from	from	0
Truce	Truce	n1	Truce	truce	0
:	:	:	:	:	0
and	and	cc	and	and	0
Truce	Truce	n1	Truce	truce	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
di	di	zz	di	di	0
∣	∣	sy	∣	∣	0
uine	uine	n1	vine	vine	0
Scammony	Scammony	n1	Scammony	scammony	0
,	,	,	,	,	0
Cassia	Cassia	np1	Cassia	Cassia	0
,	,	,	,	,	0
or	or	cc	or	or	0
Agaricke	Agaricke	np1	Agaricke	Agaricke	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
purge	purge	vvi	purge	purge	0
noysome	noysome	j	noisome	noisome	0
,	,	,	,	,	0
and	and	cc	and	and	0
rebellious	rebellious	j	rebellious	rebellious	0
humours	humours	n2	humours	humour	0
.	.	.	.	.	1
Oh	Oh	uh	O	oh	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
might	might	vmd	might	may	0
be	be	vbi	be	be	0
such	such	d	such	such	0
a	a	dt	a	a	0
Purge	Purge	vvb	Purge	purge	0
in	in	p-acp	in	in	0
Fraunce	Fraunce	np1	Fraunce	France	0
.	.	.	.	.	1
Correct	Correct	j	Correct	correct	0
that	that	d	that	that	0
ventositie	ventositie	n1	ventosity	ventosity	0
,	,	,	,	,	0
or	or	cc	or	or	0
inflammation	inflammation	n1	inflammation	inflammation	0
,	,	,	,	,	0
that	that	cst	that	that	0
accompanieth	accompanieth	vvz	accompanieth	accompany	0
Triumph	Triumph	n1	Triumph	triumph	0
:	:	:	:	:	0
and	and	cc	and	and	0
Lo	Lo	uh	Lo	lo	0
the	the	dt	the	the	0
gallantest	gallantest	js-jn	gallantest	gallant	0
Phisique	Phisique	n1	Physic	physic	0
,	,	,	,	,	0
that	that	cst	that	that	0
nature	nature	n1	nature	nature	0
hath	hath	vhz	hath	have	0
affourded	affourded	vvn	afforded	afford	0
,	,	,	,	,	0
witt	witt	n1	wit	wit	0
deuised	deuised	vvn	devised	devise	0
,	,	,	,	,	0
or	or	cc	or	or	0
magnanimi	magnanimi	fw-la	magnanimi	magnanimi	0
∣	∣	sy	∣	∣	0
ty	ty	zz	ty	ty	0
practised	practised	vvn	practised	practise	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
abate	abate	vvi	abate	abate	0
the	the	dt	the	the	0
pride	pride	n1	pride	pride	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
enemy	enemy	n1	enemy	enemy	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
redou	redou	n1	redou	redou	0
∣	∣	sy	∣	∣	0
ble	ble	zz	ble	ble	0
the	the	dt	the	the	0
courage	courage	n1	courage	courage	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
frende	frende	n1	friend	friend	0
.	.	.	.	.	1
No	No	dx	No	no	0
Tobacco	Tobacco	n1	Tobacco	tobacco	0
,	,	,	,	,	0
or	or	cc	or	or	0
Panacea	Panacea	np1	Panacea	Panacea	0
so	so	av	so	so	0
mightily	mightily	av-j	mightily	mighty	0
vertuous	vertuous	j	virtuous	virtuous	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
that	that	cst	that	that	0
Physique	Physique	n1	Physique	physic	0
.	.	.	.	.	1
Oh	Oh	uh	O	oh	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
might	might	vmd	might	may	0
be	be	vbi	be	be	0
such	such	d	such	such	0
a	a	dt	a	a	0
Physique	Physique	n1	Physique	physic	0
in	in	p-acp	in	in	0
Croatia	Croatia	np1	Croatia	Croatia	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
Hungary	Hungary	np1	Hungary	Hungary	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
Almany	Almany	np1	Almany	Almany	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
Christian	Christian	njp	Christian	christian	0
world	world	n1	world	world	0
.	.	.	.	.	1
Immensum	Immensum	fw-la	Immensum	immensum	0
calcar	calcar	fw-la	calcar	calcar	0
Gloria	Gloria	fw-la	Gloria	gloria	0
:	:	:	:	:	0
the	the	dt	the	the	0
goldē	goldē	j	golden	golden	0
spurre	spurre	n1	spur	spur	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
braue	braue	j	brave	brave	0
Grecian	Grecian	jp	Grecian	grecian	0
,	,	,	,	,	0
&	&	cc	&	and	0
the	the	dt	the	the	0
worthy	worthy	j	worthy	worthy	0
Romane	Romane	jp	Roman	roman	0
.	.	.	.	.	1
Pollicy	Pollicy	n1	Policy	policy	0
is	is	vbz	is	be	0
Politique	Politique	j	Politic	politic	0
:	:	:	:	:	0
&	&	cc	&	and	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
easely	easely	av-j	easily	easy	0
be	be	vbi	be	be	0
coosened	coosened	j-vvn	coosened	coosen	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
muske	muske	n1	musk	musk	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Perfumer	Perfumer	n1	Perfumer	perfumer	0
,	,	,	,	,	0
though	though	cs	though	though	0
muske	muske	n1	musk	musk	0
be	be	vbb	be	be	0
a	a	dt	a	a	0
sweet	sweet	j	sweet	sweet	0
Curtesan	Curtesan	n1	Courtesan	courtesan	0
;	;	;	;	;	0
or	or	cc	or	or	0
al	al	d	all	all	0
∣	∣	sy	∣	∣	0
lured	lured	vvd	lured	lure	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
sugar	sugar	n1	sugar	sugar	0
,	,	,	,	,	0
&	&	cc	&	and	0
hony	hony	n1	honey	honey	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Cooke	Cooke	n1	Cook	cook	0
,	,	,	,	,	0
though	though	cs	though	though	0
sugar	sugar	n1	sugar	sugar	0
,	,	,	,	,	0
&	&	cc	&	and	0
hony	hony	n1	honey	honey	0
be	be	vbb	be	be	0
dainty	dainty	j	dainty	dainty	0
hypocrites	hypocrites	n2	hypocrites	hypocrite	0
;	;	;	;	;	0
or	or	cc	or	or	0
enueigled	enueigled	vvd	enueigled	enueigle	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
gold	gold	n1	gold	gold	0
∣	∣	sy	∣	∣	0
leaues	leaues	vvz	leaves	leave	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Goldsmith	Goldsmith	n1	Goldsmith	goldsmith	0
,	,	,	,	,	0
though	though	cs	though	though	0
gold-leaues	gold-leaues	n2	gold-leaves	gold-leave	0
be	be	vbb	be	be	0
eloquēt	eloquēt	j	eloquent	eloquent	0
&	&	cc	&	and	0
bewitching	bewitching	j-vvg	bewitching	bewitch	0
Oratours	Oratours	n2	Orators	orator	0
;	;	;	;	;	0
or	or	cc	or	or	0
deluded	deluded	vvn	deluded	delude	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
,	,	,	,	,	0
betrayed	betrayed	vvn	betrayed	betray	0
with	with	p-acp	with	with	0
any	any	d	any	any	0
coolerable	coolerable	j	coolerable	coolerable	0
counterfesance	counterfesance	n1	counterfeasance	counterfeasance	0
,	,	,	,	,	0
howsoeuer	howsoeuer	c-acp	howsoever	howsoever	0
smoothly	smoothly	av-j	smoothly	smooth	0
enti	enti	fw-la	enti	enti	0
∣	∣	sy	∣	∣	0
cing	cing	j-vvg	cing	ce	0
,	,	,	,	,	0
or	or	cc	or	or	0
gloriously	gloriously	av-j	gloriously	glorious	0
pretending	pretending	vvg	pretending	pretend	0
.	.	.	.	.	1
Priuate	Priuate	j	Private	private	0
medicines	medicines	n2	medicines	medicine	0
are	are	vbr	are	be	0
often	often	av	often	often	0
adulterate	adulterate	j	adulterate	adulterate	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
publique	publique	j	public	public	0
medicines	medicines	n2	medicines	medicine	0
will	will	vmb	will	will	0
admit	admit	vvi	admit	admit	0
no	no	dx	no	no	0
sophisti	sophisti	fw-la	sophisti	sophisti	0
∣	∣	sy	∣	∣	0
cation	cation	n1	cation	cation	0
:	:	:	:	:	0
and	and	cc	and	and	0
Pollicy	Pollicy	n1	Policy	policy	0
must	must	vmb	must	must	0
be	be	vbi	be	be	0
well-aduised	well-aduised	j	well-advised	well-advised	0
,	,	,	,	,	0
before	before	c-acp	before	before	0
it	it	pn31	it	it	0
swal	swal	vvi	swal	swal	0
∣	∣	sy	∣	∣	0
low-downe	low-downe	j	low-downe	low-downe	0
the	the	dt	the	the	0
gilded	gilded	j-vvn	gilded	gild	0
pilles	pilles	n2	pills	pill	0
of	of	pp-f	of	of	0
flattering	flattering	j-vvg	flattering	flatter	0
pretext	pretext	n1	pretext	pretext	0
.	.	.	.	.	1
Fraunce	Fraunce	np1	Fraunce	France	0
hath	hath	vhz	hath	have	0
bene	bene	vbn	be	be	0
taught	taught	vvn	taught	teach	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
cautelous	cautelous	j	cautelous	cautelous	0
in	in	p-acp	in	in	0
Truce	Truce	n1	Truce	truce	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
hath	hath	vhz	hath	have	0
eft	eft	av	eft	eft	0
∣	∣	sy	∣	∣	0
soones	soones	av	soon	soon	0
sucked	sucked	vvd	sucked	suck	0
the	the	dt	the	the	0
sweetnesse	sweetnesse	n1	sweetness	sweetness	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Iudas	Iudas	np1	Iudas	Judas	0
kisse	kisse	n1	kiss	kiss	0
:	:	:	:	:	0
and	and	cc	and	and	0
Croatia	Croatia	np1	Croatia	Croatia	0
may	may	vmb	may	may	0
learne	learne	vvi	learn	learn	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
prouident	prouident	j	provident	provident	0
in	in	p-acp	in	in	0
Triumph	Triumph	n1	Triumph	triumph	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
hath	hath	vhz	hath	have	0
often	often	av	often	often	0
fealt	fealt	n1	fealt	felt	0
the	the	dt	the	the	0
ioyfulnesse	ioyfulnesse	n1	joyfulness	joyfulness	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Sampsons	Sampsons	npg1	Sampsons	sampsons	0
post	post	n1	post	post	0
.	.	.	.	.	1
Neither	Neither	av-d	Neither	neither	0
Fraunce	Fraunce	np1	Fraunce	France	0
can	can	vmb	can	can	0
be	be	vbi	be	be	0
too	too	av	too	too	0
ielous	ielous	j	jealous	jealous	0
;	;	;	;	;	0
nor	nor	ccx	nor	nor	0
Croatia	Croatia	np1	Croatia	Croatia	0
too	too	av	too	too	0
prest	prest	vvd	pressed	press	0
;	;	;	;	;	0
nor	nor	ccx	nor	nor	0
Hungary	Hungary	np1	Hungary	Hungary	0
too	too	av	too	too	0
fierce	fierce	j	fierce	fierce	0
;	;	;	;	;	0
nor	nor	ccx	nor	nor	0
Almany	Almany	np1	Almany	Almany	0
too	too	av	too	too	0
hardy	hardy	j	hardy	hardy	0
;	;	;	;	;	0
nor	nor	ccx	nor	nor	0
any	any	d	any	any	0
nation	nation	n1	nation	nation	0
too	too	av	too	too	0
circum	circum	fw-la	circum	circum	0
∣	∣	sy	∣	∣	0
spect	spect	vvn	specked	speck	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
beleaguered	beleaguered	vvn	beleaguered	beleaguer	0
with	with	p-acp	with	with	0
such	such	d	such	such	0
puissant	puissant	j	puissant	puissant	0
,	,	,	,	,	0
and	and	cc	and	and	0
obsti	obsti	fw-la	obsti	obsti	0
∣	∣	sy	∣	∣	0
nate	nate	fw-fr	nate	nate	0
foes	foes	n2	foes	foe	0
.	.	.	.	.	1
The	The	dt	The	the	0
house	house	n1	house	house	0
of	of	pp-f	of	of	0
Guise	Guise	np1	Guise	Guise	0
hath	hath	vhz	hath	have	0
lōg	lōg	av-j	long	long	0
hawked	hawked	vvn	hawked	hawk	0
and	and	cc	and	and	0
practi	practi	fw-la	practi	practi	0
∣	∣	sy	∣	∣	0
sed	sed	zz	sed	sed	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
great	great	j	great	great	0
Crowne	Crowne	n1	Crown	crown	0
:	:	:	:	:	0
the	the	dt	the	the	0
Duke	Duke	n1	Duke	duke	0
de	de	fw-fr	de	de	0
Maine	Maine	j	Main	main	0
hath	hath	vhz	hath	have	0
chopped	chopped	vvn	chopped	chap	0
vpō	vpō	p-acp	upon	upon	0
a	a	dt	a	a	0
main-chāce	main-chāce	j	main-chance	main-chance	0
:	:	:	:	:	0
Opportunity	Opportunity	n1	Opportunity	opportunity	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
maruelous	maruelous	j	marvelous	marvelous	0
warriour	warriour	n1	warrior	warrior	0
:	:	:	:	:	0
