IT	IT	pn31	IT	it	0
op	op	j	open	open	0
∣	∣	sy	∣	∣	0
portuno	portuno	fw-fr	portuno	portuno	0
volun	volun	fw-fr	volun	volun	0
∣	∣	sy	∣	∣	0
tatis	tatis	fw-la	tatis	tatis	0
vel	vel	fw-la	vel	vel	0
placi	placi	fw-la	placi	placi	0
∣	∣	sy	∣	∣	0
to	to	p-acp	to	to	0
.	.	.	.	.	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
salvation	salvation	n1	salvation	salvation	0
have	have	vhb	have	have	0
I	I	pns11	I	i	0
helped	helped	vvn	helped	help	0
thee	thee	pno21	thee	thou	0
;	;	;	;	;	0
therefore	therefore	av	therefore	therefore	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
a	a	dt	a	a	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
salvation	salvation	n1	salvation	salvation	0
because	because	c-acp	because	because	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
an	an	dt	and	a	0
acceptable	acceptable	j	acceptable	acceptable	0
time	time	n1	time	time	0
;	;	;	;	;	0
the	the	dt	the	the	0
time	time	n1	time	time	0
which	which	r-crq	which	which	0
his	his	po31	his	his	0
father	father	n1	father	father	0
set	set	vvd	set	set	0
him	him	pno31	him	he	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
work	work	n1	work	work	0
:	:	:	:	:	0
oh	oh	uh	o	oh	0
how	how	q-crq	how	how	0
acceptable	acceptable	j	acceptable	acceptable	0
a	a	dt	a	a	0
Redeemer	Redeemer	n1	Redeemer	redeemer	0
was	was	vbds	was	be	0
Christ	Christ	np1	Christ	Christ	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
father	father	n1	father	father	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
his	his	po31	his	his	0
fathers	fathers	ng1	father's	father	0
time	time	n1	time	time	0
was	was	vbds	was	be	0
acceptable	acceptable	j	acceptable	acceptable	0
to	to	p-acp	to	to	0
him	him	pno31	him	he	0
!	!	!	!	!	1
Noble	Noble	j	Noble	noble	0
Senators	Senators	n2	Senators	senator	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
much	much	av-d	much	much	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
con	con	vvi	con	con	0
∣	∣	sy	∣	∣	0
cern'd	cern'd	vvn	cerned	cern	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
texts	texts	n2	texts	text	0
I	I	pns11	I	i	0
leave	leave	vvb	leave	leave	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
selves	selves	n2	selves	self	0
to	to	p-acp	to	to	0
judg	judg	n1	judge	judge	0
;	;	;	;	;	0
There	There	pc-acp	There	there	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
complaint	complaint	n1	complaint	complaint	0
made	made	vvd	made	make	0
by	by	p-acp	by	by	0
God	God	np1	God	God	0
,	,	,	,	,	0
Jer.	Jer.	np1	Jer.	Jer.	1
8.6	8.6	crd	8.6	8.6	0
.	.	.	.	.	1
I	I	pns11	I	i	0
hearkned	hearkned	vvd	hearkened	hearken	0
and	and	cc	and	and	0
heard	heard	vvn	herd	hear	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
they	they	pns32	they	they	0
spake	spake	vvd	spoke	speak	0
not	not	xx	not	not	0
aright	aright	av	aright	aright	0
;	;	;	;	;	0
no	no	dx	no	no	0
man	man	n1	man	man	0
repented	repented	vvd	repented	repent	0
him	him	pno31	him	he	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
wickedness	wickedness	n1	wickedness	wickedness	0
,	,	,	,	,	0
saying	saying	vvg	saying	say	0
,	,	,	,	,	0
what	what	q-crq	what	what	0
have	have	vhb	have	have	0
I	I	pns11	I	i	0
done	done	vdn	done	do	0
?	?	?	?	?	1
I	I	pns11	I	i	0
beseech	beseech	vvb	beseech	beseech	0
you	you	pn22	you	you	0
as	as	c-acp	as	as	0
you	you	pn22	you	you	0
love	love	vvb	love	love	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
this	this	d	this	this	0
poor	poor	j	poor	poor	0
Kingdom	Kingdom	n1	Kingdom	kingdom	0
,	,	,	,	,	0
and	and	cc	and	and	0
your	your	po22	your	your	0
own	own	d	own	own	0
souls	souls	n2	souls	soul	0
,	,	,	,	,	0
let	let	vvb	let	let	0
not	not	xx	not	not	0
this	this	d	this	this	0
complaint	complaint	n1	complaint	complaint	0
be	be	vbi	be	be	0
verified	verified	vvn	verified	verify	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
;	;	;	;	;	0
Turn	Turn	vvb	Turn	turn	0
in	in	p-acp	in	in	0
upon	upon	p-acp	upon	upon	0
your	your	po22	your	your	0
selves	selves	n2	selves	self	0
,	,	,	,	,	0
and	and	cc	and	and	0
bring	bring	vvi	bring	bring	0
to	to	p-acp	to	to	0
remembrance	remembrance	n1	remembrance	remembrance	0
;	;	;	;	;	0
commune	commune	j	commune	common	0
with	with	p-acp	with	with	0
your	your	po22	your	your	0
own	own	d	own	own	0
heart	heart	n1	heart	heart	0
upon	upon	p-acp	upon	upon	0
your	your	po22	your	your	0
bed	bed	n1	bed	bed	0
,	,	,	,	,	0
and	and	cc	and	and	0
every	every	d	every	every	0
one	one	pi	one	one	0
ask	ask	vvb	ask	ask	0
your	your	po22	your	your	0
selves	selves	n2	selves	self	0
this	this	d	this	this	0
que	que	fw-fr	que	que	0
∣	∣	sy	∣	∣	0
stion	stion	n1	scion	scion	0
,	,	,	,	,	0
What	What	q-crq	What	what	0
have	have	vhb	have	have	0
I	I	pns11	I	i	0
done	done	vdn	done	do	0
?	?	?	?	?	1
Ask	Ask	vvb	Ask	ask	0
your	your	po22	your	your	0
selves	selves	n2	selves	self	0
what	what	r-crq	what	what	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
done	done	vdn	done	do	0
as	as	p-acp	as	as	0
men	men	n2	men	man	0
?	?	?	?	?	1
What	What	r-crq	What	what	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
done	done	vdn	done	do	0
as	as	p-acp	as	as	0
Parlia	Parlia	np1	Parlia	Parlia	0
∣	∣	sy	∣	∣	0
ment-men	ment-men	n2	ment-men	ment-man	0
?	?	?	?	?	0
what	what	r-crq	what	what	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
done	done	vdn	done	do	0
in	in	p-acp	in	in	0
reference	reference	n1	reference	reference	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
first	first	ord	first	first	0
table	table	n1	table	table	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
reference	reference	n1	reference	reference	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
second	second	ord	second	second	0
table	table	n1	table	table	0
?	?	?	?	?	1
What	What	r-crq	What	what	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
done	done	vdn	done	do	0
in	in	p-acp	in	in	0
reference	reference	n1	reference	reference	0
to	to	p-acp	to	to	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
his	his	po31	his	his	0
Truths	Truths	n2	Truths	truth	0
,	,	,	,	,	0
Worship	Worship	n1	Worship	worship	0
,	,	,	,	,	0
Govern	Govern	vvi	Govern	govern	0
∣	∣	sy	∣	∣	0
ment	ment	fw-la	ment	ment	0
,	,	,	,	,	0
Ministry	Ministry	n1	Ministry	ministry	0
,	,	,	,	,	0
Ordinances	Ordinances	n2	Ordinances	ordinance	0
,	,	,	,	,	0
People	People	n1	People	people	0
?	?	?	?	?	1
What	What	r-crq	What	what	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
done	done	vdn	done	do	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
Covenant	Covenant	n1	Covenant	covenant	0
with	with	p-acp	with	with	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
your	your	po22	your	your	0
Declarati	Declarati	np1	Declarati	Declarati	0
∣	∣	sy	∣	∣	0
ons	ons	pp-f|pno12	ons	of|we	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
world	world	n1	world	world	0
?	?	?	?	?	1
Yea	Yea	uh	Yea	yea	0
,	,	,	,	,	0
oh	oh	uh	o	oh	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
would	would	vmd	would	will	0
alter	alter	vvi	altar	alter	0
the	the	dt	the	the	0
question	question	n1	question	question	0
a	a	dt	a	a	0
little	little	j	little	little	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
negative	negative	j-jn	negative	negative	0
part	part	n1	part	part	0
,	,	,	,	,	0
and	and	cc	and	and	0
ask	ask	vvb	ask	ask	0
your	your	po22	your	your	0
selves	selves	n2	selves	self	0
what	what	r-crq	what	what	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
not	not	xx	not	not	0
done	done	vdn	done	do	0
in	in	p-acp	in	in	0
reference	reference	n1	reference	reference	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
these	these	d	these	these	0
?	?	?	?	?	1
Whether	Whether	cs	Whither	whether	0
indeed	indeed	av	indeed	indeed	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
taken	taken	vvn	taken	take	0
the	the	dt	the	the	0
accepted	accepted	j-vvn	accepted	accept	0
time	time	n1	time	time	0
wch	wch	r-crq	which	which	0
God	God	np1	God	God	0
hath	hath	vhz	hath	have	0
fashioned	fashioned	vvn	fashioned	fashion	0
and	and	cc	and	and	0
prepared	prepared	vvn	prepared	prepare	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
own	own	d	own	own	0
hand	hand	n1	hand	hand	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
accomplishing	accomplishing	n-vvg	accomplishing	accomplish	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
great	great	j	great	great	0
work	work	n1	work	work	0
of	of	pp-f	of	of	0
Reformati	Reformati	np1	Reformati	Reformati	0
∣	∣	sy	∣	∣	0
on	on	p-acp	on	on	0
,	,	,	,	,	0
wherewith	wherewith	c-crq	wherewith	wherewith	0
God	God	np1	God	God	0
hath	hath	vhz	hath	have	0
entrusted	entrusted	vvn	entrusted	entrust	0
and	and	cc	and	and	0
honoured	honoured	vvn	honoured	honour	0
you	you	pn22	you	you	0
?	?	?	?	?	1
By	By	p-acp	By	by	0
the	the	dt	the	the	0
improvement	improvement	n1	improvement	improvement	0
whereof	whereof	c-crq	whereof	whereof	0
you	you	pn22	you	you	0
might	might	vmd	might	may	0
have	have	vhi	have	have	0
been	been	vbn	been	be	0
so	so	av	so	so	0
many	many	d	many	many	0
Ioshuahs	Ioshuahs	n2	Joshua's	joshua	0
,	,	,	,	,	0
Saviours	Saviours	ng1	Saviours	saviour	0
and	and	cc	and	and	0
Redeemers	Redeemers	ng1	Redeemer's	redeemer	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
resto	resto	fw-it	resto	resto	0
∣	∣	sy	∣	∣	0
red	red	vvd	read	read	0
the	the	dt	the	the	0
preserved	preserved	vvn	preserved	preserve	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
?	?	?	?	?	1
Whether	Whether	cs	Whither	whether	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
gone	gone	vvn	gone	go	0
about	about	p-acp	about	about	0
the	the	dt	the	the	0
work	work	n1	work	work	0
in	in	p-acp	in	in	0
Gods	Gods	ng1	Gods	god	0
strength	strength	n1	strength	strength	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
Gods	Gods	npg1	Gods	God	0
methods	methods	n2	methods	method	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
Gods	Gods	npg1	Gods	God	0
ends	ends	n2	ends	end	0
?	?	?	?	?	1
Surely	Surely	np1	Surely	Surely	0
never	never	av-x	never	never	0
had	had	vhd	had	have	0
Parliament	Parliament	n1	Parliament	parliament	0
fairer	fairer	jc	fairer	fair	0
op	op	j	open	open	0
∣	∣	sy	∣	∣	0
portunities	portunities	n2	portunities	portunity	0
,	,	,	,	,	0
better	better	jc	better	better	0
helps	helps	n2	helps	help	0
,	,	,	,	,	0
greater	greater	jc	greater	great	0
encouragements	encouragements	n2	encouragements	encouragement	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
set	set	vvn	set	set	0
up	up	a-acp	up	up	0
Jesus	Jesus	np1	Jesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
Throne	Throne	n1	Throne	throne	0
(	(	(	(	(	0
the	the	dt	the	the	0
greatest	greatest	js	greatest	great	0
honor	honor	n1	honour	honour	0
and	and	cc	and	and	0
interest	interest	n1	interest	interest	0
that	that	cst	that	that	0
States	States	n2	States	state	0
&	&	cc	&	and	0
Kingdoms	Kingdoms	n2	Kingdoms	kingdom	0
are	are	vbr	are	be	0
capable	capable	j	capable	capable	0
of	of	pp-f	of	of	0
)	)	)	)	)	0
then	then	cs	then	than	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
had	had	vhn	had	have	0
;	;	;	;	;	0
&	&	cc	&	and	0
I	I	pns11	I	i	0
humbly	humbly	av-j	humbly	humble	0
hope	hope	vvb	hope	hope	0
we	we	pns12	we	we	0
shal	shal	vmb	shall	shall	0
not	not	xx	not	not	0
have	have	vhi	have	have	0
cause	cause	n1	cause	cause	0
to	to	pc-acp	to	to	0
say	say	vvi	say	say	0
only	only	av-j	only	only	0
,	,	,	,	,	0
have	have	vhb	have	have	0
had	had	vhn	had	have	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
God	God	np1	God	God	0
wil	wil	vmb	will	will	0
stil	stil	av	still	still	0
entrust	entrust	vvi	entrust	entrust	0
you	you	pn22	you	you	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
work	work	n1	work	work	0
,	,	,	,	,	0
and	and	cc	and	and	0
bless	bless	vvb	bless	bless	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
;	;	;	;	;	0
and	and	cc	and	and	0
renew	renew	vvb	renew	renew	0
upon	upon	p-acp	upon	upon	0
you	you	pn22	you	you	0
all	all	d	all	all	0
those	those	d	those	those	0
glorious	glorious	j	glorious	glorious	0
advantages	advantages	n2	advantages	advantage	0
,	,	,	,	,	0
whereby	whereby	c-crq	whereby	whereby	0
you	you	pn22	you	you	0
shal	shal	vmb	shall	shall	0
be	be	vbi	be	be	0
encouraged	encouraged	vvn	encouraged	encourage	0
,	,	,	,	,	0
and	and	cc	and	and	0
enabled	enabled	vvn	enabled	enable	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
carry	carry	vvi	carry	carry	0
it	it	pn31	it	it	0
on	on	a-acp	on	on	0
against	against	p-acp	against	against	0
all	all	d	all	all	0
oppositions	oppositions	n2	oppositions	opposition	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
and	and	cc	and	and	0
Divels	Divels	n2	Devils	devil	0
.	.	.	.	.	1
We	We	pns12	We	we	0
cannot	cannot	vmbx	cannot	can	0
but	but	p-acp	but	but	0
take	take	vvi	take	take	0
no	no	uh-x	no	no	0
∣	∣	sy	∣	∣	0
tice	tice	vvb	tice	entice	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
much	much	d	much	much	0
thankfulness	thankfulness	n1	thankfulness	thankfulness	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
you	you	pn22	you	you	0
;	;	;	;	;	0
re	re	fw-it	re	re	0
∣	∣	sy	∣	∣	0
joycing	joycing	vvg	joycing	joyce	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
greatly	greatly	av-j	greatly	great	0
,	,	,	,	,	0
that	that	cst	that	that	0
now	now	av	now	now	0
at	at	p-acp	at	at	0
last	last	ord	last	last	0
(	(	(	(	(	0
to	to	pc-acp	to	to	0
use	use	vvi	use	use	0
the	the	dt	the	the	0
Apostles	Apostles	n2	Apostles	apostle	0
words	words	n2	words	word	0
)	)	)	)	)	0
your	your	po22	your	your	0
care	care	n1	care	care	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Publique	Publique	j	Public	public	0
good	good	j	good	good	0
hath	hath	vhz	hath	have	0
flourished	flourished	vvn	flourished	flourish	0
again	again	av	again	again	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
those	those	d	those	those	0
self-denying	self-denying	j	self-denying	self-denying	0
,	,	,	,	,	0
.	.	.	.	.	0
quod	quod	fw-la	quod	quod	0
jam	jam	fw-la	jam	jam	0
tan	tan	fw-es	tan	tan	0
∣	∣	sy	∣	∣	0
dem	dem	fw-ge	dem	dem	0
reviruistis	reviruistis	fw-la	reviruistis	reviruistis	0
Phil.	Phil.	np1	Phil.	Phil.	1
4.10	4.10	crd	4.10	4.10	0
.	.	.	.	.	0
and	and	cc	and	and	0
Kingdom-refreshing-votes	Kingdom-refreshing-votes	n2	Kingdom-refreshing-votes	kingdom-refreshing-vote	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
have	have	vhb	have	have	0
lately	lately	av-j	lately	late	0
past	past	vvn	passed	pass	0
,	,	,	,	,	0
your	your	po22	your	your	0
Honourable	Honourable	j	Honourable	honourable	0
House	House	n1	House	house	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
we	we	pns12	we	we	0
look	look	vvb	look	look	0
upon	upon	p-acp	upon	upon	0
as	as	p-acp	as	as	0
the	the	dt	the	the	0
fruit	fruit	n1	fruit	fruit	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
late	late	j	late	late	0
Serious	Serious	j	Serious	serious	0
and	and	cc	and	and	0
extraordinary	extraordinary	j	extraordinary	extraordinary	0
humiliation	humiliation	n1	humiliation	humiliation	0
