YE	YE	pn22	you	you	0
the	the	dt	the	the	0
youth	youth	n1	youth	youth	0
.	.	.	.	.	1
Howe	Howe	np1	Howe	Howe	0
necessarie	necessarie	j	necessary	necessary	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
,	,	,	,	,	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
be	be	vbb	be	be	0
conti	conti	fw-la	conti	conti	0
∣	∣	sy	∣	∣	0
nually	nually	av-j	nually	nual	0
exercised	exercised	vvn	exercised	exercise	0
in	in	p-acp	in	in	0
prayer	prayer	n1	prayer	prayer	0
,	,	,	,	,	0
the	the	dt	the	the	0
ma	ma	n1	ma	man	0
∣	∣	sy	∣	∣	0
nyfould	nyfould	av	nyfould	nyfould	0
perrilles	perrilles	n2	pericles	pericle	0
both	both	d	both	both	0
of	of	pp-f	of	of	0
bodye	bodye	n1	body	body	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
soule	soule	n1	soul	soul	0
,	,	,	,	,	0
wherwith	wherwith	c-crq	wherewith	wherewith	0
wee	wee	pns12	we	we	0
be	be	vbb	be	be	0
in	in	p-acp	in	in	0
∣	∣	sy	∣	∣	0
uironed	uironed	vvn	uironed	uiron	0
,	,	,	,	,	0
sufficientlye	sufficientlye	av-j	sufficiently	sufficient	0
sheweth	sheweth	vvz	shows	show	0
.	.	.	.	.	1
How	How	q-crq	How	how	0
comfortable	comfortable	j	comfortable	comfortable	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
so	so	av	so	so	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
occupied	occupied	vvn	occupied	occupy	0
,	,	,	,	,	0
Psalme	Psalme	n1	Psalm	psalm	0
81.8	81.8	crd	81.8	81.8	0
&	&	cc	&	and	0
86.5.6.7	86.5.6.7	crd	86.5.6.7	86.5.6.7	0
.	.	.	.	.	1
GOD	GOD	np1	GOD	God	0
allowing	allowing	vvg	allowing	allow	0
vs	vs	pno12	us	we	0
to	to	pc-acp	to	to	0
flee	flee	vvi	flee	flee	0
vnto	vnto	p-acp	unto	unto	0
him	him	pno31	him	he	0
by	by	p-acp	by	by	0
prayer	prayer	n1	prayer	prayer	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
trouble	trouble	n1	trouble	trouble	0
,	,	,	,	,	0
Psalm	Psalm	np1	Psalm	Psalm	0
50.15	50.15	crd	50.15	50.15	0
.	.	.	.	.	0
and	and	cc	and	and	0
promisinge	promisinge	vvg	promising	promise	0
vs	vs	pno12	us	we	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
mercie	mercie	n1	mercy	mercy	0
to	to	pc-acp	to	to	0
heare	heare	vvi	hear	hear	0
vs	vs	pno12	us	we	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
deliuer	deliuer	vvi	deliver	deliver	0
vs	vs	pno12	us	we	0
forth	forth	av	forth	forth	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
our	our	po12	our	our	0
dis	dis	zf	dis	this	0
∣	∣	sy	∣	∣	0
tresse	tresse	n1	tress	tress	0
,	,	,	,	,	0
It	It	pn31	It	it	0
may	may	vmb	may	may	0
easilie	easilie	av-j	easily	easy	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
faithful	faithful	j	faithful	faithful	0
bee	bee	vbi	be	be	0
conceiued	conceiued	vvn	conceived	conceive	0
,	,	,	,	,	0
Howe	Howe	c-crq	How	how	0
fruitlesse	fruitlesse	j	fruitless	fruitless	0
a	a	dt	a	a	0
thinge	thinge	n1	thing	thing	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
demaund	demaund	vvi	demand	demand	0
of	of	pp-f	of	of	0
GOD	GOD	np1	GOD	God	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
praier	praier	n1	prayer	prayer	0
,	,	,	,	,	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
ought	ought	vmd	ought	ought	0
not	not	xx	not	not	0
,	,	,	,	,	0
or	or	cc	or	or	0
in	in	p-acp	in	in	0
suche	suche	d	such	such	0
sorte	sorte	n1	sort	sort	0
as	as	c-acp	as	as	0
wee	wee	pns12	we	we	0
should	should	vmd	should	shall	0
not	not	xx	not	not	0
,	,	,	,	,	0
CHRIST	CHRIST	np1	CHRIST	Christ	0
shewethMath	shewethMath	np1	shewethMath	shewethMath	0
.	.	.	.	.	1
6.7	6.7	crd	6.7	6.7	0
when	when	q-crq	when	when	0
as	as	p-acp	as	as	0
hee	hee	pns31	he	he	0
condemneth	condemneth	vvz	condemneth	condemn	0
suche	suche	d	such	such	0
prayers	prayers	n2	prayers	prayer	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
name	name	n1	name	name	0
of	of	pp-f	of	of	0
BABLING	BABLING	vvg	BABBLING	babble	0
.	.	.	.	.	1
Therefore	Therefore	av	Therefore	therefore	0
,	,	,	,	,	0
that	that	cst	that	that	0
our	our	po12	our	our	0
praiers	praiers	n2	prayers	prayer	0
maye	maye	vmb	may	may	0
be	be	vbi	be	be	0
fruitefull	fruitefull	j	fruitful	fruitful	0
and	and	cc	and	and	0
comfortable	comfortable	j	comfortable	comfortable	0
,	,	,	,	,	0
CHRIST	CHRIST	np1	CHRIST	Christ	0
hath	hath	vhz	hath	have	0
giuen	giuen	vvn	given	give	0
vs	vs	pno12	us	we	0
this	this	d	this	this	0
forme	forme	n1	form	form	0
of	of	pp-f	of	of	0
praier	praier	n1	prayer	prayer	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
∣	∣	sy	∣	∣	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
bounds	bounds	n2	bounds	bound	0
whereof	whereof	c-crq	whereof	whereof	0
,	,	,	,	,	0
the	the	dt	the	the	0
praiers	praiers	n2	prayers	prayer	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
faithfull	faithfull	j	faithful	faithful	0
must	must	vmb	must	must	0
be	be	vbi	be	be	0
conceiued	conceiued	vvn	conceived	conceive	0
.	.	.	.	.	1
Now	Now	av	Now	now	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
so	so	av	so	so	0
much	much	av-d	much	much	0
as	as	c-acp	as	as	0
your	your	po22	your	your	0
duty	duty	n1	duty	duty	0
is	is	vbz	is	be	0
,	,	,	,	,	0
(	(	(	(	(	0
ye	ye	dt	the	the	0
Christian	Christian	njp	Christian	christian	0
parentes	parentes	n2	parents	parent	0
)	)	)	)	)	0
Ephes.	Ephes.	np1	Ephes.	Ephes.	1
6.4	6.4	crd	6.4	6.4	0
to	to	pc-acp	to	to	0
bring	bring	vvi	bring	bring	0
vp	vp	a-acp	up	up	0
your	your	po22	your	your	0
children	children	n2	children	child	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
instruction	instruction	n1	instruction	instruction	0
and	and	cc	and	and	0
information	information	n1	information	information	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lorde,1	Lorde,1	np1	Lorde,1	Lorde,1	0
Tim	Tim	np1	Tim	Tim	0
2	2	crd	2	2	0
1.2	1.2	crd	1.2	1.2	0
whereof	whereof	c-crq	whereof	whereof	0
praier	praier	n1	prayer	prayer	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
meane	meane	j	mean	mean	0
part1	part1	n1	part1	part1	0
.	.	.	.	.	1
Thes.	Thes.	np1	Thes.	Thes.	0
5.17	5.17	crd	5.17	5.17	0
wherin	wherin	c-crq	wherein	wherein	0
we	we	pns12	we	we	0
shold	shold	vmd	should	shall	0
be	be	vbi	be	be	0
exercised	exercised	vvn	exercised	exercise	0
con	con	vvb	con	con	0
∣	∣	sy	∣	∣	0
tinually	tinually	av-j	tinually	tinual	0
:	:	:	:	:	0
exercise	exercise	vvb	exercise	exercise	0
therfore	therfore	av	therefore	therefore	0
,	,	,	,	,	0
I	I	pns11	I	i	0
besech	besech	vvb	beseech	beseech	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
LORDE	LORDE	n1	LORDE	lord	0
,	,	,	,	,	0
your	your	po22	your	your	0
families	families	n2	families	family	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
such	such	d	such	such	0
diligence	diligence	n1	diligence	diligence	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
Ques	Ques	n1	Ques	ques	0
∣	∣	sy	∣	∣	0
tions	tions	j	tions	tions	0
and	and	cc	and	and	0
Answers	Answers	n2	Answers	answer	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
maye	maye	vmb	may	may	0
therby	therby	av	thereby	thereby	0
be	be	vbi	be	be	0
taught	taught	vvn	taught	teach	0
reuerently	reuerently	av-j	reverently	reverent	0
to	to	pc-acp	to	to	0
talk	talk	vvi	talk	talk	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
LORDE	LORDE	n1	LORDE	lord	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
praiers	praiers	n2	prayers	prayer	0
.	.	.	.	.	1
Which	Which	r-crq	Which	which	0
fruit	fruit	n1	fruit	fruit	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
simple	simple	j	simple	simple	0
labors	labors	n2	labors	labor	0
,	,	,	,	,	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
please	please	vvi	please	please	0
God	God	np1	God	God	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
see	see	vvi	see	see	0
,	,	,	,	,	0
it	it	pn31	it	it	0
wil	wil	vmb	will	will	0
be	be	vbi	be	be	0
no	no	dx	no	no	0
small	small	j	small	small	0
incoragement	incoragement	n1	encouragement	encouragement	0
vnto	vnto	p-acp	unto	unto	0
me	me	pno11	me	i	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
proceed	proceed	vvi	proceed	proceed	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
ministery	ministery	n1	ministry	ministry	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
begon	begon	vvn	begun	begin	0
.	.	.	.	.	1
God	God	np1	God	God	0
blesse	blesse	vvb	bless	bless	0
you	you	pn22	you	you	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
∣	∣	sy	∣	∣	0
large	large	j	large	large	0
his	his	po31	his	his	0
gyftes	gyftes	n2	gifts	gift	0
among	among	p-acp	among	among	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
e	e	sy	e	e	0
∣	∣	sy	∣	∣	0
stablish	stablish	vvi	establish	establish	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
truth	truth	n1	truth	truth	0
.	.	.	.	.	1
Amen	Amen	uh-n	Amen	amen	0
.	.	.	.	.	1
SALOP	SALOP	np1	SALOP	Salop	0
the	the	dt	the	the	0
first	first	ord	first	first	0
of	of	pp-f	of	of	0
May	May	np1	May	May	0
.	.	.	.	.	1
1585.	1585.	crd	1585.	1585.	1
