THEY	THEY	pns32	THEY	they	0
before	before	c-acp	before	before	0
they	they	pns32	they	they	0
happen	happen	vvb	happen	happen	0
,	,	,	,	,	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
Prophesied	Prophesied	vvn	Prophesied	prophesy	0
and	and	cc	and	and	0
foretold	foretold	vvn	foretold	foretell	0
by	by	p-acp	by	by	0
Pious	Pious	j	Pious	pious	0
and	and	cc	and	and	0
Chosen	Chosen	j-vvn	Chosen	choose	0
Men	Men	n2	Men	man	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
glo	glo	n1	glow	glow	0
∣	∣	sy	∣	∣	0
ry	ry	zz	ry	ry	0
of	of	pp-f	of	of	0
divine	divine	j-jn	divine	divine	0
Justice	Justice	n1	Justice	justice	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
a	a	sy	a	a	0
∣	∣	sy	∣	∣	0
mendment	mendment	n1	mendment	mendment	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
lives	lives	n2	lives	life	0
of	of	pp-f	of	of	0
sinful	sinful	j	sinful	sinful	0
Men	Men	n2	Men	man	0
;	;	;	;	;	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
written	written	vvn	written	write	0
:	:	:	:	:	0
Amos	Amos	np1	Amos	Amos	0
3.	3.	crd	3.	3.	1
Can	Can	vmb	Can	can	0
two	two	crd	two	two	0
walk	walk	n1	walk	walk	0
together	together	av	together	together	0
,	,	,	,	,	0
except	except	c-acp	except	except	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
agreed	agreed	vvn	agreed	agree	0
?	?	?	?	?	1
Will	Will	n1	Will	will	0
a	a	dt	a	a	0
Lion	Lion	n1	Lion	lion	0
roar	roar	vvi	roar	roar	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Forrest	Forrest	n1	Forest	forest	0
when	when	c-crq	when	when	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
no	no	dx	no	no	0
Prey	Prey	n1	Prey	prey	0
?	?	?	?	?	0
will	will	vmb	will	will	0
a	a	dt	a	a	0
young	young	j	young	young	0
Lion	Lion	n1	Lion	lion	0
cry	cry	vvb	cry	cry	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Den	Den	n1	Den	den	0
,	,	,	,	,	0
if	if	cs	if	if	0
he	he	pns31	he	he	0
have	have	vhb	have	have	0
taken	taken	vvn	taken	take	0
nothing	nothing	pix	nothing	nothing	0
?	?	?	?	?	1
Can	Can	vmb	Can	can	0
a	a	dt	a	a	0
Bird	Bird	n1	Bird	bird	0
fall	fall	vvb	fallen	fall	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
snare	snare	n1	snare	snare	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
Earth	Earth	n1	Earth	earth	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
no	no	dx	no	no	0
Gin	Gin	n1	Gin	gin	0
is	is	vbz	is	be	0
for	for	p-acp	for	for	0
him	him	pno31	him	he	0
?	?	?	?	?	1
Shall	Shall	vmb	Shall	shall	0
one	one	pi	one	one	0
take	take	vvi	take	take	0
up	up	a-acp	up	up	0
a	a	dt	a	a	0
Snare	Snare	n1	Snare	snare	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Earth	Earth	n1	Earth	earth	0
,	,	,	,	,	0
and	and	cc	and	and	0
have	have	vhb	have	have	0
taken	taken	vvn	taken	take	0
no	no	dx	no	no	0
∣	∣	sy	∣	∣	0
thing	thing	n1	thing	thing	0
at	at	p-acp	at	at	0
all	all	d	all	all	0
?	?	?	?	?	1
Shall	Shall	vmb	Shall	shall	0
a	a	dt	a	a	0
Trumpet	Trumpet	n1	Trumpet	trumpet	0
be	be	vbi	be	be	0
blown	blown	vvn	blown	blow	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
City	City	n1	City	city	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Peo	Peo	fw-la	Peo	peo	0
∣	∣	sy	∣	∣	0
ple	ple	n1	ple	ple	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
afraid	afraid	j	afraid	afraid	0
?	?	?	?	?	1
Shall	Shall	vmb	Shall	shall	0
there	there	a-acp	there	there	0
be	be	vbi	be	be	0
evil	evil	j-jn	evil	evil	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
City	City	n1	City	city	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
hath	hath	vhz	hath	have	0
not	not	xx	not	not	0
done	done	vdn	done	do	0
it	it	pn31	it	it	0
?	?	?	?	?	1
Surely	Surely	np1	Surely	Surely	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
God	God	np1	God	God	0
will	will	vmb	will	will	0
do	do	vdi	do	do	0
nothing	nothing	pix	nothing	nothing	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
he	he	pns31	he	he	0
revealeth	revealeth	vvz	revealeth	reveal	0
his	his	po31	his	his	0
secret	secret	j-jn	secret	secret	0
unto	unto	p-acp	unto	unto	0
his	his	po31	his	his	0
servants	servants	n2	servants	servant	0
the	the	dt	the	the	0
Prophets	Prophets	n2	Prophets	prophet	0
.	.	.	.	.	1
Now	Now	av	Now	now	0
for	for	p-acp	for	for	0
what	what	r-crq	what	what	0
causes	causes	vvz	causes	cause	0
such	such	d	such	such	0
Commotions	Commotions	n2	Commotions	commotion	0
are	are	vbr	are	be	0
raised	raised	vvn	raised	raise	0
both	both	av-d	both	both	0
in	in	p-acp	in	in	0
publick	publick	j	public	public	0
and	and	cc	and	and	0
private	private	j	private	private	0
affairs	affairs	n2	affairs	affair	0
,	,	,	,	,	0
the	the	dt	the	the	0
same	same	d	same	same	0
Prophet	Prophet	n1	Prophet	prophet	0
does	does	vdz	does	do	0
declare	declare	vvi	declare	declare	0
:	:	:	:	:	0
pubish	pubish	n1	pubish	pubish	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Palaces	Palaces	n2	Palaces	palace	0
at	at	p-acp	at	at	0
Ashdod	Ashdod	np1	Ashdod	Ashdod	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Palaces	Palaces	n2	Palaces	palace	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Land	Land	n1	Land	land	0
of	of	pp-f	of	of	0
Egypt	Egypt	np1	Egypt	Egypt	0
,	,	,	,	,	0
and	and	cc	and	and	0
say	say	vvi	say	say	0
,	,	,	,	,	0
assemble	assemble	vvb	assemble	assemble	0
your	your	po22	your	your	0
selves	selves	n2	selves	self	0
up	up	p-acp	up	up	0
∣	∣	sy	∣	∣	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
Mountains	Mountains	n2	Mountains	mountain	0
of	of	pp-f	of	of	0
Samaria	Samaria	np1	Samaria	Samaria	0
:	:	:	:	:	0
and	and	cc	and	and	0
behold	behold	vvb	behold	behold	0
the	the	dt	the	the	0
great	great	j	great	great	0
tumults	tumults	n2	tumults	tumult	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
midst	midst	n1	midst	midst	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
they	they	pns32	they	they	0
know	know	vvb	know	know	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
right	right	j-jn	right	right	0
,	,	,	,	,	0
saith	saith	vvz	says	say	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
store	store	n1	store	store	0
up	up	a-acp	up	up	0
Violence	Violence	n1	Violence	violence	0
and	and	cc	and	and	0
Rob	Rob	vvi	Rob	rob	0
∣	∣	sy	∣	∣	0
bery	bery	n1	berry	berry	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
Palaces	Palaces	n2	Palaces	palace	0
.	.	.	.	.	1
Therefore	Therefore	av	Therefore	therefore	0
thus	thus	av	thus	thus	0
saith	saith	vvz	says	say	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
an	an	dt	and	a	0
adversa	adversa	fw-la	adversa	adversa	0
∣	∣	sy	∣	∣	0
ry	ry	zz	ry	ry	0
there	there	zz	there	there	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
even	even	av	even	even	0
round	round	av-j	round	round	0
a	a	dt	a	a	0
∣	∣	sy	∣	∣	0
bout	bout	p-acp	bout	about	0
the	the	dt	the	the	0
Land	Land	n1	Land	land	0
;	;	;	;	;	0
and	and	cc	and	and	0
he	he	pns31	he	he	0
shall	shall	vmb	shall	shall	0
bring	bring	vvi	bring	bring	0
down	down	a-acp	down	down	0
thy	thy	po21	thy	thy	0
strength	strength	n1	strength	strength	0
from	from	p-acp	from	from	0
thee	thee	pno21	thee	thou	0
,	,	,	,	,	0
and	and	cc	and	and	0
thy	thy	po21	thy	thy	0
Palaces	Palaces	n2	Palaces	palace	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
spoiled	spoiled	vvn	spoiled	spoil	0
.	.	.	.	.	1
To	To	p-acp	To	to	0
me	me	pno11	me	i	0
,	,	,	,	,	0
truly	truly	av-j	truly	true	0
,	,	,	,	,	0
the	the	dt	the	the	0
visible	visible	j	visible	visible	0
cause	cause	n1	cause	cause	0
o'	o'	pp-f	oF	of	0
the	the	dt	the	the	0
divine	divine	j-jn	divine	divine	0
Judgment	Judgment	n1	Judgement	judgement	0
against	against	p-acp	against	against	0
us	us	pno12	us	we	0
appears	appears	vvz	appears	appear	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
our	our	po12	our	our	0
publick	publick	j	public	public	0
and	and	cc	and	and	0
com	com	vvi	come	come	0
∣	∣	sy	∣	∣	0
mon	mon	fw-fr	mon	mon	0
sins	sins	n2	sins	sin	0
;	;	;	;	;	0
whilst	whilst	cs	while	while	0
I	I	pns11	I	i	0
see	see	vvb	see	see	0
the	the	dt	the	the	0
greatest	greatest	js	greatest	great	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
Christians	Christians	np1	Christians	Christians	0
rent	rent	vvn	rend	rend	0
into	into	p-acp	into	into	0
several	several	j	several	several	0
Sects	Sects	n2	Sects	sect	0
,	,	,	,	,	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
seduced	seduced	vvn	seduced	seduce	0
and	and	cc	and	and	0
led	led	vvd	led	lead	0
a	a	av	a	a	0
∣	∣	sy	∣	∣	0
way	way	n1	way	way	0
by	by	p-acp	by	by	0
many	many	d	many	many	0
errors	errors	n2	errors	error	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
proud	proud	j	proud	proud	0
and	and	cc	and	and	0
puffed	puffed	vvd	puffed	puff	0
up	up	a-acp	up	up	0
in	in	p-acp	in	in	0
them	them	pno32	them	they	0
;	;	;	;	;	0
and	and	cc	and	and	0
others	others	n2-jn	others	other	0
who	who	r-crq	who	who	0
live	live	vvb	live	live	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Communion	Communion	n1	Communion	communion	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
and	and	cc	and	and	0
profess	profess	vvb	profess	profess	0
the	the	dt	the	the	0
true	true	j	true	true	0
Do	Do	vdb	Do	do	0
∣	∣	sy	∣	∣	0
ctrine	ctrine	n1	ctrine	ctrine	0
,	,	,	,	,	0
neglecting	neglecting	vvg	neglecting	neglect	0
the	the	dt	the	the	0
duties	duties	n2	duties	duty	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
and	and	cc	and	and	0
almost	almost	av	almost	almost	0
wholly	wholly	av-jn	wholly	whole	0
per	per	fw-la	per	per	0
∣	∣	sy	∣	∣	0
verting	verting	vvg	verting	vert	0
it	it	pn31	it	it	0
:	:	:	:	:	0
and	and	cc	and	and	0
so	so	av	so	so	0
,	,	,	,	,	0
whilst	whilst	cs	while	while	0
I	I	pns11	I	i	0
reflect	reflect	vvb	reflect	reflect	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
depraved	depraved	j-vvn	depraved	deprave	0
minds	minds	n2	minds	mind	0
of	of	pp-f	of	of	0
some	some	d	some	some	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
corrupt	corrupt	j	corrupt	corrupt	0
and	and	cc	and	and	0
dissolute	dissolute	j	dissolute	dissolute	0
lives	lives	n2	lives	life	0
of	of	pp-f	of	of	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Dissentions	Dissentions	n2	Dissensions	dissension	0
,	,	,	,	,	0
Jars	Jars	n2	Jars	jar	0
,	,	,	,	,	0
Oppositions	Oppositions	n2	Oppositions	opposition	0
,	,	,	,	,	0
Enmities	Enmities	n2	Enmities	enmity	0
and	and	cc	and	and	0
perverse	perverse	j	perverse	perverse	0
courses	courses	n2	courses	course	0
of	of	pp-f	of	of	0
both	both	d	both	both	0
,	,	,	,	,	0
I	I	pns11	I	i	0
often	often	av	often	often	0
think	think	vvb	think	think	0
with	with	p-acp	with	with	0
my	my	po11	my	my	0
self	self	n1	self	self	0
upon	upon	p-acp	upon	upon	0
this	this	d	this	this	0
.	.	.	.	.	1
The	The	dt	The	the	0
Lord	Lord	n1	Lord	lord	0
looked	looked	vvd	looked	look	0
down	down	a-acp	down	down	0
from	from	p-acp	from	from	0
Heaven	Heaven	n1	Heaven	heaven	0
,	,	,	,	,	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
Children	Children	n2	Children	child	0
of	of	pp-f	of	of	0
Men	Men	n2	Men	man	0
;	;	;	;	;	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
if	if	cs	if	if	0
there	there	pc-acp	there	there	0
were	were	vbdr	were	be	0
any	any	d	any	any	0
that	that	cst	that	that	0
did	did	vdd	did	do	0
under	under	p-acp	under	under	0
∣	∣	sy	∣	∣	0
stand	stand	n1	stand	stand	0
and	and	cc	and	and	0
seek	seek	vvi	seek	seek	0
God	God	np1	God	God	0
.	.	.	.	.	1
They	They	pns32	They	they	0
are	are	vbr	are	be	0
all	all	d	all	all	0
gone	gone	vvn	gone	go	0
aside	aside	av	aside	aside	0
,	,	,	,	,	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
altogether	altogether	av	altogether	altogether	0
become	become	vvn	become	become	0
filthy	filthy	j	filthy	filthy	0
:	:	:	:	:	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
none	none	pix	none	none	0
that	that	cst	that	that	0
doth	doth	vdz	does	do	0
good	good	j	good	good	0
,	,	,	,	,	0
no	no	uh-dx	no	no	0
not	not	xx	not	not	0
one	one	crd	one	one	0
.	.	.	.	.	1
Tho	Tho	np1	Tho	Tho	0
I	I	pns11	I	i	0
neither	neither	av-d	neither	neither	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
Prophet	Prophet	n1	Prophet	prophet	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
the	the	dt	the	the	0
Son	Son	n1	Son	son	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Prophet	Prophet	n1	Prophet	prophet	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
I	I	pns11	I	i	0
dare	dare	vvb	dare	dare	0
be	be	vbb	be	be	0
bold	bold	j	bold	bold	0
to	to	pc-acp	to	to	0
foretel	foretel	vvi	foretell	foretell	0
greater	greater	jc	greater	great	0
Storms	Storms	n2	Storms	storm	0
hang	hang	vvb	hang	hang	0
∣	∣	sy	∣	∣	0
ing	ing	n1	king	king	0
over	over	p-acp	over	over	0
our	our	po12	our	our	0
heads	heads	n2	heads	head	0
,	,	,	,	,	0
unless	unless	cs	unless	unless	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
prevented	prevented	vvn	prevented	prevent	0
:	:	:	:	:	0
It	It	pn31	It	it	0
is	is	vbz	is	be	0
enough	enough	av-d	enough	enough	0
to	to	p-acp	to	to	0
me	me	pno11	me	i	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
me	me	pno11	me	i	0
affirm	affirm	vvi	affirm	affirm	0
this	this	d	this	this	0
;	;	;	;	;	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
see	see	vvb	see	see	0
those	those	d	those	those	0
crimes	crimes	n2	crimes	crime	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Earth	Earth	n1	Earth	earth	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
God	God	np1	God	God	0
Almighty	Almighty	j-jn	Almighty	almighty	0
by	by	p-acp	by	by	0
infallible	infallible	j	infallible	infallible	0
Oracles	Oracles	n2	Oracles	oracle	0
has	has	vhz	has	have	0
threatned	threatned	vvn	threatened	threaten	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
let	let	vvi	let	let	0
go	go	vvb	go	go	0
unpuni	unpuni	fw-la	unpuni	unpuni	0
∣	∣	sy	∣	∣	0
shed	shed	n1	shed	shed	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
if	if	cs	if	if	0
the	the	dt	the	the	0
Lion	Lion	n1	Lion	lion	0
roar	roar	vvi	roar	roar	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
afraid	afraid	j	afraid	afraid	0
?	?	?	?	?	0
if	if	cs	if	if	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
hath	hath	vhz	hath	have	0
spoken	spoken	vvn	spoken	speak	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
shall	shall	vmb	shall	shall	0
not	not	xx	not	not	0
prophe	prophe	n1	prophe	prophe	0
∣	∣	sy	∣	∣	0
sie	sie	uh	sie	fie	0
?	?	?	?	?	1
Therefore	Therefore	av	Therefore	therefore	0
he	he	pns31	he	he	0
may	may	vmb	may	may	0
very	very	av	very	very	0
lawfully	lawfully	av-j	lawfully	lawful	0
predict	predict	vvb	predict	predict	0
future	future	j-jn	future	future	0
evils	evils	n2-jn	evils	evil	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
sees	sees	vvz	sees	see	0
the	the	dt	the	the	0
manifest	manifest	j	manifest	manifest	0
causes	causes	n2	causes	cause	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
which	which	r-crq	which	which	0
,	,	,	,	,	0
God	God	np1	God	God	0
Almighty	Almighty	j-jn	Almighty	almighty	0
,	,	,	,	,	0
calling	calling	vvg	calling	call	0
Heaven	Heaven	n1	Heaven	heaven	0
and	and	cc	and	and	0
Earth	Earth	n1	Earth	earth	0
to	to	pc-acp	to	to	0
witness	witness	vvi	witness	witness	0
,	,	,	,	,	0
has	has	vhz	has	have	0
foretold	foretold	vvn	foretold	foretell	0
that	that	d	that	that	0
diffi	diffi	n2	diffi	diffi	0
∣	∣	sy	∣	∣	0
cult	cult	j	cult	cult	0
and	and	cc	and	and	0
sad	sad	j	sad	sad	0
times	times	n2	times	time	0
will	will	vmb	will	will	0
arise	arise	vvi	arise	arise	0
.	.	.	.	.	1
Isa.	Isa.	np1	Isa.	Isa.	0
1.	1.	crd	1.	1.	1
Now	Now	av	Now	now	0
the	the	dt	the	the	0
causes	causes	n2	causes	cause	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
observe	observe	vvb	observe	observe	0
,	,	,	,	,	0
I	I	pns11	I	i	0
think	think	vvb	think	think	0
are	are	vbr	are	be	0
obvious	obvious	j	obvious	obvious	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
Men	Men	n2	Men	man	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
wit	wit	vvi	wit	wit	0
,	,	,	,	,	0
Deut.	Deut.	np1	Deut.	Deut.	1
32.	32.	crd	32.	32.	0
our	our	po12	our	our	0
contumacy	contumacy	n1	contumacy	contumacy	0
and	and	cc	and	and	0
inso	inso	fw-la	inso	inso	0
∣	∣	sy	∣	∣	0
lence	lence	n1	lence	lence	0
,	,	,	,	,	0
our	our	po12	our	our	0
hardned	hardned	j-vvn	hardened	harden	0
obstinacy	obstinacy	n1	obstinacy	obstinacy	0
in	in	p-acp	in	in	0
wicked	wicked	j	wicked	wicked	0
courses	courses	n2	courses	course	0
;	;	;	;	;	0
and	and	cc	and	and	0
a	a	dt	a	a	0
kind	kind	n1	kind	kind	0
of	of	pp-f	of	of	0
contending	contending	vvg	contending	contend	0
with	with	p-acp	with	with	0
God	God	np1	God	God	0
that	that	cst	that	that	0
punishes	punishes	vvz	punishes	punish	0
us	us	pno12	us	we	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
Prophet	Prophet	n1	Prophet	prophet	0
Isaiah	Isaiah	np1	Isaiah	Isaiah	0
takes	takes	vvz	takes	take	0
notice	notice	n1	notice	notice	0
of	of	pp-f	of	of	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Jews	Jews	np2	Jews	Jew	0
.	.	.	.	.	1
Isai.	Isai.	np1	Isai.	Isai.	0
1.	1.	crd	1.	1.	1
Why	Why	q-crq	Why	why	0
should	should	vmd	should	shall	0
ye	ye	pn22	you	you	0
be	be	vbi	be	be	0
stricken	stricken	vvn	stricken	strike	0
any	any	d	any	any	0
more	more	dc	more	more	0
?	?	?	?	?	0
ye	ye	pn22	you	you	0
will	will	vmb	will	will	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
volt	volt	n1	volt	volt	0
more	more	n1	more	moor	0
and	and	cc	and	and	0
more	more	av-dc	more	more	0
:	:	:	:	:	0
The	The	dt	The	the	0
whole	whole	j-jn	whole	whole	0
head	head	n1	head	head	0
is	is	vbz	is	be	0
sick	sick	j	sick	sick	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
heart	heart	n1	heart	heart	0
faint	faint	j	faint	faint	0
.	.	.	.	.	1
From	From	p-acp	From	from	0
the	the	dt	the	the	0
sole	sole	j	sole	sole	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
foot	foot	n1	foot	foot	0
even	even	av	even	even	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
head	head	n1	head	head	0
,	,	,	,	,	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
soundness	soundness	n1	soundness	soundness	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
wounds	wounds	n2	wounds	wound	0
,	,	,	,	,	0
and	and	cc	and	and	0
bruises	bruises	n2	bruises	bruise	0
,	,	,	,	,	0
and	and	cc	and	and	0
putrifying	putrifying	vvg	putrifying	putrify	0
sores	sores	n2	sores	sore	0
:	:	:	:	:	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
not	not	xx	not	not	0
been	been	vbn	been	be	0
closed	closed	vvn	closed	close	0
,	,	,	,	,	0
neither	neither	av-dx	neither	neither	0
bound	bound	vvn	bound	bind	0
up	up	a-acp	up	up	0
,	,	,	,	,	0
neither	neither	av-dx	neither	neither	0
mollified	mollified	vvn	mollified	mollify	0
with	with	p-acp	with	with	0
Ointment	Ointment	n1	Ointment	ointment	0
.	.	.	.	.	1
And	And	np1	And	And	0
,	,	,	,	,	0
would	would	vmd	would	will	0
to	to	p-acp	to	to	0
God!	God!	np1	God!	God!	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
tossing	tossing	n-vvg	tossing	toss	0
and	and	cc	and	and	0
agitation	agitation	n1	agitation	agitation	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
World	World	n1	World	world	0
there	there	a-acp	there	there	0
were	were	vbdr	were	be	0
no	no	dx	no	no	0
other	other	j-jn	other	other	0
loss	loss	n1	loss	loss	0
but	but	cc-acp	but	but	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
wealth	wealth	n1	wealth	wealth	0
,	,	,	,	,	0
