HAuing	HAuing	vhg	Having	have	0
recommended	recommended	vvn	recommended	recommend	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
studies	studies	n2	studies	study	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
ground-worke	ground-worke	n1	groundwork	groundwork	0
of	of	pp-f	of	of	0
Religion	Religion	n1	Religion	religion	0
,	,	,	,	,	0
the	the	dt	the	the	0
book	book	n1	book	book	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Couenant	Couenant	n1	Covenant	covenant	0
comprehending	comprehending	vvg	comprehending	comprehend	0
all	all	d	all	all	0
things	things	n2	things	thing	0
that	that	cst	that	that	0
euer	euer	av	ever	ever	0
was	was	vbds	was	be	0
,	,	,	,	,	0
al	al	d	all	all	0
things	things	n2	things	thing	0
that	that	cst	that	that	0
now	now	av	now	now	0
is	is	vbz	is	be	0
,	,	,	,	,	0
&	&	cc	&	and	0
al	al	d	all	all	0
thinges	thinges	n2	things	thing	0
that	that	cst	that	that	0
euer	euer	av	ever	ever	0
wil	wil	vmb	will	will	0
bee	bee	vbi	be	be	0
to	to	pc-acp	to	to	0
come	come	vvi	come	come	0
;	;	;	;	;	0
in	in	p-acp	in	in	0
heauen	heauen	n1	heaven	heaven	0
,	,	,	,	,	0
cōcerning	cōcerning	vvg	concerning	concern	0
his	his	po31	his	his	0
Dei	Dei	fw-la	Dei	dei	0
∣	∣	sy	∣	∣	0
ty	ty	zz	ty	ty	0
:	:	:	:	:	0
in	in	p-acp	in	in	0
earth	earth	n1	earth	earth	0
,	,	,	,	,	0
cōcerning	cōcerning	vvg	concerning	concern	0
his	his	po31	his	his	0
elect	elect	j	elect	elect	0
▪	▪	▪	▪	▪	0
&	&	cc	&	and	0
in	in	p-acp	in	in	0
hel	hel	n1	hell	hell	0
,	,	,	,	,	0
concerning	concerning	vvg	concerning	concern	0
the	the	dt	the	the	0
damned	damned	j-vvn	damned	damn	0
.	.	.	.	.	1
There	There	pc-acp	There	there	0
was	was	vbds	was	be	0
two	two	crd	two	two	0
waights	waights	n2	weights	weight	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
holy	holy	j	holy	holy	0
san	san	zz	san	san	0
∣	∣	sy	∣	∣	0
ctuary	ctuary	n1	ctuary	ctuary	0
;	;	;	;	;	0
the	the	dt	the	the	0
one	one	pi	one	one	0
called	called	vvd	called	call	0
Stater	Stater	n1	Stater	stater	0
,	,	,	,	,	0
a	a	dt	a	a	0
ballance	ballance	n1	balance	balance	0
to	to	pc-acp	to	to	0
weigh	weigh	vvi	weigh	weigh	0
all	all	d	all	all	0
things	things	n2	things	thing	0
belōging	belōging	vvg	belonging	belong	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
common	common	j	common	common	0
weale	weale	n1	weal	weal	0
:	:	:	:	:	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
Si	Si	fw-mi	Si	si	0
∣	∣	sy	∣	∣	0
clum	clum	crd	clum	clum	0
,	,	,	,	,	0
a	a	dt	a	a	0
sickle	sickle	n1	fickle	sickle	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
was	was	vbds	was	be	0
to	to	pc-acp	to	to	0
wey	wey	vvi	weigh	weigh	0
al	al	d	all	all	0
things	things	n2	things	thing	0
belonging	belonging	vvg	belonging	belong	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Temple	Temple	n1	Temple	temple	0
:	:	:	:	:	0
shewing	shewing	vvg	showing	show	0
thereby	thereby	av	thereby	thereby	0
,	,	,	,	,	0
that	that	cst	that	that	0
al	al	d	all	all	0
things	things	n2	things	thing	0
what	what	r-crq	what	what	0
∣	∣	sy	∣	∣	0
soeuer	soeuer	av	soever	soever	0
,	,	,	,	,	0
do	do	vdb	do	do	0
apertain	apertain	vvi	appertain	appertain	0
either	either	av-d	either	either	0
to	to	p-acp	to	to	0
gods	gods	ng1	gods	god	0
glory	glory	n1	glory	glory	0
,	,	,	,	,	0
or	or	cc	or	or	0
our	our	po12	our	our	0
good	good	j	good	good	0
,	,	,	,	,	0
are	are	vbr	are	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
mesured	mesured	vvn	measured	measure	0
&	&	cc	&	and	0
proportioned	proportioned	vvn	proportioned	proportion	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
same	same	d	same	same	0
book	book	n1	book	book	0
.	.	.	.	.	1
God	God	np1	God	God	0
said	said	vvd	said	say	0
to	to	p-acp	to	to	0
Moses	Moses	np1	Moses	Moses	0
,	,	,	,	,	0
Take	Take	vvb	Take	take	0
sweet	sweet	j	sweet	sweet	0
spices	spices	n2	spices	spice	0
,	,	,	,	,	0
pure	pure	j	pure	pure	0
Mirth	Mirth	n1	Mirth	mirth	0
,	,	,	,	,	0
Ca	Ca	zz	Ca	ca	0
∣	∣	sy	∣	∣	0
lamos	lamos	n2	lamos	lamo	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	0
then	then	av	then	then	0
offer	offer	vvi	offer	offer	0
:	:	:	:	:	0
wherein	wherein	c-crq	wherein	wherein	0
also	also	av	also	also	0
he	he	pns31	he	he	0
plainly	plainly	av-j	plainly	plain	0
shewes	shewes	vvz	shows	show	0
,	,	,	,	,	0
that	that	cst	that	that	0
al	al	d	all	all	0
kind	kind	n1	kind	kind	0
of	of	pp-f	of	of	0
seruing	seruing	vvg	serving	serve	0
his	his	po31	his	his	0
Maiestie	Maiestie	n1	Majesty	majesty	0
,	,	,	,	,	0
&	&	cc	&	and	0
all	all	d	all	all	0
professions	professions	n2	professions	profession	0
wherby	wherby	c-crq	whereby	whereby	0
we	we	pns12	we	we	0
liue	liue	vvb	live	live	0
&	&	cc	&	and	0
haue	haue	vhb	have	have	0
our	our	po12	our	our	0
beeing	beeing	vbg	being	be	0
,	,	,	,	,	0
are	are	vbr	are	be	0
excluded	excluded	vvn	excluded	exclude	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
things	things	n2	things	thing	0
not	not	xx	not	not	0
sanctified	sanctified	vvn	sanctified	sanctify	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
book	book	n1	book	book	0
.	.	.	.	.	1
And	And	cc	And	and	0
yet	yet	av	yet	yet	0
good	good	j	good	good	0
Ho	Ho	uh	Ho	ho	0
:	:	:	:	:	0
Lady	Lady	n1	Lady	lady	0
&	&	cc	&	and	0
mistresse	mistresse	n1	mistress	mistress	0
,	,	,	,	,	0
I	I	pns11	I	i	0
say	say	vvb	say	say	0
,	,	,	,	,	0
&	&	cc	&	and	0
most	most	av-ds	most	most	0
wise	wise	j	wise	wise	0
mē	mē	n2	men	man	0
see	see	vvi	see	see	0
,	,	,	,	,	0
that	that	cst	that	that	0
few	few	d	few	few	0
do	do	vdb	do	do	0
read	read	vvi	read	read	0
it	it	pn31	it	it	0
,	,	,	,	,	0
fewer	fewer	d	fewer	few	0
regard	regard	n1	regard	regard	0
it	it	pn31	it	it	0
,	,	,	,	,	0
&	&	cc	&	and	0
fewest	fewest	ds	fewest	few	0
of	of	pp-f	of	of	0
al	al	d	all	all	0
do	do	vdb	do	do	0
frame	frame	vvi	frame	frame	0
their	their	po32	their	their	0
liues	liues	n2	lives	life	0
according	according	vvg	according	accord	0
vnto	vnto	p-acp	unto	unto	0
it	it	pn31	it	it	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
as	as	a-acp	as	as	0
rare	rare	j	rare	rare	0
a	a	pp-f	a	of	0
a	a	dt	a	a	0
thing	thing	n1	thing	thing	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
noble	noble	j	noble	noble	0
womē	womē	n2	women	woman	0
,	,	,	,	,	0
&	&	cc	&	and	0
men	men	n2	men	man	0
of	of	pp-f	of	of	0
great	great	j	great	great	0
place	place	n1	place	place	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
haue	haue	vhi	have	have	0
the	the	dt	the	the	0
Bible	Bible	n1	Bible	bible	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
hands	hands	n2	hands	hand	0
,	,	,	,	,	0
&	&	cc	&	and	0
to	to	pc-acp	to	to	0
order	order	vvi	order	order	0
their	their	po32	their	their	0
cōuer	cōuer	n1	cover	cover	0
¦	¦	sy	¦	¦	0
sation	sation	n1	sation	sation	0
accordingly	accordingly	av-vvg	accordingly	accord	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
a	a	dt	a	a	0
man	man	n1	man	man	0
of	of	pp-f	of	of	0
plesant	plesant	j	pleasant	pleasant	0
posses	posses	n2	poss	posse	0
∣	∣	sy	∣	∣	0
sions	sions	n1	zions	zions	0
,	,	,	,	,	0
sel	sel	vvd	sell	fall	0
all	all	d	all	all	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
and	and	cc	and	and	0
giue	giue	vvb	give	give	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
poor	poor	j	poor	poor	0
:	:	:	:	:	0
or	or	cc	or	or	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
a	a	dt	a	a	0
Camel	Camel	n1	Camel	camel	0
go	go	vvb	go	go	0
thrugh	thrugh	p-acp	through	through	0
the	the	dt	the	the	0
eye	eye	n1	eye	eye	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
needle	needle	n1	needle	needle	0
.	.	.	.	.	1
By	By	p-acp	By	by	0
how	how	c-crq	how	how	0
much	much	av-d	much	much	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
right	right	j-jn	right	right	0
Ho	Ho	uh	Ho	ho	0
:	:	:	:	:	0
are	are	vbr	are	be	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
admyred	admyred	vvn	admired	admire	0
and	and	cc	and	and	0
had	had	vhd	had	have	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
wonder	wonder	n1	wonder	wonder	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
world	world	n1	world	world	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
darely	darely	j	darely	darely	0
endeuours	endeuours	n2	endeavours	endeavour	0
after	after	p-acp	after	after	0
Diuinity	Diuinity	n1	Divinity	divinity	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
knowledge	knowledge	n1	knowledge	knowledge	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
holy	holy	j	holy	holy	0
tongs	tongs	n2	tongue's	tong	0
:	:	:	:	:	0
&	&	cc	&	and	0
especially	especially	av-j	especially	especial	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
careful	careful	j	careful	careful	0
practise	practise	n1	practice	practice	0
therof	therof	av	thereof	thereof	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
home	home	n1-an	home	home	0
amongst	amongst	p-acp	among	among	0
your	your	po22	your	your	0
houshold	houshold	n1	household	household	0
:	:	:	:	:	0
and	and	cc	and	and	0
abroad	abroad	av	abroad	abroad	0
amongest	amongest	p-acp	amongst	amongst	0
the	the	dt	the	the	0
distressed	distressed	j-vvn	distressed	distress	0
Saints	Saints	n2	Saints	saint	0
.	.	.	.	.	1
As	As	p-acp	As	as	0
the	the	dt	the	the	0
people	people	n1	people	people	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
captiuity	captiuity	n1	captivity	captivity	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
discerne	discerne	vvi	discern	discern	0
the	the	dt	the	the	0
sound	sound	n1	found	sound	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
shout	shout	n1	shout	shout	0
for	for	p-acp	for	for	0
ioy	ioy	n1	joy	joy	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
noyse	noyse	n1	noise	noise	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
weeping	weeping	vvg	weeping	weep	0
when	when	c-crq	when	when	0
the	the	dt	the	the	0
foundation	foundation	n1	foundation	foundation	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
tē	tē	crd	tē	ten	0
∣	∣	sy	∣	∣	0
ple	ple	j-jn	ple	ple	0
was	was	vbds	was	be	0
laid	laid	vvn	laid	lay	0
;	;	;	;	;	0
euen	euen	av	even	even	0
so	so	av	so	so	0
the	the	dt	the	the	0
greatnesse	greatnesse	n1	greatness	greatness	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
greese	greese	n1	greese	grief	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
continual	continual	j	continual	continual	0
study	study	n1	study	study	0
at	at	p-acp	at	at	0
home	home	n1-an	home	home	0
,	,	,	,	,	0
cannot	cannot	vmbx	cannot	can	0
be	be	vbi	be	be	0
discerned	discerned	vvn	discerned	discern	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
greatnes	greatnes	n1	greatness	greatness	0
of	of	pp-f	of	of	0
then	then	av	then	then	0
ioy	ioy	vvb	joy	joy	0
whome	whome	r-crq	whom	who	0
yee	yee	pn22	ye	you	0
releeue	releeue	vvb	relieve	relieve	0
a	a	dt	a	a	0
∣	∣	sy	∣	∣	0
broad	broad	j	broad	broad	0
.	.	.	.	.	1
Your	Your	po22	Your	your	0
Ho	Ho	uh	Ho	ho	0
hath	hath	vhz	hath	have	0
constantly	constantly	av-j	constantly	constant	0
continued	continued	vvn	continued	continue	0
hither	hither	av	hither	hither	0
∣	∣	sy	∣	∣	0
to	to	p-acp	to	to	0
,	,	,	,	,	0
proceed	proceed	vvb	proceed	proceed	0
,	,	,	,	,	0
I	I	pns11	I	i	0
pray	pray	vvb	pray	pray	0
you	you	pn22	you	you	0
,	,	,	,	,	0
Rule	Rule	n1	Rule	rule	0
on	on	p-acp	on	on	0
right	right	n-jn	right	right	0
Ho	Ho	uh	Ho	ho	0
:	:	:	:	:	0
good	good	j	good	good	0
luck	luck	n1	luck	luck	0
haue	haue	vhb	have	have	0
you	you	pn22	you	you	0
good	good	j	good	good	0
La	La	uh	La	la	0
:	:	:	:	:	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
name	name	n1	name	name	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
.	.	.	.	.	1
As	As	p-acp	As	as	0
the	the	dt	the	the	0
Iewes	Iewes	np2	Iewes	Jew	0
finished	finished	vvd	finished	finish	0
the	the	dt	the	the	0
Temple	Temple	n1	Temple	temple	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
weapons	weapons	n2	weapons	weapon	0
in	in	p-acp	in	in	0
one	one	crd	one	one	0
hād	hād	n1	hand	hand	0
and	and	cc	and	and	0
nowels	nowels	n2	nowels	nowel	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
hand	hand	n1	hand	hand	0
,	,	,	,	,	0
so	so	av	so	so	0
I	I	pns11	I	i	0
pray	pray	vvb	pray	pray	0
god	god	n1	god	god	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
finish	finish	vvi	finish	finish	0
your	your	po22	your	your	0
faith	faith	n1	faith	faith	0
vnto	vnto	p-acp	unto	unto	0
death	death	n1	death	death	0
:	:	:	:	:	0
with	with	p-acp	with	with	0
your	your	po22	your	your	0
booke	booke	n1	book	book	0
moue	moue	vvi	move	move	0
hand	hand	n1	hand	hand	0
,	,	,	,	,	0
&	&	cc	&	and	0
your	your	po22	your	your	0
aliues	aliues	n2	alives	alive	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
.	.	.	.	.	1
I	I	pns11	I	i	0
must	must	vmb	must	must	0
be	be	vbi	be	be	0
forced	forced	vvn	forced	force	0
to	to	pc-acp	to	to	0
cease	cease	vvi	cease	cease	0
keeping	keeping	vvg	keeping	keep	0
the	the	dt	the	the	0
limitation	limitation	n1	limitation	limitation	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Printer	Printer	np1	Printer	Printer	0
.	.	.	.	.	1
Only	Only	j	Only	only	0
de	de	fw-fr	de	de	0
∣	∣	sy	∣	∣	0
siring	siring	vvg	siring	sire	0
your	your	po22	your	your	0
Ho	Ho	uh	Ho	ho	0
:	:	:	:	:	0
to	to	pc-acp	to	to	0
accept	accept	vvi	accept	accept	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
my	my	po11	my	my	0
labor	labor	n1	labour	labour	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
of	of	pp-f	of	of	0
∣	∣	sy	∣	∣	0
fr	fr	av	fr	fr	0
vnto	vnto	p-acp	unto	unto	0
your	your	po22	your	your	0
La	La	uh	La	la	0
:	:	:	:	:	0
before	before	c-acp	before	before	0
all	all	d	all	all	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
token	token	n1	token	token	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
humble	humble	j	humble	humble	0
duty	duty	n1	duty	duty	0
,	,	,	,	,	0
Protesting	Protesting	vvg	Protesting	protest	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
vttermost	vttermost	j	uttermost	uttermost	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
power	power	n1	power	power	0
,	,	,	,	,	0
truly	truly	av-j	truly	true	0
tanslated	tanslated	vvn	tanslated	tanslate	0
the	the	dt	the	the	0
same	same	d	same	same	0
:	:	:	:	:	0
not	not	xx	not	not	0
intēding	intēding	vvg	intending	intend	0
your	your	po22	your	your	0
Ho.	Ho.	j	Ho.	honourable	0
instruction	instruction	n1	instruction	instruction	0
therein	therein	av	therein	therein	0
(	(	(	(	(	0
though	though	cs	though	though	0
the	the	dt	the	the	0
original	original	j-jn	original	original	0
be	be	vbi	be	be	0
very	very	av	very	very	0
profitable	profitable	j	profitable	profitable	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
vnderstanding	vnderstanding	n1	understanding	understanding	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Bible	Bible	n1	Bible	bible	0
)	)	)	)	)	0
but	but	cc-acp	but	but	0
to	to	pc-acp	to	to	0
instruct	instruct	vvi	instruct	instruct	0
the	the	dt	the	the	0
ignorant	ignorant	j	ignorant	ignorant	0
multitude	multitude	n1	multitude	multitude	0
:	:	:	:	:	0
for	for	p-acp	for	for	0
whose	whose	rg-crq	whose	who	0
sake	sake	n1	sake	sake	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
your	your	po22	your	your	0
Ho	Ho	uh	Ho	ho	0
:	:	:	:	:	0
wil	wil	vmb	will	will	0
patronize	patronize	vvi	patronise	patronize	0
it	it	pn31	it	it	0
.	.	.	.	.	1
The	The	dt	The	the	0
spirit	spirit	n1	spirit	spirit	0
of	of	pp-f	of	of	0
him	him	pno31	him	he	0
that	that	cst	that	that	0
raised	raised	vvd	raised	raise	0
up	up	a-acp	up	up	0
Iesus	Iesus	np1	Iesus	Jesus	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
dead	dead	j	dead	dead	0
,	,	,	,	,	0
sanctifie	sanctifie	vvb	sanctify	sanctify	0
you	you	pn22	you	you	0
and	and	cc	and	and	0
saue	saue	vvb	save	save	0
you	you	pn22	you	you	0
.	.	.	.	.	1
London	London	np1	London	London	0
Ia	Ia	zz	Ia	ia	0
:	:	:	:	:	0
20	20	crd	20	20	0
1597.	1597.	crd	1597.	1597.	1
