DEarely	DEarely	av-jn	Dearly	dear	0
(	(	(	(	(	0
J	J	pns11	J	i	0
speake	speake	vvb	speak	speak	0
it	it	pn31	it	it	0
with	with	p-acp	with	with	0
comfort	comfort	n1	comfort	comfort	0
and	and	cc	and	and	0
thankefulnesse	thankefulnesse	n1	thankfulness	thankfulness	0
)	)	)	)	)	0
that	that	cst	that	that	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
were	were	vbdr	were	be	0
possible	possible	j	possible	possible	0
,	,	,	,	,	0
would	would	vmd	would	will	0
even	even	av	even	even	0
pluck	pluck	vvi	pluck	pluck	0
out	out	av	out	out	0
their	their	po32	their	their	0
owne	owne	d	own	own	0
eyes	eyes	n2	eyes	eye	0
to	to	pc-acp	to	to	0
doe	doe	vdi	do	do	0
me	me	pno11	me	i	0
good	good	j	good	good	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
S.	S.	n1	S.	saint	0
Paul	Paul	np1	Paul	Paul	0
magnifieth	magnifieth	vvz	magnifieth	magnify	0
the	the	dt	the	the	0
love	love	n1	love	love	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Galatians	Galatians	np1	Galatians	Galatians	0
4.15	4.15	crd	4.15	4.15	0
.	.	.	.	.	1
And	And	cc	And	and	0
now	now	av	now	now	0
to	to	pc-acp	to	to	0
testify	testify	vvi	testify	testify	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
world	world	n1	world	world	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
not	not	xx	not	not	0
in	in	p-acp	in	in	0
∣	∣	sy	∣	∣	0
sensible	sensible	j	sensible	sensible	0
of	of	pp-f	of	of	0
so	so	av	so	so	0
great	great	j	great	great	0
love	love	n1	love	love	0
,	,	,	,	,	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
adventured	adventured	vvn	adventured	adventure	0
to	to	pc-acp	to	to	0
publish	publish	vvi	publish	publish	0
&	&	cc	&	and	0
to	to	pc-acp	to	to	0
dedicate	dedicate	vvi	dedicate	dedicate	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
these	these	d	these	these	0
indigested	indigested	j	indigested	indigested	0
meditations	meditations	n2	meditations	meditation	0
,	,	,	,	,	0
pro	pro	fw-la	pro	pro	0
∣	∣	sy	∣	∣	0
vided	vided	vvn	vided	vide	0
for	for	p-acp	for	for	0
you	you	pn22	you	you	0
but	but	p-acp	but	but	0
elsewhere	elsewhere	av	elsewhere	elsewhere	0
delivered	delivered	vvn	delivered	deliver	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
(	(	(	(	(	0
though	though	cs	though	though	0
rude	rude	j	rude	rude	0
and	and	cc	and	and	0
unpolished	unpolished	j	unpolished	unpolished	0
)	)	)	)	)	0
I	I	pns11	I	i	0
desire	desire	vvb	desire	desire	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
accept	accept	vvi	accept	accept	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
pledge	pledge	n1	pledge	pledge	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
thankfulnesse	thankfulnesse	n1	thankfulness	thankfulness	0
,	,	,	,	,	0
and	and	cc	and	and	0
an	an	dt	and	a	0
earnest	earnest	n1	earnest	earnest	0
of	of	pp-f	of	of	0
farther	farther	jc	farther	far	0
inde	inde	fw-la	inde	inde	0
∣	∣	sy	∣	∣	0
vours	vours	n2	vours	vour	0
,	,	,	,	,	0
if	if	cs	if	if	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
permitted	permitted	vvn	permitted	permit	0
.	.	.	.	.	1
I	I	pns11	I	i	0
weigh	weigh	vvb	weigh	weigh	0
not	not	xx	not	not	0
any	any	d	any	any	0
mans	mans	ng1	men	man	0
censure	censure	n1	censure	censure	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
rest	rest	n1	rest	rest	0
satisfied	satisfied	vvn	satisfied	satisfy	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
sincerity	sincerity	n1	sincerity	sincerity	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
own	own	d	own	own	0
intentions	intentions	n2	intentions	intention	0
:	:	:	:	:	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
applause	applause	n1	applause	applause	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
aime	aime	vvb	aim	aim	0
at	at	p-acp	at	at	0
,	,	,	,	,	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
no	no	dx	no	no	0
selfe-flatterer	selfe-flatterer	n1	selfe-flatterer	selfe-flatterer	0
,	,	,	,	,	0
no	no	dx	no	no	0
man	man	n1	man	man	0
can	can	vmb	can	can	0
have	have	vhi	have	have	0
a	a	dt	a	a	0
mea	mea	zz	mea	mea	0
∣	∣	sy	∣	∣	0
ner	ner	zz	ner	ner	0
esteem	esteem	n1	esteem	esteem	0
of	of	pp-f	of	of	0
me	me	pno11	me	i	0
or	or	cc	or	or	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
labours	labours	n2	labours	labour	0
then	then	av	then	then	0
I	I	pns11	I	i	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
have	have	vhb	have	have	0
,	,	,	,	,	0
Apostolorum	Apostolorum	np1	Apostolorum	Apostolorum	0
minimus	minimus	fw-la	minimus	minimus	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
S.	S.	np1	S.	S.	0
Paul	Paul	np1	Paul	Paul	0
said	said	vvd	said	say	0
)	)	)	)	)	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
the	the	dt	the	the	0
least	least	ds	least	least	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Apostles	Apostles	n2	Apostles	apostle	0
,	,	,	,	,	0
nay	nay	uh-x	nay	nay	0
lesse	lesse	av-dc	less	less	0
then	then	cs	then	than	0
the	the	dt	the	the	0
least	least	ds	least	least	0
.	.	.	.	.	1
Eph.	Eph.	np1	Eph.	Eph.	0
3.8	3.8	crd	3.8	3.8	0
.	.	.	.	.	1
Yet	Yet	av	Yet	yet	0
am	am	vbm	am	be	0
I	I	pns11	I	i	0
not	not	xx	not	not	0
hereby	hereby	av	hereby	hereby	0
discouraged	discouraged	vvn	discouraged	discourage	0
from	from	p-acp	from	from	0
attempting	attempting	vvg	attempting	attempt	0
to	to	pc-acp	to	to	0
doe	doe	vdi	do	do	0
what	what	r-crq	what	what	0
good	good	j	good	good	0
I	I	pns11	I	i	0
can	can	vmb	can	can	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
place	place	n1	place	place	0
and	and	cc	and	and	0
station	station	n1	station	station	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
great	great	j	great	great	0
Shepheard	Shepheard	n1	Shepherd	shepherd	0
and	and	cc	and	and	0
Bishop	Bishop	n1	Bishop	bishop	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
souls	souls	n2	souls	soul	0
hath	hath	vhz	hath	have	0
allot	allot	vvi	allot	allot	0
∣	∣	sy	∣	∣	0
ted	ted	n1	ted	ted	0
to	to	p-acp	to	to	0
me	me	pno11	me	i	0
,	,	,	,	,	0
and	and	cc	and	and	0
who	who	r-crq	who	who	0
knowes	knowes	vvz	knows	know	0
whether	whether	cs	whither	whether	0
this	this	d	this	this	0
Sermon	Sermon	n1	Sermon	sermon	0
(	(	(	(	(	0
read	read	vvn	read	read	0
of	of	pp-f	of	of	0
many	many	d	many	many	0
)	)	)	)	)	0
may	may	vmb	may	may	0
not	not	xx	not	not	0
through	through	p-acp	through	through	0
the	the	dt	the	the	0
blessing	blessing	n1	blessing	blessing	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
rouze	rouze	vvi	rouse	rouse	0
up	up	a-acp	up	up	0
some	some	d	some	some	0
hard	hard	j	hard	hard	0
hearted	hearted	j-vvn	hearted	heart	0
sinner	sinner	n1	sinner	sinner	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
sleepe	sleepe	n1	sleep	sleep	0
of	of	pp-f	of	of	0
security	security	n1	security	security	0
,	,	,	,	,	0
&	&	cc	&	and	0
cause	cause	vvi	cause	cause	0
him	him	pno31	him	he	0
to	to	pc-acp	to	to	0
bring	bring	vvi	bring	bring	0
a	a	dt	a	a	0
bucket	bucket	n1	bucket	bucket	0
of	of	pp-f	of	of	0
teares	teares	n2	tears	tear	0
toward	toward	p-acp	towards	towards	0
the	the	dt	the	the	0
quench	quench	vvi	quench	quench	0
∣	∣	sy	∣	∣	0
ing	ing	n1	king	king	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
wrath	wrath	n1	wrath	wrath	0
and	and	cc	and	and	0
fiery	fiery	j	fiery	fiery	0
indignation	indignation	n1	indignation	indignation	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
kind	kind	j	kind	kind	0
∣	∣	sy	∣	∣	0
led	led	vvd	led	lead	0
against	against	p-acp	against	against	0
our	our	po12	our	our	0
Hierusalem	Hierusalem	np1	Hierusalem	Jerusalem	0
?	?	?	?	?	0
this	this	d	this	this	0
is	is	vbz	is	be	0
my	my	po11	my	my	0
desire	desire	n1	desire	desire	0
,	,	,	,	,	0
my	my	po11	my	my	0
hope	hope	n1	hope	hope	0
,	,	,	,	,	0
wherein	wherein	c-crq	wherein	wherein	0
,	,	,	,	,	0
if	if	cs	if	if	0
I	I	pns11	I	i	0
shal	shal	vmb	shall	shall	0
faile	faile	vvi	fail	fail	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
expectation	expectation	n1	expectation	expectation	0
,	,	,	,	,	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
sit	sit	vvi	fit	sit	0
down	down	a-acp	down	down	0
and	and	cc	and	and	0
weep	weep	vvi	weep	weep	0
with	with	p-acp	with	with	0
my	my	po11	my	my	0
Saviour	Saviour	n1	Saviour	saviour	0
,	,	,	,	,	0
that	that	cst	that	that	0
after	after	p-acp	after	after	0
so	so	av	so	so	0
much	much	av-d	much	much	0
planting	planting	vvg	planting	plant	0
and	and	cc	and	and	0
so	so	av	so	so	0
much	much	av-d	much	much	0
watering	watering	vvg	watering	water	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
dew	dew	n1	due	dew	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
heavenly	heavenly	j	heavenly	heavenly	0
word	word	n1	word	word	0
,	,	,	,	,	0
there	there	a-acp	there	there	0
followes	followes	vvz	follows	follow	0
so	so	av	so	so	0
little	little	av-j	little	little	0
watering	watering	vvg	watering	water	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
teares	teares	n2	tears	tear	0
of	of	pp-f	of	of	0
true	true	j	true	true	0
repentance	repentance	n1	repentance	repentance	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
I	I	pns11	I	i	0
hope	hope	vvb	hope	hope	0
better	better	jc	better	better	0
things	things	n2	things	thing	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
(	(	(	(	(	0
dearely	dearely	av-jn	dearly	dear	0
beloved	beloved	vvn	beloved	belove	0
)	)	)	)	)	0
and	and	cc	and	and	0
things	things	n2	things	thing	0
that	that	cst	that	that	0
accompany	accompany	vvb	accompany	accompany	0
salvation	salvation	n1	salvation	salvation	0
:	:	:	:	:	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
in	in	p-acp	in	in	0
mercy	mercy	n1	mercy	mercy	0
open	open	vvi	open	open	0
all	all	d	all	all	0
our	our	po12	our	our	0
eyes	eyes	n2	eyes	eye	0
,	,	,	,	,	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
may	may	vmb	may	may	0
at	at	p-acp	at	at	0
length	length	n1	length	length	0
discern	discern	vvi	discern	discern	0
the	the	dt	the	the	0
mi	mi	fw-mi	mi	mi	0
∣	∣	sy	∣	∣	0
series	series	n2	series	series	0
that	that	cst	that	that	0
hang	hang	vvb	hang	hang	0
over	over	p-acp	over	over	0
our	our	po12	our	our	0
heads	heads	n2	heads	head	0
by	by	p-acp	by	by	0
reason	reason	n1	reason	reason	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
sins	sins	n2	sins	sin	0
,	,	,	,	,	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
may	may	vmb	may	may	0
weepe	weepe	vvi	weep	weep	0
night	night	n1	night	night	0
and	and	cc	and	and	0
day	day	n1	day	day	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
manifold	manifold	j	manifold	manifold	0
pro	pro	fw-la	pro	pro	0
∣	∣	sy	∣	∣	0
vocations	vocations	n2	vocations	vocation	0
wherewith	wherewith	c-crq	wherewith	wherewith	0
we	we	pns12	we	we	0
have	have	vhb	have	have	0
provoked	provoked	vvn	provoked	provoke	0
him	him	pno31	him	he	0
to	to	pc-acp	to	to	0
anger	anger	vvi	anger	anger	0
:	:	:	:	:	0
so	so	av	so	so	0
prayeth	prayeth	vvz	prayeth	pray	0
.	.	.	.	.	1
