Worthy	Worthy	j	Worthy	worthy	0
will	will	vmb	will	will	0
keepe	keepe	vvi	keep	keep	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
holy	holy	j	holy	holy	0
Ghost	Ghost	n1	Ghost	ghost	0
leade	leade	vvi	lead	lead	0
them	them	pno32	them	they	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
hand	hand	n1	hand	hand	0
,	,	,	,	,	0
and	and	cc	and	and	0
direct	direct	vvi	direct	direct	0
them	them	pno32	them	they	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
the	the	dt	the	the	0
passages	passages	n2	passages	passage	0
thereof	thereof	av	thereof	thereof	0
:	:	:	:	:	0
Onely	Onely	av-j	Only	only	0
it	it	pn31	it	it	0
concerneth	concerneth	vvz	concerns	concern	0
vs	vs	pno12	us	we	0
to	to	pc-acp	to	to	0
aske	aske	vvi	ask	ask	0
the	the	dt	the	the	0
way	way	n1	way	way	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
im	im	p-acp	im	in	0
∣	∣	sy	∣	∣	0
portunity	portunity	n1	portunity	portunity	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
attend	attend	vvi	attend	attend	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
directions	directions	n2	directions	direction	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
word	word	n1	word	word	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
apply	apply	vvi	apply	apply	0
our	our	po12	our	our	0
hearts	hearts	n2	hearts	heart	0
,	,	,	,	,	0
and	and	cc	and	and	0
suf	suf	fw-fr	suf	suf	0
∣	∣	sy	∣	∣	0
fer	fer	fw-fr	fer	fer	0
our	our	po12	our	our	0
selues	selues	n2	selves	self	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
dispo	dispo	fw-es	dispo	dispo	0
∣	∣	sy	∣	∣	0
sed	sed	fw-la	sed	sed	0
aright	aright	av	aright	aright	0
,	,	,	,	,	0
that	that	cst	that	that	0
our	our	po12	our	our	0
eyes	eyes	n2	eyes	eye	0
may	may	vmb	may	may	0
see	see	vvi	see	see	0
the	the	dt	the	the	0
saluation	saluation	n1	salvation	salvation	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
:	:	:	:	:	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
particular	particular	j	particular	particular	0
we	we	pns12	we	we	0
must	must	vmb	must	must	0
look	look	vvi	look	look	0
to	to	p-acp	to	to	0
three	three	crd	three	three	0
things	things	n2	things	thing	0
:	:	:	:	:	0
First	First	ord	First	first	0
,	,	,	,	,	0
that	that	cst	that	that	0
if	if	cs	if	if	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
shew	shew	vvb	show	show	0
vs	vs	pno12	us	we	0
that	that	d	that	that	0
mercy	mercy	n1	mercy	mercy	0
to	to	pc-acp	to	to	0
direct	direct	vvi	direct	direct	0
vs	vs	pno12	us	we	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
way	way	n1	way	way	0
,	,	,	,	,	0
wee	wee	pns12	we	we	0
must	must	vmb	must	must	0
take	take	vvi	take	take	0
heed	heed	n1	heed	heed	0
that	that	cst	that	that	0
wee	wee	pns12	we	we	0
neglect	neglect	vvb	neglect	neglect	0
not	not	xx	not	not	0
,	,	,	,	,	0
or	or	cc	or	or	0
despise	despise	vvb	despise	despise	0
not	not	xx	not	not	0
the	the	dt	the	the	0
care	care	n1	care	care	0
of	of	pp-f	of	of	0
wal	wal	n1	wall	wall	0
∣	∣	sy	∣	∣	0
king	king	n1	king	king	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
way	way	n1	way	way	0
:	:	:	:	:	0
Second	Second	ord	Second	second	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
,	,	,	,	,	0
that	that	cst	that	that	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
diligence	diligence	n1	diligence	diligence	0
we	we	pns12	we	we	0
auoide	auoide	vvi	avoid	avoid	0
going	going	vvg	going	go	0
about	about	a-acp	about	about	0
,	,	,	,	,	0
and	and	cc	and	and	0
make	make	vvi	make	make	0
straight	straight	av-j	straight	straight	0
steps	steps	n2	steps	step	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
feet	feet	n2	feet	foot	0
:	:	:	:	:	0
and	and	cc	and	and	0
thirdly	thirdly	ord	thirdly	three	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
feare	feare	n1	fear	fear	0
watch	watch	vvb	watch	watch	0
our	our	po12	our	our	0
selues	selues	n2	selves	self	0
,	,	,	,	,	0
that	that	cst	that	that	0
wee	wee	pns12	we	we	0
fall	fall	vvb	fallen	fall	0
not	not	xx	not	not	0
off	off	a-acp	off	off	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
errours	errours	n2	errors	error	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
wicked	wicked	j	wicked	wicked	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
good	good	j	good	good	0
way	way	n1	way	way	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
our	our	po12	our	our	0
latter	latter	d	latter	latter	0
end	end	n1	end	end	0
bee	bee	vbi	be	be	0
worse	worse	av-jc	worse	worse	0
then	then	cs	then	than	0
our	our	po12	our	our	0
beginning	beginning	n1	beginning	beginning	0
.	.	.	.	.	1
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
vndertaken	vndertaken	vvn	undertaken	undertake	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
assistance	assistance	n1	assistance	assistance	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
directions	directions	n2	directions	direction	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
bles	bles	n2-j	bles	bles	0
∣	∣	sy	∣	∣	0
sed	sed	zz	sed	sed	0
Word	Word	n1	Word	word	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
single	single	j	single	single	0
out	out	av	out	out	0
the	the	dt	the	the	0
choisest	choisest	js	choicest	choice	0
things	things	n2	things	thing	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
finde	finde	vvi	find	find	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Scriptures	Scriptures	n2	Scriptures	scripture	0
,	,	,	,	,	0
concerning	concerning	vvg	concerning	concern	0
the	the	dt	the	the	0
entrance	entrance	n1	entrance	entrance	0
into	into	p-acp	into	into	0
this	this	d	this	this	0
way	way	n1	way	way	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
those	those	d	those	those	0
first	first	ord	first	first	0
pathes	pathes	n2	paths	path	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
called	called	vvn	called	call	0
holy	holy	j	holy	holy	0
.	.	.	.	.	1
The	The	dt	The	the	0
substance	substance	n1	substance	substance	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
directi	directi	n1	directi	directi	0
∣	∣	sy	∣	∣	0
ons	ons	pp-f|pno12	ons	of|we	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
digested	digested	vvn	digested	digest	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
Treatise	Treatise	n1	Treatise	treatise	0
following	following	vvg	following	follow	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
dedicate	dedicate	vvb	dedicate	dedicate	0
vnto	vnto	p-acp	unto	unto	0
your	your	po22	your	your	0
Ladiships	Ladiships	n2	Ladyships	ladyship	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
testi	testi	n1	testi	testi	0
∣	∣	sy	∣	∣	0
mony	mony	n1	money	money	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
thankfulnesse	thankfulnesse	n1	thankfulness	thankfulness	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
respect	respect	n1	respect	respect	0
you	you	pn22	you	you	0
haue	haue	vhb	have	have	0
shewed	shewed	vvn	showed	show	0
vnto	vnto	p-acp	unto	unto	0
my	my	po11	my	my	0
Ministe	Ministe	n1	Ministe	ministe	0
∣	∣	sy	∣	∣	0
rie	rie	n1	rye	rye	0
,	,	,	,	,	0
both	both	av-d	both	both	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
constant	constant	j	constant	constant	0
resort	resort	n1	resort	resort	0
vnto	vnto	p-acp	unto	unto	0
it	it	pn31	it	it	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
weeke	weeke	n1	week	week	0
daies	daies	n2	days	day	0
,	,	,	,	,	0
while	while	cs	while	while	0
you	you	pn22	you	you	0
liued	liued	vvd	lived	live	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
neighbour	neighbour	n1	neighbour	neighbour	0
Parish	Parish	n1	Parish	parish	0
;	;	;	;	;	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
two	two	crd	two	two	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
plea	plea	n1	plea	plea	0
∣	∣	sy	∣	∣	0
sed	sed	zz	sed	sed	0
to	to	p-acp	to	to	0
come	come	vvi	come	come	0
to	to	pc-acp	to	to	0
liue	liue	vvi	live	live	0
a	a	dt	a	a	0
∣	∣	sy	∣	∣	0
mongst	mongst	p-acp	amongst	among	0
vs	vs	pno12	us	we	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
are	are	vbr	are	be	0
be	be	vbi	be	be	0
∣	∣	sy	∣	∣	0
come	come	vvi	come	come	0
a	a	dt	a	a	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
charge	charge	n1	charge	charge	0
;	;	;	;	;	0
as	as	c-acp	as	as	0
also	also	av	also	also	0
to	to	p-acp	to	to	0
mani	mani	fw-la	mani	mani	0
∣	∣	sy	∣	∣	0
fest	fest	n1	fist	fist	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
world	world	n1	world	world	0
my	my	po11	my	my	0
ob	ob	fw-la	ob	ob	0
∣	∣	sy	∣	∣	0
seruance	seruance	n1	seruance	seruance	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Ladi	Ladi	n1	Ladi	lady	0
∣	∣	sy	∣	∣	0
ships	ships	n2	ships	ship	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
good	good	j	good	good	0
report	report	n1	report	report	0
you	you	pn22	you	you	0
haue	haue	vhb	have	have	0
amongst	amongst	p-acp	among	among	0
the	the	dt	the	the	0
godly	godly	j	godly	godly	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
grace	grace	n1	grace	grace	0
of	of	pp-f	of	of	0
Ie	Ie	fw-fr	Ie	je	0
∣	∣	sy	∣	∣	0
sus	sus	fw-la	sus	sus	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
and	and	cc	and	and	0
your	your	po22	your	your	0
vn	vn	fw-fr	vn	un	0
∣	∣	sy	∣	∣	0
faigned	faigned	vvn	feigned	feign	0
loue	loue	n1	love	love	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
:	:	:	:	:	0
Beseeching	Beseeching	vvg	Beseeching	beseech	0
your	your	po22	your	your	0
Accepta	Accepta	fw-la	Accepta	accepta	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
,	,	,	,	,	0
Perusall	Perusall	n1	Perusal	perusal	0
,	,	,	,	,	0
and	and	cc	and	and	0
Patronage	Patronage	n1	Patronage	patronage	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
,	,	,	,	,	0
I	I	pns11	I	i	0
take	take	vvb	take	take	0
my	my	po11	my	my	0
leaue	leaue	n1	leave	leave	0
,	,	,	,	,	0
and	and	cc	and	and	0
commend	commend	vvb	commend	commend	0
your	your	po22	your	your	0
Ladi	Ladi	n1	Ladi	lady	0
∣	∣	sy	∣	∣	0
ships	ships	n2	ships	ship	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
God	God	n1	God	god	0
of	of	pp-f	of	of	0
mercy	mercy	n1	mercy	mercy	0
and	and	cc	and	and	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
guide	guide	n1	guide	guide	0
,	,	,	,	,	0
comfort	comfort	n1	comfort	comfort	0
,	,	,	,	,	0
deliuer	deliuer	vvb	deliver	deliver	0
,	,	,	,	,	0
sanctifie	sanctifie	vvb	sanctify	sanctify	0
,	,	,	,	,	0
and	and	cc	and	and	0
preserue	preserue	vvi	preserve	preserve	0
you	you	pn22	you	you	0
all	all	d	all	all	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
Day	Day	n1	Day	day	0
of	of	pp-f	of	of	0
Iesus	Iesus	np1	Iesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
.	.	.	.	.	1
Febr.	Febr.	np1	Febr.	Febr.	0
12.	12.	crd	12.	12.	0
1619.	1619.	crd	1619.	1619.	1
