RIGHT	RIGHT	np1	RIGHT	Right	0
shall	shall	vmb	shall	shall	0
bee	bee	vbi	be	be	0
put	put	vvn	put	put	0
,	,	,	,	,	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
iudg	iudg	n1	judge	judge	0
∣	∣	sy	∣	∣	0
ed.	ed.	n1	ed.	ed.	1
Therefore	Therefore	av	Therefore	therefore	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
directing	directing	vvg	directing	direct	0
,	,	,	,	,	0
informing	informing	vvg	informing	inform	0
,	,	,	,	,	0
and	and	cc	and	and	0
amending	amending	vvg	amending	amend	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
booke	booke	n1	book	book	0
,	,	,	,	,	0
should	should	vmd	should	shall	0
all	all	d	all	all	0
other	other	j-jn	other	other	0
bookes	bookes	n2	books	book	0
specially	specially	av-j	specially	special	0
tend	tend	vvi	tend	tend	0
.	.	.	.	.	1
Yea	Yea	uh	Yea	yea	0
Salomon	Salomon	np1	Salomon	Salomon	0
seems	seems	vvz	seems	seem	0
to	to	pc-acp	to	to	0
call	call	vvi	call	call	0
men	men	n2	men	man	0
off	off	a-acp	off	off	0
from	from	p-acp	from	from	0
all	all	d	all	all	0
other	other	j-jn	other	other	0
bookes	bookes	n2	books	book	0
,	,	,	,	,	0
and	and	cc	and	and	0
studies	studies	vvz	studies	study	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
study	study	n1	study	study	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
so	so	av	so	so	0
necessary	necessary	j	necessary	necessary	0
a	a	dt	a	a	0
point	point	n1	point	point	0
,	,	,	,	,	0
the	the	dt	the	the	0
keeping	keeping	n-vvg	keeping	keep	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
good	good	j	good	good	0
Conscience	Conscience	n1	Conscience	conscience	0
:	:	:	:	:	0
Eccl.	Eccl.	np1	Eccl.	Eccl.	1
1212	1212	crd	1212	1212	0
13.	13.	crd	13.	13.	1
Of	Of	pp-f	Of	of	0
making	making	vvg	making	make	0
many	many	d	many	many	0
bookes	bookes	n2	books	book	0
(	(	(	(	(	0
saith	saith	vvz	says	say	0
hee	hee	pns31	he	he	0
)	)	)	)	)	0
ther	ther	pc-acp	there	there	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
end	end	n1	end	end	0
,	,	,	,	,	0
&	&	cc	&	and	0
much	much	d	much	much	0
study	study	n1	study	study	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
wea	wea	zz	wea	wea	0
¦	¦	sy	¦	¦	0
rines	rines	n1	rines	rines	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
flesh	flesh	n1	flesh	flesh	0
,	,	,	,	,	0
Let	Let	vvb	Let	let	0
vs	vs	pno12	us	we	0
heare	heare	vvi	hear	hear	0
the	the	dt	the	the	0
cō	cō	vvi	con	con	0
∣	∣	sy	∣	∣	0
clusiō	clusiō	n1	clusion	clusion	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
matter	matter	n1	matter	matter	0
,	,	,	,	,	0
Feare	Feare	n1	Fear	fear	0
God	God	np1	God	God	0
and	and	cc	and	and	0
keep	keep	vvi	keep	keep	0
his	his	po31	his	his	0
Cōmandements	Cōmandements	n2	Commandments	commandment	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
this	this	d	this	this	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
duty	duty	n1	duty	duty	0
of	of	pp-f	of	of	0
man	man	n1	man	man	0
.	.	.	.	.	1
As	As	p-acp	As	as	0
if	if	cs	if	if	0
his	his	po31	his	his	0
ad	ad	fw-la	ad	ad	0
¦	¦	sy	¦	¦	0
vise	vise	vvb	vise	advise	0
tended	tended	vvd	tended	tend	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
neglect	neglect	vvi	neglect	neglect	0
all	all	d	all	all	0
studies	studies	n2	studies	study	0
in	in	p-acp	in	in	0
cōparison	cōparison	n1	comparison	comparison	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
study	study	n1	study	study	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
aymes	aymes	vvz	aims	aim	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
getting	getting	n-vvg	getting	get	0
and	and	cc	and	and	0
keeping	keeping	vvg	keeping	keep	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
good	good	j	good	good	0
Conscience	Conscience	n1	Conscience	conscience	0
.	.	.	.	.	1
It	It	pn31	It	it	0
would	would	vmd	would	will	0
be	be	vbi	be	be	0
exceeding	exceeding	vvg	exceeding	exceed	0
happy	happy	j	happy	happy	0
with	with	p-acp	with	with	0
vs	vs	pno12	us	we	0
if	if	cs	if	if	0
this	this	d	this	this	0
study	study	n1	study	study	0
were	were	vbdr	were	be	0
more	more	av-dc	more	more	0
in	in	p-acp	in	in	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
quest	quest	n1	quest	quest	0
amongst	amongst	p-acp	among	among	0
vs.	vs.	pno12	us	we	0
Wee	Wee	pns12	we	we	0
seeme	seeme	vvi	seem	seem	0
to	to	pc-acp	to	to	0
liue	liue	vvi	live	live	0
in	in	p-acp	in	in	0
those	those	d	those	those	0
dayes	dayes	n2	days	day	0
fore-told	fore-told	j	foretold	foretold	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Prophet	Prophet	n1	Prophet	prophet	0
,	,	,	,	,	0
wherein	wherein	c-crq	wherein	wherein	0
the	the	dt	the	the	0
earthIsa	earthIsa	np1	earthIsa	earthIsa	0
.	.	.	.	.	1
11.	11.	crd	11.	11.	0
9.	9.	crd	9.	9	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
filled	filled	vvn	filled	fill	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
knowledge	knowledge	n1	knowledge	knowledge	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
.	.	.	.	.	1
We	We	pns12	We	we	0
are	are	vbr	are	be	0
blessed	blessed	vvn	blessed	bless	0
that	that	cst	that	that	0
liue	liue	vvb	live	live	0
in	in	p-acp	in	in	0
so	so	av	so	so	0
cleare	cleare	j	clear	clear	0
a	a	dt	a	a	0
Sun-shine	Sun-shine	n1	Sunshine	sunshine	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
yet	yet	av	yet	yet	0
the	the	dt	the	the	0
griefe	griefe	n1	grief	grief	0
is	is	vbz	is	be	0
,	,	,	,	,	0
that	that	cst	that	that	0
through	through	p-acp	through	through	0
our	our	po12	our	our	0
owne	owne	d	own	own	0
default	default	n1	default	default	0
,	,	,	,	,	0
our	our	po12	our	our	0
Sun-shine	Sun-shine	n1	Sunshine	sunshine	0
is	is	vbz	is	be	0
but	but	p-acp	but	but	0
like	like	av-j	like	like	0
the	the	dt	the	the	0
winter	winter	n1	winter	winter	0
light	light	n1	light	light	0
,	,	,	,	,	0
all	all	d	all	all	0
light	light	n1	light	light	0
,	,	,	,	,	0
little	little	j	little	little	0
or	or	cc	or	or	0
no	no	dx	no	no	0
heate	heate	n1	heat	heat	0
,	,	,	,	,	0
and	and	cc	and	and	0
we	we	pns12	we	we	0
make	make	vvb	make	make	0
no	no	dx	no	no	0
other	other	j-jn	other	other	0
vse	vse	n1	use	use	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
light	light	n1	light	light	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
onely	onely	av-j	only	only	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
by	by	p-acp	by	by	0
,	,	,	,	,	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
walke	walke	vvi	walk	walk	0
and	and	cc	and	and	0
worke	worke	vvi	work	work	0
by	by	p-acp	by	by	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
the	the	dt	the	the	0
first	first	ord	first	first	0
re-entrance	re-entrance	n1	re-entrance	re-entrance	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Gospell	Gospell	n1	Gospel	gospel	0
a	a	sy	a	a	0
∣	∣	sy	∣	∣	0
mongstAntiqua	mongstAntiqua	np1	mongstAntiqua	mongstAntiqua	0
sapientia	sapientia	fw-la	sapientia	sapientia	0
nihil	nihil	fw-la	nihil	nihil	0
aliud	aliud	vvn	aliud	aliud	0
quā	quā	fw-la	quā	quam	0
facien	facien	n1	facien	facien	0
∣	∣	sy	∣	∣	0
da	da	uh	dam	da	0
&	&	cc	&	and	0
vit	vit	fw-fr	vit	vit	0
∣	∣	sy	∣	∣	0
da	da	fw-la	da	da	0
praecepit	praecepit	fw-la	praecepit	praecepit	0
,	,	,	,	,	0
et	et	fw-la	et	et	0
tunc	tunc	fw-la	tunc	tunc	0
lon	lon	zz	lon	lon	0
∣	∣	sy	∣	∣	0
ge	ge	zz	ge	ge	0
meliores	meliores	fw-la	meliores	meliores	0
erant	erant	fw-la	erant	erant	0
viri	viri	fw-la	viri	viri	0
.	.	.	.	.	1
Postquam	Postquam	np1	Postquam	Postquam	0
docti	docti	fw-la	docti	docti	0
prodi	prodi	fw-la	prodi	prodi	0
∣	∣	sy	∣	∣	0
erunt	erunt	fw-la	erunt	erunt	0
bons	bons	fw-fr	bons	bons	0
desunt	desunt	fw-la	desunt	desunt	0
Sim	Sim	fw-la	Sim	sim	0
plex	plex	fw-la	plex	plex	0
enim	enim	fw-la	enim	enim	0
illa	illa	fw-la	illa	illa	0
et	et	fw-la	et	et	0
aper	aper	n1	aper	aper	0
∣	∣	sy	∣	∣	0
ta	ta	uh	ta	ta	0
virtue	virtue	n1	virtue	virtue	0
t	t	sy	tO	t	0
obscuram	obscuram	fw-la	obscuram	obscuram	0
et	et	fw-la	et	et	0
solertē	solertē	fw-la	solertē	solertē	0
sci	sci	fw-la	sci	sci	0
∣	∣	sy	∣	∣	0
entiā	entiā	n1	entian	entian	0
▪	▪	▪	▪	▪	0
versa	versa	fw-la	versa	versa	0
est	est	fw-la	est	est	0
,	,	,	,	,	0
docemur	docemur	fw-la	docemur	docemur	0
{	{	{	{	{	0
que	que	fw-fr	que	que	0
}	}	}	}	}	0
disputa	disputa	fw-mi	disputa	disputa	0
∣	∣	sy	∣	∣	0
re	re	fw-mi	re	re	0
,	,	,	,	,	0
non	non	fw-fr	non	non	0
vi	vi	fw-la	vi	vi	0
∣	∣	sy	∣	∣	0
vire	vire	n1	vire	vire	0
Sence	Sence	n1	Sense	sense	0
.	.	.	.	.	0
epist	epist	vvn	epist	epist	0
.	.	.	.	.	1
96.	96.	crd	96.	96.	0
vs	vs	pno12	us	we	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
devout	devout	j	devout	devout	0
,	,	,	,	,	0
holy	holy	j	holy	holy	0
,	,	,	,	,	0
zealous	zealous	j	zealous	zealous	0
,	,	,	,	,	0
and	and	cc	and	and	0
men	men	n2	men	man	0
renowned	renowned	vvn	renowned	renown	0
for	for	p-acp	for	for	0
Conscience	Conscience	n1	Conscience	conscience	0
were	were	vbdr	were	be	0
our	our	po12	our	our	0
Martyres	Martyres	n2	Martyrs	martyr	0
,	,	,	,	,	0
and	and	cc	and	and	0
our	our	po12	our	our	0
first	first	ord	first	first	0
Planters	Planters	n2	Planters	planter	0
,	,	,	,	,	0
Preachers	Preachers	n2	Preachers	preacher	0
,	,	,	,	,	0
and	and	cc	and	and	0
professors	professors	n2	professors	professor	0
of	of	pp-f	of	of	0
Religion	Religion	n1	Religion	religion	0
.	.	.	.	.	1
They	They	pns32	They	they	0
had	had	vhd	had	have	0
not	not	xx	not	not	0
generally	generally	av-j	generally	general	0
the	the	dt	the	the	0
know	know	vvi	know	know	0
∣	∣	sy	∣	∣	0
ledge	ledge	n1	ledge	ledge	0
and	and	cc	and	and	0
learning	learning	n1	learning	learning	0
,	,	,	,	,	0
the	the	dt	the	the	0
world	world	n1	world	world	0
now	now	av	now	now	0
hath	hath	vhz	hath	have	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
the	the	dt	the	the	0
world	world	n1	world	world	0
now	now	av	now	now	0
the	the	dt	the	the	0
Conscience	Conscience	n1	Conscience	conscience	0
they	they	pns32	they	they	0
then	then	av	then	then	0
had	had	vhd	had	have	0
.	.	.	.	.	1
There	There	pc-acp	There	there	0
be	be	vbi	be	be	0
now	now	av	now	now	0
better	better	j	better	better	0
Schollars	Schollars	n2	Scholars	scholar	0
,	,	,	,	,	0
there	there	pc-acp	there	there	0
were	were	vbdr	were	be	0
then	then	av	then	then	0
better	better	j	better	better	0
Men	Men	n2	Men	man	0
:	:	:	:	:	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
as	as	a-acp	as	as	0
excellent	excellent	j	excellent	excellent	0
for	for	c-acp	for	for	0
Devo	Devo	np1	Devo	Devo	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
our	our	po12	our	our	0
Times	Times	n2	Times	time	0
are	are	vbr	are	be	0
for	for	p-acp	for	for	0
Dispu	Dispu	np1	Dispu	Dispu	0
∣	∣	sy	∣	∣	0
tation	tation	n1	tation	tation	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
an	an	dt	and	a	0
excellent	excellent	j	excellent	excellent	0
sight	sight	n1	sighed	sight	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
such	such	d	such	such	0
Christians	Christians	np1	Christians	Christians	0
as	as	a-acp	as	as	0
were	were	vbdr	were	be	0
the	the	dt	the	the	0
Romans	Romans	njp2	Roman	roman	0
,	,	,	,	,	0
Full	Full	j	Full	full	0
of	of	pp-f	of	of	0
goodnesse	goodnesse	n1	goodness	goodness	0
,	,	,	,	,	0
filledRom	filledRom	np1	filledRom	filledRom	0
.	.	.	.	.	1
15.	15.	crd	15.	15.	0
14	14	crd	14	14	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
Knowledge	Knowledge	n1	Knowledge	knowledge	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
pitty	pitty	n1	pity	pity	0
that	that	cst	that	that	0
ever	ever	av	ever	ever	0
so	so	av	so	so	0
louely	louely	j	lovely	lovely	0
a	a	dt	a	a	0
payre	payre	n1	pair	pair	0
should	should	vmd	should	shall	0
bee	bee	vbi	be	be	0
sundred	sundred	vvn	sundered	sunder	0
.	.	.	.	.	1
Yet	Yet	av	Yet	yet	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
parted	parted	vvn	parted	part	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
best	best	js	best	best	0
being	being	vbg	being	be	0
without	without	p-acp	without	without	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
with	with	p-acp	with	with	0
most	most	ds	most	most	0
safetie	safetie	n1	safety	safety	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
spared	spared	vvn	spared	spare	0
.	.	.	.	.	1
A	A	dt	A	a	0
good	good	j	good	good	0
Conscience	Conscience	n1	Conscience	conscience	0
is	is	vbz	is	be	0
sure	sure	j	sure	sure	0
to	to	pc-acp	to	to	0
doe	doe	vdi	do	do	0
well	well	av	well	well	0
,	,	,	,	,	0
though	though	cs	though	though	0
it	it	pn31	it	it	0
want	want	vvb	want	want	0
the	the	dt	the	the	0
accom	accom	n1	accom	accom	0
∣	∣	sy	∣	∣	0
plishment	plishment	n1	plishment	plishment	0
of	of	pp-f	of	of	0
Learning	Learning	n1	Learning	learning	0
,	,	,	,	,	0
and	and	cc	and	and	0
grea	grea	zz	grea	grea	0
∣	∣	sy	∣	∣	0
ter	ter	zz	ter	ter	0
measures	measures	n2	measures	measure	0
of	of	pp-f	of	of	0
Knowledge	Knowledge	n1	Knowledge	knowledge	0
and	and	cc	and	and	0
Vnderstanding	Vnderstanding	n1	Understanding	understanding	0
.	.	.	.	.	1
But	But	cc-acp	But	but	0
take	take	vvb	take	take	0
Lear	Lear	np1	Lear	Lear	0
∣	∣	sy	∣	∣	0
ning	ning	j-jn	ning	ning	0
from	from	p-acp	from	from	0
a	a	dt	a	a	0
good	good	j	good	good	0
Conscience	Conscience	n1	Conscience	conscience	0
,	,	,	,	,	0
and	and	cc	and	and	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
but	but	p-acp	but	but	0
a	a	dt	a	a	0
Ring	Ring	n1	Ring	ring	0
of	of	pp-f	of	of	0
gold	gold	n1	gold	gold	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
Swines	Swines	ng1	Swines	swine	0
snout	snout	n1	snout	snout	0
,	,	,	,	,	0
or	or	cc	or	or	0
that	that	cst	that	that	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
worse	worse	av-jc	worse	worse	0
,	,	,	,	,	0
A	A	dt	A	a	0
thorne	thorne	n1	thorn	thorn	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
DrunkardsProu	DrunkardsProu	fw-fr	DrunkardsProu	drunkardsprou	0
.	.	.	.	.	1
26.	26.	crd	26.	26.	0
9	9	crd	9	9	0
hand	hand	n1	hand	hand	0
.	.	.	.	.	1
Learning	Learning	n1	Learning	learning	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
highly	highly	av-j	highly	high	0
apprized	apprized	vvn	apprized	apprize	0
;	;	;	;	;	0
Riches	Riches	n2	Riches	riches	0
,	,	,	,	,	0
Honours	Honours	ng1	Honours	honour	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
other	other	j-jn	other	other	0
earthly	earthly	j	earthly	earthly	0
blessings	blessings	n2	blessings	blessing	0
are	are	vbr	are	be	0
vile	vile	j	vile	vile	0
to	to	p-acp	to	to	0
it	it	pn31	it	it	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
yet	yet	av	yet	yet	0
though	though	cs	though	though	0
it	it	pn31	it	it	0
take	take	vvb	take	take	0
place	place	n1	place	place	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
other	other	j-jn	other	other	0
things	things	n2	things	thing	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
must	must	vmb	must	must	0
it	it	pn31	it	it	0
giue	giue	vvi	give	give	0
good	good	j	good	good	0
Conscience	Conscience	n1	Conscience	conscience	0
the	the	dt	the	the	0
wall	wall	n1	wall	wall	0
and	and	cc	and	and	0
vpper-hand	vpper-hand	n1	upper-hand	upper-hand	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
farre	farre	av-j	far	far	0
before	before	p-acp	before	before	0
it	it	pn31	it	it	0
in	in	p-acp	in	in	0
worth	worth	n1	worth	worth	0
,	,	,	,	,	0
vse	vse	n1	use	use	0
,	,	,	,	,	0
and	and	cc	and	and	0
necessity	necessity	n1	necessity	necessity	0
.	.	.	.	.	1
As	As	p-acp	As	as	0
Salomon	Salomon	np1	Salomon	Salomon	0
of	of	pp-f	of	of	0
wisdom	wisdom	n1	wisdom	wisdom	0
,	,	,	,	,	0
so	so	av	so	so	0
may	may	vmb	may	may	0
it	it	pn31	it	it	0
be	be	vbi	be	be	0
said	said	vvn	said	say	0
of	of	pp-f	of	of	0
good	good	j	good	good	0
Con	Con	vvb	Con	con	0
∣	∣	sy	∣	∣	0
science	science	n1	science	science	0
,	,	,	,	,	0
Shee	Shee	pns31	She	she	0
is	is	vbz	is	be	0
more	more	av-dc	more	more	0
precious	precious	j	precious	precious	0
thenProu	thenProu	np1	thenProu	thenProu	0
.	.	.	.	.	1
3	3	crd	3	3	0
,	,	,	,	,	0
15.	15.	crd	15.	15.	1
Rubies	Rubies	n2	Rubies	ruby	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
the	the	dt	the	the	0
things	things	n2	things	thing	0
thou	thou	pns21	thou	thou	0
canst	canst	vm2	canst	can	0
desire	desire	vvi	desire	desire	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
compared	compared	vvn	compared	compare	0
to	to	p-acp	to	to	0
her	her	pno31	her	she	0
.	.	.	.	.	1
Gold	Gold	n1	Gold	gold	0
and	and	cc	and	and	0
Rubies	Rubies	n2	Rubies	ruby	0
cannot	cannot	vmbx	cannot	can	0
so	so	av	so	so	0
en	en	fw-fr	en	en	0
∣	∣	sy	∣	∣	0
rich	rich	j	rich	rich	0
a	a	dt	a	a	0
man	man	n1	man	man	0
as	as	c-acp	as	as	0
good	good	j	good	good	0
Conscience	Conscience	n1	Conscience	conscience	0
doth	doth	vdz	does	do	0
,	,	,	,	,	0
and	and	cc	and	and	0
yet	yet	av	yet	yet	0
alas	alas	uh	alas	alas	0
the	the	dt	the	the	0
blindnesse	blindnesse	n1	blindness	blindness	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
willing	willing	j	willing	willing	0
are	are	vbr	are	be	0
they	they	pns32	they	they	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
case	case	n1	case	case	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
wilfull	wilfull	j	wilful	wilful	0
pouertie	pouertie	n1	poverty	poverty	0
?	?	?	?	?	1
Not	Not	xx	Not	not	0
Rubies	Rubies	n2	Rubies	ruby	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
handfulls	handfulls	n2	handfuls	handful	0
of	of	pp-f	of	of	0
Barley	Barley	n1	Barley	barley	0
,	,	,	,	,	0
morsels	morsels	n2	morsels	morsel	0
of	of	pp-f	of	of	0
Bread	Bread	n1	Bred	bread	0
,	,	,	,	,	0
and	and	cc	and	and	0
Crusts	Crusts	n2	Crusts	crust	0
are	are	vbr	are	be	0
preferred	preferred	vvn	preferred	prefer	0
before	before	p-acp	before	before	0
the	the	dt	the	the	0
invaluable	invaluable	j	invaluable	invaluable	0
