MADAME	MADAME	n1	MADAME	madam	0
ano	ano	av	anon	anon	0
∣	∣	sy	∣	∣	0
ther	ther	a-acp	there	there	0
,	,	,	,	,	0
and	and	cc	and	and	0
both	both	d	both	both	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
maiesties	maiesties	n2	majesty's	majesty	0
in	in	p-acp	in	in	0
coniunct	coniunct	j	conjunct	conjunct	0
compassion	compassion	n1	compassion	compassion	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
people	people	n1	people	people	0
,	,	,	,	,	0
sweeter	sweeter	jc	sweeter	sweet	0
than	than	cs	than	than	0
the	the	dt	the	the	0
influence	influence	n1	influence	influence	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
vndiuided	vndiuided	j	undivided	undivided	0
Pleiades	Pleiades	np1	Pleiades	Pleiades	0
,	,	,	,	,	0
bringing	bringing	vvg	bringing	bring	0
to	to	p-acp	to	to	0
Church	Church	n1	Church	church	0
&	&	cc	&	and	0
common-wealth	common-wealth	n1	commonwealth	commonwealth	0
,	,	,	,	,	0
vnder	vnder	p-acp	under	under	0
your	your	po22	your	your	0
happy	happy	j	happy	happy	0
raigne	raigne	n1	reign	reign	0
a	a	dt	a	a	0
flourishing	flourishing	j-vvg	flourishing	flourish	0
spring	spring	n1	spring	spring	0
of	of	pp-f	of	of	0
innumerable	innumerable	j	innumerable	innumerable	0
blessings	blessings	n2	blessings	blessing	0
.	.	.	.	.	1
We	We	pns12	We	we	0
doe	doe	vdb	do	do	0
therefore	therefore	av	therefore	therefore	0
blesse	blesse	vvi	bless	bless	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
who	who	r-crq	who	who	0
hath	hath	vhz	hath	have	0
confirmed	confirmed	vvn	confirmed	confirm	0
your	your	po22	your	your	0
royall	royall	j	royal	royal	0
hearts	hearts	n2	hearts	heart	0
,	,	,	,	,	0
and	and	cc	and	and	0
set	set	vvd	set	set	0
it	it	pn31	it	it	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
for	for	p-acp	for	for	0
most	most	ds	most	most	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
godly	godly	j	godly	godly	0
cares	cares	n2	cares	care	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
to	to	pc-acp	to	to	0
keepe	keepe	vvi	keep	keep	0
and	and	cc	and	and	0
encrease	encrease	vvi	increase	increase	0
this	this	d	this	this	0
holy	holy	j	holy	holy	0
and	and	cc	and	and	0
happy	happy	j	happy	happy	0
band	band	n1	band	band	0
of	of	pp-f	of	of	0
loue	loue	n1	love	love	0
which	which	r-crq	which	which	0
keepeth	keepeth	vvz	keepeth	keep	0
you	you	pn22	you	you	0
both	both	d	both	both	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
the	the	dt	the	the	0
continuance	continuance	n1	continuance	continuance	0
whereof	whereof	c-crq	whereof	whereof	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
after	after	p-acp	after	after	0
my	my	po11	my	my	0
weake	weake	j	weak	weak	0
measure	measure	n1	measure	measure	0
,	,	,	,	,	0
I	I	pns11	I	i	0
stand	stand	vvb	stand	stand	0
vp	vp	a-acp	up	up	0
a	a	dt	a	a	0
daily	daily	j	daily	daily	0
supplicant	supplicant	n1	supplicant	supplicant	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
among	among	p-acp	among	among	0
others	others	n2-jn	others	other	0
your	your	po22	your	your	0
Highnesse	Highnesse	n1	Highness	highness	0
loyall	loyall	j	loyal	loyal	0
subiects	subiects	n2-jn	subjects	subject	0
,	,	,	,	,	0
so	so	av	so	so	0
doe	doe	vdb	do	do	0
I	I	pns11	I	i	0
humbly	humbly	av-j	humbly	humble	0
craue	craue	vvb	crave	crave	0
that	that	cst	that	that	0
your	your	po22	your	your	0
Highnesse	Highnesse	n1	Highness	highness	0
impute	impute	vvb	impute	impute	0
it	it	pn31	it	it	0
not	not	xx	not	not	0
to	to	p-acp	to	to	0
me	me	pno11	me	i	0
for	for	p-acp	for	for	0
presumption	presumption	n1	presumption	presumption	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
conioyned	conioyned	vvn	conjoined	conjoin	0
your	your	po22	your	your	0
maie	maie	vmb	may	may	0
∣	∣	sy	∣	∣	0
sties	sties	ng1	sties	sties	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
participation	participation	n1	participation	participation	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
small	small	j	small	small	0
propine	propine	n1	propine	propine	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
first	first	ord	first	first	0
fruits	fruits	n2	fruits	fruit	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
labours	labours	n2	labours	labour	0
,	,	,	,	,	0
whom	whom	ro-crq	whom	who	0
I	I	pns11	I	i	0
doe	doe	vdb	do	do	0
wish	wish	vvi	wish	wish	0
for	for	p-acp	for	for	0
euer	euer	av	ever	ever	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
conioyned	conioyned	vvn	conjoined	conjoin	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
com	com	vvi	come	come	0
∣	∣	sy	∣	∣	0
munion	munion	n1	munion	munion	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
good	good	j	good	good	0
present	present	n1	present	present	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
come	come	vvi	come	come	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
rather	rather	av-c	rather	rather	0
accor	accor	n1	accor	accor	0
∣	∣	sy	∣	∣	0
ding	ding	uh	ding	ding	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Highnesse	Highnesse	n1	Highness	highness	0
wonted	wonted	j	wonted	wont	0
fauour	fauour	n1	favour	favour	0
and	and	cc	and	and	0
clemencie	clemencie	n1	clemency	clemency	0
toward	toward	p-acp	towards	towards	0
me	me	pno11	me	i	0
,	,	,	,	,	0
your	your	po22	your	your	0
maiestie	maiestie	n1	majesty	majesty	0
would	would	vmd	would	will	0
graciously	graciously	av-j	graciously	gracious	0
accept	accept	vvi	accept	accept	0
it	it	pn31	it	it	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
testimonie	testimonie	n1	testimony	testimony	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
earnest	earnest	n1	earnest	earnest	0
and	and	cc	and	and	0
vnsained	vnsained	j	vnsained	vnsained	0
affection	affection	n1	affection	affection	0
toward	toward	p-acp	towards	towards	0
your	your	po22	your	your	0
Highnesse	Highnesse	n1	Highness	highness	0
name	name	n1	name	name	0
and	and	cc	and	and	0
honour	honour	n1	honour	honour	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
life	life	n1	life	life	0
,	,	,	,	,	0
and	and	cc	and	and	0
euerlasting	euerlasting	j	everlasting	everlasting	0
welfare	welfare	n1	welfare	welfare	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
life	life	n1	life	life	0
to	to	pc-acp	to	to	0
come	come	vvi	come	come	0
.	.	.	.	.	1
