LOVING	LOVING	vvg	LOVING	love	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
directed	directed	vvn	directed	direct	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
L.	L.	n1	L.	lord	0
Treasurer	Treasurer	n1	Treasurer	treasurer	0
himself	himself	px31	himself	himself	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
now	now	av	now	now	0
comming	comming	vvg	coming	come	0
to	to	p-acp	to	to	0
Augusta	Augusta	np1	Augusta	Augusta	0
,	,	,	,	,	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
learned	learned	vvn	learned	learn	0
of	of	pp-f	of	of	0
an	an	dt	and	a	0
other	other	j-jn	other	other	0
booke	booke	n1	book	book	0
also	also	av	also	also	0
written	written	vvn	written	write	0
in	in	p-acp	in	in	0
Latin	Latin	jp	Latin	latin	0
,	,	,	,	,	0
and	and	cc	and	and	0
lately	lately	av-j	lately	late	0
sent	sent	vvd	sent	send	0
hither	hither	av	hither	hither	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
printed	printed	vvn	printed	print	0
againe	againe	av	again	again	0
,	,	,	,	,	0
&	&	cc	&	and	0
is	is	vbz	is	be	0
now	now	av	now	now	0
in	in	p-acp	in	in	0
hande	hande	n1	hand	hand	0
&	&	cc	&	and	0
some	some	d	some	some	0
sheetes	sheetes	n2	sheets	sheet	0
already	already	av	already	already	0
drawen	drawen	vvn	drawn	draw	0
of	of	pp-f	of	of	0
:	:	:	:	:	0
which	which	r-crq	which	which	0
booke	booke	n1	book	book	0
,	,	,	,	,	0
though	though	cs	though	though	0
I	I	pns11	I	i	0
can	can	vmb	can	can	0
neyther	neyther	av-dx	neither	neither	0
hynder	hynder	vvi	hinder	hinder	0
the	the	dt	the	the	0
printinge	printinge	vvg	printing	print	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
(	(	(	(	(	0
for	for	c-acp	for	for	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
assayed	assayed	vvn	assayed	assay	0
)	)	)	)	)	0
nor	nor	ccx	nor	nor	0
yet	yet	av	yet	yet	0
get	get	vvb	get	get	0
any	any	d	any	any	0
whole	whole	j-jn	whole	whole	0
copy	copy	n1	copy	copy	0
into	into	p-acp	into	into	0
my	my	po11	my	my	0
handes	handes	n2	hands	hand	0
to	to	pc-acp	to	to	0
sende	sende	vvi	send	send	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
(	(	(	(	(	0
for	for	c-acp	for	for	0
I	I	pns11	I	i	0
vnderstande	vnderstande	vvb	understand	understand	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
but	but	cc-acp	but	but	0
one	one	pi	one	one	0
onely	onely	av-j	only	only	0
as	as	p-acp	as	as	0
yet	yet	av	yet	yet	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
citie	citie	n1	city	city	0
,	,	,	,	,	0
and	and	cc	and	and	0
this	this	d	this	this	0
is	is	vbz	is	be	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
serueth	serueth	vvz	serveth	serve	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
printer	printer	n1	printer	printer	0
,	,	,	,	,	0
sent	sent	vvd	sent	send	0
hither	hither	av	hither	hither	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
certaine	certaine	j	certain	certain	0
principall	principall	j-jn	principal	principal	0
per	per	fw-la	per	per	0
∣	∣	sy	∣	∣	0
son	son	n1	son	son	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
reprinted	reprinted	vvn	reprinted	reprint	0
as	as	a-acp	as	as	0
soone	soone	av	soon	soon	0
as	as	c-acp	as	as	0
euer	euer	av	ever	ever	0
it	it	pn31	it	it	0
had	had	vhd	had	have	0
passed	passed	vvn	passed	pass	0
the	the	dt	the	the	0
presse	presse	n1	press	press	0
in	in	p-acp	in	in	0
an	an	dt	and	a	0
other	other	j-jn	other	other	0
place	place	n1	place	place	0
)	)	)	)	)	0
yet	yet	av	yet	yet	0
haue	haue	vhi	have	have	0
I	I	pns11	I	i	0
so	so	av	so	so	0
wrought	wrought	vvn	wrought	wrought	0
as	as	c-acp	as	as	0
ye	ye	pn22	you	you	0
∣	∣	sy	∣	∣	0
sterday	sterday	av-an	sterday	sterday	0
beinge	beinge	vbg	being	be	0
sunday	sunday	np1	sunday	Sunday	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
print	print	n1	print	print	0
standinge	standinge	vvg	standing	stand	0
still	still	av	still	still	0
,	,	,	,	,	0
I	I	pns11	I	i	0
gat	gat	vvd	got	get	0
for	for	p-acp	for	for	0
mony	mony	n1	money	money	0
the	the	dt	the	the	0
sighte	sighte	n1	sight	sight	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
booke	booke	n1	book	book	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
some	some	d	some	some	0
few	few	d	few	few	0
nightes	nightes	n2	nights	night	0
I	I	pns11	I	i	0
tooke	tooke	vvd	took	take	0
out	out	av	out	out	0
all	all	d	all	all	0
the	the	dt	the	the	0
summe	summe	n1	sum	sum	0
,	,	,	,	,	0
and	and	cc	and	and	0
chiefe	chiefe	j-jn	chief	chief	0
effecte	effecte	n1	effect	effect	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
&	&	cc	&	and	0
doe	doe	vdb	do	do	0
sende	sende	vvi	send	send	0
it	it	pn31	it	it	0
herewith	herewith	av	herewith	herewith	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
,	,	,	,	,	0
promisinge	promisinge	vvg	promising	promise	0
further	further	av-jc	further	further	0
to	to	pc-acp	to	to	0
send	send	vvi	send	send	0
also	also	av	also	also	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
woorke	woorke	n1	work	work	0
as	as	c-acp	as	as	0
soone	soone	av	soon	soon	0
as	as	c-acp	as	as	0
euer	euer	av	ever	ever	0
it	it	pn31	it	it	0
shal	shal	vmb	shall	shall	0
come	come	vvi	come	come	0
forthe	forthe	av	forth	forth	0
,	,	,	,	,	0
albeit	albeit	cs	albeit	albeit	0
yf	yf	cs	if	if	0
the	the	dt	the	the	0
haste	haste	n1	haste	haste	0
and	and	cc	and	and	0
greedinesse	greedinesse	n1	greediness	greediness	0
of	of	pp-f	of	of	0
printinge	printinge	vvg	printing	print	0
it	it	pn31	it	it	0
in	in	p-acp	in	in	0
so	so	av	so	so	0
many	many	d	many	many	0
places	places	n2	places	place	0
and	and	cc	and	and	0
countreys	countreys	ng2	countries'	country	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
one	one	crd	one	one	0
time	time	n1	time	time	0
be	be	vbb	be	be	0
such	such	d	such	such	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
here	here	av	here	here	0
some	some	d	some	some	0
woulde	woulde	vmd	would	will	0
make	make	vvi	make	make	0
me	me	pno11	me	i	0
beleeue	beleeue	vvi	believe	believe	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
like	like	av-j	like	like	0
yow	yow	pn22	you	you	0
shal	shal	vmb	shall	shall	0
haue	haue	vhi	have	have	0
it	it	pn31	it	it	0
otherwise	otherwise	av	otherwise	otherwise	0
there	there	a-acp	there	there	0
in	in	p-acp	in	in	0
Inglande	Inglande	np1	Inglande	Inglande	0
,	,	,	,	,	0
before	before	c-acp	before	before	0
I	I	pns11	I	i	0
can	can	vmb	can	can	0
send	send	vvi	send	send	0
it	it	pn31	it	it	0
from	from	p-acp	from	from	0
hence	hence	av	hence	hence	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
yet	yet	av	yet	yet	0
this	this	d	this	this	0
shall	shall	vmb	shall	shall	0
not	not	xx	not	not	0
lett	lett	vvi	let	let	0
me	me	pno11	me	i	0
from	from	p-acp	from	from	0
doinge	doinge	vdg	doing	do	0
my	my	po11	my	my	0
dewtie	dewtie	n1	duty	duty	0
also	also	av	also	also	0
in	in	p-acp	in	in	0
sending	sending	vvg	sending	send	0
it	it	pn31	it	it	0
from	from	p-acp	from	from	0
hence	hence	av	hence	hence	0
as	as	c-acp	as	as	0
sone	sone	av	soon	soon	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
can	can	vmb	can	can	0
get	get	vvi	get	get	0
it	it	pn31	it	it	0
.	.	.	.	.	1
And	And	cc	And	and	0
in	in	p-acp	in	in	0
truthe	truthe	n1	truth	truth	0
yf	yf	cs	if	if	0
I	I	pns11	I	i	0
shal	shal	vmb	shall	shall	0
tell	tell	vvi	tell	tell	0
you	you	pn22	you	you	0
myne	myne	po11	mine	my	0
opiniō	opiniō	n1	opinion	opinion	0
about	about	p-acp	about	about	0
the	the	dt	the	the	0
hastie	hastie	j	hasty	hasty	0
spredding	spredding	j-vvg	spreading	spread	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
booke	booke	n1	book	book	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
suppose	suppose	vvb	suppose	suppose	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
also	also	av	also	also	0
thinke	thinke	vvi	think	think	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
you	you	pn22	you	you	0
shal	shal	vmb	shall	shall	0
haue	haue	vhi	have	have	0
seene	seene	vvn	seen	see	0
the	the	dt	the	the	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
tracte	tracte	n1	tract	tract	0
that	that	cst	that	that	0
herewith	herewith	av	herewith	herewith	0
I	I	pns11	I	i	0
do	do	vdb	do	do	0
sende	sende	vvi	send	send	0
you	you	pn22	you	you	0
)	)	)	)	)	0
there	there	a-acp	there	there	0
are	are	vbr	are	be	0
so	so	av	so	so	0
many	many	d	many	many	0
poynts	poynts	n2	points	point	0
of	of	pp-f	of	of	0
curiositie	curiositie	n1	curiosity	curiosity	0
,	,	,	,	,	0
and	and	cc	and	and	0
hidden	hidden	j-vvn	hidden	hide	0
histories	histories	n2	histories	history	0
touching	touching	vvg	touching	touch	0
our	our	po12	our	our	0
estate	estate	n1	estate	estate	0
discouered	discouered	vvn	discovered	discover	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
many	many	d	many	many	0
personall	personall	j	personal	personal	0
causes	causes	n2	causes	cause	0
,	,	,	,	,	0
conditions	conditions	n2	conditions	condition	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
,	,	,	,	,	0
and	and	cc	and	and	0
secret	secret	j-jn	secret	secret	0
affaires	affaires	n2	affairs	affair	0
vnfolded	vnfolded	vvn	unfolded	unfold	0
,	,	,	,	,	0
(	(	(	(	(	0
whereof	whereof	c-crq	whereof	whereof	0
mans	mans	n2	men	man	0
nature	nature	n1	nature	nature	0
partly	partly	av	partly	partly	0
by	by	p-acp	by	by	0
desire	desire	n1	desire	desire	0
of	of	pp-f	of	of	0
nouelties	nouelties	n2	novelties	novelty	0
,	,	,	,	,	0
partly	partly	av	partly	partly	0
by	by	p-acp	by	by	0
corrupt	corrupt	j	corrupt	corrupt	0
inclination	inclination	n1	inclination	inclination	0
to	to	pc-acp	to	to	0
heare	heare	vvi	hear	hear	0
willingly	willingly	av-j	willingly	willing	0
other	other	j-jn	other	other	0
mens	mens	ng2	men's	man	0
defects	defects	n2	defects	defect	0
is	is	vbz	is	be	0
greedy	greedy	j	greedy	greedy	0
to	to	pc-acp	to	to	0
vnderstande	vnderstande	vvi	understand	understand	0
)	)	)	)	)	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
maruaile	maruaile	vvb	marvel	marvel	0
not	not	xx	not	not	0
though	though	cs	though	though	0
printers	printers	n2	printers	printer	0
to	to	pc-acp	to	to	0
gaine	gaine	vvi	gain	gain	0
thereby	thereby	av	thereby	thereby	0
,	,	,	,	,	0
doe	doe	vdb	do	do	0
striue	striue	vvi	strive	strive	0
in	in	p-acp	in	in	0
ma	ma	fw-fr	ma	ma	0
∣	∣	sy	∣	∣	0
ny	ny	av	nigh	nigh	0
places	places	n2	places	place	0
to	to	pc-acp	to	to	0
diuulgate	diuulgate	vvi	divulgate	divulgate	0
the	the	dt	the	the	0
same	same	d	same	same	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
celerity	celerity	n1	celerity	celerity	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
like	like	av-j	like	like	0
I	I	pns11	I	i	0
finde	finde	vvb	find	find	0
by	by	p-acp	by	by	0
experience	experience	n1	experience	experience	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
late	late	j	late	late	0
historie	historie	n1	history	history	0
of	of	pp-f	of	of	0
D.	D.	np1	D.	D.	0
Sanders	Sanders	np1	Sanders	Sanders	0
in	in	p-acp	in	in	0
Latin	Latin	jp	Latin	latin	0
de	de	dt	the	the	0
schisimate	schisimate	j	schisimate	schisimate	0
Anglicano	Anglicano	n1	Anglicano	anglicano	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
for	for	p-acp	for	for	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
conteyned	conteyned	vvn	contained	contain	0
matter	matter	n1	matter	matter	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
curiositie	curiositie	n1	curiosity	curiosity	0
,	,	,	,	,	0
and	and	cc	and	and	0
noueltie	noueltie	n1	novelty	novelty	0
in	in	p-acp	in	in	0
personall	personall	j	personal	personal	0
affayres	affayres	n2	affairs	affair	0
,	,	,	,	,	0
I	I	pns11	I	i	0
find	find	vvb	find	find	0
it	it	pn31	it	it	0
printed	printed	vvn	printed	print	0
againe	againe	av	again	again	0
in	in	p-acp	in	in	0
Latin	Latin	jp	Latin	latin	0
almost	almost	av	almost	almost	0
in	in	p-acp	in	in	0
euery	euery	d	every	every	0
state	state	n1	state	state	0
,	,	,	,	,	0
ydes	ydes	vvz	ydes	yde	0
the	the	dt	the	the	0
translations	translations	n2	translations	translation	0
that	that	cst	that	that	0
go	go	vvb	go	go	0
