1.	1.	crd	1.	1.	1
cold	cold	j-jn	cold	cold	0
,	,	,	,	,	0
thinges	thinges	n2	things	thing	0
contradictory	contradictory	n1	contradictory	contradictory	0
,	,	,	,	,	0
or	or	cc	or	or	0
thinges	thinges	n2	things	thing	0
affirmatiue	affirmatiue	j	affirmative	affirmative	0
and	and	cc	and	and	0
negatiue	negatiue	j-jn	negative	negative	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
man	man	n1	man	man	0
,	,	,	,	,	0
and	and	cc	and	and	0
noe	noe	dx	no	no	0
man	man	n1	man	man	0
:	:	:	:	:	0
no	no	dx	no	no	0
∣	∣	sy	∣	∣	0
thinge	thinge	n1	thing	thing	0
is	is	vbz	is	be	0
soe	soe	av	so	so	0
repugnant	repugnant	j	repugnant	repugnant	0
or	or	cc	or	or	0
hurtfull	hurtfull	j	hurtful	hurtful	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Catholique	Catholique	jp	Catholic	catholique	0
religion	religion	n1	religion	religion	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
heresie	heresie	n1	heresy	heresy	0
,	,	,	,	,	0
and	and	cc	and	and	0
especi	especi	fw-fr	especi	especi	0
∣	∣	sy	∣	∣	0
ally	ally	n1	alley	ally	0
that	that	d	that	that	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
sectaires	sectaires	n2	sectaires	sectaire	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
vnfortunate	vnfortunate	j	unfortunate	unfortunate	0
daies	daies	n2	days	day	0
:	:	:	:	:	0
nothinge	nothinge	pix	nothing	nothing	0
soe	soe	av	so	so	0
contrary	contrary	j-jn	contrary	contrary	0
to	to	p-acp	to	to	0
Christe	Christe	np1	Christe	Christe	0
as	as	p-acp	as	as	0
Antechriste	Antechriste	np1	Antechriste	Antechriste	0
:	:	:	:	:	0
nothinge	nothinge	pix	nothing	nothing	0
soe	soe	av	so	so	0
offensiue	offensiue	j	offensive	offensive	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Catholique	Catholique	jp	Catholic	catholique	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
malignant	malignant	j	malignant	malignant	0
Con	Con	vvb	Con	con	0
∣	∣	sy	∣	∣	0
gregation	gregation	n1	gregation	gregation	0
of	of	pp-f	of	of	0
Caluinistes	Caluinistes	np1	Caluinistes	Caluinistes	0
&	&	cc	&	and	0
Anabaptistes	Anabaptistes	np1	Anabaptistes	Anabaptistes	0
.	.	.	.	.	1
So	So	av	So	so	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
trueth	trueth	n1	truth	truth	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
one	one	crd	one	one	0
,	,	,	,	,	0
cānot	cānot	vmbx	cannot	can	0
be	be	vbi	be	be	0
made	made	vvn	made	make	0
more	more	av-dc	more	more	0
apparant	apparant	j	apparent	apparent	0
,	,	,	,	,	0
more	more	av-dc	more	more	0
euident	euident	j	evident	evident	0
,	,	,	,	,	0
and	and	cc	and	and	0
more	more	av-dc	more	more	0
cleere	cleere	j	clear	clear	0
,	,	,	,	,	0
then	then	av	then	then	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
falshoode	falshoode	n1	falsehood	falsehood	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
:	:	:	:	:	0
nor	nor	ccx	nor	nor	0
the	the	dt	the	the	0
goodnesse	goodnesse	n1	goodness	goodness	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
one	one	crd	one	one	0
,	,	,	,	,	0
be	be	vbb	be	be	0
better	better	av-jc	better	better	0
made	made	vvn	made	make	0
knowē	knowē	vvn	known	know	0
,	,	,	,	,	0
then	then	av	then	then	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
mischeefe	mischeefe	n1	mischief	mischief	0
&	&	cc	&	and	0
euill	euill	n-jn	evil	evil	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
.	.	.	.	.	1
3.	3.	crd	3.	3.	1
Vouchsafe	Vouchsafe	vvb	Vouchsafe	vouchsafe	0
therfore	therfore	av	therefore	therefore	0
(	(	(	(	(	0
ô	ô	uh	o	o	0
gratious	gratious	j	gracious	gracious	0
virgin	virgin	n1	virgin	virgin	0
and	and	cc	and	and	0
mother	mother	n1	mother	mother	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Sauiour	Sauiour	n1	Saviour	saviour	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
worlde	worlde	n1	world	world	0
)	)	)	)	)	0
that	that	cst	that	that	0
the	the	dt	the	the	0
trueth	trueth	n1	truth	truth	0
and	and	cc	and	and	0
goodnesse	goodnesse	n1	goodness	goodness	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
one	one	crd	one	one	0
,	,	,	,	,	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
inge	inge	vbg	inge	inge	0
made	made	vvd	made	make	0
knowen	knowen	vvn	known	know	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
falshoode	falshoode	n1	falsehood	falsehood	0
and	and	cc	and	and	0
wickednesse	wickednesse	n1	wickedness	wickedness	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
,	,	,	,	,	0
being	being	vbg	being	be	0
detected	detected	vvn	detected	detect	0
:	:	:	:	:	0
with	with	p-acp	with	with	0
thy	thy	po21	thy	thy	0
most	most	av-ds	most	most	0
precious	precious	j	precious	precious	0
intercession	intercession	n1	intercession	intercession	0
to	to	p-acp	to	to	0
thy	thy	po21	thy	thy	0
Sonne	Sonne	n1	Son	son	0
Iesus	Iesus	np1	Iesus	Jesus	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
lighten	lighten	vvi	lighten	lighten	0
and	and	cc	and	and	0
illuminate	illuminate	vvi	illuminate	illuminate	0
the	the	dt	the	the	0
hartes	hartes	n2	hearts	heart	0
&	&	cc	&	and	0
vnderstādings	vnderstādings	n2	understandings	understanding	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
are	are	vbr	are	be	0
ouer	ouer	a-acp	over	over	0
∣	∣	sy	∣	∣	0
whelmed	whelmed	vvd	whelmed	whelm	0
,	,	,	,	,	0
and	and	cc	and	and	0
ingulfed	ingulfed	j-vvn	ingulfed	ingulf	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
dangerous	dangerous	j	dangerous	dangerous	0
a	a	dt	a	a	0
∣	∣	sy	∣	∣	0
bisme	bisme	n1	bisme	bisme	0
of	of	pp-f	of	of	0
darcknesse	darcknesse	n1	darkness	darkness	0
,	,	,	,	,	0
and	and	cc	and	and	0
are	are	vbr	are	be	0
gone	gone	vvn	gone	go	0
astraye	astraye	av	astray	astray	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
intricat	intricat	j	intricate	intricate	0
labernith	labernith	n1	labernith	labernith	0
of	of	pp-f	of	of	0
heresies	heresies	n2	heresies	heresy	0
.	.	.	.	.	1
Deliuer	Deliuer	vvb	Deliver	deliver	0
thē	thē	pno32	them	they	0
(	(	(	(	(	0
ô	ô	uh	o	o	0
blessed	blessed	j-vvn	blessed	bless	0
mediatrixe	mediatrixe	n1	mediatrixe	mediatrixe	0
)	)	)	)	)	0
that	that	cst	that	that	0
doe	doe	vdz	do	do	0
walke	walke	vvi	walk	walk	0
awry	awry	av	awry	awry	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
darcknes	darcknes	n1	darkness	darkness	0
and	and	cc	and	and	0
shadowe	shadowe	n1	shadow	shadow	0
of	of	pp-f	of	of	0
death	death	n1	death	death	0
.	.	.	.	.	1
Pro	Pro	np1	Pro	Pro	0
∣	∣	sy	∣	∣	0
tecte	tecte	vvi	tecte	tecte	0
and	and	cc	and	and	0
defend	defend	vvi	defend	defend	0
the	the	dt	the	the	0
Catholique	Catholique	jp	Catholic	catholique	0
Church	Church	n1	Church	church	0
(	(	(	(	(	0
for	for	c-acp	for	for	0
the	the	dt	the	the	0
saftie	saftie	n1	safety	safety	0
of	of	pp-f	of	of	0
which	which	r-crq	which	which	0
,	,	,	,	,	0
Christe	Christe	np1	Christe	Christe	0
Iesus	Iesus	np1	Iesus	Jesus	0
tooke	tooke	vvd	took	take	0
flesh	flesh	n1	flesh	flesh	0
of	of	pp-f	of	of	0
thee	thee	pno21	thee	thou	0
,	,	,	,	,	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
establishing	establishing	n-vvg	establishing	establish	0
whereof	whereof	c-crq	whereof	whereof	0
,	,	,	,	,	0
he	he	pns31	he	he	0
suffered	suffered	vvd	suffered	suffer	0
his	his	po31	his	his	0
bitter	bitter	j	bitter	bitter	0
passion	passion	n1	passion	passion	0
,	,	,	,	,	0
yealded	yealded	vvd	yielded	yield	0
himselfe	himselfe	px31	himself	himself	0
to	to	p-acp	to	to	0
death	death	n1	death	death	0
,	,	,	,	,	0
and	and	cc	and	and	0
triumphed	triumphed	vvd	triumphed	triumph	0
ouer	ouer	p-acp	over	over	0
the	the	dt	the	the	0
powers	powers	n2	powers	power	0
of	of	pp-f	of	of	0
darcknesse	darcknesse	n1	darkness	darkness	0
)	)	)	)	)	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
malice	malice	n1	malice	malice	0
and	and	cc	and	and	0
danger	danger	n1	danger	danger	0
∣	∣	sy	∣	∣	0
ous	ous	j	ous	ous	0
purposes	purposes	n2	purposes	purpose	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
bend	bend	vvi	bend	bend	0
all	all	d	all	all	0
their	their	po32	their	their	0
plotts	plotts	n2	plots	plot	0
and	and	cc	and	and	0
pollices	pollices	fw-la	pollices	pollices	0
to	to	p-acp	to	to	0
destroy	destroy	vvi	destroy	destroy	0
her	her	pno31	her	she	0
.	.	.	.	.	1
4.	4.	crd	4.	4.	1
By	By	p-acp	By	by	0
whom	whom	ro-crq	whom	who	0
should	should	vmd	should	shall	0
the	the	dt	the	the	0
religion	religion	n1	religion	religion	0
of	of	pp-f	of	of	0
vir	vir	fw-la	vir	vir	0
∣	∣	sy	∣	∣	0
gins	gins	vvz	begins	begin	0
,	,	,	,	,	0
vowes	vowes	n2	vows	vow	0
,	,	,	,	,	0
and	and	cc	and	and	0
votaries	votaries	n2	votaries	votary	0
be	be	vbb	be	be	0
protected	protected	vvn	protected	protect	0
and	and	cc	and	and	0
vpholden	vpholden	vvi	upholden	uphold	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
by	by	p-acp	by	by	0
her	her	pno31	her	she	0
that	that	cst	that	that	0
made	made	vvd	made	make	0
the	the	dt	the	the	0
first	first	ord	first	first	0
so	so	av	so	so	0
∣	∣	sy	∣	∣	0
lemne	lemne	j	lemne	lemne	0
vowe	vowe	n1	vow	vow	0
and	and	cc	and	and	0
profession	profession	n1	profession	profession	0
thereof	thereof	av	thereof	thereof	0
?	?	?	?	?	1
To	To	p-acp	To	to	0
whō	whō	ro-crq	whom	who	0
should	should	vmd	should	shall	0
the	the	dt	the	the	0
religion	religion	n1	religion	religion	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
be	be	vbb	be	be	0
dedi	dedi	fw-la	dedi	dedi	0
∣	∣	sy	∣	∣	0
cated	cated	n-vvn	cated	cate	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
mother	mother	n1	mother	mother	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
?	?	?	?	?	1
Or	Or	cc	Or	or	0
the	the	dt	the	the	0
law	law	n1	law	law	0
of	of	pp-f	of	of	0
grace	grace	n1	grace	grace	0
be	be	vbb	be	be	0
addressed	addressed	vvn	addressed	address	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
vnto	vnto	p-acp	unto	unto	0
her	her	pno31	her	she	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
ful	ful	j	full	full	0
of	of	pp-f	of	of	0
grace	grace	n1	grace	grace	0
?	?	?	?	?	1
What	What	q-crq	What	what	0
better	better	jc	better	better	0
aduocate	aduocate	n1	advocate	advocate	0
can	can	vmb	can	can	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
haue	haue	vhb	have	have	0
,	,	,	,	,	0
then	then	cs	then	than	0
shee	shee	pns31	she	she	0
who	who	r-crq	who	who	0
is	is	vbz	is	be	0
placed	placed	vvn	placed	place	0
bet	bet	n1	bet	bet	0
∣	∣	sy	∣	∣	0
wixt	wixt	j	wixt	wixt	0
the	the	dt	the	the	0
sunne	sunne	n1	sun	sun	0
and	and	cc	and	and	0
the	the	dt	the	the	0
moone	moone	n1	moon	moon	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
S.	S.	n1	S.	saint	1
Ber	Ber	p-acp|po12	Ber	by|our	0
∣	∣	sy	∣	∣	0
nard	nard	n1	nard	nard	0
saieth	saieth	vvz	sayeth	say	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
mary	mary	vvi	marry	marry	0
betwixt	betwixt	p-acp	betwixt	betwixt	0
Christ	Christ	np1	Christ	Christ	0
&	&	cc	&	and	0
his	his	po31	his	his	0
Church	Church	n1	Church	church	0
?	?	?	?	?	1
What	What	q-crq	What	what	0
better	better	jc	better	better	0
defense	defense	n1	defence	defence	0
can	can	vmb	can	can	0
there	there	a-acp	there	there	0
be	be	vbi	be	be	0
against	against	p-acp	against	against	0
heretiques	heretiques	n2	heretics	heretic	0
,	,	,	,	,	0
then	then	cs	then	than	0
shee	shee	pns31	she	she	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
S.	S.	fw-la	S.	s.	0
Bona	Bona	fw-la	Bona	bona	0
∣	∣	sy	∣	∣	0
uenture	uenture	n1	venture	venture	0
saith	saith	vvz	says	say	0
)	)	)	)	)	0
that	that	cst	that	that	0
destroyeth	destroyeth	vvz	destroyeth	destroy	0
all	all	d	all	all	0
heresies	heresies	n2	heresies	heresy	0
?	?	?	?	?	0
and	and	cc	and	and	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
S.	S.	n1	S.	saint	0
Bernard	Bernard	np1	Bernard	Bernard	0
,	,	,	,	,	0
omnis	omnis	fw-la	omnis	omnis	0
haeresunt	haeresunt	fw-la	haeresunt	haeresunt	0
ineremptrix	ineremptrix	fw-la	ineremptrix	ineremptrix	0
,	,	,	,	,	0
that	that	cst	that	that	0
killeth	killeth	vvz	kills	kill	0
all	all	d	all	all	0
heresies	heresies	n2	heresies	heresy	0
.	.	.	.	.	1
Ther	Ther	a-acp	There	there	0
∣	∣	sy	∣	∣	0
fore	fore	av	before	fore	0
,	,	,	,	,	0
ô	ô	uh	o	o	0
blessed	blessed	j-vvn	blessed	bless	0
Virgin	Virgin	n1	Virgin	virgin	0
,	,	,	,	,	0
Dignare	Dignare	vvb	Dignare	dignare	0
me	me	pno11	me	i	0
laudare	laudare	fw-la	laudare	laudare	0
te	te	fw-la	te	te	0
Virgo	Virgo	fw-la	Virgo	virgo	0
&c.	&c.	av	etc.	etc	1
Vouchsafe	Vouchsafe	vvb	Vouchsafe	vouchsafe	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
praise	praise	vvi	praise	praise	0
thee	thee	pno21	thee	thou	0
,	,	,	,	,	0
ô	ô	uh	o	o	0
sa	sa	uh	sa	sa	0
∣	∣	sy	∣	∣	0
cred	cred	j	cred	cred	0
virgin	virgin	n1	virgin	virgin	0
:	:	:	:	:	0
fortifie	fortifie	vvi	fortify	fortify	0
me	me	pno11	me	i	0
against	against	p-acp	against	against	0
thine	thine	po21	thine	thy	0
enemies	enemies	n2	enemies	enemy	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
enemies	enemies	n2	enemies	enemy	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
Iesus	Iesus	np1	Iesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
being	being	vbg	being	be	0
his	his	po31	his	his	0
only	only	j	only	only	0
comōwealth	comōwealth	n1	commonwealth	commonwealth	0
,	,	,	,	,	0
kingdom	kingdom	n1	kingdom	kingdom	0
,	,	,	,	,	0
patrimony	patrimony	n1	patrimony	patrimony	0
,	,	,	,	,	0
vineyarde	vineyarde	n1	vineyard	vineyard	0
and	and	cc	and	and	0
mysti	mysti	fw-la	mysti	mysti	0
∣	∣	sy	∣	∣	0
call	call	vvb	call	call	0
body	body	n1	body	body	0
,	,	,	,	,	0
euery	euery	d	every	every	0
member	member	n1	member	member	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
ought	ought	pi	ought	aught	0
to	to	pc-acp	to	to	0
defend	defend	vvi	defend	defend	0
,	,	,	,	,	0
yea	yea	uh	yea	yea	0
is	is	vbz	is	be	0
more	more	av-dc	more	more	0
bound	bound	vvn	bound	bind	0
thervnto	thervnto	av	thereunto	thereunto	0
,	,	,	,	,	0
then	then	av	then	then	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
defense	defense	n1	defence	defence	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
earthly	earthly	j	earthly	earthly	0
comon	comon	j	common	common	0
wealth	wealth	n1	wealth	wealth	0
.	.	.	.	.	1
5.	5.	crd	5.	5.	1
As	As	p-acp	As	as	0
for	for	p-acp	for	for	0
thyne	thyne	po21	thine	thy	0
incpmparable	incpmparable	j	incpmparable	incpmparable	0
,	,	,	,	,	0
and	and	cc	and	and	0
vn	vn	zz	vn	vn	0
∣	∣	sy	∣	∣	0
speakeable	speakeable	j-u	speakeable	speakeable	0
merittes	merittes	n2	merits	merit	0
and	and	cc	and	and	0
benefites	benefites	n2	benefits	benefit	0
towardes	towardes	p-acp	towards	towards	0
me	me	pno11	me	i	0
,	,	,	,	,	0
and	and	cc	and	and	0
towards	towards	p-acp	towards	towards	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
world	world	n1	world	world	0
,	,	,	,	,	0
all	all	d	all	all	0
true	true	j	true	true	0
Christian	Christian	njp	Christian	christian	0
hartes	hartes	n2	hearts	heart	0
doe	doe	vdb	do	do	0
acknowledge	acknowledge	vvi	acknowledge	acknowledge	0
them	them	pno32	them	they	0
;	;	;	;	;	0
&	&	cc	&	and	0
with	with	p-acp	with	with	0
Aristotle	Aristotle	np1	Aristotle	Aristotle	0
I	I	pns11	I	i	0
confesse	confesse	vvb	confess	confess	0
,	,	,	,	,	0
Qui	Qui	fw-la	Qui	qui	0
beneficium	beneficium	fw-la	beneficium	beneficium	0
ac	ac	fw-la	ac	ac	0
∣	∣	sy	∣	∣	0
cipit	cipit	fw-la	cipit	cipit	0
,	,	,	,	,	0
De	De	fw-fr	De	de	0
cōgruo	cōgruo	fw-la	cōgruo	cōgruo	0
uon	uon	fw-mi	uon	von	0
de	de	fw-fr	de	de	0
cō	cō	fw-mi	cō	cō	0
∣	∣	sy	∣	∣	0
digno	digno	fw-it	digno	digno	0
.	.	.	.	.	0
libertatē	libertatē	fw-la	libertatē	libertatē	0
perdidit	perdidit	fw-la	perdidit	perdidit	0
,	,	,	,	,	0
He	He	pns31	He	he	0
that	that	cst	that	that	0
receueth	receueth	vvz	receueth	receu	0
a	a	av	a	a	0
be	be	vbi	be	be	0
∣	∣	sy	∣	∣	0
nefit	nefit	n1	nefit	nefit	0
loseth	loseth	vvz	loses	lose	0
his	his	po31	his	his	0
liberty	liberty	n1	liberty	liberty	0
&	&	cc	&	and	0
becometh	becometh	vvz	becometh	become	0
a	a	dt	a	a	0
slaue	slaue	n1	slave	slave	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
benefactors	benefactors	n2	benefactors	benefactor	0
.	.	.	.	.	1
How	How	uh-crq	How	how	0
then	then	av	then	then	0
should	should	vmd	should	shall	0
not	not	xx	not	not	0
I	I	pns11	I	i	0
&	&	cc	&	and	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
world	world	n1	world	world	0
,	,	,	,	,	0
confesse	confesse	vvb	confess	confess	0
our	our	po12	our	our	0
selues	selues	n2	selves	self	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
obliged	obliged	vvn	obliged	oblige	0
vnto	vnto	p-acp	unto	unto	0
thee	thee	pno21	thee	thou	0
for	for	p-acp	for	for	0
soe	soe	av	so	so	0
generall	generall	j	general	general	0
and	and	cc	and	and	0
soe	soe	av	so	so	0
worthy	worthy	j	worthy	worthy	0
a	a	dt	a	a	0
benefit	benefit	n1	benefit	benefit	0
as	as	c-acp	as	as	0
we	we	pns12	we	we	0
haue	haue	vhb	have	have	0
receaued	receaued	vvn	received	receive	0
at	at	p-acp	at	at	0
thy	thy	po21	thy	thy	0
handes	handes	n2	hands	hand	0
,	,	,	,	,	0
Iesus	Iesus	np1	Iesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
taking	taking	vvg	taking	take	0
that	that	d	that	that	0
flesh	flesh	n1	flesh	flesh	0
of	of	pp-f	of	of	0
thee	thee	pno21	thee	thou	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
would	would	vmd	would	will	0
dye	dye	vvi	die	dye	0
for	for	p-acp	for	for	0
our	our	po12	our	our	0
