REmēbring	REmēbring	vvg	Remembering	remember	0
member	member	n1	member	member	0
,	,	,	,	,	0
thought	thought	vvd	thought	think	0
it	it	pn31	it	it	0
good	good	j	good	good	0
to	to	pc-acp	to	to	0
pertici	pertici	fw-la	pertici	pertici	0
∣	∣	sy	∣	∣	0
pate	pate	n1	pate	pate	0
parcell	parcell	n1	parcel	parcel	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
my	my	po11	my	my	0
ioyes	ioyes	n2	joys	joy	0
vnto	vnto	p-acp	unto	unto	0
your	your	po22	your	your	0
grace	grace	n1	grace	grace	0
:	:	:	:	:	0
vvhom	vvhom	r-crq	whom	who	0
I	I	pns11	I	i	0
knovv	knovv	vvb	know	know	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
principal	principal	j-jn	principal	principal	0
mē	mē	n2	men	man	0
∣	∣	sy	∣	∣	0
ber	ber	zz	ber	ber	0
in	in	p-acp	in	in	0
Christes	Christes	npg1	Christes	Christ	0
churche	churche	n1	church	church	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
certaintie	certaintie	n1	certainty	certainty	0
.	.	.	.	.	1
I	I	pns11	I	i	0
could	could	vmd	could	can	0
declare	declare	vvi	declare	declare	0
vvherein	vvherein	c-crq	wherein	wherein	0
if	if	cs	if	if	0
Ars	Ars	fw-la	Ars	ars	0
Adulandi	Adulandi	fw-la	Adulandi	adulandi	0
,	,	,	,	,	0
had	had	vhd	had	have	0
not	not	xx	not	not	0
abhorred	abhorred	vvn	abhorred	abhor	0
me	me	pno11	me	i	0
,	,	,	,	,	0
vvhom	vvhom	r-crq	whom	who	0
also	also	av	also	also	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
ben	ben	vbn	been	be	0
al	al	d	all	all	0
∣	∣	sy	∣	∣	0
vvayes	vvayes	n2	ways	way	0
at	at	p-acp	at	at	0
defiance	defiance	n1	defiance	defiance	0
vvith	vvith	p-acp	with	with	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
he	he	pns31	he	he	0
needeth	needeth	vvz	needs	need	0
not	not	xx	not	not	0
heere	heere	av	here	here	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
pleased	pleased	vvn	pleased	please	0
the	the	dt	the	the	0
almightie	almightie	j-jn	almighty	almighty	0
Iehouah	Iehouah	np1	Iehouah	Iehouah	0
that	that	cst	that	that	0
self	self	n1	self	self	0
sayd	sayd	vvd	said	say	0
Phisitiō	Phisitiō	n1	Physician	physician	0
so	so	av	so	so	0
to	to	pc-acp	to	to	0
encrease	encrease	vvi	increase	increase	0
your	your	po22	your	your	0
spirituall	spirituall	j	spiritual	spiritual	0
health	health	n1	health	health	0
,	,	,	,	,	0
that	that	cst	that	that	0
suche	suche	d	such	such	0
like	like	j	like	like	0
fruite	fruite	n1	fruit	fruit	0
hath	hath	vhz	hath	have	0
so	so	av	so	so	0
corespōdently	corespōdently	av-j	corespondently	corespondent	0
proceeded	proceeded	vvn	proceeded	proceed	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
by	by	p-acp	by	by	0
fame	fame	n1	fame	fame	0
hath	hath	vhz	hath	have	0
bene	bene	vbn	be	be	0
manifested	manifested	vvn	manifested	manifest	0
to	to	p-acp	to	to	0
many	many	d	many	many	0
:	:	:	:	:	0
and	and	cc	and	and	0
especi	especi	fw-la	especi	especi	0
∣	∣	sy	∣	∣	0
ally	ally	n1	alley	ally	0
in	in	p-acp	in	in	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
pleased	pleased	vvn	pleased	please	0
hym	hym	pno31	him	he	0
the	the	dt	the	the	0
foun	foun	n1	foum	foum	0
∣	∣	sy	∣	∣	0
tayne	tayne	n1	tayne	tayne	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
goodnesse	goodnesse	n1	goodness	goodness	0
,	,	,	,	,	0
so	so	av	so	so	0
to	to	pc-acp	to	to	0
blase	blase	vvi	blaze	blaze	0
your	your	po22	your	your	0
faithfulnesse	faithfulnesse	n1	faithfulness	faithfulness	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Queenes	Queenes	ng1	Queens	queen	0
most	most	av-ds	most	most	0
excelent	excelent	j	excellent	excellent	0
maiesty	maiesty	n1	majesty	majesty	0
,	,	,	,	,	0
that	that	cst	that	that	0
hir	hir	po31	his	her	0
highnes	highnes	n1	highness	highness	0
setting	setting	vvg	setting	set	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
self	self	n1	self	self	0
same	same	d	same	same	0
seate	seate	n1	seat	seat	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
your	your	po22	your	your	0
grace	grace	n1	grace	grace	0
(	(	(	(	(	0
vnder	vnder	p-acp	under	under	0
God	God	np1	God	God	0
and	and	cc	and	and	0
hir	hir	png31	his	he	0
excelencie	excelencie	n1	excellency	excellency	0
)	)	)	)	)	0
now	now	av	now	now	0
sitteth	sitteth	vvz	sitteth	sit	0
&	&	cc	&	and	0
possesseth	possesseth	vvz	possesses	possess	0
most	most	av-ds	most	most	0
worthily	worthily	av-j	worthily	worthy	0
,	,	,	,	,	0
your	your	po22	your	your	0
perfectnes	perfectnes	n1	perfectness	perfectness	0
is	is	vbz	is	be	0
made	made	vvn	made	make	0
ma	ma	n1	ma	man	0
∣	∣	sy	∣	∣	0
nifest	nifest	j	nifest	nife	0
to	to	pc-acp	to	to	0
all	all	av-d	all	all	0
.	.	.	.	.	1
I	I	pns11	I	i	0
am	am	vbm	am	be	0
sure	sure	j	sure	sure	0
that	that	cst	that	that	0
some	some	d	some	some	0
amongst	amongst	p-acp	among	among	0
such	such	d	such	such	0
a	a	dt	a	a	0
multitude	multitude	n1	multitude	multitude	0
as	as	c-acp	as	as	0
shall	shall	vmb	shall	shall	0
&	&	cc	&	and	0
wil	wil	vmb	will	will	0
scan	scan	vvi	scan	scan	0
my	my	po11	my	my	0
do	do	n1	doe	do	0
∣	∣	sy	∣	∣	0
ings	ings	n2-vdg	ings	ing	0
herein	herein	av	herein	herein	0
,	,	,	,	,	0
will	will	vmb	will	will	0
accompt	accompt	vvi	account	account	0
me	me	pno11	me	i	0
fond	fond	j	found	fond	0
,	,	,	,	,	0
rude	rude	j	rude	rude	0
,	,	,	,	,	0
and	and	cc	and	and	0
prodigally	prodigally	av-jn	prodigally	prodigal	0
presumptuous	presumptuous	j	presumptuous	presumptuous	0
,	,	,	,	,	0
bicause	bicause	c-acp	because	because	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
(	(	(	(	(	0
so	so	av	so	so	0
simple	simple	j	simple	simple	0
)	)	)	)	)	0
haue	haue	vhb	have	have	0
taken	taken	vvn	taken	take	0
vppon	vppon	p-acp	upon	upon	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
present	present	vvi	present	present	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
vnto	vnto	p-acp	unto	unto	0
your	your	po22	your	your	0
grace	grace	n1	grace	grace	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
this	this	d	this	this	0
so	so	av	so	so	0
vvorthie	vvorthie	j-jn	worthy	worthy	0
a	a	dt	a	a	0
vvorke	vvorke	n1	work	work	0
so	so	av	so	so	0
rudely	rudely	av-j	rudely	rude	0
translated	translated	vvn	translated	translate	0
and	and	cc	and	and	0
penned	penned	vvn	penned	pen	0
:	:	:	:	:	0
and	and	cc	and	and	0
so	so	av	so	so	0
esteeme	esteeme	vvb	esteem	esteem	0
the	the	dt	the	the	0
lesse	lesse	av-dc	less	less	0
thereof	thereof	av	thereof	thereof	0
bicause	bicause	c-acp	because	because	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
done	done	vdn	done	do	0
by	by	p-acp	by	by	0
me	me	pno11	me	i	0
,	,	,	,	,	0
vvho	vvho	r-crq	who	who	0
of	of	pp-f	of	of	0
late	late	av-j	late	late	0
(	(	(	(	(	0
vvhilest	vvhilest	cs	whilst	while	0
mine	mine	po11	mine	my	0
exhibition	exhibition	n1	exhibition	exhibition	0
lasted	lasted	vvd	lasted	last	0
)	)	)	)	)	0
did	did	vdd	did	do	0
studie	studie	vvi	study	study	0
the	the	dt	the	the	0
commō	commō	j	common	common	0
lavves	lavves	n2	laws	law	0
of	of	pp-f	of	of	0
Eng	Eng	np1	Eng	Eng	0
∣	∣	sy	∣	∣	0
land	land	n1	land	land	0
,	,	,	,	,	0
&	&	cc	&	and	0
say	say	vvb	say	say	0
by	by	p-acp	by	by	0
me	me	pno11	me	i	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
heard	heard	vvn	herd	hear	0
a	a	dt	a	a	0
number	number	n1	number	number	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
say	say	vvi	say	say	0
by	by	p-acp	by	by	0
others	others	n2-jn	others	other	0
the	the	dt	the	the	0
professors	professors	n2	professors	professor	0
of	of	pp-f	of	of	0
true	true	j	true	true	0
religion	religion	n1	religion	religion	0
:	:	:	:	:	0
Lo	Lo	uh	Lo	lo	0
,	,	,	,	,	0
behold	behold	vvb	behold	behold	0
I	I	pns11	I	i	0
pray	pray	vvb	pray	pray	0
you	you	pn22	you	you	0
,	,	,	,	,	0
heere	heere	av	here	here	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
seene	seene	vvn	seen	see	0
a	a	dt	a	a	0
sedicious	sedicious	j	seditious	seditious	0
sovver	sovver	n1	sower	sower	0
of	of	pp-f	of	of	0
errors	errors	n2	errors	error	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
church	church	n1	church	church	0
,	,	,	,	,	0
he	he	pns31	he	he	0
vvas	vvas	vbds	was	be	0
of	of	pp-f	of	of	0
late	late	j	late	late	0
a	a	dt	a	a	0
student	student	n1	student	student	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
lavv	lavv	n1	law	law	0
,	,	,	,	,	0
a	a	dt	a	a	0
lustie	lustie	j	lusty	lusty	0
youth	youth	n1	youth	youth	0
,	,	,	,	,	0
and	and	cc	and	and	0
novv	novv	av	now	now	0
for	for	p-acp	for	for	0
lacke	lacke	n1	lack	lack	0
of	of	pp-f	of	of	0
lyuing	lyuing	n-vvg	living	live	0
hee	hee	pns31	he	he	0
is	is	vbz	is	be	0
become	become	vvn	become	become	0
a	a	dt	a	a	0
clavvebacke	clavvebacke	n1	clavvebacke	clavvebacke	0
amongest	amongest	p-acp	amongst	amongst	0
the	the	dt	the	the	0
heritikes	heritikes	n2	heretics	heretic	0
&	&	cc	&	and	0
a	a	dt	a	a	0
prating	prating	j-vvg	prating	prate	0
protestant	protestant	n1	protestant	protestant	0
,	,	,	,	,	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
though	though	cs	though	though	0
it	it	pn31	it	it	0
vvere	vvere	vbdr	were	be	0
not	not	xx	not	not	0
possible	possible	j	possible	possible	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
youth	youth	n1	youth	youth	0
,	,	,	,	,	0
or	or	cc	or	or	0
a	a	dt	a	a	0
student	student	n1	student	student	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
lavv	lavv	n1	law	law	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
true	true	j	true	true	0
professor	professor	n1	professor	professor	0
of	of	pp-f	of	of	0
christian	christian	njp	christian	christian	0
religion	religion	n1	religion	religion	0
)	)	)	)	)	0
although	although	cs	although	although	0
that	that	cst	that	that	0
a	a	dt	a	a	0
great	great	j	great	great	0
number	number	n1	number	number	0
of	of	pp-f	of	of	0
Lavvyers	Lavvyers	n2	Lawyers	lawyer	0
be	be	vbb	be	be	0
obstinate	obstinate	j	obstinate	obstinate	0
Papistes	Papistes	njp2	Papists	papist	0
(	(	(	(	(	0
the	the	cs	the	than	0
more	more	dc	more	more	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
pittie	pittie	n1	pity	pity	0
)	)	)	)	)	0
yet	yet	av	yet	yet	0
thankes	thankes	n2	thanks	thanks	0
be	be	vbb	be	be	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
,	,	,	,	,	0
a	a	dt	a	a	0
many	many	d	many	many	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
(	(	(	(	(	0
to	to	p-acp	to	to	0
small	small	j	small	small	0
)	)	)	)	)	0
are	are	vbr	are	be	0
verie	verie	av	very	very	0
zealous	zealous	j	zealous	zealous	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
true	true	j	true	true	0
Religion	Religion	n1	Religion	religion	0
(	(	(	(	(	0
In	In	p-acp	In	in	0
Clements	Clements	npg1	Clements	Clement	0
Inne	Inne	n1	Inn	inn	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
parte	parte	n1	part	part	0
are	are	vbr	are	be	0
)	)	)	)	)	0
But	But	cc-acp	But	but	0
for	for	p-acp	for	for	0
an	an	dt	and	a	0
ansvvere	ansvvere	vvi	answer	answer	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
suche	suche	d	such	such	0
as	as	c-acp	as	as	0
shall	shall	vmb	shall	shall	0
thus	thus	av	thus	thus	0
impudētly	impudētly	av-j	impudently	impudent	0
defame	defame	vvi	defame	defame	0
me	me	pno11	me	i	0
,	,	,	,	,	0
I	I	pns11	I	i	0
say	say	vvb	say	say	0
as	as	p-acp	as	as	0
follovv	follovv	vvi	follow	follow	0
∣	∣	sy	∣	∣	0
eth	eth	zz	eth	eth	0
.	.	.	.	.	1
Am	Am	vbm	Am	be	0
I	I	pns11	I	i	0
fonde	fonde	j	fond	fond	0
doe	doe	vdb	do	do	0
they	they	pns32	they	they	0
say	say	vvb	say	say	0
,	,	,	,	,	0
bycause	bycause	c-acp	because	because	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
dedicated	dedicated	vvn	dedicated	dedicate	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
grace	grace	n1	grace	grace	0
,	,	,	,	,	0
no	no	av-dx	no	no	0
surely	surely	av-j	surely	sure	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
vvhie	vvhie	c-crq	why	why	0
,	,	,	,	,	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
vvell	vvell	av	well	well	0
aduised	aduised	vvn	advised	advise	0
and	and	cc	and	and	0
doe	doe	vdb	do	do	0
knovv	knovv	vvi	know	know	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
vvill	vvill	vmb	will	will	0
accept	accept	vvi	accept	accept	0
it	it	pn31	it	it	0
in	in	p-acp	in	in	0
good	good	j	good	good	0
parte	parte	n1	part	part	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
seene	seene	vvn	seen	see	0
and	and	cc	and	and	0
marked	marked	vvn	marked	mark	0
very	very	av	very	very	0
vvell	vvell	av	well	well	0
,	,	,	,	,	0
euer	euer	av	ever	ever	0
sithēs	sithēs	c-acp	since	since	0
your	your	po22	your	your	0
G.	G.	np1	G.	G.	0
comming	comming	vvg	coming	come	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Bishoprick	Bishoprick	n1	Bishopric	bishopric	0
of	of	pp-f	of	of	0
Lon	Lon	np1	Lon	Lon	0
∣	∣	sy	∣	∣	0
don	don	n1	dONE	don	0
,	,	,	,	,	0
hovve	hovve	c-crq	how	how	0
that	that	cst	that	that	0
all	all	d	all	all	0
the	the	dt	the	the	0
enimies	enimies	n2	enemies	enemy	0
to	to	p-acp	to	to	0
idlenesse	idlenesse	n1	idleness	idleness	0
and	and	cc	and	and	0
vice	vice	n1	vice	vice	0
(	(	(	(	(	0
or	or	cc	or	or	0
as	as	c-acp	as	as	0
many	many	d	many	many	0
as	as	c-acp	as	as	0
you	you	pn22	you	you	0
knevv	knevv	vvd	knew	know	0
)	)	)	)	)	0
vvere	vvere	vbdr	were	be	0
ad	ad	fw-la	ad	ad	0
∣	∣	sy	∣	∣	0
uanced	uanced	vvd	vanced	vance	0
,	,	,	,	,	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
contrary	contrary	j-jn	contrary	contrary	0
the	the	dt	the	the	0
louers	louers	ng1	lovers	lover	0
ther	ther	zz	ther	ther	0
∣	∣	sy	∣	∣	0
of	of	pp-f	of	of	0
and	and	cc	and	and	0
abhorrors	abhorrors	n2	abhorrors	abhorror	0
of	of	pp-f	of	of	0
vertuous	vertuous	j	virtuous	virtuous	0
exercise	exercise	n1	exercise	exercise	0
,	,	,	,	,	0
vvere	vvere	vbdr	were	be	0
supressed	supressed	vvn	suppressed	suppress	0
.	.	.	.	.	1
Your	Your	po22	Your	your	0
setting	setting	n-vvg	setting	set	0
forth	forth	av	forth	forth	0
of	of	pp-f	of	of	0
vertue	vertue	n1	virtue	virtue	0
,	,	,	,	,	0
and	and	cc	and	and	0
punishing	punishing	vvg	punishing	punish	0
of	of	pp-f	of	of	0
vice	vice	n1	vice	vice	0
hath	hath	vhz	hath	have	0
much	much	av-d	much	much	0
moued	moued	vvn	moved	move	0
mee	mee	pno11	me	i	0
to	to	pc-acp	to	to	0
looke	looke	vvi	look	look	0
vppon	vppon	p-acp	upon	upon	0
my	my	po11	my	my	0
self	self	n1	self	self	0
,	,	,	,	,	0
and	and	cc	and	and	0
made	made	vvd	made	make	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
forget	forget	vvi	forget	forget	0
that	that	d	that	that	0
braine	braine	n1	brain	brain	0
sicke	sicke	j	sick	sick	0
and	and	cc	and	and	0
that	that	cst	that	that	0
lewde	lewde	j	lewd	lewd	0
rule	rule	n1	rule	rule	0
of	of	pp-f	of	of	0
lyfe	lyfe	n1	life	life	0
vvhich	vvhich	r-crq	which	which	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
