MErcies	MErcies	ng1	MErcies	mercy	0
Dragons	Dragons	n2	Dragons	dragon	0
,	,	,	,	,	0
and	and	cc	and	and	0
cover	cover	vvb	cover	cover	0
us	us	pno12	us	we	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
shadow	shadow	n1	shadow	shadow	0
of	of	pp-f	of	of	0
death	death	n1	death	death	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
we	we	pns12	we	we	0
ought	ought	vmd	ought	ought	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
forget	forget	vvi	forget	forget	0
his	his	po31	his	his	0
name	name	n1	name	name	0
or	or	cc	or	or	0
deale	deale	vvi	deal	deal	0
falsely	falsely	av-j	falsely	false	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
Covenant	Covenant	n1	Covenant	covenant	0
:	:	:	:	:	0
Yea	Yea	uh	Yea	yea	0
,	,	,	,	,	0
wee	wee	pns12	we	we	0
ought	ought	vmd	ought	ought	0
to	to	pc-acp	to	to	0
blesse	blesse	vvi	bless	bless	0
his	his	po31	his	his	0
Name	Name	n1	Name	name	0
,	,	,	,	,	0
and	and	cc	and	and	0
give	give	vvb	give	give	0
him	him	pno31	him	he	0
thankes	thankes	n2	thanks	thanks	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
laid	laid	vvn	laid	lay	0
our	our	po12	our	our	0
bones	bones	n2	bones	bone	0
,	,	,	,	,	0
and	and	cc	and	and	0
powred	powred	vvd	poured	pour	0
our	our	po12	our	our	0
bloud	bloud	n1	blood	blood	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
Foundation	Foundation	n1	Foundation	foundation	0
of	of	pp-f	of	of	0
so	so	av	so	so	0
honourable	honourable	j	honourable	honourable	0
a	a	dt	a	a	0
worke	worke	n1	work	work	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
sinne	sinne	n1	sin	sin	0
and	and	cc	and	and	0
a	a	dt	a	a	0
shame	shame	n1	shame	shame	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
honour	honour	vvi	honour	honour	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
work	work	n1	work	work	0
,	,	,	,	,	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
put	put	vvn	put	put	0
to	to	pc-acp	to	to	0
shame	shame	vvi	shame	shame	0
:	:	:	:	:	0
How	How	c-crq	How	how	0
shamefull	shamefull	j	shameful	shameful	0
then	then	av	then	then	0
would	would	vmd	would	will	0
our	our	po12	our	our	0
sinne	sinne	n1	sin	sin	0
be	be	vbi	be	be	0
,	,	,	,	,	0
if	if	cs	if	if	0
we	we	pns12	we	we	0
should	should	vmd	should	shall	0
not	not	xx	not	not	0
honour	honour	vvi	honour	honour	0
him	him	pno31	him	he	0
,	,	,	,	,	0
while	while	cs	while	while	0
he	he	pns31	he	he	0
gives	gives	vvz	gives	give	0
us	us	pno12	us	we	0
honour	honour	n1	honour	honour	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
carrying	carrying	vvg	carrying	carry	0
on	on	p-acp	on	on	0
his	his	po31	his	his	0
worke	worke	n1	work	work	0
?	?	?	?	?	1
There	There	pc-acp	There	there	0
is	is	vbz	is	be	0
nothing	nothing	pix	nothing	nothing	0
more	more	av-dc	more	more	0
undu	undu	fw-fr	undu	undu	0
∣	∣	sy	∣	∣	0
tifull	tifull	j	tifull	tifull	0
then	then	av	then	then	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
people	people	n1	people	people	0
to	to	pc-acp	to	to	0
humble	humble	vvi	humble	humble	0
God	God	np1	God	God	0
,	,	,	,	,	0
while	while	cs	while	while	0
God	God	np1	God	God	0
,	,	,	,	,	0
is	is	vbz	is	be	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
alting	alting	j-vvg	alting	alt	0
them	them	pno32	them	they	0
.	.	.	.	.	1
Not	Not	xx	Not	not	0
to	to	pc-acp	to	to	0
acknowledge	acknowledge	vvi	acknowledge	acknowledge	0
mercies	mercies	n2	mercies	mercy	0
,	,	,	,	,	0
is	is	vbz	is	be	0
at	at	p-acp	at	at	0
least	least	ds	least	least	0
an	an	dt	and	a	0
humbling	humbling	vvg	humbling	humble	0
,	,	,	,	,	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
not	not	xx	not	not	0
an	an	dt	and	a	0
Abasing	Abasing	vvg	Abasing	abase	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
.	.	.	.	.	1
Wherefore	Wherefore	q-crq	Wherefore	wherefore	0
(	(	(	(	(	0
Honoured	Honoured	vvn	Honoured	honour	0
Senators	Senators	n2	Senators	senator	0
)	)	)	)	)	0
let	let	vvb	let	let	0
your	your	po22	your	your	0
hearts	hearts	n2	hearts	heart	0
be	be	vbb	be	be	0
ever	ever	av	ever	ever	0
lifted	lifted	vvn	lifted	lift	0
up	up	a-acp	up	up	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
waies	waies	n2	ways	way	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
let	let	vvb	let	let	0
God	God	np1	God	God	0
be	be	vbi	be	be	0
lif	lif	n1	life	life	0
∣	∣	sy	∣	∣	0
ted	ted	j	ted	ted	0
up	up	a-acp	up	up	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
your	your	po22	your	your	0
hearts	hearts	n2	hearts	heart	0
.	.	.	.	.	1
Let	Let	vvb	Let	let	0
your	your	po22	your	your	0
pietie	pietie	n1	piety	piety	0
be	be	vbb	be	be	0
as	as	a-acp	as	as	0
zealous	zealous	j	zealous	zealous	0
(	(	(	(	(	0
in	in	p-acp	in	in	0
keeping	keeping	vvg	keeping	keep	0
dayes	dayes	n2	days	day	0
of	of	pp-f	of	of	0
praise	praise	n1	praise	praise	0
and	and	cc	and	and	0
thanksgiving	thanksgiving	n1	thanksgiving	thanksgiving	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
record	record	vvi	record	record	0
blessings	blessings	n2	blessings	blessing	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
bin	bin	vbn	been	be	0
(	(	(	(	(	0
in	in	p-acp	in	in	0
keeping	keeping	vvg	keeping	keep	0
daies	daies	n2	days	day	0
of	of	pp-f	of	of	0
Prayer	Prayer	n1	Prayer	prayer	0
and	and	cc	and	and	0
Fasting	Fasting	n-vvg	Fasting	fast	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
procure	procure	vvi	procure	procure	0
them	them	pno32	them	they	0
.	.	.	.	.	1
God	God	np1	God	God	0
could	could	vmd	could	can	0
tell	tell	vvi	tell	tell	0
the	the	dt	the	the	0
sraclites	sraclites	n2	sraclites	sraclite	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Booke	Booke	n1	Book	book	0
of	of	pp-f	of	of	0
Judges	Judges	n2	Judges	judge	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
often	often	av	often	often	0
and	and	cc	and	and	0
from	from	p-acp	from	from	0
what	what	r-crq	what	what	0
ene	ene	av	ene	even	0
∣	∣	sy	∣	∣	0
mies	mies	np2-n	mies	mie	0
by	by	p-acp	by	by	0
name	name	n1	name	name	0
,	,	,	,	,	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
delivered	delivered	vvn	delivered	deliver	0
them	them	pno32	them	they	0
.	.	.	.	.	1
Let	Let	vvb	Let	let	0
your	your	po22	your	your	0
records	records	n2	records	record	0
be	be	vbb	be	be	0
as	as	a-acp	as	as	0
exact	exact	j	exact	exact	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
point	point	n1	point	point	0
(	(	(	(	(	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
best	best	js	best	best	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
observati	observati	n1	observati	observati	0
∣	∣	sy	∣	∣	0
on	on	p-acp	on	on	0
)	)	)	)	)	0
as	as	c-acp	as	as	0
Gods	Gods	n2	Gods	god	0
are	are	vbr	are	be	0
.	.	.	.	.	1
He	He	pns31	He	he	0
knowes	knowes	vvz	knows	know	0
still	still	av	still	still	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
,	,	,	,	,	0
and	and	cc	and	and	0
what	what	r-crq	what	what	0
vi	vi	crd	vi	vi	0
∣	∣	sy	∣	∣	0
ctories	ctories	n2	ctories	ctory	0
he	he	pns31	he	he	0
gives	gives	vvz	gives	give	0
;	;	;	;	;	0
he	he	pns31	he	he	0
knowes	knowes	vvz	knows	know	0
by	by	p-acp	by	by	0
whom	whom	ro-crq	whom	who	0
,	,	,	,	,	0
and	and	cc	and	and	0
over	over	p-acp	over	over	0
whomChap	whomChap	n1	whomChap	whomchap	0
.	.	.	.	.	1
10.	10.	crd	10.	10.	0
he	he	pns31	he	he	0
gives	gives	vvz	gives	give	0
them	them	pno32	them	they	0
.	.	.	.	.	1
Let	Let	vvb	Let	let	0
your	your	po22	your	your	0
registers	registers	n2	registers	register	0
be	be	vbb	be	be	0
as	as	p-acp	as	as	0
counterpanes	counterpanes	n2	counterpanes	counterpane	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
reserved	reserved	vvn	reserved	reserve	0
in	in	p-acp	in	in	0
heaven	heaven	n1	heaven	heaven	0
,	,	,	,	,	0
yea	yea	uh	yea	yea	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
copies	copies	n2	copies	copy	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
those	those	d	those	those	0
volumes	volumes	n2	volumes	volume	0
of	of	pp-f	of	of	0
love	love	n1	love	love	0
,	,	,	,	,	0
and	and	cc	and	and	0
care	care	vvb	care	care	0
which	which	r-crq	which	which	0
God	God	np1	God	God	0
hath	hath	vhz	hath	have	0
transcribed	transcribed	vvn	transcribed	transcribe	0
from	from	p-acp	from	from	0
that	that	d	that	that	0
originall	originall	n-jn	original	original	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
secret	secret	j-jn	secret	secret	0
counsels	counsels	n2	counsels	counsel	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
visible	visible	j	visible	visible	0
hand	hand	n1	hand	hand	0
and	and	cc	and	and	0
pen	pen	n1	pen	pen	0
of	of	pp-f	of	of	0
providence	providence	n1	providence	providence	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
actions	actions	n2	actions	action	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
latter	latter	d	latter	latter	0
dayes	dayes	n2	days	day	0
.	.	.	.	.	1
They	They	pns32	They	they	0
that	that	cst	that	that	0
retaine	retaine	vvb	retain	retain	0
the	the	dt	the	the	0
memorie	memorie	n1	memory	memory	0
of	of	pp-f	of	of	0
mercies	mercies	n2	mercies	mercy	0
,	,	,	,	,	0
seldome	seldome	av	seldom	seldom	0
loose	loose	j	lose	loose	0
the	the	dt	the	the	0
fight	fight	n1	fight	fight	0
of	of	pp-f	of	of	0
mercies	mercies	n2	mercies	mercy	0
:	:	:	:	:	0
and	and	cc	and	and	0
God	God	np1	God	God	0
never	never	av-x	never	never	0
breaks	breaks	vvz	breaks	break	0
off	off	a-acp	off	off	0
(	(	(	(	(	0
for	for	c-acp	for	for	0
evill	evill	j-jn	evil	evil	0
)	)	)	)	)	0
from	from	p-acp	from	from	0
doing	doing	vdg	doing	do	0
them	them	pno32	them	they	0
good	good	j	good	good	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
speake	speake	vvb	speak	speak	0
good	good	j	good	good	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
name	name	n1	name	name	0
.	.	.	.	.	1
How	How	c-crq	How	how	0
many	many	d	many	many	0
successes	successes	n2	successes	success	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
victories	victories	n2	victories	victory	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
given	given	vvn	given	give	0
you	you	pn22	you	you	0
,	,	,	,	,	0
since	since	c-acp	since	since	0
you	you	pn22	you	you	0
paid	paid	vvd	paid	pay	0
this	this	d	this	this	0
debt	debt	n1	debt	debt	0
of	of	pp-f	of	of	0
praise	praise	n1	praise	praise	0
?	?	?	?	?	1
You	You	pn22	You	you	0
and	and	cc	and	and	0
we	we	pns12	we	we	0
have	have	vhb	have	have	0
had	had	vhn	had	have	0
joy	joy	n1	joy	joy	0
upon	upon	p-acp	upon	upon	0
joy	joy	n1	joy	joy	0
;	;	;	;	;	0
then	then	av	then	then	0
add	add	vvb	add	add	0
Thankfulnes	Thankfulnes	n1	Thankfulness	thankfulness	0
to	to	pc-acp	to	to	0
Thank	Thank	vvi	Thank	thank	0
∣	∣	sy	∣	∣	0
fulnesse	fulnesse	n1	fullness	fullness	0
,	,	,	,	,	0
till	till	c-acp	till	till	0
yours	yours	png22	yours	you	0
and	and	cc	and	and	0
our	our	po12	our	our	0
joyes	joyes	n2	joys	joy	0
be	be	vbb	be	be	0
full	full	j	full	full	0
.	.	.	.	.	1
This	This	np1	This	This	0
filling	filling	vvg	filling	fill	0
up	up	a-acp	up	up	0
the	the	dt	the	the	0
Nation	Nation	n1	Nation	nation	0
joy	joy	n1	joy	joy	0
,	,	,	,	,	0
is	is	vbz	is	be	0
,	,	,	,	,	0
and	and	cc	and	and	0
(	(	(	(	(	0
Christ	Christ	np1	Christ	Christ	0
assisting	assisting	vvg	assisting	assist	0
)	)	)	)	)	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
great	great	j	great	great	0
desire	desire	n1	desire	desire	0
and	and	cc	and	and	0
earnest	earnest	j	earnest	earnest	0
prayer	prayer	n1	prayer	prayer	0
of	of	pp-f	of	of	1
