OUR	OUR	po12	OUR	our	0
and	and	cc	and	and	0
notable	notable	j	notable	notable	0
con	con	vvb	con	con	0
∣	∣	sy	∣	∣	0
clusion	clusion	n1	clusion	clusion	0
,	,	,	,	,	0
A	A	dt	A	a	0
citty	citty	n1	city	city	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
set	set	vvn	set	set	0
on	on	p-acp	on	on	0
a	a	dt	a	a	0
hill	hill	n1	hill	hill	0
cannot	cannot	vmbx	cannot	can	0
be	be	vbi	be	be	0
hid	hid	vvn	hid	hide	0
:	:	:	:	:	0
signifieng	signifieng	vvg	signifying	signify	0
thereby	thereby	av	thereby	thereby	0
a	a	dt	a	a	0
Citty	Citty	n1	City	city	0
so	so	av	so	so	0
gouerned	gouerned	vvn	governed	govern	0
,	,	,	,	,	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
right	right	j-jn	right	right	0
Hieropolis	Hieropolis	np1	Hieropolis	Hieropolis	0
or	or	cc	or	or	0
sacred	sacred	j	sacred	sacred	0
Citty	Citty	n1	City	city	0
;	;	;	;	;	0
and	and	cc	and	and	0
a	a	dt	a	a	0
king	king	n1	king	king	0
∣	∣	sy	∣	∣	0
dome	dome	n1	dome	dome	0
so	so	av	so	so	0
administred	administred	vvn	administered	administer	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
right	right	j-jn	right	right	0
Hierarchia	Hierarchia	np1	Hierarchia	Hierarchia	0
or	or	cc	or	or	0
sacred	sacred	j	sacred	sacred	0
principalitie	principalitie	n1	principality	principality	0
,	,	,	,	,	0
knowne	knowne	vvn	known	know	0
,	,	,	,	,	0
beloued	beloued	vvn	beloved	belove	0
of	of	pp-f	of	of	0
friends	friends	n2	friends	friend	0
;	;	;	;	;	0
feared	feared	vvn	feared	fear	0
and	and	cc	and	and	0
made	made	vvd	made	make	0
famous	famous	j	famous	famous	0
among	among	p-acp	among	among	0
enemies	enemies	n2	enemies	enemy	0
both	both	d	both	both	0
neare	neare	j	near	near	0
and	and	cc	and	and	0
far	far	av-j	far	far	0
off	off	a-acp	off	off	0
.	.	.	.	.	1
Such	Such	d	Such	such	0
in	in	p-acp	in	in	0
truth	truth	n1	truth	truth	0
(	(	(	(	(	0
blessed	blessed	j-vvn	blessed	bless	0
bee	bee	vbb	be	be	0
the	the	dt	the	the	0
true	true	j	true	true	0
omnipotent	omnipotent	j	omnipotent	omnipotent	0
and	and	cc	and	and	0
immortall	immortall	j	immortal	immortal	0
God	God	np1	God	God	0
)	)	)	)	)	0
hath	hath	vhz	hath	have	0
been	been	vbn	been	be	0
the	the	dt	the	the	0
happy	happy	j	happy	happy	0
state	state	n1	state	state	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
citty	citty	n1	city	city	0
of	of	pp-f	of	of	0
London	London	np1	London	London	0
,	,	,	,	,	0
yea	yea	uh	yea	yea	0
and	and	cc	and	and	0
whole	whole	j-jn	whole	whole	0
kingdome	kingdome	n1	kingdom	kingdom	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
,	,	,	,	,	0
though	though	cs	though	though	0
low	low	j	low	low	0
insituation	insituation	n1	insituation	insituation	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
high	high	j	high	high	0
in	in	p-acp	in	in	0
acceptation	acceptation	n1	acceptation	acceptation	0
with	with	p-acp	with	with	0
God	God	np1	God	God	0
and	and	cc	and	and	0
good	good	j	good	good	0
people	people	n1	people	people	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
nations	nations	n2	nations	nation	0
:	:	:	:	:	0
vnto	vnto	p-acp	unto	unto	0
which	which	r-crq	which	which	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
a	a	dt	a	a	0
poore	poore	j	poor	poor	0
member	member	n1	member	member	0
thereof	thereof	av	thereof	thereof	0
(	(	(	(	(	0
God	God	np1	God	God	0
be	be	vbb	be	be	0
my	my	po11	my	my	0
witnes	witnes	n1	witness	witness	0
,	,	,	,	,	0
defender	defender	n1	defender	defender	0
,	,	,	,	,	0
Iudge	Iudge	n1	Judge	judge	0
,	,	,	,	,	0
and	and	cc	and	and	0
reuenger	reuenger	n1	revenger	revenger	0
)	)	)	)	)	0
haue	haue	vhi	have	have	0
alwaies	alwaies	av	always	always	0
wished	wished	vvn	wished	wish	0
well	well	av	well	well	0
in	in	p-acp	in	in	0
goodwill	goodwill	n1	goodwill	goodwill	0
,	,	,	,	,	0
goodworde	goodworde	n1	goodworde	goodworde	0
,	,	,	,	,	0
and	and	cc	and	and	0
good	good	j	good	good	0
workes	workes	n2	works	work	0
(	(	(	(	(	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
poore	poore	j	poor	poor	0
power	power	n1	power	power	0
,	,	,	,	,	0
)	)	)	)	)	0
so	so	av	so	so	0
eleuen	eleuen	crd	eleuen	eleven	0
yeares	yeares	n2	years	year	0
nowe	nowe	av	now	now	0
past	past	j	past	past	0
I	I	pns11	I	i	0
signified	signified	vvd	signified	signify	0
the	the	dt	the	the	0
same	same	d	same	same	0
specially	specially	av-j	specially	special	0
by	by	p-acp	by	by	0
translating	translating	n-vvg	translating	translate	0
the	the	dt	the	the	0
learned	learned	j	learned	learned	0
Vrbanus	Vrbanus	np1	Vrbanus	Vrbanus	0
Rhegius	Rhegius	np1	Rhegius	Rhegius	0
his	his	po31	his	his	0
godlie	godlie	j	godly	godly	0
exposition	exposition	n1	exposition	exposition	0
vpon	vpon	p-acp	upon	upon	0
the	the	dt	the	the	0
87.	87.	crd	87.	87.	1
Psalme	Psalme	n1	Psalm	psalm	0
,	,	,	,	,	0
intituled	intituled	vvd	entitled	entitle	0
the	the	dt	the	the	0
Solace	Solace	n1	Solace	solace	0
of	of	pp-f	of	of	0
Sion	Sion	np1	Sion	Zion	0
and	and	cc	and	and	0
ioy	ioy	n1	joy	joy	0
of	of	pp-f	of	of	0
Ierusalem	Ierusalem	np1	Ierusalem	Jerusalem	0
;	;	;	;	;	0
and	and	cc	and	and	0
dedicating	dedicating	j-vvg	dedicating	dedicate	0
the	the	dt	the	the	0
same	same	d	same	same	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
then	then	av	then	then	0
Right	Right	j-jn	Right	right	0
Honora	Honora	np1	Honora	Honora	0
∣	∣	sy	∣	∣	0
ble	ble	zz	ble	ble	0
Sir	Sir	n1	Sir	sir	0
George	George	np1	George	George	0
Barne	Barne	n1	Bairn	bairn	0
Knight	Knight	n1	Knight	knight	0
,	,	,	,	,	0
Lord	Lord	n1	Lord	lord	0
Maior	Maior	n1	Mayor	mayor	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Citty	Citty	n1	City	city	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
thank	thank	n1	thank	thank	0
∣	∣	sy	∣	∣	0
fully	fully	av-j	fully	full	0
accepted	accepted	vvd	accepted	accept	0
my	my	po11	my	my	0
good	good	j	good	good	0
wil	wil	n1	will	will	0
therein	therein	av	therein	therein	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
it	it	pn31	it	it	0
carried	carried	vvd	carried	carry	0
this	this	d	this	this	0
credit	credit	n1	credit	credit	0
with	with	p-acp	with	with	0
it	it	pn31	it	it	0
,	,	,	,	,	0
Her	Her	po31	Her	her	0
foundations	foundations	n2	foundations	foundation	0
are	are	vbr	are	be	0
vpon	vpon	p-acp	upon	upon	0
the	the	dt	the	the	0
holy	holy	j	holy	holy	0
hils	hils	n2	hills	hill	0
,	,	,	,	,	0
and	and	cc	and	and	0
holy	holy	j	holy	holy	0
,	,	,	,	,	0
innocent	innocent	j-jn	innocent	innocent	0
and	and	cc	and	and	0
the	the	dt	the	the	0
best	best	js	best	best	0
members	members	n2	members	member	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
our	our	po12	our	our	0
Church	Church	n1	Church	church	0
and	and	cc	and	and	0
common	common	j	common	common	0
wealth	wealth	n1	wealth	wealth	0
have	have	vhb	have	have	0
profited	profited	vvn	profited	profit	0
thereby	thereby	av	thereby	thereby	0
I	I	pns11	I	i	0
doubt	doubt	vvb	doubt	doubt	0
not	not	xx	not	not	0
:	:	:	:	:	0
But	But	cc-acp	But	but	0
nowe	nowe	av	now	now	0
if	if	cs	if	if	0
there	there	pc-acp	there	there	0
bee	bee	vbb	be	be	0
any	any	d	any	any	0
vnholy	vnholy	j	unholy	unholy	0
,	,	,	,	,	0
nocent	nocent	fw-la	nocent	nocent	0
and	and	cc	and	and	0
bad	bad	j	bad	bad	0
persoyet	persoyet	n1	persoyet	persoyet	0
remaining	remaining	vvg	remaining	remain	0
,	,	,	,	,	0
either	either	av-d	either	either	0
within	within	p-acp	within	within	0
or	or	cc	or	or	0
without	without	p-acp	without	without	0
the	the	dt	the	the	0
gates	gates	n2	gates	gate	0
of	of	pp-f	of	of	0
that	that	cst	that	that	0
Hieru	Hieru	np1	Hieru	Hieru	0
∣	∣	sy	∣	∣	0
salem	salem	fw-la	salem	salem	0
or	or	cc	or	or	0
vision	vision	n1	vision	vision	0
of	of	pp-f	of	of	0
peace	peace	n1	peace	peace	0
,	,	,	,	,	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
God	God	np1	God	God	0
which	which	r-crq	which	which	0
once	once	a-acp	once	once	0
promised	promised	vvd	promised	promise	0
to	to	pc-acp	to	to	0
search	search	vvi	search	search	0
it	it	pn31	it	it	0
doth	doth	vdz	does	do	0
best	best	av-j	best	best	0
see	see	vvi	see	see	0
;	;	;	;	;	0
Sopho.	Sopho.	np1	Sopho.	Sophonisba	1
1.	1.	crd	1.	1.	0
12	12	crd	12	12	0
for	for	p-acp	for	for	0
man	man	n1	man	man	0
seeth	seeth	vvz	sees	see	0
not	not	xx	not	not	0
as	as	p-acp	as	as	0
God	God	np1	God	God	0
seeth	seeth	vvz	sees	see	0
.	.	.	.	.	1
1.	1.	crd	1.	1.	1
Sam.	Sam.	np1	Sam.	Sam	0
16.	16.	crd	16.	16.	0
7.	7.	crd	7.	7.	1
)	)	)	)	)	0
whether	whether	cs	whither	whether	0
he	he	pns31	he	he	0
be	be	vbb	be	be	0
a	a	dt	a	a	0
forger	forger	n1	forger	forger	0
of	of	pp-f	of	of	0
falshood	falshood	n1	falsehood	falsehood	0
.	.	.	.	.	1
Iere.	Iere.	np1	Iere.	Iere.	0
10.	10.	crd	10.	10.	0
14	14	crd	14	14	0
slanderous	slanderous	j	slanderous	slanderous	0
seruant	seruant	n1	servant	servant	0
.	.	.	.	.	1
Pro.	Pro.	np1	Pro.	Pro.	0
13.	13.	crd	13.	13.	0
5.	5.	crd	5.	5.	0
euill	euill	j-jn	evil	evil	0
nurtured	nurtured	vvn	nurtured	nurture	0
child	child	n1	child	child	0
.	.	.	.	.	1
Ecclus.	Ecclus.	np1	Ecclus.	Ecclus.	0
22.	22.	crd	22.	22.	0
7.	7.	crd	7.	7.	0
and	and	cc	and	and	0
so	so	av	so	so	0
a	a	dt	a	a	0
carnall	carnall	j	carnal	carnal	0
master	master	n1	master	master	0
,	,	,	,	,	0
Iohn	Iohn	np1	Iohn	John	0
.	.	.	.	.	1
3.	3.	crd	3.	3.	0
10.	10.	crd	10.	10.	0
and	and	cc	and	and	0
a	a	dt	a	a	0
carelesse	carelesse	j	careless	careless	0
parent	parent	n1	parent	parent	0
,	,	,	,	,	0
1.	1.	crd	1.	1.	1
Tim.	Tim.	np1	Tim.	Tim.	0
5.	5.	crd	5.	5.	0
8.	8.	crd	8.	8.	0
with	with	p-acp	with	with	0
blinde	blinde	j	blind	blind	0
seer	seer	n1	seer	seer	0
and	and	cc	and	and	0
deafe	deafe	j	deaf	deaf	0
hearer	hearer	n1	hearer	hearer	0
,	,	,	,	,	0
Esay	Esay	np1	Esay	Easie	0
.	.	.	.	.	1
42.	42.	crd	42.	42.	0
8.	8.	crd	8.	8.	1
(	(	(	(	(	0
whereof	whereof	c-crq	whereof	whereof	0
too	too	av	too	too	0
many	many	d	many	many	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
found	found	vvn	found	find	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
can	can	vmb	can	can	0
conuince	conuince	vvi	convince	convince	0
)	)	)	)	)	0
I	I	pns11	I	i	0
pray	pray	vvb	pray	pray	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
humbly	humbly	av-j	humbly	humble	0
and	and	cc	and	and	0
hartely	hartely	av-j	heartily	hearty	0
these	these	d	these	these	0
either	either	d	either	either	0
speedely	speedely	av-j	speedily	speedy	0
(	(	(	(	(	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
be	be	vbi	be	be	0
his	his	po31	his	his	0
hea	hea	zz	hea	hea	0
∣	∣	sy	∣	∣	0
uenly	uenly	j	uenly	uenly	0
holy	holy	j	holy	holy	0
will	will	n1	will	will	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
conuert	conuert	vvi	convert	convert	0
by	by	p-acp	by	by	0
doctrine	doctrine	n1	doctrine	doctrine	0
and	and	cc	and	and	0
discipline	discipline	n1	discipline	discipline	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
church	church	n1	church	church	0
;	;	;	;	;	0
or	or	cc	or	or	0
(	(	(	(	(	0
if	if	cs	if	if	0
so	so	av	so	so	0
they	they	pns32	they	they	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
bee	bee	vbi	be	be	0
conuertible	conuertible	j	convertible	convertible	0
)	)	)	)	)	0
at	at	p-acp	at	at	0
his	his	po31	his	his	0
good	good	j	good	good	0
pleasure	pleasure	n1	pleasure	pleasure	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
iustice	iustice	n1	justice	justice	0
and	and	cc	and	and	0
iudgement	iudgement	n1	judgement	judgement	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
subuert	subuert	vvi	subvert	subvert	0
them	them	pno32	them	they	0
perseuering	perseuering	j	persevering	persevering	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
malignities	malignities	n2	malignities	malignity	0
in	in	p-acp	in	in	0
∣	∣	sy	∣	∣	0
flexible	flexible	j	flexible	flexible	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
the	the	dt	the	the	0
meane	meane	j	mean	mean	0
time	time	n1	time	time	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
humble	humble	j	humble	humble	0
and	and	cc	and	and	0
hartifull	hartifull	j	hartifull	hartifull	0
duty	duty	n1	duty	duty	0
I	I	pns11	I	i	0
commend	commend	vvb	commend	commend	0
this	this	d	this	this	0
my	my	po11	my	my	0
present	present	j	present	present	0
poore	poore	j	poor	poor	0
labour	labour	n1	labour	labour	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
aduancement	aduancement	n1	advancement	advancement	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
glory	glory	n1	glory	glory	0
ineffable	ineffable	j	ineffable	ineffable	0
,	,	,	,	,	0
hir	hir	png31	his	he	0
maiesties	maiesties	n2	majesty's	majesty	0
continuall	continuall	j	continual	continual	0
honour	honour	n1	honour	honour	0
,	,	,	,	,	0
and	and	cc	and	and	0
your	your	po22	your	your	0
honours	honours	n2	honours	honour	0
and	and	cc	and	and	0
worships	worships	n2	worships	worship	0
fauorable	fauorable	j	favourable	favourable	0
protection	protection	n1	protection	protection	0
;	;	;	;	;	0
first	first	ord	first	first	0
as	as	p-acp	as	as	0
vnto	vnto	p-acp	unto	unto	0
that	that	cst	that	that	0
Aaron	Aaron	np1	Aaron	Aaron	0
whose	whose	rg-crq	whose	who	0
sincere	sincere	j	sincere	sincere	0
doctrine	doctrine	n1	doctrine	doctrine	0
with	with	p-acp	with	with	0
example	example	n1	example	example	0
of	of	pp-f	of	of	0
life	life	n1	life	life	0
,	,	,	,	,	0
and	and	cc	and	and	0
discipline	discipline	n1	discipline	discipline	0
as	as	p-acp	as	as	0
your	your	po22	your	your	0
rod	rod	n1	rod	rod	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
God	God	np1	God	God	0
long	long	av-j	long	long	0
make	make	vvi	make	make	0
to	to	pc-acp	to	to	0
bud	bud	vvi	bud	bud	0
and	and	cc	and	and	0
blossome	blossome	n1	blossom	blossom	0
in	in	p-acp	in	in	0
blessednes	blessednes	n1	blessedness	blessedness	0
,	,	,	,	,	0
)	)	)	)	)	0
and	and	cc	and	and	0
consequently	consequently	av-j	consequently	consequent	0
as	as	c-acp	as	as	0
vnto	vnto	p-acp	unto	unto	0
that	that	cst	that	that	0
Mercury	Mercury	np1	Mercury	Mercury	0
which	which	r-crq	which	which	0
tuning	tuning	vvg	tuning	tune	0
this	this	d	this	this	0
my	my	po11	my	my	0
harp	harp	n1	harp	harp	0
in	in	p-acp	in	in	0
right	right	j-jn	right	right	0
concord	concord	n1	concord	concord	0
of	of	pp-f	of	of	0
goodwil	goodwil	n1	goodwill	goodwill	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
deliuer	deliuer	vvb	deliver	deliver	0
it	it	pn31	it	it	0
/	/	/	/	/	0
may	may	vmb	may	may	0
sende	sende	vvi	send	send	0
the	the	dt	the	the	0
sweete	sweete	j	sweet	sweet	0
solace	solace	n1	solace	solace	0
thereof	thereof	av	thereof	thereof	0
from	from	p-acp	from	from	0
your	your	po22	your	your	0
sincere	sincere	j	sincere	sincere	0
brests	brests	n2	breasts	breast	0
,	,	,	,	,	0
not	not	xx	not	not	0
vnto	vnto	p-acp	unto	unto	0
an	an	dt	and	a	0
earthly	earthly	j	earthly	earthly	0
Apollo	Apollo	np1	Apollo	Apollo	0
to	to	pc-acp	to	to	0
regratifie	regratifie	vvi	regratifie	regratifie	0
you	you	pn22	you	you	0
with	with	p-acp	with	with	0
an	an	dt	and	a	0
earthlie	earthlie	j	earthly	earthly	0
scepter	scepter	n1	sceptre	sceptre	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
heauenly	heauenly	j	heavenly	heavenly	0
