Honorable	Honorable	j	Honourable	honourable	0
discerne	discerne	vvi	discern	discern	0
whether	whether	cs	whither	whether	0
those	those	d	those	those	0
liue	liue	vvb	live	live	0
the	the	dt	the	the	0
reaso	reaso	n1	reason	reason	0
∣	∣	sy	∣	∣	0
nable	nable	j	nable	nable	0
life	life	n1	life	life	0
,	,	,	,	,	0
or	or	cc	or	or	0
the	the	dt	the	the	0
brutish	brutish	j	brutish	brutish	0
onely	onely	av-j	only	only	0
,	,	,	,	,	0
they	they	pns32	they	they	0
haue	haue	vhb	have	have	0
no	no	dx	no	no	0
lawes	lawes	n2	laws	law	0
,	,	,	,	,	0
they	they	pns32	they	they	0
lodge	lodge	vvb	lodge	lodge	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
caues	caues	n2	caves	cave	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
earth	earth	n1	earth	earth	0
,	,	,	,	,	0
goe	goe	vvb	go	go	0
naked	naked	j	naked	naked	0
,	,	,	,	,	0
eat	eat	vvb	eat	eat	0
raw	raw	j	raw	raw	0
flesh	flesh	n1	flesh	flesh	0
,	,	,	,	,	0
and	and	cc	and	and	0
although	although	cs	although	although	0
they	they	pns32	they	they	0
haue	haue	vhb	have	have	0
the	the	dt	the	the	0
shape	shape	n1	shape	shape	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
they	they	pns32	they	they	0
haue	haue	vhb	have	have	0
but	but	p-acp	but	but	0
the	the	dt	the	the	0
heart	heart	n1	heart	heart	0
of	of	pp-f	of	of	0
beasts	beasts	n2	beasts	beast	0
in	in	p-acp	in	in	0
them	them	pno32	them	they	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
Nebuchadnezzar	Nebuchadnezzar	np1	Nebuchadnezzar	Nabuchadnezzar	0
had	had	vhd	had	have	0
.	.	.	.	.	1
There	There	pc-acp	There	there	0
are	are	vbr	are	be	0
other	other	j-jn	other	other	0
men	men	n2	men	man	0
who	who	r-crq	who	who	0
are	are	vbr	are	be	0
ruled	ruled	vvn	ruled	rule	0
by	by	p-acp	by	by	0
reason	reason	n1	reason	reason	0
,	,	,	,	,	0
and	and	cc	and	and	0
politicke	politicke	j	politic	politic	0
government	government	n1	government	government	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
God	God	n1	God	god	0
hath	hath	vhz	hath	have	0
taught	taught	vvn	taught	teach	0
them	them	pno32	them	they	0
,	,	,	,	,	0
he	he	pns31	he	he	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
called	called	vvn	called	call	0
their	their	po32	their	their	0
God	God	n1	God	god	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
respect	respect	n1	respect	respect	0
,	,	,	,	,	0
Esay	Esay	np1	Esay	Easie	0
28.26	28.26	crd	28.26	28.26	0
.	.	.	.	.	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Prophet	Prophet	n1	Prophet	prophet	0
Esay	Esay	np1	Esay	Easie	0
calleth	calleth	vvz	calls	call	0
him	him	pno31	him	he	0
the	the	dt	the	the	0
husband-mans	husband-mans	ng1	husbandmans	husbandmans	0
God	God	n1	God	god	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
he	he	pns31	he	he	0
teacheth	teacheth	vvz	teaches	teach	0
him	him	pno31	him	he	0
how	how	c-crq	how	how	0
to	to	pc-acp	to	to	0
manure	manure	vvi	manure	manure	0
the	the	dt	the	the	0
ground	ground	n1	ground	ground	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
God	God	np1	God	God	0
commeth	commeth	vvz	comes	come	0
neerer	neerer	av-jc	nearer	near	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
;	;	;	;	;	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
a	a	dt	a	a	0
people	people	n1	people	people	0
here	here	av	here	here	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
yet	yet	av	yet	yet	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
Gods	Gods	npg1	Gods	God	0
people	people	n1	people	people	0
,	,	,	,	,	0
and	and	cc	and	and	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
better	better	jc	better	better	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
dorekeeper	dorekeeper	n1	dorekeeper	dorekeeper	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
house	house	n1	house	house	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
Psal.	Psal.	np1	Psal.	Psal.	1
84.10	84.10	crd	84.10	84.10	0
.	.	.	.	.	0
than	than	cs	than	than	0
in	in	p-acp	in	in	0
high	high	j	high	high	0
∣	∣	sy	∣	∣	0
est	est	zz	est	est	0
advancement	advancement	n1	advancement	advancement	0
amongst	amongst	p-acp	among	among	0
such	such	d	such	such	0
.	.	.	.	.	1
There	There	pc-acp	There	there	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
third	third	ord	third	three	0
sort	sort	n1	sort	sort	0
who	who	r-crq	who	who	0
liue	liue	vvb	live	live	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
and	and	cc	and	and	0
this	this	d	this	this	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
highest	highest	js	highest	high	0
societie	societie	n1	society	society	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
life	life	n1	life	life	0
,	,	,	,	,	0
and	and	cc	and	and	0
here	here	av	here	here	0
we	we	pns12	we	we	0
shall	shall	vmb	shall	shall	0
see	see	vvi	see	see	0
policie	policie	n1	policy	policy	0
,	,	,	,	,	0
justice	justice	n1	justice	justice	0
,	,	,	,	,	0
frugalitie	frugalitie	n1	frugality	frugality	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
vertues	vertues	n2	virtues	virtue	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
Gods	Gods	ng1	Gods	god	0
worship	worship	n1	worship	worship	0
is	is	vbz	is	be	0
here	here	av	here	here	0
,	,	,	,	,	0
and	and	cc	and	and	0
as	as	p-acp	as	as	0
the	the	dt	the	the	0
inferior	inferior	j-jn	inferior	inferior	0
faculties	faculties	n2	faculties	faculty	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
soule	soule	n1	soul	soul	0
are	are	vbr	are	be	0
eminenter	eminenter	n1	eminenter	eminenter	0
by	by	p-acp	by	by	0
way	way	n1	way	way	0
of	of	pp-f	of	of	0
excellencie	excellencie	n1	excellency	excellency	0
contained	contained	vvn	contained	contain	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
superior	superior	j-jn	superior	superior	0
,	,	,	,	,	0
so	so	av	so	so	0
are	are	vbr	are	be	0
all	all	d	all	all	0
those	those	d	those	those	0
comprehended	comprehended	vvn	comprehended	comprehend	0
in	in	p-acp	in	in	0
Religion	Religion	n1	Religion	religion	0
;	;	;	;	;	0
and	and	cc	and	and	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
shadow	shadow	n1	shadow	shadow	0
followeth	followeth	vvz	follows	follow	0
the	the	dt	the	the	0
bodie	bodie	n1	body	body	0
,	,	,	,	,	0
so	so	av	so	so	0
doth	doth	vdz	does	do	0
policie	policie	n1	policy	policy	0
and	and	cc	and	and	0
order	order	n1	order	order	0
follow	follow	vvb	follow	follow	0
Reli	Reli	np1	Reli	Reli	0
∣	∣	sy	∣	∣	0
gion	gion	n1	gion	gion	0
;	;	;	;	;	0
if	if	cs	if	if	0
a	a	dt	a	a	0
man	man	n1	man	man	0
would	would	vmd	would	will	0
learne	learne	vvi	learn	learn	0
frugalitie	frugalitie	n1	frugality	frugality	0
,	,	,	,	,	0
let	let	vvb	let	let	0
him	him	pno31	him	he	0
looke	looke	vvi	look	look	0
to	to	p-acp	to	to	0
Ioseph	Ioseph	np1	Ioseph	Joseph	0
,	,	,	,	,	0
Psal.	Psal.	np1	Psal.	Psal.	1
104.22	104.22	crd	104.22	104.22	0
.	.	.	.	.	0
who	who	r-crq	who	who	0
taught	taught	vvd	taught	teach	0
the	the	dt	the	the	0
Senatours	Senatours	n2	Senators	senator	0
of	of	pp-f	of	of	0
Egypt	Egypt	np1	Egypt	Egypt	0
;	;	;	;	;	0
if	if	cs	if	if	0
he	he	pns31	he	he	0
would	would	vmd	would	will	0
learne	learne	vvi	learn	learn	0
policie	policie	n1	policy	policy	0
,	,	,	,	,	0
let	let	vvb	let	let	0
him	him	pno31	him	he	0
looke	looke	vvi	look	look	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
government	government	n1	government	government	0
of	of	pp-f	of	of	0
Salomons	Salomons	np1	Salomons	Salomons	0
Court	Court	n1	Court	court	0
and	and	cc	and	and	0
his	his	po31	his	his	0
house	house	n1	house	house	0
;	;	;	;	;	0
2	2	crd	2	2	0
King	King	n1	King	king	0
.	.	.	.	.	1
4.	4.	crd	4.	4.	0
if	if	cs	if	if	0
he	he	pns31	he	he	0
would	would	vmd	would	will	0
learne	learne	vvi	learn	learn	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
good	good	j	good	good	0
war	war	n1	war	war	0
∣	∣	sy	∣	∣	0
riour	riour	n1	riour	riour	0
,	,	,	,	,	0
let	let	vvb	let	let	0
him	him	pno31	him	he	0
see	see	vvi	see	see	0
what	what	r-crq	what	what	0
order	order	n1	order	order	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
hath	hath	vhz	hath	have	0
placed	placed	vvn	placed	place	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Campe	Campe	n1	Camp	camp	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Iewes	Iewes	np2	Iewes	Jew	0
;	;	;	;	;	0
Numb	Numb	j	Numb	numb	0
.	.	.	.	.	1
80.10	80.10	crd	80.10	80.10	0
.	.	.	.	.	0
and	and	cc	and	and	0
if	if	cs	if	if	0
he	he	pns31	he	he	0
would	would	vmd	would	will	0
learne	learne	vvi	learn	learn	0
justice	justice	n1	justice	justice	0
,	,	,	,	,	0
he	he	pns31	he	he	0
shall	shall	vmb	shall	shall	0
see	see	vvi	see	see	0
it	it	pn31	it	it	0
exactly	exactly	av-j	exactly	exact	0
de	de	dt	the	the	0
∣	∣	sy	∣	∣	0
scribed	scribed	vvn	scribed	scribe	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Law	Law	n1	Law	law	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
.	.	.	.	.	1
My	My	po11	My	my	0
Honourable	Honourable	j	Honourable	honourable	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
made	made	vvn	made	make	0
choise	choise	n1	choice	choice	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
LP	LP	n1	LP	lp	0
:	:	:	:	:	0
to	to	pc-acp	to	to	0
recōmend	recōmend	vvi	recommend	recommend	0
this	this	d	this	this	0
Treatise	Treatise	n1	Treatise	treatise	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Patrocinie	Patrocinie	n1	Patrociny	patrociny	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
yee	yee	pn22	ye	you	0
know	know	vvb	know	know	0
what	what	r-crq	what	what	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
amongst	amongst	p-acp	among	among	0
Gods	Gods	ng1	Gods	god	0
people	people	n1	people	people	0
;	;	;	;	;	0
many	many	d	many	many	0
great	great	j	great	great	0
men	men	n2	men	man	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
get	get	vvb	get	get	0
their	their	po32	their	their	0
portion	portion	n1	portion	portion	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
life	life	n1	life	life	0
amongst	amongst	p-acp	among	among	0
the	the	dt	the	the	0
people	people	n1	people	people	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
world	world	n1	world	world	0
,	,	,	,	,	0
Psal.	Psal.	np1	Psal.	Psal.	1
17.	17.	crd	17.	17.	0
they	they	pns32	they	they	0
care	care	vvb	care	care	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
De	De	fw-fr	De	de	0
∣	∣	sy	∣	∣	0
nisons	nisons	fw-fr	nisons	nisons	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
societie	societie	n1	society	society	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
people	people	n1	people	people	0
,	,	,	,	,	0
and	and	cc	and	and	0
they	they	pns32	they	they	0
content	content	vvb	content	content	0
themselues	themselues	px32	themselves	themselves	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
portion	portion	n1	portion	portion	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
world	world	n1	world	world	0
,	,	,	,	,	0
and	and	cc	and	and	0
say	say	vvi	say	say	0
,	,	,	,	,	0
Benum	Benum	vvb	Benum	benumb	0
est	est	fw-la	est	est	0
hic	hic	fw-la	hic	hic	0
esse	esse	fw-la	esse	esse	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
this	this	d	this	this	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
freedome	freedome	n1	freedom	freedom	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
bought	bought	vvn	bought	buy	0
at	at	p-acp	at	at	0
a	a	dt	a	a	0
higher	higher	jc	higher	high	0
rate	rate	n1	rate	rate	0
,	,	,	,	,	0
it	it	pn31	it	it	0
cost	cost	vvd	cost	cost	0
the	the	dt	the	the	0
chiefe	chiefe	j-jn	chief	chief	0
Captaine	Captaine	n1	Captain	captain	0
a	a	dt	a	a	0
great	great	j	great	great	0
summe	summe	n1	sum	sum	0
of	of	pp-f	of	of	0
money	money	n1	money	money	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
made	made	vvn	made	make	0
a	a	dt	a	a	0
freeman	freeman	n1	freeman	freeman	0
in	in	p-acp	in	in	0
Rome	Rome	n1	Room	room	0
;	;	;	;	;	0
Act.	Act.	n1	Act.	act	0
22	22	crd	22	22	0
28.	28.	crd	28.	28.	0
but	but	p-acp	but	but	0
to	to	p-acp	to	to	0
be	be	vbi	be	be	0
made	made	vvn	made	make	0
a	a	dt	a	a	0
freeman	freeman	n1	freeman	freeman	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
GOD	GOD	np1	GOD	God	0
,	,	,	,	,	0
it	it	pn31	it	it	0
cost	cost	vvd	cost	cost	0
the	the	dt	the	the	0
price	price	n1	price	price	0
of	of	pp-f	of	of	0
Christs	Christs	npg1	Christs	Christ	0
bloud	bloud	n1	blood	blood	0
.	.	.	.	.	1
Great	Great	j	Great	great	0
men	men	n2	men	man	0
