Honour'd	Honour'd	j-vvn	Honoured	honour	0
and	and	cc	and	and	0
Du	Du	np1	Du	Du	0
∣	∣	sy	∣	∣	0
ty	ty	zz	ty	ty	0
,	,	,	,	,	0
wherewith	wherewith	c-crq	wherewith	wherewith	0
you	you	pn22	you	you	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
early	early	j	early	early	0
institutions	institutions	n2	institutions	institution	0
season'd	season'd	vvn	seasoned	season	0
my	my	po11	my	my	0
Youth	Youth	n1	Youth	youth	0
:	:	:	:	:	0
So	So	av	So	so	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
effect	effect	n1	effect	effect	0
,	,	,	,	,	0
the	the	dt	the	the	0
Book	Book	n1	Book	book	0
I	I	pns11	I	i	0
present	present	vvb	present	present	0
you	you	pn22	you	you	0
,	,	,	,	,	0
is	is	vbz	is	be	0
as	as	p-acp	as	as	0
much	much	d	much	much	0
your	your	po22	your	your	0
child	child	n1	child	child	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Writer	Writer	n1	Writer	writer	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
and	and	cc	and	and	0
this	this	d	this	this	0
Explanation	Explanation	n1	Explanation	explanation	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
,	,	,	,	,	0
is	is	vbz	is	be	0
Filia	Filia	fw-la	Filia	filia	0
vocis	vocis	fw-la	vocis	vocis	0
,	,	,	,	,	0
(	(	(	(	(	0
the	the	dt	the	the	0
veneration	veneration	n1	veneration	veneration	0
I	I	pns11	I	i	0
owe	owe	vvb	owe	owe	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
Father	Father	n1	Father	father	0
will	will	vmb	will	will	0
justifie	justifie	vvi	justify	justify	0
the	the	dt	the	the	0
Allusion	Allusion	n1	Allusion	allusion	0
;	;	;	;	;	0
I	I	pns11	I	i	0
mean	mean	vvb	mean	mean	0
)	)	)	)	)	0
the	the	dt	the	the	0
Echo	Echo	n1	Echo	echo	0
,	,	,	,	,	0
the	the	dt	the	the	0
rebound	rebound	n1	rebound	rebound	0
and	and	cc	and	and	0
report	report	vvi	report	report	0
at	at	p-acp	at	at	0
distance	distance	n1	distance	distance	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Instructions	Instructions	n2	Instructions	instruction	0
,	,	,	,	,	0
and	and	cc	and	and	0
those	those	d	those	those	0
discourses	discourses	n2	discourses	discourse	0
you	you	pn22	you	you	0
made	made	vvd	made	make	0
a	a	dt	a	a	0
score	score	n1	score	score	0
of	of	pp-f	of	of	0
years	years	n2	years	year	0
ago	ago	av	ago	ago	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
Hales-Owen	Hales-Owen	np1	Hales-Owen	Hales-Owen	0
.	.	.	.	.	1
Sir	Sir	n1	Sir	sir	0
,	,	,	,	,	0
It	It	pn31	It	it	0
was	was	vbds	was	be	0
then	then	av	then	then	0
your	your	po22	your	your	0
custom	custom	n1	custom	custom	0
constantly	constantly	av-j	constantly	constant	0
on	on	p-acp	on	on	0
Sunday-afternoons	Sunday-afternoons	n2	Sunday-afternoons	sunday-afternoon	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
familiar	familiar	j-jn	familiar	familiar	0
plainness	plainness	n1	plainness	plainness	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
set	set	vvi	set	set	0
forth	forth	av	forth	forth	0
the	the	dt	the	the	0
Grounds	Grounds	n2	Grounds	ground	0
of	of	pp-f	of	of	0
Religion	Religion	n1	Religion	religion	0
,	,	,	,	,	0
and	and	cc	and	and	0
Principles	Principles	n2	Principles	principle	0
of	of	pp-f	of	of	0
Christianity	Christianity	np1	Christianity	Christianity	0
;	;	;	;	;	0
an	an	dt	and	a	0
exercise	exercise	n1	exercise	exercise	0
(	(	(	(	(	0
though	though	cs	though	though	0
perform'd	perform'd	vvn	performed	perform	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Desk	Desk	n1	Desk	desk	0
)	)	)	)	)	0
of	of	pp-f	of	of	0
as	as	p-acp	as	as	0
great	great	j	great	great	0
necessity	necessity	n1	necessity	necessity	0
,	,	,	,	,	0
and	and	cc	and	and	0
tending	tending	vvg	tending	tend	0
as	as	p-acp	as	as	0
much	much	d	much	much	0
to	to	p-acp	to	to	0
edification	edification	n1	edification	edification	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
that	that	cst	that	that	0
other	other	n-jn	other	other	0
(	(	(	(	(	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
going	going	vvg	going	go	0
to	to	pc-acp	to	to	0
say	say	vvi	say	say	0
)	)	)	)	)	0
Idoliz'd	Idoliz'd	vvn	Idolized	idolize	0
way	way	n1	way	way	0
of	of	pp-f	of	of	0
Preaching	Preaching	vvg	Preaching	preach	0
.	.	.	.	.	1
Yet	Yet	av	Yet	yet	0
the	the	dt	the	the	0
sad	sad	j	sad	sad	0
truth	truth	n1	truth	truth	0
is	is	vbz	is	be	0
,	,	,	,	,	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
age	age	n1	age	age	0
of	of	pp-f	of	of	0
disorders	disorders	n2	disorders	disorder	0
,	,	,	,	,	0
Preaching	Preaching	vvg	Preaching	preach	0
hath	hath	vhz	hath	have	0
not	not	xx	not	not	0
been	been	vbn	been	be	0
so	so	av	so	so	0
much	much	av-d	much	much	0
abus'd	abus'd	vvn	abused	abuse	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
Catechizing	Catechizing	vvg	Catechizing	catechize	0
(	(	(	(	(	0
with	with	p-acp	with	with	0
other	other	j-jn	other	other	0
holy	holy	j	holy	holy	0
ordinances	ordinances	n2	ordinances	ordinance	0
)	)	)	)	)	0
hath	hath	vhz	hath	have	0
been	been	vbn	been	be	0
disused	disused	vvn	disused	disuse	0
.	.	.	.	.	1
And	And	cc	And	and	0
indeed	indeed	av	indeed	indeed	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
neg	neg	n1	neg	neg	0
∣	∣	sy	∣	∣	0
lect	lect	vvb	lect	lect	0
we	we	pns12	we	we	0
may	may	vmb	may	may	0
mainly	mainly	av-j	mainly	main	0
impute	impute	vvi	impute	impute	0
most	most	av-ds	most	most	0
other	other	j-jn	other	other	0
mis	mis	vvb	miss	miss	0
∣	∣	sy	∣	∣	0
carriages	carriages	n2	carriages	carriage	0
.	.	.	.	.	1
When	When	c-crq	When	when	0
the	the	dt	the	the	0
Ground-work	Ground-work	n1	Groundwork	groundwork	0
sinks	sinks	vvz	sinks	sink	0
,	,	,	,	,	0
'tis	'tis	pn31|vbz	it's	it|be	0
no	no	dx	no	no	0
wonder	wonder	n1	wonder	wonder	0
if	if	cs	if	if	0
the	the	dt	the	the	0
Building	Building	j-vvg	Building	build	0
totter	totter	n1	totter	totter	0
,	,	,	,	,	0
and	and	cc	and	and	0
run	run	vvb	run	run	0
to	to	pc-acp	to	to	0
decay	decay	vvi	decay	decay	0
;	;	;	;	;	0
and	and	cc	and	and	0
if	if	cs	if	if	0
these	these	d	these	these	0
Foundations	Foundations	n2	Foundations	foundation	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
shaken	shaken	vvn	shaken	shake	0
,	,	,	,	,	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
iustly	iustly	av-j	justly	just	0
be	be	vbi	be	be	0
fear'd	fear'd	vvn	feared	fear	0
that	that	cst	that	that	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
Fabrick	Fabrick	n1	Fabric	fabric	0
of	of	pp-f	of	of	0
Church	Church	n1	Church	church	0
and	and	cc	and	and	0
State	State	n1	State	state	0
will	will	vmb	will	will	0
goe	goe	vvi	go	go	0
to	to	pc-acp	to	to	0
ruine	ruine	vvi	ruin	ruin	0
,	,	,	,	,	0
and	and	cc	and	and	0
fall	fall	vvi	fallen	fall	0
into	into	p-acp	into	into	0
confusion	confusion	n1	confusion	confusion	0
.	.	.	.	.	1
An	An	dt	And	a	0
un	un	j	un	unacustomated	0
∣	∣	sy	∣	∣	0
grounded	grounded	j-vvn	grounded	ground	0
Christian	Christian	njp	Christian	christian	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
easily	easily	av-j	easily	easy	0
perswaded	perswaded	vvn	persuaded	persuade	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
himself	himself	px31	himself	himself	0
up	up	a-acp	up	up	0
to	to	p-acp	to	to	0
any	any	d	any	any	0
wild	wild	j	wild	wild	0
opinion	opinion	n1	opinion	opinion	0
or	or	cc	or	or	0
loose	loose	j	lose	loose	0
practise	practise	n1	practice	practice	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
turn	turn	vvi	turn	turn	0
Heretick	Heretick	n1	Heretic	heretic	0
or	or	cc	or	or	0
Rebell	Rebell	n1	Rebel	rebel	0
,	,	,	,	,	0
and	and	cc	and	and	0
prove	prove	vvi	prove	prove	0
a	a	dt	a	a	0
fit	fit	j	fit	fit	0
Instrument	Instrument	n1	Instrument	instrument	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
managery	managery	n1	managery	managery	0
of	of	pp-f	of	of	0
Satan's	Satan's	npg1	Satan's	Satan	0
designs	designs	n2	designs	design	0
.	.	.	.	.	1
I	I	pns11	I	i	0
must	must	vmb	must	must	0
confess	confess	vvi	confess	confess	0
,	,	,	,	,	0
that	that	cst	that	that	0
much	much	av-d	much	much	0
hath	hath	vhz	hath	have	0
been	been	vbn	been	be	0
writt	writt	vvd	writ	write	0
already	already	av	already	already	0
upon	upon	p-acp	upon	upon	0
these	these	d	these	these	0
Subjects	Subjects	n2-jn	Subject's	subject	0
;	;	;	;	;	0
so	so	av	so	so	0
that	that	cst	that	that	0
the	the	dt	the	the	0
very	very	j	very	very	0
Titles	Titles	n2	Titles	title	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
Books	Books	n2	Books	book	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
intended	intended	vvn	intended	intend	0
Comments	Comments	n2	Comments	comment	0
,	,	,	,	,	0
and	and	cc	and	and	0
Expositions	Expositions	n2	Expositions	exposition	0
of	of	pp-f	of	of	0
Ca	Ca	zz	Ca	ca	0
∣	∣	sy	∣	∣	0
techetical	techetical	j	techetical	techetical	0
Heads	Heads	n2	Heads	head	0
,	,	,	,	,	0
and	and	cc	and	and	0
Enarrations	Enarrations	n2	Enarrations	enarration	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Grounds	Grounds	n2	Grounds	ground	0
of	of	pp-f	of	of	0
Religion	Religion	n1	Religion	religion	0
,	,	,	,	,	0
would	would	vmd	would	will	0
take	take	vvi	take	take	0
up	up	a-acp	up	up	0
more	more	dc	more	more	0
pa	pa	n1	pa	pa	0
∣	∣	sy	∣	∣	0
per	per	fw-la	per	per	0
then	then	av	then	then	0
this	this	d	this	this	0
whole	whole	j-jn	whole	whole	0
Discourse	Discourse	n1	Discourse	discourse	0
wasts	wasts	vvz	wasts	waste	0
:	:	:	:	:	0
And	And	cc	And	and	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
there	there	pc-acp	there	there	0
are	are	vbr	are	be	0
many	many	d	many	many	0
Excellent	Excellent	j	Excellent	excellent	0
Treatises	Treatises	n2	Treatises	treatise	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
kind	kind	n1	kind	kind	0
,	,	,	,	,	0
even	even	av	even	even	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
own	own	d	own	own	0
Language	Language	n1	Language	language	0
;	;	;	;	;	0
yet	yet	av	yet	yet	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
not	not	xx	not	not	0
met	met	vvn	met	meet	0
with	with	p-acp	with	with	0
any	any	d	any	any	0
one	one	crd	one	one	0
hitherto	hitherto	av	hitherto	hitherto	0
,	,	,	,	,	0
that	that	cst	that	that	0
hath	hath	vhz	hath	have	0
comprehended	comprehended	vvn	comprehended	comprehend	0
all	all	d	all	all	0
the	the	dt	the	the	0
Rudiments	Rudiments	n2	Rudiments	rudiment	0
of	of	pp-f	of	of	0
Christian	Christian	njp	Christian	christian	0
Doctrine	Doctrine	n1	Doctrine	doctrine	0
(	(	(	(	(	0
for	for	c-acp	for	for	0
so	so	av	so	so	0
I	I	pns11	I	i	0
think	think	vvb	think	think	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
safely	safely	av-j	safely	safe	0
call	call	vvi	call	call	0
these	these	d	these	these	0
Heads	Heads	n2	Heads	head	0
of	of	pp-f	of	of	0
Catechisme	Catechisme	n1	Catechism	catechism	0
)	)	)	)	)	0
in	in	p-acp	in	in	0
one	one	crd	one	one	0
Manual	Manual	j	Manual	manual	0
,	,	,	,	,	0
or	or	cc	or	or	0
delivered	delivered	vvd	delivered	deliver	0
the	the	dt	the	the	0
plain	plain	n1	plain	plain	0
mean	mean	vvb	mean	mean	0
∣	∣	sy	∣	∣	0
ing	ing	n1	king	king	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
in	in	p-acp	in	in	0
so	so	av	so	so	0
familiar	familiar	j-jn	familiar	familiar	0
a	a	dt	a	a	0
Phrase	Phrase	n1	Phrase	phrase	0
&	&	cc	&	and	0
Me	Me	pno11	Me	i	0
∣	∣	sy	∣	∣	0
thod	thod	n1	thod	thod	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
whilest	whilest	cs	whilst	while	0
others	others	n2-jn	others	other	0
ingage	ingage	vvb	engage	engage	0
in	in	p-acp	in	in	0
contro	contro	n1	contro	contro	0
∣	∣	sy	∣	∣	0
versie	versie	n1	versie	versie	0
,	,	,	,	,	0
and	and	cc	and	and	0
spin	spin	vvi	spin	spin	0
out	out	av	out	out	0
all	all	d	all	all	0
School-Divinity	School-Divinity	n1	School-Divinity	school-divinity	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
plain	plain	j	plain	plain	0
Truths	Truths	n2	Truths	truth	0
,	,	,	,	,	0
and	and	cc	and	and	0
fill	fill	vvi	fill	fill	0
their	their	po32	their	their	0
margin	margin	n1	margin	margin	0
with	with	p-acp	with	with	0
quotations	quotations	n2	quotations	quotation	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Fathers	Fathers	n2	Father's	father	0
,	,	,	,	,	0
and	and	cc	and	and	0
ac	ac	fw-la	ac	ac	0
∣	∣	sy	∣	∣	0
commodate	commodate	vvi	commodate	commodate	0
Humane	Humane	j	Humane	humane	0
Learning	Learning	n1	Learning	learning	0
to	to	p-acp	to	to	0
Sacred	Sacred	j	Sacred	sacred	0
purposes	purposes	n2	purposes	purpose	0
;	;	;	;	;	0
as	as	c-acp	as	as	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
meant	meant	vvd	meant	mean	0
to	to	pc-acp	to	to	0
print	print	vvi	print	print	0
only	only	av-j	only	only	0
Ad	Ad	fw-la	Ad	ad	0
Clerum	Clerum	fw-la	Clerum	clerum	0
,	,	,	,	,	0
laying	laying	vvg	laying	lay	0
out	out	av	out	out	0
their	their	po32	their	their	0
vast	vast	j	vast	vast	0
abilities	abilities	n2	abilities	ability	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Peoples	Peoples	ng1	Peoples	people	0
reach	reach	n1	reach	reach	0
:	:	:	:	:	0
I	I	pns11	I	i	0
judg'd	judg'd	vvn	judged	judge	0
it	it	pn31	it	it	0
more	more	av-dc	more	more	0
suita	suita	n1	suita	suita	0
∣	∣	sy	∣	∣	0
ble	ble	zz	ble	ble	0
to	to	p-acp	to	to	0
publick	publick	j	public	public	0
Vse	Vse	vvb	Use	use	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
scant	scant	j	scant	scant	0
mea	mea	zz	mea	mea	0
∣	∣	sy	∣	∣	0
sures	sures	vvz	sures	sure	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
Skill	Skill	n1	Skill	skill	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
only	only	av-j	only	only	0
a	a	dt	a	a	0
Gramma	Gramma	n1	Gramma	gramma	0
∣	∣	sy	∣	∣	0
tical	tical	j	tical	tical	0
account	account	n1	account	account	0
by	by	p-acp	by	by	0
an	an	dt	and	a	0
easie	easie	j	easy	easy	0
Paraphrase	Paraphrase	n1	Paraphrase	paraphrase	0
and	and	cc	and	and	0
exe	exe	n1	exe	exe	0
∣	∣	sy	∣	∣	0
getical	getical	j	getical	getical	0
interpretation	interpretation	n1	interpretation	interpretation	0
of	of	pp-f	of	of	0
every	every	d	every	every	0
clause	clause	n1	clause	clause	0
,	,	,	,	,	0
word	word	n1	word	word	0
by	by	p-acp	by	by	0
word	word	n1	word	word	0
,	,	,	,	,	0
and	and	cc	and	and	0
then	then	av	then	then	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
sentence	sentence	n1	sentence	sentence	0
to	to	p-acp	to	to	0
∣	∣	sy	∣	∣	0
gether	gether	av	gether	gether	0
.	.	.	.	.	1
Nor	Nor	ccx	Nor	nor	0
have	have	vhb	have	have	0
I	I	pns11	I	i	0
been	been	vbn	been	be	0
wanting	wanting	vvg	wanting	want	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
oc	oc	n1	oc	oc	0
∣	∣	sy	∣	∣	0
casions	casions	n2	casions	casion	0
have	have	vhb	have	have	0
invited	invited	vvn	invited	invite	0
,	,	,	,	,	0
up	up	a-acp	up	up	0
and	and	cc	and	and	0
down	down	a-acp	down	down	0
to	to	pc-acp	to	to	0
bring	bring	vvi	bring	bring	0
in	in	p-acp	in	in	0
Practical	Practical	j	Practical	practical	0
considerations	considerations	n2	considerations	consideration	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
fear'd	fear'd	vvd	feared	fear	0
some	some	d	some	some	0
∣	∣	sy	∣	∣	0
times	times	av	times	time	0
to	to	pc-acp	to	to	0
enter	enter	vvi	enter	enter	0
the	the	dt	the	the	0
Lists	Lists	n2	Lists	list	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
Roma	Roma	np1	Roma	Roma	0
∣	∣	sy	∣	∣	0
nists	nists	n2	nists	nist	0
and	and	cc	and	and	0
(	(	(	(	(	0
their	their	po32	their	their	0
Proselytes	Proselytes	n2	Proselytes	proselyte	0
)	)	)	)	)	0
our	our	po12	our	our	0
Sectaries	Sectaries	n2	Sectaries	sectary	0
;	;	;	;	;	0
yet	yet	av	yet	yet	0
not	not	xx	not	not	0
so	so	av	so	so	0
as	as	c-acp	as	as	0
to	to	pc-acp	to	to	0
fetch	fetch	vvi	fetch	fetch	0
in	in	p-acp	in	in	0
strength	strength	n1	strength	strength	0
from	from	p-acp	from	from	0
Au	Au	fw-fr	Au	au	0
∣	∣	sy	∣	∣	0
thority	thority	n1	thority	thority	0
without	without	p-acp	without	without	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
make	make	vvb	make	make	0
use	use	n1	use	use	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
wea	wea	zz	wea	wea	0
∣	∣	sy	∣	∣	0
pons	pons	fw-la	pons	pons	0
only	only	j	only	only	0
,	,	,	,	,	0
the	the	dt	the	the	0
present	present	j	present	present	0
place	place	n1	place	place	0
afforded	afforded	vvd	afforded	afford	0
me	me	pno11	me	i	0
.	.	.	.	.	1
I	I	pns11	I	i	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
the	the	dt	the	the	0
larger	larger	jc	larger	large	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
Discant	Discant	n1	Discant	discant	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
Lords	Lords	n2	Lords	lord	0
Prayer	Prayer	n1	Prayer	prayer	0
;	;	;	;	;	0
becasue	becasue	vvi	becasue	becasue	0
indeed	indeed	av	indeed	indeed	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
Ground	Ground	n1	Ground	ground	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
Liturgy	Liturgy	n1	Liturgy	liturgy	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
the	the	dt	the	the	0
Creed	Creed	n1	Creed	creed	0
I	I	pns11	I	i	0
did	did	vdd	did	do	0
not	not	xx	not	not	0
think	think	vvi	think	think	0
it	it	pn31	it	it	0
safe	safe	j	safe	safe	0
or	or	cc	or	or	0
fit	fit	j	fit	fit	0
to	to	pc-acp	to	to	0
mention	mention	vvi	mention	mention	0
those	those	d	those	those	0
old	old	j	old	old	0
Heresies	Heresies	n2	Heresies	heresy	0
so	so	av	so	so	0
long	long	av-j	long	long	0
since	since	c-acp	since	since	0
exploded	exploded	vvn	exploded	explode	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
fear	fear	n1	fear	fear	0
least	least	ds	least	least	0
a	a	dt	a	a	0
weak	weak	j	weak	weak	0
Confutation	Confutation	n1	Confutation	confutation	0
should	should	vmd	should	shall	0
teach	teach	vvi	teach	teach	0
them	them	pno32	them	they	0
;	;	;	;	;	0
(	(	(	(	(	0
see	see	vvb	see	see	0
∣	∣	sy	∣	∣	0
ing	ing	zz	ing	ing	0
there	there	pc-acp	there	there	0
have	have	vhi	have	have	0
been	been	vbn	been	be	0
too	too	av	too	too	0
many	many	d	many	many	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
late	late	j	late	late	0
