Great	Great	j	Great	great	0
:	:	:	:	:	0
only	only	av-j	only	only	0
we	we	pns12	we	we	0
must	must	vmb	must	must	0
be	be	vbi	be	be	0
carefull	carefull	j	careful	careful	0
never	never	av-x	never	never	0
to	to	pc-acp	to	to	0
provoke	provoke	vvi	provoke	provoke	0
him	him	pno31	him	he	0
any	any	d	any	any	0
more	more	dc	more	more	0
by	by	p-acp	by	by	0
our	our	po12	our	our	0
Vnthankfulness	Vnthankfulness	n1	Unthankfulness	unthankfulness	0
and	and	cc	and	and	0
infidel	infidel	n1	infidel	infidel	0
Apostasie	Apostasie	n1	Apostasy	apostasy	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
now	now	av	now	now	0
,	,	,	,	,	0
Great	Great	j	Great	great	0
Sir	Sir	n1	Sir	sir	0
,	,	,	,	,	0
be	be	vbb	be	be	0
pleas'd	pleas'd	vvn	pleased	please	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
me	me	pno11	me	i	0
leave	leave	vvi	leave	leave	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
throngs	throngs	n2	throngs	throng	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
that	that	cst	that	that	0
rejoice	rejoice	vvb	rejoice	rejoice	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
the	the	dt	the	the	0
goodness	goodness	n1	goodness	goodness	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
servant	servant	n1	servant	servant	0
Job	Job	np1	Job	Job	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
imitation	imitation	n1	imitation	imitation	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
who	who	r-crq	who	who	0
presented	presented	vvd	presented	present	0
him	him	pno31	him	he	0
with	with	p-acp	with	with	0
,	,	,	,	,	0
everyman	everyman	n1	everyman	everyman	0
,	,	,	,	,	0
an	an	dt	and	a	0
ear-ring	ear-ring	n1	earring	earring	0
of	of	pp-f	of	of	0
Gold	Gold	n1	Gold	gold	0
,	,	,	,	,	0
and	and	cc	and	and	0
a	a	dt	a	a	0
piece	piece	n1	piece	piece	0
of	of	pp-f	of	of	0
Sil	Sil	n1	Sil	sil	0
∣	∣	sy	∣	∣	0
ver	ver	fw-la	ver	ver	0
,	,	,	,	,	0
or	or	cc	or	or	0
a	a	dt	a	a	0
Lambe	Lambe	n1	Lamb	lamb	0
*	*	*	*	*	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
bring	bring	vvi	bring	bring	0
also	also	av	also	also	0
my	my	po11	my	my	0
Offering	Offering	vvg	Offering	offer	0
,	,	,	,	,	0
the	the	dt	the	the	0
significa	significa	n1	significa	significa	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
joy	joy	n1	joy	joy	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
though	though	cs	though	though	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
but	but	p-acp	but	but	0
two	two	crd	two	two	0
Books	Books	n2	Books	book	0
which	which	r-crq	which	which	0
like	like	av-j	like	like	0
the	the	dt	the	the	0
Widows	Widows	n2	Widows	widow	0
two	two	crd	two	two	0
mites	mites	n2	mites	mite	0
make	make	vvb	make	make	0
up	up	a-acp	up	up	0
but	but	p-acp	but	but	0
a	a	dt	a	a	0
contempti	contempti	fw-la	contempti	contempti	0
∣	∣	sy	∣	∣	0
ble	ble	zz	ble	ble	0
Summe	Summe	n1	Sum	sum	0
;	;	;	;	;	0
yet	yet	av	yet	yet	0
because	because	c-acp	because	because	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
all	all	d	all	all	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
,	,	,	,	,	0
your	your	po22	your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
pleased	pleased	vvn	pleased	please	0
to	to	pc-acp	to	to	0
accept	accept	vvi	accept	accept	0
:	:	:	:	:	0
and	and	cc	and	and	0
so	so	av	so	so	0
much	much	av-d	much	much	0
the	the	dt	the	the	0
rather	rather	av-c	rather	rather	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
also	also	av	also	also	0
an	an	dt	and	a	0
expression	expression	n1	expression	expression	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
duty	duty	n1	duty	duty	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
Cal	Cal	np1	Cal	Cal	0
∣	∣	sy	∣	∣	0
ling	ling	n1	ling	ling	0
which	which	q-crq	which	which	0
hath	hath	vhz	hath	have	0
fallen	fallen	vvn	fallen	fall	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
share	share	n1	share	share	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
your	your	po22	your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
,	,	,	,	,	0
like	like	av-j	like	like	0
the	the	dt	the	the	0
King	King	n1	King	king	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Gospel	Gospel	n1	Gospel	gospel	0
,	,	,	,	,	0
hath	hath	vhz	hath	have	0
been	been	vbn	been	be	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
far	far	j	far	far	0
Country	Country	n1	Country	country	0
,	,	,	,	,	0
and	and	cc	and	and	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Citizens	Citizens	n2	Citizens	citizen	0
sent	sent	vvn	sent	send	0
after	after	p-acp	after	after	0
you	you	pn22	you	you	0
,	,	,	,	,	0
Luke	Luke	av	Lycia	luke	0
19.	19.	crd	19.	19	0
14.	14.	crd	14.	14.	0
and	and	cc	and	and	0
said	said	vvn	said	say	0
,	,	,	,	,	0
No	No	av-dx	No	no	0
∣	∣	sy	∣	∣	0
lumus	lumus	fw-la	lumus	lumus	0
hunc	hunc	fw-la	hunc	hunc	0
regnare	regnare	fw-la	regnare	regnare	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
God	God	np1	God	God	0
hath	hath	vhz	hath	have	0
caused	caused	vvn	caused	cause	0
you	you	pn22	you	you	0
to	to	p-acp	to	to	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
turn	turn	n1	turn	turn	0
and	and	cc	and	and	0
reign	reign	vvi	reign	reign	0
:	:	:	:	:	0
and	and	cc	and	and	0
if	if	cs	if	if	0
your	your	po22	your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
should	should	vmd	should	shall	0
by	by	p-acp	by	by	0
that	that	d	that	that	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
ample	ample	j	ample	ample	0
call	call	vvb	call	call	0
us	us	pno12	us	we	0
to	to	pc-acp	to	to	0
render	render	vvi	render	render	0
an	an	dt	and	a	0
account	account	n1	account	account	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Talents	Talents	n2	Talents	talent	0
,	,	,	,	,	0
I	I	pns11	I	i	0
can	can	vmb	can	can	0
only	only	av-j	only	only	0
say	say	vvi	say	say	0
,	,	,	,	,	0
that	that	cst	that	that	0
amongst	amongst	p-acp	among	among	0
those	those	d	those	those	0
many	many	d	many	many	0
Excellent	Excellent	j	Excellent	excellent	0
persons	persons	n2	persons	person	0
who	who	r-crq	who	who	0
have	have	vhb	have	have	0
greatly	greatly	av-j	greatly	great	0
improv'd	improv'd	vvn	improved	improve	0
theirs	theirs	png32	theirs	they	0
,	,	,	,	,	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
willing	willing	j	willing	willing	0
to	to	pc-acp	to	to	0
negotiate	negotiate	vvi	negotiate	negotiate	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
labour	labour	vvi	labour	labour	0
.	.	.	.	.	1
What	What	q-crq	What	what	0
fruit	fruit	n1	fruit	fruit	0
will	will	vmb	will	will	0
from	from	p-acp	from	from	0
hence	hence	av	hence	hence	0
accrue	accrue	vvi	accrue	accrue	0
to	to	p-acp	to	to	0
Souls	Souls	n2	Souls	soul	0
is	is	vbz	is	be	0
wholly	wholly	av-jn	wholly	whole	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
hands	hands	n2	hands	hand	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
this	this	d	this	this	0
semination	semination	n1	semination	semination	0
and	and	cc	and	and	0
cul	cul	fw-la	cul	cul	0
∣	∣	sy	∣	∣	0
ture	ture	n1	ture	ture	0
was	was	vbds	was	be	0
much	much	av-d	much	much	0
wanting	wanting	vvg	wanting	want	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Reformed	Reformed	vvn	Reformed	reform	0
Churches	Churches	n2	Churches	church	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
though	though	cs	though	though	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
things	things	n2	things	thing	0
else	else	av	else	else	0
the	the	dt	the	the	0
Goodness	Goodness	n1	Goodness	goodness	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
hath	hath	vhz	hath	have	0
made	made	vvn	made	make	0
us	us	pno12	us	we	0
to	to	pc-acp	to	to	0
abound	abound	vvi	abound	abound	0
,	,	,	,	,	0
and	and	cc	and	and	0
our	our	po12	our	our	0
Cup	Cup	n1	Cup	cup	0
to	to	pc-acp	to	to	0
run	run	vvi	run	run	0
over	over	a-acp	over	over	0
;	;	;	;	;	0
yet	yet	av	yet	yet	0
our	our	po12	our	our	0
labours	labours	n2	labours	labour	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
hitherto	hitherto	av	hitherto	hitherto	0
unimploied	unimploied	vvn	unemployed	unemploy	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
description	description	n1	description	description	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Rules	Rules	n2	Rules	rule	0
of	of	pp-f	of	of	0
Conscience	Conscience	n1	Conscience	conscience	0
and	and	cc	and	and	0
Casuistical	Casuistical	j	Casuistical	casuistical	0
Theology	Theology	n1	Theology	theology	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
which	which	r-crq	which	which	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
cause	cause	n1	cause	cause	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
now	now	av	now	now	0
made	made	vvn	made	make	0
some	some	d	some	some	0
attempt	attempt	n1	attempt	attempt	0
,	,	,	,	,	0
if	if	cs	if	if	0
the	the	dt	the	the	0
production	production	n1	production	production	0
be	be	vbb	be	be	0
not	not	xx	not	not	0
unworthy	unworthy	j	unworthy	unworthy	0
,	,	,	,	,	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
sure	sure	j	sure	sure	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
improper	improper	j	improper	improper	0
to	to	pc-acp	to	to	0
lay	lay	vvi	lay	lay	0
it	it	pn31	it	it	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
feet	feet	n2	feet	foot	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
your	your	po22	your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
being	being	vbg	being	be	0
by	by	p-acp	by	by	0
God	God	np1	God	God	0
appointed	appointed	vvn	appointed	appoint	0
Custos	Custos	fw-la	Custos	custos	0
utriusque	utriusque	fw-la	utriusque	utriusque	0
Tabulae	Tabulae	np1	Tabulae	Tabulae	0
,	,	,	,	,	0
since	since	c-acp	since	since	0
like	like	av-j	like	like	0
Mo	Mo	zz	Mo	mo	0
∣	∣	sy	∣	∣	0
ses	ses	fw-fr	ses	ses	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
from	from	p-acp	from	from	0
God	God	np1	God	God	0
descended	descended	vvn	descended	descend	0
to	to	p-acp	to	to	0
us	us	pno12	us	we	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
two	two	crd	two	two	0
Tables	Tables	n2	Tables	table	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Law	Law	n1	Law	law	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
hand	hand	n1	hand	hand	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
best	best	av-js	best	best	0
govern	govern	vvi	govern	govern	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
arguments	arguments	n2	arguments	argument	0
and	and	cc	and	and	0
compulsory	compulsory	j	compulsory	compulsory	0
of	of	pp-f	of	of	0
Conscience	Conscience	n1	Conscience	conscience	0
,	,	,	,	,	0
and	and	cc	and	and	0
this	this	d	this	this	0
alone	alone	av-j	alone	alone	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
greatest	greatest	js	greatest	great	0
firmament	firmament	n1	firmament	firmament	0
of	of	pp-f	of	of	0
Obedience	Obedience	n1	Obedience	obedience	0
;	;	;	;	;	0
whatsoever	whatsoever	r-crq	whatsoever	whatsoever	0
can	can	vmb	can	can	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
measure	measure	n1	measure	measure	0
of	of	pp-f	of	of	0
Conscience	Conscience	n1	Conscience	conscience	0
est	est	fw-fr	est	est	0
res	res	fw-la	res	res	0
Fisci	Fisci	fw-la	Fisci	fisci	0
,	,	,	,	,	0
is	is	vbz	is	be	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
own	own	d	own	own	0
propriety	propriety	n1	propriety	propriety	0
,	,	,	,	,	0
and	and	cc	and	and	0
enters	enters	vvz	enters	enter	0
into	into	p-acp	into	into	0
your	your	po22	your	your	0
Exchequer	Exchequer	n1	Exchequer	exchequer	0
.	.	.	.	.	1
Be	Be	vbb	Be	be	0
pleased	pleased	vvn	pleased	please	0
therefore	therefore	av	therefore	therefore	0
,	,	,	,	,	0
