Honor'd	Honor'd	j-vvn	Honoured	honour	0
;	;	;	;	;	0
yea	yea	uh	yea	yea	0
Apprentices	Apprentices	n2	Apprentices	apprentice	0
,	,	,	,	,	0
and	and	cc	and	and	0
some	some	d	some	some	0
others	others	n2-jn	others	other	0
also	also	av	also	also	0
;	;	;	;	;	0
provided	provided	vvn	provided	provide	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
not	not	xx	not	not	0
altogether	altogether	av	altogether	altogether	0
,	,	,	,	,	0
your	your	po22	your	your	0
courteous	courteous	j	courteous	courteous	0
Acceptance	Acceptance	n1	Acceptance	acceptance	0
(	(	(	(	(	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
esteem	esteem	n1	esteem	esteem	0
,	,	,	,	,	0
hujus	hujus	fw-la	hujus	huius	0
,	,	,	,	,	0
quic	quic	fw-la	quic	quic	0
∣	∣	sy	∣	∣	0
quid	quid	fw-la	quid	quid	0
est	est	fw-la	est	est	0
scriptiunculae	scriptiunculae	fw-la	scriptiunculae	scriptiunculae	0
,	,	,	,	,	0
Genius	Genius	fw-la	Genius	genius	0
)	)	)	)	)	0
will	will	vmb	will	will	0
put	put	vvi	put	put	0
a	a	dt	a	a	0
value	value	n1	valve	value	0
on	on	p-acp	on	on	0
,	,	,	,	,	0
and	and	cc	and	and	0
plena	plena	fw-la	plena	plena	0
manu	manu	fw-la	manu	manu	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
we	we	pns12	we	we	0
say	say	vvb	say	say	0
)	)	)	)	)	0
sufficiently	sufficiently	av-j	sufficiently	sufficient	0
crown	crown	n1	crown	crown	0
both	both	av-d	both	both	0
it	it	pn31	it	it	0
,	,	,	,	,	0
and	and	cc	and	and	0
me	me	pno11	me	i	0
its	its	po31	its	its	0
Author	Author	n1	Author	author	0
;	;	;	;	;	0
who	who	q-crq	who	who	0
am	am	vbm	am	be	0
exceed	exceed	vvi	exceed	exceed	0
∣	∣	sy	∣	∣	0
ingly	ingly	j	ingly	ingly	0
glad	glad	j	glad	glad	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
opportuni	opportuni	fw-la	opportuni	opportuni	0
∣	∣	sy	∣	∣	0
ty	ty	vvi	ty	tie	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
witness	witness	vvi	witness	witness	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
,	,	,	,	,	0
yea	yea	uh	yea	yea	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
English-world	English-world	n1	English-world	english-world	0
too	too	av	too	too	0
,	,	,	,	,	0
(	(	(	(	(	0
so	so	av	so	so	0
far	far	av-j	far	far	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
able	able	j	able	able	0
)	)	)	)	)	0
how	how	c-crq	how	how	0
deeply	deeply	av-jn	deeply	deep	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
(	(	(	(	(	0
SIR	SIR	n1	SIR	sir	0
,	,	,	,	,	0
)	)	)	)	)	1
