WHat	WHat	q-crq	WHat	what	0
Scripture	Scripture	n1	Scripture	scripture	0
follo	follo	vvi	follow	follow	0
∣	∣	sy	∣	∣	0
wing	wing	n1	wing	wing	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
ground	ground	n1	ground	ground	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
doctrine	doctrine	n1	doctrine	doctrine	0
whilk	whilk	n1	whilk	whilk	0
thereafter	thereafter	av	thereafter	thereafter	0
I	I	pns11	I	i	0
minded	minded	vvd	minded	mind	0
to	to	pc-acp	to	to	0
builde	builde	vvi	build	build	0
thereupon	thereupon	av	thereupon	thereupon	0
,	,	,	,	,	0
during	during	p-acp	during	during	0
our	our	po12	our	our	0
continuance	continuance	n1	continuance	continuance	0
toge	toge	n1	toga	toge	0
∣	∣	sy	∣	∣	0
ther	ther	zz	ther	ther	0
at	at	p-acp	at	at	0
gods	gods	ng1	gods	god	0
pleasure	pleasure	n1	pleasure	pleasure	0
.	.	.	.	.	1
The	The	dt	The	the	0
place	place	n1	place	place	0
was	was	vbds	was	be	0
this	this	d	this	this	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
ye	ye	pn22	you	you	0
remember	remember	vvb	remember	remember	0
.	.	.	.	.	1
The	The	dt	The	the	0
people	people	n1	people	people	0
that	that	cst	that	that	0
sate	sate	vvd	sat	sit	0
in	in	p-acp	in	in	0
darknesse	darknesse	n1	darkness	darkness	0
,	,	,	,	,	0
sawe	sawe	vvd	saw	see	0
great	great	j	great	great	0
light	light	n1	light	light	0
.	.	.	.	.	1
&c.	&c.	av	etc.	etc	0
Mat.	Mat.	np1	Mat.	Mat	0
4.16	4.16	crd	4.16	4.16	0
.	.	.	.	.	1
First	First	ord	First	first	0
,	,	,	,	,	0
I	I	pns11	I	i	0
opened	opened	vvd	opened	open	0
the	the	dt	the	the	0
true	true	j	true	true	0
meaning	meaning	n1	meaning	meaning	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
place	place	n1	place	place	0
,	,	,	,	,	0
obseruing	obseruing	vvg	observing	observe	0
some	some	d	some	some	0
per	per	fw-la	per	per	0
∣	∣	sy	∣	∣	0
tinent	tinent	n1	tinent	tinent	0
notes	notes	n2	notes	note	0
therupon	therupon	av	thereupon	thereupon	0
.	.	.	.	.	1
There	There	a-acp	There	there	0
∣	∣	sy	∣	∣	0
after	after	j-acp	after	after	0
I	I	pns11	I	i	0
made	made	vvd	made	make	0
some	some	d	some	some	0
vse	vse	n1	use	use	0
thereof	thereof	av	thereof	thereof	0
by	by	p-acp	by	by	0
applycation	applycation	n1	application	application	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
for	for	p-acp	for	for	0
that	that	d	that	that	0
present	present	j	present	present	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
people	people	n1	people	people	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
sea-coaste	sea-coaste	n1	seacoast	seacoast	0
,	,	,	,	,	0
long	long	av-j	long	long	0
sitting	sitting	vvg	sitting	sit	0
in	in	p-acp	in	in	0
no	no	dx	no	no	0
lesse	lesse	dc	less	less	0
darknesse	darknesse	n1	darkness	darkness	0
,	,	,	,	,	0
then	then	av	then	then	0
did	did	vdd	did	do	0
they	they	pns32	they	they	0
of	of	pp-f	of	of	0
Ga	Ga	np1	Ga	Ga	0
∣	∣	sy	∣	∣	0
lile	lile	n1	lile	lile	0
,	,	,	,	,	0
that	that	cst	that	that	0
dwelt	dwelt	vvd	dwelled	dwell	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
lake	lake	n1	lake	lake	0
of	of	pp-f	of	of	0
Genazareth	Genazareth	np1	Genazareth	Genazareth	0
,	,	,	,	,	0
whilk	whilk	n1	whilk	whilk	0
was	was	vbds	was	be	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
sea	sea	n1	sea	sea	0
:	:	:	:	:	0
shewing	shewing	vvg	showing	show	0
therewithall	therewithall	av	therewithal	therewithal	0
the	the	dt	the	the	0
greate	greate	j	great	great	0
mercie	mercie	n1	mercy	mercy	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
to	to	p-acp	to	to	0
∣	∣	sy	∣	∣	0
warde	warde	vvi	ward	ward	0
you	you	pn22	you	you	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
offering	offering	vvg	offering	offer	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
that	that	d	that	that	0
day	day	n1	day	day	0
the	the	dt	the	the	0
light	light	n1	light	light	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
gospell	gospell	n1	gospel	gospel	0
after	after	p-acp	after	after	0
sik	sik	n1	sik	sik	0
a	a	dt	a	a	0
rare	rare	j	rare	rare	0
manner	manner	n1	manner	manner	0
,	,	,	,	,	0
so	so	av	so	so	0
that	that	d	that	that	0
rightly	rightly	av-jn	rightly	right	0
it	it	pn31	it	it	0
might	might	vmd	might	may	0
be	be	vbi	be	be	0
saide	saide	vvn	said	say	0
ouer	ouer	p-acp	over	over	0
a	a	dt	a	a	0
∣	∣	sy	∣	∣	0
gaine	gaine	n1	gain	gain	0
of	of	pp-f	of	of	0
new	new	j	new	new	0
,	,	,	,	,	0
A	A	dt	A	a	0
people	people	n1	people	people	0
that	that	cst	that	that	0
sate	sate	vvd	sat	sit	0
in	in	p-acp	in	in	0
darknesse	darknesse	n1	darkness	darkness	0
,	,	,	,	,	0
hath	hath	vhz	hath	have	0
seene	seene	vvn	seen	see	0
greate	greate	j	great	great	0
lighte	lighte	n1	light	light	0
.	.	.	.	.	1
Last	Last	ord	Last	last	0
,	,	,	,	,	0
after	after	c-acp	after	after	0
all	all	d	all	all	0
this	this	d	this	this	0
,	,	,	,	,	0
I	I	pns11	I	i	0
gathered	gathered	vvd	gathered	gather	0
some	some	d	some	some	0
general	general	j	general	general	0
grounds	grounds	n2	grounds	ground	0
of	of	pp-f	of	of	0
Chri	Chri	np1	Chri	Chri	0
∣	∣	sy	∣	∣	0
stian	stian	n1	stian	stian	0
religion	religion	n1	religion	religion	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
place	place	n1	place	place	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
first	first	ord	first	first	0
.	.	.	.	.	1
The	The	dt	The	the	0
miserable	miserable	j	miserable	miserable	0
blinde	blinde	vvb	blind	blind	0
e	e	sy	e	e	0
∣	∣	sy	∣	∣	0
state	state	n1	state	state	0
of	of	pp-f	of	of	0
man	man	n1	man	man	0
by	by	p-acp	by	by	0
nature	nature	n1	nature	nature	0
,	,	,	,	,	0
without	without	p-acp	without	without	0
Christ	Christ	np1	Christ	Christ	0
.	.	.	.	.	1
Secondlie	Secondlie	ord	Secondlie	secondlie	0
,	,	,	,	,	0
the	the	dt	the	the	0
moste	moste	av-ds	most	most	0
comfortable	comfortable	j	comfortable	comfortable	0
light	light	n1	light	light	0
of	of	pp-f	of	of	0
saluation	saluation	n1	salvation	salvation	0
in	in	p-acp	in	in	0
Christ	Christ	np1	Christ	Christ	0
.	.	.	.	.	1
Thirdly	Thirdly	ord	Thirdly	third	0
,	,	,	,	,	0
that	that	cst	that	that	0
men	men	n2	men	man	0
re	re	fw-mi	re	re	0
∣	∣	sy	∣	∣	0
ceaue	ceaue	vvb	ceaue	ceaue	0
Christ	Christ	np1	Christ	Christ	0
his	his	po31	his	his	0
light	light	n1	light	light	0
by	by	p-acp	by	by	0
faith	faith	n1	faith	faith	0
wrought	wrought	vvn	wrought	wrought	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
holy	holy	j	holy	holy	0
Spirite	Spirite	n1	Spirit	spirit	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
preaching	preaching	vvg	preaching	preach	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
gospell	gospell	n1	gospel	gospel	0
.	.	.	.	.	1
Fourthly	Fourthly	ord	Fourthly	four	0
,	,	,	,	,	0
the	the	dt	the	the	0
end	end	n1	end	end	0
,	,	,	,	,	0
that	that	cst	that	that	0
walking	walking	vvg	walking	walk	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
light	light	n1	light	light	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
we	we	pns12	we	we	0
may	may	vmb	may	may	0
glorifie	glorifie	vvi	glorify	glorify	0
him	him	pno31	him	he	0
that	that	cst	that	that	0
hes	hes	po31	hes	his	0
transtated	transtated	j-vvn	transtated	transtate	0
vs	vs	pno12	us	we	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
darknes	darknes	n1	darkness	darkness	0
into	into	p-acp	into	into	0
his	his	po31	his	his	0
won	won	n1	wone	wone	0
∣	∣	sy	∣	∣	0
derful	derful	j	derful	derful	0
light	light	n1	light	light	0
.	.	.	.	.	1
Heerevnto	Heerevnto	av	Hereunto	hereunto	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
afternoone	afternoone	n1	afternoon	afternoon	0
the	the	dt	the	the	0
same	same	d	same	same	0
daye	daye	n1	day	day	0
,	,	,	,	,	0
I	I	pns11	I	i	0
added	added	vvd	added	add	0
these	these	d	these	these	0
words	words	n2	words	word	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
:	:	:	:	:	0
Behold	Behold	vvb	Behold	behold	0
,	,	,	,	,	0
I	I	pns11	I	i	0
stand	stand	vvb	stand	stand	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
dore	dore	n1	door	door	0
and	and	cc	and	and	0
knock	knock	n1	knock	knock	0
,	,	,	,	,	0
if	if	cs	if	if	0
any	any	d	any	any	0
man	man	n1	man	man	0
heare	heare	vvi	hear	hear	0
my	my	po11	my	my	0
voice	voice	n1	voice	voice	0
and	and	cc	and	and	0
open	open	vvi	open	open	0
the	the	dt	the	the	0
dore	dore	n1	door	door	0
,	,	,	,	,	0
I	I	pns11	I	i	0
will	will	vmb	will	will	0
come	come	vvi	come	come	0
in	in	p-acp	in	in	0
to	to	p-acp	to	to	0
him	him	pno31	him	he	0
,	,	,	,	,	0
and	and	cc	and	and	0
suppe	suppe	vvi	sup	sup	0
with	with	p-acp	with	with	0
him	him	pno31	him	he	0
and	and	cc	and	and	0
he	he	pns31	he	he	0
with	with	p-acp	with	with	0
mee	mee	pno11	me	i	0
.	.	.	.	.	1
Reuel	Reuel	vvb	Revel	revel	0
.	.	.	.	.	1
3.20	3.20	crd	3.20	3.20	0
.	.	.	.	.	1
To	To	p-acp	To	to	0
serue	serue	vvi	serve	serve	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
spurre	spurre	n1	spur	spur	0
to	to	pc-acp	to	to	0
exhort	exhort	vvi	exhort	exhort	0
you	you	pn22	you	you	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
cheerefull	cheerefull	j	cheerful	cheerful	0
embraceing	embraceing	vvg	embracing	embrace	0
of	of	pp-f	of	of	0
so	so	av	so	so	0
comfortable	comfortable	j	comfortable	comfortable	0
a	a	dt	a	a	0
ghuest	ghuest	n1	guest	guest	0
,	,	,	,	,	0
whilk	whilk	n1	whilk	whilk	0
mooued	mooued	vvd	moved	move	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
pa	pa	n1	pa	pa	0
∣	∣	sy	∣	∣	0
rish	rish	j	rish	rich	0
present	present	j	present	present	0
,	,	,	,	,	0
so	so	av	so	so	0
at	at	p-acp	at	at	0
that	that	d	that	that	0
time	time	n1	time	time	0
and	and	cc	and	and	0
long	long	av-j	long	long	0
thereafter	thereafter	av	thereafter	thereafter	0
,	,	,	,	,	0
that	that	cst	that	that	0
as	as	p-acp	as	as	0
the	the	dt	the	the	0
A	A	sy	A	a	0
∣	∣	sy	∣	∣	0
postle	postle	n1	postle	postle	0
speaketh	speaketh	vvz	speaks	speak	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Galathi	Galathi	np1	Galathi	Galathi	0
∣	∣	sy	∣	∣	0
ans	ans	fw-fr	ans	ans	0
,	,	,	,	,	0
I	I	pns11	I	i	0
beare	beare	vvb	bear	bear	0
you	you	pn22	you	you	0
record	record	vvb	record	record	0
that	that	cst	that	that	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
had	had	vhd	had	have	0
beene	beene	vbn	been	be	0
possible	possible	j	possible	possible	0
,	,	,	,	,	0
ye	ye	pn22	you	you	0
would	would	vmd	would	will	0
haue	haue	vhi	have	have	0
pluck	pluck	vvn	pluck	pluck	0
∣	∣	sy	∣	∣	0
ed	ed	wd	ed	ed	0
out	out	av	out	out	0
your	your	po22	your	your	0
eyes	eyes	n2	eyes	eye	0
&	&	cc	&	and	0
haue	haue	vhb	have	have	0
giuen	giuen	vvn	given	give	0
them	them	pno32	them	they	0
to	to	p-acp	to	to	0
me	me	pno11	me	i	0
.	.	.	.	.	1
Though	Though	cs	Though	though	0
nowe	nowe	av	now	now	0
and	and	cc	and	and	0
then	then	av	then	then	0
to	to	p-acp	to	to	0
some	some	d	some	some	0
I	I	pns11	I	i	0
be-come	be-come	j	become	become	0
an	an	dt	and	a	0
enemie	enemie	n1	enemy	enemy	0
for	for	p-acp	for	for	0
speaking	speaking	vvg	speaking	speak	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
trueth	trueth	n1	truth	truth	0
.	.	.	.	.	1
God	God	np1	God	God	0
graunt	graunt	vvb	grant	grant	0
them	them	pno32	them	they	0
amendement	amendement	n1	amendment	amendment	0
that	that	cst	that	that	0
offend	offend	vvb	offend	offend	0
of	of	pp-f	of	of	0
simplicitie	simplicitie	n1	simplicity	simplicity	0
and	and	cc	and	and	0
not	not	xx	not	not	0
of	of	pp-f	of	of	0
malice	malice	n1	malice	malice	0
.	.	.	.	.	1
But	But	cc-acp	But	but	0
we	we	pns12	we	we	0
must	must	vmb	must	must	0
not	not	xx	not	not	0
bee	bee	vbi	be	be	0
offended	offended	vvn	offended	offend	0
,	,	,	,	,	0
though	though	cs	though	though	0
one	one	crd	one	one	0
part	part	n1	part	part	0
on	on	p-acp	on	on	0
∣	∣	sy	∣	∣	0
lie	lie	n1	lie	lie	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
foure	foure	crd	foure	four	0
parts	parts	n2	parts	part	0
of	of	pp-f	of	of	0
ground	ground	n1	ground	ground	0
that	that	cst	that	that	0
the	the	dt	the	the	0
seede	seede	n1	seed	seed	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
worde	worde	n1	word	word	0
lights	lights	vvz	lights	light	0
on	on	a-acp	on	on	0
,	,	,	,	,	0
(	(	(	(	(	0
&	&	cc	&	and	0
seeme	seeme	vvb	seem	seem	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
part	part	n1	part	part	0
to	to	pc-acp	to	to	0
receaue	receaue	vvi	receive	receive	0
it	it	pn31	it	it	0
,	,	,	,	,	0
)	)	)	)	)	0
bee	bee	vbb	be	be	0
fruitful	fruitful	j	fruitful	fruitful	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
Sathan	Sathan	np1	Sathan	Satan	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
busie	busie	j	busy	busy	0
Bishop	Bishop	n1	Bishop	bishop	0
;	;	;	;	;	0
and	and	cc	and	and	0
persecution	persecution	n1	persecution	persecution	0
&	&	cc	&	and	0
cares	cares	n2	cares	care	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
world	world	n1	world	world	0
with	with	p-acp	with	with	0
fleshly	fleshly	j	fleshly	fleshly	0
pleasures	pleasures	n2	pleasures	pleasure	0
,	,	,	,	,	0
ar	ar	vbr	are	be	0
not	not	xx	not	not	0
soone	soone	av	soon	soon	0
ouercome	ouercome	vvn	overcome	overcome	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
with	with	p-acp	with	with	0
this	this	d	this	this	0
sorte	sorte	n1	sort	sort	0
of	of	pp-f	of	of	0
people	people	n1	people	people	0
at	at	p-acp	at	at	0
this	this	d	this	this	0
pre	pre	fw-la	pre	pre	0
∣	∣	sy	∣	∣	0
sent	sent	n1	sent	scent	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
doe	doe	vdi	do	do	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
on	on	a-acp	on	on	0
∣	∣	sy	∣	∣	0
lye	lye	n1	lie	lie	0
with	with	p-acp	with	with	0
you	you	pn22	you	you	0
who	who	r-crq	who	who	0
obey	obey	vvb	obey	obey	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
hart	hart	n1	heart	hart	0
vnto	vnto	p-acp	unto	unto	0
that	that	d	that	that	0
forme	forme	n1	form	form	0
of	of	pp-f	of	of	0
do	do	n1	doe	do	0
∣	∣	sy	∣	∣	0
ctrine	ctrine	n1	ctrine	ctrine	0
,	,	,	,	,	0
wherevnto	wherevnto	c-crq	whereunto	whereunto	0
ye	ye	pn22	you	you	0
were	were	vbdr	were	be	0
de	de	dt	the	the	0
∣	∣	sy	∣	∣	0
liuered	liuered	vvn	livered	liver	0
.	.	.	.	.	1
Whilk	Whilk	r-crq	Whilk	which	0
yee	yee	pn22	ye	you	0
know	know	vvb	know	know	0
hes	hes	zz	hes	hes	0
e	e	sy	e	e	0
∣	∣	sy	∣	∣	0
uer	uer	p-acp	ver	for	0
bene	bene	vbi	be	be	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
fore	fore	n1	before	fore	0
∣	∣	sy	∣	∣	0
said	said	vvd	said	say	0
groundes	groundes	n2	grounds	ground	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
the	the	dt	the	the	0
better	better	jc	better	better	0
keeping	keeping	n-vvg	keeping	keep	0
in	in	p-acp	in	in	0
memorie	memorie	n1	memory	memory	0
whereof	whereof	c-crq	whereof	whereof	0
,	,	,	,	,	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
thought	thought	vvn	thought	think	0
good	good	j	good	good	0
to	to	pc-acp	to	to	0
put	put	vvi	put	put	0
them	them	pno32	them	they	0
in	in	p-acp	in	in	0
writ	writ	n1	writ	writ	0
in	in	p-acp	in	in	0
diuers	diuers	j	diverse	diverse	0
formes	formes	n2	forms	form	0
,	,	,	,	,	0
and	and	cc	and	and	0
set	set	vvd	set	set	0
them	them	pno32	them	they	0
to	to	p-acp	to	to	0
printing	printing	vvg	printing	print	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
vse	vse	n1	use	use	0
as	as	c-acp	as	as	0
ye	ye	pn22	you	you	0
see	see	vvb	see	see	0
,	,	,	,	,	0
that	that	cst	that	that	0
nothing	nothing	pix	nothing	nothing	0
bee	bee	vbi	be	be	0
wanting	wanting	vvg	wanting	want	0
that	that	cst	that	that	0
maye	maye	vmb	may	may	0
further	further	av-jc	further	further	0
the	the	dt	the	the	0
sounde	sounde	n1	sound	sound	0
grounding	grounding	vvg	grounding	ground	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
,	,	,	,	,	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
meane	meane	j	mean	mean	0
ca	ca	zz	ca	ca	0
∣	∣	sy	∣	∣	0
pacitie	pacitie	n1	pacitie	pacitie	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
true	true	j	true	true	0
Christian	Christian	np1	Christian	Christian	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
ligion	ligion	n1	ligion	ligion	0
,	,	,	,	,	0
so	so	av	so	so	0
farre	farre	av-j	far	far	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
me	me	pno11	me	i	0
lyeth	lyeth	vvz	lies	lie	0
.	.	.	.	.	1
Wherefore	Wherefore	c-crq	Wherefore	wherefore	0
it	it	pn31	it	it	0
rests	rests	vvz	rests	rest	0
,	,	,	,	,	0
that	that	cst	that	that	0
yee	yee	pn22	ye	you	0
bee	bee	vbb	be	be	0
not	not	xx	not	not	0
slouthful	slouthful	j	slothful	slothful	0
in	in	p-acp	in	in	0
exercising	exercising	vvg	exercising	exercise	0
your	your	po22	your	your	0
selues	selues	n2	selves	self	0
,	,	,	,	,	0
&	&	cc	&	and	0
your	your	po22	your	your	0
families	families	n2	families	family	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
read	read	vvb	read	read	0
∣	∣	sy	∣	∣	0
ing	ing	n1	king	king	0
,	,	,	,	,	0
learning	learning	n1	learning	learning	0
,	,	,	,	,	0
and	and	cc	and	and	0
practising	practising	vvg	practising	practise	0
heereof	heereof	av	hereof	hereof	0
.	.	.	.	.	1
Fare-well	Fare-well	n1	Farewell	farewell	0
in	in	p-acp	in	in	0
Christ	Christ	np1	Christ	Christ	0
.	.	.	.	.	1
16.	16.	crd	16.	16.	1
Nouember	Nouember	np1	Nouember	November	0
.	.	.	.	.	1
1602.	1602.	crd	1602.	1602.	1
