YOur	YOur	po22	YOur	your	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
draw	draw	vvi	draw	draw	0
Iron	Iron	n1	Iron	iron	0
ings	ings	n2	ings	ing	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
infuseth	infuseth	vvz	infuseth	infuse	0
a	a	dt	a	a	0
Vertue	Vertue	n1	Virtue	virtue	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
Rings	Rings	n2	Rings	ring	0
themselves	themselves	px32	themselves	themselves	0
,	,	,	,	,	0
whereby	whereby	c-crq	whereby	whereby	0
they	they	pns32	they	they	0
can	can	vmb	can	can	0
do	do	vdi	do	do	0
the	the	dt	the	the	0
same	same	d	same	same	0
:	:	:	:	:	0
Af	Af	pp-f	Of	of	0
∣	∣	sy	∣	∣	0
r	r	zz	r	r	0
this	this	d	this	this	0
manner	manner	n1	manner	manner	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
common	common	j	common	common	0
Harlots	Harlots	n2	Harlots	harlot	0
nd	nd	cc	and	and	0
Villains	Villains	n2	Villains	villain	0
,	,	,	,	,	0
grounded	grounded	vvn	grounded	ground	0
daily	daily	av-j	daily	daily	0
in	in	p-acp	in	in	0
boldness	boldness	n1	boldness	boldness	0
and	and	cc	and	and	0
im	im	pno31	im	he	0
∣	∣	sy	∣	∣	0
dence	dence	n1	dence	dence	0
in	in	p-acp	in	in	0
Stage-Plays	Stage-Plays	j	Stageplays	stageplays	0
,	,	,	,	,	0
infect	infect	vvb	infect	infect	0
all	all	d	all	all	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
neer	neer	av-j	near	near	0
them	them	pno32	them	they	0
by	by	p-acp	by	by	0
this	this	d	this	this	0
property	property	n1	property	property	0
;	;	;	;	;	0
whereby	whereby	c-crq	whereby	whereby	0
the	the	dt	the	the	0
spectors	spectors	n2	spectors	spector	0
are	are	vbr	are	be	0
made	made	vvn	made	make	0
like	like	av-j	like	like	0
them	them	pno32	them	they	0
,	,	,	,	,	0
therefore	therefore	av	therefore	therefore	0
they	they	pns32	they	they	0
say	say	vvb	say	say	0
that	that	cst	that	that	0
if	if	cs	if	if	0
any	any	d	any	any	0
one	one	pi	one	one	0
shall	shall	vmb	shall	shall	0
put	put	vvi	put	put	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
inward	inward	j	inward	inward	0
Garments	Garments	n2	Garments	garment	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Stage-Player	Stage-Player	n1	Stage-Player	stage-player	0
,	,	,	,	,	0
or	or	cc	or	or	0
shall	shall	vmb	shall	shall	0
have	have	vhi	have	have	0
about	about	p-acp	about	about	0
him	him	pno31	him	he	0
that	that	cst	that	that	0
Looking-glass	Looking-glass	n1	Looking-glass	looking-glass	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
daily	daily	av-j	daily	daily	0
look	look	vvb	look	look	0
into	into	p-acp	into	into	0
,	,	,	,	,	0
he	he	pns31	he	he	0
shall	shall	vmb	shall	shall	0
become	become	vvi	become	become	0
bold	bold	j	bold	bold	0
,	,	,	,	,	0
Confident	Confident	j	Confident	confident	0
,	,	,	,	,	0
Ignorant	Ignorant	j	Ignorant	ignorant	0
,	,	,	,	,	0
Impudent	Impudent	j	Impudent	impudent	0
and	and	cc	and	and	0
Wan	Wan	j	Wan	wan	0
∣	∣	sy	∣	∣	0
ton	ton	zz	ton	ton	0
;	;	;	;	;	0
so	so	av	so	so	0
a	a	dt	a	a	0
Cloth	Cloth	n1	Cloth	cloth	0
that	that	cst	that	that	0
was	was	vbds	was	be	0
about	about	p-acp	about	about	0
a	a	dt	a	a	0
dead	dead	j	dead	dead	0
Corps	Corps	n1	Corpse	corpse	0
,	,	,	,	,	0
makes	makes	vvz	makes	make	0
him	him	pno31	him	he	0
that	that	cst	that	that	0
carries	carries	vvz	carries	carry	0
it	it	pn31	it	it	0
sad	sad	j	sad	sad	0
and	and	cc	and	and	0
melancholy	melancholy	j-jn	melancholy	melancholy	0
:	:	:	:	:	0
And	And	cc	And	and	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
put	put	vvb	put	put	0
a	a	dt	a	a	0
Green	Green	j-jn	Green	green	0
Lizard	Lizard	n1	Lizard	lizard	0
made	made	vvd	made	make	0
blind	blind	j	blind	blind	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
∣	∣	sy	∣	∣	0
gether	gether	av	gether	gether	0
with	with	p-acp	with	with	0
Iron	Iron	n1	Iron	iron	0
or	or	cc	or	or	0
Gold	Gold	n1	Gold	gold	0
Rings	Rings	vvz	Rings	ring	0
into	into	p-acp	into	into	0
a	a	dt	a	a	0
Glass	Glass	n1	Glass	glass	0
Ves	Ves	np1	Ves	Ves	0
∣	∣	sy	∣	∣	0
sel	sel	vvd	sell	fall	0
,	,	,	,	,	0
putting	putting	vvg	putting	put	0
under	under	p-acp	under	under	0
them	them	pno32	them	they	0
some	some	d	some	some	0
earth	earth	n1	earth	earth	0
,	,	,	,	,	0
shutting	shutting	vvg	shutting	shut	0
then	then	av	then	then	0
the	the	dt	the	the	0
Vessel	Vessel	n1	Vessel	vessel	0
;	;	;	;	;	0
and	and	cc	and	and	0
when	when	c-crq	when	when	0
it	it	pn31	it	it	0
appears	appears	vvz	appears	appear	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Lizard	Lizard	n1	Lizard	lizard	0
hath	hath	vhz	hath	have	0
received	received	vvn	received	receive	0
his	his	po31	his	his	0
sight	sight	n1	sighed	sight	0
,	,	,	,	,	0
shall	shall	vmb	shall	shall	0
put	put	vvi	put	put	0
them	them	pno32	them	they	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Glass	Glass	n1	Glass	glass	0
,	,	,	,	,	0
that	that	cst	that	that	0
those	those	d	those	those	0
Rings	Rings	n2	Rings	ring	0
shall	shall	vmb	shall	shall	0
help	help	vvi	help	help	0
sore	sore	av-j	soar	sore	0
eyes	eyes	n2	eyes	eye	0
;	;	;	;	;	0
the	the	dt	the	the	0
same	same	d	same	same	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
done	done	vdn	done	do	0
with	with	p-acp	with	with	0
Gold	Gold	n1	Gold	gold	0
Rings	Rings	vvz	Rings	ring	0
:	:	:	:	:	0
and	and	cc	and	and	0
a	a	dt	a	a	0
Weesel	Weesel	n1	Weasel	weasel	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
eyes	eyes	n2	eyes	eye	0
with	with	p-acp	with	with	0
any	any	d	any	any	0
kind	kind	n1	kind	kind	0
of	of	pp-f	of	of	0
prick	prick	n1	prick	prick	0
are	are	vbr	are	be	0
put	put	vvn	put	put	0
out	out	av	out	out	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
certain	certain	j	certain	certain	0
are	are	vbr	are	be	0
restored	restored	vvn	restored	restore	0
to	to	p-acp	to	to	0
sight	sight	n1	sighed	sight	0
again	again	av	again	again	0
;	;	;	;	;	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
same	same	d	same	same	0
account	account	n1	account	account	0
Rings	Rings	n2	Rings	ring	0
are	are	vbr	are	be	0
put	put	vvn	put	put	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
cer	cer	n1	cer	cer	0
∣	∣	sy	∣	∣	0
tain	tain	j	tain	tain	0
time	time	n1	time	time	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Nest	Nest	n1	Nest	nest	0
of	of	pp-f	of	of	0
Sparrows	Sparrows	n2	Sparrows	sparrow	0
or	or	cc	or	or	0
Swallows	Swallows	n2	Swallows	swallow	0
which	which	r-crq	which	which	0
afterwards	afterwards	av	afterwards	afterward	0
are	are	vbr	are	be	0
used	used	vvn	used	use	0
to	to	pc-acp	to	to	0
procure	procure	vvi	procure	procure	0
Love	Love	n1	Love	love	0
and	and	cc	and	and	0
Favor	Favor	n1	Favour	favour	0
:	:	:	:	:	0
These	These	d	These	these	0
observations	observations	n2	observations	observation	0
and	and	cc	and	and	0
ten	ten	crd	ten	ten	0
thousand	thousand	crd	thousand	thousand	0
more	more	dc	more	more	0
I	I	pns11	I	i	0
made	made	vvd	made	make	0
to	to	pc-acp	to	to	0
serve	serve	vvi	serve	serve	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
they	they	pns32	they	they	0
shall	shall	vmb	shall	shall	0
testifie	testifie	vvi	testify	testify	0
,	,	,	,	,	0
you	you	pn22	you	you	0
shall	shall	vmb	shall	shall	0
know	know	vvi	know	know	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
power	power	n1	power	power	0
to	to	pc-acp	to	to	0
command	command	vvi	command	command	0
,	,	,	,	,	1
