Christian	Christian	np1	Christian	Christian	0
,	,	,	,	,	0
although	although	cs	although	although	0
it	it	pn31	it	it	0
answers	answers	vvz	answers	answer	0
the	the	dt	the	the	0
substance	substance	n1	substance	substance	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
excepting	excepting	vvg	excepting	except	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
following	following	j-vvg	following	follow	0
particulars	particulars	n2-j	particulars	particular	0
.	.	.	.	.	1
1.	1.	crd	1.	1.	1
His	His	po31	His	his	0
accounting	accounting	vvg	accounting	account	0
it	it	pn31	it	it	0
an	an	dt	and	a	0
Errour	Errour	n1	Error	error	0
in	in	p-acp	in	in	0
us	us	pno12	us	we	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
swear	swear	vvi	swear	swear	0
.	.	.	.	.	1
Ans.	Ans.	np1	Ans.	Ans.	0
We	We	pns12	We	we	0
in	in	p-acp	in	in	0
short	short	j	short	short	0
say	say	vvb	say	say	0
,	,	,	,	,	0
we	we	pns12	we	we	0
have	have	vhb	have	have	0
Christs	Christs	npg1	Christs	Christ	0
Command	Command	n1	Command	command	0
for	for	p-acp	for	for	0
not	not	xx	not	not	0
Swearing	Swearing	vvg	Swearing	swear	0
,	,	,	,	,	0
Matt.	Matt.	np1	Matt.	Matt.	1
5.	5.	crd	5.	5.	0
3	3	crd	3	3	0
,	,	,	,	,	1
4.	4.	crd	4.	4.	1
Swear	Swear	vvb	Swear	swear	0
not	not	xx	not	not	0
at	at	p-acp	at	at	0
all	all	d	all	all	0
:	:	:	:	:	0
and	and	cc	and	and	0
second	second	ord	second	second	0
∣	∣	sy	∣	∣	0
ed	ed	wd	ed	ed	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Apostle	Apostle	n1	Apostle	apostle	0
,	,	,	,	,	0
James	James	np1	James	James	0
5.	5.	crd	5.	5.	0
12.	12.	crd	12.	12.	0
which	which	r-crq	which	which	0
we	we	pns12	we	we	0
believe	believe	vvb	believe	believe	0
ought	ought	pi	ought	aught	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
observed	observed	vvn	observed	observe	0
by	by	p-acp	by	by	0
all	all	d	all	all	0
Christians	Christians	np1	Christians	Christians	0
.	.	.	.	.	1
2.	2.	crd	2.	2.	1
He	He	pns31	He	he	0
charges	charges	vvz	charges	charge	0
us	us	pno12	us	we	0
with	with	p-acp	with	with	0
denying	denying	vvg	denying	deny	0
the	the	dt	the	the	0
Trinity	Trinity	np1	Trinity	Trinity	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
terms	terms	vvz	terms	term	0
it	it	pn31	it	it	0
.	.	.	.	.	1
Ans.	Ans.	np1	Ans.	Ans.	0
We	We	pns12	We	we	0
do	do	vdb	do	do	0
really	really	av-j	really	real	0
own	own	d	own	own	0
the	the	dt	the	the	0
Three	Three	crd	Three	three	0
that	that	d	that	that	0
bear	bear	vvi	bear	bear	0
record	record	n1	record	record	0
in	in	p-acp	in	in	0
Hea	Hea	zz	Hea	hea	0
∣	∣	sy	∣	∣	0
ven	ven	zf	ven	when	0
,	,	,	,	,	0
the	the	dt	the	the	0
Father	Father	n1	Father	father	0
,	,	,	,	,	0
the	the	dt	the	the	0
Word	Word	n1	Word	word	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Holy	Holy	j	Holy	holy	0
Ghost	Ghost	n1	Ghost	ghost	0
,	,	,	,	,	0
and	and	cc	and	and	0
these	these	d	these	these	0
Three	Three	crd	Three	three	0
are	are	vbr	are	be	0
One	One	crd	One	one	0
,	,	,	,	,	0
Joh.	Joh.	np1	Joh.	Joh.	1
5.	5.	crd	5.	5.	0
7.	7.	crd	7.	7.	0
and	and	cc	and	and	0
we	we	pns12	we	we	0
also	also	av	also	also	0
own	own	d	own	own	0
the	the	dt	the	the	0
Three	Three	crd	Three	three	0
that	that	d	that	that	0
bear	bear	vvi	bear	bear	0
witness	witness	n1	witness	witness	0
in	in	p-acp	in	in	0
Earth	Earth	n1	Earth	earth	0
,	,	,	,	,	0
the	the	dt	the	the	0
Spirit	Spirit	n1	Spirit	spirit	0
,	,	,	,	,	0
the	the	dt	the	the	0
Water	Water	n1	Water	water	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Blood	Blood	n1	Blood	blood	0
,	,	,	,	,	0
and	and	cc	and	and	0
these	these	d	these	these	0
Three	Three	crd	Three	three	0
agree	agree	vvb	agree	agree	0
in	in	p-acp	in	in	0
One	One	pi	One	one	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
ver	ver	fw-la	ver	ver	0
.	.	.	.	.	1
8.	8.	crd	8.	8.	0
and	and	cc	and	and	0
so	so	av	so	so	0
we	we	pns12	we	we	0
do	do	vdb	do	do	0
and	and	cc	and	and	0
always	always	av	always	always	0
did	did	vdd	did	do	0
believe	believe	vvi	believe	believe	0
,	,	,	,	,	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
holy	holy	j	holy	holy	0
Scriptures	Scriptures	n2	Scriptures	scripture	0
.	.	.	.	.	1
3.	3.	crd	3.	3.	1
He	He	pns31	He	he	0
charges	charges	vvz	charges	charge	0
us	us	pno12	us	we	0
with	with	p-acp	with	with	0
denying	denying	vvg	denying	deny	0
the	the	dt	the	the	0
Scriptures	Scriptures	n2	Scriptures	scripture	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
Word	Word	n1	Word	word	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
.	.	.	.	.	1
Ans.	Ans.	np1	Ans.	Ans.	0
We	We	pns12	We	we	0
believe	believe	vvb	believe	believe	0
the	the	dt	the	the	0
Scriptures	Scriptures	n2	Scriptures	scripture	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
what	what	r-crq	what	what	0
they	they	pns32	they	they	0
call	call	vvb	call	call	0
themselves	themselves	px32	themselves	themselves	0
,	,	,	,	,	0
a	a	dt	a	a	0
Testimony	Testimony	n1	Testimony	testimony	0
or	or	cc	or	or	0
Declaration	Declaration	n1	Declaration	declaration	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
Luke	Luke	zz	Luke	luke	0
1.	1.	crd	1.	1.	0
1.	1.	crd	1.	1.	1
Joh.	Joh.	np1	Joh.	Joh.	0
5.	5.	crd	5.	5.	0
39.	39.	crd	39.	39	0
but	but	p-acp	but	but	0
Christ	Christ	np1	Christ	Christ	0
we	we	pns12	we	we	0
own	own	d	own	own	0
and	and	cc	and	and	0
believe	believe	vvb	believe	believe	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
Word	Word	n1	Word	word	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
Joh.	Joh.	np1	Joh.	Joh.	1
1.	1.	crd	1.	1.	0
and	and	cc	and	and	0
Rev.	Rev.	n1	Rev.	rev.	0
19.	19.	crd	19.	19	0
13.	13.	crd	13.	13.	0
so	so	av	so	so	0
we	we	pns12	we	we	0
own	own	d	own	own	0
the	the	dt	the	the	0
Word	Word	n1	Word	word	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
that	that	cst	that	that	0
came	came	vvd	came	come	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
Prophets	Prophets	n2	Prophets	prophet	0
,	,	,	,	,	0
saying	saying	vvg	saying	say	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
Ezek.	Ezek.	np1	Ezek.	Ezek.	1
7.	7.	crd	7.	7.	0
1.	1.	crd	1.	1.	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
divers	divers	j	diverse	diverse	0
othes	othes	n2	oaths	oath	0
places	places	n2	places	place	0
;	;	;	;	;	0
and	and	cc	and	and	0
we	we	pns12	we	we	0
own	own	d	own	own	0
and	and	cc	and	and	0
believe	believe	vvi	believe	believe	0
the	the	dt	the	the	0
Sayings	Sayings	n2-vvg	Sayings	say	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Word	Word	n1	Word	word	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
recorded	recorded	vvn	recorded	record	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
ho	ho	zz	ho	ho	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
Scriptures	Scriptures	n2	Scriptures	scripture	0
:	:	:	:	:	0
so	so	av	so	so	0
the	the	dt	the	the	0
Word	Word	n1	Word	word	0
that	that	cst	that	that	0
came	came	vvd	came	come	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
Prophets	Prophets	n2	Prophets	prophet	0
was	was	vbds	was	be	0
the	the	dt	the	the	0
Sayer	Sayer	n1	Sayer	sayer	0
,	,	,	,	,	0
or	or	cc	or	or	0
that	that	cst	that	that	0
which	which	r-crq	which	which	0
spoke	spoke	vvd	spoke	speak	0
unto	unto	p-acp	unto	unto	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Scri	Scri	np1	Scri	Scri	0
∣	∣	sy	∣	∣	0
ptures	ptures	n2	ptures	pture	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
words	words	n2	words	word	0
or	or	cc	or	or	0
sayings	sayings	n2-vvg	sayings	say	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
Word	Word	n1	Word	word	0
(	(	(	(	(	0
or	or	cc	or	or	0
Spi	Spi	np1	Spi	Spi	0
∣	∣	sy	∣	∣	0
rit	rit	n1	rit	rit	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
)	)	)	)	)	0
spoke	spoke	vvd	spoke	speak	0
unto	unto	p-acp	unto	unto	0
(	(	(	(	(	0
and	and	cc	and	and	0
through	through	p-acp	through	through	0
)	)	)	)	)	0
the	the	dt	the	the	0
Prophets	Prophets	n2	Prophets	prophet	0
;	;	;	;	;	0
as	as	a-acp	as	as	0
is	is	vbz	is	be	0
evident	evident	j	evident	evident	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Testimony	Testimony	n1	Testimony	testimony	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Apostle	Apostle	n1	Apostle	apostle	0
,	,	,	,	,	0
1	1	crd	1	1	0
Pet.	Pet.	np1	Pet.	Pet.	1
1.	1.	crd	1.	1.	0
10	10	crd	10	10	0
,	,	,	,	,	1
11.	11.	crd	11.	11.	1
Dublin	Dublin	np1	Dublin	Dublin	0
the	the	dt	the	the	0
12th	12th	ord	12th	12th	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
9th	9th	ord	9th	9th	0
Month.	Month.	np1	Month.	Month.	0
1688.	1688.	crd	1688.	1688.	1
