LOve	LOve	n1	LOve	love	0
Lords	Lords	n2	Lords	lord	0
people	people	n1	people	people	0
:	:	:	:	:	0
as	as	c-acp	as	as	0
grace	grace	n1	grace	grace	0
is	is	vbz	is	be	0
more	more	av-dc	more	more	0
powerfull	powerfull	j	powerful	powerful	0
then	then	cs	then	than	0
nature	nature	n1	nature	nature	0
,	,	,	,	,	0
so	so	av	so	so	0
is	is	vbz	is	be	0
their	their	po32	their	their	0
love	love	n1	love	love	0
stronger	stronger	jc	stronger	strong	0
then	then	cs	then	than	0
the	the	dt	the	the	0
love	love	n1	love	love	0
of	of	pp-f	of	of	0
nature	nature	n1	nature	nature	0
:	:	:	:	:	0
Non	Non	fw-fr	Non	non	0
mi	mi	fw-mi	mi	mi	0
∣	∣	sy	∣	∣	0
nus	nus	fw-la	nus	nus	0
vos	vos	fw-fr	vos	vos	0
diligo	diligo	fw-la	diligo	diligo	0
(	(	(	(	(	0
saith	saith	vvz	says	say	0
Ambrose	Ambrose	np1	Ambrose	Ambrose	0
)	)	)	)	)	0
quos	quos	fw-la	quos	quos	0
genui	genui	fw-la	genui	genui	0
ex	ex	fw-la	ex	ex	0
Evangelio	Evangelio	np1	Evangelio	Evangelio	0
,	,	,	,	,	0
quàm	quàm	fw-la	quàm	quàm	0
si	si	fw-la	si	si	0
suscepissem	suscepissem	fw-la	suscepissem	suscepissem	0
conjugio	conjugio	fw-la	conjugio	conjugio	0
;	;	;	;	;	0
gratia	gratia	fw-la	gratia	gratia	0
quippe	quippe	n1	quip	quip	0
vehementior	vehementior	fw-la	vehementior	vehementior	0
est	est	fw-la	est	est	0
ad	ad	fw-la	ad	ad	0
diligendum	diligendum	fw-la	diligendum	diligendum	0
quàm	quàm	fw-la	quàm	quàm	0
na	na	fw-la	na	na	0
∣	∣	sy	∣	∣	0
tura	tura	fw-la	tura	tura	0
.	.	.	.	.	1
I	I	pns11	I	i	0
love	love	vvb	love	love	0
you	you	pn22	you	you	0
no	no	av-dx	no	no	0
lesse	lesse	dc	less	less	0
whom	whom	r-crq	whom	who	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
begotten	begotten	vvn	begotten	beget	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Gospel	Gospel	n1	Gospel	gospel	0
,	,	,	,	,	0
then	then	av	then	then	0
if	if	cs	if	if	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
begotten	begotten	vvn	begotten	beget	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
ma	ma	fw-fr	ma	ma	0
∣	∣	sy	∣	∣	0
trimoniall	trimoniall	j	trimoniall	trimoniall	0
conjunction	conjunction	n1	conjunction	conjunction	0
;	;	;	;	;	0
because	because	c-acp	because	because	0
grace	grace	n1	grace	grace	0
hath	hath	vhz	hath	have	0
more	more	dc	more	more	0
energy	energy	zz	energy	energy	0
and	and	cc	and	and	0
vehemency	vehemency	n1	vehemency	vehemency	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
way	way	n1	way	way	0
and	and	cc	and	and	0
worke	worke	n1	work	work	0
of	of	pp-f	of	of	0
love	love	n1	love	love	0
,	,	,	,	,	0
then	then	cs	then	than	0
nature	nature	n1	nature	nature	0
.	.	.	.	.	1
And	And	cc	And	and	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
unfained	unfained	j	unfeigned	unfeigned	0
love	love	n1	love	love	0
,	,	,	,	,	0
and	and	cc	and	and	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
pledge	pledge	n1	pledge	pledge	0
and	and	cc	and	and	0
testimony	testimony	n1	testimony	testimony	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
never-dying	never-dying	j	never-dying	never-dying	0
love	love	n1	love	love	0
,	,	,	,	,	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
sent	sent	vvn	sent	send	0
you	you	pn22	you	you	0
these	these	d	these	these	0
papers	papers	n2	papers	paper	0
,	,	,	,	,	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
last	last	ord	last	last	0
Legacy	Legacy	n1	Legacy	legacy	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
to	to	pc-acp	to	to	0
bestow	bestow	vvi	bestow	bestow	0
upon	upon	p-acp	upon	upon	0
you	you	pn22	you	you	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
time	time	n1	time	time	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
departure	departure	n1	departure	departure	0
from	from	p-acp	from	from	0
you	you	pn22	you	you	0
:	:	:	:	:	0
It	It	pn31	It	it	0
is	is	vbz	is	be	0
very	very	av	very	very	0
usefull	usefull	j	useful	useful	0
for	for	p-acp	for	for	0
all	all	d	all	all	0
Christians	Christians	np1	Christians	Christians	0
to	to	pc-acp	to	to	0
renew	renew	vvi	renew	renew	0
the	the	dt	the	the	0
memory	memory	n1	memory	memory	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
past	past	j	past	past	0
labours	labours	n2	labours	labour	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
messengers	messengers	n2	messengers	messenger	0
.	.	.	.	.	1
Every	Every	np1	Every	Every	0
good	good	j	good	good	0
child	child	n1	child	child	0
desires	desires	vvz	desires	desire	0
a	a	dt	a	a	0
copy	copy	n1	copy	copy	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Fathers	Fathers	ng1	Father's	father	0
will	will	n1	will	will	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
his	his	po31	his	his	0
Fathers	Fathers	ng1	Father's	father	0
love	love	n1	love	love	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
know	know	vvi	know	know	0
his	his	po31	his	his	0
Fathers	Fathers	ng1	Father's	father	0
gift	gift	n1	gift	gift	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
remember	remember	vvi	remember	remember	0
and	and	cc	and	and	0
observe	observe	vvi	observe	observe	0
his	his	po31	his	his	0
Fathers	Fathers	ng1	Father's	father	0
charge	charge	n1	charge	charge	0
and	and	cc	and	and	0
counsell	counsell	n1	counsel	counsel	0
:	:	:	:	:	0
Children	Children	n2	Children	child	0
within	within	p-acp	within	within	0
some	some	d	some	some	0
few	few	d	few	few	0
dayes	dayes	n2	days	day	0
after	after	p-acp	after	after	0
their	their	po32	their	their	0
Fathers	Fathers	ng1	Father's	father	0
death	death	n1	death	death	0
expect	expect	vvb	expect	expect	0
the	the	dt	the	the	0
receipt	receipt	n1	receipt	receipt	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
parents	parents	n2	parents	parent	0
Legacie	Legacie	n1	Legacy	legacy	0
and	and	cc	and	and	0
bequeath	bequeath	vvi	bequeathe	bequeathe	0
;	;	;	;	;	0
and	and	cc	and	and	0
loving	loving	j-vvg	loving	love	0
children	children	n2	children	child	0
are	are	vbr	are	be	0
ever	ever	av	ever	ever	0
very	very	av	very	very	0
glad	glad	j	glad	glad	0
to	to	pc-acp	to	to	0
accept	accept	vvi	accept	accept	0
,	,	,	,	,	0
and	and	cc	and	and	0
very	very	av	very	very	0
carefull	carefull	j	careful	careful	0
to	to	pc-acp	to	to	0
keep	keep	vvi	keep	keep	0
their	their	po32	their	their	0
parents	parents	n2	parents	parent	0
last	last	ord	last	last	0
gift	gift	n1	gift	gift	0
,	,	,	,	,	0
though	though	cs	though	though	0
of	of	pp-f	of	of	0
slender	slender	j	slender	slender	0
worth	worth	n1	worth	worth	0
:	:	:	:	:	0
the	the	dt	the	the	0
last	last	ord	last	last	0
words	words	n2	words	word	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
Ministers	Ministers	n2	Ministers	minister	0
,	,	,	,	,	0
our	our	po12	our	our	0
spirituall	spirituall	j	spiritual	spiritual	0
parents	parents	n2	parents	parent	0
,	,	,	,	,	0
doe	doe	vdb	do	do	0
commonly	commonly	av-j	commonly	common	0
(	(	(	(	(	0
like	like	av-j	like	like	0
the	the	dt	the	the	0
words	words	n2	words	word	0
of	of	pp-f	of	of	0
dying	dying	j-vvg	dying	die	0
men	men	n2	men	man	0
)	)	)	)	)	0
take	take	vvb	take	take	0
the	the	dt	the	the	0
deepest	deepest	js-jn	deepest	deep	0
impressi	impressi	n1	impressi	impressi	0
∣	∣	sy	∣	∣	0
on	on	zz	on	on	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
hearers	hearers	n2	hearers	hearer	0
.	.	.	.	.	1
True	True	j	True	true	0
Christians	Christians	np1	Christians	Christians	0
thinke	thinke	vvb	think	think	0
often	often	av	often	often	0
,	,	,	,	,	0
and	and	cc	and	and	0
put	put	vvd	put	put	0
great	great	j	great	great	0
price	price	n1	price	price	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
last	last	ord	last	last	0
labours	labours	n2	labours	labour	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
Ministers	Ministers	n2	Ministers	minister	0
:	:	:	:	:	0
I	I	pns11	I	i	0
therefore	therefore	av	therefore	therefore	0
here	here	av	here	here	0
present	present	j	present	present	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
published	published	vvd	published	publish	0
as	as	p-acp	as	as	0
my	my	po11	my	my	0
last	last	ord	last	last	0
ministeriall	ministeriall	j	ministerial	ministerial	0
Will	Will	n1	Will	will	0
and	and	cc	and	and	0
Testament	Testament	n1	Testament	testament	0
among	among	p-acp	among	among	0
you	you	pn22	you	you	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
some	some	d	some	some	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
poore	poore	j	poor	poor	0
labours	labours	n2	labours	labour	0
since	since	c-acp	since	since	0
bestowed	bestowed	vvn	bestowed	bestow	0
on	on	p-acp	on	on	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
desiring	desiring	vvg	desiring	desire	0
you	you	pn22	you	you	0
,	,	,	,	,	0
like	like	av-j	like	like	0
loving	loving	j-vvg	loving	love	0
children	children	n2	children	child	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
accept	accept	vvi	accept	accept	0
it	it	pn31	it	it	0
;	;	;	;	;	0
like	like	av-j	like	like	0
provident	provident	j	provident	provident	0
and	and	cc	and	and	0
carefull	carefull	j	careful	careful	0
children	children	n2	children	child	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
the	the	dt	the	the	0
humble	humble	j	humble	humble	0
,	,	,	,	,	0
true	true	j	true	true	0
,	,	,	,	,	0
and	and	cc	and	and	0
best	best	js	best	best	0
use	use	n1	use	use	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
:	:	:	:	:	0
A	A	dt	A	a	0
small	small	j	small	small	0
gift	gift	n1	gift	gift	0
well	well	av	well	well	0
used	used	vvn	used	use	0
,	,	,	,	,	0
proves	proves	vvz	proves	prove	0
many	many	d	many	many	0
times	times	n2	times	time	0
an	an	dt	and	a	0
instrument	instrument	n1	instrument	instrument	0
of	of	pp-f	of	of	0
great	great	j	great	great	0
inrichment	inrichment	n1	enrichment	enrichment	0
.	.	.	.	.	1
Though	Though	cs	Though	though	0
I	I	pns11	I	i	0
cease	cease	vvb	cease	cease	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
your	your	po22	your	your	0
Minister	Minister	n1	Minister	minister	0
,	,	,	,	,	0
and	and	cc	and	and	0
am	am	vbm	am	be	0
now	now	av	now	now	0
no	no	av-dx	no	no	0
more	more	av-dc	more	more	0
your	your	po22	your	your	0
Instructer	Instructer	n1	Instructer	instructer	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
I	I	pns11	I	i	0
cannot	cannot	vmbx	cannot	can	0
cease	cease	vvi	cease	cease	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
your	your	po22	your	your	0
true	true	j	true	true	0
,	,	,	,	,	0
though	though	cs	though	though	0
weake	weake	j	weak	weak	0
and	and	cc	and	and	0
unworthy	unworthy	j	unworthy	unworthy	0
,	,	,	,	,	0
perhaps	perhaps	av	perhaps	perhaps	0
despised	despised	vvn	despised	despise	0
,	,	,	,	,	0
friend	friend	n1	friend	friend	0
:	:	:	:	:	0
and	and	cc	and	and	0
as	as	c-acp	as	as	0
ointment	ointment	n1	ointment	ointment	0
and	and	cc	and	and	0
perfume	perfume	n1	perfume	perfume	0
(	(	(	(	(	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
Solomon	Solomon	np1	Solomon	Solomon	0
)	)	)	)	)	0
rejoice	rejoice	vvb	rejoice	rejoice	0
the	the	dt	the	the	0
heart	heart	n1	heart	heart	0
,	,	,	,	,	0
so	so	av	so	so	0
would	would	vmd	would	will	0
I	I	pns11	I	i	0
gladly	gladly	av-j	gladly	glad	0
by	by	p-acp	by	by	0
hearty	hearty	j	hearty	hearty	0
counsell	counsell	n1	counsel	counsel	0
,	,	,	,	,	0
distill	distill	vvb	distil	distil	0
on	on	p-acp	on	on	0
you	you	pn22	you	you	0
the	the	dt	the	the	0
drops	drops	n2	drops	drop	0
of	of	pp-f	of	of	0
some	some	d	some	some	0
friendly	friendly	j	friendly	friendly	0
,	,	,	,	,	0
some	some	d	some	some	0
Christi	Christi	fw-la	Christi	christi	0
∣	∣	sy	∣	∣	0
an	an	dt	and	a	0
and	and	cc	and	and	0
spirituall	spirituall	j	spiritual	spiritual	0
sweetnesse	sweetnesse	n1	sweetness	sweetness	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
rejoicing	rejoicing	n-vvg	rejoicing	rejoice	0
and	and	cc	and	and	0
revivement	revivement	n1	revivement	revivement	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
soules	soules	n2	souls	soul	0
:	:	:	:	:	0
and	and	cc	and	and	0
as	as	c-acp	as	as	0
iron	iron	n1	iron	iron	0
sharpens	sharpens	vvz	sharpens	sharpen	0
iron	iron	n1	iron	iron	0
,	,	,	,	,	0
so	so	av	so	so	0
am	am	vbm	am	be	0
I	I	pns11	I	i	0
willing	willing	j	willing	willing	0
by	by	p-acp	by	by	0
some	some	d	some	some	0
words	words	n2	words	word	0
of	of	pp-f	of	of	0
admo	admo	fw-la	admo	admo	0
∣	∣	sy	∣	∣	0
nition	nition	n1	nition	nition	0
,	,	,	,	,	0
exhortation	exhortation	n1	exhortation	exhortation	0
,	,	,	,	,	0
and	and	cc	and	and	0
excitation	excitation	n1	excitation	excitation	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
shar	shar	n1	shar	shar	0
∣	∣	sy	∣	∣	0
pen	pen	n1	pen	pen	0
and	and	cc	and	and	0
quicken	quicken	vvb	quicken	quicken	0
your	your	po22	your	your	0
affections	affections	n2	affections	affection	0
.	.	.	.	.	1
Let	Let	vvb	Let	let	0
me	me	pno11	me	i	0
therefore	therefore	av	therefore	therefore	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
constant	constant	j	constant	constant	0
lover	lover	n1	lover	lover	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
soules	soules	n2	souls	soul	0
,	,	,	,	,	0
and	and	cc	and	and	0
a	a	dt	a	a	0
carefull	carefull	j	careful	careful	0
remembrancer	remembrancer	n1	remembrancer	remembrancer	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
wel	wel	av	well	well	0
∣	∣	sy	∣	∣	0
fare	fare	vvb	fare	fare	0
,	,	,	,	,	0
intreat	intreat	vvb	entreat	entreat	0
and	and	cc	and	and	0
perswade	perswade	vvi	persuade	persuade	0
you	you	pn22	you	you	0
all	all	d	all	all	0
,	,	,	,	,	0
1.	1.	crd	1.	1.	1
To	To	p-acp	To	to	0
grow	grow	vvi	grow	grow	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
sight	sight	n1	sighed	sight	0
and	and	cc	and	and	0
sense	sense	n1	sense	sense	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
sinne	sinne	n1	sin	sin	0
:	:	:	:	:	0
Beware	Beware	vvb	Beware	beware	0
of	of	pp-f	of	of	0
hardnesse	hardnesse	n1	hardness	hardness	0
,	,	,	,	,	0
keepe	keepe	vvb	keep	keep	0
your	your	po22	your	your	0
hearts	hearts	n2	hearts	heart	0
soft	soft	j	soft	soft	0
and	and	cc	and	and	0
contrite	contrite	j	contrite	contrite	0
,	,	,	,	,	0
nourish	nourish	vvb	nourish	nourish	0
and	and	cc	and	and	0
maintaine	maintaine	vvi	maintain	maintain	0
all	all	d	all	all	0
tendernesse	tendernesse	n1	tenderness	tenderness	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
consciences	consciences	n2	consciences	conscience	0
:	:	:	:	:	0
sense	sense	n1	sense	sense	0
of	of	pp-f	of	of	0
misery	misery	n1	misery	misery	0
sweetens	sweetens	vvz	sweetens	sweeten	0
mercy	mercy	n1	mercy	mercy	0
;	;	;	;	;	0
the	the	dt	the	the	0
feeling	feeling	n-vvg	feeling	feel	0
of	of	pp-f	of	of	0
sin	sin	n1	since	sin	0
breeds	breeds	vvz	breeds	breed	0
both	both	d	both	both	0
the	the	dt	the	the	0
loathing	loathing	n-vvg	loathing	loathe	0
and	and	cc	and	and	0
lea	lea	n1	lea	lea	0
∣	∣	sy	∣	∣	0
ving	ving	n1	ving	ving	0
of	of	pp-f	of	of	0
sinne	sinne	n1	sin	sin	0
;	;	;	;	;	0
mans	mans	ng1	men	man	0
sight	sight	n1	sighed	sight	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
owne	owne	d	own	own	0
vilenesse	vilenesse	n1	vileness	vileness	0
,	,	,	,	,	0
makes	makes	vvz	makes	make	0
Christ	Christ	np1	Christ	Christ	0
very	very	av	very	very	0
precious	precious	j	precious	precious	0
,	,	,	,	,	0
and	and	cc	and	and	0
breeds	breeds	vvz	breeds	breed	0
a	a	dt	a	a	0
low	low	j	low	low	0
o	o	fw-fr	o	o	0
∣	∣	sy	∣	∣	0
pinion	pinion	n1	pinion	pinion	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
worldly	worldly	j	worldly	worldly	0
excellencies	excellencies	n2	excellencies	excellency	0
.	.	.	.	.	1
The	The	dt	The	the	0
Hart	Hart	n1	Heart	hart	0
fee	fee	zz	fee	fee	0
∣	∣	sy	∣	∣	0
ling	ling	n1	ling	ling	0
within	within	p-acp	within	within	0
him	him	pno31	him	he	0
the	the	dt	the	the	0
operation	operation	n1	operation	operation	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
serpents	serpents	ng1	serpents	serpent	0
poyson	poyson	n1	poison	poison	0
,	,	,	,	,	0
goes	goes	vvz	goes	go	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
thornes	thornes	n2	thorns	thorn	0
and	and	cc	and	and	0
thickets	thickets	n2	thickets	thicket	0
and	and	cc	and	and	0
