SEEING	SEEING	vvg	SEEING	see	0
trea	trea	n1	trea	trea	0
∣	∣	sy	∣	∣	0
sure	sure	j	sure	sure	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
earthly	earthly	j	earthly	earthly	0
vessells	vessells	n2	vessels	vessel	0
,	,	,	,	,	0
subiect	subiect	j-jn	subject	subject	0
vn	vn	fw-fr	vn	un	0
∣	∣	sy	∣	∣	0
to	to	p-acp	to	to	0
corruption	corruption	n1	corruption	corruption	0
,	,	,	,	,	0
and	and	cc	and	and	0
mortality	mortality	n1	mortality	mortality	0
:	:	:	:	:	0
which	which	r-crq	which	which	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
natural	natural	j	natural	natural	0
disposition	disposition	n1	disposition	disposition	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
will	will	vmb	will	will	0
striue	striue	vvi	strive	strive	0
to	to	pc-acp	to	to	0
infect	infect	vvi	infect	infect	0
all	all	d	all	all	0
the	the	dt	the	the	0
fruite	fruite	n1	fruit	fruit	0
of	of	pp-f	of	of	0
that	that	cst	that	that	0
precious	precious	j	precious	precious	0
treasure	treasure	n1	treasure	treasure	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
stenche	stenche	n1	stench	stench	0
of	of	pp-f	of	of	0
sinnefull	sinnefull	j	sinful	sinful	0
and	and	cc	and	and	0
vngodly	vngodly	j	ungodly	ungodly	0
desires	desires	n2	desires	desire	0
:	:	:	:	:	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
diligently	diligently	av-j	diligently	diligent	0
to	to	pc-acp	to	to	0
watch	watch	vvi	watch	watch	0
,	,	,	,	,	0
and	and	cc	and	and	0
contend	contend	vvi	contend	contend	0
,	,	,	,	,	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
see	see	vvb	see	see	0
,	,	,	,	,	0
that	that	cst	that	that	0
these	these	d	these	these	0
fleshly	fleshly	j	fleshly	fleshly	0
and	and	cc	and	and	0
inordinate	inordinate	j	inordinate	inordinate	0
motions	motions	n2	motions	motion	0
(	(	(	(	(	0
that	that	cst	that	that	0
seeke	seeke	vvb	seek	seek	0
so	so	av	so	so	0
greatly	greatly	av-j	greatly	great	0
to	to	p-acp	to	to	0
extin	extin	n1	extin	extin	0
∣	∣	sy	∣	∣	0
guish	guish	n1	guish	guish	0
euery	euery	d	every	every	0
good	good	j	good	good	0
thing	thing	n1	thing	thing	0
)	)	)	)	)	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
dayly	dayly	av-j	daily	daily	0
more	more	av-dc	more	more	0
and	and	cc	and	and	0
more	more	av-dc	more	more	0
kept	kept	vvn	kept	keep	0
vnder	vnder	p-acp	under	under	0
:	:	:	:	:	0
that	that	cst	that	that	0
the	the	dt	the	the	0
word	word	n1	word	word	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
may	may	vmb	may	may	0
(	(	(	(	(	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
working	working	n-vvg	working	work	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
holy	holy	j	holy	holy	0
spirit	spirit	n1	spirit	spirit	0
)	)	)	)	)	0
get	get	vvb	get	get	0
the	the	dt	the	the	0
victorie	victorie	n1	victory	victory	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
harts	harts	n2	hearts	heart	0
,	,	,	,	,	0
and	and	cc	and	and	0
sit	sit	vvb	fit	sit	0
there	there	a-acp	there	there	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
Prince	Prince	n1	Prince	prince	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
rule	rule	vvi	rule	rule	0
the	the	dt	the	the	0
cogitations	cogitations	n2	cogitations	cogitation	0
therof	therof	av	thereof	thereof	0
,	,	,	,	,	0
captiuing	captiuing	vvg	captiuing	captiue	0
them	them	pno32	them	they	0
daily	daily	av-j	daily	daily	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
kingdom	kingdom	n1	kingdom	kingdom	0
of	of	pp-f	of	of	0
Iesus	Iesus	np1	Iesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
thorough	thorough	p-acp	through	through	0
obedience	obedience	n1	obedience	obedience	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
most	most	av-ds	most	most	0
bles	bles	n2	bles	ble	0
∣	∣	sy	∣	∣	0
sed	sed	zz	sed	sed	0
will	will	n1	will	will	0
.	.	.	.	.	1
The	The	dt	The	the	0
which	which	r-crq	which	which	0
,	,	,	,	,	0
forsomuch	forsomuch	av	forsomuch	forsomuch	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
done	done	vdn	done	do	0
,	,	,	,	,	0
especially	especially	av-j	especially	especial	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
ministery	ministery	n1	ministry	ministry	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
word	word	n1	word	word	0
,	,	,	,	,	0
wherein	wherein	c-crq	wherein	wherein	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
hath	hath	vhz	hath	have	0
printed	printed	vvn	printed	print	0
such	such	d	such	such	0
force	force	n1	force	force	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
throweth	throweth	vvz	throweth	throw	0
downe	downe	a-acp	down	down	0
all	all	d	all	all	0
munitions	munitions	n2	munitions	munition	0
reared	reared	vvn	reared	rear	0
against	against	p-acp	against	against	0
it	it	pn31	it	it	0
:	:	:	:	:	0
and	and	cc	and	and	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
worke	worke	n1	work	work	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
hath	hath	vhz	hath	have	0
appointed	appointed	vvn	appointed	appoint	0
me	me	pno11	me	i	0
among	among	p-acp	among	among	0
you	you	pn22	you	you	0
(	(	(	(	(	0
of	of	pp-f	of	of	0
many	many	d	many	many	0
other	other	j-jn	other	other	0
most	most	av-ds	most	most	0
vnable	vnable	j	unable	unable	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
that	that	d	that	that	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
commaun	commaun	n1	command	command	0
∣	∣	sy	∣	∣	0
deth	deth	n1	death	death	0
,	,	,	,	,	0
and	and	cc	and	and	0
my	my	po11	my	my	0
duety	duety	n1	duty	duty	0
requireth	requireth	vvz	requires	require	0
at	at	p-acp	at	at	0
my	my	po11	my	my	0
hands	hands	n2	hands	hand	0
:	:	:	:	:	0
it	it	pn31	it	it	0
standeth	standeth	vvz	stands	stand	0
both	both	d	both	both	0
me	me	pno11	me	i	0
,	,	,	,	,	0
and	and	cc	and	and	0
you	you	pn22	you	you	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
hand	hand	n1	hand	hand	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
most	most	av-ds	most	most	0
heedefull	heedefull	j	heedful	heedful	0
,	,	,	,	,	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
be	be	vbb	be	be	0
not	not	xx	not	not	0
carelesse	carelesse	j	careless	careless	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
great	great	j	great	great	0
and	and	cc	and	and	0
weighty	weighty	j	weighty	weighty	0
matters	matters	n2	matters	matter	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
doe	doe	vdb	do	do	0
concerne	concerne	vvi	concern	concern	0
the	the	dt	the	the	0
glory	glory	n1	glory	glory	0
of	of	pp-f	of	of	0
Almightie	Almightie	j-jn	Almighty	almighty	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
eternall	eternall	j	eternal	eternal	0
sal	sal	fw-la	sal	sal	0
∣	∣	sy	∣	∣	0
uation	uation	n1	uation	uation	0
,	,	,	,	,	0
both	both	d	both	both	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
soules	soules	n2	souls	soul	0
and	and	cc	and	and	0
bodies	bodies	n2	bodies	body	0
:	:	:	:	:	0
and	and	cc	and	and	0
so	so	av	so	so	0
much	much	av-d	much	much	0
the	the	dt	the	the	0
rather	rather	av-c	rather	rather	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
Satan	Satan	np1	Satan	Satan	0
fearing	fearing	vvg	fearing	fear	0
the	the	dt	the	the	0
continuance	continuance	n1	continuance	continuance	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
world	world	n1	world	world	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
short	short	j	short	short	0
:	:	:	:	:	0
and	and	cc	and	and	0
therefore	therefore	av	therefore	therefore	0
,	,	,	,	,	0
that	that	cst	that	that	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
doeth	doeth	vdz	doth	do	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
aduancement	aduancement	n1	advancement	advancement	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
owne	owne	d	own	own	0
kingdome	kingdome	n1	kingdom	kingdom	0
,	,	,	,	,	0
he	he	pns31	he	he	0
must	must	vmb	must	must	0
doe	doe	vdi	do	do	0
it	it	pn31	it	it	0
quick	quick	j	quick	quick	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
:	:	:	:	:	0
laboureth	laboureth	vvz	laboureth	labour	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
instruments	instruments	n2	instruments	instrument	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
tooth	tooth	n1	tooth	tooth	0
and	and	cc	and	and	0
naile	naile	n1	nail	nail	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
extinguish	extinguish	vvi	extinguish	extinguish	0
the	the	dt	the	the	0
light	light	n1	light	light	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
glorious	glorious	j	glorious	glorious	0
Gospell	Gospell	n1	Gospel	gospel	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
should	should	vmd	should	shall	0
not	not	xx	not	not	0
shine	shine	vvi	shine	shine	0
with	with	p-acp	with	with	0
open	open	j	open	open	0
face	face	n1	face	face	0
,	,	,	,	,	0
vnto	vnto	p-acp	unto	unto	0
Gods	Gods	ng1	Gods	god	0
people	people	n1	people	people	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
we	we	pns12	we	we	0
see	see	vvb	see	see	0
daily	daily	av-j	daily	daily	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
mischie	mischie	n1	mischie	mischie	0
∣	∣	sy	∣	∣	0
uous	uous	fw-fr	uous	uous	0
practises	practises	n2	practises	practise	0
he	he	pns31	he	he	0
broacheth	broacheth	vvz	broacheth	broach	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
er	er	c-acp	er	ere	0
∣	∣	sy	∣	∣	0
rors	rors	n1	rors	rors	0
he	he	pns31	he	he	0
spreadeth	spreadeth	vvz	spreadeth	spread	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
slaunders	slaunders	n2	slanders	slander	0
he	he	pns31	he	he	0
in	in	p-acp	in	in	0
∣	∣	sy	∣	∣	0
uenteth	uenteth	vvz	venteth	vent	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
lyes	lyes	vvz	lies	lie	0
he	he	pns31	he	he	0
disperseth	disperseth	vvz	disperses	disperse	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
to	to	pc-acp	to	to	0
discredite	discredite	vvi	discredit	discredit	0
the	the	dt	the	the	0
course	course	n1	course	course	0
of	of	pp-f	of	of	0
religion	religion	n1	religion	religion	0
:	:	:	:	:	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
whereof	whereof	c-crq	whereof	whereof	0
we	we	pns12	we	we	0
doe	doe	vdb	do	do	0
feele	feele	vvi	feel	feel	0
,	,	,	,	,	0
and	and	cc	and	and	0
see	see	vvi	see	see	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
owne	owne	d	own	own	0
experience	experience	n1	experience	experience	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
you	you	pn22	you	you	0
knowe	knowe	vvb	know	know	0
,	,	,	,	,	0
what	what	q-crq	what	what	0
enimitie	enimitie	n1	enmity	enmity	0
the	the	dt	the	the	0
establishment	establishment	n1	establishment	establishment	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Gospell	Gospell	n1	Gospel	gospel	0
amongst	amongst	p-acp	among	among	0
you	you	pn22	you	you	0
had	had	vhd	had	have	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
en	en	fw-fr	en	en	0
∣	∣	sy	∣	∣	0
uious	uious	j	vious	vious	0
foes	foes	n1	foes	foe	0
,	,	,	,	,	0
that	that	cst	that	that	0
would	would	vmd	would	will	0
haue	haue	vhi	have	have	0
kept	kept	vvn	kept	keep	0
you	you	pn22	you	you	0
still	still	av	still	still	0
in	in	p-acp	in	in	0
palpable	palpable	j	palpable	palpable	0
ignorance	ignorance	n1	ignorance	ignorance	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
them	them	pno32	them	they	0
∣	∣	sy	∣	∣	0
selues	selues	n2	selves	self	0
:	:	:	:	:	0
howe	howe	c-crq	how	how	0
many	many	d	many	many	0
pullbacks	pullbacks	n2	pullbacks	pullback	0
and	and	cc	and	and	0
hin	hin	zz	hin	hin	0
∣	∣	sy	∣	∣	0
derances	derances	n2	derances	derance	0
were	were	vbdr	were	be	0
deuised	deuised	vvn	devised	devise	0
,	,	,	,	,	0
and	and	cc	and	and	0
be	be	vbi	be	be	0
daily	daily	j	daily	daily	0
in	in	p-acp	in	in	0
∣	∣	sy	∣	∣	0
uented	uented	vvd	vented	vent	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
stay	stay	vvi	stay	stay	0
the	the	dt	the	the	0
course	course	n1	course	course	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
all	all	d	all	all	0
which	which	r-crq	which	which	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
so	so	av	so	so	0
much	much	av-d	much	much	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
(	(	(	(	(	0
thorough	thorough	p-acp	through	through	0
the	the	dt	the	the	0
mercie	mercie	n1	mercy	mercy	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
vs-ward	vs-ward	n1	usward	usward	0
)	)	)	)	)	0
they	they	pns32	they	they	0
haue	haue	vhb	have	have	0
not	not	xx	not	not	0
had	had	vhn	had	have	0
that	that	d	that	that	0
successe	successe	n1	success	success	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
au	au	fw-fr	au	au	0
∣	∣	sy	∣	∣	0
thors	thors	n2	thors	thor	0
hoped	hoped	vvn	hoped	hope	0
for	for	p-acp	for	for	0
:	:	:	:	:	0
they	they	pns32	they	they	0
labour	labour	vvb	labour	labour	0
now	now	av	now	now	0
,	,	,	,	,	0
and	and	cc	and	and	0
haue	haue	vhb	have	have	0
done	done	vdn	done	do	0
continually	continually	av-j	continually	continual	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
imagine	imagine	vvi	imagine	imagine	0
slaū	slaū	n1	slaun	slaun	0
∣	∣	sy	∣	∣	0
derous	derous	j	derous	derous	0
lyes	lyes	vvz	lies	lie	0
,	,	,	,	,	0
and	and	cc	and	and	0
most	most	av-ds	most	most	0
wicked	wicked	j	wicked	wicked	0
forgeries	forgeries	n2	forgeries	forgery	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
doe	doe	vdb	do	do	0
daily	daily	av-j	daily	daily	0
spread	spread	vvi	spread	spread	0
abroad	abroad	av	abroad	abroad	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
ende	ende	n1	end	end	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
defame	defame	vvi	defame	defame	0
the	the	dt	the	the	0
religion	religion	n1	religion	religion	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
we	we	pns12	we	we	0
professe	professe	vvb	profess	profess	0
:	:	:	:	:	0
so	so	av	so	so	0
that	that	cst	that	that	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
(	(	(	(	(	0
al	al	d	all	all	0
∣	∣	sy	∣	∣	0
most	most	av-ds	most	most	0
)	)	)	)	)	0
any	any	d	any	any	0
sinne	sinne	n1	sin	sin	0
,	,	,	,	,	0
that	that	cst	that	that	0
can	can	vmb	can	can	0
be	be	vbi	be	be	0
commit	commit	vvi	commit	commit	0
∣	∣	sy	∣	∣	0
ted	ted	n1	ted	ted	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
fathered	fathered	vvn	fathered	father	0
vpon	vpon	p-acp	upon	upon	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
vs	vs	pno12	us	we	0
:	:	:	:	:	0
which	which	r-crq	which	which	0
deuillish	deuillish	j	devilish	devilish	0
dealing	dealing	n-vvg	dealing	deal	0
,	,	,	,	,	0
albeit	albeit	cs	albeit	albeit	0
we	we	pns12	we	we	0
know	know	vvb	know	know	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
shall	shall	vmb	shall	shall	0
turne	turne	vvi	turn	turn	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
eternall	eternall	j	eternal	eternal	0
de	de	zz	de	de	0
∣	∣	sy	∣	∣	0
struction	struction	n1	struction	struction	0
,	,	,	,	,	0
vnlesse	vnlesse	cs	unless	unless	0
the	the	dt	the	the	0
Lorde	Lorde	n1	Lord	lord	0
in	in	p-acp	in	in	0
mercie	mercie	n1	mercy	mercy	0
,	,	,	,	,	0
giue	giue	vvb	give	give	0
them	them	pno32	them	they	0
grace	grace	n1	grace	grace	0
to	to	pc-acp	to	to	0
repent	repent	vvi	repent	repent	0
:	:	:	:	:	0
yet	yet	av	yet	yet	0
not	not	xx	not	not	0
∣	∣	sy	∣	∣	0
withstāding	withstāding	vvg	withstanding	withstand	0
we	we	pns12	we	we	0
may	may	vmb	may	may	0
learne	learne	vvi	learn	learn	0
a	a	dt	a	a	0
very	very	j	very	very	0
good	good	j	good	good	0
lesson	lesson	n1	lesson	lesson	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
and	and	cc	and	and	0
make	make	vvi	make	make	0
a	a	dt	a	a	0
pro	pro	fw-la	pro	pro	0
∣	∣	sy	∣	∣	0
fitable	fitable	j	fitable	fitable	0
vse	vse	n1	use	use	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
vnto	vnto	p-acp	unto	unto	0
our	our	po12	our	our	0
selues	selues	n2	selves	self	0
:	:	:	:	:	0
let	let	vvb	let	let	0
me	me	pno11	me	i	0
therefore	therefore	av	therefore	therefore	0
intreate	intreate	vvi	entreat	entreat	0
you	you	pn22	you	you	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
marke	marke	vvi	mark	mark	0
with	with	p-acp	with	with	0
diligence	diligence	n1	diligence	diligence	0
this	this	d	this	this	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
write	write	vvi	write	write	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
wont	wont	j	wont	wont	0
to	to	pc-acp	to	to	0
doe	doe	vdi	do	do	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
I	I	pns11	I	i	0
doe	doe	vdb	do	do	0
speake	speake	vvi	speak	speak	0
.	.	.	.	.	1
The	The	dt	The	the	0
greatest	greatest	js	greatest	great	0
accusation	accusation	n1	accusation	accusation	0
(	(	(	(	(	0
you	you	pn22	you	you	0
knowe	knowe	vvb	know	know	0
)	)	)	)	)	0
in	in	p-acp	in	in	0
generall	generall	n1	general	general	0
,	,	,	,	,	0
that	that	cst	that	that	0
your	your	po22	your	your	0
foes	foes	n2	foes	foe	0
,	,	,	,	,	0
the	the	dt	the	the	0
aduersaries	aduersaries	n2	adversaries	adversary	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Gospell	Gospell	n1	Gospel	gospel	0
,	,	,	,	,	0
doe	doe	vdb	do	do	0
charge	charge	vvi	charge	charge	0
you	you	pn22	you	you	0
with	with	p-acp	with	with	0
,	,	,	,	,	0
is	is	vbz	is	be	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
professe	professe	vvb	profess	profess	0
one	one	crd	one	one	0
thing	thing	n1	thing	thing	0
,	,	,	,	,	0
and	and	cc	and	and	0
practise	practise	vvi	practise	practise	0
another	another	j-jn	another	another	0
:	:	:	:	:	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
say	say	vvb	say	say	0
well	well	av	well	well	0
,	,	,	,	,	0
and	and	cc	and	and	0
doe	doe	vdb	do	do	0
naughtily	naughtily	av-j	naughtily	naughty	0
:	:	:	:	:	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
reprehēd	reprehēd	vvi	reprehend	reprehend	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
you	you	pn22	you	you	0
your	your	po22	your	your	0
selues	selues	n2	selves	self	0
being	being	vbg	being	be	0
worse	worse	jc	worse	worse	0
:	:	:	:	:	0
which	which	r-crq	which	which	0
(	(	(	(	(	0
in	in	p-acp	in	in	0
deede	deede	n1	deed	deed	0
)	)	)	)	)	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
most	most	av-ds	most	most	0
hei	hei	fw-la	hei	hei	0
∣	∣	sy	∣	∣	0
nous	nous	fw-fr	nous	nous	0
accusation	accusation	n1	accusation	accusation	0
,	,	,	,	,	0
and	and	cc	and	and	0
such	such	d	such	such	0
a	a	dt	a	a	0
thing	thing	n1	thing	thing	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
,	,	,	,	,	0
your	your	po22	your	your	0
owne	owne	d	own	own	0
selues	selues	n2	selves	self	0
can	can	vmb	can	can	0
witnesse	witnesse	vvi	witness	witness	0
,	,	,	,	,	0
I	I	pns11	I	i	0
neuer	neuer	av-x	never	never	0
haue	haue	vhb	have	have	0
winked	winked	vvn	winked	wink	0
at	at	p-acp	at	at	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
most	most	av-ds	most	most	0
carefully	carefully	av-j	carefully	careful	0
re	re	fw-mi	re	re	0
∣	∣	sy	∣	∣	0
proued	proued	vvn	proved	prove	0
,	,	,	,	,	0
and	and	cc	and	and	0
such	such	d	such	such	0
a	a	dt	a	a	0
thing	thing	n1	thing	thing	0
as	as	p-acp	as	as	0
our	our	po12	our	our	0
religi	religi	fw-la	religi	religi	0
∣	∣	sy	∣	∣	0
on	on	p-acp	on	on	0
neither	neither	d	neither	neither	0
teacheth	teacheth	vvz	teaches	teach	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
permitteth	permitteth	vvz	permitteth	permit	0
▪	▪	▪	▪	▪	0
for	for	c-acp	for	for	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
force	force	n1	force	force	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
it	it	pn31	it	it	0
entreth	entreth	vvz	entereth	enter	0
▪	▪	▪	▪	▪	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
will	will	vmb	will	will	0
reforme	reforme	vvi	reform	reform	0
all	all	d	all	all	0
these	these	d	these	these	0
things	things	n2	things	thing	0
(	(	(	(	(	0
in	in	p-acp	in	in	0
measure	measure	n1	measure	measure	0
)	)	)	)	)	0
in	in	p-acp	in	in	0
those	those	d	those	those	0
that	that	cst	that	that	0
haue	haue	vhb	have	have	0
it	it	pn31	it	it	0
within	within	p-acp	within	within	0
them	them	pno32	them	they	0
.	.	.	.	.	1
This	This	d	This	this	0
slaunder	slaunder	n1	slander	slander	0
goeth	goeth	vvz	goes	go	0
