WE	WE	pns12	WE	we	0
,	,	,	,	,	0
that	that	cst	that	that	0
doth	doth	vdz	does	do	0
for	for	p-acp	for	for	0
any	any	d	any	any	0
earthly	earthly	j	earthly	earthly	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
spect	spect	vvn	specked	speck	0
,	,	,	,	,	0
despise	despise	vvb	despise	despise	0
a	a	dt	a	a	0
powerfull	powerfull	j	powerful	powerful	0
Ministery	Ministery	n1	Ministry	ministry	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Barres	Barres	n2	Bars	bar	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Arke	Arke	n1	Ark	ark	0
doe	doe	vdb	do	do	0
preach	preach	vvi	preach	preach	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
and	and	cc	and	and	0
car	car	fw-fr	car	car	0
∣	∣	sy	∣	∣	0
ry	ry	zz	ry	ry	0
the	the	dt	the	the	0
Arke	Arke	n1	Ark	ark	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Gospell	Gospell	n1	Gospel	gospel	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
world	world	n1	world	world	0
;	;	;	;	;	0
neither	neither	dx	neither	neither	0
was	was	vbds	was	be	0
the	the	dt	the	the	0
Ring	Ring	n1	Ring	ring	0
or	or	cc	or	or	0
Barre	Barre	n1	Bar	bar	0
changed	changed	vvn	changed	change	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
keept	keept	vvd	kept	keep	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
ordained	ordained	vvn	ordained	ordain	0
by	by	p-acp	by	by	0
God	God	np1	God	God	0
and	and	cc	and	and	0
his	his	po31	his	his	0
seruant	seruant	n1	servant	servant	0
Moses	Moses	np1	Moses	Moses	0
;	;	;	;	;	0
and	and	cc	and	and	0
wheresoeuer	wheresoeuer	c-crq	wheresoever	wheresoever	0
this	this	d	this	this	0
hastie	hastie	j	hasty	hasty	0
disposition	disposition	n1	disposition	disposition	0
is	is	vbz	is	be	0
,	,	,	,	,	0
we	we	pns12	we	we	0
may	may	vmb	may	may	0
assure	assure	vvi	assure	assure	0
our	our	po12	our	our	0
selues	selues	n2	selves	self	0
it	it	pn31	it	it	0
leaues	leaues	vvz	leaves	leave	0
some	some	d	some	some	0
bountifull	bountifull	j	bountiful	bountiful	0
remem	remem	fw-la	remem	remem	0
∣	∣	sy	∣	∣	0
brance	brance	n1	brance	brance	0
:	:	:	:	:	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Lordsh	Lordsh	n1	Lordsh	lordship	0
.	.	.	.	.	0
is	is	vbz	is	be	0
recommended	recommended	vvn	recommended	recommend	0
a	a	dt	a	a	0
care	care	n1	care	care	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
reuerent	reuerent	j	reverent	reverent	0
estimation	estimation	n1	estimation	estimation	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Arke	Arke	n1	Ark	ark	0
and	and	cc	and	and	0
affaires	affaires	n2	affairs	affair	0
thereof	thereof	av	thereof	thereof	0
.	.	.	.	.	1
You	You	pn22	You	you	0
are	are	vbr	are	be	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
towre	towre	n1	tower	tower	0
vpon	vpon	p-acp	upon	upon	0
the	the	dt	the	the	0
top	top	n1	top	top	0
of	of	pp-f	of	of	0
an	an	dt	and	a	0
hil	hil	n1	hill	hill	0
,	,	,	,	,	0
&	&	cc	&	and	0
so	so	av	so	so	0
much	much	av-d	much	much	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
reason	reason	n1	reason	reason	0
haue	haue	vhb	have	have	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
walk	walk	vvi	walk	walk	0
wise	wise	n1	wise	wise	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
,	,	,	,	,	0
&	&	cc	&	and	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
respect	respect	n1	respect	respect	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
great	great	j	great	great	0
priuiledges	priuiledges	n2	privileges	privilege	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
lawes	lawes	n2	laws	law	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
&	&	cc	&	and	0
the	the	dt	the	the	0
kingdom	kingdom	n1	kingdom	kingdom	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
conioynd	conioynd	vvn	conjoined	conjoin	0
with	with	p-acp	with	with	0
an	an	dt	and	a	0
vpright	vpright	av-j	upright	upright	0
and	and	cc	and	and	0
godly	godly	j	godly	godly	0
course	course	n1	course	course	0
of	of	pp-f	of	of	0
life	life	n1	life	life	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
Plus	Plus	fw-fr	Plus	plus	0
effecit	effecit	fw-la	effecit	effecit	0
apud	apud	fw-la	apud	apud	0
populum	populum	fw-la	populum	populum	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
laudable	laudable	j	laudable	laudable	0
course	course	n1	course	course	0
your	your	po22	your	your	0
L.	L.	n1	L.	lord	0
doth	doth	vdz	does	do	0
follow	follow	vvi	follow	follow	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
hath	hath	vhz	hath	have	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
emboldened	emboldened	vvn	emboldened	embolden	0
and	and	cc	and	and	0
encouraged	encouraged	vvd	encouraged	encourage	0
mee	mee	pno11	me	i	0
to	to	pc-acp	to	to	0
present	present	vvi	present	present	0
this	this	d	this	this	0
small	small	j	small	small	0
token	token	n1	token	token	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
good	good	j	good	good	0
wills	wills	n2	wills	will	0
vnto	vnto	p-acp	unto	unto	0
your	your	po22	your	your	0
Lordship	Lordship	n1	Lordship	lordship	0
,	,	,	,	,	0
albeit	albeit	cs	albeit	albeit	0
J	J	pns11	J	i	0
haue	haue	vhb	have	have	0
not	not	xx	not	not	0
vsed	vsed	vvn	used	use	0
the	the	dt	the	the	0
common	common	j	common	common	0
Method	Method	n1	Method	method	0
of	of	pp-f	of	of	0
ma	ma	fw-fr	ma	ma	0
∣	∣	sy	∣	∣	0
ny	ny	av	nigh	nigh	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
like	like	j	like	like	0
case	case	n1	case	case	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
were	were	vbdr	were	be	0
rather	rather	av-c	rather	rather	0
to	to	pc-acp	to	to	0
write	write	vvi	write	write	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
,	,	,	,	,	0
then	then	av	then	then	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
neither	neither	av-dx	neither	neither	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
neglected	neglected	vvn	neglected	neglect	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
in	in	p-acp	in	in	0
publishing	publishing	vvg	publishing	publish	0
(	(	(	(	(	0
though	though	c-acp	though	though	0
sparingly	sparingly	av-vvg	sparingly	spare	0
)	)	)	)	)	0
my	my	po11	my	my	0
knowledge	knowledge	n1	knowledge	knowledge	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
worth	worth	n1	worth	worth	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
some	some	d	some	some	0
might	might	vmd	might	may	0
taxe	taxe	vvi	tax	tax	0
mee	mee	pno11	me	i	0
with	with	p-acp	with	with	0
flattery	flattery	n1	flattery	flattery	0
which	which	r-crq	which	which	0
J	J	pns11	J	i	0
condemne	condemne	vvb	condemn	condemn	0
in	in	p-acp	in	in	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
on	on	a-acp	on	on	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
part	part	n1	part	part	0
,	,	,	,	,	0
some	some	d	some	some	0
may	may	vmb	may	may	0
censure	censure	vvi	censure	censure	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
haue	haue	vhi	have	have	0
written	written	vvn	written	write	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
pouerty	pouerty	n1	poverty	poverty	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
abi	abi	fw-la	abi	abi	0
∣	∣	sy	∣	∣	0
lity	lity	n1	lity	lity	0
rather	rather	av-c	rather	rather	0
then	then	cs	then	than	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
fulnes	fulnes	n1	fullness	fullness	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
merite	merite	n1	merit	merit	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
howsoeuer	howsoeuer	c-acp	howsoever	howsoever	0
peraduenture	peraduenture	av	peradventure	peradventure	0
it	it	pn31	it	it	0
will	will	vmb	will	will	0
seeme	seeme	vvi	seem	seem	0
strange	strange	j	strange	strange	0
when	when	c-crq	when	when	0
this	this	d	this	this	0
commeth	commeth	vvz	comes	come	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Lordships	Lordships	ng1	Lordship's	lordship	0
hands	hands	n2	hands	hand	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
assurance	assurance	n1	assurance	assurance	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
good	good	j	good	good	0
acceptance	acceptance	n1	acceptance	acceptance	0
,	,	,	,	,	0
should	should	vmd	should	shall	0
haue	haue	vhi	have	have	0
mooued	mooued	vvn	moved	move	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
dedicate	dedicate	vvi	dedicate	dedicate	0
the	the	dt	the	the	0
same	same	d	same	same	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
,	,	,	,	,	0
J	J	pns11	J	i	0
haue	haue	vhb	have	have	0
not	not	xx	not	not	0
done	done	vdn	done	do	0
it	it	pn31	it	it	0
mercinarie	mercinarie	j-jn	mercenary	mercenary	0
,	,	,	,	,	0
further	further	jc	further	further	0
then	then	cs	then	than	0
my	my	po11	my	my	0
paines	paines	n2	pains	pain	0
may	may	vmb	may	may	0
aduance	aduance	vvi	advance	advance	0
the	the	dt	the	the	0
Gospell	Gospell	n1	Gospel	gospel	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
then	then	cs	then	than	0
I	I	pns11	I	i	0
would	would	vmd	would	will	0
haue	haue	vhi	have	have	0
presented	presented	vvn	presented	present	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
hands	hands	n2	hands	hand	0
;	;	;	;	;	0
nor	nor	ccx	nor	nor	0
vaine	vaine	j	vain	vain	0
glori	glori	fw-la	glori	glori	0
∣	∣	sy	∣	∣	0
ously	ously	av-j	ously	ous	0
in	in	p-acp	in	in	0
crauing	crauing	vvg	craving	crave	0
your	your	po22	your	your	0
approbation	approbation	n1	approbation	approbation	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
freely	freely	av-j	freely	free	0
and	and	cc	and	and	0
honestly	honestly	av-j	honestly	honest	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
respect	respect	n1	respect	respect	0
which	which	r-crq	which	which	0
J	J	pns11	J	i	0
owe	owe	vvb	owe	owe	0
to	to	p-acp	to	to	0
that	that	d	that	that	0
innate	innate	j	innate	innate	0
goodnesse	goodnesse	n1	goodness	goodness	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
J	J	pns11	J	i	0
hope	hope	vvb	hope	hope	0
is	is	vbz	is	be	0
and	and	cc	and	and	0
shall	shall	vmb	shall	shall	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
presse	presse	n1	press	press	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
in	in	p-acp	in	in	0
you	you	pn22	you	you	0
.	.	.	.	.	1
And	And	cc	And	and	0
herein	herein	av	herein	herein	0
I	I	pns11	I	i	0
thinke	thinke	vvb	think	think	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
happy	happy	j	happy	happy	0
that	that	cst	that	that	0
J	J	pns11	J	i	0
liue	liue	vvb	live	live	0
to	to	pc-acp	to	to	0
know	know	vvi	know	know	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
so	so	av	so	so	0
great	great	j	great	great	0
qualitie	qualitie	n1	quality	quality	0
as	as	p-acp	as	as	0
your	your	po22	your	your	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
breast	breast	n1	breast	breast	0
goodnesse	goodnesse	n1	goodness	goodness	0
makes	makes	vvz	makes	make	0
her	her	po31	her	her	0
ha	ha	vhb	would	have	0
∣	∣	sy	∣	∣	0
bitation	bitation	n1	bitation	bitation	0
which	which	q-crq	which	which	0
J	J	pns11	J	i	0
may	may	vmb	may	may	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
boldly	boldly	av-j	boldly	bold	0
say	say	vvi	say	say	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
that	that	cst	that	that	0
J	J	pns11	J	i	0
heard	heard	vvd	herd	hear	0
from	from	p-acp	from	from	0
your	your	po22	your	your	0
mouth	mouth	n1	mouth	mouth	0
,	,	,	,	,	0
that	that	cst	that	that	0
your	your	po22	your	your	0
desire	desire	n1	desire	desire	0
was	was	vbds	was	be	0
to	to	pc-acp	to	to	0
aduance	aduance	vvi	advance	advance	0
and	and	cc	and	and	0
prefer	prefer	vvi	prefer	prefer	0
,	,	,	,	,	0
those	those	d	those	those	0
that	that	cst	that	that	0
were	were	vbdr	were	be	0
worthy	worthy	j	worthy	worthy	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
worke	worke	n1	work	work	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
which	which	r-crq	which	which	0
,	,	,	,	,	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
mine	mine	po11	mine	my	0
owne	owne	d	own	own	0
part	part	n1	part	part	0
also	also	av	also	also	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
J	J	pns11	J	i	0
endeauour	endeauour	vvb	endeavour	endeavour	0
