YE	YE	pn22	you	you	0
hungry	hungry	j	hungry	hungry	0
Eagles	Eagles	n2	Eagles	eagle	0
,	,	,	,	,	0
and	and	cc	and	and	0
let	let	vvb	let	let	0
the	the	dt	the	the	0
Vul	Vul	np1	Vul	Vul	0
∣	∣	sy	∣	∣	0
tures	tures	av	tures	tures	0
also	also	av	also	also	0
tear	tear	vvi	tear	tear	0
my	my	po11	my	my	0
flesh	flesh	n1	flesh	flesh	0
from	from	p-acp	from	from	0
my	my	po11	my	my	0
bones	bones	n2	bones	bone	0
.	.	.	.	.	1
I	I	pns11	I	i	0
cease	cease	vvb	cease	cease	0
not	not	xx	not	not	0
Night	Night	n1	Night	night	0
nor	nor	ccx	nor	nor	0
Day	Day	n1	Day	day	0
in	in	p-acp	in	in	0
every	every	d	every	every	0
Watch	Watch	vvb	Watch	watch	0
to	to	pc-acp	to	to	0
present	present	vvi	present	present	0
you	you	pn22	you	you	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
li	li	n1	li	livre	0
∣	∣	sy	∣	∣	0
ving	ving	j	ving	ving	0
Sacrifice	Sacrifice	n1	Sacrifice	sacrifice	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
Altar	Altar	n1	Altar	altar	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Holiest	Holiest	js	Holiest	holy	0
of	of	pp-f	of	of	0
Holiests	Holiests	n2	Holiests	holiest	0
:	:	:	:	:	0
And	And	cc	And	and	0
I	I	pns11	I	i	0
full	full	j	full	full	0
well	well	av	well	well	0
know	know	vvb	know	know	0
that	that	cst	that	that	0
when	when	c-crq	when	when	0
fire	fire	n1	fire	fire	0
is	is	vbz	is	be	0
kindled	kindled	vvn	kindled	kindle	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
proper	proper	j	proper	proper	0
habitations	habitations	n2	habitations	habitation	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
Seat	Seat	n1	Seat	seat	0
of	of	pp-f	of	of	0
God's	God's	npg1	God's	God	0
Rest	Rest	n1	Rest	rest	0
)	)	)	)	)	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
writt	writt	vvd	writ	write	0
of	of	pp-f	of	of	0
Remembrance	Remembrance	n1	Remembrance	remembrance	0
before	before	p-acp	before	before	0
you	you	pn22	you	you	0
.	.	.	.	.	1
God	God	np1	God	God	0
Almighty	Almighty	j-jn	Almighty	almighty	0
Augment	Augment	vvb	Augment	augment	0
your	your	po22	your	your	0
portion	portion	n1	portion	portion	0
as	as	c-acp	as	as	0
faithfull	faithfull	j	faithful	faithful	0
Stewards	Stewards	n2	Stewards	steward	0
,	,	,	,	,	0
and	and	cc	and	and	0
continually	continually	av-j	continually	continual	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
fulness	fulness	n1	fullness	fullness	0
give	give	vvi	give	give	0
you	you	pn22	you	you	0
all	all	d	all	all	0
fulness	fulness	n1	fullness	fullness	0
:	:	:	:	:	0
Though	Though	cs	Though	though	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
as	as	p-acp	as	as	0
the	the	dt	the	the	0
Least	Least	ds	Least	least	0
,	,	,	,	,	0
and	and	cc	and	and	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
Door	Door	n1	Door	door	0
keeper	keeper	n1	keeper	keeper	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
house	house	n1	house	house	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
truth	truth	n1	truth	truth	0
the	the	dt	the	the	0
Vertue	Vertue	n1	Virtue	virtue	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
God	God	np1	God	God	0
is	is	vbz	is	be	0
with	with	p-acp	with	with	0
mee	mee	pno11	me	i	0
.	.	.	.	.	1
The	The	dt	The	the	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
to	to	pc-acp	to	to	0
say	say	vvi	say	say	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
all	all	d	all	all	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
behalf	behalf	n1	behalf	behalf	0
be	be	vbi	be	be	0
full	full	j	full	full	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
praise	praise	n1	praise	praise	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
Heavenly	Heavenly	j	Heavenly	heavenly	0
Father	Father	n1	Father	father	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
hearts	hearts	n2	hearts	heart	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
your	your	po22	your	your	0
Thanks	Thanks	n2	Thanks	thank	0
∣	∣	sy	∣	∣	0
giving	giving	vvg	giving	give	0
in	in	p-acp	in	in	0
Spirit	Spirit	n1	Spirit	spirit	0
may	may	vmb	may	may	0
abound	abound	vvi	abound	abound	0
before	before	p-acp	before	before	0
him	him	pno31	him	he	0
,	,	,	,	,	0
Amen	Amen	uh-n	Amen	amen	0
.	.	.	.	.	1
The	The	dt	The	the	0
God	God	n1	God	god	0
of	of	pp-f	of	of	0
peace	peace	n1	peace	peace	0
possess	possess	vvb	possess	possess	0
your	your	po22	your	your	0
soules	soules	n2	souls	soul	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
utmost	utmost	j	utmost	utmost	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
everlasting	everlasting	j	everlasting	everlasting	0
peace	peace	n1	peace	peace	0
,	,	,	,	,	0
And	And	cc	And	and	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
Dreadfull	Dreadfull	j	Dreadful	dreadful	0
Lord	Lord	n1	Lord	lord	0
of	of	pp-f	of	of	0
Holiness	Holiness	n1	Holiness	holiness	0
preserve	preserve	vvb	preserve	preserve	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
pass	pass	vvi	pass	pass	0
the	the	dt	the	the	0
time	time	n1	time	time	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Pilgrimage	Pilgrimage	n1	Pilgrimage	pilgrimage	0
in	in	p-acp	in	in	0
Feare	Feare	n1	Fear	fear	0
and	and	cc	and	and	0
Trembling	Trembling	vvg	Trembling	tremble	0
.	.	.	.	.	1
Againe	Againe	av	Again	again	0
I	I	pns11	I	i	0
say	say	vvb	say	say	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
Feare	Feare	n1	Fear	fear	0
,	,	,	,	,	0
Dread	Dread	j	Dread	dread	0
,	,	,	,	,	0
and	and	cc	and	and	0
Tremble	Tremble	vvb	Tremble	tremble	0
yee	yee	pn22	ye	you	0
before	before	p-acp	before	before	0
the	the	dt	the	the	0
ever	ever	av	ever	ever	0
living	living	j-vvg	living	live	0
God	God	np1	God	God	0
.	.	.	.	.	1
