Humbly	Humbly	av-j	Humbly	humble	0
Parliament	Parliament	n1	Parliament	parliament	0
at	at	p-acp	at	at	0
Perth	Perth	np1	Perth	Perth	0
and	and	cc	and	and	0
Sterling	Sterling	np1	Sterling	Sterling	0
,	,	,	,	,	0
your	your	po22	your	your	0
Petitioner	Petitioner	n1	Petitioner	petitioner	0
did	did	vdd	did	do	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
full	full	j	full	full	0
assurance	assurance	n1	assurance	assurance	0
rely	rely	vvi	rely	rely	0
upon	upon	p-acp	upon	upon	0
his	his	po31	his	his	0
gracious	gracious	j	gracious	gracious	0
Majesty	Majesty	n1	Majesty	majesty	0
,	,	,	,	,	0
and	and	cc	and	and	0
his	his	po31	his	his	0
Royal	Royal	j	Royal	royal	0
Father	Father	n1	Father	father	0
,	,	,	,	,	0
their	their	po32	their	their	0
Treaties	Treaties	n2	Treaties	treaty	0
,	,	,	,	,	0
Approbation	Approbation	n1	Approbation	approbation	0
,	,	,	,	,	0
Oblivion	Oblivion	n1	Oblivion	oblivion	0
,	,	,	,	,	0
and	and	cc	and	and	0
Indempnity	Indempnity	n1	Indemnity	indemnity	0
for	for	p-acp	for	for	0
what	what	r-crq	what	what	0
was	was	vbds	was	be	0
past	past	vvn	passed	pass	0
,	,	,	,	,	0
and	and	cc	and	and	0
firmly	firmly	av-j	firmly	firm	0
be	be	vbi	be	be	0
∣	∣	sy	∣	∣	0
lieved	lieved	n1	lieu	lieu	0
that	that	cst	that	that	0
the	the	dt	the	the	0
same	same	d	same	same	0
should	should	vmd	should	shall	0
never	never	av	never	never	0
have	have	vhi	have	have	0
risen	risen	vvn	risen	rise	0
in	in	p-acp	in	in	0
judgement	judgement	n1	judgement	judgement	0
,	,	,	,	,	0
or	or	cc	or	or	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Petitioner	Petitioner	n1	Petitioner	petitioner	0
should	should	vmd	should	shall	0
have	have	vhi	have	have	0
been	been	vbn	been	be	0
drawn	drawn	vvn	drawn	draw	0
in	in	p-acp	in	in	0
question	question	n1	question	question	0
therefore	therefore	av	therefore	therefore	0
;	;	;	;	;	0
and	and	cc	and	and	0
during	during	p-acp	during	during	0
his	his	po31	his	his	0
Majesties	Majesties	ng1	Majesties	majesty	0
absence	absence	n1	absence	absence	0
,	,	,	,	,	0
and	and	cc	and	and	0
being	being	vbg	being	be	0
forced	forced	vvn	forced	force	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
exercise	exercise	n1	exercise	exercise	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Royal	Royal	j	Royal	royal	0
Government	Government	n1	Government	government	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
late	late	j	late	late	0
Usurpers	Usurpers	n2	Usurpers	usurper	0
,	,	,	,	,	0
and	and	cc	and	and	0
long	long	av-j	long	long	0
after	after	p-acp	after	after	0
that	that	d	that	that	0
the	the	dt	the	the	0
Nation	Nation	n1	Nation	nation	0
by	by	p-acp	by	by	0
their	their	po32	their	their	0
Deputies	Deputies	n2	Deputies	deputy	0
had	had	vhd	had	have	0
accepted	accepted	vvn	accepted	accept	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
au	au	fw-fr	au	au	0
∣	∣	sy	∣	∣	0
thority	thority	n1	thority	thority	0
and	and	cc	and	and	0
government	government	n1	government	government	0
,	,	,	,	,	0
and	and	cc	and	and	0
they	they	pns32	they	they	0
in	in	p-acp	in	in	0
possessi	possessi	n1	possession	possession	0
∣	∣	sy	∣	∣	0
on	on	p-acp	on	on	0
,	,	,	,	,	0
the	the	dt	the	the	0
Petitioner	Petitioner	n1	Petitioner	petitioner	0
was	was	vbds	was	be	0
forced	forced	vvn	forced	force	0
to	to	p-acp	to	to	0
capitulation	capitulation	n1	capitulation	capitulation	0
with	with	p-acp	with	with	0
them	them	pno32	them	they	0
,	,	,	,	,	0
being	being	vbg	being	be	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
hands	hands	n2	hands	hand	0
,	,	,	,	,	0
and	and	cc	and	and	0
under	under	p-acp	under	under	0
sickness	sickness	n1	sickness	sickness	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
same	same	d	same	same	0
was	was	vbds	was	be	0
after	after	p-acp	after	after	0
all	all	d	all	all	0
endeavours	endeavours	n2	endeavours	endeavour	0
used	used	vvn	used	use	0
,	,	,	,	,	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
duty	duty	n1	duty	duty	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
good	good	j	good	good	0
subject	subject	n-jn	subject	subject	0
,	,	,	,	,	0
and	and	cc	and	and	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
Petitioners	Petitioners	n2	Petitioners	petitioner	0
part	part	vvb	part	part	0
,	,	,	,	,	0
so	so	av	so	so	0
innocent	innocent	j-jn	innocent	innocent	0
and	and	cc	and	and	0
necessary	necessary	j	necessary	necessary	0
for	for	p-acp	for	for	0
self	self	n1	self	self	0
preservation	preservation	n1	preservation	preservation	0
,	,	,	,	,	0
without	without	p-acp	without	without	0
the	the	dt	the	the	0
least	least	ds	least	least	0
intention	intention	n1	intention	intention	0
,	,	,	,	,	0
action	action	n1	actium	action	0
,	,	,	,	,	0
or	or	cc	or	or	0
effect	effect	vvi	effect	effect	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
Majesties	Majesties	ng1	Majesties	majesty	0
prejudice	prejudice	n1	prejudice	prejudice	0
;	;	;	;	;	0
That	That	cst	That	that	0
albeit	albeit	cs	albeit	albeit	0
upon	upon	p-acp	upon	upon	0
mis-information	mis-information	n1	misinformation	misinformation	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Petitioner	Petitioner	n1	Petitioner	petitioner	0
humbly	humbly	av-j	humbly	humble	0
conceives	conceives	vvz	conceives	conceive	0
)	)	)	)	)	0
his	his	po31	his	his	0
act	act	n1	act	act	0
∣	∣	sy	∣	∣	0
ings	ings	n1	ings	ings	0
and	and	cc	and	and	0
complyance	complyance	n1	compliance	compliance	0
both	both	av-d	both	both	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
designs	designs	n2	designs	design	0
and	and	cc	and	and	0
quality	quality	n1	quality	quality	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
mis-represented	mis-represented	j	misrepresented	misrepresented	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
particu	particu	n1	particu	particu	0
∣	∣	sy	∣	∣	0
larly	larly	j	larly	larly	0
singular	singular	j	singular	singular	0
and	and	cc	and	and	0
personal	personal	j	personal	personal	0
,	,	,	,	,	0
stating	stating	vvg	stating	state	0
the	the	dt	the	the	0
Petitio	Petitio	np1	Petitio	Petitio	0
∣	∣	sy	∣	∣	0
ner	ner	zz	ner	ner	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
degree	degree	n1	degree	degree	0
of	of	pp-f	of	of	0
guilt	guilt	n1	guilt	guilt	0
beyond	beyond	p-acp	beyond	beyond	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
and	and	cc	and	and	0
incapable	incapable	j	incapable	incapable	0
of	of	pp-f	of	of	0
pardon	pardon	n1	pardon	pardon	0
,	,	,	,	,	0
the	the	dt	the	the	0
same	same	d	same	same	0
have	have	vhb	have	have	0
so	so	av	so	so	0
far	far	av-j	far	far	0
pre	pre	fw-la	pre	pre	0
∣	∣	sy	∣	∣	0
vailed	vailed	vvn	veiled	veil	0
upon	upon	p-acp	upon	upon	0
his	his	po31	his	his	0
Majesty	Majesty	n1	Majesty	majesty	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
to	to	p-acp	to	to	0
cloud	cloud	n1	cloud	cloud	0
and	and	cc	and	and	0
damp	damp	n-jn	damp	damp	0
the	the	dt	the	the	0
propitious	propitious	j	propitious	propitious	0
and	and	cc	and	and	0
comfortable	comfortable	j	comfortable	comfortable	0
rayes	rayes	n2	rays	ray	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Royal	Royal	j	Royal	royal	0
Grace	Grace	n1	Grace	grace	0
and	and	cc	and	and	0
Favour	Favour	n1	Favour	favour	0
,	,	,	,	,	0
and	and	cc	and	and	0
have	have	vhb	have	have	0
strained	strained	vvn	strained	strain	0
his	his	po31	his	his	0
gracious	gracious	j	gracious	gracious	0
Inclination	Inclination	n1	Inclination	inclination	0
beyond	beyond	p-acp	beyond	beyond	0
its	its	po31	its	its	0
natural	natural	j	natural	natural	0
disposition	disposition	n1	disposition	disposition	0
of	of	pp-f	of	of	0
clemency	clemency	n1	clemency	clemency	0
exprest	exprest	vvn	expressed	express	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
other	other	j-jn	other	other	0
subjects	subjects	n2-jn	subject's	subject	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
commit	commit	vvi	commit	commit	0
the	the	dt	the	the	0
Petitioners	Petitioners	n2	Petitioners	petitioner	0
person	person	n1	person	person	0
,	,	,	,	,	0
and	and	cc	and	and	0
give	give	vvb	give	give	0
way	way	n1	way	way	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
tryal	tryal	n1	trial	trial	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
carriage	carriage	n1	carriage	carriage	0
and	and	cc	and	and	0
act	act	n1	act	act	0
∣	∣	sy	∣	∣	0
ings	ings	n2-vdg	ings	ing	0
;	;	;	;	;	0
yet	yet	av	yet	yet	0
so	so	av	so	so	0
firmly	firmly	av-j	firmly	firm	0
rooted	rooted	vvn	rooted	root	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
Petitioners	Petitioners	n2	Petitioners	petitioner	0
perswasion	perswasion	n1	persuasion	persuasion	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Majesties	Majesties	ng1	Majesties	majesty	0
Justice	Justice	n1	Justice	justice	0
and	and	cc	and	and	0
Cle	Cle	np1	Cle	Cle	0
∣	∣	sy	∣	∣	0
mency	mency	n1	mency	mency	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
He	He	pns31	He	he	0
intends	intends	vvz	intends	intend	0
the	the	dt	the	the	0
reclaiming	reclaiming	n-vvg	reclaiming	reclaim	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
the	the	dt	the	the	0
ruine	ruine	n1	ruin	ruin	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
meanest	meanest	js	meanest	mean	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
subjects	subjects	n2-jn	subject's	subject	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
retein	retein	vvb	retain	retain	0
their	their	po32	their	their	0
loyalty	loyalty	n1	loyalty	loyalty	0
,	,	,	,	,	0
duty	duty	n1	duty	duty	0
,	,	,	,	,	0
and	and	cc	and	and	0
good	good	j	good	good	0
affe	affe	n1	affe	ass	0
∣	∣	sy	∣	∣	0
ction	ction	zz	ction	ction	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
Person	Person	n1	Person	person	0
and	and	cc	and	and	0
Government	Government	n1	Government	government	0
,	,	,	,	,	0
that	that	cst	that	that	0
upon	upon	p-acp	upon	upon	0
true	true	j	true	true	0
and	and	cc	and	and	0
right	right	j-jn	right	right	0
representation	representation	n1	representation	representation	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Petitio	Petitio	np1	Petitio	Petitio	0
∣	∣	sy	∣	∣	0
ners	ners	zz	ners	ners	0
carriage	carriage	n1	carriage	carriage	0
and	and	cc	and	and	0
actings	actings	n2	actings	acting	0
,	,	,	,	,	0
he	he	pns31	he	he	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
vindicate	vindicate	vvi	vindicate	vindicate	0
himself	himself	px31	himself	himself	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
aspersions	aspersions	n2	aspersions	aspersion	0
,	,	,	,	,	0
and	and	cc	and	and	0
shall	shall	vmb	shall	shall	0
give	give	vvi	give	give	0
his	his	po31	his	his	0
Majesty	Majesty	n1	Majesty	majesty	0
satisfaction	satisfaction	n1	satisfaction	satisfaction	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
least	least	ds	least	least	0
so	so	av	so	so	0
far	far	av-j	far	far	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
extenuate	extenuate	vvi	extenuate	extenuate	0
his	his	po31	his	his	0
guilt	guilt	n1	guilt	guilt	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
may	may	vmb	may	may	0
render	render	vvi	render	render	0
him	him	pno31	him	he	0
a	a	dt	a	a	0
fit	fit	j	fit	fit	0
ob	ob	fw-la	ob	ob	0
∣	∣	sy	∣	∣	0
ject	ject	n1	ject	ject	0
of	of	pp-f	of	of	0
that	that	cst	that	that	0
Royal	Royal	j	Royal	royal	0
Clemency	Clemency	n1	Clemency	clemency	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
depth	depth	n1	depth	depth	0
,	,	,	,	,	0
that	that	cst	that	that	0
having	having	vhg	having	have	0
swallowed	swallowed	vvn	swallowed	swallow	0
and	and	cc	and	and	0
past	past	vvn	passed	pass	0
by	by	p-acp	by	by	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
Personal	Personal	j	Personal	personal	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
National	National	j	National	national	0
guiltiness	guiltiness	n1	guiltiness	guiltiness	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
much	much	d	much	much	0
more	more	dc	more	more	0
deep	deep	j-jn	deep	deep	0
a	a	dt	a	a	0
dye	dye	n1	die	dye	0
as	as	c-acp	as	as	0
any	any	d	any	any	0
the	the	dt	the	the	0
Petitioner	Petitioner	n1	Petitioner	petitioner	0
can	can	vmb	can	can	0
be	be	vbi	be	be	0
charged	charged	vvn	charged	charge	0
with	with	p-acp	with	with	0
,	,	,	,	,	0
or	or	cc	or	or	0
made	made	vvd	made	make	0
out	out	av	out	out	0
against	against	p-acp	against	against	0
him	him	pno31	him	he	0
;	;	;	;	;	0
and	and	cc	and	and	0
so	so	av	so	so	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
strain	strain	vvi	strain	strain	0
to	to	pc-acp	to	to	0
pass	pass	vvi	pass	pass	0
by	by	p-acp	by	by	0
and	and	cc	and	and	0
pardon	pardon	vvi	pardon	pardon	0
the	the	dt	the	the	0
faults	faults	n2	faults	fault	0
and	and	cc	and	and	0
failings	failings	n2-vvg	failings	failing	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
person	person	n1	person	person	0
who	who	r-crq	who	who	0
never	never	av-x	never	never	0
acted	acted	vvd	acted	act	0
but	but	cc-acp	but	but	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
publick	publick	j	public	public	0
joynt	joynt	j	joint	joint	0
way	way	n1	way	way	0
,	,	,	,	,	0
without	without	p-acp	without	without	0
any	any	d	any	any	0
sini	sini	fw-la	sini	sini	0
∣	∣	sy	∣	∣	0
strous	strous	j	strous	strous	0
or	or	cc	or	or	0
treasonable	treasonable	j	treasonable	treasonable	0
designe	designe	n1	design	design	0
against	against	p-acp	against	against	0
his	his	po31	his	his	0
Maje	Maje	j	Maje	maje	0
∣	∣	sy	∣	∣	0
sty	sty	n1	sty	sty	0
,	,	,	,	,	0
or	or	cc	or	or	0
his	his	po31	his	his	0
Royal	Royal	j	Royal	royal	0
Father	Father	n1	Father	father	0
,	,	,	,	,	0
and	and	cc	and	and	0
against	against	p-acp	against	against	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
can	can	vmb	can	can	0
defend	defend	vvi	defend	defend	0
himself	himself	px31	himself	himself	0
either	either	d	either	either	0
by	by	p-acp	by	by	0
acts	acts	n2	acts	act	0
of	of	pp-f	of	of	0
approbati	approbati	n1	approbati	approbati	0
∣	∣	sy	∣	∣	0
on	on	p-acp	on	on	0
and	and	cc	and	and	0
oblivion	oblivion	n1	oblivion	oblivion	0
in	in	p-acp	in	in	0
verbo	verbo	fw-la	verbo	verbo	0
principis	principis	fw-la	principis	principis	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
conceives	conceives	vvz	conceives	conceive	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
supreme	supreme	j	supreme	supreme	0
,	,	,	,	,	0
sacred	sacred	j	sacred	sacred	0
,	,	,	,	,	0
and	and	cc	and	and	0
invio	invio	fw-la	invio	invio	0
∣	∣	sy	∣	∣	0
lable	lable	n1	lable	lable	0
security	security	n1	security	security	0
,	,	,	,	,	0
or	or	cc	or	or	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
forced	forced	vvn	forced	force	0
to	to	p-acp	to	to	0
much	much	d	much	much	0
against	against	p-acp	against	against	0
his	his	po31	his	his	0
inclination	inclination	n1	inclination	inclination	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
an	an	dt	and	a	0
insuperable	insuperable	j	insuperable	insuperable	0
neces	neces	n2	nieces	niece	0
∣	∣	sy	∣	∣	0
sity	sity	n1	sity	sity	0
.	.	.	.	.	1
And	And	cc	And	and	0
albeit	albeit	cs	albeit	albeit	0
his	his	po31	his	his	0
Majesties	Majesties	ng1	Majesties	majesty	0
grace	grace	n1	grace	grace	0
and	and	cc	and	and	0
favour	favour	n1	favour	favour	0
is	is	vbz	is	be	0
strictly	strictly	av-j	strictly	strict	0
tyed	tyed	vvn	tied	tie	0
to	to	p-acp	to	to	0
no	no	dx	no	no	0
other	other	j-jn	other	other	0
rule	rule	n1	rule	rule	0
but	but	p-acp	but	but	0
his	his	po31	his	his	0
Royal	Royal	j	Royal	royal	0
Will	Will	n1	Will	will	0
and	and	cc	and	and	0
pleasure	pleasure	n1	pleasure	pleasure	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
his	his	po31	his	his	0
Majesties	Majesties	n2	Majesties	majesty	0
so	so	av	so	so	0
innate	innate	j	innate	innate	0
,	,	,	,	,	0
essential	essential	j	essential	essential	0
and	and	cc	and	and	0
inseperable	inseperable	j	inseparable	inseparable	0
a	a	dt	a	a	0
quality	quality	n1	quality	quality	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Roy	Roy	n1	Roy	roy	0
∣	∣	sy	∣	∣	0
al	al	d	all	all	0
nature	nature	n1	nature	nature	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Petitioner	Petitioner	n1	Petitioner	petitioner	0
is	is	vbz	is	be	0
perswaded	perswaded	vvn	persuaded	persuade	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
humane	humane	j	humane	humane	0
certainty	certainty	n1	certainty	certainty	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
leaving	leaving	vvg	leaving	leave	0
and	and	cc	and	and	0
committing	committing	vvg	committing	commit	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
Parliament	Parliament	n1	Parliament	parliament	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
is	is	vbz	is	be	0
exprest	exprest	vvn	expressed	express	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
Majesties	Majesties	ng1	Majesties	majesty	0
Declaration	Declaration	n1	Declaration	declaration	0
of	of	pp-f	of	of	0
Octob.	Octob.	np1	Octob.	October	1
12.	12.	crd	12.	12.	0
last	last	ord	last	last	0
by	by	p-acp	by	by	0
past	past	j	past	past	0
)	)	)	)	)	0
the	the	dt	the	the	0
trying	trying	vvg	trying	try	0
and	and	cc	and	and	0
judging	judging	vvg	judging	judge	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
carriage	carriage	n1	carriage	carriage	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
subjects	subjects	n2-jn	subject's	subject	0
during	during	p-acp	during	during	0
the	the	dt	the	the	0
late	late	j	late	late	0
troubles	troubles	n2	troubles	trouble	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
indeed	indeed	av	indeed	indeed	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
its	its	po31	its	its	0
own	own	d	own	own	0
nature	nature	n1	nature	nature	0
,	,	,	,	,	0
and	and	cc	and	and	0
ought	ought	pi	ought	aught	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
so	so	av	so	so	0
acce	acce	n1	acce	acce	0
∣	∣	sy	∣	∣	0
pted	pted	n-vvn	pted	pt	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
an	an	dt	and	a	0
undoubted	undoubted	j	undoubted	undoubted	0
evidence	evidence	n1	evidence	evidence	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Majesties	Majesties	ng1	Majesties	majesty	0
affection	affection	n1	affection	affection	0
to	to	p-acp	to	to	0
,	,	,	,	,	0
and	and	cc	and	and	0
confidence	confidence	n1	confidence	confidence	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
people	people	n1	people	people	0
;	;	;	;	;	0
so	so	av	so	so	0
no	no	dx	no	no	0
other	other	j-jn	other	other	0
tryal	tryal	n1	trial	trial	0
or	or	cc	or	or	0
judging	judging	vvg	judging	judge	0
