YOur	YOur	po22	YOur	your	0
.	.	.	.	.	1
Receive	Receive	vvb	Receive	receive	0
thē	thē	pno32	them	they	0
the	the	dt	the	the	0
first	first	ord	first	first	0
two	two	crd	two	two	0
conceaved	conceaved	vvn	conceived	conceive	0
in	in	p-acp	in	in	0
substance	substance	n1	substance	substance	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
deliuered	deliuered	vvd	delivered	deliver	0
them	them	pno32	them	they	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
in	in	p-acp	in	in	0
larged	larged	j	larged	larged	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
speciall	speciall	j	special	special	0
conso	conso	fw-la	conso	conso	0
∣	∣	sy	∣	∣	0
latiōs	latiōs	n2	lations	lation	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
it	it	pn31	it	it	0
pleased	pleased	vvd	pleased	please	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
to	to	pc-acp	to	to	0
minister	minister	vvi	minister	minister	0
vnto	vnto	p-acp	unto	unto	0
my	my	po11	my	my	0
owne	owne	d	own	own	0
heart	heart	n1	heart	heart	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Scripture	Scripture	n1	Scripture	scripture	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
time	time	n1	time	time	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
most	most	av-ds	most	most	0
heavie	heavie	j	heavy	heavy	0
sickenes	sickenes	n1	sickness	sickness	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
J	J	pns11	J	i	0
was	was	vbds	was	be	0
dayly	dayly	av-j	daily	daily	0
in	in	p-acp	in	in	0
hope	hope	n1	hope	hope	0
to	to	pc-acp	to	to	0
goe	goe	vvi	go	go	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
body	body	n1	body	body	0
to	to	pc-acp	to	to	0
dwell	dwell	vvi	dwell	dwell	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
.	.	.	.	.	1
If	If	cs	If	if	0
yee	yee	pn22	ye	you	0
finde	finde	vvb	find	find	0
any	any	d	any	any	0
comfort	comfort	n1	comfort	comfort	0
in	in	p-acp	in	in	0
them	them	pno32	them	they	0
,	,	,	,	,	0
give	give	vvb	give	give	0
all	all	d	all	all	0
the	the	dt	the	the	0
glory	glory	n1	glory	glory	0
to	to	p-acp	to	to	0
him	him	pno31	him	he	0
who	who	r-crq	who	who	0
is	is	vbz	is	be	0
able	able	j	able	able	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
mouth	mouth	n1	mouth	mouth	0
of	of	pp-f	of	of	0
Babes	Babes	n2	Babes	babe	0
and	and	cc	and	and	0
Sucklings	Sucklings	ng1	Sucklings	suckling	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
perfect	perfect	j	perfect	perfect	0
his	his	po31	his	his	0
prayse	prayse	n1	praise	praise	0
.	.	.	.	.	1
And	And	cc	And	and	0
not	not	xx	not	not	0
staying	staying	vvg	staying	stay	0
as	as	p-acp	as	as	0
Babes	Babes	n2	Babes	babe	0
vpon	vpon	p-acp	upon	upon	0
the	the	dt	the	the	0
vse	vse	n1	use	use	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
milke	milke	n1	milk	milk	0
,	,	,	,	,	0
goe	goe	vvb	go	go	0
on	on	a-acp	on	on	0
in	in	p-acp	in	in	0
strength	strength	n1	strength	strength	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
solide	solide	j	solid	solid	0
comfort	comfort	n1	comfort	comfort	0
of	of	pp-f	of	of	0
that	that	cst	that	that	0
strong	strong	j	strong	strong	0
meate	meate	n1	meat	meat	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
yee	yee	pn22	ye	you	0
have	have	vhb	have	have	0
abundantly	abundantly	av-j	abundantly	abundant	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Lords	Lords	n2	Lords	lord	0
great	great	j	great	great	0
mercie	mercie	n1	mercy	mercy	0
dayly	dayly	av-j	daily	daily	0
ministred	ministred	vvn	ministered	minister	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
painfull	painfull	j	painful	painful	0
labours	labours	n2	labours	labour	0
and	and	cc	and	and	0
faithfull	faithfull	j	faithful	faithful	0
watch	watch	n1	watch	watch	0
∣	∣	sy	∣	∣	0
fulnes	fulnes	n1	fullness	fullness	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
louing	louing	j-vvg	loving	love	0
and	and	cc	and	and	0
learned	learned	j	learned	learned	0
Pastour	Pastour	n1	Pastor	pastor	0
,	,	,	,	,	0
whom	whom	ro-crq	whom	who	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
hath	hath	vhz	hath	have	0
taught	taught	vvn	taught	teach	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
Scribe	Scribe	vvi	Scribe	scribe	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
kingdome	kingdome	n1	kingdom	kingdom	0
,	,	,	,	,	0
a	a	dt	a	a	0
faithfull	faithfull	j	faithful	faithful	0
and	and	cc	and	and	0
wise	wise	j	wise	wise	0
steward	steward	n1	steward	steward	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
his	his	po31	his	his	0
children	children	n2	children	child	0
their	their	po32	their	their	0
portion	portion	n1	portion	portion	0
of	of	pp-f	of	of	0
meate	meate	n1	meat	meat	0
in	in	p-acp	in	in	0
season	season	n1	season	season	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
whose	whose	rg-crq	whose	who	0
mouth	mouth	n1	mouth	mouth	0
receiving	receiving	vvg	receiving	receive	0
that	that	d	that	that	0
sincere	sincere	j	sincere	sincere	0
milke	milke	n1	milk	milk	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
word	word	n1	word	word	0
,	,	,	,	,	0
ye	ye	pn22	you	you	0
shall	shall	vmb	shall	shall	0
doubtles	doubtles	av-j	doubtless	doubtless	0
grow	grow	vvi	grow	grow	0
vp	vp	a-acp	up	up	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
spirituall	spirituall	j	spiritual	spiritual	0
house	house	n1	house	house	0
&	&	cc	&	and	0
an	an	dt	and	a	0
holy	holy	j	holy	holy	0
Priesthood	Priesthood	n1	Priesthood	priesthood	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
by	by	p-acp	by	by	0
Iesus	Iesus	np1	Iesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
our	our	po12	our	our	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
whose	whose	qg-crq	whose	who	0
spe	spe	fw-la	spe	spe	0
∣	∣	sy	∣	∣	0
cial	cial	j	cial	cial	0
blessing	blessing	n1	blessing	blessing	0
J	J	pns11	J	i	0
pray	pray	vvb	pray	pray	0
for	for	p-acp	for	for	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
worke	worke	n1	work	work	0
amongst	amongst	p-acp	among	among	0
you	you	pn22	you	you	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Pastour	Pastour	n1	Pastor	pastor	0
,	,	,	,	,	0
and	and	cc	and	and	0
he	he	pns31	he	he	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
,	,	,	,	,	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
ioy	ioy	n1	joy	joy	0
,	,	,	,	,	0
a	a	dt	a	a	0
glorie	glorie	n1	glory	glory	0
,	,	,	,	,	0
and	and	cc	and	and	0
a	a	dt	a	a	0
crowne	crowne	n1	crown	crown	0
of	of	pp-f	of	of	0
reioy	reioy	n1	reioy	reioy	0
∣	∣	sy	∣	∣	0
sing	sing	vvb	sing	sing	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
presence	presence	n1	presence	presence	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
Jesus	Jesus	np1	Jesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
at	at	p-acp	at	at	0
his	his	po31	his	his	0
comming	comming	n-vvg	coming	come	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
grace	grace	n1	grace	grace	0
,	,	,	,	,	0
mercie	mercie	n1	mercy	mercy	0
and	and	cc	and	and	0
peace	peace	n1	peace	peace	0
be	be	vbb	be	be	0
with	with	p-acp	with	with	0
you	you	pn22	you	you	0
all	all	d	all	all	0
.	.	.	.	.	1
Amen	Amen	uh-n	Amen	amen	0
.	.	.	.	.	1
