¶	¶	¶	¶	¶	0
of	of	pp-f	of	of	0
Philosophie	Philosophie	n1	Philosophy	philosophy	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
know	know	vvi	know	know	0
diuine	diuine	j-jn	divine	divine	0
things	things	n2	things	thing	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
gouerne	gouerne	vvi	govern	govern	0
humaine	humaine	j	human	human	0
matters	matters	n2	matters	matter	0
:	:	:	:	:	0
he	he	pns31	he	he	0
ment	ment	vvd	meant	mean	0
,	,	,	,	,	0
that	that	cst	that	that	0
then	then	av	then	then	0
,	,	,	,	,	0
Commonwealthes	Commonwealthes	n2	Commonwealths	commonwealth	0
,	,	,	,	,	0
and	and	cc	and	and	0
Kingdomes	Kingdomes	n2	Kingdoms	kingdom	0
,	,	,	,	,	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
happy	happy	j	happy	happy	0
&	&	cc	&	and	0
blessed	blessed	j-vvn	blessed	bless	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
Princes	Princes	n2	Princes	prince	0
should	should	vmd	should	shall	0
haue	haue	vhi	have	have	0
the	the	dt	the	the	0
knowledge	knowledge	n1	knowledge	knowledge	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
&	&	cc	&	and	0
heauēly	heauēly	j	heavenly	heavenly	0
things	things	n2	things	thing	0
.	.	.	.	.	1
And	And	np1	And	And	0
being	being	vbg	being	be	0
instruc	instruc	vvi	instruct	instruct	0
∣	∣	sy	∣	∣	0
ted	ted	j	ted	ted	0
Pindarus	Pindarus	np1	Pindarus	Pindarus	0
,	,	,	,	,	0
borne	borne	vvn	born	bear	0
at	at	p-acp	at	at	0
Thebes	Thebes	np1	Thebes	Thebes	0
,	,	,	,	,	0
the	the	dt	the	the	0
which	which	r-crq	which	which	0
Cittie	Cittie	n1	City	city	0
was	was	vbds	was	be	0
spared	spared	vvn	spared	spare	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lacedemo	Lacedemo	np1	Lacedemo	Lacedemo	0
∣	∣	sy	∣	∣	0
nians	nians	n1	nians	nians	0
,	,	,	,	,	0
and	and	cc	and	and	0
his	his	po31	his	his	0
ofspring	ofspring	n1	offspring	offspring	0
of	of	pp-f	of	of	0
Alexan	Alexan	np1	Alexan	Alexan	0
∣	∣	sy	∣	∣	0
der	der	fw-mi	der	der	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
vertues	vertues	ng1	virtues	virtue	0
sake	sake	n1	sake	sake	0
Diotimus	Diotimus	np1	Diotimus	Diotimus	0
.	.	.	.	.	0
with	with	p-acp	with	with	0
that	that	d	that	that	0
knowledge	knowledge	n1	knowledge	knowledge	0
,	,	,	,	,	0
would	would	vmd	would	will	0
minister	minister	vvi	minister	minister	0
the	the	dt	the	the	0
law	law	n1	law	law	0
purely	purely	av-j	purely	pure	0
,	,	,	,	,	0
study	study	vvb	study	study	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
publike	publike	j	public	public	0
weale	weale	n1	weal	weal	0
,	,	,	,	,	0
&	&	cc	&	and	0
keepe	keepe	vvi	keep	keep	0
the	the	dt	the	the	0
people	people	n1	people	people	0
in	in	p-acp	in	in	0
obedi	obedi	n1	obedi	obedi	0
∣	∣	sy	∣	∣	0
ence	ence	n1	ence	ence	0
.	.	.	.	.	1
These	These	np1	These	Theise	0
be	be	vbb	be	be	0
the	the	dt	the	the	0
two	two	crd	two	two	0
Anchores	Anchores	vvz	Anchors	anchor	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
Thebane	Thebane	jp	Theban	theban	0
Poet	Poet	n1	Poet	poet	0
thought	thought	vvd	thought	think	0
meet	meet	vvi	meet	meet	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
cast	cast	vvn	cast	cast	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
stay	stay	vvi	stay	stay	0
the	the	dt	the	the	0
ship	ship	n1	ship	ship	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
tossed	tossed	vvn	tossed	toss	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
tempest	tempest	n1	tempest	tempest	0
.	.	.	.	.	1
These	These	np1	These	Theise	0
be	be	vbb	be	be	0
the	the	dt	the	the	0
two	two	crd	two	two	0
Nurses	Nurses	n2	Nurse's	nurse	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
Antiquitie	Antiquitie	n1	Antiquity	antiquity	0
assigned	assigned	vvn	assigned	assign	0
to	to	p-acp	to	to	0
Iupiter	Iupiter	np1	Iupiter	Jupiter	0
,	,	,	,	,	0
Ite	Ite	n1	Item	item	0
,	,	,	,	,	0
and	and	cc	and	and	0
Adrastia	Adrastia	np1	Adrastia	Adrastia	0
.	.	.	.	.	1
The	The	dt	The	the	0
one	one	crd	one	one	0
moderatrice	moderatrice	n1	moderatrice	moderatrice	0
of	of	pp-f	of	of	0
right	right	n-jn	right	right	0
,	,	,	,	,	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
distributrice	distributrice	n1	distributrice	distributrice	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
holy	holy	j	holy	holy	0
and	and	cc	and	and	0
iust	iust	j	just	just	0
.	.	.	.	.	1
Dioti	Dioti	np1	Dioti	Dioti	0
∣	∣	sy	∣	∣	0
mus	mus	n1	mus	muss	0
thought	thought	n1	thought	thought	0
these	these	d	these	these	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
necessary	necessary	j	necessary	necessary	0
ministracies	ministracies	n2	ministracies	ministracy	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
go	go	vvi	go	go	0
∣	∣	sy	∣	∣	0
uernment	uernment	n1	uernment	uernment	0
,	,	,	,	,	0
and	and	cc	and	and	0
preseruation	preseruation	n1	preservation	preservation	0
of	of	pp-f	of	of	0
kingdomes	kingdomes	n2	kingdoms	kingdom	0
.	.	.	.	.	1
Iustinian	Iustinian	np1	Iustinian	Justinian	0
the	the	dt	the	the	0
Iustinianus	Iustinianus	np1	Iustinianus	Iustinianus	0
.	.	.	.	.	1
Emperour	Emperour	n1	Emperor	emperor	0
being	being	vbg	being	be	0
instructed	instructed	vvn	instructed	instruct	0
by	by	p-acp	by	by	0
great	great	j	great	great	0
plenty	plenty	n1	plenty	plenty	0
of	of	pp-f	of	of	0
learned	learned	j	learned	learned	0
men	men	n2	men	man	0
,	,	,	,	,	0
knew	knew	vvd	knew	know	0
none	none	pix	none	none	0
other	other	j-jn	other	other	0
Philosophy	Philosophy	n1	Philosophy	philosophy	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
he	he	pns31	he	he	0
comprehen	comprehen	fw-ge	comprehen	comprehen	0
¦	¦	sy	¦	¦	0
ded	ded	j	dead	dead	0
the	the	dt	the	the	0
prudence	prudence	n1	prudence	prudence	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
law	law	n1	law	law	0
,	,	,	,	,	0
within	within	p-acp	within	within	0
the	the	dt	the	the	0
compasse	compasse	n1	compass	compass	0
of	of	pp-f	of	of	0
her	her	po31	her	her	0
barres	barres	n2	bars	bar	0
,	,	,	,	,	0
and	and	cc	and	and	0
affirmed	affirmed	vvd	affirmed	affirm	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
the	the	dt	the	the	0
knowledge	knowledge	n1	knowledge	knowledge	0
of	of	pp-f	of	of	0
diuine	diuine	j-jn	divine	divine	0
and	and	cc	and	and	0
humaine	humaine	j	human	human	0
thinges	thinges	n2	things	thing	0
.	.	.	.	.	1
This	This	d	This	this	0
Philosophy	Philosophy	n1	Philosophy	philosophy	0
,	,	,	,	,	0
the	the	dt	the	the	0
moste	moste	av-ds	most	most	0
learned	learned	j	learned	learned	0
Poet	Poet	n1	Poet	poet	0
,	,	,	,	,	0
ioyneth	ioyneth	vvz	joineth	join	0
together	together	av	together	together	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
Anio	Anio	np1	Anio	Anio	0
,	,	,	,	,	0
whome	whome	ro-crq	whom	who	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
,	,	,	,	,	0
he	he	pns31	he	he	0
ma	ma	fw-fr	ma	ma	0
∣	∣	sy	∣	∣	0
keth	keth	zz	keth	keth	0
both	both	d	both	both	0
a	a	dt	a	a	0
King	King	n1	King	king	0
and	and	cc	and	and	0
a	a	dt	a	a	0
Prieste	Prieste	n1	Priest	priest	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
example	example	n1	example	example	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
King	King	n1	King	king	0
Ani	Ani	n1	Ani	ani	0
∣	∣	sy	∣	∣	0
us	us	pno12	us	we	0
,	,	,	,	,	0
bothe	bothe	d	both	both	0
a	a	dt	a	a	0
Prince	Prince	n1	Prince	prince	0
of	of	pp-f	of	of	0
Countrey	Countrey	n1	Country	country	0
,	,	,	,	,	0
a	a	dt	a	a	0
Priest	Priest	n1	Priest	priest	0
of	of	pp-f	of	of	0
Apollo	Apollo	np1	Apollo	Apollo	0
.	.	.	.	.	0
hilippe	hilippe	vvi	hilippe	hilippe	0
of	of	pp-f	of	of	0
Macedone	Macedone	np1	Macedone	Macedon	0
.	.	.	.	.	1
Iewes	Iewes	np2	Iewes	Jew	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
els	els	av	else	else	0
doth	doth	vdz	does	do	0
he	he	pns31	he	he	0
meane	meane	vvi	mean	mean	0
to	to	pc-acp	to	to	0
shewe	shewe	vvi	show	show	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
knowledge	knowledge	n1	knowledge	knowledge	0
of	of	pp-f	of	of	0
diuine	diuine	j-jn	divine	divine	0
things	things	n2	things	thing	0
,	,	,	,	,	0
&	&	cc	&	and	0
ruled	ruled	vvd	ruled	rule	0
his	his	po31	his	his	0
people	people	n1	people	people	0
iustly	iustly	av-j	justly	just	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
lawes	lawes	n2	laws	law	0
of	of	pp-f	of	of	0
authority	authority	n1	authority	authority	0
.	.	.	.	.	1
These	These	np1	These	Theise	0
artes	artes	n2	arts	art	0
,	,	,	,	,	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
be	be	vbb	be	be	0
surer	surer	jc	surer	sure	0
and	and	cc	and	and	0
stronger	stronger	jc	stronger	strong	0
Locke	Locke	n1	Lock	lock	0
,	,	,	,	,	0
then	then	cs	then	than	0
those	those	d	those	those	0
,	,	,	,	,	0
wherewith	wherewith	c-crq	wherewith	wherewith	0
Philippe	Philippe	np1	Philippe	Philippe	0
of	of	pp-f	of	of	0
Mace	Mace	np1	Mace	Mace	0
∣	∣	sy	∣	∣	0
donie	donie	n1	donie	donie	0
,	,	,	,	,	0
saide	saide	vvd	said	say	0
,	,	,	,	,	0
he	he	pns31	he	he	0
held	held	vvd	held	hold	0
Grecia	Grecia	np1	Grecia	Grecia	0
)	)	)	)	)	0
being	being	vbg	being	be	0
giuen	giuen	vvn	given	give	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
from	from	p-acp	from	from	0
God	God	np1	God	God	0
,	,	,	,	,	0
dooth	dooth	vdz	doth	do	0
maruelously	maruelously	av-j	marvelously	marvelous	0
bewtifie	bewtifie	vvi	beautify	beautify	0
your	your	po22	your	your	0
Kingdom	Kingdom	n1	Kingdom	kingdom	0
,	,	,	,	,	0
moste	moste	av-ds	most	most	0
gra	gra	j	gram	great	0
∣	∣	sy	∣	∣	0
cious	cious	j	cious	cious	0
Queene	Queene	n1	Queen	queen	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
as	as	c-acp	as	as	0
much	much	d	much	much	0
as	as	c-acp	as	as	0
beinge	beinge	vbg	being	be	0
so	so	av	so	so	0
instructed	instructed	vvn	instructed	instruct	0
,	,	,	,	,	0
you	you	pn22	you	you	0
knowe	knowe	vvb	know	know	0
how	how	c-crq	how	how	0
to	to	pc-acp	to	to	0
rule	rule	vvi	rule	rule	0
and	and	cc	and	and	0
maintaine	maintaine	vvi	maintain	maintain	0
bothe	bothe	d	both	both	0
partes	partes	n2	parts	part	0
.	.	.	.	.	1
And	And	cc	And	and	0
for	for	c-acp	for	for	0
as	as	c-acp	as	as	0
much	much	av-d	much	much	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
after	after	p-acp	after	after	0
the	the	dt	the	the	0
example	example	n1	example	example	0
of	of	pp-f	of	of	0
Chrysanthas	Chrysanthas	np1	Chrysanthas	Chrysanthas	0
of	of	pp-f	of	of	0
Xenophon	Xenophon	np1	Xenophon	Xenophon	0
,	,	,	,	,	0
Chrysanth	Chrysanth	np1	Chrysanth	Chrysanth	0
making	making	vvg	making	make	0
no	no	dx	no	no	0
difference	difference	n1	difference	difference	0
betweene	betweene	p-acp	between	between	0
a	a	dt	a	a	0
good	good	j	good	good	0
Prince	Prince	n1	Prince	prince	0
,	,	,	,	,	0
and	and	cc	and	and	0
a	a	dt	a	a	0
good	good	j	good	good	0
Father	Father	n1	Father	father	0
,	,	,	,	,	0
you	you	pn22	you	you	0
beare	beare	vvb	bear	bear	0
and	and	cc	and	and	0
shew	shew	vvi	show	show	0
the	the	dt	the	the	0
affection	affection	n1	affection	affection	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
parent	parent	n1	parent	parent	0
toward	toward	p-acp	towards	towards	0
your	your	po22	your	your	0
subiects	subiects	n2-jn	subjects	subject	0
,	,	,	,	,	0
and	and	cc	and	and	0
being	being	vbg	being	be	0
constant	constant	j	constant	constant	0
in	in	p-acp	in	in	0
cleamencie	cleamencie	n1	cleamencie	cleamencie	0
,	,	,	,	,	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
cleare	cleare	j	clear	clear	0
from	from	p-acp	from	from	0
crudelitie	crudelitie	n1	crudelitie	crudelitie	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
this	this	d	this	this	0
,	,	,	,	,	0
following	following	vvg	following	follow	0
Agis	Agis	np1	Agis	Agis	0
Agis	Agis	np1	Agis	Agis	0
,	,	,	,	,	0
King	King	n1	King	king	0
of	of	pp-f	of	of	0
Lacede	Lacede	vvn	Lacede	lacede	0
∣	∣	sy	∣	∣	0
monia	monia	fw-gr	monia	monia	0
,	,	,	,	,	0
after	after	c-acp	after	after	0
his	his	po31	his	his	0
noble	noble	j	noble	noble	0
actes	actes	n2	acts	act	0
,	,	,	,	,	0
was	was	vbds	was	be	0
kylled	kylled	vvn	killed	kill	0
in	in	p-acp	in	in	0
Prison	Prison	n1	Prison	prison	0
,	,	,	,	,	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
cause	cause	n1	cause	cause	0
he	he	pns31	he	he	0
would	would	vmd	would	will	0
haue	haue	vhi	have	have	0
renued	renued	j-vvn	renewed	renew	0
Ly	Ly	n1	Lie	lie	0
∣	∣	sy	∣	∣	0
curgus	curgus	n1	curgus	curgus	0
his	his	po31	his	his	0
Lawes	Lawes	n2	Laws	law	0
▪	▪	▪	▪	▪	0
Kinge	Kinge	n1	King	king	0
of	of	pp-f	of	of	0
Lacedaemonia	Lacedaemonia	np1	Lacedaemonia	Lacedaemonia	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
sayd	sayd	vvd	said	say	0
that	that	cst	that	that	0
a	a	dt	a	a	0
Kinge	Kinge	n1	King	king	0
might	might	vmd	might	may	0
go	go	vvi	go	go	0
∣	∣	sy	∣	∣	0
uerne	uerne	vvi	uerne	uerne	0
his	his	po31	his	his	0
Realme	Realme	n1	Realm	realm	0
,	,	,	,	,	0
without	without	p-acp	without	without	0
force	force	n1	force	force	0
of	of	pp-f	of	of	0
armes	armes	n2	arms	arm	0
,	,	,	,	,	0
if	if	cs	if	if	0
he	he	pns31	he	he	0
woulde	woulde	vmd	would	will	0
gouerne	gouerne	vvi	govern	govern	0
his	his	po31	his	his	0
Subiects	Subiects	n2-jn	Subjects	subject	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
Father	Father	n1	Father	father	0
dooth	dooth	vdz	doth	do	0
his	his	po31	his	his	0
Children	Children	n2	Children	child	0
:	:	:	:	:	0
in	in	p-acp	in	in	0
as	as	a-acp	as	as	0
much	much	av-d	much	much	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
diuine	diuine	j-jn	divine	divine	0
artes	artes	n2	arts	art	0
of	of	pp-f	of	of	0
peace	peace	n1	peace	peace	0
,	,	,	,	,	0
you	you	pn22	you	you	0
adorne	adorne	vvb	adorn	adorn	0
,	,	,	,	,	0
enritche	enritche	n1	enritche	enritche	0
,	,	,	,	,	0
(	(	(	(	(	0
and	and	cc	and	and	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
vse	vse	vvi	use	use	0
the	the	dt	the	the	0
sacred	sacred	j	sacred	sacred	0
worde	worde	n1	word	word	0
)	)	)	)	)	0
you	you	pn22	you	you	0
do	do	vdb	do	do	0
sanctifye	sanctifye	vvi	sanctify	sanctify	0
your	your	po22	your	your	0
most	most	av-ds	most	most	0
florishing	florishing	vvg	flourishing	flourish	0
Kingdome	Kingdome	n1	Kingdom	kingdom	0
.	.	.	.	.	1
Hereof	Hereof	av	Hereof	hereof	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
,	,	,	,	,	0
that	that	cst	that	that	0
among	among	p-acp	among	among	0
the	the	dt	the	the	0
chiefe	chiefe	j-jn	chief	chief	0
ornamentes	ornamentes	n2	ornaments	ornament	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
world	world	n1	world	world	0
,	,	,	,	,	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
accompted	accompted	vvn	accounted	account	0
the	the	dt	the	the	0
onely	onely	j	only	only	0
Queene	Queene	n1	Queen	queen	0
,	,	,	,	,	0
and	and	cc	and	and	0
exalted	exalted	vvn	exalted	exalt	0
with	with	p-acp	with	with	0
moste	moste	ds	most	most	0
exceeding	exceeding	j-vvg	exceeding	exceed	0
praise	praise	n1	praise	praise	0
:	:	:	:	:	0
Plato	Plato	np1	Plato	Plato	0
,	,	,	,	,	0
the	the	dt	the	the	0
Prince	Prince	n1	Prince	prince	0
of	of	pp-f	of	of	0
witte	witte	n1	wit	wit	0
,	,	,	,	,	0
and	and	cc	and	and	0
foun	foun	fw-fr	foun	foun	0
∣	∣	sy	∣	∣	0
taine	taine	zz	taine	taine	0
of	of	pp-f	of	of	0
pure	pure	j	pure	pure	0
Philosophie	Philosophie	n1	Philosophy	philosophy	0
,	,	,	,	,	0
did	did	vdd	did	do	0
thinke	thinke	vvi	think	think	0
,	,	,	,	,	0
that	that	cst	that	that	0
to	to	p-acp	to	to	0
proper	proper	j	proper	proper	0
names	names	n2	names	name	0
,	,	,	,	,	0
their	their	po32	their	their	0
was	was	vbds	was	be	0
a	a	dt	a	a	0
certaine	certaine	j	certain	certain	0
diuine	diuine	j-jn	divine	divine	0
strength	strength	n1	strength	strength	0
,	,	,	,	,	0
agreeable	agreeable	j	agreeable	agreeable	0
to	to	p-acp	to	to	0
nature	nature	n1	nature	nature	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
moste	moste	av-ds	most	most	0
truelye	truelye	av-j	truly	tru	0
:	:	:	:	:	0
For	For	c-acp	For	for	0
what	what	r-crq	what	what	0
name	name	n1	name	name	0
coulde	coulde	vmd	could	can	0
more	more	av-dc	more	more	0
aptlye	aptlye	av-j	aptly	apt	0
be	be	vbi	be	be	0
giuen	giuen	vvn	given	give	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
nature	nature	n1	nature	nature	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Maiestie	Maiestie	n1	Majesty	majesty	0
,	,	,	,	,	0
then	then	av	then	then	0
that	that	cst	that	that	0
which	which	r-crq	which	which	0
she	she	pns31	she	she	0
hath	hath	vhz	hath	have	0
:	:	:	:	:	0
as	as	p-acp	as	as	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
which	which	r-crq	which	which	0
dooth	dooth	vdz	doth	do	0
shine	shine	vvi	shine	shine	0
a	a	dt	a	a	0
most	most	av-ds	most	most	0
certaine	certaine	j	certain	certain	0
and	and	cc	and	and	0
vndoubted	vndoubted	j	undoubted	undoubted	0
testimony	testimony	n1	testimony	testimony	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
euen	euen	av	even	even	0
that	that	cst	that	that	0
same	same	d	same	same	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
word	word	n1	word	word	0
signifieth	signifieth	vvz	signifies	signify	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Hebrewes	Hebrewes	njpg2	Hebrews	hebrew	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
,	,	,	,	,	0
An	An	dt	And	a	0
holesome	holesome	j	wholesome	wholesome	0
and	and	cc	and	and	0
sweete	sweete	j	sweet	sweet	0
studie	studie	n1	study	study	0
of	of	pp-f	of	of	0
peace	peace	n1	peace	peace	0
,	,	,	,	,	0
a	a	dt	a	a	0
friend	friend	n1	friend	friend	0
of	of	pp-f	of	of	0
Heauen	Heauen	n1	Heaven	heaven	0
,	,	,	,	,	0
comming	comming	vvg	coming	come	0
from	from	p-acp	from	from	0
none	none	pi	none	none	0
other	other	j-jn	other	other	0
place	place	n1	place	place	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
from	from	p-acp	from	from	0
Heauen	Heauen	n1	Heaven	heaven	0
:	:	:	:	:	0
engrafted	engrafted	j-vvn	engrafted	engraft	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
byrth	byrth	n1	birth	birth	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
which	which	r-crq	which	which	0
,	,	,	,	,	0
streight	streight	av-j	straight	straight	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Cradell	Cradell	n1	Cradle	cradle	0
,	,	,	,	,	0
succeeded	succeeded	vvd	succeeded	succeed	0
the	the	dt	the	the	0
helpe	helpe	n1	help	help	0
of	of	pp-f	of	of	0
sin	sin	n1	since	sin	0
∣	∣	sy	∣	∣	0
guler	guler	j	guler	gule	0
and	and	cc	and	and	0
rare	rare	j	rare	rare	0
learning	learning	n1	learning	learning	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
seasoning	seasoning	vvg	seasoning	season	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
minde	minde	n1	mind	mind	0
,	,	,	,	,	0
and	and	cc	and	and	0
a	a	dt	a	a	0
quiet	quiet	j-jn	quiet	quiet	0
Repose	Repose	vvb	Repose	repose	0
of	of	pp-f	of	of	0
Musies	Musies	n2	Musies	musy	0
adhibited	adhibited	vvn	adhibited	adhibit	0
:	:	:	:	:	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
which	which	r-crq	which	which	0
,	,	,	,	,	0
naturall	naturall	j	natural	natural	0
eloquence	eloquence	n1	eloquence	eloquence	0
,	,	,	,	,	0
the	the	dt	the	the	0
companion	companion	n1	companion	companion	0
of	of	pp-f	of	of	0
peace	peace	n1	peace	peace	0
,	,	,	,	,	0
did	did	vdd	did	do	0
so	so	av	so	so	0
growe	growe	vvi	grow	grow	0
,	,	,	,	,	0
and	and	cc	and	and	0
plentifullye	plentifullye	av-j	plentifully	plentiful	0
