SInce	SInce	p-acp	SInce	since	0
erred	erred	vvn	erred	err	0
,	,	,	,	,	0
the	the	dt	the	the	0
errour	errour	n1	error	error	0
is	is	vbz	is	be	0
from	from	p-acp	from	from	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
;	;	;	;	;	0
But	But	cc-acp	But	but	0
if	if	cs	if	if	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
declared	declared	vvn	declared	declare	0
the	the	dt	the	the	0
Truth	Truth	n1	Truth	truth	0
,	,	,	,	,	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
boldly	boldly	av-j	boldly	bold	0
say	say	vvi	say	say	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
not	not	xx	not	not	0
to	to	p-acp	to	to	0
glory	glory	n1	glory	glory	0
save	save	vvb	save	save	0
in	in	p-acp	in	in	0
him	him	pno31	him	he	0
onely	onely	av-j	only	only	0
:	:	:	:	:	0
For	For	c-acp	For	for	0
what	what	r-crq	what	what	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
re	re	fw-mi	re	re	0
∣	∣	sy	∣	∣	0
ceived	ceived	vvn	ceived	ceive	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
good	good	j	good	good	0
,	,	,	,	,	0
is	is	vbz	is	be	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
therefore	therefore	av	therefore	therefore	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
no	no	dx	no	no	0
cause	cause	n1	cause	cause	0
to	to	pc-acp	to	to	0
boast	boast	vvi	boast	boast	0
as	as	c-acp	as	as	0
though	though	cs	though	though	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
not	not	xx	not	not	0
received	received	vvn	received	receive	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
to	to	pc-acp	to	to	0
praise	praise	vvi	praise	praise	0
his	his	po31	his	his	0
Name	Name	n1	Name	name	0
who	who	r-crq	who	who	0
hath	hath	vhz	hath	have	0
given	given	vvn	given	give	0
unto	unto	p-acp	unto	unto	0
me	me	pno11	me	i	0
.	.	.	.	.	1
Now	Now	av	Now	now	0
my	my	po11	my	my	0
beloved	beloved	j-vvn	beloved	belove	0
Brethren	Brethren	n2	Brothers	brethren	0
,	,	,	,	,	0
all	all	d	all	all	0
that	that	cst	that	that	0
believe	believe	vvb	believe	believe	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
Jesus	Jesus	np1	Jesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
that	that	cst	that	that	0
come	come	vvb	come	come	0
to	to	pc-acp	to	to	0
read	read	vvi	read	read	0
these	these	d	these	these	0
things	things	n2	things	thing	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
written	written	vvn	written	write	0
,	,	,	,	,	0
I	I	pns11	I	i	0
suppose	suppose	vvb	suppose	suppose	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
plainly	plainly	av-j	plainly	plain	0
understand	understand	vvi	understand	understand	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
not	not	xx	not	not	0
written	written	vvn	written	write	0
after	after	p-acp	after	after	0
the	the	dt	the	the	0
manner	manner	n1	manner	manner	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
that	that	d	that	that	0
before	before	a-acp	before	before	0
hath	hath	vhz	hath	have	0
written	written	vvn	written	write	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
things	things	n2	things	thing	0
:	:	:	:	:	0
For	For	c-acp	For	for	0
many	many	d	many	many	0
that	that	cst	that	that	0
have	have	vhb	have	have	0
written	written	vvn	written	write	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
things	things	n2	things	thing	0
have	have	vhb	have	have	0
poynted	poynted	j-vvn	pointed	point	0
at	at	p-acp	at	at	0
certain	certain	j	certain	certain	0
per	per	fw-la	per	per	0
∣	∣	sy	∣	∣	0
son	son	n1	son	son	0
after	after	p-acp	after	after	0
the	the	dt	the	the	0
manner	manner	n1	manner	manner	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
,	,	,	,	,	0
and	and	cc	and	and	0
at	at	p-acp	at	at	0
certain	certain	j	certain	certain	0
times	times	n2	times	time	0
,	,	,	,	,	0
and	and	cc	and	and	0
certain	certain	j	certain	certain	0
numbers	numbers	n2	numbers	number	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
lawfull	lawfull	j	lawful	lawful	0
for	for	p-acp	for	for	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
,	,	,	,	,	0
neither	neither	dx	neither	neither	0
could	could	vmd	could	can	0
I	I	pns11	I	i	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
not	not	xx	not	not	0
so	so	av	so	so	0
learned	learned	j	learned	learned	0
in	in	p-acp	in	in	0
Church	Church	n1	Church	church	0
History	History	n1	History	history	0
written	written	vvn	written	write	0
since	since	p-acp	since	since	0
the	the	dt	the	the	0
Apostles	Apostles	n2	Apostles	apostle	0
.	.	.	.	.	1
Yet	Yet	av	Yet	yet	0
this	this	d	this	this	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
perswaded	perswaded	vvn	persuaded	persuade	0
,	,	,	,	,	0
that	that	cst	that	that	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
have	have	vhb	have	have	0
knowedge	knowedge	n1	knowledge	knowledge	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Times	Times	n2	Times	time	0
(	(	(	(	(	0
by	by	p-acp	by	by	0
reading	reading	vvg	reading	read	0
of	of	pp-f	of	of	0
Books	Books	n2	Books	book	0
)	)	)	)	)	0
since	since	c-acp	since	since	0
the	the	dt	the	the	0
Apostles	Apostles	n2	Apostles	apostle	0
,	,	,	,	,	0
may	may	vmb	may	may	0
also	also	av	also	also	0
under	under	p-acp	under	under	0
∣	∣	sy	∣	∣	0
stand	stand	n1	stand	stand	0
that	that	cst	that	that	0
the	the	dt	the	the	0
things	things	n2	things	thing	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
written	written	vvn	written	write	0
are	are	vbr	are	be	0
true	true	j	true	true	0
:	:	:	:	:	0
And	And	cc	And	and	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Mysteries	Mysteries	n2	Mysteries	mystery	0
declared	declared	vvn	declared	declare	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Revelations	Revelations	n2	Revelations	revelation	0
,	,	,	,	,	0
do	do	vdb	do	do	0
signifie	signifie	vvi	signify	signify	0
all	all	d	all	all	0
the	the	dt	the	the	0
things	things	n2	things	thing	0
which	which	r-crq	which	which	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
fulfilled	fulfilled	vvn	fulfilled	fulfil	0
,	,	,	,	,	0
and	and	cc	and	and	0
also	also	av	also	also	0
do	do	vdb	do	do	0
signifie	signifie	vvi	signify	signify	0
the	the	dt	the	the	0
things	things	n2	things	thing	0
that	that	cst	that	that	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
fulfilled	fulfilled	vvn	fulfilled	fulfil	0
.	.	.	.	.	1
And	And	np1	And	And	0
seeing	seeing	vvg	seeing	see	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
signified	signified	vvn	signified	signify	0
the	the	dt	the	the	0
things	things	n2	things	thing	0
that	that	cst	that	that	0
re	re	zz	re	re	0
past	past	j	past	past	0
,	,	,	,	,	0
without	without	p-acp	without	without	0
all	all	d	all	all	0
contradiction	contradiction	n1	contradiction	contradiction	0
they	they	pns32	they	they	0
do	do	vdb	do	do	0
signifie	signifie	vvi	signify	signify	0
the	the	dt	the	the	0
things	things	n2	things	thing	0
that	that	cst	that	that	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
ful	ful	j	full	full	0
∣	∣	sy	∣	∣	0
filld	filld	vvn	filled	fill	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
appointed	appointed	j-vvn	appointed	appoint	0
time	time	n1	time	time	0
.	.	.	.	.	1
Thus	Thus	av	Thus	thus	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
understand	understand	vvi	understand	understand	0
also	also	av	also	also	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
not	not	xx	not	not	0
written	written	vvn	written	write	0
so	so	av	so	so	0
largely	largely	av-j	largely	large	0
with	with	p-acp	with	with	0
many	many	d	many	many	0
words	words	n2	words	word	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
things	things	n2	things	thing	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
others	others	n2-jn	others	other	0
have	have	vhb	have	have	0
done	done	vdn	done	do	0
before	before	p-acp	before	before	0
me	me	pno11	me	i	0
,	,	,	,	,	0
neither	neither	av-dx	neither	neither	0
is	is	vbz	is	be	0
my	my	po11	my	my	0
gift	gift	n1	gift	gift	0
so	so	av	so	so	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
;	;	;	;	;	0
for	for	p-acp	for	for	0
this	this	d	this	this	0
I	I	pns11	I	i	0
understand	understand	vvb	understand	understand	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
best	best	js	best	best	0
wisdome	wisdome	n1	wisdom	wisdom	0
stands	stands	vvz	stands	stand	0
not	not	xx	not	not	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
most	most	ds	most	most	0
words	words	n2	words	word	0
.	.	.	.	.	1
And	And	cc	And	and	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
better	better	jc	better	better	0
to	to	pc-acp	to	to	0
displease	displease	vvi	displease	displease	0
men	men	n2	men	man	0
in	in	p-acp	in	in	0
not	not	xx	not	not	0
using	using	vvg	using	use	0
many	many	d	many	many	0
words	words	n2	words	word	0
,	,	,	,	,	0
then	then	cs	then	than	0
to	to	pc-acp	to	to	0
displease	displease	vvi	displease	displease	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
in	in	p-acp	in	in	0
darkning	darkning	n-vvg	darkening	darken	0
wisdome	wisdome	n1	wisdom	wisdom	0
through	through	p-acp	through	through	0
the	the	dt	the	the	0
multitude	multitude	n1	multitude	multitude	0
of	of	pp-f	of	of	0
words	words	n2	words	word	0
:	:	:	:	:	0
And	And	cc	And	and	0
also	also	av	also	also	0
this	this	d	this	this	0
I	I	pns11	I	i	0
understand	understand	vvb	understand	understand	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
mystery	mystery	n1	mystery	mystery	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
great	great	j	great	great	0
things	things	n2	things	thing	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
hid	hid	vvn	hid	hide	0
and	and	cc	and	and	0
sealed	sealed	vvn	sealed	seal	0
up	up	a-acp	up	up	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
faithfull	faithfull	j	faithful	faithful	0
(	(	(	(	(	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
times	times	n2	times	time	0
of	of	pp-f	of	of	0
darknesse	darknesse	n1	darkness	darkness	0
)	)	)	)	)	0
and	and	cc	and	and	0
were	were	vbdr	were	be	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
revealed	revealed	vvn	revealed	reveal	0
untill	untill	p-acp	until	until	0
the	the	dt	the	the	0
latter	latter	d	latter	latter	0
end	end	n1	end	end	0
.	.	.	.	.	1
Therefore	Therefore	av	Therefore	therefore	0
my	my	po11	my	my	0
Brethren	Brethren	n2	Brothers	brethren	0
,	,	,	,	,	0
it	it	pn31	it	it	0
cannot	cannot	vmbx	cannot	can	0
be	be	vbi	be	be	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
end	end	n1	end	end	0
is	is	vbz	is	be	0
at	at	p-acp	at	at	0
hand	hand	n1	hand	hand	0
when	when	c-crq	when	when	0
the	the	dt	the	the	0
Vision	Vision	n1	Vision	vision	0
shall	shall	vmb	shall	shall	0
speak	speak	vvi	speak	speak	0
,	,	,	,	,	0
other	other	j-jn	other	other	0
wayes	wayes	n2	ways	way	0
,	,	,	,	,	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
perswaded	perswaded	vvn	persuaded	persuade	0
such	such	d	such	such	0
knowledge	knowledge	n1	knowledge	knowledge	0
would	would	vmd	would	will	0
not	not	xx	not	not	0
have	have	vhi	have	have	0
been	been	vbn	been	be	0
given	given	vvn	given	give	0
unto	unto	p-acp	unto	unto	0
me	me	pno11	me	i	0
:	:	:	:	:	0
For	For	c-acp	For	for	0
I	I	pns11	I	i	0
see	see	vvb	see	see	0
not	not	xx	not	not	0
my	my	po11	my	my	0
self	self	n1	self	self	0
more	more	av-dc	more	more	0
righteous	righteous	j	righteous	righteous	0
and	and	cc	and	and	0
holy	holy	j	holy	holy	0
then	then	cs	then	than	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
neither	neither	av-dx	neither	neither	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
deserved	deserved	vvn	deserved	deserve	0
to	to	pc-acp	to	to	0
know	know	vvi	know	know	0
these	these	d	these	these	0
things	things	n2	things	thing	0
before	before	c-acp	before	before	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
cause	cause	n1	cause	cause	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
full	full	j	full	full	0
of	of	pp-f	of	of	0
infirmities	infirmities	n2	infirmities	infirmity	0
like	like	av-j	like	like	0
unto	unto	p-acp	unto	unto	0
others	others	n2-jn	others	other	0
:	:	:	:	:	0
And	And	cc	And	and	0
more	more	n1	more	moor	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
see	see	vvb	see	see	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
excel	excel	vvi	excel	excel	0
∣	∣	sy	∣	∣	0
lent	lent	np1	lent	Lent	0
Mysteries	Mysteries	n2	Mysteries	mystery	0
,	,	,	,	,	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
I	I	pns11	I	i	0
behold	behold	vvb	behold	behold	0
my	my	po11	my	my	0
own	own	d	own	own	0
vilenesse	vilenesse	n1	vileness	vileness	0
.	.	.	.	.	1
And	And	cc	And	and	0
were	were	vbdr	were	be	0
it	it	pn31	it	it	0
not	not	xx	not	not	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
boldnesse	boldnesse	n1	boldness	boldness	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
blood	blood	n1	blood	blood	0
of	of	pp-f	of	of	0
Jesus	Jesus	np1	Jesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
I	I	pns11	I	i	0
might	might	vmd	might	may	0
say	say	vvi	say	say	0
,	,	,	,	,	0
Woe	Woe	n1	Woe	woe	0
is	is	vbz	is	be	0
me	me	pno11	me	i	0
,	,	,	,	,	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
undone	undone	vvn	undone	undo	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
a	a	dt	a	a	0
man	man	n1	man	man	0
of	of	pp-f	of	of	0
polluted	polluted	j-vvn	polluted	pollute	0
and	and	cc	and	and	0
unclean	unclean	j	unclean	unclean	0
lips	lips	n2	lips	lip	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
boldnesse	boldnesse	n1	boldness	boldness	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
redemption	redemption	n1	redemption	redemption	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
Christ	Christ	np1	Christ	Christ	0
Jesus	Jesus	np1	Jesus	Jesus	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
I	I	pns11	I	i	0
look	look	vvb	look	look	0
for	for	p-acp	for	for	0
Justification	Justification	n1	Justification	justification	0
before	before	p-acp	before	before	0
God	God	np1	God	God	0
by	by	p-acp	by	by	0
him	him	pno31	him	he	0
onely	onely	av-j	only	only	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
least	least	ds	least	least	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
found	found	vvn	found	find	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
owne	owne	d	own	own	0
righteousnesse	righteousnesse	n1	righteousness	righteousness	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
righteousnesse	righteousnesse	n1	righteousness	righteousness	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
faith	faith	n1	faith	faith	0
of	of	pp-f	of	of	0
Jesus	Jesus	np1	Jesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
.	.	.	.	.	1
Therefore	Therefore	av	Therefore	therefore	0
let	let	vvb	let	let	0
no	no	dx	no	no	0
one	one	pi	one	one	0
thinke	thinke	vvb	think	think	0
of	of	pp-f	of	of	0
me	me	pno11	me	i	0
more	more	av-dc	more	more	0
then	then	cs	then	than	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
rather	rather	av-c	rather	rather	0
admire	admire	vvb	admire	admire	0
the	the	dt	the	the	0
wisdome	wisdome	n1	wisdom	wisdom	0
,	,	,	,	,	0
power	power	n1	power	power	0
and	and	cc	and	and	0
goodnesse	goodnesse	n1	goodness	goodness	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
ready	ready	j	ready	ready	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
revealed	revealed	vvn	revealed	reveal	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
world	world	n1	world	world	0
.	.	.	.	.	1
And	And	cc	And	and	0
prepare	prepare	vvb	prepare	prepare	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
ready	ready	j	ready	ready	0
to	to	pc-acp	to	to	0
stand	stand	vvi	stand	stand	0
before	before	p-acp	before	before	0
him	him	pno31	him	he	0
at	at	p-acp	at	at	0
his	his	po31	his	his	0
coming	coming	n-vvg	coming	come	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
certainly	certainly	av-j	certainly	certain	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
near	near	av-j	near	near	0
at	at	p-acp	at	at	0
hand	hand	n1	hand	hand	0
.	.	.	.	.	1
Reader	Reader	n1	Reader	reader	0
,	,	,	,	,	0
this	this	d	this	this	0
I	I	pns11	I	i	0
would	would	vmd	would	will	0
have	have	vhi	have	have	0
thee	thee	pno21	thee	thou	0
to	to	p-acp	to	to	0
understand	understand	vvi	understand	understand	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
written	written	vvn	written	write	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
lat	lat	fw-ge	lat	lat	0
∣	∣	sy	∣	∣	0
ter	ter	zz	ter	ter	0
Book	Book	n1	Book	book	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Revelation	Revelation	n1	Revelation	revelation	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
7th	7th	ord	7th	seven	0
verse	verse	n1	verse	verse	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
8.	8.	crd	8.	8.	1
Chap.	Chap.	np1	Chap.	Chap.	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
end	end	n1	end	end	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Booke	Booke	n1	Book	book	0
,	,	,	,	,	0
and	and	cc	and	and	0
have	have	vhb	have	have	0
written	written	vvn	written	write	0
of	of	pp-f	of	of	0
