I	I	pns11	I	i	0
the	the	dt	the	the	0
fear	fear	n1	fear	fear	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
the	the	dt	the	the	0
loue	loue	n1	love	love	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
oure	oure	po12	our	our	0
neyghbour	neyghbour	n1	neighbour	neighbour	0
,	,	,	,	,	0
the	the	dt	the	the	0
true	true	j	true	true	0
fayth	fayth	n1	faith	faith	0
in	in	p-acp	in	in	0
Gods	Gods	npg1	Gods	God	0
promises	promises	n2	promises	promise	0
,	,	,	,	,	0
the	the	dt	the	the	0
vnfayned	vnfayned	j	unfeigned	unfeigned	0
obediēce	obediēce	n1	obedience	obedience	0
to	to	p-acp	to	to	0
¦	¦	sy	¦	¦	0
ward	ward	vvb	ward	ward	0
our	our	po12	our	our	0
superious	superious	j	superious	superious	0
.	.	.	.	.	1
It	It	pn31	It	it	0
tylleth	tylleth	vvz	tylleth	tyll	0
our	our	po12	our	our	0
hartes	hartes	n2	hearts	heart	0
wyth	wyth	p-acp	with	with	0
the	the	dt	the	the	0
plough	plough	n1	plough	plough	0
of	of	pp-f	of	of	0
paynful	paynful	j	painful	painful	0
diligēce	diligēce	n1	diligence	diligence	0
.	.	.	.	.	1
It	It	pn31	It	it	0
eradicateth	eradicateth	vvz	eradicateth	eradicate	0
all	all	d	all	all	0
vnfruyt	vnfruyt	n1	vnfruyt	vnfruyt	0
¦	¦	sy	¦	¦	0
ful	ful	j	full	full	0
wedes	wedes	n2	wedes	wedding	0
.	.	.	.	.	1
It	It	pn31	It	it	0
eiecteth	eiecteth	vvz	eiecteth	eiect	0
all	all	d	all	all	0
vnprofita	vnprofita	fw-la	vnprofita	vnprofita	0
¦	¦	sy	¦	¦	0
ble	ble	zz	ble	ble	0
cloddes	cloddes	n2	clods	clod	0
,	,	,	,	,	0
and	and	cc	and	and	0
maketh	maketh	vv2	makes	make	0
the	the	dt	the	the	0
earthe	earthe	n1	earth	earth	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
hartes	hartes	n2	hearts	heart	0
so	so	av	so	so	0
fine	fine	j	fine	fine	0
,	,	,	,	,	0
pure	pure	j	pure	pure	0
,	,	,	,	,	0
pregnāt	pregnāt	j	pregnant	pregnant	0
&	&	cc	&	and	0
fertile	fertile	j	fertile	fertile	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
ready	ready	j	ready	ready	0
to	to	pc-acp	to	to	0
receaue	receaue	vvi	receive	receive	0
ony	ony	av-j	only	only	0
manner	manner	n1	manner	manner	0
of	of	pp-f	of	of	0
good	good	j	good	good	0
seed	seed	n1	seed	seed	0
,	,	,	,	,	0
that	that	cst	that	that	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
sowne	sowne	vvn	sown	sow	0
therupon	therupon	av	thereupon	thereupon	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
produce	produce	vvi	produce	produce	0
innumerable	innumerable	j	innumerable	innumerable	0
encrease	encrease	n1	increase	increase	0
.	.	.	.	.	1
What	What	q-crq	What	what	0
great	great	j	great	great	0
commoditi	commoditi	n1	commoditi	commoditi	0
∣	∣	sy	∣	∣	0
es	es	fw-mi	es	es	0
we	we	pns12	we	we	0
receue	receue	vvb	receive	receive	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
coun	coun	vvb	con	con	0
¦	¦	sy	¦	¦	0
trey	trey	n1	trey	trey	0
.	.	.	.	.	1
It	It	pn31	It	it	0
sowethe	sowethe	vvz	soweth	sow	0
also	also	av	also	also	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
elde	elde	n1	eld	eld	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
brestes	brestes	n2	breasts	breast	0
many	many	d	many	many	0
precious	precious	j	precious	precious	0
seedes	seedes	n2	seeds	seed	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
modesty	modesty	n1	modesty	modesty	0
,	,	,	,	,	0
graui	graui	fw-la	graui	graui	0
∣	∣	sy	∣	∣	0
te	te	fw-la	te	te	0
,	,	,	,	,	0
gentlenes	gentlenes	n1	gentleness	gentleness	0
,	,	,	,	,	0
honest	honest	j	honest	honest	0
behauour	behauour	n1	behaviour	behaviour	0
,	,	,	,	,	0
affa	affa	uh	affa	affa	0
∣	∣	sy	∣	∣	0
bilite	bilite	n1	bilite	bilite	0
,	,	,	,	,	0
comite	comite	n1	comite	comite	0
,	,	,	,	,	0
liberalite	liberalite	n1	liberality	liberality	0
,	,	,	,	,	0
frugalite	frugalite	uh	frugalite	frugalite	0
,	,	,	,	,	0
pacience	pacience	n1	patience	patience	0
,	,	,	,	,	0
long	long	j	long	long	0
sufferaunce	sufferaunce	n1	sufferance	sufferance	0
,	,	,	,	,	0
modera	modera	fw-la	modera	modera	0
∣	∣	sy	∣	∣	0
cion	cion	n1	cion	cion	0
,	,	,	,	,	0
temperaunce	temperaunce	n1	temperance	temperance	0
,	,	,	,	,	0
obedience	obedience	n1	obedience	obedience	0
,	,	,	,	,	0
forti	forti	fw-la	forti	forti	0
∣	∣	sy	∣	∣	0
tude	tude	n1	tude	tude	0
,	,	,	,	,	0
magnanimite	magnanimite	n1	magnanimity	magnanimity	0
,	,	,	,	,	0
iustice	iustice	n1	justice	justice	0
,	,	,	,	,	0
equite	equite	n1	equity	equity	0
,	,	,	,	,	0
continence	continence	n1	continence	continence	0
,	,	,	,	,	0
humilite	humilite	n1	humility	humility	0
,	,	,	,	,	0
erudicion	erudicion	n1	erudition	erudition	0
,	,	,	,	,	0
pru	pru	n2	pru	pru	0
¦	¦	sy	¦	¦	0
dence	dence	n1	dence	dence	0
,	,	,	,	,	0
learnynge	learnynge	n1	learning	learning	0
,	,	,	,	,	0
wysdome	wysdome	n1	wisdom	wisdom	0
,	,	,	,	,	0
probite	probite	n1	probite	probite	0
of	of	pp-f	of	of	0
manners	manners	n2	manners	manner	0
,	,	,	,	,	0
wythe	wythe	vvz	wythe	wythe	0
an	an	dt	and	a	0
whole	whole	j-jn	whole	whole	0
see	see	vvb	see	see	0
of	of	pp-f	of	of	0
good	good	j	good	good	0
thynges	thynges	n2	things	thing	0
mo	mo	dc	more	more	0
.	.	.	.	.	1
All	All	av-d	All	all	0
this	this	d	this	this	0
doth	doth	vdz	does	do	0
our	our	po12	our	our	0
countrey	countrey	n1	country	country	0
for	for	p-acp	for	for	0
vs	vs	pno12	us	we	0
thorow	thorow	p-acp	thorough	through	0
the	the	dt	the	the	0
diligēt	diligēt	j	diligent	diligent	0
exercyse	exercyse	n1	exercise	exercise	0
of	of	pp-f	of	of	0
wyse	wyse	n1	wise	wise	0
and	and	cc	and	and	0
sage	sage	j-jn	sage	sage	0
teachers	teachers	n2	teachers	teacher	0
.	.	.	.	.	1
So	So	av	So	so	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
appeare	appeare	vvi	appear	appear	0
right	right	j-jn	right	right	0
wel	wel	av	well	well	0
,	,	,	,	,	0
men	men	n2	men	man	0
be	be	vbb	be	be	0
not	not	xx	not	not	0
only	only	j	only	only	0
moche	moche	av-d	much	much	0
endetted	endetted	vvn	endetted	endet	0
to	to	p-acp	to	to	0
theyr	theyr	po32	their	their	0
natiue	natiue	j-jn	native	native	0
coūtrey	coūtrey	n1	country	country	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
allu	allu	fw-la	allu	allu	0
∣	∣	sy	∣	∣	0
red	red	j-jn	read	red	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
loue	loue	n1	love	love	0
and	and	cc	and	and	0
desyre	desyre	vvi	desire	desire	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
euen	euen	av	even	even	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
certayne	certayne	j	certain	certain	0
inspiraciō	inspiraciō	n1	inspiration	inspiration	0
both	both	av-d	both	both	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
and	and	cc	and	and	0
nature	nature	n1	nature	nature	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
howe	howe	c-crq	how	how	0
glad	glad	j	glad	glad	0
is	is	vbz	is	be	0
an	an	dt	and	a	0
Englyshe	Englyshe	jp	English	english	0
man	man	n1	man	man	0
beynge	beynge	vbg	being	be	0
in	in	p-acp	in	in	0
Fraunce	Fraunce	np1	Fraunce	France	0
,	,	,	,	,	0
Germany	Germany	np1	Germany	Germany	0
,	,	,	,	,	0
or	or	cc	or	or	0
Italy	Italy	np1	Italy	Italy	0
or	or	cc	or	or	0
els	els	av	else	else	0
where	where	c-crq	where	where	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
knowe	knowe	vvi	know	know	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
transmissiō	transmissiō	n1	transmission	transmission	0
of	of	pp-f	of	of	0
mutuall	mutuall	j	mutual	mutual	0
letters	letters	n2	letters	letter	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
is	is	vbz	is	be	0
done	done	vdn	done	do	0
in	in	p-acp	in	in	0
Englōd	Englōd	np1	Englōd	Englōd	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
what	what	r-crq	what	what	0
case	case	n1	case	case	0
the	the	dt	the	the	0
publique	publique	j	public	public	0
weale	weale	n1	weal	weal	0
consisteth	consisteth	vvz	consisteth	consist	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
it	it	pn31	it	it	0
prospereth	prospereth	vvz	prospereth	prosper	0
,	,	,	,	,	0
howe	howe	c-crq	how	how	0
Gods	Gods	npg1	Gods	God	0
word	word	n1	word	word	0
is	is	vbz	is	be	0
set	set	vvn	set	set	0
forward	forward	av-j	forward	forward	0
,	,	,	,	,	0
af	af	pp-f	of	of	0
∣	∣	sy	∣	∣	0
ter	ter	zz	ter	ter	0
what	what	q-crq	what	what	0
manner	manner	n1	manner	manner	0
vertue	vertue	n1	virtue	virtue	0
is	is	vbz	is	be	0
mayn	mayn	j	main	main	0
∣	∣	sy	∣	∣	0
tayned	tayned	vvd	tayned	tayn	0
,	,	,	,	,	0
and	and	cc	and	and	0
vice	vice	n1	vice	vice	0
detested	detested	vvd	detested	detest	0
.	.	.	.	.	1
&	&	cc	&	and	0
c	c	sy	c	c	0
?	?	?	?	?	1
Agen	Agen	av	Again	again	0
,	,	,	,	,	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
the	the	dt	the	the	0
Frenche	Frenche	jp	French	french	0
man	man	n1	man	man	0
,	,	,	,	,	0
Germayn	Germayn	np1	Germayn	Germayn	0
,	,	,	,	,	0
or	or	cc	or	or	0
Italion	Italion	np1	Italion	Italion	0
,	,	,	,	,	0
beyng	beyng	vbg	being	be	0
herein	herein	av	herein	herein	0
England	England	np1	England	England	0
very	very	av	very	very	0
desyrous	desyrous	j	desirous	desirous	0
to	to	pc-acp	to	to	0
knowe	knowe	vvi	know	know	0
lykewyse	lykewyse	av	likewise	likewise	0
,	,	,	,	,	0
what	what	q-crq	what	what	0
is	is	vbz	is	be	0
done	done	vdn	done	do	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
natiue	natiue	j-jn	native	native	0
contre	contre	fw-fr	contre	contre	0
?	?	?	?	?	1
We	We	pns12	We	we	0
reade	reade	vvb	read	read	0
of	of	pp-f	of	of	0
some	some	d	some	some	0
,	,	,	,	,	0
The	The	dt	The	the	0
feruēt	feruēt	j	fervent	fervent	0
affecciō	affecciō	n1	affection	affection	0
that	that	cst	that	that	0
some	some	d	some	some	0
haue	haue	vhb	have	have	0
had	had	vhd	had	have	0
to	to	p-acp	to	to	0
theyr	theyr	po32	their	their	0
countrey	countrey	n1	country	country	0
.	.	.	.	.	0
whiche	whiche	r-crq	which	which	0
,	,	,	,	,	0
whan	whan	c-crq	when	when	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
in	in	p-acp	in	in	0
straung	straung	j	strange	strange	0
places	places	n2	places	place	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
they	they	pns32	they	they	0
wanted	wanted	vvd	wanted	want	0
no	no	dx	no	no	0
kynd	kynd	n1	kind	kind	0
of	of	pp-f	of	of	0
pleasures	pleasures	n2	pleasures	pleasure	0
,	,	,	,	,	0
desyred	desyred	vvn	desired	desire	0
rather	rather	av	rather	rather	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
at	at	p-acp	at	at	0
home	home	n1-an	home	home	0
t̄	t̄	p-acp	tO	to	0
theyr	theyr	po32	their	their	0
owne	owne	d	own	own	0
natiue	natiue	j-jn	native	native	0
countrey	countrey	n1	country	country	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
eate	eate	vvi	eat	eat	0
beanes	beanes	n2	beans	bean	0
and	and	cc	and	and	0
drosse	drosse	n1	dross	dross	0
with	with	p-acp	with	with	0
hogges	hogges	n2	hogs	hog	0
,	,	,	,	,	0
thā	thā	cs	than	than	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
in	in	p-acp	in	in	0
y•	y•	n1	y•	y•	0
moost	moost	av-ds	most	most	0
floryshyng	floryshyng	vvg	flourishing	flourish	0
Realme	Realme	n1	Realm	realm	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
worlde	worlde	n1	world	world	0
,	,	,	,	,	0
&	&	cc	&	and	0
to	to	pc-acp	to	to	0
syt	syt	vvi	fit	fit	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
tables	tables	n2	tables	table	0
of	of	pp-f	of	of	0
Kynges	Kynges	n2	Kings	king	0
,	,	,	,	,	0
Prynces	Prynces	n2	Princes	prince	0
and	and	cc	and	and	0
such	such	d	such	such	0
other	other	j-jn	other	other	0
terrene	terrene	j	terrene	terrene	0
potestates	potestates	fw-la	potestates	potestates	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
affle	affle	vvi	affle	affle	0
wt	wt	p-acp	with	with	0
all	all	d	all	all	0
maner	maner	n1	manner	manner	0
of	of	pp-f	of	of	0
delicious	delicious	j	delicious	delicious	0
meates	meates	n2	meats	meat	0
.	.	.	.	.	1
To	To	p-acp	To	to	0
whom	whom	ro-crq	whom	who	0
is	is	vbz	is	be	0
it	it	pn31	it	it	0
vnknowē	vnknowē	j	unknown	unknown	0
,	,	,	,	,	0
yt	yt	pn31	that	it	0
whā	whā	c-crq	when	when	0
a	a	dt	a	a	0
certen	certen	j	certain	certain	0
noble	noble	j	noble	noble	0
mā	mā	n1	man	man	0
called	called	vvn	called	call	0
Leo	Leo	fw-la	Leo	leo	0
Byzā	Byzā	fw-la	Byzā	byzā	0
∣	∣	sy	∣	∣	0
tius	tius	fw-la	tius	tius	0
,	,	,	,	,	0
Leo	Leo	fw-la	Leo	leo	0
Byzan	Byzan	n1	Byzan	byzan	0
¦	¦	sy	¦	¦	0
tius	tius	j	tius	tius	0
.	.	.	.	.	0
was	was	vbds	was	be	0
greuously	greuously	av-j	grievously	grievous	0
accused	accused	vvn	accused	accuse	0
of	of	pp-f	of	of	0
cer	cer	n1	cer	cer	0
∣	∣	sy	∣	∣	0
ten	ten	crd	ten	ten	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Citie	Citie	n1	City	city	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
inha	inha	n1	inha	inha	0
∣	∣	sy	∣	∣	0
bited	bited	j	bited	bited	0
,	,	,	,	,	0
and	and	cc	and	and	0
lyke	lyke	av-j	like	like	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
in	in	p-acp	in	in	0
daunger	daunger	n1	danger	danger	0
of	of	pp-f	of	of	0
death	death	n1	death	death	0
,	,	,	,	,	0
and	and	cc	and	and	0
therfore	therfore	av	therefore	therefore	0
councelled	councelled	vvd	counseled	counsel	0
of	of	pp-f	of	of	0
di	di	zz	di	di	0
¦	¦	sy	¦	¦	0
uers	uers	zz	uers	uers	0
of	of	pp-f	of	of	0
hys	hys	po31	his	his	0
frēdes	frēdes	n2	friends	friend	0
to	to	pc-acp	to	to	0
fly	fly	vvi	fly	fly	0
into	into	p-acp	into	into	0
some	some	d	some	some	0
straung	straung	j	strange	strange	0
countrey	countrey	n1	country	country	0
,	,	,	,	,	0
he	he	pns31	he	he	0
came	came	vvd	came	come	0
boldely	boldely	av-j	boldly	bold	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
assembly	assembly	n1	assembly	assembly	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
consulted	consulted	vvd	consulted	consult	0
about	about	p-acp	about	about	0
hys	hys	po31	his	his	0
matter	matter	n1	matter	matter	0
,	,	,	,	,	0
and	and	cc	and	and	0
sayde	sayde	vvd	said	say	0
,	,	,	,	,	0
O	O	uh	Oh	oh	0
ye	ye	pn22	you	you	0
my	my	po11	my	my	0
Cytysenies	Cytysenies	n2	Cytysenies	cytyseny	0
,	,	,	,	,	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
counselled	counselled	vvn	counseled	counsel	0
to	to	pc-acp	to	to	0
fly	fly	vvi	fly	fly	0
but	but	p-acp	but	but	0
certes	certes	av	certes	certes	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
rather	rather	av-c	rather	rather	0
be	be	vbi	be	be	0
slayn	slayn	vvn	slain	slay	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
,	,	,	,	,	0
&	&	cc	&	and	0
so	so	av	so	so	0
to	to	pc-acp	to	to	0
dye	dye	vvi	die	dye	0
among	among	p-acp	among	among	0
you	you	pn22	you	you	0
,	,	,	,	,	0
than	than	cs	than	than	0
once	once	a-acp	once	once	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
my	my	po11	my	my	0
self	self	n1	self	self	0
captiue	captiue	j-jn	captive	captive	0
to	to	p-acp	to	to	0
ony	ony	av-j	only	only	0
straung	straung	j	strange	strange	0
countrey	countrey	n1	country	country	0
.	.	.	.	.	1
O	O	sy	O	o	0
valeaunt	valeaunt	j	valiant	valiant	0
and	and	cc	and	and	0
conrageous	conrageous	j	conrageous	conrageous	0
harte	harte	n1	heart	heart	0
.	.	.	.	.	1
O	O	sy	O	o	0
noble	noble	j	noble	noble	0
&	&	cc	&	and	0
prince	prince	n1	prince	prince	0
lyke	lyke	av-j	like	like	0
stomacke	stomacke	n1	stomach	stomach	0
.	.	.	.	.	1
O	O	sy	O	o	0
vnfayned	vnfayned	j	unfeigned	unfeigned	0
louer	louer	n1	lover	lover	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
natiue	natiue	j-jn	native	native	0
countrey	countrey	n1	country	country	0
.	.	.	.	.	1
He	He	pns31	He	he	0
chod	chod	j	chod	chod	0
ra	ra	zz	ra	ra	0
∣	∣	sy	∣	∣	0
ther	ther	zz	ther	ther	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
flayne	flayne	vvn	flain	flain	0
although	although	cs	although	although	0
vnrighte	vnrighte	av	unright	unright	0
¦	¦	sy	¦	¦	0
ously	ously	av-j	ously	ous	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
contremen	contremen	n2	contremen	contreman	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
to	to	pc-acp	to	to	0
dy	dy	vvi	die	die	0
amonge	amonge	p-acp	among	among	0
them	them	pno32	them	they	0
,	,	,	,	,	0
than	than	cs	than	than	0
he	he	pns31	he	he	0
woulde	woulde	vmd	would	will	0
once	once	a-acp	once	once	0
departe	departe	vvi	depart	depart	0
oute	oute	av	out	out	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
natiue	natiue	j-jn	native	native	0
contre	contre	fw-fr	contre	contre	0
.	.	.	.	.	1
The	The	dt	The	the	0
victorious	victorious	j	victorious	victorious	0
Champyō	Champyō	n1	Champion	champion	0
Ser	Ser	zz	Ser	ser	0
∣	∣	sy	∣	∣	0
toriusSertorius	toriusSertorius	np1	toriusSertorius	toriusSertorius	0
.	.	.	.	.	0
also	also	av	also	also	0
,	,	,	,	,	0
beyng	beyng	vbg	being	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
warres	warres	n2	wars	war	0
or	or	cc	or	or	0
els	els	av	else	else	0
wher	wher	c-crq	where	where	0
,	,	,	,	,	0
was	was	vbds	was	be	0
wont	wont	j	wont	wont	0
to	to	pc-acp	to	to	0
saye	saye	vvi	say	say	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
rather	rather	av-c	rather	rather	0
be	be	vbi	be	be	0
at	at	p-acp	at	at	0
home	home	n1-an	home	home	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
owne	owne	d	own	own	0
countrey	countrey	n1	country	country	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
moost	moost	av-ds	most	most	0
base	base	j	base	base	0
&	&	cc	&	and	0
vile	vile	j	vile	vile	0
Cytysen	Cytysen	n1	Cytisen	cytisen	0
of	of	pp-f	of	of	0
Rome	Rome	np1	Rome	Rome	0
,	,	,	,	,	0
than	than	cs	than	than	0
beynge	beynge	vbg	being	be	0
absēt	absēt	j	absent	absent	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
Emperour	Emperour	n1	Emperor	emperor	0
of	of	pp-f	of	of	0
al	al	d	all	all	0
y•	y•	n1	y•	y•	0
world	world	n1	world	world	0
so	so	av	so	so	0
swete	swete	j	sweet	sweet	0
a	a	dt	a	a	0
thynge	thynge	n1	thing	thing	0
is	is	vbz	is	be	0
it	it	pn31	it	it	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
man	man	n1	man	man	0
to	to	p-acp	to	to	0
